name,label,types,merge_global_identifier,caption,wikipedia_url,wikidata_id,dbpedia_id,file_source,data_source,source_identifier,global_identifier,description,logo,image
Seagram's,Company,"[""Company"",""Organisation"",""Agent"",""Conglomerate""]",,Seagram's,https://en.wikipedia.org/wiki/Seagram,Q1969696,http://dbpedia.org/resource/Seagram's,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Seagram,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Seagram,"The Seagram Company Ltd. (which traded as Seagram's) was a Canadian multinational conglomerate formerly headquartered in Montreal, Quebec. Originally a distiller of Canadian whisky based in Waterloo, Ontario, it was once (in the 1990s) the largest owner of alcoholic beverage lines in the world. Toward the end of its independent existence, it also controlled various entertainment and other business ventures. Its purchase of MCA Inc., whose assets included Universal Studios and its theme parks, was financed through the sale of Seagram's 25% holding of chemical company DuPont, a position it acquired in 1981. Seagram later imploded, with its beverage assets wholesaled off to various industry titans, notably The Coca-Cola Company, Diageo, Infinium Spirits, and Pernod Ricard. Universal's television holdings were sold to media entrepreneur Barry Diller, and the balance of the Universal entertainment empire and what was Seagram was sold to French conglomerate Vivendi in 2000.","[""http://commons.wikimedia.org/wiki/Special:FilePath/Seagram&apos;s_Logo.JPG?width=300"",""https://commons.wikimedia.org/wiki/File:Seagram_logo.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/NewYorkSeagram_04.30.2008.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Seagram_Distillery_Buildings.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Seagram_logo.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Seagram&apos;s_Escapes_Mickey_Beverage_Bodies.jpg""]"
Barq's,Brand,"[""Brand"",""Ethnicgroup"",""Beverage"",""Food"",""Root_beer"",""Business""]",,Barq's,https://en.wikipedia.org/wiki/Barq's,Q94567,http://dbpedia.org/resource/Barq's,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Barq's,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Barq's,"Barq's /ˈbɑːrks/ is an American brand of root beer created by Edward Barq and bottled since the beginning of the 20th century. It is owned by the Barq family but bottled by the Coca-Cola Company. It was known as ""Barq's Famous Olde Tyme Root Beer"" until 2012. Some of its formulations contain caffeine, equivalent to the level found in green tea.","[""http://commons.wikimedia.org/wiki/Special:FilePath/Barqs_Sign.jpg?width=300""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Barq&apos;s_Root_Beer_Logo.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Barqs_Sign.jpg""]"
Honest Tea,Brand,"[""Brand"",""Company"",""Beverage"",""Food"",""Iced_tea""]",,Honest Tea,https://en.wikipedia.org/wiki/Honest_Tea,Q16995789,http://dbpedia.org/resource/Honest_Tea,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Honest_Tea,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Honest_Tea,"Honest Tea (U.S.) is a bottled organic tea company based in Bethesda, Maryland. It was founded in 1998 by Seth Goldman and Barry Nalebuff. The company is a wholly owned subsidiary of The Coca-Cola Company. The name is a pun on the word ""honesty"".",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Honest_logo.svg""]"
Simply Limeade,Brand,"[""Brand"",""Beverage"",""Fruit_juice"",""Business""]",,Simply Limeade,https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,Q7521015,http://dbpedia.org/resource/Simply_Limeade,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,"The Simply Orange Juice Company is an American orange juice company in Apopka, Florida, that was founded in 2001 and is a brand of The Coca-Cola Company. It makes a number of not-from-concentrate orange juices and other juice drinks and fruit juices that are sold refrigerated in a distinctive clear plastic bottle and green twist top with a large green seal. The bottles have a wide body that starts tapering to a narrow neck at the top of the label. The company is a major purchaser of Florida oranges for its orange juice, but also imports orange juice from Brazil and Mexico. Simply Orange uses a computer-modeled blending of orange juice sources, intending for the consumer to have a uniform taste year-round.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Eisenstein-quadratic-reciprocity-1.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Simply_orange_company_logo.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/SimplyLemonade-ChrisMetcalf.jpg""]"
Embotelladora Andina,Business,"[""Business"",""PublicCompany""]",,Embotelladora Andina,,Q3052066,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Embotelladora Andina,crisk_keyword_to_guid_caption_name__Embotelladora Andina,Coca-Cola bottling company,,
Gold Peak Tea,Brand,"[""Brand"",""Company""]",,Gold Peak Tea,https://en.wikipedia.org/wiki/Gold_Peak_Tea,Q5578812,http://dbpedia.org/resource/Gold_Peak_Tea,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Gold_Peak_Tea,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Gold_Peak_Tea,Gold Peak Tea is a brand of ready-to-drink iced tea manufactured by The Coca-Cola Company. It was first introduced in 2006 while a chilled version was launched in 2009. Past formulations of the product had won the award for best taste when it was made with tea leaves from the Kenyan Rift Valley. As of 2019 Gold Peak tea is no longer made from concentrate and is now brewed and bottled in their juice plants.,"[""https://commons.wikimedia.org/wiki/File:GoldPeak_logo.jpg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/GoldPeak_logo.jpg""]"
Glaceau,Company,"[""Company"",""Organisation"",""Agent"",""Subsidiary""]",,Glaceau,https://en.wikipedia.org/wiki/Energy_Brands,Q1094880,http://dbpedia.org/resource/Glaceau,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Energy_Brands,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Energy_Brands,"Energy Brands, also doing business as Glacéau, is a privately owned subsidiary of The Coca-Cola Company based in Whitestone, Queens, New York, that manufactures and distributes various lines of enhanced water. Founded in May 1996 by J. Darius Bikoff with an electrolyte enhanced line of water called Smartwater, Energy Brands initially distributed its products to health food stores and independent retailers in the New York area. Adding Fruitwater and VitaminWater to its line in 1998 and 2000, respectively, the company expanded to nationwide distribution in the early 2000s. By 2002, the Glacéau line of waters were the top selling enhanced water brand in the United States, with the company's VitaminWater being its best selling product. In 2006, the company earned US$350 million in revenues. The company then began its global expansion, launching its products in the United Kingdom and Australia in 2008, France in 2009 and Argentina in 2011. Energy Brands is owned primarily by Bikoff, employees, and small investors. Rapper 50 Cent obtained a minority share of the company as part of an endorsement deal in the company. Thirty percent of the equity was sold to LVMH sometime in the 2000s, which in turn sold those shares. The shares eventually were sold to India-based Tata Group in August 2006, which held the shares until May 2007 when The Coca-Cola Company purchased the company as an independent subsidiary, leaving its actual operations with its existing management including Bikoff.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Glacéau_vitaminwater.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Bebidas_vitaminadas..jpg""]"
International Beverages,Company,"[""Company"",""Organisation"",""Agent"",""Business""]",,International Beverages,https://en.wikipedia.org/wiki/International_Beverages_Trading,Q20991969,http://dbpedia.org/resource/International_Beverages_Trading,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/International_Beverages_Trading,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/International_Beverages_Trading,"International Beverages Trading Company Group is a major Myanmar-based beverage manufacturing company. IBTC possesses 80% of Myanmar's domestic whiskey market, with a revenue of US$100 million. IBTC was founded in 1995 with 50 employees by Aung Moe Kyaw, the son-in-law of Thein Tun, chairman of the Group. It is known for its alcohol brands, including Grand Royal Whiskey, Royal Dry Gin, Eagle Whiskey, Grand Royal Special Reserve Whiskey, Hero Whiskey, and Golden Island Whiskey.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Doraemon_movie_2016.jpeg""]"
Diamond Beverages,AAEntity,,,Diamond Beverages,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Diamond Beverages,crisk_keyword_to_guid_caption_name__Diamond Beverages,,,
Coca-Cola,Organization,"[""Brand"",""Food"",""Beverage"",""Cola"",""Tangiblegood"",""Softdrink""]",KP__029b8626847fdc22ef1f0684a4fb2300,Coca-Cola,https://en.wikipedia.org/wiki/Coca-Cola,Q2813,http://dbpedia.org/resource/Coca-Cola,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Coca-Cola,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Coca-Cola,"Coca-Cola, or Coke, is a carbonated soft drink manufactured by The Coca-Cola Company. Originally marketed as a temperance drink and intended as a patent medicine, it was invented in the late 19th century by John Stith Pemberton and was bought out by businessman Asa Griggs Candler, whose marketing tactics led Coca-Cola to its dominance of the world soft-drink market throughout the 20th century. The drink's name refers to two of its original ingredients: coca leaves, and kola nuts (a source of caffeine). The current formula of Coca-Cola remains a trade secret; however, a variety of reported recipes and experimental recreations have been published. The drink has inspired imitators and created a whole classification of soft drink: colas. The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world. The bottlers, who hold exclusive territory contracts with the company, produce the finished product in cans and bottles from the concentrate, in combination with filtered water and sweeteners. A typical 12-US-fluid-ounce (350 ml) can contains 38 grams (1.3 oz) of sugar (usually in the form of high-fructose corn syrup). The bottlers then sell, distribute, and merchandise Coca-Cola to retail stores, restaurants, and vending machines throughout the world. The Coca-Cola Company also sells concentrate for soda fountains of major restaurants and foodservice distributors. The Coca-Cola Company has on occasion introduced other cola drinks under the Coke name. The most common of these is Diet Coke, along with others including Caffeine-Free Coca-Cola, Diet Coke Caffeine-Free, Coca-Cola Zero Sugar, Coca-Cola Cherry, Coca-Cola Vanilla, and special versions with lemon, lime, and coffee. Coca-Cola was called Coca-Cola Classic from July 1985 to 2009, to distinguish it from ""New Coke"". Based on Interbrand's ""best global brand"" study of 2020, Coca-Cola was the world's sixth most valuable brand. In 2013, Coke products were sold in over 200 countries worldwide, with consumers drinking more than 1.8 billion company beverage servings each day. Coca-Cola ranked No. 87 in the 2018 Fortune 500 list of the largest United States corporations by total revenue.","[""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-Cola_logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Coca-Cola_logo.svg"",""https://commons.wikimedia.org/wiki/File:Coca-Cola_2021.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-cola_(2).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-Cola_logo.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coca_Cola_ad_ca._1943_IMG_3744.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coca_Cola_Bottling_Machine,_Biedenharn_Museum_and_Gardens_IMG_4101.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/ContourBottleConceptSketch.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Alexander_Samuelson.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/6_Coca-Cola_bottles.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Weihnachtstruck.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/1BILLIONTHgallonCOCACOLAowner.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Camion_cocacola_argentina_1942.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/VWT2_Coca_Cola.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/NASA_FGBA.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/19th_century_Coca-Cola_coupon.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coke_Museum.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Ft_Dodge_ghost_sign.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Commercial._At_the_Coca_Cola_Plant_BAnQ_P48S1P06539.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/World-of-coca-cola.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Flasche_Coca-Cola_0,2_Liter.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/1915_contour_Coca-Cola_contour_bottle_prototype.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/FLEEMANSpharmacyCOKErwLIPACKowner.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Madonna&apos;s_Coca-Coca_bottle_(7961835112).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cabo_Verde_Fogo_CokeBooth.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/John_Pemberton.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Pembertoncokeanzeige.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cocacola-5cents-1900_edit1.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-Cola_1915_Contour_bottle.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-Cola_2.5L_bottle_in_Mainland_China_20160514.jpg"",""https://commons.wikimedia.org/wiki/File:15-09-26-RalfR-WLC-0098.jpg""]"
Beatriz Perez,Person,,KP__4nQnKwta6xsfPO3Mdt9qeD,Coca-Cola executive Beatriz Perez,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Beatriz Perez,crisk_keyword_to_guid_caption_name__Beatriz Perez,,,
Manuel Arroyo,Person,,KP__X98C2ZEBe3hdFaPjDxwaau,Coca-Cola executive Manuel Arroyo,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Manuel Arroyo,crisk_keyword_to_guid_caption_name__Manuel Arroyo,,,
James Quincey,Person,"[""Person"",""Agent"",""Human""]",,Coca-Cola CEO James Quincey,https://en.wikipedia.org/wiki/James_Quincey,Q27839505,http://dbpedia.org/resource/James_Quincey,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/James_Quincey,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/James_Quincey,"James Robert B. Quincey (8 January 1965) is a British businessman based in the United States. After starting his career at Bain & Co, he joined The Coca-Cola Company in 1996 and was later named chief operating officer (COO). He is now the chairman and chief executive officer (CEO) at the company.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Macri_&_Quincey_Davos_2018_01_(cropped).jpg"",""https://commons.wikimedia.org/wiki/File:Macri_&_Quincey_Davos_2018_01_(cropped).jpg""]"
Alfredo Rivera,Person,,KP__aecCuJcyyDCdu3ilZKQIcr,Coca-Cola executive Alfredo Rivera,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Alfredo Rivera,crisk_keyword_to_guid_caption_name__Alfredo Rivera,,,
Nikos Koumettis,Person,,KP__6f82TJyuPlQaoHaYHFi0qy,Coca-Cola executive Nikos Koumettis,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Nikos Koumettis,crisk_keyword_to_guid_caption_name__Nikos Koumettis,,,
James Dinkins,AAEntity,,,Coca-Cola executive James Dinkins,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,James Dinkins,crisk_keyword_to_guid_caption_name__James Dinkins,,,
Bernhard Goepelt,AAEntity,,,Coca-Cola executive Bernhard Goepelt,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Bernhard Goepelt,crisk_keyword_to_guid_caption_name__Bernhard Goepelt,,,
Xin Lu,AAEntity,,,Kingfa  executive Xin Lu,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin Lu,crisk_keyword_to_guid_caption_name__Xin Lu,,,
Brian Smith,Person,,KP__eTRLFu54VWfffLPCrvjexw,Coca-Cola executive Brian Smith,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Brian Smith,crisk_keyword_to_guid_caption_name__Brian Smith,,,
Diet Coke,Brand,"[""Brand"",""Beverage"",""Food"",""Diet_soda"",""Cola"",""Trademark""]",,Diet Coke,https://en.wikipedia.org/wiki/Diet_Coke,Q1815345,http://dbpedia.org/resource/Diet_Coke,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Diet_Coke,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Diet_Coke,"Diet Coke, Coca-Cola Light or Coca-Cola Light Taste is a sugar-free and no-calorie soft drink produced and distributed by the Coca-Cola Company. It contains artificial sweeteners instead of sugar. Unveiled on July 8, 1982, and introduced in the United States on August 9, it was the first new brand since 1886 to use the Coca-Cola trademark. The product quickly overtook the company's existing diet cola, Tab, in sales.","[""http://commons.wikimedia.org/wiki/Special:FilePath/Diet_Coke_Logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Diet_Coke_Logo.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Australiadietcokebottles.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/English_&_Hebrew_Coke_labels.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-Cola_Light_logo.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Diet-Coke-Can.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Diet_Coke_Logo.svg"",""https://commons.wikimedia.org/wiki/File:Diet_Coke_Products.JPG""]"
Coke Zero,Brand,"[""Brand"",""Beverage"",""Food"",""Diet_drink"",""Cola""]",,Coke Zero,https://en.wikipedia.org/wiki/Coca-Cola_Zero_Sugar,Q28127283,http://dbpedia.org/resource/Coke_Zero,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Coca-Cola_Zero_Sugar,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Coca-Cola_Zero_Sugar,"Coca-Cola Zero Sugar is a diet cola produced by The Coca-Cola Company. In some countries, it is sold as Coca-Cola No Sugar. The drink was introduced in 2005 as Coca-Cola Zero as a new no-calorie cola. In 2017, the formula was modified and the name updated, a change which led to some backlash. Another formula change will occur in the U.S. in August 2021 and in Canada in September 2021.","[""https://commons.wikimedia.org/wiki/File:Coca-Cola_Zero_Sugar_Logo.png""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-Cola_Zero_Sugar_Logo.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-Cola_Zero_Sugar_and_Zero_Sugar_Lemon.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-cola_zero_sugar.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/ChaffeyBridgeMildura.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Javits_Ctr_West_Side_07_-_Coke_Zero_Sugar.jpg""]"
Cherry Coke,Brand,"[""Brand"",""Televisionshow"",""Work"",""Cherry"",""Cola""]",,Cherry Coke,https://en.wikipedia.org/wiki/Coca-Cola_Cherry,Q2609070,http://dbpedia.org/resource/Cherry_Coke,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Coca-Cola_Cherry,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Coca-Cola_Cherry,Coca-Cola Cherry (originally marketed as and still widely referred to as Cherry Coke) is a cherry-flavored version of Coca-Cola. It is produced and distributed by The Coca-Cola Company and its bottlers in the United States and some international markets.,[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Cocacola_cherry_logo.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/CocaCola_Cherry_Image.jpeg"",""http://commons.wikimedia.org/wiki/Special:FilePath/David_Ritz_02A.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cherry_002.jpg""]"
Town and Country Building Society,AAEntity,,,Town and Country Building Society,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Town and Country Building Society,crisk_keyword_to_guid_caption_name__Town and Country Building Society,,,
Shayne Elliott,Person,"[""Person"",""Agent"",""Human""]",,ANZ Bank CEO Shayne Elliott,https://en.wikipedia.org/wiki/Shayne_Elliott,Q34970443,http://dbpedia.org/resource/Shayne_Elliott,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Shayne_Elliott,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Shayne_Elliott,"Shayne Elliott (born 1963/64) is a New Zealand banker, and the chief executive officer (CEO) of ANZ Bank.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Western_Desert.jpg""]"
ANZ Bank,Company,"[""Company"",""Organisation"",""Bank"",""Agent"",""Public_company"",""Publiccompany""]",,ANZ Bank,https://en.wikipedia.org/wiki/Australia_and_New_Zealand_Banking_Group,Q714641,http://dbpedia.org/resource/ANZ_Bank,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Australia_and_New_Zealand_Banking_Group,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Australia_and_New_Zealand_Banking_Group,"The Australia and New Zealand Banking Group Limited, commonly called ANZ, is an Australian multinational banking and financial services company headquartered in Melbourne, Australia. It is the second largest bank by assets and third largest bank by market capitalisation in Australia. ANZ was established on 1 October 1951, when the Bank of Australasia merged with the Union Bank of Australia Limited. It is one of the big four Australian banks, with the Commonwealth Bank, National Australia Bank (NAB) and Westpac. Australian operations make up the largest part of ANZ's business, with commercial and retail banking dominating. ANZ is also the largest bank in New Zealand, where the legal entity became known as ANZ National Bank Limited in 2003 and changed to ANZ Bank New Zealand Limited in 2012. From 2003 to 2012, it operated two brands in New Zealand, ANZ and the National Bank of New Zealand. The National Bank brand was retired in 2012, with a number of branches closing and others converting to ANZ branches. In addition to operations throughout Australia and New Zealand, ANZ also operates in 34 other countries. ANZ together with its subsidiaries has a workforce of 51,000 employees and serves around nine million customers worldwide. In Australia, the bank serves around six million customers at over 570 branches.","[""https://commons.wikimedia.org/wiki/File:ANZ-Logo-2009.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Anz_world_headquarters_queen_street_melbourne.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Scooby-Doo.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Docklands_View_with_Bolte_Bridge_&_ANZ_Headquarter_Building.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Australia_and_New_Zealand_Banking_Group_Arms.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/ANZ_Bank_Centre.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/ANZ_Stadium,_Sydney_Olympic_Park_(6769280341).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/ANZ_Docklands.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/ANZ-brand.svg"",""https://commons.wikimedia.org/wiki/File:Docklands_View_with_Bolte_Bridge_&_ANZ_Headquarter_Building_(cropped).jpg""]"
Olayan,Wikimediadisambiguationpage,"[""WikimediaDisambiguationPage""]",,Olayan,,Q18629546,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Olayan,crisk_keyword_to_guid_caption_name__Olayan,Wikimedia disambiguation page,,
Kimberly Clark,Company,"[""Company"",""Organisation"",""Agent"",""Public_company"",""Business"",""Publiccompany"",""Enterprise""]",,Kimberly Clark,https://en.wikipedia.org/wiki/Kimberly-Clark,Q1741634,http://dbpedia.org/resource/Kimberly_Clark,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Kimberly-Clark,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Kimberly-Clark,"Kimberly-Clark Corporation is an American multinational personal care corporation that produces mostly paper-based consumer products. The company manufactures sanitary paper products and surgical & medical instruments. Kimberly-Clark brand name products include Kleenex facial tissue, Kotex feminine hygiene products, Cottonelle, Scott and Andrex toilet paper, Wypall utility wipes, KimWipes scientific cleaning wipes and Huggies disposable diapers and baby wipes. Founded in Neenah, Wisconsin, in 1872 and based in the Las Colinas section of Irving, Texas since 1985, the company operated its own paper mills around the world for decades, but closed the last of those in 2012. With recent annual revenues topping $18 billion per year, Kimberly-Clark is regularly listed among the Fortune 500. As of March 2020, the company had approximately 40,000 employees.","[""https://commons.wikimedia.org/wiki/File:Kimberly-Clark_logo.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Kimberly-Clark_logo.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Everett_-_Kimberly_Clark.jpg""]"
Ballard Medical Products,AAEntity,,,Ballard Medical Products,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Ballard Medical Products,crisk_keyword_to_guid_caption_name__Ballard Medical Products,,,
Safeskin,AAEntity,,,Safeskin,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Safeskin,crisk_keyword_to_guid_caption_name__Safeskin,,,
Xin Ming Wang,AAEntity,,,China Grand Automotive executive Xin Ming Wang,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin Ming Wang,crisk_keyword_to_guid_caption_name__Xin Ming Wang,,,
Michael Hsu,Person,,KP__68wBQer6dS9d1ZCjC3ddxs,Kimberly Clark CEO Michael Hsu,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Michael Hsu,crisk_keyword_to_guid_caption_name__Michael Hsu,,,
Century Aluminum,Company,"[""Company"",""Person"",""Organisation"",""Agent"",""Business"",""Publiccompany""]",,Century Aluminum,https://en.wikipedia.org/wiki/Century_Aluminum,Q18619982,http://dbpedia.org/resource/Century_Aluminum,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Century_Aluminum,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Century_Aluminum,"Century Aluminum Company (Nasdaq: CENX) is a US-based producer of primary aluminium, with aluminum plants in Kentucky, South Carolina and Iceland. It is the largest producer of primary aluminium in the United States. The company is a publicly held corporation listed on the NASDAQ. The headquarters is at One South Wacker in Chicago.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Movie_poster_of_Jaggu_Dada_Kannada_movie.jpg""]"
Compania Minera Antamina,AAEntity,,,Compania Minera Antamina,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Compania Minera Antamina,crisk_keyword_to_guid_caption_name__Compania Minera Antamina,,,
Chemoil,Company,"[""Company"",""Organisation"",""Agent"",""Public_company"",""Tradingcompany""]",,Chemoil,https://en.wikipedia.org/wiki/Chemoil,Q16988199,http://dbpedia.org/resource/Chemoil,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Chemoil,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Chemoil,"Chemoil Energy Limited is an oil trading company incorporated in Hong Kong and having its headquarters in Singapore. The company is amongst the largest independent physical suppliers of marine fuel products in the world. It has physical operations in Los Angeles, New York, Houston, Singapore, Panama and the Amsterdam-Rotterdam-Antwerp (ARA) region. The company's main business is providing fueling services for ships in port. They buy fuel oil from various suppliers, transport, store and blend them and finally deliver to oceangoing ships, containers, tanker fleets, time charter operators and marine fuel traders. It was listed on Singapore Exchange Securities Trading Limited on 14 December 2006. It was voluntarily delisted in April 2014.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Chemoil_logo.png""]"
