name,label,types,merge_global_identifier,caption,wikipedia_url,wikidata_id,dbpedia_id,file_source,data_source,source_identifier,global_identifier,description,logo,image
ALE Combustiveis,AAEntity,,,ALE Combustiveis,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,ALE Combustiveis,crisk_keyword_to_guid_caption_name__ALE Combustiveis,,,
Kazzinc,Company,"[""Company"",""Organisation"",""Agent"",""Business"",""Enterprise""]",,Kazzinc,https://en.wikipedia.org/wiki/Kazzinc,Q1737592,http://dbpedia.org/resource/Kazzinc,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Kazzinc,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Kazzinc,"Kazzinc (Kazakh: Қазмырыш, romanized: Qazmyrysh, قازمىرىش, pronounced [qɑzməˈɾəɕ]) with its headquarters in Oskemen is Kazakhstan's largest producer of zinc, copper, lead and precious metals. The general investor is Glencore International AG. Kazzinc’s core operations are in East-Kazakhstan, Karagandy and Akmola regions of Kazakhstan. According to the data for 2020 Kazzinc employs over 20’000 people.","[""https://commons.wikimedia.org/wiki/File:Kazzinc_logo.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Логотип_КАЗЦИНК.png""]"
Sherwin Alumina,AAEntity,,,Sherwin Alumina,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Sherwin Alumina,crisk_keyword_to_guid_caption_name__Sherwin Alumina,,,
United Company Rusal,Company,"[""Company"",""Organisation"",""Agent"",""Business"",""Publiccompany"",""Enterprise""]",,United Company Rusal,https://en.wikipedia.org/wiki/Rusal,Q1642605,http://dbpedia.org/resource/United_Company_RUSAL,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Rusal,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Rusal,"United Company RUSAL, international public joint-stock company (Russian: МКПАО «ОК РУСАЛ», romanized: MKPAO «ОК RUSAL») is the world's second largest aluminium company by primary production output (as of 2016). It was the largest until overtaken by China Hongqiao Group in 2015. UC RUSAL accounts for almost 9% of the world's primary aluminium output and 9% of the world's alumina production. The United Company was formed by the merger of RUSAL (Russkiy alyuminiy) (Russian: Русский алюминий), SUAL, and the alumina assets of Glencore, completed in March 2007. According to its own statistics, UC Rusal accounts for 6.2% of the world's primary aluminium output and 6.5% of the world's alumina production, while operating assets in 13 countries over five continents, employing over 61,000 people across its international operations and offices. The company is incorporated in Jersey, where it has its financial centre, but its headquarters are in Moscow, Russian Federation. UC Rusal is a public limited company and its shares are traded on the Moscow Stock Exchange, Hong Kong Stock Exchange and European Stock Exchange. Since 25 September 2020, the company changed its place of registration from Jersey to Kaliningrad, Russia.","[""http://en.wikipedia.org/wiki/Special:FilePath/Rusal.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Rusal_Logo.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Sioc-logo.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Rusal.svg""]"
Izimbiwa Coal,AAEntity,,,Izimbiwa Coal,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Izimbiwa Coal,crisk_keyword_to_guid_caption_name__Izimbiwa Coal,,,
Mangoola Coal,Mine,"[""Mine""]",,Mangoola Coal,https://en.wikipedia.org/wiki/Anvil_Hill_Coal_Mine,Q4777981,http://dbpedia.org/resource/Mangoola_Coal,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Anvil_Hill_Coal_Mine,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Anvil_Hill_Coal_Mine,"The Anvil Hill Coal Mine is proposed for the upper Hunter Valley in New South Wales. There is strong support for and against the coal mine within the Hunter Valley and other areas. The coal mine will be managed by Centennial Coal with Mines operator expected to be Thiess. The mine will provide coal mostly for the production of electricity. It currently has contracts for providing coal to Bayswater / Liddell power stations in the Upper Hunter for 12 years, commencing in 2008.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Hydractinia_echinata,_female_colony_(from_Allman,_1872).png""]"
Mt Owen,AAEntity,,,Mt Owen,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Mt Owen,crisk_keyword_to_guid_caption_name__Mt Owen,,,
NC Coal Company,AAEntity,,,NC Coal Company,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,NC Coal Company,crisk_keyword_to_guid_caption_name__NC Coal Company,,,
Oakbridge,AAEntity,,,Oakbridge,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Oakbridge,crisk_keyword_to_guid_caption_name__Oakbridge,,,
Mangara Limited,AAEntity,,,Mangara Limited,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Mangara Limited,crisk_keyword_to_guid_caption_name__Mangara Limited,,,
Petrochad,AAEntity,,,Petrochad,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Petrochad,crisk_keyword_to_guid_caption_name__Petrochad,,,
Prodeco Group,AAEntity,,,Prodeco Group,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Prodeco Group,crisk_keyword_to_guid_caption_name__Prodeco Group,,,
Ravensworth Operations,AAEntity,,,Ravensworth Operations,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Ravensworth Operations,crisk_keyword_to_guid_caption_name__Ravensworth Operations,,,
ST Shipping & Transport,AAEntity,,,ST Shipping & Transport,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,ST Shipping & Transport,crisk_keyword_to_guid_caption_name__ST Shipping & Transport,,,
Tavistock Collieries,AAEntity,,,Tavistock Collieries,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Tavistock Collieries,crisk_keyword_to_guid_caption_name__Tavistock Collieries,,,
Topley Corporation,AAEntity,,,Topley Corporation,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Topley Corporation,crisk_keyword_to_guid_caption_name__Topley Corporation,,,
Umcebo Mining,AAEntity,,,Umcebo Mining,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Umcebo Mining,crisk_keyword_to_guid_caption_name__Umcebo Mining,,,
Xstrata,Company,"[""Company"",""Organisation"",""Agent"",""Private_company"",""Privatelyheldcompany""]",,Xstrata,https://en.wikipedia.org/wiki/Xstrata,Q689443,http://dbpedia.org/resource/Xstrata,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Xstrata,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Xstrata,"Xstrata plc was an Anglo-Swiss multinational mining company headquartered in Zug, Switzerland and with its registered office in London, United Kingdom. It was a major producer of coal (and the world's largest exporter of thermal coal), copper, nickel, primary vanadium and zinc and the world's largest producer of ferrochrome. It had operations in 19 countries across Africa, Asia, Australasia, Europe, North America and South America. Xstrata had a primary listing on the London Stock Exchange and was a constituent of the FTSE 100 Index. It had a market capitalisation of approximately £29 billion as of 23 December 2011, making it the 16th-largest company on the London Stock Exchange. It had a secondary listing on the SIX Swiss Exchange. In the 2013 Forbes Global 2000, Xstrata was ranked as the 202nd -largest public company in the world. On 2 May 2013 ownership of Xstrata was fully acquired by Glencore. Glencore has also announced that they will no longer use the 'Xstrata' brand and it will be phased out. Glencore Xstrata plc is now Glencore plc. After the reversed IPO in Q 4 2014 its global investment platform has diversified from its core mining activity as a private investment company.","[""http://en.wikipedia.org/wiki/Special:FilePath/Xstrata.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Xstrata_logo.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Xstrata.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Lit_gaz_logo.svg""]"
Carbones del Cerrejon,Coalmine,"[""Coalmine"",""Open_pitmining""]",,Carbones del Cerrejon,https://en.wikipedia.org/wiki/Cerrejón,Q1323960,http://dbpedia.org/resource/Carbones_del_Cerrejon,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Cerrejón,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Cerrejón,"Cerrejón is a large open-pit coal mine in Colombia. It is located in the southeast of the department of La Guajira, close to the border with Venezuela. The coal mine is situated in the northeastern part of the Cesar-Ranchería Basin, the basin of the Ranchería River, between the Sierra Nevada de Santa Marta in the west and the Serranía del Perijá to the southeast. At Cerrejón, low-ash, low-sulphur bituminous coal from the Cerrejón Formation is excavated. The mine is one of the largest of its type, the largest in Latin America and the tenth biggest in the world. Cerrejón extends over 690 square kilometres (270 sq mi). It is divided into three sections, North Zone, Central Zone and South Zone. Total proven reserves are estimated at 503 megatonnes. In 2016, the mine produced 32,683,315 tonnes (32,167,132 long tons; 36,027,188 short tons). In June 2020, lawyers for the local Wayuu community lodged a request to the United Nations special rapporteur for human rights and the environment for work to be immediately halted over environmental and human rights concerns. In September 2020, several UN independent human rights experts called for the mining operations to be halted, citing the serious damage to the environment and the negative effects on the health and other rights of the indigenous peoples who live in the area. These experts include the Special Rapporteur for human rights and the environment, the Special Rapporteur on the right to food, the Special Rapporteur on the right to health, the Special Rapporteur on the rights to water and sanitation, the Special Rapporteur on extreme poverty and human rights, the Special Rapporteur on hazardous substances and wastes, the Special Rapporteur on the rights of indigenous peoples, and the Working Group on human rights and transnational corporations.","[""http://commons.wikimedia.org/wiki/Special:FilePath/Cerrejón_3.jpg?width=300""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Tren_de_carga_Cerrejón.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Puerto_Bolívar,_Guajira,_Colombia.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cerrejón_3.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cerrejonmine1.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cerrejonmine3.png"",""https://commons.wikimedia.org/wiki/File:Cerrejón_mine.JPG"",""https://commons.wikimedia.org/wiki/File:Cerrejón_3.jpg""]"
Port Kebla Coal Terminal,AAEntity,,,Port Kebla Coal Terminal,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Port Kebla Coal Terminal,crisk_keyword_to_guid_caption_name__Port Kebla Coal Terminal,,,
Port Waratah Coal Services,AAEntity,,,Port Waratah Coal Services,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Port Waratah Coal Services,crisk_keyword_to_guid_caption_name__Port Waratah Coal Services,,,
Wiggins Island Coal Export Terminal,AAEntity,,,Wiggins Island Coal Export Terminal,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Wiggins Island Coal Export Terminal,crisk_keyword_to_guid_caption_name__Wiggins Island Coal Export Terminal,,,
Polymet Mining,Business,"[""Business"",""Publiccompany""]",,Polymet Mining,https://en.wikipedia.org/wiki/Polymet_Mining_Corporation,Q7226569,http://dbpedia.org/resource/Polymet_Mining_Corp.,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Polymet_Mining_Corporation,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Polymet_Mining_Corporation,"The PolyMet Mining Corporation (AMEX: PLM, TSX: POM), is based in Minnesota, United States with corporate headquarters in Toronto, Canada. It controls rights to the NorthMet Deposit in the Mesabi Range. In 2011 PolyMet secured a four million dollar loan from the Iron Range Resources and Rehabilitation Board.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Ponova_Vas_Slovenia.jpg""]"
Century Aluminum Company,Company,"[""Company"",""Person"",""Organisation"",""Agent"",""Business"",""Publiccompany""]",,Century Aluminum Company,https://en.wikipedia.org/wiki/Century_Aluminum,Q18619982,http://dbpedia.org/resource/Century_Aluminum_Company,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Century_Aluminum,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Century_Aluminum,"Century Aluminum Company (Nasdaq: CENX) is a US-based producer of primary aluminium, with aluminum plants in Kentucky, South Carolina and Iceland. It is the largest producer of primary aluminium in the United States. The company is a publicly held corporation listed on the NASDAQ. The headquarters is at One South Wacker in Chicago.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Movie_poster_of_Jaggu_Dada_Kannada_movie.jpg""]"
HG Storage International,AAEntity,,,HG Storage International,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,HG Storage International,crisk_keyword_to_guid_caption_name__HG Storage International,,,
Noranda Income Fund,Organization,"[""Organization""]",,Noranda Income Fund,,Q30255740,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Noranda Income Fund,crisk_keyword_to_guid_caption_name__Noranda Income Fund,"other organization in Toronto, Canada",,
Trevali Mining Company,AAEntity,,,Trevali Mining Company,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Trevali Mining Company,crisk_keyword_to_guid_caption_name__Trevali Mining Company,,,
Recylex,AAEntity,,,Recylex,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Recylex,crisk_keyword_to_guid_caption_name__Recylex,,,
United Joint Venture,AAEntity,,,United Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,United Joint Venture,crisk_keyword_to_guid_caption_name__United Joint Venture,,,
Wandoan Joint Venture,AAEntity,,,Wandoan Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Wandoan Joint Venture,crisk_keyword_to_guid_caption_name__Wandoan Joint Venture,,,
Cumnock Joint Venture,AAEntity,,,Cumnock Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Cumnock Joint Venture,crisk_keyword_to_guid_caption_name__Cumnock Joint Venture,,,
Foybrook Joint Venture,AAEntity,,,Foybrook Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Foybrook Joint Venture,crisk_keyword_to_guid_caption_name__Foybrook Joint Venture,,,
Hail Creek Joint Venture,AAEntity,,,Hail Creek Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Hail Creek Joint Venture,crisk_keyword_to_guid_caption_name__Hail Creek Joint Venture,,,
Hunter Valley Operations,AAEntity,,,Hunter Valley Operations,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Hunter Valley Operations,crisk_keyword_to_guid_caption_name__Hunter Valley Operations,,,
Bulga Joint Venture,AAEntity,,,Bulga Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Bulga Joint Venture,crisk_keyword_to_guid_caption_name__Bulga Joint Venture,,,
Liddell Joint Venture,AAEntity,,,Liddell Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Liddell Joint Venture,crisk_keyword_to_guid_caption_name__Liddell Joint Venture,,,
Oaky Creek Coal Joint Venture,AAEntity,,,Oaky Creek Coal Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Oaky Creek Coal Joint Venture,crisk_keyword_to_guid_caption_name__Oaky Creek Coal Joint Venture,,,
Rolleston Joint Venture,AAEntity,,,Rolleston Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Rolleston Joint Venture,crisk_keyword_to_guid_caption_name__Rolleston Joint Venture,,,
Ulan Coal Mines Joint Venture,AAEntity,,,Ulan Coal Mines Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Ulan Coal Mines Joint Venture,crisk_keyword_to_guid_caption_name__Ulan Coal Mines Joint Venture,,,
Goedgevonden Joint Venture,AAEntity,,,Goedgevonden Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Goedgevonden Joint Venture,crisk_keyword_to_guid_caption_name__Goedgevonden Joint Venture,,,
Ernest Henry Mining,AAEntity,,,Ernest Henry Mining,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Ernest Henry Mining,crisk_keyword_to_guid_caption_name__Ernest Henry Mining,,,
Merafe Pooling and Sharing Joint Venture,AAEntity,,,Merafe Pooling and Sharing Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Merafe Pooling and Sharing Joint Venture,crisk_keyword_to_guid_caption_name__Merafe Pooling and Sharing Joint Venture,,,
Kabanga Joint Venture,AAEntity,,,Kabanga Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Kabanga Joint Venture,crisk_keyword_to_guid_caption_name__Kabanga Joint Venture,,,
Mototolo Joint Venture,AAEntity,,,Mototolo Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Mototolo Joint Venture,crisk_keyword_to_guid_caption_name__Mototolo Joint Venture,,,
Rhovan Pooling and Sharing Joint Venture,AAEntity,,,Rhovan Pooling and Sharing Joint Venture,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Rhovan Pooling and Sharing Joint Venture,crisk_keyword_to_guid_caption_name__Rhovan Pooling and Sharing Joint Venture,,,
Aguilar Mine,AAEntity,,,Aguilar Mine,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Aguilar Mine,crisk_keyword_to_guid_caption_name__Aguilar Mine,,,
Cobar Mine,AAEntity,,,Cobar Mine,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Cobar Mine,crisk_keyword_to_guid_caption_name__Cobar Mine,,,
Los Quenuales,AAEntity,,,Los Quenuales,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Los Quenuales,crisk_keyword_to_guid_caption_name__Los Quenuales,,,
Moreno Group,AAEntity,,,Moreno Group,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Moreno Group,crisk_keyword_to_guid_caption_name__Moreno Group,,,
Mutanda Mining,AAEntity,,,Mutanda Mining,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Mutanda Mining,crisk_keyword_to_guid_caption_name__Mutanda Mining,,,
Palpala smelter,AAEntity,,,Palpala smelter,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Palpala smelter,crisk_keyword_to_guid_caption_name__Palpala smelter,,,
Peter Coates,AAEntity,,,Glencore executive Peter Coates,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Peter Coates,crisk_keyword_to_guid_caption_name__Peter Coates,,,
Martin Gilbert,AAEntity,,,Glencore executive Martin Gilbert,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Martin Gilbert,crisk_keyword_to_guid_caption_name__Martin Gilbert,,,
Anthony Hayward,Human,"[""Human""]",,Glencore executive Anthony Hayward,,Q107191106,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Anthony Hayward,crisk_keyword_to_guid_caption_name__Anthony Hayward,executive at Glencore,,
Ivan Glasenberg,Person,"[""Person"",""Human"",""Agent""]",KP__bTP9wCmGDQ7crJSMxGId8m,Glencore CEO Ivan Glasenberg,https://en.wikipedia.org/wiki/Ivan_Glasenberg,Q22989,http://dbpedia.org/resource/Ivan_Glasenberg,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Ivan_Glasenberg,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Ivan_Glasenberg,former CEO of Glencore International,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Ivan_Glasenberg.jpg?width=300""]","[""https://commons.wikimedia.org/wiki/File:Ivan_Glasenberg.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Glasenberg.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Asrm17.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Ivan_Glasenberg.jpg""]"
Leonhard Fischer,AAEntity,,,Glencore executive Leonhard Fischer,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Leonhard Fischer,crisk_keyword_to_guid_caption_name__Leonhard Fischer,,,
Patrice Merrin,AAEntity,,,Glencore executive Patrice Merrin,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Patrice Merrin,crisk_keyword_to_guid_caption_name__Patrice Merrin,,,
Glencore,Organization,"[""Company"",""Organisation"",""Agent"",""Public_limited_company"",""Business"",""Publiccompany"",""Enterprise""]",KP__040559f34c661c456471bc6e9f9a5d12,Glencore,https://en.wikipedia.org/wiki/Glencore,Q169339,http://dbpedia.org/resource/Glencore,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Glencore,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Glencore,"Glencore plc is an Anglo-Swiss multinational commodity trading and mining company with headquarters in Baar, Switzerland, its oil and gas head office in London and its registered office in Saint Helier, Jersey. The current company was created through a merger of Glencore with Xstrata on 2 May 2013. As of 2015, it ranked tenth in the Fortune Global 500 list of the world's largest companies. In the 2020 Forbes Global 2000, Glencore International was ranked as the 484th-largest public company in the world. As Glencore International, the company was already one of the world's largest integrated producers and marketers of commodities. It was the largest company in Switzerland as well as the world's largest commodities trading company, with a 2010 global market share of 60% in internationally tradable zinc, 50% in internationally tradable copper, 9% in the internationally tradable grain market and 3% in the internationally tradable oil market. Glencore had a number of production facilities all around the world and supplied metals, minerals, crude oil, oil products, coal, natural gas and agricultural products to international customers in the automotive, power generation, steel production and food processing industries. The company was formed in 1994 by a management buyout of Marc Rich + Co AG (itself founded in 1974). It was listed on the London Stock Exchange in May 2011 and was a constituent of the FTSE 100 Index. It had a secondary listing on the Hong Kong Stock Exchange, but it has withdrawn from January 2018. Glencore's shares started trading on the Johannesburg Stock Exchange in November 2013. The Qatar Investment Authority is its biggest shareholder.","[""http://commons.wikimedia.org/wiki/Special:FilePath/Glencore_logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Glencore_logo.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Glencore_logo.svg""]"
Marco Gobbetti,Person,"[""Person"",""Agent"",""Human""]",KP__VzYe3jU7WRGe8VtY0LnuVx,Burberry CEO Marco Gobbetti,https://en.wikipedia.org/wiki/Marco_Gobbetti,Q25999483,http://dbpedia.org/resource/Marco_Gobbetti,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Marco_Gobbetti,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Marco_Gobbetti,"Marco Gobbetti is an Italian businessman, and the CEO of Burberry. He succeeded Christopher Bailey in July 2017. Starting his career in management at luxury companies such as Bottega Veneta, Valextra, and Moschino, and became CEO of Givenchy in 2004 and was the chairman and the CEO of Céline.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Problem_Girls.jpg""]"
Burberry President,Role,,,Burberry President,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Burberry President,crisk_keyword_to_guid_caption_name__Burberry President,,,
Burberry Chairman,Role,,,Burberry Chairman,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Burberry Chairman,crisk_keyword_to_guid_caption_name__Burberry Chairman,,,
Burberry executive,Role,,,Burberry executive,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Burberry executive,crisk_keyword_to_guid_caption_name__Burberry executive,,,
Burberry Board,Role,,,Burberry Board,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Burberry Board,crisk_keyword_to_guid_caption_name__Burberry Board,,,
Burberry board member,Role,,,Burberry board member,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Burberry board member,crisk_keyword_to_guid_caption_name__Burberry board member,,,
members,AAEntity,,,Burberry board members,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,members,crisk_keyword_to_guid_caption_name__members,,,
Burberry,Organization,"[""Company"",""Organisation"",""Agent"",""Building"",""Public_limited_company"",""Business"",""Publiccompany"",""Fashionhouse"",""Enterprise""]",KP__04d198d7d4f14e412c2639b980e1ac31,Burberry,https://en.wikipedia.org/wiki/Burberry,Q390107,http://dbpedia.org/resource/Burberry,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Burberry,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Burberry,"Burberry is a British luxury fashion house headquartered in London, England. It currently designs and distributes ready to wear including trench coats (for which it is most famous), leather goods, footwear, fashion accessories, eyewear, fragrances, and cosmetics. Established in 1856 by Thomas Burberry, originally focusing on the development of outdoor attire, the house has moved into the high fashion market, developing gabardine, and products made exclusively for the brand. The first London shop opened in the Haymarket, in 1891. Burberry was an independent family-controlled company until 1955, when it was reincorporated. In 2005, it completed its demerger from GUS plc, the company's former majority shareholder. The company is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index. In 2015, Burberry ranked 73rd in Interbrand's Best Global Brands report, alongside Louis Vuitton and Prada. Burberry has stores in 59 countries.","[""https://commons.wikimedia.org/wiki/File:Burberry_Logo.svg"",""https://commons.wikimedia.org/wiki/File:Burberry_wordmark.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/HK_TST_Sogo_shop_Burberry_night_visitors.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Burberry_logo.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Burberry_pattern.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Burberrys_(5820465681).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Burberry_Chicago.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Burberry_Logo.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Camp_-_Notes_on_Fashion_at_the_Met_-_Burberry_rainbow_cape_(73854).jpg""]"
