name,labels,type,type_list,caption,wikipedia_url,wikidata_id,dbpedia_id,file_source,data_source,source_identifier,global_identifier,description,needs_human_review,human_review_reason,logo,image
Buffalo Wild Wings,"[""Organization""]",Organization,"[""Company"",""Organisation"",""Agent"",""Restaurant"",""Subsidiary"",""RestaurantChain"",""PublicCompany"",""FastFoodRestaurantChain""]",Buffalo Wild Wings,https://en.wikipedia.org/wiki/Buffalo_Wild_Wings,Q509255,http://dbpedia.org/resource/Buffalo_Wild_Wings,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Buffalo_Wild_Wings,mapping__https://en.wikipedia.org/wiki/Buffalo_Wild_Wings,"Buffalo Wild Wings (originally Buffalo Wild Wings & Weck, hence the numeronym BW3) is an American casual dining restaurant and sports bar franchise in the United States, Canada, India, Mexico, Oman, Panama, Philippines, Saudi Arabia, United Arab Emirates, and Vietnam which specializes in Buffalo wings and sauces. As of June 2017, it had 1,238 locations (625 directly owned by the company, and 612 franchised locations) across all 50 U.S. states and DC. An alternate nickname in recent usage by the company is B-Dubs. The company is operated out of Sandy Springs, Georgia, home to its parent company, Inspire Brands, just north of Atlanta. However, Inspire still maintains a support center in Minneapolis, Minnesota, the location of its previous headquarters.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/BW3_Athens_OH_USA.JPG?width=300""]",[]
Rusty Taco,"[""Organization""]",Organization,"[""Company"",""Organisation"",""Agent"",""Subsidiary"",""FastFoodRestaurantChain""]",Rusty Taco,https://en.wikipedia.org/wiki/Rusty_Taco,Q54871352,http://dbpedia.org/resource/Rusty_Taco,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Rusty_Taco,mapping__https://en.wikipedia.org/wiki/Rusty_Taco,"Rusty Taco is a chain of fast food Taco restaurants in nine states across the United States. Rusty Taco was founded by Rusty Fenton and his wife Denise in 2010. The name was shortened to R Taco in 2015, but on September 5, 2018, R Taco announced it was changing its name back to Rusty Taco. Rusty Fenton died in 2013 of kidney cancer. In 2014, a majority of shares of Rusty Taco were acquired by Buffalo Wild Wings. Buffalo Wild Wings along with R Taco were acquired by Arby's Restaurant Group in 2018, forming Inspire Brands.",,,[],[]
Paul Brown,"[""AAEntity""]",AAEntity,,Buffalo Wild Wings CEO Paul Brown,,,,crisk_keyword_to_guid_caption_name,mapping,Paul Brown,mapping__Paul Brown,,,,,
Capri Sun,"[""Brand""]",Brand,"[""Brand"",""Company"",""Juice"",""Trademark""]",Capri Sun,https://en.wikipedia.org/wiki/Capri_Sun,Q969761,http://dbpedia.org/resource/Capri_Sun,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Capri_Sun,mapping__https://en.wikipedia.org/wiki/Capri_Sun,"Capri Sun (UK: /ˈkæpri/, US: /kəˈpriː/) is a German juice concentrate drink owned by Capri Sun Group Holding in Germany, which is a privately held company of Hans-Peter Wild. It was introduced in 1969 and named after the Italian island of Capri. Capri Sun has been distributed in the United States since 1981. Kraft Heinz is a licensed production partner for North America. In the Netherlands, France, the UK, Belgium and Ireland, it is distributed by Coca-Cola Europacific Partners.",true,"Multiple top priority types: Brand, Organization","[""http://commons.wikimedia.org/wiki/Special:FilePath/Capri-Sun_logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Caprisun_logo.png""]","[""https://commons.wikimedia.org/wiki/File:Capri-Sun_und_Capri-Sonne.jpg""]"
Nestea,"[""Brand""]",Brand,"[""Brand"",""Company"",""IcedTea"",""FoodManufacturer"",""Trademark""]",Nestea,https://en.wikipedia.org/wiki/Nestea,Q1993628,http://dbpedia.org/resource/Nestea,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Nestea,mapping__https://en.wikipedia.org/wiki/Nestea,"Nestea is a Swiss brand of iced tea and pop beverages owned by Nestlé, manufactured by The Coca-Cola Company and distributed by Nestlé's beverage department in the United States and by Beverage Partners Worldwide (BPW), a joint venture between The Coca-Cola Company and Nestlé, in the rest of the world. It competes with Unilever/PepsiCo's Lipton Iced Tea and Fuze Tea. Nestea provides a variety of tea products, including liquid and powdered tea concentrates, refrigeratable teas, and ready-to-drink bottles dispensed by vendor or vending machine. The beverage comes in several flavors, depending on the country. Since the start of 2017, Nestlé and Coca-Cola agreed to end the iced tea Nestea joint venture after 16 years of collaboration. One of the reasons for this, is that Coca-Cola and Nestlé want to pursue different strategies in a rapidly changing market. Nestlé will handle the distribution of Nestea in most countries except in Canada, Spain, Portugal, Romania, Andorra, Bulgaria, Hungary and Serbia where Coca-Cola will retain a license. In 2019, Nestea rebranded as a natural product. The new recipe, launched by Nestlé after the end of the joint venture, does not contain artificial colors and flavors, corn syrup and no GMO ingredients anymore. In addition, Nestea ready-to-drink iced tea is made with stevia extract and can be found in different flavors such as lemon, raspberry and peach. The new recipe sources its tea leaves from Nilgiri, a region in India.",true,"Multiple top priority types: Brand, Organization",[],[]
Femsa,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Beverage"",""Agent"",""SACorporation"",""PublicCompany"",""Brewery"",""Enterprise""]",Femsa,https://en.wikipedia.org/wiki/FEMSA,Q1435628,http://dbpedia.org/resource/Femsa,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/FEMSA,mapping__https://en.wikipedia.org/wiki/FEMSA,"Fomento Económico Mexicano, S.A.B. de C.V., doing business as FEMSA, is a Mexican multinational beverage and retail company headquartered in Monterrey, Mexico. It operates the largest independent Coca-Cola bottling group in the world and the largest convenience store chain in Mexico. It is also the second largest shareholder of Heineken N.V.. FEMSA reported revenues of US$26.9 billion for 2019, making it the fifth largest company of Mexico. It has operations in Latin America mainly through bottling plants, convenience stores, drugstores, fuel stations, and third-party logistic services, and in the United States, where it participates in the jan-san distribution industry. It is well known in Mexico for its convenience store chain Oxxo, it previously owned Cuauhtémoc Moctezuma Brewery (exchanged in 2010 for a 20% stake in Heineken N.V.), and for being the owner of the C.F. Monterrey, a Mexican First-Division football team. FEMSA has been listed on the Mexican Stock Exchange since 1978 and on the NYSE through ADRs since 1998. It is a constituent of the IPC, the main benchmark index of the Mexican Stock Exchange, and of the S&P Latin America 40, which includes leading, blue chip companies from Latin America.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/FEMSA_Logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:FEMSA_Logo.svg""]",[]
Smart Water,"[""Brand""]",Brand,"[""Brand""]",Smart Water,https://en.wikipedia.org/wiki/Glaceau_Smartwater,Q55612687,http://dbpedia.org/resource/Glaceau_Smartwater,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Glaceau_Smartwater,mapping__https://en.wikipedia.org/wiki/Glaceau_Smartwater,"Glaceau Smartwater (stylized smartwater) is a brand of bottled water owned by Energy Brands. Introduced in 1996 in the United States, by 2016 it was one of the top five brands of bottled water in that country with sales worth nearly $830 million in 2017. The brand is also available in other countries including the United Kingdom, France, India, Australia, Argentina, Brazil, Chile, The United Arab Emirates, Croatia, Singapore, Serbia, Romania, Malaysia and Canada.",true,Disambiguated from https://en.wikipedia.org/wiki/Smart_Water,[],"[""https://commons.wikimedia.org/wiki/File:Glaceau_Smartwater_20oz_bottle.jpg""]"
Vitamin Water,"[""Organization""]",Organization,"[""Company"",""Organisation"",""Agent"",""Subsidiary""]",Vitamin Water,https://en.wikipedia.org/wiki/Energy_Brands,Q1094880,http://dbpedia.org/resource/Vitamin_Water,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Energy_Brands,mapping__https://en.wikipedia.org/wiki/Energy_Brands,"Energy Brands, also doing business as Glacéau, is a privately owned subsidiary of The Coca-Cola Company based in Whitestone, Queens, New York, that manufactures and distributes various lines of enhanced water. Founded in May 1996 by J. Darius Bikoff with an electrolyte enhanced line of water called Smartwater, Energy Brands initially distributed its products to health food stores and independent retailers in the New York area. Adding Fruitwater and VitaminWater to its line in 1998 and 2000, respectively, the company expanded to nationwide distribution in the early 2000s. By 2002, the Glacéau line of waters were the top selling enhanced water brand in the United States, with the company's VitaminWater being its best selling product. In 2006, the company earned US$350 million in revenues. The company then began its global expansion, launching its products in the United Kingdom and Australia in 2008, France in 2009 and Argentina in 2011. Energy Brands is owned primarily by Bikoff, employees, and small investors. Rapper 50 Cent obtained a minority share of the company as part of an endorsement deal in the company. Thirty percent of the equity was sold to LVMH sometime in the 2000s, which in turn sold those shares. The shares eventually were sold to India-based Tata Group in August 2006, which held the shares until May 2007 when The Coca-Cola Company purchased the company as an independent subsidiary, leaving its actual operations with its existing management including Bikoff.",,,[],[]
Minute Maid,"[""Brand""]",Brand,"[""Brand"",""Company"",""Business"",""Organisation"",""Agent""]",Minute Maid,https://en.wikipedia.org/wiki/Minute_Maid,Q1206056,http://dbpedia.org/resource/Minute_Maid,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Minute_Maid,mapping__https://en.wikipedia.org/wiki/Minute_Maid,"Minute Maid is a product line of beverages, usually associated with lemonade or orange juice, but which now extends to soft drinks of different kinds, including Hi-C. Minute Maid is sold under the Cappy brand in Central Europe and under the brand ""Моя Семья"" (Moya sem'ya, ""My Family"") in Russia and the Commonwealth of Independent States. Minute Maid was the first company to market frozen orange juice concentrate, allowing it to be distributed throughout the United States and served year-round. The Minute Maid Company is owned by The Coca-Cola Company, the world's largest marketer of fruit juices and drinks. The firm opened its headquarters in Sugar Land Town Square in Sugar Land, Texas, United States, on February 16, 2009; previously it was headquartered in the 2000 St. James Place building in Houston.",true,"Multiple top priority types: Brand, Organization","[""http://commons.wikimedia.org/wiki/Special:FilePath/Minute_Maid_Logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Minute_Maid_Logo.svg""]",[]
Inca Kola,"[""Brand""]",Brand,"[""Brand"",""TelevisionShow"",""Beverage"",""SoftDrink"",""Cola""]",Inca Kola,https://en.wikipedia.org/wiki/Inca_Kola,Q593369,http://dbpedia.org/resource/Inca_Kola,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Inca_Kola,mapping__https://en.wikipedia.org/wiki/Inca_Kola,"Inca Kola (also known as ""the Golden Kola"" in international advertising) is a soft drink that was created in Peru in 1935 by British immigrant Joseph Robinson Lindley. The soda has a sweet, fruity flavor that somewhat resembles its main ingredient, lemon verbena (verbena de Indias or cedrón in Spanish). Americans compare its flavor to bubblegum or cream soda. Sometimes categorized as a champagne cola, it has been described as ""an acquired taste"" whose ""intense color alone is enough to drive away the uninitiated."" The Coca-Cola Company owns the Inca Kola trademark everywhere but in Peru. In Peru, the Inca Kola trademark is owned by Corporación Inca Kola Perú S.A., which since 1999 is a joint venture between The Coca-Cola Company and the Lindley family, former sole owners of Corporación Inca Kola Perú S.A. and Corporación Lindley S.A. Inca Kola is a source of national pride and patriotism in Peru, a national icon. Inca Kola is available in parts of South America, North America and Europe, and while it has not enjoyed major success outside Peru, it can be found in Latin American specialty shops worldwide. Inca Kola is sold in bottles and with an Inca motif.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/IncaKolaBottleGlass.jpg?width=300""]","[""https://commons.wikimedia.org/wiki/File:IncaKolaBottleGlass.jpg""]"
Costa Coffee,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""CafChain""]",Costa Coffee,https://en.wikipedia.org/wiki/Costa_Coffee,Q608845,http://dbpedia.org/resource/Costa_Coffee,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Costa_Coffee,mapping__https://en.wikipedia.org/wiki/Costa_Coffee,"Costa Coffee is a British coffeehouse chain and a subsidiary of The Coca-Cola Company. It is headquartered in Dunstable, England. Costa Coffee was founded in London in 1971 by brothers Bruno and Sergio Costa as a wholesale operation supplying roasted coffee to caterers and specialist Italian coffee shops. Acquired by Whitbread in 1995, it was sold in 2019 to The Coca-Cola Company in a deal worth £3.9bn, and has grown to 3,401 stores across 31 countries and 18,412 employees. The business has 2,121 UK restaurants, over 6,000 Costa Express vending facilities and a further 1,280 outlets overseas, with 460 in China alone. Coca-Cola announced its intention of acquiring Costa from parent company Whitbread PLC for $5.1 billion. The deal, which closed on 3 January 2019, gave Coca-Cola a strong coffee platform across parts of Europe, Asia Pacific, the Middle East, and Africa. Costa is the second largest coffeehouse chain in the world, and the largest in the UK.",,,"[""https://commons.wikimedia.org/wiki/File:Costa_Coffee_Logo_white_on_red.png""]","[""https://commons.wikimedia.org/wiki/File:Costa_Northallerton.JPG""]"
Simply Lemonade,"[""Brand""]",Brand,"[""Brand"",""Business"",""Beverage"",""FruitJuice""]",Simply Lemonade,https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,Q7521015,http://dbpedia.org/resource/Simply_Lemonade,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,mapping__https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,"The Simply Orange Juice Company is an American orange juice company in Apopka, Florida, that was founded in 2001 and is a brand of The Coca-Cola Company. It makes a number of not-from-concentrate orange juices and other juice drinks and fruit juices that are sold refrigerated in a distinctive clear plastic bottle and green twist top with a large green seal. The bottles have a wide body that starts tapering to a narrow neck at the top of the label. The company is a major purchaser of Florida oranges for its orange juice, but also imports orange juice from Brazil and Mexico. Simply Orange uses a computer-modeled blending of orange juice sources, intending for the consumer to have a uniform taste year-round.",true,"Multiple top priority types: Brand, Organization",[],[]
Fairlife,"[""Brand""]",Brand,"[""Brand"",""Company"",""Beverage"",""Food"",""Milk"",""Subsidiary""]",Fairlife,https://en.wikipedia.org/wiki/Fairlife,Q30314030,http://dbpedia.org/resource/Fairlife,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Fairlife,mapping__https://en.wikipedia.org/wiki/Fairlife,"Fairlife, stylized as fa!rlife, is a brand of ultrafiltered milk distributed in Canada and the United States by The Coca-Cola Company. The milk comes in five varieties: reduced fat, chocolate, strawberry, fat-free, and whole milk. Fa!rlife LLC is wholly owned by The Coca-Cola Company. The Coca-Cola Company initially owned a 42.5% stake in Fa!rlife LLC, and acquired the remaining 57.5% equity stake in January 2020. Fairlife is headquartered in Chicago, Illinois, rather than in Coca-Cola's main headquarters in Atlanta, Georgia.",true,"Multiple top priority types: Brand, Organization",[],[]
Seagram's,"[""Organization""]",Organization,"[""Company"",""Organisation"",""Agent"",""Conglomerate""]",Seagram's,https://en.wikipedia.org/wiki/Seagram,Q1969696,http://dbpedia.org/resource/Seagram's,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Seagram,mapping__https://en.wikipedia.org/wiki/Seagram,"The Seagram Company Ltd. (which traded as Seagram's) was a Canadian multinational conglomerate formerly headquartered in Montreal, Quebec. Originally a distiller of Canadian whisky based in Waterloo, Ontario, it was once (in the 1990s) the largest owner of alcoholic beverage lines in the world. Toward the end of its independent existence, it also controlled various entertainment and other business ventures. Its purchase of MCA Inc., whose assets included Universal Studios and its theme parks, was financed through the sale of Seagram's 25% holding of chemical company DuPont, a position it acquired in 1981. Seagram later imploded, with its beverage assets wholesaled off to various industry titans, notably The Coca-Cola Company, Diageo, Infinium Spirits, and Pernod Ricard. Universal's television holdings were sold to media entrepreneur Barry Diller, and the balance of the Universal entertainment empire and what was Seagram was sold to French conglomerate Vivendi in 2000.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Seagram&apos;s_Logo.JPG?width=300"",""https://commons.wikimedia.org/wiki/File:Seagram_logo.svg""]",[]
Barq's,"[""Brand""]",Brand,"[""Brand"",""Business"",""EthnicGroup"",""Beverage"",""Food"",""RootBeer""]",Barq's,https://en.wikipedia.org/wiki/Barq's,Q94567,http://dbpedia.org/resource/Barq's,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Barq's,mapping__https://en.wikipedia.org/wiki/Barq's,"Barq's /ˈbɑːrks/ is an American brand of root beer created by Edward Barq and bottled since the beginning of the 20th century. It is owned by the Barq family but bottled by the Coca-Cola Company. It was known as ""Barq's Famous Olde Tyme Root Beer"" until 2012. Some of its formulations contain caffeine, equivalent to the level found in green tea.",true,"Multiple top priority types: Brand, Organization","[""http://commons.wikimedia.org/wiki/Special:FilePath/Barqs_Sign.jpg?width=300""]",[]
Honest Tea,"[""Brand""]",Brand,"[""Brand"",""Company"",""Beverage"",""Food"",""IcedTea""]",Honest Tea,https://en.wikipedia.org/wiki/Honest_Tea,Q16995789,http://dbpedia.org/resource/Honest_Tea,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Honest_Tea,mapping__https://en.wikipedia.org/wiki/Honest_Tea,"Honest Tea (U.S.) is a bottled organic tea company based in Bethesda, Maryland. It was founded in 1998 by Seth Goldman and Barry Nalebuff. The company is a wholly owned subsidiary of The Coca-Cola Company. The name is a pun on the word ""honesty"".",true,"Multiple top priority types: Brand, Organization",[],[]
Simply Limeade,"[""Brand""]",Brand,"[""Brand"",""Business"",""Beverage"",""FruitJuice""]",Simply Limeade,https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,Q7521015,http://dbpedia.org/resource/Simply_Limeade,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,mapping__https://en.wikipedia.org/wiki/Simply_Orange_Juice_Company,"The Simply Orange Juice Company is an American orange juice company in Apopka, Florida, that was founded in 2001 and is a brand of The Coca-Cola Company. It makes a number of not-from-concentrate orange juices and other juice drinks and fruit juices that are sold refrigerated in a distinctive clear plastic bottle and green twist top with a large green seal. The bottles have a wide body that starts tapering to a narrow neck at the top of the label. The company is a major purchaser of Florida oranges for its orange juice, but also imports orange juice from Brazil and Mexico. Simply Orange uses a computer-modeled blending of orange juice sources, intending for the consumer to have a uniform taste year-round.",true,"Multiple top priority types: Brand, Organization",[],[]
Embotelladora Andina,"[""Organization""]",Organization,"[""Business"",""PublicCompany""]",Embotelladora Andina,,Q3052066,,crisk_keyword_to_guid_caption_name,mapping,Embotelladora Andina,mapping__Embotelladora Andina,Coca-Cola bottling company,,,,
Gold Peak Tea,"[""Brand""]",Brand,"[""Brand"",""Company""]",Gold Peak Tea,https://en.wikipedia.org/wiki/Gold_Peak_Tea,Q5578812,http://dbpedia.org/resource/Gold_Peak_Tea,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Gold_Peak_Tea,mapping__https://en.wikipedia.org/wiki/Gold_Peak_Tea,Gold Peak Tea is a brand of ready-to-drink iced tea manufactured by The Coca-Cola Company. It was first introduced in 2006 while a chilled version was launched in 2009. Past formulations of the product had won the award for best taste when it was made with tea leaves from the Kenyan Rift Valley. As of 2019 Gold Peak tea is no longer made from concentrate and is now brewed and bottled in their juice plants.,true,"Multiple top priority types: Brand, Organization","[""https://commons.wikimedia.org/wiki/File:GoldPeak_logo.jpg""]",[]
Glaceau,"[""Organization""]",Organization,"[""Company"",""Organisation"",""Agent"",""Subsidiary""]",Glaceau,https://en.wikipedia.org/wiki/Energy_Brands,Q1094880,http://dbpedia.org/resource/Glaceau,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Energy_Brands,mapping__https://en.wikipedia.org/wiki/Energy_Brands,"Energy Brands, also doing business as Glacéau, is a privately owned subsidiary of The Coca-Cola Company based in Whitestone, Queens, New York, that manufactures and distributes various lines of enhanced water. Founded in May 1996 by J. Darius Bikoff with an electrolyte enhanced line of water called Smartwater, Energy Brands initially distributed its products to health food stores and independent retailers in the New York area. Adding Fruitwater and VitaminWater to its line in 1998 and 2000, respectively, the company expanded to nationwide distribution in the early 2000s. By 2002, the Glacéau line of waters were the top selling enhanced water brand in the United States, with the company's VitaminWater being its best selling product. In 2006, the company earned US$350 million in revenues. The company then began its global expansion, launching its products in the United Kingdom and Australia in 2008, France in 2009 and Argentina in 2011. Energy Brands is owned primarily by Bikoff, employees, and small investors. Rapper 50 Cent obtained a minority share of the company as part of an endorsement deal in the company. Thirty percent of the equity was sold to LVMH sometime in the 2000s, which in turn sold those shares. The shares eventually were sold to India-based Tata Group in August 2006, which held the shares until May 2007 when The Coca-Cola Company purchased the company as an independent subsidiary, leaving its actual operations with its existing management including Bikoff.",,,[],[]
International Beverages,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent""]",International Beverages,https://en.wikipedia.org/wiki/International_Beverages_Trading,Q20991969,http://dbpedia.org/resource/International_Beverages_Trading,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/International_Beverages_Trading,mapping__https://en.wikipedia.org/wiki/International_Beverages_Trading,"International Beverages Trading Company Group is a major Myanmar-based beverage manufacturing company. IBTC possesses 80% of Myanmar's domestic whiskey market, with a revenue of US$100 million. IBTC was founded in 1995 with 50 employees by Aung Moe Kyaw, the son-in-law of Thein Tun, chairman of the Group. It is known for its alcohol brands, including Grand Royal Whiskey, Royal Dry Gin, Eagle Whiskey, Grand Royal Special Reserve Whiskey, Hero Whiskey, and Golden Island Whiskey.",true,Top candidate has similarity below 0.9,[],[]
Diamond Beverages,"[""AAEntity""]",AAEntity,,Diamond Beverages,,,,crisk_keyword_to_guid_caption_name,mapping,Diamond Beverages,mapping__Diamond Beverages,,,,,
Coca-Cola,"[""Organization""]",Organization,"[""Brand"",""Food"",""Beverage"",""Cola"",""SoftDrink"",""TangibleGood""]",Coca-Cola,https://en.wikipedia.org/wiki/Coca-Cola,Q2813,http://dbpedia.org/resource/Coca-Cola,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Coca-Cola,mapping__https://en.wikipedia.org/wiki/Coca-Cola,"Coca-Cola, or Coke, is a carbonated soft drink manufactured by The Coca-Cola Company. Originally marketed as a temperance drink and intended as a patent medicine, it was invented in the late 19th century by John Stith Pemberton and was bought out by businessman Asa Griggs Candler, whose marketing tactics led Coca-Cola to its dominance of the world soft-drink market throughout the 20th century. The drink's name refers to two of its original ingredients: coca leaves, and kola nuts (a source of caffeine). The current formula of Coca-Cola remains a trade secret; however, a variety of reported recipes and experimental recreations have been published. The drink has inspired imitators and created a whole classification of soft drink: colas. The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world. The bottlers, who hold exclusive territory contracts with the company, produce the finished product in cans and bottles from the concentrate, in combination with filtered water and sweeteners. A typical 12-US-fluid-ounce (350 ml) can contains 38 grams (1.3 oz) of sugar (usually in the form of high-fructose corn syrup). The bottlers then sell, distribute, and merchandise Coca-Cola to retail stores, restaurants, and vending machines throughout the world. The Coca-Cola Company also sells concentrate for soda fountains of major restaurants and foodservice distributors. The Coca-Cola Company has on occasion introduced other cola drinks under the Coke name. The most common of these is Diet Coke, along with others including Caffeine-Free Coca-Cola, Diet Coke Caffeine-Free, Coca-Cola Zero Sugar, Coca-Cola Cherry, Coca-Cola Vanilla, and special versions with lemon, lime, and coffee. Coca-Cola was called Coca-Cola Classic from July 1985 to 2009, to distinguish it from ""New Coke"". Based on Interbrand's ""best global brand"" study of 2020, Coca-Cola was the world's sixth most valuable brand. In 2013, Coke products were sold in over 200 countries worldwide, with consumers drinking more than 1.8 billion company beverage servings each day. Coca-Cola ranked No. 87 in the 2018 Fortune 500 list of the largest United States corporations by total revenue.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Coca-Cola_logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Coca-Cola_logo.svg"",""https://commons.wikimedia.org/wiki/File:Coca-Cola_2021.svg""]","[""https://commons.wikimedia.org/wiki/File:15-09-26-RalfR-WLC-0098.jpg""]"
Beatriz Perez,"[""Person""]",Person,,Coca-Cola executive Beatriz Perez,,,,crisk_keyword_to_guid_caption_name,mapping,Beatriz Perez,mapping__Beatriz Perez,,,,,
Manuel Arroyo,"[""Person""]",Person,"[""Human""]",Coca-Cola executive Manuel Arroyo,,Q27497362,,crisk_keyword_to_guid_caption_name,mapping,Manuel Arroyo,mapping__Manuel Arroyo,,,,,
James Quincey,"[""Person""]",Person,"[""Person"",""Human"",""Agent""]",Coca-Cola CEO James Quincey,https://en.wikipedia.org/wiki/James_Quincey,Q27839505,http://dbpedia.org/resource/James_Quincey,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/James_Quincey,mapping__https://en.wikipedia.org/wiki/James_Quincey,"James Robert B. Quincey (8 January 1965) is a British businessman based in the United States. After starting his career at Bain & Co, he joined The Coca-Cola Company in 1996 and was later named chief operating officer (COO). He is now the chairman and chief executive officer (CEO) at the company.",,,[],"[""https://commons.wikimedia.org/wiki/File:Macri_&_Quincey_Davos_2018_01_(cropped).jpg""]"
Alfredo Rivera,"[""Person""]",Person,,Coca-Cola executive Alfredo Rivera,,,,crisk_keyword_to_guid_caption_name,mapping,Alfredo Rivera,mapping__Alfredo Rivera,,,,,
Nikos Koumettis,"[""Person""]",Person,,Coca-Cola executive Nikos Koumettis,,,,crisk_keyword_to_guid_caption_name,mapping,Nikos Koumettis,mapping__Nikos Koumettis,,,,,
James Dinkins,"[""Person""]",Person,"[""Person"",""Human"",""Agent"",""Politician""]",Coca-Cola executive James Dinkins,https://en.wikipedia.org/wiki/James_Dinkins,Q36909035,http://dbpedia.org/resource/James_Dinkins,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/James_Dinkins,mapping__https://en.wikipedia.org/wiki/James_Dinkins,"James A. ""Jim"" Dinkins (born 1966) is an American law enforcement officer and business executive who served as the first head of Homeland Security Investigations for U.S. Immigration and Customs Enforcement from 2010 to 2014. He is a senior vice president and director of operations of Enterprise Financial Crimes Compliance for U.S. Bancorp.",,,[],"[""https://commons.wikimedia.org/wiki/File:James_Dinkins_2013.jpg""]"
Bernhard Goepelt,"[""AAEntity""]",AAEntity,,Coca-Cola executive Bernhard Goepelt,,,,crisk_keyword_to_guid_caption_name,mapping,Bernhard Goepelt,mapping__Bernhard Goepelt,,,,,
Xin Lu,"[""AAEntity""]",AAEntity,,Kingfa  executive Xin Lu,,,,crisk_keyword_to_guid_caption_name,mapping,Xin Lu,mapping__Xin Lu,,,,,
Brian Smith,"[""Person""]",Person,,Coca-Cola executive Brian Smith,,,,crisk_keyword_to_guid_caption_name,mapping,Brian Smith,mapping__Brian Smith,,,,,
Diet Coke,"[""Brand""]",Brand,"[""Brand"",""Beverage"",""Food"",""DietSoda"",""Cola"",""Trademark""]",Diet Coke,https://en.wikipedia.org/wiki/Diet_Coke,Q1815345,http://dbpedia.org/resource/Diet_Coke,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Diet_Coke,mapping__https://en.wikipedia.org/wiki/Diet_Coke,"Diet Coke, Coca-Cola Light or Coca-Cola Light Taste is a sugar-free and no-calorie soft drink produced and distributed by the Coca-Cola Company. It contains artificial sweeteners instead of sugar. Unveiled on July 8, 1982, and introduced in the United States on August 9, it was the first new brand since 1886 to use the Coca-Cola trademark. The product quickly overtook the company's existing diet cola, Tab, in sales.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Diet_Coke_Logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Diet_Coke_Logo.svg""]","[""https://commons.wikimedia.org/wiki/File:Diet_Coke_Products.JPG""]"
