name,labels,type,type_list,caption,wikipedia_url,wikidata_id,dbpedia_id,file_source,data_source,source_identifier,global_identifier,description,needs_human_review,human_review_reason,logo,image
Xiyong Zhang,"[""AAEntity""]",AAEntity,,Beiqi Foton Motor executive Xiyong Zhang,,,,crisk_keyword_to_guid_caption_name,mapping,Xiyong Zhang,mapping__Xiyong Zhang,,,,,
Blue Nile,"[""River""]",River,"[""River"",""Place"",""Location"",""BodyOfWater"",""NaturalPlace"",""Stream""]",Blue Nile,https://en.wikipedia.org/wiki/Blue_Nile,Q882739,http://dbpedia.org/resource/Blue_Nile,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Blue_Nile,mapping__https://en.wikipedia.org/wiki/Blue_Nile,"The Blue Nile (Amharic: ጥቁር አባይ, romanized: T’ik’uri Ābayi; Arabic: النيل الأزرق‎, romanized: an-Nīl al-ʾAzraqu) is a river originating at Lake Tana in Ethiopia. It travels for approximately 1,450 km (900 mi) through Ethiopia and Sudan. Along with the White Nile, it is one of the two major tributaries of the Nile, and supplies about 80% of the water in the Nile during the rainy season.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Blue_Nile_Falls_Ethiopia.jpg?width=300""]","[""https://commons.wikimedia.org/wiki/File:BlauerNil.jpg"",""https://commons.wikimedia.org/wiki/File:ET_Bahir_Dar_asv2018-02_img17_Tis_Issat.jpg""]"
Bain Capital,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""LimitedPartnership"",""PrivateCompany"",""Enterprise""]",Bain Capital,https://en.wikipedia.org/wiki/Bain_Capital,Q803873,http://dbpedia.org/resource/Bain_Capital,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Bain_Capital,mapping__https://en.wikipedia.org/wiki/Bain_Capital,"Bain Capital is an American private investment firm based in Boston, Massachusetts. It specializes in private equity, venture capital, credit, public equity, impact investing, life sciences, and real estate. Bain Capital invests across a range of industry sectors and geographic regions. As of 2020, the firm managed more than $120 billion of investor capital. The firm was founded in 1984 by partners from the consulting firm Bain & Company. Since inception it has invested in or acquired hundreds of companies including AMC Theatres, Artisan Entertainment, Aspen Education Group, Apex Tool Group, Brookstone, Burger King, Burlington Coat Factory, Canada Goose, DIC Entertainment, Domino's Pizza, DoubleClick, Dunkin' Donuts, D&M Holdings, Guitar Center, Hospital Corporation of America (HCA), iHeartMedia, KB Toys, Sealy, Sports Authority, Staples, Toys ""R"" Us, Virgin Australia, Warner Music Group, Fingerhut, The Weather Channel, and Apple Leisure Group, which includes AMResorts and Apple Vacations. Bain Capital is headquartered at 200 Clarendon Street in Boston, Massachusetts, with offices in North America, Europe, Asia, and Australia. The company, and its actions during its first 15 years, became the subject of political and media scrutiny as a result of co-founder Mitt Romney's later political career, especially his 2012 presidential campaign.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Bain_Capital_Logo.jpg?width=300"",""https://commons.wikimedia.org/wiki/File:Bain_Capital_Logo.jpg""]","[""https://commons.wikimedia.org/wiki/File:John_Hancock_Panorama.jpg""]"
Steve Pagliuca,"[""AAEntity""]",AAEntity,,Bain Capital chairman Steve Pagliuca,,,,crisk_keyword_to_guid_caption_name,mapping,Steve Pagliuca,mapping__Steve Pagliuca,,,,,
TJ Maxx,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""Subsidiary"",""DepartmentStoreChain""]",TJ Maxx,https://en.wikipedia.org/wiki/TJ_Maxx,Q10860683,http://dbpedia.org/resource/TJ_Maxx,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/TJ_Maxx,mapping__https://en.wikipedia.org/wiki/TJ_Maxx,"TJ Maxx is an American department store chain, selling at prices generally lower than other major similar stores. It has more than 1,000 stores in the United States, making it one of the largest clothing retailers in the country. TJMaxx is the flagship chain of the TJX Companies. It sells men's, women's and children's apparel and shoes, toys, bath and beauty, accessories, and home products ranging from furniture to kitchen utensils. TJ Maxx and Marshalls operate as sister stores, and share a similar footprint throughout the country. While their prices are nearly identical and they have similar store layouts, TJ Maxx has a more upscale appearance than Marshalls and typically sells a larger range of fine jewelry and accessories. Some higher-volume stores have a high-end designer department called The Runway. The CEO of TJX companies is Ernie Herrman.",,,"[""https://commons.wikimedia.org/wiki/File:TJ_Maxx_Logo.png""]","[""https://commons.wikimedia.org/wiki/File:TJ_Maxx_Ypsilanti.JPG""]"
Marshalls,"[""Organization""]",Organization,"[""Company"",""Organisation"",""Agent"",""Subsidiary"",""RetailChain""]",Marshalls,https://en.wikipedia.org/wiki/Marshalls,Q15903261,http://dbpedia.org/resource/Marshalls,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Marshalls,mapping__https://en.wikipedia.org/wiki/Marshalls,"Marshalls is an American chain of off-price department stores owned by TJX Companies. Marshalls has over 1,000 American stores, including larger stores named Marshalls Mega Store, covering 42 states and Puerto Rico, and 61 stores in Canada. Marshalls first expanded into Canada in March 2011. Marshalls is one of the largest U.S. off-price family apparel and home fashion retailer, along with its sister company, TJ Maxx. Its slogans are Your Surprise Is Waiting and Never Boring, Always Surprising.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Marshalls_Logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Marshalls_Logo.svg""]","[""https://commons.wikimedia.org/wiki/File:Marshalls_store_Dearborn_Michigan.JPG""]"
Xu Bin Huang,"[""AAEntity""]",AAEntity,,TCL Technology executive Xu Bin Huang,,,,crisk_keyword_to_guid_caption_name,mapping,Xu Bin Huang,mapping__Xu Bin Huang,,,,,
Ernie Herrman,"[""Person""]",Person,,The TJX Companies CEO Ernie Herrman,,,,crisk_keyword_to_guid_caption_name,mapping,Ernie Herrman,mapping__Ernie Herrman,,,,,
The TJX Companies,"[""Organization""]",Organization,"[""Company"",""Business"",""PublicCompany"",""Enterprise""]",The TJX Companies,https://en.wikipedia.org/wiki/TJX_Companies,Q1285819,http://dbpedia.org/resource/TJX_Companies,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/TJX_Companies,mapping__https://en.wikipedia.org/wiki/TJX_Companies,American multinational off-price department store corporation v,true,Top candidate has similarity below 0.9,"[""https://commons.wikimedia.org/wiki/File:TJXLogo.svg"",""https://commons.wikimedia.org/wiki/File:TJX_Logo.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/TJXLogo.svg?width=300""]",[]
Pedigree,"[""Brand""]",Brand,"[""Brand"",""Company"",""Organisation"",""Agent"",""Subsidiary""]",Pedigree,https://en.wikipedia.org/wiki/Pedigree_Petfoods,Q2027177,http://dbpedia.org/resource/Pedigree_Petfoods,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Pedigree_Petfoods,mapping__https://en.wikipedia.org/wiki/Pedigree_Petfoods,"Pedigree Petfoods is a subsidiary of the American group Mars, Incorporated specializing in pet food, with factories in England at Melton Mowbray and Birstall, Leeds; and offices at McLean, Virginia.",true,"Multiple top priority types: Brand, Organization",[],[]
Wrigley Company,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent""]",Wrigley Company,https://en.wikipedia.org/wiki/Wrigley_Company,Q819241,http://dbpedia.org/resource/Wrigley_Company,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Wrigley_Company,mapping__https://en.wikipedia.org/wiki/Wrigley_Company,"The Wm. Wrigley Jr. Company, known as the Wrigley Company, is an American chewing gum (Wrigley's gum) company, based in the Global Innovation Center (GIC) in Goose Island, Chicago, Illinois. It is wholly owned by Mars, Incorporated, and, along with Mars chocolate bars and other candy products, makes up Mars Wrigley Confectionery. It is the largest manufacturer and marketer of chewing gum in the world. The company currently sells its products in more than 180 countries and districts, maintains operations in over 50 countries, and has 21 production facilities in 14 s including the United States, Mexico, Spain, the United Kingdom, France, the Czech Republic, Colombia, Poland, Russia, the People's Republic China, India, Japan, Kenya, the Republic of China, Australia, and New Zealand.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Wrigley_formal_web_RGB_E1.png?width=300"",""https://commons.wikimedia.org/wiki/File:The_Wrigley_Company_logo._2012.svg""]","[""https://commons.wikimedia.org/wiki/File:Wrigleys_color_ad_1920.jpg""]"
Mars,"[""Organization""]",Organization,"[""CelestialBody"",""Planet"",""Location"",""Place"",""InnerPlanet"",""SuperiorPlanet""]",Mars,https://en.wikipedia.org/wiki/Mars,Q111,http://dbpedia.org/resource/Mars,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Mars,mapping__https://en.wikipedia.org/wiki/Mars,"Mars is the fourth planet from the Sun and the second-smallest planet in the Solar System, being larger than only Mercury. In English, Mars carries the name of the Roman god of war and is often referred to as the ""Red Planet"". The latter refers to the effect of the iron oxide prevalent on Mars's surface, which gives it a reddish appearance distinctive among the astronomical bodies visible to the naked eye. Mars is a terrestrial planet with a thin atmosphere, with surface features reminiscent of the impact craters of the Moon and the valleys, deserts and polar ice caps of Earth. The days and seasons are comparable to those of Earth, because the rotational period as well as the tilt of the rotational axis relative to the ecliptic plane are similar. Mars is the site of Olympus Mons, the largest volcano and highest known mountain on any planet in the Solar System, and of Valles Marineris, one of the largest canyons in the Solar System. The smooth Borealis basin in the Northern Hemisphere covers 40% of the planet and may be a giant impact feature. Mars has two moons, Phobos and Deimos, which are small and irregularly shaped. These may be captured asteroids, similar to 5261 Eureka, a Mars trojan. Mars has been explored by several uncrewed spacecraft. Mariner 4 was the first spacecraft to visit Mars; launched by NASA on 28 November 1964, it made its closest approach to the planet on 15 July 1965. Mariner 4 detected the weak Martian radiation belt, measured at about 0.1% that of Earth, and captured the first images of another planet from deep space. The Soviet Mars 3 mission included a lander, which achieved a soft landing in December 1971; however, contact was lost seconds after touchdown. On 20 July 1976, Viking 1 performed the first successful landing on the Martian surface. On 4 July 1997, the Mars Pathfinder spacecraft landed on Mars and on 5 July released its rover, Sojourner, the first robotic rover to operate on Mars. The Mars Express orbiter, the first European Space Agency (ESA) spacecraft to visit Mars, arrived in orbit on 25 December 2003. In January 2004, NASA's Mars Exploration Rovers, named Spirit and Opportunity, both landed on Mars; Spirit operated until 22 March 2010 and Opportunity lasted until 10 June 2018. NASA landed its Curiosity rover on August 6, 2012, as a part of its Mars Science Laboratory (MSL) mission to investigate Martian climate and geology. On 24 September 2014, the Indian Space Research Organisation (ISRO) became the fourth space agency to visit Mars when its maiden interplanetary mission, the Mars Orbiter Mission spacecraft, arrived in orbit. The United Arab Emirates became the fifth to successfully undertake a mission to Mars, having inserted an orbiter into the Martian atmosphere on 9 February 2021. China National Space Administration (CNSA)'s Tianwen-1 spacecraft arrived in Martian orbit on 10 February 2021. NASA's Perseverance rover and Ingenuity helicopter successfully landed on Mars on 18 February 2021. Ingenuity successfully completed the first powered controlled flight by an aircraft on any planet besides Earth on 19 April 2021, taking off vertically, hovering and landing on Mars. On 14 May 2021, CNSA's Tianwen-1 lander and Zhurong rover successfully landed on Mars. Zhurong rover was successfully deployed on 22 May 2021, which makes China the second country to successfully deploy a rover on Mars, after the United States. There are investigations assessing the past habitability of Mars, as well as the possibility of extant life. Astrobiology missions are planned, such as the European Space Agency's Rosalind Franklin rover. Liquid water on the surface of Mars cannot exist due to low atmospheric pressure, which is less than 1% of the atmospheric pressure on Earth, except at the lowest elevations for short periods. The two polar ice caps appear to be made largely of water. The volume of water ice in the south polar ice cap, if melted, would be sufficient to cover the planetary surface to a depth of 11 metres (36 ft). In November 2016, NASA reported finding a large amount of underground ice in the Utopia Planitia region. The volume of water detected has been estimated to be equivalent to the volume of water in Lake Superior. Mars can easily be seen from Earth with the naked eye, as can its reddish coloring. Its apparent magnitude reaches −2.94, which is surpassed only by Venus, the Moon and the Sun. Optical ground-based telescopes are typically limited to resolving features about 300 kilometres (190 mi) across when Earth and Mars are closest because of Earth's atmosphere.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Mars_symbol.svg?width=300""]","[""https://commons.wikimedia.org/wiki/File:OSIRIS_Mars_true_color.jpg""]"
CarMax,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""PublicCompany""]",CarMax,https://en.wikipedia.org/wiki/CarMax,Q5037190,http://dbpedia.org/resource/CarMax,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/CarMax,mapping__https://en.wikipedia.org/wiki/CarMax,"CarMax is a used vehicle retailer based in the United States. It operates two business segments: CarMax Sales Operations and CarMax Auto Finance. The corporate entity behind the formation of CarMax was Circuit City Stores, Inc. The first CarMax retail location opened in September 1993 in Richmond, Virginia. As of May 2021, CarMax operates 225 locations. While CarMax stores focus on marketing used vehicles, the company acquired its first new car franchise with Chrysler Corporation in 1996. By 1999, it added new vehicle franchises for Mitsubishi Motors, Toyota, and Nissan as well. As of early 2021, the only CarMax new vehicle dealerships that remains is a Toyota store located in Kenosha, Wisconsin .",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/CarMax_Logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:CarMax_Logo.svg""]",[]
Fran Horowitz,"[""Person""]",Person,"[""Person"",""Human"",""Agent""]",Abercrombie & Fitch CEO Fran Horowitz,https://en.wikipedia.org/wiki/Fran_Horowitz,Q42665865,http://dbpedia.org/resource/Fran_Horowitz,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Fran_Horowitz,mapping__https://en.wikipedia.org/wiki/Fran_Horowitz,"Fran Horowitz-Bonadies is an American businesswoman. She is the CEO of Abercrombie & Fitch Co., a position she has held since her appointment in February 2017 following the ouster of Mike Jeffries.",,,[],[]
Abercrombie & Fitch,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""PublicCompany"",""Enterprise"",""ClothingStoreChain""]",Abercrombie & Fitch,https://en.wikipedia.org/wiki/Abercrombie_&_Fitch,Q319344,http://dbpedia.org/resource/Abercrombie_&_Fitch,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Abercrombie_&_Fitch,mapping__https://en.wikipedia.org/wiki/Abercrombie_&_Fitch,"Abercrombie & Fitch (A&F) is an American lifestyle retailer that focuses on casual wear. Its headquarters are in New Albany, Ohio. The company operates three other offshoot brands: Abercrombie Kids, Hollister Co., and Gilly Hicks As of February 2020, the company operated 854 stores across all brands. Once known for its sexualized ad campaigns, the company has toned down its imagery and no longer displays nearly nude models in their advertisements. According to then-Chairman Arthur Martinez, these changes were implemented to show that the company is evolving along with its consumers. It is now targeting an older consumer, from ages 21 and up. Abercrombie & Fitch is notable for using ""brand representatives"" (previously called ""models"") for store customer service. Its main competitors are American Eagle Outfitters, Calvin Klein, Tommy Hilfiger, DKNY, Ralph Lauren, Lacoste, Brooks Brothers, Guess, Vineyard Vines, Tommy Bahama, Charles Tyrwhitt, Diesel, Express, J.Crew, Nautica, Paul Stuart, and Banana Republic.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Abercrombie_&_Fitch_logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Abercrombie_&_Fitch_logo.svg""]","[""https://commons.wikimedia.org/wiki/File:A&F_Exterior.jpg""]"
Big Lots Chairman,"[""Role""]",Role,,Big Lots Chairman,,,,crisk_keyword_to_guid_caption_name,mapping,Big Lots Chairman,mapping__Big Lots Chairman,,,,,
Big Lots board member,"[""Role""]",Role,,Big Lots board member,,,,crisk_keyword_to_guid_caption_name,mapping,Big Lots board member,mapping__Big Lots board member,,,,,
Big Lots CEO,"[""Organization""]",Organization,,Big Lots CEO,,,,crisk_keyword_to_guid_caption_name,mapping,Big Lots CEO,mapping__Big Lots CEO,,,,,
Big Lots President,"[""Role""]",Role,,Big Lots President,,,,crisk_keyword_to_guid_caption_name,mapping,Big Lots President,mapping__Big Lots President,,,,,
Big Lots executive,"[""Role""]",Role,,Big Lots executive,,,,crisk_keyword_to_guid_caption_name,mapping,Big Lots executive,mapping__Big Lots executive,,,,,
Big Lots Board,"[""Role""]",Role,,Big Lots Board,,,,crisk_keyword_to_guid_caption_name,mapping,Big Lots Board,mapping__Big Lots Board,,,,,
Bruce Thorn,"[""Person""]",Person,,Big Lots CEO Bruce Thorn,,,,crisk_keyword_to_guid_caption_name,mapping,Bruce Thorn,mapping__Bruce Thorn,,,,,
Lisa Bachmann,"[""AAEntity""]",AAEntity,,Big Lots executive Lisa Bachmann,,,,crisk_keyword_to_guid_caption_name,mapping,Lisa Bachmann,mapping__Lisa Bachmann,,,,,
Andrej Mueller,"[""AAEntity""]",AAEntity,,Big Lots executive Andrej Mueller,,,,crisk_keyword_to_guid_caption_name,mapping,Andrej Mueller,mapping__Andrej Mueller,,,,,
Nick Padovano,"[""AAEntity""]",AAEntity,,Big Lots executive Nick Padovano,,,,crisk_keyword_to_guid_caption_name,mapping,Nick Padovano,mapping__Nick Padovano,,,,,
Jonathan Ramsden,"[""AAEntity""]",AAEntity,,Big Lots executive Jonathan Ramsden,,,,crisk_keyword_to_guid_caption_name,mapping,Jonathan Ramsden,mapping__Jonathan Ramsden,,,,,
Mike Schlonsky,"[""AAEntity""]",AAEntity,,Big Lots executive Mike Schlonsky,,,,crisk_keyword_to_guid_caption_name,mapping,Mike Schlonsky,mapping__Mike Schlonsky,,,,,
T.J. Cross Engineers,"[""AAEntity""]",AAEntity,,T.J. Cross Engineers,,,,crisk_keyword_to_guid_caption_name,mapping,T.J. Cross Engineers,mapping__T.J. Cross Engineers,,,,,
NCAA America East Conference,"[""Organization""]",Organization,"[""Organisation"",""SocietalEvent"",""CollegeAthleticConference""]",NCAA America East Conference,https://en.wikipedia.org/wiki/America_East_Conference,Q463118,http://dbpedia.org/resource/America_East_Conference,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/America_East_Conference,mapping__https://en.wikipedia.org/wiki/America_East_Conference,"The America East Conference is a collegiate athletic conference affiliated with NCAA Division I whose members are located in the Northeastern United States. The conference has ten core members including nine public research universities, three of which, the University of Maine, the University of New Hampshire, and the University of Vermont, are the flagship universities of their states. Three of the four university centers of the State University of New York are in the conference: the University at Albany, Binghamton University and Stony Brook University, with Stony Brook also being a member of the Association of American Universities, a prestigious group of American and Canadian research universities. The University of Hartford, currently scheduled to leave the conference in 2023, is the only private university among the core membership. Of the ten members, nine are located within the borders of 7 contiguous states. The tenth, UMBC, is the only institution outside this bloc of states. UMass Lowell and NJIT are the latest institutions to join the conference. The America East Conference sponsors 18 sports (8 men's and 10 women's). The conference is among the best in the country according to Graduation Success Rate (GSR) data released by the NCAA.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/America_East_Logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:America_East_Conference_logo.svg""]",[]
Mark Emmert,"[""Person""]",Person,"[""Person"",""Human"",""OfficeHolder"",""Politician"",""Agent""]",NCAA CEO Mark Emmert,https://en.wikipedia.org/wiki/Mark_Emmert,Q6767521,http://dbpedia.org/resource/Mark_Emmert,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Mark_Emmert,mapping__https://en.wikipedia.org/wiki/Mark_Emmert,"Mark Allen Emmert (born December 16, 1952) is the current president of the National Collegiate Athletic Association. He is the fifth CEO of the NCAA; he was named as the incoming president on April 27, 2010, and assumed his duties on November 1, 2010. Emmert was previously the 30th president of the University of Washington, his alma mater, taking office in June 2004, becoming the first alumnus in 48 years to lead UW. He left Washington on October 1, 2010, having announced his departure for the NCAA Presidency on April 27, 2010. The University of Washington Board of Regents elected him President Emeritus in honor of his service to the UW. Before Emmert became president of the University of Washington, he was chancellor at Louisiana State University and held faculty and administration positions at the University of Connecticut, Montana State University, and University of Colorado.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Mark_Emmert_at_University_Link_groundbreaking.jpg?width=300""]","[""https://commons.wikimedia.org/wiki/File:Mark_Emmert_at_the_United_States_Coast_Guard_Academy,_February_2014_(cropped).jpg""]"
NCAA,"[""Person""]",Person,"[""Organization"",""Organisation"",""NonprofitOrganization"",""SportsGoverningBody""]",NCAA,https://en.wikipedia.org/wiki/National_Collegiate_Athletic_Association,Q271805,http://dbpedia.org/resource/NCAA,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/National_Collegiate_Athletic_Association,mapping__https://en.wikipedia.org/wiki/National_Collegiate_Athletic_Association,"The National Collegiate Athletic Association (NCAA) is a nonprofit organization that regulates student athletes from up to 1,268 North American institutions and conferences. It also organizes the athletic programs of colleges and universities in the United States and Canada, and helps over 480,000 college student-athletes who compete annually in college sports. The organization is headquartered in Indianapolis, Indiana. In August 1973, the current three-division system of Division I, Division II, and Division III was adopted by the NCAA membership in a special convention. Under NCAA rules, Division I and Division II schools can offer scholarships to athletes for playing a sport. Division III schools may not offer any athletic scholarships. Generally, larger schools compete in Division I and smaller schools in II and III. Division I football was further divided into I-A and I-AA in 1978. In 2006, Divisions I-A and I-AA were respectively renamed the Football Bowl Subdivision (FBS) and Football Championship Subdivision (FCS). In its 2016–17 fiscal year, the NCAA took in $1.06 billion in revenue, over 82% of which was generated by the Division I Men's Basketball Tournament. Controversially, the NCAA formerly capped the benefits that collegiate athletes could receive from their schools. The consensus among economists is these caps for men's basketball and football players benefit the athletes' schools (through rent-seeking) at the expense of the athletes. Economists have subsequently characterized the NCAA as a cartel. On June 21, 2021, the Supreme Court of the United States unanimously ruled that the education-related benefit caps the NCAA imposes on student athletes are in violation of US antitrust law.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/NCAA_logo.svg?width=300"",""https://commons.wikimedia.org/wiki/File:NCAA_logo.svg""]",[]
Tim Cook,"[""AAEntity""]",AAEntity,,Apple CEO Tim Cook,,,,crisk_keyword_to_guid_caption_name,mapping,Tim Cook,mapping__Tim Cook,,,,,
Apple President,"[""Role""]",Role,,Apple President,,,,crisk_keyword_to_guid_caption_name,mapping,Apple President,mapping__Apple President,,,,,
Apple Chairman,"[""Role""]",Role,,Apple Chairman,,,,crisk_keyword_to_guid_caption_name,mapping,Apple Chairman,mapping__Apple Chairman,,,,,
Apple executive,"[""Role""]",Role,,Apple executive,,,,crisk_keyword_to_guid_caption_name,mapping,Apple executive,mapping__Apple executive,,,,,
Apple board member,"[""Role""]",Role,,Apple board member,,,,crisk_keyword_to_guid_caption_name,mapping,Apple board member,mapping__Apple board member,,,,,
Apple CEO,"[""Role""]",Role,,Apple CEO,,,,crisk_keyword_to_guid_caption_name,mapping,Apple CEO,mapping__Apple CEO,,,,,
Apple Board,"[""Role""]",Role,,Apple Board,,,,crisk_keyword_to_guid_caption_name,mapping,Apple Board,mapping__Apple Board,,,,,
Philip Schiller,"[""Person""]",Person,,Apple executive Philip Schiller,,,,crisk_keyword_to_guid_caption_name,mapping,Philip Schiller,mapping__Philip Schiller,,,,,
Jonathan Ive,"[""AAEntity""]",AAEntity,,Apple executive Jonathan Ive,,,,crisk_keyword_to_guid_caption_name,mapping,Jonathan Ive,mapping__Jonathan Ive,,,,,
Craig Federighi,"[""AAEntity""]",AAEntity,,Apple executive Craig Federighi,,,,crisk_keyword_to_guid_caption_name,mapping,Craig Federighi,mapping__Craig Federighi,,,,,
Angela Ahrendts,"[""AAEntity""]",AAEntity,,Apple executive Angela Ahrendts,,,,crisk_keyword_to_guid_caption_name,mapping,Angela Ahrendts,mapping__Angela Ahrendts,,,,,
John Giannandrea,"[""Person""]",Person,"[""Person"",""Human"",""Agent"",""Scientist""]",Apple executive John Giannandrea,https://en.wikipedia.org/wiki/John_Giannandrea,Q47522400,http://dbpedia.org/resource/John_Giannandrea,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/John_Giannandrea,mapping__https://en.wikipedia.org/wiki/John_Giannandrea,"John Giannandrea is a Scottish software engineer. He co-founded Metaweb and Freebase, led Google Search and artificial intelligence, was co-founder and CTO of the speech recognition company Tellme Networks, Chief Technologist of the web browser group at Netscape, senior engineer at General Magic, and is now a senior executive at Apple Inc. In December 2018, it was announced that Giannandrea had been appointed Senior Vice President of Machine Learning and Artificial Intelligence Strategy at Apple, the department rumored to have the most involvement with Apple’s electric car project.",,,[],"[""https://commons.wikimedia.org/wiki/File:TechCrunch_Disrupt_SF_2017_-_Day_2_(36518006723).jpg""]"
Luca Maestri,"[""AAEntity""]",AAEntity,,Apple executive Luca Maestri,,,,crisk_keyword_to_guid_caption_name,mapping,Luca Maestri,mapping__Luca Maestri,,,,,
Dan Riccio,"[""Person""]",Person,"[""Person"",""Human"",""Agent"",""CultivatedVariety""]",Apple executive Dan Riccio,https://en.wikipedia.org/wiki/Dan_Riccio,Q4395009,http://dbpedia.org/resource/Dan_Riccio,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Dan_Riccio,mapping__https://en.wikipedia.org/wiki/Dan_Riccio,"Dan Riccio was Apple's senior vice president of Hardware Engineering, reporting to CEO Tim Cook. Riccio lead the Mac, iPhone, iPad, iPod, Apple TV, HomePod, AirPods, and Apple Watch engineering teams, which have produced numerous products. He was succeeded by John Ternus on January 25, 2021. He is now in an unnamed role focusing on a new project at Apple.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Dan_Riccio.png?width=300""]",[]
Deirdre O'Brien,"[""AAEntity""]",AAEntity,,Apple executive Deirdre O'Brien,,,,crisk_keyword_to_guid_caption_name,mapping,Deirdre O'Brien,mapping__Deirdre O'Brien,,,,,
Johny Srouji,"[""Person""]",Person,"[""Person"",""Human"",""Agent""]",Apple executive Johny Srouji,https://en.wikipedia.org/wiki/Johny_Srouji,Q21984549,http://dbpedia.org/resource/Johny_Srouji,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Johny_Srouji,mapping__https://en.wikipedia.org/wiki/Johny_Srouji,"Johny Srouji (Arabic: جوني سروجي; Hebrew: ג'וני סרוג'י; born 1964) is an Israeli executive Apple's senior vice president of Hardware Technologies, reporting to CEO Tim Cook.",,,[],[]
Katherine Adams,"[""Person""]",Person,"[""Human""]",Apple executive Katherine Adams,,Q106067866,,crisk_keyword_to_guid_caption_name,mapping,Katherine Adams,mapping__Katherine Adams,,,,,
Eddy Cue,"[""AAEntity""]",AAEntity,,Apple executive Eddy Cue,,,,crisk_keyword_to_guid_caption_name,mapping,Eddy Cue,mapping__Eddy Cue,,,,,
Jeff Williams,"[""Person""]",Person,"[""Person"",""Human"",""Agent""]",Apple executive Jeff Williams,https://en.wikipedia.org/wiki/Jeff_Williams_(Apple),Q18612622,http://dbpedia.org/resource/Jeff_Williams_(Apple),crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Jeff_Williams_(Apple),mapping__https://en.wikipedia.org/wiki/Jeff_Williams_(Apple),Apple Inc. executive,,,[],[]
