labels,type,type_list,variant,row_index,keyword,guid,caption_name,Secondary Terms,Join Type,Exclude Terms,Plural,Possessive,relate_column2,key_edit_time,Dupe,data_source,source_identifier,global_identifier
"[""NameVariant""]",NameVariant,"[""NameVariant""]",H. Lawrence Culp Jr.,-1,H. Lawrence Culp Jr.,,,,,,,,,,,mapping,eb0f4df4bd8f0ac94a177e9900c1bb7d,mapping__eb0f4df4bd8f0ac94a177e9900c1bb7d
"[""NameVariant""]",NameVariant,"[""NameVariant""]","Henry Lawrence ""Larry"" Culp Jr",-1,"Henry Lawrence ""Larry"" Culp Jr",,,,,,,,,,,mapping,289055ff64b4becf56211af51f92a84b,mapping__289055ff64b4becf56211af51f92a84b
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Henry Lawrence Culp Jr,-1,Henry Lawrence Culp Jr,,,,,,,,,,,mapping,7838f886bc22894d2215558c9697c4f5,mapping__7838f886bc22894d2215558c9697c4f5
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Larry Culp Jr.,-1,Larry Culp Jr.,,,,,,,,,,,mapping,ab2590f59ffeefd14e283d310ae7e4fc,mapping__ab2590f59ffeefd14e283d310ae7e4fc
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric CEO,2723,,322ac38925c136d0cdf64421568a1bf7,General Electric CEO,,,,,,,,1,mapping,5dc57295e5a6c2d86b69160622e3f004,mapping__5dc57295e5a6c2d86b69160622e3f004
"[""NameVariant""]",NameVariant,"[""NameVariant""]",ceo general electric,2723,ceo general electric,,,,,,,,,,,mapping,4cb78cd3093b7aeab39a7074e073e299,mapping__4cb78cd3093b7aeab39a7074e073e299
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's ceo,2724,general electric's ceo,,,,,,,,,,,mapping,2f94b9f36b1a6daeedb53cd4174a2865,mapping__2f94b9f36b1a6daeedb53cd4174a2865
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric ceo,2725,general electric ceo,,,,,,,,,,,mapping,fd0531d85fbe1736fdf9ee29b7e28b1c,mapping__fd0531d85fbe1736fdf9ee29b7e28b1c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",ceo of general electric,2726,ceo of general electric,,,,,,,,,,,mapping,7f99a292a589d1cac23952c3aebc13db,mapping__7f99a292a589d1cac23952c3aebc13db
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric President,2727,,322ac38925c136d0cdf64421568a1bf7,General Electric President,,,,,,,,1,mapping,d461ba9e46a66b35e782652b36f8e776,mapping__d461ba9e46a66b35e782652b36f8e776
"[""NameVariant""]",NameVariant,"[""NameVariant""]",president general electric,2727,president general electric,,,,,,,,,,,mapping,b83ad92d1335fe51c9616282e1ffb4c3,mapping__b83ad92d1335fe51c9616282e1ffb4c3
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's president,2728,general electric's president,,,,,,,,,,,mapping,8122ad2bae8be52a61189b248f224d2d,mapping__8122ad2bae8be52a61189b248f224d2d
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric president,2729,general electric president,,,,,,,,,,,mapping,da050eea61f61bb6fe33e9c96aa0bf57,mapping__da050eea61f61bb6fe33e9c96aa0bf57
"[""NameVariant""]",NameVariant,"[""NameVariant""]",president of general electric,2730,president of general electric,,,,,,,,,,,mapping,a7d0015fd49c5b1276a6c4eb1aa3d7a8,mapping__a7d0015fd49c5b1276a6c4eb1aa3d7a8
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric Chairman,2731,,322ac38925c136d0cdf64421568a1bf7,General Electric Chairman,,,,,,,,1,mapping,129cb55e18604bb466d71042d1b57993,mapping__129cb55e18604bb466d71042d1b57993
"[""NameVariant""]",NameVariant,"[""NameVariant""]",chairman general electric,2731,chairman general electric,,,,,,,,,,,mapping,25272e92120c4395d15edb7baf883396,mapping__25272e92120c4395d15edb7baf883396
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric Chairperson,2732,,322ac38925c136d0cdf64421568a1bf7,General Electric Chairperson,,,,,,,,1,mapping,71dee93907afbcd3e4c82ed0b2041e4d,mapping__71dee93907afbcd3e4c82ed0b2041e4d
"[""NameVariant""]",NameVariant,"[""NameVariant""]",chairperson general electric,2732,chairperson general electric,,,,,,,,,,,mapping,d12b20d67fe530c7de1c5fedb4f11df5,mapping__d12b20d67fe530c7de1c5fedb4f11df5
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's chairman,2733,general electric's chairman,,,,,,,,,,,mapping,00daced518aa09e9676bc286f3faaaec,mapping__00daced518aa09e9676bc286f3faaaec
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's chairperson,2734,general electric's chairperson,,,,,,,,,,,mapping,14e582a632d8e9bf5f5a0a99aac22d7c,mapping__14e582a632d8e9bf5f5a0a99aac22d7c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric chairman,2735,general electric chairman,,,,,,,,,,,mapping,0de12654683e39e25e27eb16e78d2749,mapping__0de12654683e39e25e27eb16e78d2749
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric chairperson,2736,general electric chairperson,,,,,,,,,,,mapping,9b86b0114b853830ff2bba2cbf44fdfb,mapping__9b86b0114b853830ff2bba2cbf44fdfb
"[""NameVariant""]",NameVariant,"[""NameVariant""]",chairman of general electric,2737,chairman of general electric,,,,,,,,,,,mapping,1d5816fcf2d885a44b2f8ea6962c58e8,mapping__1d5816fcf2d885a44b2f8ea6962c58e8
"[""NameVariant""]",NameVariant,"[""NameVariant""]",chairperson of general electric,2738,chairperson of general electric,,,,,,,,,,,mapping,024666593b7b59357608cd9e8ac57c9e,mapping__024666593b7b59357608cd9e8ac57c9e
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric executive,2739,,322ac38925c136d0cdf64421568a1bf7,General Electric executive,,,,,,,,1,mapping,473e3146693bbeaa2224ae5741f56c20,mapping__473e3146693bbeaa2224ae5741f56c20
"[""NameVariant""]",NameVariant,"[""NameVariant""]",executive general electric,2739,executive general electric,,,,,,,,,,,mapping,aea9597928592d1d59d0ba381d28b32a,mapping__aea9597928592d1d59d0ba381d28b32a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",exec general electric,2740,exec general electric,,,,,,,,,,,mapping,4b4387eacdf145a3dff1f867268048ee,mapping__4b4387eacdf145a3dff1f867268048ee
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric executives,2741,,322ac38925c136d0cdf64421568a1bf7,General Electric executives,,,,,,,,1,mapping,f17275c4d454fbd979c62ec80750de29,mapping__f17275c4d454fbd979c62ec80750de29
"[""NameVariant""]",NameVariant,"[""NameVariant""]",execs general electric,2741,execs general electric,,,,,,,,,,,mapping,6d37fc1bd32255bea534910051cb4160,mapping__6d37fc1bd32255bea534910051cb4160
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's executive,2742,general electric's executive,,,,,,,,,,,mapping,c02afb6b1f899cb5304e52785cff957c,mapping__c02afb6b1f899cb5304e52785cff957c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's exec,2743,general electric's exec,,,,,,,,,,,mapping,5f1f27c280e20f712c8e2ce6103bb50d,mapping__5f1f27c280e20f712c8e2ce6103bb50d
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's execs,2744,general electric's execs,,,,,,,,,,,mapping,fd8781ff35af50f3a6edd8a1fefc243b,mapping__fd8781ff35af50f3a6edd8a1fefc243b
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric executive,2745,general electric executive,,,,,,,,,,,mapping,4a62b16d626c0fc9fd09106c3a1a0cf9,mapping__4a62b16d626c0fc9fd09106c3a1a0cf9
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric exec,2746,general electric exec,,,,,,,,,,,mapping,c1e73ebef8c14e555a3046d7add961ab,mapping__c1e73ebef8c14e555a3046d7add961ab
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric execs,2747,general electric execs,,,,,,,,,,,mapping,fceb11bc9368285ff199d5dafeb9b011,mapping__fceb11bc9368285ff199d5dafeb9b011
"[""NameVariant""]",NameVariant,"[""NameVariant""]",executive of general electric,2748,executive of general electric,,,,,,,,,,,mapping,23e8e0b067eb68eda44c674b7469ee71,mapping__23e8e0b067eb68eda44c674b7469ee71
"[""NameVariant""]",NameVariant,"[""NameVariant""]",exec of general electric,2749,exec of general electric,,,,,,,,,,,mapping,8be4752643af91fdc8a241209813dbc6,mapping__8be4752643af91fdc8a241209813dbc6
"[""NameVariant""]",NameVariant,"[""NameVariant""]",execs of general electric,2750,execs of general electric,,,,,,,,,,,mapping,4b8ef7982a99d46780d68cbcaa919ba3,mapping__4b8ef7982a99d46780d68cbcaa919ba3
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric Board,2751,,322ac38925c136d0cdf64421568a1bf7,General Electric Board,,,,,,,,1,mapping,87c2948bbe38630dbdc1b0e7da89fbc4,mapping__87c2948bbe38630dbdc1b0e7da89fbc4
"[""NameVariant""]",NameVariant,"[""NameVariant""]",board general electric,2751,board general electric,,,,,,,,,,,mapping,9f3aa2390d662bf0c350429afbaac1f4,mapping__9f3aa2390d662bf0c350429afbaac1f4
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's board,2752,general electric's board,,,,,,,,,,,mapping,14af1fd12fbec9442b0990d367335935,mapping__14af1fd12fbec9442b0990d367335935
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric board,2753,general electric board,,,,,,,,,,,mapping,f145bc485649adb961d7071c6579df54,mapping__f145bc485649adb961d7071c6579df54
"[""NameVariant""]",NameVariant,"[""NameVariant""]",board of general electric,2754,board of general electric,,,,,,,,,,,mapping,e87b3e9ffbec06a738968acbfa36747b,mapping__e87b3e9ffbec06a738968acbfa36747b
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric board member,2755,,322ac38925c136d0cdf64421568a1bf7,General Electric board member,,,,,,,,1,mapping,758978bb47fc14f6f7c27bfee3302519,mapping__758978bb47fc14f6f7c27bfee3302519
"[""NameVariant""]",NameVariant,"[""NameVariant""]",boardmember general electric,2755,boardmember general electric,,,,,,,,,,,mapping,928d430432cd18aed263f87358154e23,mapping__928d430432cd18aed263f87358154e23
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric board members,2756,,322ac38925c136d0cdf64421568a1bf7,General Electric board members,,,,,,,,1,mapping,c72b4dd59194fc56209752ed81190afe,mapping__c72b4dd59194fc56209752ed81190afe
"[""NameVariant""]",NameVariant,"[""NameVariant""]",boardmembers general electric,2756,boardmembers general electric,,,,,,,,,,,mapping,f7cde03a094253e980707e25aa3e7c03,mapping__f7cde03a094253e980707e25aa3e7c03
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's boardmember,2757,general electric's boardmember,,,,,,,,,,,mapping,7aee2655cd4fde760e1ab25e6f578bc4,mapping__7aee2655cd4fde760e1ab25e6f578bc4
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric's boardmembers,2758,general electric's boardmembers,,,,,,,,,,,mapping,b7587f7c85c4d88a4266d0416f302927,mapping__b7587f7c85c4d88a4266d0416f302927
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric boardmember,2759,general electric boardmember,,,,,,,,,,,mapping,84d9e5290fbb9b98afce165b7d61092d,mapping__84d9e5290fbb9b98afce165b7d61092d
"[""NameVariant""]",NameVariant,"[""NameVariant""]",general electric boardmembers,2760,general electric boardmembers,,,,,,,,,,,mapping,8962bdd54ebefcfa2bd3e5112350d1aa,mapping__8962bdd54ebefcfa2bd3e5112350d1aa
"[""NameVariant""]",NameVariant,"[""NameVariant""]",boardmember of general electric,2761,boardmember of general electric,,,,,,,,,,,mapping,dd81d43402dec18094efa1c5ff8d57b5,mapping__dd81d43402dec18094efa1c5ff8d57b5
"[""NameVariant""]",NameVariant,"[""NameVariant""]",boardmembers of general electric,2762,boardmembers of general electric,,,,,,,,,,,mapping,2746e0f771cbace9630a8c48183692d5,mapping__2746e0f771cbace9630a8c48183692d5
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Nuovo Pignone,2763,,322ac38925c136d0cdf64421568a1bf7,Nuovo Pignone,,,,,,,,1,mapping,f0f8cc03807345716c570e3087b62e91,mapping__f0f8cc03807345716c570e3087b62e91
"[""NameVariant""]",NameVariant,"[""NameVariant""]",nuovo pignone,2763,nuovo pignone,,,,,,,,,,,mapping,6153bd357a3fc5dc147e34c98b640600,mapping__6153bd357a3fc5dc147e34c98b640600
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Nuovo Pignone Holding,-1,Nuovo Pignone Holding,,,,,,,,,,,mapping,df6cb0297587036fd998c1b0a7cad93d,mapping__df6cb0297587036fd998c1b0a7cad93d
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",General Electric,2764,,322ac38925c136d0cdf64421568a1bf7,General Electric,,,,,,,,1,mapping,d9e9a7702bf63b5934b4fee0515222aa,mapping__d9e9a7702bf63b5934b4fee0515222aa
"[""NameVariant""]",NameVariant,"[""NameVariant""]",generalelectric,2764,generalelectric,,,,,,,,,,,mapping,16e9eaff61a4d13334a90ceb82a043e1,mapping__16e9eaff61a4d13334a90ceb82a043e1
"[""NameVariant""]",NameVariant,"[""NameVariant""]",General Electric Company,-1,General Electric Company,,,,,,,,,,,mapping,037a4360ce5ee84f0eace6f538712213,mapping__037a4360ce5ee84f0eace6f538712213
"[""NameVariant""]",NameVariant,"[""NameVariant""]",GE,-1,GE,,,,,,,,,,,mapping,d4e6c52efcd898db9df569f130f8ba6d,mapping__d4e6c52efcd898db9df569f130f8ba6d
"[""NameVariant""]",NameVariant,"[""NameVariant""]",General Electric Co.,-1,General Electric Co.,,,,,,,,,,,mapping,e6912b9f7fee8b368ec6bfedca5ca6aa,mapping__e6912b9f7fee8b368ec6bfedca5ca6aa
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon,2765,,32ec5fc746a720416749e18927068772,Amazon,,,,,,,,1,mapping,2b988d6905879d4532ec461119bb6c89,mapping__2b988d6905879d4532ec461119bb6c89
"[""NameVariant""]",NameVariant,"[""NameVariant""]",amazon's,2765,amazon's,,,,,,,,,,,mapping,e14e05f6bda41311c94e31b10cdf9b15,mapping__e14e05f6bda41311c94e31b10cdf9b15
"[""NameVariant""]",NameVariant,"[""NameVariant""]",wholefoods,2766,wholefoods,,,,,,,,,,,mapping,51efaa3615a599651fbf15f73614c7a8,mapping__51efaa3615a599651fbf15f73614c7a8
"[""NameVariant""]",NameVariant,"[""NameVariant""]",on amazon,2767,on amazon,,,,,,,,,,,mapping,45d0fddefd80f8cb0d4f40e10a0dab9b,mapping__45d0fddefd80f8cb0d4f40e10a0dab9b
"[""NameVariant""]",NameVariant,"[""NameVariant""]",at amazon,2768,at amazon,,,,,,,,,,,mapping,b9c2f254564ebe95cc0436cd364832c6,mapping__b9c2f254564ebe95cc0436cd364832c6
"[""NameVariant""]",NameVariant,"[""NameVariant""]",amzn,2769,amzn,,,,,,,,,,,mapping,b2f130c483bd2f3997effd86568a993c,mapping__b2f130c483bd2f3997effd86568a993c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",amazon prototype,2770,amazon prototype,,,,,,,,,,,mapping,ff0fbf3bd1c48a76ae0a09d6d7b5cf43,mapping__ff0fbf3bd1c48a76ae0a09d6d7b5cf43
"[""NameVariant""]",NameVariant,"[""NameVariant""]",amazonprototype,2771,amazonprototype,,,,,,,,,,,mapping,6013024a19b3acc7a9d1b2f5826c962c,mapping__6013024a19b3acc7a9d1b2f5826c962c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Greek Battalion of Balaklava,-1,Greek Battalion of Balaklava,,,,,,,,,,,mapping,a12a1ede0ba587ea84a2d91d2415d0c9,mapping__a12a1ede0ba587ea84a2d91d2415d0c9
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon Executive Chair Bezos,2772,,32ec5fc746a720416749e18927068772,Amazon Executive Chair Bezos,,,,,,,2021.11.24 16:03:11,1,mapping,80af7d7a72662f698987a5f1ee82094e,mapping__80af7d7a72662f698987a5f1ee82094e
"[""NameVariant"",""Handle""]",Handle,"[""NameVariant"",""Handle""]",@jeffbezos,2772,@jeffbezos,,,,,,,,,,,mapping,deac09769248edff481ac7945b426203,mapping__deac09769248edff481ac7945b426203
"[""NameVariant""]",NameVariant,"[""NameVariant""]",jeffbezos,2773,jeffbezos,,,,,,,,,,,mapping,60749bdcba01036913289e8d4e638f84,mapping__60749bdcba01036913289e8d4e638f84
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Chair Bezos,-1,Chair Bezos,,,,,,,,,,,mapping,858ad36dce464f176ced420d42404f48,mapping__858ad36dce464f176ced420d42404f48
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Jeff Bezos,-1,Jeff Bezos,,,,,,,,,,,mapping,7b736a2dda7173d09ab47b11ef2319ec,mapping__7b736a2dda7173d09ab47b11ef2319ec
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Jeffrey Preston Bezos,-1,Jeffrey Preston Bezos,,,,,,,,,,,mapping,b2c9b735776d8ee825b1071afba24e46,mapping__b2c9b735776d8ee825b1071afba24e46
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Jeffrey Preston Jorgensen,-1,Jeffrey Preston Jorgensen,,,,,,,,,,,mapping,cc7c14c04ed1511acf50a469d3007fa8,mapping__cc7c14c04ed1511acf50a469d3007fa8
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Jeff Preston Bezos,-1,Jeff Preston Bezos,,,,,,,,,,,mapping,2387882043ba72a2d00a4a09a06a8da8,mapping__2387882043ba72a2d00a4a09a06a8da8
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Jeffrey Preston ''Jeff'' Bezos,-1,Jeffrey Preston ''Jeff'' Bezos,,,,,,,,,,,mapping,c6c69d0d68e5a2d23678cc2b331138b6,mapping__c6c69d0d68e5a2d23678cc2b331138b6
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon CEO Jassy,2774,,32ec5fc746a720416749e18927068772,Amazon CEO Jassy,,,,,,,,1,mapping,48956cb063e0cb72d2d16a925ae127c0,mapping__48956cb063e0cb72d2d16a925ae127c0
"[""NameVariant""]",NameVariant,"[""NameVariant""]",ajassy,2774,ajassy,,,,,,,,,,,mapping,bde5a834002976cec8083a5265033cac,mapping__bde5a834002976cec8083a5265033cac
"[""NameVariant""]",NameVariant,"[""NameVariant""]",andy jassy,2775,andy jassy,,,,,,,,,,,mapping,d65d4645dac39a1e9786d92aa907549a,mapping__d65d4645dac39a1e9786d92aa907549a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Jassy,-1,Jassy,,,,,,,,,,,mapping,4c967974c18e559b2f8c325063d0c3e1,mapping__4c967974c18e559b2f8c325063d0c3e1
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Andrew Jassy,-1,Andrew Jassy,,,,,,,,,,,mapping,e29e28fed89934c4dee79b6996942fd6,mapping__e29e28fed89934c4dee79b6996942fd6
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Andrew R. Jassy,-1,Andrew R. Jassy,,,,,,,,,,,mapping,af62cba2048115d7ec582c04c52bdae5,mapping__af62cba2048115d7ec582c04c52bdae5
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive John Mackey,2776,,32ec5fc746a720416749e18927068772,Amazon executive John Mackey,Company Names,AND,,,,,,1,mapping,1f0b2d3046f4e5918a723b18ddcd0858,mapping__1f0b2d3046f4e5918a723b18ddcd0858
"[""NameVariant""]",NameVariant,"[""NameVariant""]",john mackey,2776,john mackey,,,,,,,,,,,mapping,41794728c74452d22a31d8fdfe45b2b2,mapping__41794728c74452d22a31d8fdfe45b2b2
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive David Zapolsky,2777,,32ec5fc746a720416749e18927068772,Amazon executive David Zapolsky,,,,,,,,1,mapping,203351b43af456046c93f4dea1cc9ea6,mapping__203351b43af456046c93f4dea1cc9ea6
"[""NameVariant""]",NameVariant,"[""NameVariant""]",davidzapolsky,2777,davidzapolsky,,,,,,,,,,,mapping,90fe4a797f59c36b4a766c8448d8b6e3,mapping__90fe4a797f59c36b4a766c8448d8b6e3
"[""NameVariant""]",NameVariant,"[""NameVariant""]",david zapolsky,2778,david zapolsky,,,,,,,,,,,mapping,c3d0d3a9c10da10902ccbe11a39d6891,mapping__c3d0d3a9c10da10902ccbe11a39d6891
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Juan Nunez,2779,,32ec5fc746a720416749e18927068772,Amazon executive Juan Nunez,Company Names,AND,,,,,,1,mapping,85ac5aefb8ea6869b6bdf05dd98496fa,mapping__85ac5aefb8ea6869b6bdf05dd98496fa
"[""NameVariant""]",NameVariant,"[""NameVariant""]",juan nunez,2779,juan nunez,,,,,,,,,,,mapping,e17bea0ce11c5cc9df07d688f3ad98bd,mapping__e17bea0ce11c5cc9df07d688f3ad98bd
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Robert Turner,2780,,32ec5fc746a720416749e18927068772,Amazon executive Robert Turner,Company Names,AND,,,,,,1,mapping,bb349d2e7e5c6081a303af366abed4b9,mapping__bb349d2e7e5c6081a303af366abed4b9
"[""NameVariant""]",NameVariant,"[""NameVariant""]",robert turner,2780,robert turner,,,,,,,,,,,mapping,c5cfffc5e125167dcb3b8d0eb2f1d581,mapping__c5cfffc5e125167dcb3b8d0eb2f1d581
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Bill Jordan,2781,,32ec5fc746a720416749e18927068772,Amazon executive Bill Jordan,Company Names,AND,,,,,,1,mapping,873fb9b8c45d3d08f235f72f50ec6be0,mapping__873fb9b8c45d3d08f235f72f50ec6be0
"[""NameVariant""]",NameVariant,"[""NameVariant""]",bill jordan,2781,bill jordan,,,,,,,,,,,mapping,2442ec35c18abde002e62ab0bc18054d,mapping__2442ec35c18abde002e62ab0bc18054d
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Jeff Blackburn,2782,,32ec5fc746a720416749e18927068772,Amazon executive Jeff Blackburn,Company Names,AND,,,,,,1,mapping,b849e5b71ab38ccfd022a55c9953928a,mapping__b849e5b71ab38ccfd022a55c9953928a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",jeff blackburn,2782,jeff blackburn,,,,,,,,,,,mapping,a3caf2c15bd3b44a0792e01e20f72040,mapping__a3caf2c15bd3b44a0792e01e20f72040
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Diego Piacentini,2783,,32ec5fc746a720416749e18927068772,Amazon executive Diego Piacentini,,,,,,,,1,mapping,b520173f1f0352feb2c6822303aac7cc,mapping__b520173f1f0352feb2c6822303aac7cc
"[""NameVariant""]",NameVariant,"[""NameVariant""]",diego piacentini,2783,diego piacentini,,,,,,,,,,,mapping,739edd07bd9b46345334292eee74b6fb,mapping__739edd07bd9b46345334292eee74b6fb
"[""NameVariant""]",NameVariant,"[""NameVariant""]",diegopia,2784,diegopia,,,,,,,,,,,mapping,ab5fdb2feffd35af7e50db3faa74c48b,mapping__ab5fdb2feffd35af7e50db3faa74c48b
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Brian Olsavsky,2785,,32ec5fc746a720416749e18927068772,Amazon executive Brian Olsavsky,,,,,,,,1,mapping,6e05dfa317b182c83dc114c4fe0e9950,mapping__6e05dfa317b182c83dc114c4fe0e9950
"[""NameVariant""]",NameVariant,"[""NameVariant""]",brian olsavsky,2785,brian olsavsky,,,,,,,,,,,mapping,af8420fcd8b25fac16c4e21c10e52c66,mapping__af8420fcd8b25fac16c4e21c10e52c66
"[""NameVariant""]",NameVariant,"[""NameVariant""]",bolsavsky,2786,bolsavsky,,,,,,,,,,,mapping,49b8b017eeb0a0d34f7e7d5f89a3f14a,mapping__49b8b017eeb0a0d34f7e7d5f89a3f14a
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Shelley Reynolds,2787,,32ec5fc746a720416749e18927068772,Amazon executive Shelley Reynolds,Company Names,AND,,,,,,1,mapping,2961074e6adf9c83fb6d0b61299d580e,mapping__2961074e6adf9c83fb6d0b61299d580e
"[""NameVariant""]",NameVariant,"[""NameVariant""]",shelly reynolds,2787,shelly reynolds,,,,,,,,,,,mapping,68707368e9785613ccddae76cca5c4be,mapping__68707368e9785613ccddae76cca5c4be
"[""NameVariant""]",NameVariant,"[""NameVariant""]",shellyreynolds,2788,shellyreynolds,,,,,,,,,,,mapping,3df020bc18d7e831242131c5b6f8a409,mapping__3df020bc18d7e831242131c5b6f8a409
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Shelley Reynolds,-1,Shelley Reynolds,,,,,,,,,,,mapping,700852969fe0bc1b44a76b19f0306b56,mapping__700852969fe0bc1b44a76b19f0306b56
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon board member Jamie Gorelick,2789,,32ec5fc746a720416749e18927068772,Amazon board member Jamie Gorelick,,,,,,,,1,mapping,2c58bff13ecfca150864027d375b270c,mapping__2c58bff13ecfca150864027d375b270c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",jamie gorelick,2789,jamie gorelick,,,,,,,,,,,mapping,06a91b9849d45a596b04f9316177bcc6,mapping__06a91b9849d45a596b04f9316177bcc6
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Daniel Huttenlocher,2790,,32ec5fc746a720416749e18927068772,Amazon executive Daniel Huttenlocher,,,,,,,,1,mapping,3f928de43c075b048da4ca0bfdf0af7c,mapping__3f928de43c075b048da4ca0bfdf0af7c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",daniel huttenlocher,2790,daniel huttenlocher,,,,,,,,,,,mapping,b8e1a24bc69c30ecfa7094c9d41036b0,mapping__b8e1a24bc69c30ecfa7094c9d41036b0
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Amazon executive Judith McGrath,2791,,32ec5fc746a720416749e18927068772,Amazon executive Judith McGrath,Company Names,AND,,,,,,1,mapping,4efc9d264061b7d920cf16de59c959bb,mapping__4efc9d264061b7d920cf16de59c959bb
"[""NameVariant""]",NameVariant,"[""NameVariant""]",judith mcgrath,2791,judith mcgrath,,,,,,,,,,,mapping,210c616981e4eef11440f041fcd4b332,mapping__210c616981e4eef11440f041fcd4b332
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Judith McGrath,-1,Judith McGrath,,,,,,,,,,,mapping,fb3e653dc308617e7ca0a9da1fbc82bc,mapping__fb3e653dc308617e7ca0a9da1fbc82bc
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Judy McGrath,-1,Judy McGrath,,,,,,,,,,,mapping,e64498107e21912a940087690c63907a,mapping__e64498107e21912a940087690c63907a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Judith Ann McGrath,-1,Judith Ann McGrath,,,,,,,,,,,mapping,af4118d399b3d37fc31e9afe73d60036,mapping__af4118d399b3d37fc31e9afe73d60036
