labels,type,type_list,variant,row_index,keyword,guid,caption_name,Secondary Terms,Join Type,Exclude Terms,Plural,Possessive,relate_column2,key_edit_time,Dupe,data_source,source_identifier,global_identifier
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Buffalo Wild Wings,1,,020cce34368d045922c32ff4a1ac63dc,Buffalo Wild Wings,,,,,,,2021.05.26 03:55:01,1,mapping,eb6500e44657e17a6225896cfc99ef84,mapping__eb6500e44657e17a6225896cfc99ef84
"[""NameVariant""]",NameVariant,"[""NameVariant""]",blazin wings,1,blazin wings,,,,,,,,,,,mapping,e754907b8f5b5fb0dce8edd3aaf9c53a,mapping__e754907b8f5b5fb0dce8edd3aaf9c53a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",buffalo wings international,2,buffalo wings international,,,,,,,,,,,mapping,fadf179c213440c78878f156c373ff6c,mapping__fadf179c213440c78878f156c373ff6c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",bwld global ii,3,bwld global ii,,,,,,,,,,,mapping,a56e630bfd5b5017587d5a70336a9678,mapping__a56e630bfd5b5017587d5a70336a9678
"[""NameVariant""]",NameVariant,"[""NameVariant""]",bwld global i,4,bwld global i,,,,,,,,,,,mapping,a3fea98a07798ca44dc898e70e577dfc,mapping__a3fea98a07798ca44dc898e70e577dfc
"[""NameVariant""]",NameVariant,"[""NameVariant""]",buffalo wild wings international,5,buffalo wild wings international,,,,,,,,,,,mapping,931e3e340f6bae235d2150774d988823,mapping__931e3e340f6bae235d2150774d988823
"[""NameVariant""]",NameVariant,"[""NameVariant""]",buffalo wild wings global franchising b.v.,6,buffalo wild wings global franchising b.v.,,,,,,,,,,,mapping,f894003dcdb53f7cc3b536f7ac51819e,mapping__f894003dcdb53f7cc3b536f7ac51819e
"[""NameVariant""]",NameVariant,"[""NameVariant""]",bww jersey wings,7,bww jersey wings,,,,,,,,,,,mapping,8ffbf96a42e0dfce936a29e07721ff1a,mapping__8ffbf96a42e0dfce936a29e07721ff1a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",bwld canada,8,bwld canada,,,,,,,,,,,mapping,7122c8982aa6b0ea5de7150a5ac425b7,mapping__7122c8982aa6b0ea5de7150a5ac425b7
"[""NameVariant""]",NameVariant,"[""NameVariant""]",wings across america,9,wings across america,,,,,,,,,,,mapping,f9eb5d487940dcf84f7cb5e8040168ce,mapping__f9eb5d487940dcf84f7cb5e8040168ce
"[""NameVariant""]",NameVariant,"[""NameVariant""]",wild wings,10,wild wings,,,,,,,,,,,mapping,e828018ef18f9825d99b9ce73449b200,mapping__e828018ef18f9825d99b9ce73449b200
"[""NameVariant""]",NameVariant,"[""NameVariant""]",buffalo wild wings,11,buffalo wild wings,,,,,,,,,,,mapping,349aeb47a74b032a9d642b5f49fd2a12,mapping__349aeb47a74b032a9d642b5f49fd2a12
"[""NameVariant""]",NameVariant,"[""NameVariant""]",buffalowildwings,12,buffalowildwings,,,,,,,,,,,mapping,5e65529094d2eed20e383d6f2d00dac4,mapping__5e65529094d2eed20e383d6f2d00dac4
"[""NameVariant""]",NameVariant,"[""NameVariant""]",wildwings,13,wildwings,,,,,,,,,,,mapping,73fd5619260ebbcc868fef3402f2f457,mapping__73fd5619260ebbcc868fef3402f2f457
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Rusty Taco,14,,020cce34368d045922c32ff4a1ac63dc,Rusty Taco,,,,,,,2022.01.20 22:29:05,1,mapping,8b2dfd2703a92eb4c52363043fd3151b,mapping__8b2dfd2703a92eb4c52363043fd3151b
"[""NameVariant""]",NameVariant,"[""NameVariant""]",rusty taco,14,rusty taco,,,,,,,,,,,mapping,6d5dce18eb72a9b360c701a7465dbaad,mapping__6d5dce18eb72a9b360c701a7465dbaad
"[""NameVariant""]",NameVariant,"[""NameVariant""]",R Taco,-1,R Taco,,,,,,,,,,,mapping,21d46fee20cffd433cb598d86eede5e8,mapping__21d46fee20cffd433cb598d86eede5e8
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Buffalo Wild Wings CEO Paul Brown,15,,020cce34368d045922c32ff4a1ac63dc,Buffalo Wild Wings CEO Paul Brown,,,,,,,,1,mapping,5a8b36c7b81463c7b7980a39cb20b61f,mapping__5a8b36c7b81463c7b7980a39cb20b61f
"[""NameVariant""]",NameVariant,"[""NameVariant""]",ceo paul brown,15,ceo paul brown,,,,,,,,,,,mapping,2ee80fd61f6a7036945191658daf749d,mapping__2ee80fd61f6a7036945191658daf749d
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Paul Brown,-1,Paul Brown,,,,,,,,,,,mapping,21da0d68b605695fad3f8995b3695382,mapping__21da0d68b605695fad3f8995b3695382
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Capri Sun,16,,029b8626847fdc22ef1f0684a4fb2300,Capri Sun,,,,,,,,1,mapping,cbcf7a1408a29211e2e402c52afe04ef,mapping__cbcf7a1408a29211e2e402c52afe04ef
"[""NameVariant""]",NameVariant,"[""NameVariant""]",caprisun,16,caprisun,,,,,,,,,,,mapping,2e12cca890274d112a32f2aa8822e785,mapping__2e12cca890274d112a32f2aa8822e785
"[""NameVariant""]",NameVariant,"[""NameVariant""]",capri sun,17,capri sun,,,,,,,,,,,mapping,e8228985230890a1b947449ad52d00e2,mapping__e8228985230890a1b947449ad52d00e2
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Roarin' Waters Capri Sun,-1,Roarin' Waters Capri Sun,,,,,,,,,,,mapping,2f200d9abfa2adb9f3319bba9fba6b44,mapping__2f200d9abfa2adb9f3319bba9fba6b44
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Capri Sun Island Refreshers,-1,Capri Sun Island Refreshers,,,,,,,,,,,mapping,c013336267f0674b38645bdcfa43736c,mapping__c013336267f0674b38645bdcfa43736c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Big Pouch Capri Sun,-1,Big Pouch Capri Sun,,,,,,,,,,,mapping,99c4149ff4efeb10474daf8c404ceb3f,mapping__99c4149ff4efeb10474daf8c404ceb3f
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Capri Sun and Capri Sun Sport,-1,Capri Sun and Capri Sun Sport,,,,,,,,,,,mapping,fd8df9e0a2c6415f6b24122119e5ad62,mapping__fd8df9e0a2c6415f6b24122119e5ad62
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Nestea,18,,029b8626847fdc22ef1f0684a4fb2300,Nestea,,,,,,,,1,mapping,17c28bc881b2559be46493cc985a2dcd,mapping__17c28bc881b2559be46493cc985a2dcd
"[""NameVariant""]",NameVariant,"[""NameVariant""]",nestea,18,nestea,,,,,,,,,,,mapping,055aa9455080ed0838fc620a880de9fe,mapping__055aa9455080ed0838fc620a880de9fe
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Femsa,19,,029b8626847fdc22ef1f0684a4fb2300,Femsa,,,,,,,,1,mapping,250490d074d208a23a8bc39d9c489ec0,mapping__250490d074d208a23a8bc39d9c489ec0
"[""NameVariant""]",NameVariant,"[""NameVariant""]",femsa,19,femsa,,,,,,,,,,,mapping,9e83a99f76c52154eed12aae2c4d03cb,mapping__9e83a99f76c52154eed12aae2c4d03cb
"[""NameVariant""]",NameVariant,"[""NameVariant""]","Fomento Económico Mexicano, S.A.B. de C.V.",-1,"Fomento Económico Mexicano, S.A.B. de C.V.",,,,,,,,,,,mapping,5bc8f82518a38ec14397d5d54ea55249,mapping__5bc8f82518a38ec14397d5d54ea55249
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Smart Water,20,,029b8626847fdc22ef1f0684a4fb2300,Smart Water,,,,,,,,1,mapping,3a24c38a017c8b267d865edc5cd151df,mapping__3a24c38a017c8b267d865edc5cd151df
"[""NameVariant""]",NameVariant,"[""NameVariant""]",smart water,20,smart water,,,,,,,,,,,mapping,e2e20b8348bc808b18ae61c84954b8fe,mapping__e2e20b8348bc808b18ae61c84954b8fe
"[""NameVariant""]",NameVariant,"[""NameVariant""]",smartwater,21,smartwater,,,,,,,,,,,mapping,a5bac03445b15eb8812192ab61d6310a,mapping__a5bac03445b15eb8812192ab61d6310a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Glaceau Smartwater,-1,Glaceau Smartwater,,,,,,,,,,,mapping,67ca401281f158ed8a01b4f6fd1b8cd1,mapping__67ca401281f158ed8a01b4f6fd1b8cd1
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Vitamin Water,22,,029b8626847fdc22ef1f0684a4fb2300,Vitamin Water,,,,,,,,1,mapping,92599853f1e364b4aa3ec0849610e122,mapping__92599853f1e364b4aa3ec0849610e122
"[""NameVariant""]",NameVariant,"[""NameVariant""]",vitamin water,22,vitamin water,,,,,,,,,,,mapping,d9d8d7e9612071a23b0bca66e5c73ce2,mapping__d9d8d7e9612071a23b0bca66e5c73ce2
"[""NameVariant""]",NameVariant,"[""NameVariant""]",vitaminwater,23,vitaminwater,,,,,,,,,,,mapping,373fbe2d2ac624871817542eddbd369e,mapping__373fbe2d2ac624871817542eddbd369e
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Energy Brands,-1,Energy Brands,,,,,,,,,,,mapping,723b814b6c38d5219dc87bf2885c90d0,mapping__723b814b6c38d5219dc87bf2885c90d0
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Glacéau,-1,Glacéau,,,,,,,,,,,mapping,023a9829ab122a89ac68ea1a1760f870,mapping__023a9829ab122a89ac68ea1a1760f870
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Glaceau,-1,Glaceau,,,,,,,,,,,mapping,23646552b9c312d8198770a857cbc0dc,mapping__23646552b9c312d8198770a857cbc0dc
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Minute Maid,24,,029b8626847fdc22ef1f0684a4fb2300,Minute Maid,,,,,,,,1,mapping,6a935508bbe0842aca2c7599079624d6,mapping__6a935508bbe0842aca2c7599079624d6
"[""NameVariant""]",NameVariant,"[""NameVariant""]",minutemaid,24,minutemaid,,,,,,,,,,,mapping,bba67baafe65caff7f8c1ae2e3052c72,mapping__bba67baafe65caff7f8c1ae2e3052c72
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Inca Kola,25,,029b8626847fdc22ef1f0684a4fb2300,Inca Kola,,,,,,,,1,mapping,8e9f2d437c65daa6dd29d7b0c412a538,mapping__8e9f2d437c65daa6dd29d7b0c412a538
"[""NameVariant""]",NameVariant,"[""NameVariant""]",inca kola,25,inca kola,,,,,,,,,,,mapping,8e0a7f9102c8e8cb15e276786f63ba70,mapping__8e0a7f9102c8e8cb15e276786f63ba70
"[""NameVariant""]",NameVariant,"[""NameVariant""]",incakola,26,incakola,,,,,,,,,,,mapping,b431013a8491c800005c500cf3f6f47b,mapping__b431013a8491c800005c500cf3f6f47b
"[""NameVariant""]",NameVariant,"[""NameVariant""]",the Golden kola,-1,the Golden kola,,,,,,,,,,,mapping,0460de2c8acaca73a1a808cfe5d77f14,mapping__0460de2c8acaca73a1a808cfe5d77f14
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Costa Coffee,27,,029b8626847fdc22ef1f0684a4fb2300,Costa Coffee,,,,,,,,1,mapping,b9f2fbfd61ffe257c0280f60b95f24a3,mapping__b9f2fbfd61ffe257c0280f60b95f24a3
"[""NameVariant""]",NameVariant,"[""NameVariant""]",costa coffee,27,costa coffee,,,,,,,,,,,mapping,66b9e46405f6b80195b565714e70b4bd,mapping__66b9e46405f6b80195b565714e70b4bd
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Costa Limited,-1,Costa Limited,,,,,,,,,,,mapping,ef8f2d0ff25e5dd7928e296507fe6731,mapping__ef8f2d0ff25e5dd7928e296507fe6731
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Costa,-1,Costa,,,,,,,,,,,mapping,d94bee3978204417fd8c11330b8d0dea,mapping__d94bee3978204417fd8c11330b8d0dea
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Simply Lemonade,28,,029b8626847fdc22ef1f0684a4fb2300,Simply Lemonade,,,,,,,,1,mapping,4183759f60d1ae496454b07b2fe20ac2,mapping__4183759f60d1ae496454b07b2fe20ac2
"[""NameVariant""]",NameVariant,"[""NameVariant""]",simply lemonade,28,simply lemonade,,,,,,,,,,,mapping,ed7fe1620de1b294bd80a08ffdb61cbb,mapping__ed7fe1620de1b294bd80a08ffdb61cbb
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Simply Orange,-1,Simply Orange,,,,,,,,,,,mapping,f1a029d946d88bfdcadbabb1a9345158,mapping__f1a029d946d88bfdcadbabb1a9345158
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Fairlife,29,,029b8626847fdc22ef1f0684a4fb2300,Fairlife,,,,,,,2021.06.08 23:38:52,1,mapping,c7527815a7b82b60dd92aacfbc7e4efd,mapping__c7527815a7b82b60dd92aacfbc7e4efd
"[""NameVariant""]",NameVariant,"[""NameVariant""]",fairlife,29,fairlife,,,,,,,,,,,mapping,f3481e772d5d0969d430a87d877927c7,mapping__f3481e772d5d0969d430a87d877927c7
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Fat-free,-1,Fat-free,,,,,,,,,,,mapping,47606029ba693baa58ce7efe9092941a,mapping__47606029ba693baa58ce7efe9092941a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Chocolate,-1,Chocolate,,,,,,,,,,,mapping,fb33a9d23f9601b9f200f243f17b8450,mapping__fb33a9d23f9601b9f200f243f17b8450
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Reduced fat,-1,Reduced fat,,,,,,,,,,,mapping,b15182cc42c0fbe961d9083b8ad41d48,mapping__b15182cc42c0fbe961d9083b8ad41d48
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Whole,-1,Whole,,,,,,,,,,,mapping,c9b4b58b566692abdb53810ace8152b9,mapping__c9b4b58b566692abdb53810ace8152b9
"[""NameVariant""]",NameVariant,"[""NameVariant""]",fa!rlife,-1,fa!rlife,,,,,,,,,,,mapping,6b18359358d993dd10154a40aa3e2878,mapping__6b18359358d993dd10154a40aa3e2878
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Seagram's,30,,029b8626847fdc22ef1f0684a4fb2300,Seagram's,,,,,,,,1,mapping,adee4118271954aad56f4db35786c575,mapping__adee4118271954aad56f4db35786c575
"[""NameVariant""]",NameVariant,"[""NameVariant""]",seagram's,30,seagram's,,,,,,,,,,,mapping,cf5f83c0ca689604601b57dae1e17f99,mapping__cf5f83c0ca689604601b57dae1e17f99
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Seagram Company Ltd.,-1,Seagram Company Ltd.,,,,,,,,,,,mapping,72b827b8655d2c05e62a7b5ef1092a8e,mapping__72b827b8655d2c05e62a7b5ef1092a8e
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Joseph E. Seagram & Sons,-1,Joseph E. Seagram & Sons,,,,,,,,,,,mapping,47b8da2ac372a4ba06cc08d41fbc4f69,mapping__47b8da2ac372a4ba06cc08d41fbc4f69
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Barq's,31,,029b8626847fdc22ef1f0684a4fb2300,Barq's,,,,,,,,1,mapping,185431cc7757865757e3d1b685aad2ca,mapping__185431cc7757865757e3d1b685aad2ca
"[""NameVariant""]",NameVariant,"[""NameVariant""]",barq's,31,barq's,,,,,,,,,,,mapping,e69eb3d736f5decfa104a663c9fc2a0b,mapping__e69eb3d736f5decfa104a663c9fc2a0b
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Diet Root Beer,-1,Diet Root Beer,,,,,,,,,,,mapping,faee5d9a9d6da44be8ee2232f63fdf69,mapping__faee5d9a9d6da44be8ee2232f63fdf69
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Red Crème Soda,-1,Red Crème Soda,,,,,,,,,,,mapping,eed6e4a1b8e03c68933a6c5419e08bab,mapping__eed6e4a1b8e03c68933a6c5419e08bab
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Diet Red Crème Soda,-1,Diet Red Crème Soda,,,,,,,,,,,mapping,6ab90bd7ed9b3aa1071be483ec3c56bc,mapping__6ab90bd7ed9b3aa1071be483ec3c56bc
"[""NameVariant""]",NameVariant,"[""NameVariant""]",French Vanilla Crème Soda,-1,French Vanilla Crème Soda,,,,,,,,,,,mapping,99eb997b577ac3a95eb4a73fefe6a750,mapping__99eb997b577ac3a95eb4a73fefe6a750
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Birch Beer,-1,Birch Beer,,,,,,,,,,,mapping,edb5a26805179c5cee22bec51c29b8dc,mapping__edb5a26805179c5cee22bec51c29b8dc
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Diet French Vanilla Crème Soda,-1,Diet French Vanilla Crème Soda,,,,,,,,,,,mapping,cca62c105ff183f68408b4681c2745be,mapping__cca62c105ff183f68408b4681c2745be
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Floatz,-1,Floatz,,,,,,,,,,,mapping,b65efba532028a2c3110eafb3517c83b,mapping__b65efba532028a2c3110eafb3517c83b
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Peach,-1,Peach,,,,,,,,,,,mapping,fdead45ddc1792ef7749aaefb5de3935,mapping__fdead45ddc1792ef7749aaefb5de3935
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Honest Tea,32,,029b8626847fdc22ef1f0684a4fb2300,Honest Tea,,,,,,,,1,mapping,129a3ec7d1de9ec582b8284c02be3231,mapping__129a3ec7d1de9ec582b8284c02be3231
"[""NameVariant""]",NameVariant,"[""NameVariant""]",honest tea,32,honest tea,,,,,,,,,,,mapping,3460947ad2ecc2ac88429b21694673bb,mapping__3460947ad2ecc2ac88429b21694673bb
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Simply Limeade,33,,029b8626847fdc22ef1f0684a4fb2300,Simply Limeade,,,,,,,,1,mapping,e3b46b50aa2a44dd636cecb147226303,mapping__e3b46b50aa2a44dd636cecb147226303
"[""NameVariant""]",NameVariant,"[""NameVariant""]",simply limeade,33,simply limeade,,,,,,,,,,,mapping,c2fd41dde948bdfb5d090165485384fb,mapping__c2fd41dde948bdfb5d090165485384fb
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Simply Orange,-1,Simply Orange,,,,,,,,,,,mapping,f1a029d946d88bfdcadbabb1a9345158,mapping__f1a029d946d88bfdcadbabb1a9345158
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Embotelladora Andina,34,,029b8626847fdc22ef1f0684a4fb2300,Embotelladora Andina,,,,,,,,1,mapping,fefd4727adc9abe224efb7471872c8d7,mapping__fefd4727adc9abe224efb7471872c8d7
"[""NameVariant""]",NameVariant,"[""NameVariant""]",embotelladora andina,34,embotelladora andina,,,,,,,,,,,mapping,a61300cb3de20d57b53437a3f96baed5,mapping__a61300cb3de20d57b53437a3f96baed5
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coca-Cola Andina,-1,Coca-Cola Andina,,,,,,,,,,,mapping,f1a08bd62db7404ce8af75568153f7ca,mapping__f1a08bd62db7404ce8af75568153f7ca
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Gold Peak Tea,35,,029b8626847fdc22ef1f0684a4fb2300,Gold Peak Tea,,,,,,,,1,mapping,9dd72c4bc66b0a32f65e1f32a1e57d8a,mapping__9dd72c4bc66b0a32f65e1f32a1e57d8a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",gold peak tea,35,gold peak tea,,,,,,,,,,,mapping,46784bae26f5c837215be8e50286bd70,mapping__46784bae26f5c837215be8e50286bd70
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Glaceau,36,,029b8626847fdc22ef1f0684a4fb2300,Glaceau,,,,,,,,1,mapping,8de03b72aa94937a02865b3b5e9e1075,mapping__8de03b72aa94937a02865b3b5e9e1075
"[""NameVariant""]",NameVariant,"[""NameVariant""]",glaceau,36,glaceau,,,,,,,,,,,mapping,7eba364fedb3fad213d12ba8c289440d,mapping__7eba364fedb3fad213d12ba8c289440d
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Energy Brands,-1,Energy Brands,,,,,,,,,,,mapping,723b814b6c38d5219dc87bf2885c90d0,mapping__723b814b6c38d5219dc87bf2885c90d0
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",International Beverages,37,,029b8626847fdc22ef1f0684a4fb2300,International Beverages,,,,,,,,1,mapping,c72aa1cb8f707b6231e2e773c53b7402,mapping__c72aa1cb8f707b6231e2e773c53b7402
"[""NameVariant""]",NameVariant,"[""NameVariant""]",international beverages,37,international beverages,,,,,,,,,,,mapping,a4c32e01f3d3704dfda027ae2508ffa7,mapping__a4c32e01f3d3704dfda027ae2508ffa7
"[""NameVariant""]",NameVariant,"[""NameVariant""]",International Beverages Trading,-1,International Beverages Trading,,,,,,,,,,,mapping,a2921da42291ebe95e5fea31196f7a02,mapping__a2921da42291ebe95e5fea31196f7a02
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Grand Royal,-1,Grand Royal,,,,,,,,,,,mapping,30897f5f3d77e5609aea6032ed263fb8,mapping__30897f5f3d77e5609aea6032ed263fb8
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Diamond Beverages,38,,029b8626847fdc22ef1f0684a4fb2300,Diamond Beverages,,,,,,,,1,mapping,5532cba5eaec706dfb8e1ea1c83746df,mapping__5532cba5eaec706dfb8e1ea1c83746df
"[""NameVariant""]",NameVariant,"[""NameVariant""]",diamond beverages,38,diamond beverages,,,,,,,,,,,mapping,c8fe72756fb322ebd31bee88c346d97a,mapping__c8fe72756fb322ebd31bee88c346d97a
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Coca-Cola,39,,029b8626847fdc22ef1f0684a4fb2300,Coca-Cola,,,,,,,,1,mapping,a066ed28d1062aac5c0c89ccdb018f02,mapping__a066ed28d1062aac5c0c89ccdb018f02
"[""NameVariant""]",NameVariant,"[""NameVariant""]",coke subsidiary,39,coke subsidiary,,,,,,,,,,,mapping,e4794a64428292046a490e7baa839088,mapping__e4794a64428292046a490e7baa839088
"[""NameVariant""]",NameVariant,"[""NameVariant""]",cocacola,40,cocacola,,,,,,,,,,,mapping,beef54d7dd3da185c869dbb612cd939c,mapping__beef54d7dd3da185c869dbb612cd939c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",cocacolaco,41,cocacolaco,,,,,,,,,,,mapping,41ae8315e60623c55b0dbdb73b51816c,mapping__41ae8315e60623c55b0dbdb73b51816c
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coca-Cola Cherry,-1,Coca-Cola Cherry,,,,,,,,,,,mapping,c5801222d54c48e8f201cd9ed4939f3f,mapping__c5801222d54c48e8f201cd9ed4939f3f
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coca-Cola Lime,-1,Coca-Cola Lime,,,,,,,,,,,mapping,a3dbff08f5b68d105dcdc6e46db04ea6,mapping__a3dbff08f5b68d105dcdc6e46db04ea6
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coca-Cola Citra,-1,Coca-Cola Citra,,,,,,,,,,,mapping,70998660a37a8b406436322c7d72cb9e,mapping__70998660a37a8b406436322c7d72cb9e
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Diet Coke,-1,Diet Coke,,,,,,,,,,,mapping,b5b572a596627ccbdf3fb7568d3ef206,mapping__b5b572a596627ccbdf3fb7568d3ef206
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coca-Cola Mango,-1,Coca-Cola Mango,,,,,,,,,,,mapping,736d2c2a9032c022c4c07dba9ab3c060,mapping__736d2c2a9032c022c4c07dba9ab3c060
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coca-Cola Life,-1,Coca-Cola Life,,,,,,,,,,,mapping,e460f58541fdf6af2f853a925e794800,mapping__e460f58541fdf6af2f853a925e794800
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coca-Cola Vanilla,-1,Coca-Cola Vanilla,,,,,,,,,,,mapping,460c03c80978930aea079dc4b515ae54,mapping__460c03c80978930aea079dc4b515ae54
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Diet Coke Caffeine-Free,-1,Diet Coke Caffeine-Free,,,,,,,,,,,mapping,47acb3c6247729f517a3196da820c303,mapping__47acb3c6247729f517a3196da820c303
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Caffeine-Free Coca-Cola,-1,Caffeine-Free Coca-Cola,,,,,,,,,,,mapping,57d494b7189e69e1043b6a3558f75e6a,mapping__57d494b7189e69e1043b6a3558f75e6a
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coca-Cola Zero Sugar,-1,Coca-Cola Zero Sugar,,,,,,,,,,,mapping,3eebc208e1624bd6704182864cc9c423,mapping__3eebc208e1624bd6704182864cc9c423
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Coke,-1,Coke,,,,,,,,,,,mapping,1e516c1ccc26c648ef6be6d9eef06eda,mapping__1e516c1ccc26c648ef6be6d9eef06eda
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Coca-Cola executive Beatriz Perez,42,,029b8626847fdc22ef1f0684a4fb2300,Coca-Cola executive Beatriz Perez,Company Names,AND,,,,,,1,mapping,1c20eeef5da2983a2be986352cdc01d3,mapping__1c20eeef5da2983a2be986352cdc01d3
"[""NameVariant""]",NameVariant,"[""NameVariant""]",beatriz perez,42,beatriz perez,,,,,,,,,,,mapping,9b8fc7f61cf6919a00dfdfc416023af7,mapping__9b8fc7f61cf6919a00dfdfc416023af7
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Coca-Cola executive Manuel Arroyo,43,,029b8626847fdc22ef1f0684a4fb2300,Coca-Cola executive Manuel Arroyo,Company Names,AND,,,,,,1,mapping,83520d819fadb9b7750734b687ce2cb8,mapping__83520d819fadb9b7750734b687ce2cb8
"[""NameVariant""]",NameVariant,"[""NameVariant""]",manuel arroyo,43,manuel arroyo,,,,,,,,,,,mapping,81f3012eb003618c8e1ed39b1b040786,mapping__81f3012eb003618c8e1ed39b1b040786
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Manuel Arroyo y Lorenzo,-1,Manuel Arroyo y Lorenzo,,,,,,,,,,,mapping,fb81b387ea98ad82bf1d23ada901f16d,mapping__fb81b387ea98ad82bf1d23ada901f16d
"[""NameVariant""]",NameVariant,"[""NameVariant""]",Manuel Arroyo Lorenzo,-1,Manuel Arroyo Lorenzo,,,,,,,,,,,mapping,60341675b86775e4d6bf676f9d9cf099,mapping__60341675b86775e4d6bf676f9d9cf099
"[""NameVariant"",""Caption""]",Caption,"[""NameVariant"",""Caption""]",Coca-Cola CEO James Quincey,44,,029b8626847fdc22ef1f0684a4fb2300,Coca-Cola CEO James Quincey,Company Names,AND,,,,,,1,mapping,22787c4cb1001628263466563df720a7,mapping__22787c4cb1001628263466563df720a7
"[""NameVariant""]",NameVariant,"[""NameVariant""]",james quincey,44,james quincey,,,,,,,,,,,mapping,93df9023a2cb6f52b43b937b2271ebd0,mapping__93df9023a2cb6f52b43b937b2271ebd0
"[""NameVariant""]",NameVariant,"[""NameVariant""]",jim quincey,45,jim quincey,,,,,,,,,,,mapping,dc9a8175ab015c5a41dfd1b5856e2fb5,mapping__dc9a8175ab015c5a41dfd1b5856e2fb5
