source_global_identifier,destination_global_identifier,rel_type,rel_properties $
mapping__https://en.wikipedia.org/wiki/Insulin_aspart,mapping__c97d36e36faa7f19208c768ee4e4e63e,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Insulin_aspart,mapping__abec1c75f30d642400bce94faad3c69d,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Insulin_aspart,mapping__abeb550c64bef5478ad21e94d9adf360,NAMEVARIANT,"{""from"":""external""}"
mapping__Dolutegravir,KP__8fc49fc4a1c567169f4d2092122c70b0,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Dolutegravir,mapping__8839fabfe0b243e6842005edb61d387b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Dolutegravir,mapping__806c2528edd6ad0b8b3fd9bf14bfc791,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Insulin_glargine,KP__8fc49fc4a1c567169f4d2092122c70b0,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Insulin_glargine,mapping__eb2fa0ec4800357d1b9eebc76341c932,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Insulin_glargine,mapping__738c813e625d6b648417c0c3ffa028f5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Insulin_glargine,mapping__51b3c896d92013f5317994c9b49d856f,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Insulin_glargine,mapping__29ab545228b2ab07174ec731f8f0863d,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Insulin_glargine,mapping__2a8419c4b2068c7c72ee6d0b3277ad77,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Insulin_glargine,mapping__7be49ffffc5e59eb4fd9729a840cbd0c,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Insulin_glargine,mapping__22d8b4b92f63305f8eddf3c81c560b22,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Ronan_Dunne,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__https://en.wikipedia.org/wiki/Ronan_Dunne,mapping__62a1365c6e92b495150180ef9e34d373,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Ronan_Dunne,mapping__8434a231abee4017a37877909496df68,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Ronan_Dunne,mapping__c1e2b2c381f3672b35974a3921e79bfa,NAMEVARIANT,"{""from"":""external""}"
mapping__Matthew Ellis,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Matthew Ellis,mapping__9dc5918c88dbc3e6025a171b64002dec,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Matthew Ellis,mapping__7356768e4d0c6eb5f027671702426de7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Tami Erwin,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Tami Erwin,mapping__687687492209f3b61202e403d02d525e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Tami Erwin,mapping__94c8544156bad91372d9a9b4007ffac6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Tami Erwin,mapping__bbcf84eb20b53f0347b8ea88269bb0c6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Samantha Hammock,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Samantha Hammock,mapping__5e6542b623f98ef3b3139bb08fcf2037,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Samantha Hammock,mapping__cf3cbc2aec66be82149c989bdded31f6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Samantha Hammock,mapping__fab01aa975a574aad5c8f969cf094f20,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__James Gerace,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__James Gerace,mapping__4216cdf07c86690b82dd4f454e6d7cbc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__James Gerace,mapping__89945bc0c9f256d6169b9836b425f310,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rose Stuckey Kirk,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rose Stuckey Kirk,mapping__2b8abb37b298b88f4a8d00cb8bed4007,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rose Stuckey Kirk,mapping__c50ba221774c3443f723e816399f9cd7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rose Stuckey Kirk,mapping__c74a63c3bb21975f3110b5fb77b12e94,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rose Stuckey Kirk,mapping__e4e018e5573125a90b988e9d3d5896ee,NAMEVARIANT,"{""from"":""external""}"
mapping__Kyle Malady,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Kyle Malady,mapping__8d4e13cf3f84b1ffb7970486ad8e1dd6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Kyle Malady,mapping__62b4adf810604d74e6e5b3c8bd3d8c91,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rima Qureshi,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rima Qureshi,mapping__94e6ebe0566ad19ee1aa67eb184b0982,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rima Qureshi,mapping__318fb569274e935e5f145696c9530f45,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rima Qureshi,mapping__6a0d3dadc4972dc0f058d72eca64f511,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Diego Scotti,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Diego Scotti,mapping__3f5d987b9bc7a441c9edbac11d072530,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Diego Scotti,mapping__c84b5bd58f770edcb9e099c404a385bb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Diego Scotti,mapping__d7d5c57f2188ac068f16fb4b82378e3e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Craig Silliman,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Craig Silliman,mapping__5d8d139726cb4804ef7021d0cfb42ff6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Craig Silliman,mapping__62b895d5096a94a8fb567903155e1486,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Clarence Otis,mapping__https://en.wikipedia.org/wiki/Verizon_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Clarence Otis,mapping__ff4878920a264c434a2828602bf4694d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Clarence Otis,mapping__847deeb362cc9f6932f911d677d59570,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,KP__79a633182a6b6a0619e9e4b7a81a9174,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__bacd7f3671bfb33ff556455870190ae6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__e3deeaae5a2bf3062cae6ba0c8e26c7e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__d8e4f7c9ef1a32c2e738b647cdf82010,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__cfc8c1c630056a1ac6af6ae26038fe80,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__7e0312b4bf97ae7c374c1f8b8d0f28a5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__1428b14ddb0eae3580ac4f47d5ccac27,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__f4875c8184e6362676d7c191a82e95e8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__99564b743c97a01ddaaa0ef8d2aab996,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__6b647ee18bc977ce44a010b1dca54d74,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__3d9853759dd0c2c2e08cd8d531c65fe9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__20613bbe26e54128bd2b2ed58c66b315,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Standard_Chartered,mapping__cd076a58d19acdb90ae94c34d19c656a,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Permata_Bank,KP__79a633182a6b6a0619e9e4b7a81a9174,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Permata_Bank,mapping__0940a5dd38deaffbb2ca5f630651b77a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Permata_Bank,mapping__ed121f0f7dbd106f681c36ebbe605d0a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Permata_Bank,mapping__f4c1e9e0662b035e6002aa19f2fdacad,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Bill_Winters,KP__79a633182a6b6a0619e9e4b7a81a9174,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bill_Winters,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__https://en.wikipedia.org/wiki/Bill_Winters,mapping__85e5aded0543a3defe983a4f93bc3f7f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bill_Winters,mapping__751d40b43b5565718ea479f4627b9132,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bill_Winters,mapping__1ee4491d9209ba748b22178fc5dc8b78,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bill_Winters,mapping__e7b01d57f568fe57b92d0020b543db49,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bill_Winters,mapping__7ec27936610a805eef0e283bee5f2a55,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Bill_Winters,mapping__8435effb92906c353d80a796cb208e2f,NAMEVARIANT,"{""from"":""external""}"
mapping__Adnan Akhtar,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Adnan Akhtar,mapping__5cfb352e16dc75b46e179d08f68785d1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Adnan Akhtar,mapping__f866689a3987f800ee42614bc5cb5a3c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Amanda Mellor,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Amanda Mellor,mapping__ed7b2e1c867bc7abcd79485df21b4987,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Amanda Mellor,mapping__2f348e457e48c2c89e6eddc454b289d3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Andrew Lawrence,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Andrew Lawrence,mapping__b4d1efd321086fa50ca52d100427e777,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Andrew Lawrence,mapping__a1fafacb0a715eeb58381fa627c1a587,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Andy Beer,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Andy Beer,mapping__6f13989f7785a5127a08e8b0b6c9688a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Andy Beer,mapping__c0d28c672fa3e9df9aae2938086e8097,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Benjamin Hung,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Benjamin Hung,mapping__d942e6aaad5a8a415ac89bc2fa545df7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Benjamin Hung,mapping__5180cdc1b03c8d7d1214d024bed8ad36,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Byron Grote,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""board member""}"
mapping__Byron Grote,mapping__67d10de52ef0df3dfaf89c7a09e3e7e5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Byron Grote,mapping__206b46245ced1c9f6ffc53b248fb0d05,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Carlson Tong,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Carlson Tong,mapping__b36f016532243348ba4a11c856abc387,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Carlson Tong,mapping__8f18946a8a89e2a527e539c0b9d62d47,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Chamalie Serasinghe,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Chamalie Serasinghe,mapping__b311be479c838aa9ddbe543b03ce30c1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Chamalie Serasinghe,mapping__d4bfbf5c2ecb70ee35bf1ce2e9abe2e9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Chris Helme,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Chris Helme,mapping__957f2b617597da702f22c076ab0753c0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Chris Helme,mapping__8d9858868e5a4f1450e255068929b973,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__David Conner,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""board member""}"
mapping__David Conner,mapping__2d6aba2938206415a010febe62cd7f83,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__David Conner,mapping__a8d38808d6bebf916b490bed56ec51aa,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__David Conner,mapping__43c1d9c8b6006f983371b884b2f3749b,NAMEVARIANT,"{""from"":""external""}"
mapping__David Fein,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__David Fein,mapping__0289f49636ec1f2d7e281c2e49128219,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__David Fein,mapping__26f8a14e1c3dce0653d117538be2377b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__David Tang,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""board member""}"
mapping__David Tang,mapping__fca52079f5d434a6dac2585733f451f5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__David Tang,mapping__749468f19827c8a29211fa5105bc3a4a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__David Whiteing,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__David Whiteing,mapping__f0d7efe43f9e75c42a94b267037fb6af,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__David Whiteing,mapping__c12ac8a9f6a83c0d90b9043fd8a4b453,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Gay Huey Evans,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""board member""}"
mapping__Gay Huey Evans,mapping__9056f58afbcb6703beb365ebe6d51d55,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Gay Huey Evans,mapping__f4a06f10d36efb29d4611364978d1dd8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Gerard Kenneally,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Gerard Kenneally,mapping__53c58723ff397e4504321e50d9f64870,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Gerard Kenneally,mapping__2ee28a72c6acea7fad98f2bda8dbc1da,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Jillian Kavanagh,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Jillian Kavanagh,mapping__eb17b529885c2107c8ac6df528c04ed9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Jillian Kavanagh,mapping__34425493694b606399a130b4ccd48100,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Jonathan Howard,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Jonathan Howard,mapping__b09f38104c8446189b2f7afbce8f2323,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Jonathan Howard,mapping__8d60d1cb622dc159680ae176fa015dff,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__José Viñals,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""chairman""}"
mapping__José Viñals,mapping__38de2f03d428de9c8477a3132cf23150,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__José Viñals,mapping__736a17c400da39d1dc97e27856677dab,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Judy Hsu,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Judy Hsu,mapping__80776e11ea6e9a0ff708116b87327b1e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Judy Hsu,mapping__6ab3897fbeef56982b44882de178a9ae,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Maria Ramos,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Maria Ramos,mapping__4ab9fe23e9ada95cea1f92f616f4a584,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Maria Ramos,mapping__e3f783eba3ca85e3f27ed35255ee80cb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Michael Gorriz,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Michael Gorriz,mapping__4e82983c556b23d131394a84707a123f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Michael Gorriz,mapping__995c4bb507b563adb88d8ea0861636e7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Naguib Kheraj,KP__cUbkMSwoq8KfkjK582yQGY,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Naguib Kheraj,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""board member""}"
mapping__Naguib Kheraj,mapping__5eeb6cc720ca22427b61daea54622b2e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Naguib Kheraj,mapping__73b7093a74e2b841872e8401279dd8c5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Phil Rivett,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""board member""}"
mapping__Phil Rivett,mapping__f3800877cb0bc8d28e6e1e93e9fa3bd1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Phil Rivett,mapping__ba1fed5858f7dd84c29ff287562a77ce,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Simon_Cooper_(fictional_character),mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__https://en.wikipedia.org/wiki/Simon_Cooper_(fictional_character),mapping__289c245dc78625845ef9290c01a23947,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Simon_Cooper_(fictional_character),mapping__00dd23e7c0b3541af1c932e18d48a0ed,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sunil Kaushal,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Sunil Kaushal,mapping__aab3e3108a47922cd7ab73e40b9531ac,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sunil Kaushal,mapping__73ef160b43dbd11ef70138deb9f4c00d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Tracey_McDermott,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__https://en.wikipedia.org/wiki/Tracey_McDermott,mapping__065e96e31abae272a4502fede7193fca,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Tracey_McDermott,mapping__199451cbd7cfc63663dfad5cf39379f5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Tracey_McDermott,mapping__ad53c4a8973b9b92e5e1cc94c0c869e8,NAMEVARIANT,"{""from"":""external""}"
mapping__William Mccallum,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__William Mccallum,mapping__f88a62207e23104e33eb5df6a32e6efb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__William Mccallum,mapping__5c60c40011b33318cfa49df358b7e8c3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Yamuna Silva,mapping__https://en.wikipedia.org/wiki/Standard_Chartered,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Yamuna Silva,mapping__16658132b8c8f3af141e53bb0683308d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Yamuna Silva,mapping__695c1242e29e1d1513faa80addc832a5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Ollie's_Bargain_Outlet,mapping__60b19a962415b5e5062243f84b007c14,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Ollie's_Bargain_Outlet,mapping__ffa613cc13172332fe6ed7fa51ee4350,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Ollie's_Bargain_Outlet,mapping__8e38d14f101afa601af347a04c4d6283,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Ollie's_Bargain_Outlet,mapping__667263d82ab34822be5a9b266e516558,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
