source_global_identifier,destination_global_identifier,rel_type,rel_properties
mapping__https://en.wikipedia.org/wiki/N/A,mapping__f4ea95d1906952181c8ce7776549ed80,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__9f4ab93c0d0d08e87e37bd6657475671,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__f6f9debe5b2230f95cf33b2d5e3b5241,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__2e5238d9c766e80f5bdfbedfc63f303d,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__9a56ec09261a20abdccb57e1c25705fa,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__97292e26b7501b2b5c9c95fe40041920,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__10af62de6faae5434cc3c21b28f5b100,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__7ce0f5c5dd40ac10632a8df3bcbfd9c2,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Delaware Dam""",mapping__28c58b763b970d92cf61a226f2cb2dad,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Delaware Dam""",mapping__c198686a3d2b026edfeff8bf8fec5e77,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Detroit_Dam,mapping__2b50f9a1a9c88f0c1fbc92dcbd5a2909,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Detroit_Dam,mapping__99c0cd1aa553bc07afdd12e97053504f,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Dexter Reservoir and Dexter Dam""",mapping__667100b04c7ed388a809e603bf2e4619,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Dexter Reservoir and Dexter Dam""",mapping__6ba14b42594ae4b0ce67e9f58463a01f,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Diablo_Dam,mapping__8464e387e5295ea8608d7c83ef89fc6a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Diablo_Dam,mapping__37a2981d80a4ff978d1b28f5bea740ae,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Diablo_Dam,mapping__44829677e8034c8501b5f36413ec1859,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Dillon_Reservoir,mapping__ad40c026ca38647c69953674d05059d0,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Dillon_Reservoir,mapping__bc4be675bd132eaf7310e198a5e4b7f2,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Dogwood Dam""",mapping__5cb67dec86c559b20a5d50e21c1c8611,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Dogwood Dam""",mapping__d1537bb13a92b8175cfab423f5b62ade,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__429cdc37353b23dd2650ffbe92db28de,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__36fc0215792662ebb2101caadc18533a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Douglas_Dam,KP__f7ea90bf298f69e57a58a655768e7803,SAMEAS,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Douglas_Dam,mapping__ac21df3137e7a4dc6012a19d5d2c31ad,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Douglas_Dam,mapping__8ae5e2ac7cad10ffb4ab7b6c02e17305,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Dover Dam""",mapping__24e0bb0328e3444bc7fd01cb1770ce0c,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Dover Dam""",mapping__a74e9623d31ded949caf1b8498fb0db3,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Dry_Falls_Dam,mapping__5c091ecf9423121fcbc1200e2c728e24,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Dry_Falls_Dam,mapping__e6bc09c1e72bc5922eed02c287166461,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/East_Brimfield_Dam,mapping__7a22c21e409469bde0ff809ead285965,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/East_Brimfield_Dam,mapping__cd5f1e9048531ba065efac06e4384b96,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Elephant_Butte_Dam,mapping__7eceb458f73a5909f36e39ce8431799f,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Elephant_Butte_Dam,mapping__52b928e9b5899cb63813fd9b1152fd26,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Elephant_Butte_Dam,mapping__31f60d0044fe05e2c99831034d5e54f7,NAMEVARIANT,"{""from"":""external""}"
"mapping__""Elk River Dam""",mapping__87f08446ec23be16b0230469145ac708,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Elk River Dam""",mapping__d6e4b96f50b06fd97378abc4d8756ded,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Elkhead_Reservoir,mapping__b5f00662f9183785a46979f02fb01cf7,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Elkhead_Reservoir,mapping__003228878105f8902a44268f4b0fed75,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Elwha_Dam,mapping__b8b70f8213e1fb2b236256cc54be91c9,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Elwha_Dam,mapping__5e622aa89b326c9d20a63aeed267f5d1,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Englewood_Dam,mapping__3d18eaa3a95fd0323b0482f193d07ec2,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Englewood_Dam,mapping__c22ea5717379b2867fff4f3b83fec255,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__cdaef61ce25fa1ab0dac7b96aee2547c,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__8a0adcdf673490fdf134e33d6a5e637f,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Fall Creek Falls Dam""",mapping__966faaee4112e749ec811f6fb6445471,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Fall Creek Falls Dam""",mapping__fcf365dcfb03768711bd672dc726257a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fern_Ridge_Reservoir,mapping__790feb48962fdcac8942b610aaed4991,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fern_Ridge_Reservoir,mapping__64dfc93ee784d30009c0e8170484efb4,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fern_Ridge_Reservoir,mapping__f4ada2c704bb9ece5fb0867b58b4124d,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__9f69cd030ea470a3c0df0237d5a9f855,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__c60889702d6188f6cc3ec83f41a8fc46,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fontana_Dam,mapping__c053776c0ee39c8f9e3cf69d19220d32,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fontana_Dam,mapping__0264a9ad8e3ff0898d9fa89ef4e8f275,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Forge Pond Dam""",mapping__3bf3591d72b9856c7c98744c3c53712b,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Forge Pond Dam""",mapping__12d88bd903ccf0797144a0e47c2f43b2,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fort_Cobb_Reservoir,mapping__2e94c6ae1ee538470d4c79f2de1ccf51,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fort_Cobb_Reservoir,mapping__25fde086ac8b11964731aac265c7717e,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fort_Loudoun_Dam,mapping__f774db1a65013dc5e5658a2e88e0b95a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fort_Loudoun_Dam,mapping__b238b18e68fa6a3c248757557aa5a096,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fort_Patrick_Henry_Dam,mapping__9b6c24c2cb3f939168cd91e4f9e31f0f,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Fort_Patrick_Henry_Dam,mapping__f1d3352e4ff7577f3e41d9cadb88692d,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Foss_Reservoir,mapping__4131b3749bba628cac35ad82b0358d09,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Foss_Reservoir,mapping__03e5fcd2692539712e00e9d20945450a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Foster Reservoir and Foster Dam""",mapping__efdae6b3724436ca5b5e97e912047d92,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Foster Reservoir and Foster Dam""",mapping__e83d572bb355d2f4e00b8ea6448031e9,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Framingham_Reservoir_No._1_Dam_and_Gatehouse,mapping__efd0d2b84072394f9aa1c6e28aedcc80,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Framingham_Reservoir_No._1_Dam_and_Gatehouse,mapping__4d4ed924fe635851df470d449abe20e8,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Framingham_Reservoir_No._1_Dam_and_Gatehouse,mapping__92c753cf9275746812dda005da205621,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Galisteo_Dam,mapping__ba26b521bacbfab4dc0f02767818cfab,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Galisteo_Dam,mapping__afe10d1c2d57f9209b560936b16d5436,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Lake_Gaston,mapping__d7515ec8c9455631bf74500ccaa72957,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Lake_Gaston,mapping__d42b8752aaa29c59c7523e58b2097a4f,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Lake_Gaston,mapping__d598d70fb538aa4a8b5c6b9c022dfbe9,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__8cd6fd61cefb713c54702e5fe1d57b27,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__b2477ea37325f20d3193006fd4716638,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Georgetown_Reservoir,mapping__288ba3c32e86582bd43c9fe5a7cb1e70,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Georgetown_Reservoir,mapping__a57d174d7d580e7ea6de733ddaf6d961,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Miami_Conservancy_District,mapping__e38512469d6d8b730511f7ddfa7d32f3,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Miami_Conservancy_District,mapping__5105bb730c9229574576e7fd320a4471,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Miami_Conservancy_District,mapping__202b1a5c9f98b6276bcf15f2e84a896b,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Glines_Canyon_Dam,mapping__414105f41271ecfd18e770c0c51d0bc8,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Glines_Canyon_Dam,mapping__3a9b6009d1a4f2b018b0b9a3e6e41dc0,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Glines_Canyon_Dam,mapping__1b58c69b5226a91e6f674b04ae0a447a,NAMEVARIANT,"{""from"":""external""}"
"mapping__""Goat Rock Dam""",mapping__b7fdd64f1e6f612a4054ec65d9fd8e5b,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Goat Rock Dam""",mapping__bc2dd27263c0a3f79cf6618be55d7da7,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Skagit_River_Hydroelectric_Project,mapping__515100e6c260ad4af64c305f9c198e71,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Skagit_River_Hydroelectric_Project,mapping__af92ef4dc03840c2906b56debc1e4e2d,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Skagit_River_Hydroelectric_Project,mapping__49acda71bef568fca0a03e41b79ae1c3,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Grand_Coulee_Dam,mapping__fdc2c0d4c86546a913e31c962babbf53,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Grand_Coulee_Dam,mapping__b6aba4ca249fcd1eeb1e099117597dec,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Seneca_Dam,mapping__2c0c38df137bba2c95419f1d4718ba64,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Seneca_Dam,mapping__2ffa009e7b1da703c8f91497d4e02efd,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Seneca_Dam,mapping__d1d4b98c7eb7b462cad379c641ea9120,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__4d61496b9041431bb7bfdd17d224ad05,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__78df8f2b39e90336f89d2e6dc9045a5c,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__bf62c41b30675973b9c1d1de00c9ee4e,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__b4027a37d8b8d60e98b5d576d613687d,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Green_Mountain_Reservoir,mapping__04303863432c4a91e30865a240e8271a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Green_Mountain_Reservoir,mapping__9f2147b2911cb77275a1365b4fe37bd1,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__c8dd544a640b60a254d1eb632a27e51d,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__d6f4cf94502fecccc29b9ff485338602,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Griggs_Dam,mapping__a72a7ba9b3c4e4eccaa659c44da8b422,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Griggs_Dam,mapping__2d1d27bfc46460df42298813f976d41c,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Griggs_Dam,mapping__caa2d2a6d2e05554eb81954bd06f3160,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Gross_Reservoir,mapping__8626f0df81cc533d29e4368ec3cb76cd,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Gross_Reservoir,mapping__60cf76e49edc6fa2e6eefdbdfde5177b,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Gross_Reservoir,mapping__50d19bda1947065e25c0a3eda75f7a10,NAMEVARIANT,"{""from"":""external""}"
"mapping__Dam""",KP__43HVvHc8MKxdCQhu1bgxU6,SAMEAS,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__Dam""",mapping__b95745b0cbdf50a08641fd331afc2015,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__Dam""",mapping__28804537ecc8f02074385f025f44234a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__Dam""",mapping__f5af676c53dd84f2e8b324c264f4ef31,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Hannibal_Locks_and_Dam,mapping__14b7450c3b9510bcebb0c18491c10e2b,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hannibal_Locks_and_Dam,mapping__a2cf28042d0c1ab017702d62d4fe4faf,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__747f382b1fe050e1b0fb844398ba13c5,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__48539d97a4a917d719c56e28b391f288,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hartwell_Dam,mapping__905ac053f6c6632faedf3b0156abac7d,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hartwell_Dam,mapping__a25bd92eb3b4203e6279fcde66803c8a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hells_Canyon_Dam,mapping__28066c5a00081e532068cf9546f96fc5,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hells_Canyon_Dam,mapping__7b1157334ec302f960f6ef39c9565809,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hells_Canyon_Dam,mapping__040b0ddc3b99bc508db833c0df2321c6,NAMEVARIANT,"{""from"":""external""}"
"mapping__""Herb Parsons Dam""",mapping__522a34b187ef707da9369e4205be27ef,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Herb Parsons Dam""",mapping__505dca736a57b537b14c9e4437badb19,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Hewitt Pond Dam""",mapping__70bbbbaf9edc1149fababfc31a86b22b,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Hewitt Pond Dam""",mapping__2d592da0310ea7f2e7848242f7f52a0d,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hickory_Log_Creek_Dam,mapping__14af421418efae4276ed3667b1fbb5e5,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hickory_Log_Creek_Dam,mapping__1f44528e635ee63be2bad9707506c602,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Hills Creek Reservoir & Hills Creek Dam""",mapping__e0d8d8808782f040d8a32ba1ad107463,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Hills Creek Reservoir & Hills Creek Dam""",mapping__7c21f72e8db4a37cc1273b89654a6eeb,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hiwassee_Dam,mapping__09a01d17b2511d01078a44f9b7f8bbf4,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hiwassee_Dam,mapping__bb89e356de124a1b5309e6d3f2dfbac2,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hodges_Village_Dam,mapping__922fcec97a19a2eaae8353ab973d159a,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hodges_Village_Dam,mapping__1a045a4f0eb2b819707ff417abeddb88,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Holyoke_Dam,mapping__ab794c6d91316deb0e0920a6d7cb8071,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Holyoke_Dam,mapping__e2d0e9fe12ac2f7c88a30a25785ce3a1,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hoover_Dam,mapping__817d69faf156135c29aab9a028c5ebff,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hoover_Dam,mapping__c1de875c140e93e8b35f884f02415936,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Hoover_Dam,mapping__56406e12fc8327adb6d677122d34e0c1,NAMEVARIANT,"{""from"":""external""}"
"mapping__""Horsetooth Dam""",mapping__371c7ac8b7f50d912dcbea34995a285d,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Horsetooth Dam""",mapping__87c38f4c00160fd988b105022ddedafb,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Howard_A._Hanson_Dam,mapping__20d52fd4d178b64d93deba87403fff02,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Howard_A._Hanson_Dam,mapping__58cb10936b19871fe60c8873e783d55b,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Miami_Conservancy_District,mapping__58c5746e435a480369e1a53be5d61488,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Miami_Conservancy_District,mapping__f6c4e5a72e7fde11112f353f1b55cdc4,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Hunts Pond Dam""",mapping__3834bccbd79a085e66f3fbac3cc2557e,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__""Hunts Pond Dam""",mapping__447ade4e4b54fb90e71a0d9ae884cb82,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Ice_Harbor_Dam,mapping__c5de9f51b36dda26fe2ef46bd190febf,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Ice_Harbor_Dam,mapping__18baa630769ced02f6c2b0020b5adfa2,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Ice_Harbor_Dam,mapping__83e2e8f6b2039d003c056605595e45cd,NAMEVARIANT,"{""from"":""external""}"
"mapping__Dam""",mapping__ce42cd2e46e62c76323c8ee9c3e6cf16,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
"mapping__Dam""",mapping__ef78bfe7c421a63e3dee5192d214d593,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Jamie_Whitten_Lock_and_Dam,mapping__40cdfb95b098bb775275adaf7530fead,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Jamie_Whitten_Lock_and_Dam,mapping__e98d568e9e113cabc6224dc89d3fd65c,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Jamie_Whitten_Lock_and_Dam,mapping__cb3df4f1204941155bbd344bfc0c4a49,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Jemez_Canyon_Dam,mapping__5774018a4548d241aebb3bb4e021bd86,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/Jemez_Canyon_Dam,mapping__996f8242adcf2bb31f2bb1b5500dfb66,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
mapping__https://en.wikipedia.org/wiki/N/A,mapping__cec47fa1a3a2cc1e90342b53c08e8cea,NAMEVARIANT,"{""from"":""EntityCollectionTask_Cognizant""}"
