source_global_identifier,destination_global_identifier,rel_type,rel_properties
logo_classes__https://en.wikipedia.org/wiki/Kraft_paper,logo_classes__9d1c7a14e2971a737e686538753ea0e3,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Kraft_paper,logo_classes__264f200493911a83bb654e008f828332,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Kroger,KP__96c5491f68b8c88a7d3fc6fb0f101410,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Kroger,logo_classes__050d6fc5301aa3d36796d2225ca13865,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Kroger,logo_classes__dbc327f550d2d53bad36709e1a797ec1,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Kroger,logo_classes__e8ab160583edd4b07961347f53227af1,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lacoste,logo_classes__670c32e1fb3548952e4833f27960218e,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lacoste,logo_classes__dfc4c6e7d96d179fc4162d13b4005608,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lacoste,logo_classes__4e360bd9a509b69266b0de97d29d182d,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lacoste,logo_classes__ae23f74604775f02fe90195b8061eacd,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lamborghini,logo_classes__4cfa2b407504a8fde68d2110bd6cb30b,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lamborghini,logo_classes__5a3a4d2833c9201bf3fae31eb2ec3468,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lamborghini,logo_classes__6763a359c053f5b947ff8d4fc4b1210b,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lay's,KP__9597f9cbacb1485175682349860da818,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lay's,logo_classes__a8456f2d7868cd24f41c0b2eea524c9b,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lay's,logo_classes__a20471a61f6d84080acc6b0380d40f24,NAMEVARIANT,"{""from"":""external""}"
logo_classes__lego,KP__89567b3e9404e8dbaab6fb31e9bb5911,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__lego,logo_classes__35439910727892fa31ca64d58e88c26b,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Persoonia_levis,KP__6fd152023325d11370c4ae485d7f00dc,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Persoonia_levis,logo_classes__820616b483198957f036908e95dc01fd,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Persoonia_levis,logo_classes__48a862bd1c8bdac8d28134c11c2da673,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Persoonia_levis,logo_classes__b1892bd94bc443aada78c4a13f560254,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lexmark,KP__6d4fccc5fae5c891d71bcc371acdee5e,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lexmark,logo_classes__a57a3a13debaeb1a65e3094448672fe9,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lexus,logo_classes__82affbbf52e0f429a5fee8bbf64b9fc1,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__lg,KP__7a3ce134bfc106d45ea47f500e8bf1b7,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__lg,logo_classes__50053189b08139ad12f97ea3dc7a7d53,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__linkedin,KP__16f891d30be91a161149c66e4977802e,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__linkedin,logo_classes__37496499f05da8a4301fe7412989c0cf,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/LKQ_Corporation,KP__69821ae08ee87dea5ce4a27f621fe1bf,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/LKQ_Corporation,logo_classes__8a2bf80f1336372458fa914feb59c94b,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/LKQ_Corporation,logo_classes__85c18c7125b32ebd1a9fceae8c24c86d,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Logitech,KP__4061668f52ccbd8098ab829f04b0bd29,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Logitech,logo_classes__18c348e9a392bf7ad333763afcd563b5,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Logitech,logo_classes__54b347b5662fca9f8f023104267fe4bd,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Logitech,logo_classes__385c67b6cedb60d1244139914dcb8902,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Logitech,logo_classes__fc1e21dba6b07bdccb7b633380b97e10,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Logitech,logo_classes__b5b5a74dd11adf4068301b35f6c0fa33,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/London_Underground,logo_classes__a840953da73360717594e79b7ffaeca3,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/London_Underground,logo_classes__69e87b84048455ed68d08a80ad4dbaf6,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/London_Underground,logo_classes__8a44233acee4b9612d265fe2ae70ed5c,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/London_Underground,logo_classes__4e5e8bd1534ad3c63c3d54167be98259,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/London_Underground,logo_classes__045b2ded837521d93a7fe36b17708804,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/London_Underground,logo_classes__af534d73fb01e928aa496bd191d5a3c1,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lore_(anatomy),KP__9f4fa5f10ba0b6fe6345edeabd5047dc,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lore_(anatomy),logo_classes__6282eb5edfbf1c3ecaf4754cf876fb6a,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lore_(anatomy),logo_classes__d449f67b04e1aec8936701ed07ae85ac,NAMEVARIANT,"{""from"":""external""}"
logo_classes__lotto,KP__866d99770af79b8198e9e71e4147897f,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__lotto,logo_classes__e81b4e423782ae35cda3677788dbfd12,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Luxottica,KP__e45eabe0bfca719ccd6d18bd54e8faac,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Luxottica,logo_classes__ddf9085de09ca0ac09059d51d4b15fd9,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Luxottica,logo_classes__d0f2ad1a2792c3500782183db9672ede,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__4bf4a25448fd8240e6598ca01bec6154,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__e3c6507d0d283e4a963d91f1ffe4f8f2,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__7788956f193f3dad85a088d1fcc6cfdd,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__b38f7ffab2398e33ecf7fb098fe91d3b,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__1a0cb316263a7adb673db5c8faacdc36,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__25c74044af88484550b55dffb87c094a,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__45adb1c2c59d84e42928d44385283202,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__9c77bcb9d30d033efb7d3d530f8cd516,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__b9c627748e6eb9cb54b0198eb7d94e21,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__f0d2fe10503dcae2545479acbdd9226d,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__102414906f78633656ec86ce2b3a7323,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__06f592342183d328f3b7fbde83f397ca,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Latvia,logo_classes__133f6199e16b719e4f4e99c3c75c8a44,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Lyft,KP__c9744788bc700f942e4711689d8e3ea0,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lyft,logo_classes__025f03943fde3904e44bbec16be9edb5,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Lyft,logo_classes__323c152cf75f2fc3b345c44ee8bce4d4,NAMEVARIANT,"{""from"":""external""}"
logo_classes__macys,KP__26c9e3a39545878fac13f5c1a3daa3d0,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__macys,logo_classes__c96bddabb2b7e622dedf4fb6e9d6cb04,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Marca-Tre-Spade,KP__YAMDrWsRNkAeKiKu5WZ2Es,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Marca-Tre-Spade,logo_classes__c0eeb88272118368c993cdf9bc803c56,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Marca-Tre-Spade,logo_classes__9c8f7ae231fa8a7fbee57749d6a6006b,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Marlboro_College,logo_classes__2ea156c629ff4e72c9dd5d30f811c8e7,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Marlboro_College,logo_classes__d769c423b173d0defd14a9fcc7ba62c8,NAMEVARIANT,"{""from"":""external""}"
logo_classes__marshalls,KP__49576894947062404167aa7b5a2f737b,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__marshalls,logo_classes__34b62bb30686dd77edc7974174ac435c,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__marshalls,logo_classes__20218506ab2ab70d4cca73a42b2b286e,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Mary_Kay,logo_classes__fd0d3d3b70139888b66ce9cca7a9efc9,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mary_Kay,logo_classes__a2d766e4164460ec9f17ae4f1b6d3c4e,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Maserati,KP__06a3a77c3f4a0c4da81dff406a3261cb,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Maserati,logo_classes__f3110f225283613493e8bc7b3e35ad60,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mastercard,KP__2d896a0b81c537e9b9ea0713628560f2,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mastercard,logo_classes__b76fda99330e62311b2595b7d0d7b9de,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mastercard,logo_classes__11fbe0312c3a42788e240e2bcdf0befe,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Mastercard,logo_classes__99c5542f45cd1c8c76b01ab898dc9f74,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Mattel,KP__3bbf864c7b27a13c32f19da015272d4f,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mattel,logo_classes__3e0cce860c8cea0000963ca2469402b2,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mattel,logo_classes__4a8272521f857c9f6fb58a7a3843791c,NAMEVARIANT,"{""from"":""external""}"
logo_classes__maxwellhouse,logo_classes__c8ffdd8ea8f1305dba3297b96451a7d1,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Maxxis,KP__9ae1bb6eea6f6e2dd6cc508f27fc744f,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Maxxis,logo_classes__83ef2f71732817ad6f32e6302a867cbc,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Maxxis,logo_classes__4669a3284a646eebd5f1f48fef8aeb09,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,KP__b96fcef19999963b2a0e6555fe3e61d9,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,logo_classes__c286e4e3dc1e3e17d84f91188cc78062,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,logo_classes__8390402b4e826e5ea01e4d2c4bbf14c0,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,logo_classes__9293da18226f25b97b89e19ec32ff061,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,logo_classes__d9b57cc395c9a84ad2e5844598b8618d,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,logo_classes__14f9f0961ae2d970852102cfe3540bfd,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,logo_classes__778ecc71a70d7c6466c7fd5876d73c34,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,logo_classes__8931b3255792c4c2fd61174d1007f2ce,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McAfee,logo_classes__f061421529d449c72aab214092214294,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McCafé,logo_classes__1f4589e2bcf9275a196c71196166b707,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/McCafé,logo_classes__43a3b1a359e72de7785afd858e1fdc30,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/McCafé,logo_classes__22148dcbe70b2de6c2ad1be274862efa,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Veronica_Mars,KP__5d16d0d25a896c3806f6d15e480e19a4,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Veronica_Mars,logo_classes__3e8e4b85444f869c48956fdc2f7f1953,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Veronica_Mars,logo_classes__f690475181a1734ec9b3fcb797500441,NAMEVARIANT,"{""from"":""external""}"
logo_classes__mcdonalds,KP__ce93c4a9ef56bba5fbc32da77fd5d371,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__mcdonalds,logo_classes__19ac03a0a1e2f36a4e6c8948e1b1813c,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Medibank,KP__c0e27a70f57c132d4c07196049da8819,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Medibank,logo_classes__ada6e6914ebae435bb2fd0d873b5c777,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Medibank,logo_classes__7718972bf26371e0b478b0e5c19dc47d,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Medibank,logo_classes__87eb649eeffac11ebef1855cf388ceda,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Meijer,logo_classes__a02e81fc2f29c185681efa34580a4685,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Meijer,logo_classes__683cb44213ceeec978d472667644ac95,NAMEVARIANT,"{""from"":""external""}"
logo_classes__mercedesbenz,logo_classes__235bc35b87f26a60b82827a2a6a48cc1,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Michelin,KP__afa4b33e9c756b40695dff346afc3c8b,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Michelin,logo_classes__8b2aed1c3c2e4e62e12ea02bf0d58dab,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Michelin,logo_classes__c322d571d2374b5cf75898955dad4847,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Michelin,logo_classes__6cf590ac43fb4929102c8d42252a9c75,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Michelin,logo_classes__f1496069a9c987f049d7ad1f5bcc682c,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Michelin,logo_classes__1a130ea8fac432450ae928c7bc42e7af,NAMEVARIANT,"{""from"":""external""}"
logo_classes__microsoft,KP__3d1c91a37937505c39e43597605a2022,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__microsoft,logo_classes__04cdace13601af5c6f0afdf025346e6e,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Milka,logo_classes__39d0a7f5c7f4bf11b087c529582377d3,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__millerhighlife,logo_classes__f260872451c7b9c19ff89d6306446565,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__mini,KP__3c17c798d42aa0840c2bcc4c136730f2,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__mini,logo_classes__221f9c5005bfc83d07b9de0cdabd278a,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__miraclewhip,logo_classes__498d714741acef313952908c9f9daea2,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mitsubishi,KP__54e52eb48b06a9ad29c3c2a713703466,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mitsubishi,logo_classes__9388952aeaadf8c63cf4241f73742a05,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Mitsubishi,logo_classes__3201a2646d5d1faca83a4840d044ba96,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Mitsubishi,logo_classes__60a35a1f90ac939bbf1aca2af3f88a2b,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Mitsubishi,logo_classes__f9644a7b361ef3952a64c9d1dc5ff8fa,NAMEVARIANT,"{""from"":""external""}"
logo_classes__mk,logo_classes__619ad823102785576f5b628f1034e592,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__mk,logo_classes__74be7cd27b7f9a7bfe6ec9b39d97ca56,NAMEVARIANT,"{""from"":""external""}"
logo_classes__mk,logo_classes__8e71fef67a203899c20d2f9985cedb24,NAMEVARIANT,"{""from"":""external""}"
logo_classes__mobil,KP__ca7e1e10c738703f369aafb8278af324,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__mobil,logo_classes__d3e80be707838c8813e5e6e3f6cf0ad4,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Morgan_Stanley,KP__9597f9cbacb1485175682349860da818,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Morgan_Stanley,logo_classes__f5cdc51a6780e9d9fc0f5bc068e7ed69,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Morgan_Stanley,logo_classes__fbd99f70d94a57f6e055596ef6c65472,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Morgan_Stanley,logo_classes__e5ea5bc961bf535a6e451ad5962af2b6,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Morgan_Stanley,logo_classes__72dda516745ceb085df07e01aba0d33c,NAMEVARIANT,"{""from"":""external""}"
logo_classes__mortonsalt,logo_classes__392482f7614c63f1d4e67f3e260a6f37,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Motorola,KP__b52267bfc351e464cb0e23dd7763e95b,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Motorola,logo_classes__09ac00fbe8277d6ee8a7e5623215e512,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__mtv,KP__3f7d31969d2c7169a2a8d5cd58a7313e,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__mtv,logo_classes__5a9d876fa83ea5ce8f0f8dffd6429c7a,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/NASA,KP__7780cc1b259376e5159ccf3cbe7babab,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/NASA,logo_classes__1159863c3091489e8f89a28b2d447664,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/NASA,logo_classes__226adaa32c1cbbd28d82f9781d43c917,NAMEVARIANT,"{""from"":""external""}"
logo_classes__nb,KP__5a619008da41e24a9a5cb515f4c34c45,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__nb,logo_classes__072a24b951c1ba9765b7f8055d46ef04,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/WMGT-TV,KP__62dc71fba45e2f0bcda9e457a7f37248,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/WMGT-TV,logo_classes__9c6298d348a892f721cf4fbc1eda4635,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/WMGT-TV,logo_classes__b763ba3a50d93d274276ba527a5d4e70,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Nescafé,KP__6632512f16866c24deff355063a68b15,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Nescafé,logo_classes__700d501d6b92c10feda492132b3a8bab,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__nestle,KP__08d1f2c2af1c53cabf71bc01e429be59,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__nestle,logo_classes__1b9d1d3c82de8f3c5da3f64aae020b3c,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/NetApp,KP__11716ea55891d17e531d8c3ce0f244b0,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/NetApp,logo_classes__380f341a6ecd43b254de89d40cf6dd4e,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/NetApp,logo_classes__cee6ccbbf5ab826dede46ae0ff9ee510,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/NetApp,logo_classes__cc6283913d4bd3eb0c711228446d2252,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Netflix,KP__1e8efb6d2c02a70af5041088361f83f3,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Netflix,logo_classes__fcd53b359cb547075ed4489dfd98c385,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Netflix,logo_classes__7fab72ec9ad13e5661026fb0b1d7dbf7,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Netflix,logo_classes__9d3d233696f9383304e33bd61018d9d5,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Netflix,logo_classes__e32b60e03c04f97bb8f41029d2531f41,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Netgear,KP__ddf9aaa7e76a51a558ce47955aeae4c1,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Netgear,logo_classes__c6de0ae057c72e5b20501063727563f6,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/Netgear,logo_classes__0cebf98854015c87cb8dd8f38a4df6d3,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/New_Balance,KP__bcb07a4ccf2d06b1803afc107e46f4f0,SAMEAS,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/New_Balance,logo_classes__9dd791dcda8765e6fd83d13d66059d6c,NAMEVARIANT,"{""from"":""logo_classes""}"
logo_classes__https://en.wikipedia.org/wiki/New_Balance,logo_classes__703acc684a8f9451eda1f270cdb9294d,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/New_Balance,logo_classes__bd49c91d713735bec0eba70dc23039db,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/New_Balance,logo_classes__6abd0698c84af3a83afaafb68a13d101,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/New_Balance,logo_classes__aed8418dbbdc44035b37d143619a1ab1,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/New_Balance,logo_classes__13a8b3f96b2d5ba2cda6277e7ece07a5,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/New_Balance,logo_classes__db1702d001f34fc0fc58796b863c9444,NAMEVARIANT,"{""from"":""external""}"
logo_classes__https://en.wikipedia.org/wiki/Newegg,logo_classes__46198fb80668acd031b759d5e2513941,NAMEVARIANT,"{""from"":""logo_classes""}"
"logo_classes__https://en.wikipedia.org/wiki/Nike,_Inc.",KP__VJ9aOwtxYz0fL9SfVV64Hk,SAMEAS,"{""from"":""logo_classes""}"
