source_global_identifier,destination_global_identifier,rel_type,rel_properties
https://en.wikipedia.org/wiki/Airbus_A320neo_family__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Airbus_A340__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Airbus_A350__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Airbus_A400M_Atlas__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Global_Express__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sikorsky_CH-53_Sea_Stallion__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Eurocopter_EC145__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Eurocopter_AS532_Cougar__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Grob_G_120TP__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/IAI_Eitan__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Eurocopter_Tiger__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/NHIndustries_NH90__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Eurocopter_EC145__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Eurocopter_EC135__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Bell_UH-1_Iroquois__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/EMT_Luna_X-2000__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
EMT LUNA NG/B__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Rheinmetall_KZO__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/EMT_Aladin__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
AirRobot AR 100-B__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Black_Hornet_Nano__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Black_Hornet_Nano__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/United_States_Marine_Corps__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Boeing_P-8_Poseidon__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
Lockheed P-3C Orion – CUP__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Dornier_228__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
NH90 Sea Lion__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
NH90 Sea Tiger__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
Westland Lynx Mk.88__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
mk.41__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/SS_Indus_(1945)__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
Puma AE II__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Phantom_(UAV)__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/German_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Phantom_(UAV)__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/New_Zealand_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Lockheed_P-3_Orion__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_New_Zealand_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Boeing_757__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_New_Zealand_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Lockheed_C-130_Hercules__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_New_Zealand_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Kaman_SH-2G_Super_Seasprite__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_New_Zealand_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/AgustaWestland_AW109__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_New_Zealand_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Beechcraft_T-6_Texan_II__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_New_Zealand_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Beechcraft_T-6_Texan_II__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/United_States_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/AeroVironment_RQ-20_Puma__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/New_Zealand_Army__P0 - Military Aircrafts,OperatingOrganization,{}
Skycam Kahu__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/New_Zealand_Army__P0 - Military Aircrafts,OperatingOrganization,{}
DJI Mavic Pro__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/New_Zealand_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Black_Hornet_Nano__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/New_Zealand_Army__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Kaman_SH-2G_Super_Seasprite__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_New_Zealand_Navy__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Aero_L-39_Albatros__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Aero_L-39_Albatros__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-12__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-12__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-22__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-26__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-26__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-72__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-72__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-140__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-140__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-148__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Beriev_A-50__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Diamond_DA42_Twin_Star__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Eurocopter_AS350_Écureuil__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Ilyushin_Il-18__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Ilyushin_Il-18__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Ilyushin_Il-22__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Ilyushin_Il-22__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Ilyushin_Il-62__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Ilyushin_Il-80__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Kamov_Ka-27__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Kamov_Ka-50__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Kamov_Ka-226__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Kazan_Ansat__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Let_L-410_Turbolet__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Mikoyan_MiG-29__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Mikoyan_MiG-31__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Mikoyan_MiG-35__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Mil_Mi-2__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
Mil Mi-8/Mi-17__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Mil_Mi-24__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Mil_Mi-28__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Mil_Mi-38__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-24__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-24__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-25__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-27__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-27__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-34__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-57__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Tupolev_Tu-22M__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Tupolev_Tu-95__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Tupolev_Tu-134__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Tupolev_Tu-134__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Tupolev_Tu-160__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Tupolev_Tu-204__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Yakovlev_Yak-130__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Yakovlev_Yak-130__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Antonov_An-24__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Beriev_Be-12__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Beriev_Be-200__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Ilyushin_Il-38__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Kamov_Ka-27__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Kamov_Ka-50__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Mikoyan_MiG-29K__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
Mi-24/35__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-25__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Sukhoi_Su-33__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Tupolev_Tu-142__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Naval_Aviation__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Eleron_Airlines__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Eleron-3SV__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Eleron-10__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
IAI Searcher 2 / Forpost__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Granat__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Granat-2__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Granat-4__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Grushinsky_festival__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
IAI Bird-Eye 400 / Zastava__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/RK-3_Corsar__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Navodchik-2__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Orion__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Orlan-10__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Orlan-30__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Takhion__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Tipchak__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Tupolev_Tu-143__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Yakovlev_Pchela__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/ZALA_421-08__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Russian_Ground_Forces__P0 - Military Aircrafts,OperatingOrganization,{}
Airbus A400M Atlas C1__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Airbus_A330_MRTT__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
Beechcraft Shadow R1__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Bell_412__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
Boeing Airseeker R1__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Boeing_C-17_Globemaster_III__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
Boeing Poseidon MRA1__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/British_Aerospace_146__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
British Aerospace Hawk T1__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
British Aerospace Hawk T1__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Fleet_Air_Arm__P0 - Military Aircrafts,OperatingOrganization,{}
British Aerospace Hawk T2__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
t1__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
Grob Viking TX1__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
Leonardo AW109SP__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Lockheed_Martin_C-130J_Super_Hercules__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Fleet_Air_Arm__P0 - Military Aircrafts,OperatingOrganization,{}
Westland Puma HC2__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Royal_Air_Force__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Avro_Lancaster_PA474__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Battle_of_Britain_Memorial_Flight__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Battle_of_Britain_Memorial_Flight__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Battle_of_Britain_Memorial_Flight__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Hawker_Hurricane__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Battle_of_Britain_Memorial_Flight__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/Supermarine_Spitfire__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Battle_of_Britain_Memorial_Flight__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/AgustaWestland_AW159_Wildcat__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Fleet_Air_Arm__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/AgustaWestland_AW101__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Fleet_Air_Arm__P0 - Military Aircrafts,OperatingOrganization,{}
AgustaWestland AW101 Merlin Mk3i/4__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Fleet_Air_Arm__P0 - Military Aircrafts,OperatingOrganization,{}
Beechcraft Avenger__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Fleet_Air_Arm__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/AgustaWestland_Apache__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Army_Air_Corps_(United_Kingdom)__P0 - Military Aircrafts,OperatingOrganization,{}
Boeing AH-64E Guardian__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Army_Air_Corps_(United_Kingdom)__P0 - Military Aircrafts,OperatingOrganization,{}
https://en.wikipedia.org/wiki/AgustaWestland_AW159_Wildcat__P0 - Military Aircrafts,https://en.wikipedia.org/wiki/Army_Air_Corps_(United_Kingdom)__P0 - Military Aircrafts,OperatingOrganization,{}
