keyword,caption_name,groups,topic_id,entity_type,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
imported lentil,lentil imports,commodity match,188158,commodity match,,CommodityMatch,lentil imports,,dgm_agr_mentioned_entities,f8cb107f91fa0c0efd61ac8b652eb731,dgm_agr_mentioned_entities__06b07dbb5b465311ef1da2af5e0a0beb
imported banana,banana imports,commodity match,188158,commodity match,,CommodityMatch,banana imports,,dgm_agr_mentioned_entities,367d82e8fc0cfd28c2b4c1ea3af7262b,dgm_agr_mentioned_entities__3ea0ad3442f7ee17a5795e5b94ee4a9b
imported apples,apples imports,commodity match,188158,commodity match,,CommodityMatch,apples imports,,dgm_agr_mentioned_entities,e5f43158b8b941e22d4bec828a2b1c0a,dgm_agr_mentioned_entities__071b9d085db086ec40b9325591f3855a
imported almonds,almonds imports,commodity match,188158,commodity match,,CommodityMatch,almonds imports,,dgm_agr_mentioned_entities,261a602a725b624eb926c412466c98d1,dgm_agr_mentioned_entities__e4e1f2da143166a469d89c5e9c799e54
imported sweet potato,sweet potato imports,commodity match,188158,commodity match,,CommodityMatch,sweet potato imports,,dgm_agr_mentioned_entities,ee417df2d17974506b50189bfedea8e7,dgm_agr_mentioned_entities__4e9f81e6901039a2ec9d1e82b83447dc
imported raddish,raddish imports,commodity match,188158,commodity match,,CommodityMatch,raddish imports,,dgm_agr_mentioned_entities,c1d60cb14e538c8136955c8afce5c021,dgm_agr_mentioned_entities__74a31c87223a10cc93adb0c67ef91137
imported millet,millet imports,commodity match,188158,commodity match,,CommodityMatch,millet imports,,dgm_agr_mentioned_entities,477d0ee2552faa2b098fcc232e7d4e49,dgm_agr_mentioned_entities__a51eb360e722ec75bd53a6e7dd10df0c
imported groundnut oil,groundnut oil imports,commodity match,188158,commodity match,,CommodityMatch,groundnut oil imports,,dgm_agr_mentioned_entities,24a9c0f67bdb625794fc0eb363761769,dgm_agr_mentioned_entities__aac866d10c026a8addbea9052e8a9c84
imported carrots,carrots imports,commodity match,188158,commodity match,,CommodityMatch,carrots imports,,dgm_agr_mentioned_entities,c4fa23e6268e28e5b9a31334e6a5e3f3,dgm_agr_mentioned_entities__02cd86c09b4328384083ff4712b6d906
imported cabbage,cabbage imports,commodity match,188158,commodity match,,CommodityMatch,cabbage imports,,dgm_agr_mentioned_entities,785946595dc94711a1ae7d40c83033d0,dgm_agr_mentioned_entities__745bfa5c89eef8de4b14e3f3b4d7b733
imported sugar beet,sugar beet imports,commodity match,188158,commodity match,,CommodityMatch,sugar beet imports,,dgm_agr_mentioned_entities,590322393d643d8a92e1c2ba63dedd84,dgm_agr_mentioned_entities__902a8992497a609ae3ac953775aa86bc
imported sugarbeet,sugar beet imports,commodity match,188158,commodity match,,CommodityMatch,sugar beet imports,,dgm_agr_mentioned_entities,4bd41b737eb9799b9a0d91baa34e8389,dgm_agr_mentioned_entities__902a8992497a609ae3ac953775aa86bc
imported sugarbeets,sugar beet imports,commodity match,188158,commodity match,,CommodityMatch,sugar beet imports,,dgm_agr_mentioned_entities,8ccc5745441c52f335a305c5cd1d9394,dgm_agr_mentioned_entities__902a8992497a609ae3ac953775aa86bc
imported soybean oil,soybean oil imports,commodity match,188158,commodity match,,CommodityMatch,soybean oil imports,,dgm_agr_mentioned_entities,89220613049b66484b267ecb9652255f,dgm_agr_mentioned_entities__2f19ca2dd85df6b5a8f869aee8f64912
imported pepper,pepper imports,commodity match,188158,commodity match,,CommodityMatch,pepper imports,,dgm_agr_mentioned_entities,02ac163aab96bad2c1cd552d6ab6ffd6,dgm_agr_mentioned_entities__d34fe2a79ea4c1ddeb7b0b1f446a0335
imported palm oil,palm oil imports,commodity match,188158,commodity match,,CommodityMatch,palm oil imports,,dgm_agr_mentioned_entities,12fe590aaad27189513c2f6956375f45,dgm_agr_mentioned_entities__9e1a80c41d9b267c808d013973799c5b
imported oilseed,oilseed imports,commodity match,188158,commodity match,,CommodityMatch,oilseed imports,,dgm_agr_mentioned_entities,280068b595eba0d619603a67e9ffd263,dgm_agr_mentioned_entities__5c95a6814f26a2e6f73028c66b15e256
imported figs,figs imports,commodity match,188158,commodity match,,CommodityMatch,figs imports,,dgm_agr_mentioned_entities,cac363c38a15a73883934a5c253d7b0a,dgm_agr_mentioned_entities__9769dd13108857141a7a9d5695cb9f4c
imported fertilizer,fertilizer imports,commodity match,188158,commodity match,,CommodityMatch,fertilizer imports,,dgm_agr_mentioned_entities,6b2d11c89b826125c16ee80443ece8e1,dgm_agr_mentioned_entities__0f36e6e03ce851b7faf649bb2b1e205e
imported sugarcane,sugarcane imports,commodity match,188158,commodity match,,CommodityMatch,sugarcane imports,,dgm_agr_mentioned_entities,be3eb4b9c2975a7aa2408e08703877ac,dgm_agr_mentioned_entities__626ffb0710e0d8a19d0f53df9497bef1
imported oranges,oranges imports,commodity match,188158,commodity match,,CommodityMatch,oranges imports,,dgm_agr_mentioned_entities,a411ccc74fb66ff74cc35796c30a734b,dgm_agr_mentioned_entities__c774106fae4ed78bbd87c2281e9b3ac6
imported goat,goat imports,commodity match,188158,commodity match,,CommodityMatch,goat imports,,dgm_agr_mentioned_entities,f196dc86e5cb84d22ae4f9983cbeaa1c,dgm_agr_mentioned_entities__196aa0fa92d71394d143c5bcd852ec3a
imported eggplant,eggplant imports,commodity match,188158,commodity match,,CommodityMatch,eggplant imports,,dgm_agr_mentioned_entities,b5a3803444138b86ed90f5c2ef9caeb9,dgm_agr_mentioned_entities__e4ad7221b22373ee5e137223caca756b
imported dairy,dairy imports,commodity match,188158,commodity match,,CommodityMatch,dairy imports,,dgm_agr_mentioned_entities,a5b4e7ba58c170801aba7340e87ff718,dgm_agr_mentioned_entities__9307979093c757884a3a7f31e2ac907e
imported cinnamon,cinnamon imports,commodity match,188158,commodity match,,CommodityMatch,cinnamon imports,,dgm_agr_mentioned_entities,bb0229bc7f08f66bea275fba878d6a30,dgm_agr_mentioned_entities__e779eb267cb74c3cc3bcb3770d343220
imported cattle,cattle imports,commodity match,188158,commodity match,,CommodityMatch,cattle imports,,dgm_agr_mentioned_entities,d9ccf42e8f159b1ee8ef28f69c39a95a,dgm_agr_mentioned_entities__f21ddf55de44f94e866ef90d6a8d6f0a
imported blackberries,blackberries imports,commodity match,188158,commodity match,,CommodityMatch,blackberries imports,,dgm_agr_mentioned_entities,d3e62fab28d1146e7bb2585791ffc229,dgm_agr_mentioned_entities__bda703d86686d21ddb8141303f4fdc73
imported zucchini,zucchini imports,commodity match,188158,commodity match,,CommodityMatch,zucchini imports,,dgm_agr_mentioned_entities,cff75b05588cd1c72258cab53bffa6f9,dgm_agr_mentioned_entities__980d81dd226cf8a42614c027b52260d4
imported wool,wool imports,commodity match,188158,commodity match,,CommodityMatch,wool imports,,dgm_agr_mentioned_entities,ed652269a37558c8c89321be8e2df1ca,dgm_agr_mentioned_entities__f6d29e797f42abbf2c37050e06bc5cca
imported wine,wine imports,commodity match,188158,commodity match,,CommodityMatch,wine imports,,dgm_agr_mentioned_entities,fbc1df1d476a0b1fe30fae93242860eb,dgm_agr_mentioned_entities__b319023fda5b498ea354afd5c331f4c2
imported white peas,white peas imports,commodity match,188158,commodity match,,CommodityMatch,white peas imports,,dgm_agr_mentioned_entities,f673be66334d0bda80ca3910265e09ad,dgm_agr_mentioned_entities__2c8dbb50db7da941d1b177028372ed4b
imported white cedar,white cedar imports,commodity match,188158,commodity match,,CommodityMatch,white cedar imports,,dgm_agr_mentioned_entities,e5e6c31002e7463fdc9f6417d5f69a39,dgm_agr_mentioned_entities__0f75137fa960847c39b6b02fed65b6d8
imported wheat atta,wheat atta imports,commodity match,188158,commodity match,,CommodityMatch,wheat atta imports,,dgm_agr_mentioned_entities,ae578e675b45213fb4c154d9a545af60,dgm_agr_mentioned_entities__037b690855a713f599f5d3b1265b111e
imported wheat,wheat imports,commodity match,188158,commodity match,,CommodityMatch,wheat imports,,dgm_agr_mentioned_entities,d52d8e57b8af0446ed6af2ea95a7e91a,dgm_agr_mentioned_entities__4910e83a56854848f1caa9cadc03a0ec
imported western red cedar,western red cedar imports,commodity match,188158,commodity match,,CommodityMatch,western red cedar imports,,dgm_agr_mentioned_entities,197ce6545e52e0d3907d4e1dc96134bf,dgm_agr_mentioned_entities__df4e0b1bcb79c4e618ba6e570227637a
imported western hemlock,western hemlock imports,commodity match,188158,commodity match,,CommodityMatch,western hemlock imports,,dgm_agr_mentioned_entities,5480735700dfcab019a2f9eca03b3b12,dgm_agr_mentioned_entities__464a0d57c4e0ecd289755858cbc8792e
imported walnut wood,walnut wood imports,commodity match,188158,commodity match,,CommodityMatch,walnut wood imports,,dgm_agr_mentioned_entities,372667b7f8b972522bd0ab8a5a4cf336,dgm_agr_mentioned_entities__8974c71bb9f2b432948a658af1d7fc5c
imported vegetable oil,vegetable oil imports,commodity match,188158,commodity match,,CommodityMatch,vegetable oil imports,,dgm_agr_mentioned_entities,42ec94e71d31e4f4aa25237083b2f2c2,dgm_agr_mentioned_entities__4244fa03b78c4275f4e0551b76881e0d
imported varagu,varagu imports,commodity match,188158,commodity match,,CommodityMatch,varagu imports,,dgm_agr_mentioned_entities,f163b2cc1b059afd44f12bafa15c42e3,dgm_agr_mentioned_entities__6646fb56936cf1cb6f71bb1cab2b1f92
imported turmeric,turmeric imports,commodity match,188158,commodity match,,CommodityMatch,turmeric imports,,dgm_agr_mentioned_entities,eaabab1547182716b967ac1c13bbabdc,dgm_agr_mentioned_entities__a337a137b1302d824cca59dd47db2520
imported turkeys,turkeys imports,commodity match,188158,commodity match,,CommodityMatch,turkeys imports,,dgm_agr_mentioned_entities,a7a467e68cf5bdee3f896f5580c106e7,dgm_agr_mentioned_entities__76c7f2356c1abe28a53d2157a6d74c0e
imported tuna,tuna imports,commodity match,188158,commodity match,,CommodityMatch,tuna imports,,dgm_agr_mentioned_entities,485a9498dc51431775ddcddf9fae8103,dgm_agr_mentioned_entities__e2754a38c60227a76206ed4a42d3a0b5
imported tulips,tulips imports,commodity match,188158,commodity match,,CommodityMatch,tulips imports,,dgm_agr_mentioned_entities,034b9e30fa9ff4cffa0b3113fbed27bd,dgm_agr_mentioned_entities__0af73b38553a6f34ab4d1712e1626775
imported trout,trout imports,commodity match,188158,commodity match,,CommodityMatch,trout imports,,dgm_agr_mentioned_entities,22e955dc3a16cbb1f0252cf54fd68416,dgm_agr_mentioned_entities__1398851a58bd613c6e7bc588fb44c7b4
imported tobacco,tobacco imports,commodity match,188158,commodity match,,CommodityMatch,tobacco imports,,dgm_agr_mentioned_entities,0927012373d1b91749e35c0459aa26f4,dgm_agr_mentioned_entities__fe52016605c09495af8f7ac4f874e321
imported timber,timber imports,commodity match,188158,commodity match,,CommodityMatch,timber imports,,dgm_agr_mentioned_entities,8dd733d5b6b624c881fa9f66b7c444b0,dgm_agr_mentioned_entities__ad02ba6457384fb8496520e3f306195b
imported tea,tea imports,commodity match,188158,commodity match,,CommodityMatch,tea imports,,dgm_agr_mentioned_entities,85762c228b777a91c123bc0944fa54e1,dgm_agr_mentioned_entities__663abac009faffc78c4536b8c17d92ef
imported tangerines,tangerines imports,commodity match,188158,commodity match,,CommodityMatch,tangerines imports,,dgm_agr_mentioned_entities,973758b1ec9d133b4a62db184560a2d1,dgm_agr_mentioned_entities__a34a947be2ca4ed581b50ffd9dd1f815
imported tamarind seed,tamarind seed imports,commodity match,188158,commodity match,,CommodityMatch,tamarind seed imports,,dgm_agr_mentioned_entities,b7bbc397ad580136c2cc8568b845af06,dgm_agr_mentioned_entities__c564ca4c7ebcb5a5779d25cbba642982
imported tamarind fruit,tamarind fruit imports,commodity match,188158,commodity match,,CommodityMatch,tamarind fruit imports,,dgm_agr_mentioned_entities,ce48a1f58b89fc0d356b7f4c68ae1803,dgm_agr_mentioned_entities__9c876c304929e983930b537b3f771461
imported swiss chard,swiss chard imports,commodity match,188158,commodity match,,CommodityMatch,swiss chard imports,,dgm_agr_mentioned_entities,650e24d6e927e777847b17e7fc3b1483,dgm_agr_mentioned_entities__69f62a20cbc1f0ecdf2a205a72a85c78
imported sweet pumpkin,sweet pumpkin imports,commodity match,188158,commodity match,,CommodityMatch,sweet pumpkin imports,,dgm_agr_mentioned_entities,da87ccc473e1f0a39a7ca8b0dc20e40f,dgm_agr_mentioned_entities__d026b99319411da89f3824f08b528c44
imported sweet lime,sweet lime imports,commodity match,188158,commodity match,,CommodityMatch,sweet lime imports,,dgm_agr_mentioned_entities,cd6903a00983c167ec861cdae19c32eb,dgm_agr_mentioned_entities__6f034af6561174db5f888e3e60d3f1d2
imported sunflower seed oil,sunflower seed oil imports,commodity match,188158,commodity match,,CommodityMatch,sunflower seed oil imports,,dgm_agr_mentioned_entities,b4198e8ae121b70be95d25d801dec61d,dgm_agr_mentioned_entities__da4b67d2bd4e2b76000ffe2c43928933
imported sunflower,sunflower imports,commodity match,188158,commodity match,,CommodityMatch,sunflower imports,,dgm_agr_mentioned_entities,3560869d784f7eedc282437c648cc7dc,dgm_agr_mentioned_entities__3b7adb803e57e23dd21a904755e5e370
imported sugar,sugar imports,commodity match,188158,commodity match,,CommodityMatch,sugar imports,,dgm_agr_mentioned_entities,ef27df0d2bdf09e393c21156aedabab8,dgm_agr_mentioned_entities__b7d37a38ce8955b4eba40d5e6c7f2cea
imported straw,straw imports,commodity match,188158,commodity match,,CommodityMatch,straw imports,,dgm_agr_mentioned_entities,dedf4c4cc79f331cdb19d99c49b457f1,dgm_agr_mentioned_entities__abe8e0e652b68e08409491d604c22c8a
imported steelhead,steelhead imports,commodity match,188158,commodity match,,CommodityMatch,steelhead imports,,dgm_agr_mentioned_entities,8cbd4fc1ca2f69bdfa45d6d66b2e5780,dgm_agr_mentioned_entities__49e8feeb751f4108906ac64e98a9fe07
imported starch,starch imports,commodity match,188158,commodity match,,CommodityMatch,starch imports,,dgm_agr_mentioned_entities,e4f3d9264e263b0691fb62a935ba4890,dgm_agr_mentioned_entities__fbd3032a36d289a49e6b15483d508fe6
imported spinach,spinach imports,commodity match,188158,commodity match,,CommodityMatch,spinach imports,,dgm_agr_mentioned_entities,fe125a4a04650e80a9f723afd4be16b0,dgm_agr_mentioned_entities__81eff57258d6ac8f78fcf7a8186c79e7
imported spices,spices imports,commodity match,188158,commodity match,,CommodityMatch,spices imports,,dgm_agr_mentioned_entities,e7b67b5cb27919d737f065d3df202206,dgm_agr_mentioned_entities__efd1cb774ac63f8f4e032271b095d0a1
imported soybean,soybean imports,commodity match,188158,commodity match,,CommodityMatch,soybean imports,,dgm_agr_mentioned_entities,e6641a0c10a198e562d22592721f5fb8,dgm_agr_mentioned_entities__b503395ecaac552bf2609413ff263c9f
imported sorrel,sorrel imports,commodity match,188158,commodity match,,CommodityMatch,sorrel imports,,dgm_agr_mentioned_entities,e2dad881f5246622dbc17c936b8d3434,dgm_agr_mentioned_entities__24701d78e947a945a72dfe3598ab494a
imported sompu,sompu imports,commodity match,188158,commodity match,,CommodityMatch,sompu imports,,dgm_agr_mentioned_entities,2d300434f9574d1d597f4c84cba5c20d,dgm_agr_mentioned_entities__dc7f215820126207dc44f3f3504c4f68
imported softwood,softwood imports,commodity match,188158,commodity match,,CommodityMatch,softwood imports,,dgm_agr_mentioned_entities,3e6c5d0d6b7d128e36371262b70a32c9,dgm_agr_mentioned_entities__1578d6bfd6fa12f2c405f63339641c9f
imported soft maple,soft maple imports,commodity match,188158,commodity match,,CommodityMatch,soft maple imports,,dgm_agr_mentioned_entities,d5fe528f1702c1def2f42fcca5c78891,dgm_agr_mentioned_entities__9325de7f7312840666803e578a98dbab
imported smelt,smelt imports,commodity match,188158,commodity match,,CommodityMatch,smelt imports,,dgm_agr_mentioned_entities,287738504b3dce323c4f68b4b2b4cbc6,dgm_agr_mentioned_entities__62463b64fd34510c3a81fee27f130011
imported silage,silage imports,commodity match,188158,commodity match,,CommodityMatch,silage imports,,dgm_agr_mentioned_entities,1a3a2e052f780e782c9769b4a73c33f2,dgm_agr_mentioned_entities__eebea046265d6c00925aca2915222b1e
imported shrimp,shrimp imports,commodity match,188158,commodity match,,CommodityMatch,shrimp imports,,dgm_agr_mentioned_entities,d0ad965fe9390db88bbcfb04644bd4cd,dgm_agr_mentioned_entities__e77868a2306f2936549578a444d33d0b
imported sheep,sheep imports,commodity match,188158,commodity match,,CommodityMatch,sheep imports,,dgm_agr_mentioned_entities,c0a2f076af272776321f5118dac86a9e,dgm_agr_mentioned_entities__9d9d93bbd9f01d52609f0161718d85a5
imported shad,shad imports,commodity match,188158,commodity match,,CommodityMatch,shad imports,,dgm_agr_mentioned_entities,5e8c88e4f47fcc16d8142c890ae1ec47,dgm_agr_mentioned_entities__f4af217848256d3a806717adfdb6d27c
imported sesame seed,sesame seed imports,commodity match,188158,commodity match,,CommodityMatch,sesame seed imports,,dgm_agr_mentioned_entities,60e060c451684dda9d298e49764c3dbe,dgm_agr_mentioned_entities__a6b209b78e43bf4c4d848dde1682439a
imported sesame,sesame imports,commodity match,188158,commodity match,,CommodityMatch,sesame imports,,dgm_agr_mentioned_entities,8da5c8e35555f7c2ccf278d794700255,dgm_agr_mentioned_entities__6b3186be0981cf34e9357fe9169cf47f
imported satsumas,satsumas imports,commodity match,188158,commodity match,,CommodityMatch,satsumas imports,,dgm_agr_mentioned_entities,95c2db621747e088d3bbcf7a9f5c6778,dgm_agr_mentioned_entities__0143767ed2644b5ad4d97d2fc48a8209
imported salt,salt imports,commodity match,188158,commodity match,,CommodityMatch,salt imports,,dgm_agr_mentioned_entities,0fc5eb6b964faa0f73c0ab41a838d142,dgm_agr_mentioned_entities__9bdb1c419bb2ac8b9438da6850645559
imported salmon,salmon imports,commodity match,188158,commodity match,,CommodityMatch,salmon imports,,dgm_agr_mentioned_entities,8fba234d3a2d10dec161c760bc259552,dgm_agr_mentioned_entities__f85fdd0d35e7cf9e185453d0deff0569
imported saffron,saffron imports,commodity match,188158,commodity match,,CommodityMatch,saffron imports,,dgm_agr_mentioned_entities,47c4bfb75bde69758de2ee0b0722e931,dgm_agr_mentioned_entities__b609c076895d50f275e07c647f101395
imported rubber,rubber imports,commodity match,188158,commodity match,,CommodityMatch,rubber imports,,dgm_agr_mentioned_entities,c70829f31510e02cdb6b8540b5e67fcf,dgm_agr_mentioned_entities__69d87ba007fd34a5744993c33354e37a
imported root vegetable,root vegetable imports,commodity match,188158,commodity match,,CommodityMatch,root vegetable imports,,dgm_agr_mentioned_entities,44df4793f3eae32654556d4134365aa4,dgm_agr_mentioned_entities__214c2d47e2edac3409949954706b0b04
imported rocket leaf,rocket leaf imports,commodity match,188158,commodity match,,CommodityMatch,rocket leaf imports,,dgm_agr_mentioned_entities,d9bd74daa43661ec3d26b94d098f2f2c,dgm_agr_mentioned_entities__08faf6a37f9110dd4098015e8fdd52d6
imported rice bran oil,rice bran oil imports,commodity match,188158,commodity match,,CommodityMatch,rice bran oil imports,,dgm_agr_mentioned_entities,390c06446d69acfeda95016b2566f629,dgm_agr_mentioned_entities__8372e3868e48402721ee34e2dafd6d9c
imported rice,rice imports,commodity match,188158,commodity match,,CommodityMatch,rice imports,,dgm_agr_mentioned_entities,4bc1ec4aeb56a394c99ac8b39f8aaf20,dgm_agr_mentioned_entities__85efec77f782372e72296699810ce82a
imported rhubarb,rhubarb imports,commodity match,188158,commodity match,,CommodityMatch,rhubarb imports,,dgm_agr_mentioned_entities,12694ca821f9e62968932acd786dd8ed,dgm_agr_mentioned_entities__7095a358cc22e8b31b9fc566c9d03b2c
imported resinwood,resinwood imports,commodity match,188158,commodity match,,CommodityMatch,resinwood imports,,dgm_agr_mentioned_entities,b411e9772339376f7e36608265f5ec0e,dgm_agr_mentioned_entities__9bada82c0edf759a8743cc86577ed8ba
imported reed canarygrass seed,reed canarygrass seed imports,commodity match,188158,commodity match,,CommodityMatch,reed canarygrass seed imports,,dgm_agr_mentioned_entities,a87f8141359fe4531068debfb82a650e,dgm_agr_mentioned_entities__92ef53b9ff079ba4e1022e76c06d61ac
imported redwood lumber,redwood lumber imports,commodity match,188158,commodity match,,CommodityMatch,redwood lumber imports,,dgm_agr_mentioned_entities,5f7cfb2b6a85f0cfb53e68169a25cf4b,dgm_agr_mentioned_entities__3be7aa17415e23420042557a6f513206
imported red snapper,red snapper imports,commodity match,188158,commodity match,,CommodityMatch,red snapper imports,,dgm_agr_mentioned_entities,995dfd7e1065e9c46ca7a97c6eac4eea,dgm_agr_mentioned_entities__9296fc45ec92c079d82d22dd767ad853
imported raspberries,raspberries imports,commodity match,188158,commodity match,,CommodityMatch,raspberries imports,,dgm_agr_mentioned_entities,04d71519a62c6909844da5a00b953171,dgm_agr_mentioned_entities__9ad99b5c129d7510e0b9afc6b45d8eb0
imported rape and mustard oil,rape and mustard oil imports,commodity match,188158,commodity match,,CommodityMatch,rape and mustard oil imports,,dgm_agr_mentioned_entities,a6286a7b6f56c97ca62362ec3dc629dc,dgm_agr_mentioned_entities__8310b01337e8c937195fb7eb523aac89
imported ramtil,ramtil imports,commodity match,188158,commodity match,,CommodityMatch,ramtil imports,,dgm_agr_mentioned_entities,ce15e90979bfbb6824be451e7257ffe3,dgm_agr_mentioned_entities__8975e6fa66388cb4a911af4f364b8705
imported radish seed,radish seed imports,commodity match,188158,commodity match,,CommodityMatch,radish seed imports,,dgm_agr_mentioned_entities,a3fed55174b4acdd65094d130c4776ac,dgm_agr_mentioned_entities__7dbcdb30525a0f391d37ccdea9fe0613
imported rabbits,rabbits imports,commodity match,188158,commodity match,,CommodityMatch,rabbits imports,,dgm_agr_mentioned_entities,25c844d5fef587214882d3baf936feaf,dgm_agr_mentioned_entities__6f48712da735955aa61d5d3835d73180
imported quince,quince imports,commodity match,188158,commodity match,,CommodityMatch,quince imports,,dgm_agr_mentioned_entities,50446bc2c23f0d9aea0eb9dd27d3bfd0,dgm_agr_mentioned_entities__b01074a7f51945d06aaeabbe0d273cbc
imported quail,quail imports,commodity match,188158,commodity match,,CommodityMatch,quail imports,,dgm_agr_mentioned_entities,fbb9f8c8cebf4598e2aeef98fcc07edd,dgm_agr_mentioned_entities__eb264ba153c47f716295f58780b232f6
imported poultry,poultry imports,commodity match,188158,commodity match,,CommodityMatch,poultry imports,,dgm_agr_mentioned_entities,8b695cf07fcd2a53d53a0e432a6bd0ef,dgm_agr_mentioned_entities__ae9e5d035c4fe6bbb2e338e12be10f43
imported poplar wood,poplar wood imports,commodity match,188158,commodity match,,CommodityMatch,poplar wood imports,,dgm_agr_mentioned_entities,e42009b4bbeb6d485110d76903560176,dgm_agr_mentioned_entities__cbf8cca6c477128c0eab85524deafe84
imported poplar trees,poplar trees imports,commodity match,188158,commodity match,,CommodityMatch,poplar trees imports,,dgm_agr_mentioned_entities,3e1b4fad2ba67086b581d074b0dda205,dgm_agr_mentioned_entities__e98cb9a3558a9c2a800f098240b528f6
imported ponderosa pine,ponderosa pine imports,commodity match,188158,commodity match,,CommodityMatch,ponderosa pine imports,,dgm_agr_mentioned_entities,2ec3404077bc9e43f92c5ee71203b2cd,dgm_agr_mentioned_entities__b001a6c6cd15f9e7bccea951d86e57e7
imported pomegranate,pomegranate imports,commodity match,188158,commodity match,,CommodityMatch,pomegranate imports,,dgm_agr_mentioned_entities,03c28f4c463782f1e0eb2f8b052e1e9d,dgm_agr_mentioned_entities__4dbb6eb855a4ea53b0f4866af579b494
imported pine wood,pine wood imports,commodity match,188158,commodity match,,CommodityMatch,pine wood imports,,dgm_agr_mentioned_entities,b2905d8fcac640ea534f9c6f620c5d79,dgm_agr_mentioned_entities__e3e82c6dc48470e99ce202abdb799863
imported pigeon pea,pigeon pea imports,commodity match,188158,commodity match,,CommodityMatch,pigeon pea imports,,dgm_agr_mentioned_entities,2fad083253f700ca4527ccb955f9b611,dgm_agr_mentioned_entities__d21e056ac1099bba58670218bfe93464
imported pheasants,pheasants imports,commodity match,188158,commodity match,,CommodityMatch,pheasants imports,,dgm_agr_mentioned_entities,ff6cb788df7e5bc40bd11efe8832f4e4,dgm_agr_mentioned_entities__22fe57bdd9f853a7b4b9fbfa4b54ceb3
imported persimon,persimon imports,commodity match,188158,commodity match,,CommodityMatch,persimon imports,,dgm_agr_mentioned_entities,6478bc6773aacce3f7475633f82726a9,dgm_agr_mentioned_entities__5a79c542bd6c78d66f695b11f1b26161
imported pelagic fish,pelagic fish imports,commodity match,188158,commodity match,,CommodityMatch,pelagic fish imports,,dgm_agr_mentioned_entities,9cf2033ea8b1024ad8b25e6f7f9fac2d,dgm_agr_mentioned_entities__8085b6f1cc83d27e5ed3072d3db2228a
imported peat moss,peat moss imports,commodity match,188158,commodity match,,CommodityMatch,peat moss imports,,dgm_agr_mentioned_entities,1a99d4a6c98bc6700256f34e04d1312e,dgm_agr_mentioned_entities__8a3b30a3cb47605d119b71c8b73c6eeb
imported peas,peas imports,commodity match,188158,commodity match,,CommodityMatch,peas imports,,dgm_agr_mentioned_entities,fdd1690454763ca7cc7250e00b2386d8,dgm_agr_mentioned_entities__5b2f2f3d837d4ecde8471a3a7a88b0a2
imported pearl,pearl imports,commodity match,188158,commodity match,,CommodityMatch,pearl imports,,dgm_agr_mentioned_entities,3e65ea1700359982bd4d6c2d16524917,dgm_agr_mentioned_entities__c423ea4351b73b021d14f3ab2f513a13
imported parsley,parsley imports,commodity match,188158,commodity match,,CommodityMatch,parsley imports,,dgm_agr_mentioned_entities,6a108487466432ff87c6c727ca5836ec,dgm_agr_mentioned_entities__329c5d2f58e5c2fc9121a17646c2847e
imported papaya,papaya imports,commodity match,188158,commodity match,,CommodityMatch,papaya imports,,dgm_agr_mentioned_entities,b2201635cf1a1cdea7cf6da38f49f3df,dgm_agr_mentioned_entities__6f4ad7ea391d1166c6dc36d2cc7b557e
imported oysters,oysters imports,commodity match,188158,commodity match,,CommodityMatch,oysters imports,,dgm_agr_mentioned_entities,7edf07f0fb9634dde6555630a9f926ab,dgm_agr_mentioned_entities__4207f8de924dcd4e35404cb522601062
imported orchid,orchid imports,commodity match,188158,commodity match,,CommodityMatch,orchid imports,,dgm_agr_mentioned_entities,70568693363bd08ef0d00295b9a9c4b3,dgm_agr_mentioned_entities__5cc776186aef9dc4ceee0975c91433ca
imported olive oil,olive oil imports,commodity match,188158,commodity match,,CommodityMatch,olive oil imports,,dgm_agr_mentioned_entities,ae8c6090c3024b506d7ec92a3dabce35,dgm_agr_mentioned_entities__031fad956168356915021b0ebaf6905c
imported okra,okra imports,commodity match,188158,commodity match,,CommodityMatch,okra imports,,dgm_agr_mentioned_entities,d1deb24263f55270be005890752553a4,dgm_agr_mentioned_entities__e65d32cc35babd182e3d50c5de29e449
imported oil,oil imports,commodity match,188158,commodity match,,CommodityMatch,oil imports,,dgm_agr_mentioned_entities,227b4a147cbc8807aa1c213dabb2ec56,dgm_agr_mentioned_entities__018654c4c50d1ad10c6ae30e7f0dd5e6
imported oak wood,oak wood imports,commodity match,188158,commodity match,,CommodityMatch,oak wood imports,,dgm_agr_mentioned_entities,72155cb5c9e60e6413b608205df2a140,dgm_agr_mentioned_entities__5bf1213e2676deb6e2d81367ee833779
imported nutmeg,nutmeg imports,commodity match,188158,commodity match,,CommodityMatch,nutmeg imports,,dgm_agr_mentioned_entities,bb393485e6863b4474c1729f1576dada,dgm_agr_mentioned_entities__22b6642140828674483904f9d8bdc99c
imported myrtle wood,myrtle wood imports,commodity match,188158,commodity match,,CommodityMatch,myrtle wood imports,,dgm_agr_mentioned_entities,a8c625f551a8c7466b7637ec6e7f36aa,dgm_agr_mentioned_entities__1a669cb69dd640e05393b9ae345de9d3
imported mutton,mutton imports,commodity match,188158,commodity match,,CommodityMatch,mutton imports,,dgm_agr_mentioned_entities,79278281d2ae384b60d41e022f4990be,dgm_agr_mentioned_entities__13ad9367419ea179e0f773ce470a0033
