keyword,caption_name,address,coordinates,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
thalesgroup.com,Thales Australia,"7 Murray Rose Ave, Sydney NSW 2127 Australia","-33.8456829, 151.0702404",Wells,Thales Australia,,shodan_ps_entities,350fae2d494833f85d102659c2e2719f,shodan_ps_entities__350fae2d494833f85d102659c2e2719f
raytheon.com,Raytheon Australia,"4 Brindabella Circuit, Canberra Airport, ACT, 2609 Australia","-35.3113785, 149.1901721",Consulates,Raytheon Australia,,shodan_ps_entities,2018c719b9273f8ffc4ac6936aae7a0c,shodan_ps_entities__2018c719b9273f8ffc4ac6936aae7a0c
leonardocompany.com,Leonardo Australia,"19 Rocklea Drive, Port Melbourne, VIC, 3207 Australia","-37.82965009999999, 144.9208822",News,Leonardo Australia,,shodan_ps_entities,14cdb266f971cc575d353886c7972511,shodan_ps_entities__14cdb266f971cc575d353886c7972511
baesystems.com,BAE Systems Australia,"1 Taranaki Road, Edinburgh, SA, 5111 Australia","-34.7199627, 138.6533784",News,BAE Systems Australia,,shodan_ps_entities,b8770f520663347259261cc275abbf95,shodan_ps_entities__b8770f520663347259261cc275abbf95
asc.com.au,Australian Submarine Corporation,"640 Mersey Road, Osborne, SA, 5017 Australia","-34.7877045, 138.5073055",Shipping,Australian Submarine Corporation,,shodan_ps_entities,c1ec6584b5d2be34e6535c792599235d,shodan_ps_entities__c1ec6584b5d2be34e6535c792599235d
austal.com,Austal,"100 Clarence Beach Road, Henderson, WA, 6166 Australia","-32.1438259, 115.7684722",Consulates,Austal,,shodan_ps_entities,e32e86eec4ee4df04e25a211aee0e01b,shodan_ps_entities__e32e86eec4ee4df04e25a211aee0e01b
lockheadmartin.com,Lockhead Martin Australia,"8 Brisbane Avenue, Barton, ACT, 2600 Australia","-35.3092822, 149.1377998",Consulates,Lockhead Martin Australia,,shodan_ps_entities,f00d7d1be757f041184a7a5f5b8e0d9d,shodan_ps_entities__f00d7d1be757f041184a7a5f5b8e0d9d
cea.com.au,CEA Technologies,"59-65 Gladstone Street, Fyshwick, ACT, 2609 Australia","-35.3208278, 149.177602",Keyphrase,CEA Technologies,,shodan_ps_entities,8bcbd578ee3457f49bdb9c304692ecc9,shodan_ps_entities__8bcbd578ee3457f49bdb9c304692ecc9
cambridgetechnologies.com.au,Cambridge Technologies,"17, 85-91 Keilor Park Drive, Aerolink Business Park, Tullamarine, VIC, 3043 Australia","-37.710458, 144.858829",ForeignMinistry,Cambridge Technologies,,shodan_ps_entities,498b4efbcd8f660de23562e15d3856ca,shodan_ps_entities__498b4efbcd8f660de23562e15d3856ca
boeing.com.au,Boeing Australia,"150 Charlotte Street, Brisbane, QLD, 4001 Australia","-27.4700267, 153.0275894",ForeignMinister,Boeing Australia,,shodan_ps_entities,3c3b8b1fed1a9f9dfc68496698bc193a,shodan_ps_entities__3c3b8b1fed1a9f9dfc68496698bc193a
serco.com,Serco,"60 Margaret Street, Sydney, NSW, 2000 Australia","-33.8647516, 151.2068173",AAEntity,Serco,,shodan_ps_entities,52609c9fb05d9759815416caabc3edbb,shodan_ps_entities__52609c9fb05d9759815416caabc3edbb
spotless.com,Spotless,"549 St Kilda Road, Melbourne, VIC, 3004 Australia","-37.84667719999999, 144.9797732",News,Spotless,,shodan_ps_entities,6b0f28895d9d92e329ab7a81b070bac8,shodan_ps_entities__6b0f28895d9d92e329ab7a81b070bac8
downergroup.com,Downer Group,"Trinity Business Campus, 39 Delhi Road, North Ryde, NSW, 2113 Australia","-33.7954215, 151.1397226",space,Downer Group,,shodan_ps_entities,e1b507a75dec76d5a5db00c36f383e23,shodan_ps_entities__e1b507a75dec76d5a5db00c36f383e23
gdles-aus.com,General Dynamics Land Systems - Australia,"26 Williams Circuit. Pooraka, SA, 5095 Australia","-34.8275481, 138.6099181",Keyphrase,General Dynamics Land Systems - Australia,,shodan_ps_entities,9dbd443ce2cd9d8bedf1bf72896e39be,shodan_ps_entities__9dbd443ce2cd9d8bedf1bf72896e39be
northropgrumman.com,Northrop Grumman Australia,"3/2 Faulding Street, Symonston, ACT, 2609 Australia","-35.3350483, 149.1681128",Organization,Northrop Grumman Australia,,shodan_ps_entities,e08c6308da77886822a7b6849c787df3,shodan_ps_entities__e08c6308da77886822a7b6849c787df3
defencesa.com,Defence SA,"151 Pirie Street, Adelaide, SA, 5000 Australia","-34.9258356, 138.6054672",DiplomaticFacilities,Defence SA,,shodan_ps_entities,98eb8773287f191a08d5dea4cad2eb3f,shodan_ps_entities__98eb8773287f191a08d5dea4cad2eb3f
eos-aus.com,Electro Optic Systems,"75 Elizabeth Street, Sydney, NSW, 2000 Australia","-33.8688551, 151.2101734",Legislator,Electro Optic Systems,,shodan_ps_entities,d16ca33747f059583901494351d898de,shodan_ps_entities__d16ca33747f059583901494351d898de
xtek.net,XTEK,"3 Faulding Street, Symonston, ACT, 2609 Australia","-35.3354959, 149.1685512",IndustryTerm,XTEK,,shodan_ps_entities,8394fea81e3c3571593626bcbf304469,shodan_ps_entities__8394fea81e3c3571593626bcbf304469
wilsonsecurity.com.au,Wilson Security,"Level 3, 6 English Street, Essendon Fields, VIC, 3041 Australia","-37.72606469999999, 144.8931352",Wells,Wilson Security,,shodan_ps_entities,c8b2c2f390a2dea5b8ed5caa964e78e2,shodan_ps_entities__c8b2c2f390a2dea5b8ed5caa964e78e2
raafbasewagga.com.au,RAAF Base Wagga,"Sturt Highway, Forest Hill, NSW, 2651 Australia","-35.1455696, 147.4607818",DiplomaticFacilities,RAAF Base Wagga,,shodan_ps_entities,c6d1a6bf206e2c1f01f3d6bd3c3caeda,shodan_ps_entities__c6d1a6bf206e2c1f01f3d6bd3c3caeda
afb.gov.au,Australian Border Force,"3 Molonglo Drive, Canberra Airport, ACT, 2609 Australia","-35.3164603, 149.1903537",Pipeline,Australian Border Force,,shodan_ps_entities,b37cd4cc7dc6cdb9af13fffefb416293,shodan_ps_entities__b37cd4cc7dc6cdb9af13fffefb416293
awm.gov.au,Australian War Memorial,"Treloar Crescent, Campbell, ACT, 2612 Australia","-35.2794586, 149.1497071",LegislativeCommittee,Australian War Memorial,,shodan_ps_entities,65ac86083404cea260bd49c91b70702f,shodan_ps_entities__65ac86083404cea260bd49c91b70702f
researchcentre.army.gov.au,Australian Army Research Centre,"Russell Offices, Constitution Avenue, Russell, ACT, 2600 Australia","-35.2966725, 149.1519968",Shipping,Australian Army Research Centre,,shodan_ps_entities,29dae1098f9b15770673b873deafd564,shodan_ps_entities__29dae1098f9b15770673b873deafd564
defence.gov.au/adfa,Australian Defence Force Academy,"Northcott Drive, Campbell, ACT, 2612 Australia","-35.2926761, 149.1617344",Exec,Australian Defence Force Academy,,shodan_ps_entities,92b5915ee9841750b0fe719d40796394,shodan_ps_entities__92b5915ee9841750b0fe719d40796394
defence.gov.au/adc,Australian Defence College,"kirkpatrick Street, Weston, ACT, 2611 Australia","-35.3214037, 149.0576731",ForeignMinistry,Australian Defence College,,shodan_ps_entities,2e2dd8e26f2219d80cb45d96cb761177,shodan_ps_entities__2e2dd8e26f2219d80cb45d96cb761177
anu.edu.au,Australian National University,"The Australian National University, Canberra, ACT, 2600 Australia","-35.2776999, 149.118527",Person,Australian National University,,shodan_ps_entities,c0bfb9aac3c77faa2351e08ed226bca5,shodan_ps_entities__c0bfb9aac3c77faa2351e08ed226bca5
bellschool.anu.edu.au,Coral Bell School of Asia Pacific Affairs,"Hedley Bull Building, 130 Garren Road, Acton, ACT, 2601 Australia","-35.2830541, 149.1196669",Organization,Coral Bell School of Asia Pacific Affairs,,shodan_ps_entities,905ac98edf127db794056e459793ab1c,shodan_ps_entities__905ac98edf127db794056e459793ab1c
dva.gov.au,Australian Department of Veterans Affairs,"259 Queen Street, Brisbane, QLD, 4000 Australia","-27.4679749, 153.0275991",Refinery,Australian Department of Veterans Affairs,,shodan_ps_entities,7fb0c54782cd3b95044c3146c70f8c1d,shodan_ps_entities__7fb0c54782cd3b95044c3146c70f8c1d
manpower.com.au,Manpower Australia,"201 Kent Street, Sydney, NSW, 2000 Australia","-33.8637342, 151.2038097",Person,Manpower Australia,,shodan_ps_entities,06df48fa59b0e7a91efd546e928569dc,shodan_ps_entities__06df48fa59b0e7a91efd546e928569dc
sasic.sa.gov.au,South Australian Space Industry Centre,"151 Pirie Street, Adelaide, SA, 5000 Australia","-34.9258356, 138.6054672",ForeignMinistry,South Australian Space Industry Centre,,shodan_ps_entities,491a504c7798f50f3eb3316f16393f7f,shodan_ps_entities__491a504c7798f50f3eb3316f16393f7f
australian-munitions.com.au,Australian Munitions,"7 Murray Close Avenue, Sydney Olympic Park, NSW 2127 Australia","-33.8456829, 151.0702404",IndustryTerm,Australian Munitions,,shodan_ps_entities,b464a3ab441c66629f5167038460e368,shodan_ps_entities__b464a3ab441c66629f5167038460e368
outbackammo.com.au,Australian Outback,"7 Murray Close Avenue, Sydney Olympic Park, NSW 2127 Australia","-33.8456829, 151.0702404",Wells,Australian Outback,,shodan_ps_entities,4e6a96c66fde023ded564eb50e0eb8a6,shodan_ps_entities__4e6a96c66fde023ded564eb50e0eb8a6
australia-pacific.airbus.com,Airbus,"65-75 Pandanus Avenue, Brisbane Airport, QLD, 4007 Australia","-27.3884251, 153.1355203",Media,Airbus,,shodan_ps_entities,b110aa10dc3e3aa939ba099440938e65,shodan_ps_entities__b110aa10dc3e3aa939ba099440938e65
sikorsky.com.au,Sikorsky Aircraft Australia,"29 Wugan Street, Yerriyong, NSW 2540 Australia","-34.9444413, 150.5296345",Refinery,Sikorsky Aircraft Australia,,shodan_ps_entities,2ebef77c062d780c52580ff239692a7f,shodan_ps_entities__2ebef77c062d780c52580ff239692a7f
rheinmetall-defence.com,Rheinmetall Defence,"111 Robert Smith Street, Redbank, QLD, 4301 Australia","-27.5844761, 152.874256",Keyphrase,Rheinmetall Defence,,shodan_ps_entities,93e1e29cc8723976531f6fc3b8f3c940,shodan_ps_entities__93e1e29cc8723976531f6fc3b8f3c940
luerssen.com.au,Luerssen Australia,"16 Nautical Drive, Henderson, WA 6166 Australia","-32.1621341, 115.7725617",Pipeline,Luerssen Australia,,shodan_ps_entities,a86dd2453efbe0903edec48575cc2ec4,shodan_ps_entities__a86dd2453efbe0903edec48575cc2ec4
konsberg.com,Konsberg Defence Australia,"18 Brindabella Cirtcuit, Canberra Airport, ACT 2609 Australia","-35.313038, 149.1890337",ForeignMinister,Konsberg Defence Australia,,shodan_ps_entities,a421340b5e04202dd87f58ff15769903,shodan_ps_entities__a421340b5e04202dd87f58ff15769903
bupa.com.au,Bupa Health Services,"33 Exhibition Street, Melbourne, VIC 3000 Australia","-37.8152936, 144.9717999",DiplomaticFacilities,Bupa Health Services,,shodan_ps_entities,ffe1b21edcd0c58e4ca940ba2e2a498f,shodan_ps_entities__ffe1b21edcd0c58e4ca940ba2e2a498f
defencehealth.com.au,Defense Health Australia,"380 St Kilda Road, Southbank, Melbourne, VIC 3004 Australia","-37.8322426, 144.970907",ForeignMinistry,Defense Health Australia,,shodan_ps_entities,2ad75d1cca94aae8254ce7e53da51f9c,shodan_ps_entities__2ad75d1cca94aae8254ce7e53da51f9c
saab.com,Saab Australia,"2/71 Leichardt Street, Kingston, ACT 2604 Australia","-35.3209012, 149.1469176",Exec,Saab Australia,,shodan_ps_entities,569991c833808c43adb3910eb199f015,shodan_ps_entities__569991c833808c43adb3910eb199f015
ventia.com,Ventia,"1/495 Victoria Avenue, Chatswood, NSW 2067 Australia","-33.7970573, 151.178779",Person,Ventia,,shodan_ps_entities,0a2f4e54498b7e074ce505b7e12437af,shodan_ps_entities__0a2f4e54498b7e074ce505b7e12437af
msssecurity.com.au,MSS Security,"63-79 Parramatta Road, Silverwater, NSW 2128 Australia","-33.84496190000001, 151.0428004",ForeignMinister,MSS Security,,shodan_ps_entities,3a4c006ff9a8514c8fcb59937d89bd8e,shodan_ps_entities__3a4c006ff9a8514c8fcb59937d89bd8e
linfox.com,Linfox,"55 English Street, Essendon Fields, Victoria 3041 Australia","-37.725386, 144.8973175",Media,Linfox,,shodan_ps_entities,e35a55adaa05b5910744049c6c86679d,shodan_ps_entities__e35a55adaa05b5910744049c6c86679d
tollgroup.com,Toll Group,"380 St Kilda Road, Melbourne, VIC 3004 Australia","-37.8322426, 144.970907",Keyphrase,Toll Group,,shodan_ps_entities,761b60c9079da4e0916e0ee295c08562,shodan_ps_entities__761b60c9079da4e0916e0ee295c08562
pentarch.com.au,Pentarch Group,"99 Coventry Street, South Melbourne, VIC 3205 Australia","-37.83035, 144.966137",AAEntity,Pentarch Group,,shodan_ps_entities,7f5f486899756eacd841f8808d2420d1,shodan_ps_entities__7f5f486899756eacd841f8808d2420d1
pentarchindustrial.com.au,Pentarch Industrial,"99 Coventry Street, South Melbourne, VIC 3205 Australia","-37.83035, 144.966137",ForeignMinister,Pentarch Industrial,,shodan_ps_entities,6ea8f5abceb01ce492b369af83ae9fad,shodan_ps_entities__6ea8f5abceb01ce492b369af83ae9fad
accenture.com,Accenture,"55 Wentworth Avenue, Kingston, ACT 2604 Australia","-35.3168055, 149.1462475",CompanyKeyword,Accenture,,shodan_ps_entities,1d55af1659424cf94d869e2580a11bf8,shodan_ps_entities__1d55af1659424cf94d869e2580a11bf8
rusi.org.au,Royal United Services Institute Australia,"Campbell Park Offices, Northcott Drive, Majura, ACT 2609 Australia","-35.2823001, 149.172359",FTO,Royal United Services Institute Australia,,shodan_ps_entities,188aef9f14334b9eb9de3c35d58354aa,shodan_ps_entities__188aef9f14334b9eb9de3c35d58354aa
silentiumdefence.com.au,Silentium Defence,"39 Davis Street, Wingfield, SA 5013 Australia","-34.8440437, 138.5588586",ForeignMinister,Silentium Defence,,shodan_ps_entities,21947a4c91c572ed5d093d8227e028e7,shodan_ps_entities__21947a4c91c572ed5d093d8227e028e7
aspenmedical.com,Aspen Medical,"2 King Street, Deakin, ACT 2600 Australia","-35.3223674, 149.0933238",Shipping,Aspen Medical,,shodan_ps_entities,8238d2840e06a4eb3e0f1abc3cfb7a08,shodan_ps_entities__8238d2840e06a4eb3e0f1abc3cfb7a08
inovor.com.au,Inovor Technologies,"14, Hanson Building, Frome Road, Adelaide, SA 5000 Australia","-34.9201455, 138.6084275",space,Inovor Technologies,,shodan_ps_entities,fe19ed76f91184393fb1c6d994d0080a,shodan_ps_entities__fe19ed76f91184393fb1c6d994d0080a
cpbcon.com.au,CPB Contractors,"177 Pacific Highway, North Sydney, NSW 2060 Australia","-33.836926, 151.2060945",CompanyKeyword,CPB Contractors,,shodan_ps_entities,f7795a7e148980dc5f534b2d2ec58116,shodan_ps_entities__f7795a7e148980dc5f534b2d2ec58116
dyn_aust.com.au,DynCorp Australia,"Torrens Street, Braddon, ACT 2612 Australia","-35.2708373, 149.1344847",LegislativeCommittee,DynCorp Australia,,shodan_ps_entities,ac6866676c3d7cb0694876ee632b412c,shodan_ps_entities__ac6866676c3d7cb0694876ee632b412c
babcock.com.au,Babcock Australasia,"70 Franklin Street, Adelaide, SA 5000 Australia","-34.9270919, 138.596691",Wells,Babcock Australasia,,shodan_ps_entities,7f1bb91636cad7828b4f78989cab29d9,shodan_ps_entities__7f1bb91636cad7828b4f78989cab29d9
ibm.com,IBM Australia,"601 Pacific Highway, St Leonards, NSW 2065 Australia","-33.8231455, 151.1967104",Exec,IBM Australia,,shodan_ps_entities,ac8bfa0757c6db8dfa051077c5beb299,shodan_ps_entities__ac8bfa0757c6db8dfa051077c5beb299
ppkgroup.com.au,PPK Group,"10 Eagle Street, Brisbane, QLD 4000 Australia","-27.469215, 153.029797",CompanyKeyword,PPK Group,,shodan_ps_entities,11ae3d23c0debfca009f9f0db5ee0908,shodan_ps_entities__11ae3d23c0debfca009f9f0db5ee0908
ballistics.com.au,Craig International Ballistics,"4 Harrington Street, Arundel, QLD 4214 Australia","-27.9311484, 153.3691564",FTO,Craig International Ballistics,,shodan_ps_entities,0ea3fdc088ab3c5efa41580f58d54b9c,shodan_ps_entities__0ea3fdc088ab3c5efa41580f58d54b9c
elbitsystems.com.au,Elbit Systems,"42 Macquarie Street, Barton, ACT 2600  Australia","-35.3073508, 149.1358404",Keyphrase,Elbit Systems,,shodan_ps_entities,f02f8270599f3a6953705960c0127e26,shodan_ps_entities__f02f8270599f3a6953705960c0127e26
leidos.com,Leidos Australia,"39/1508 Centre Road, Clayton South, VIC 3168 Australia","-37.9318455, 145.1381007",CompanyKeyword,Leidos Australia,,shodan_ps_entities,9f7611d9666fdb1ec686d9615c943a77,shodan_ps_entities__9f7611d9666fdb1ec686d9615c943a77
airforce.mil.nz,Royal New Zealand Air Force,"34 Bowen Street, Pipitea, Wellington, 6011 New Zealand","-41.2782274, 174.7749618",Shipping,Royal New Zealand Air Force,,shodan_ps_entities,9fb8a44a4fbb9e8855936fac294cca3e,shodan_ps_entities__9fb8a44a4fbb9e8855936fac294cca3e
nzdf.mil.nz,New Zealand Defence Force,"34 Bowen Street, Pipitea, Wellington, 6011 New Zealand","-41.2782274, 174.7749618",DiplomaticFacilities,New Zealand Defence Force,,shodan_ps_entities,c7e5cbba36f2b267c5329a9ded2bd4b0,shodan_ps_entities__c7e5cbba36f2b267c5329a9ded2bd4b0
gcsb.govt.nz,Government Communications Security Bureau,"9 Pipitea Street, Wellington, 6011 New Zealand","-41.2756589, 174.7807228",FTO,Government Communications Security Bureau,,shodan_ps_entities,c47a42f827ea2d9042f3ceda54f11255,shodan_ps_entities__c47a42f827ea2d9042f3ceda54f11255
ncsc.govt.nz,New Zealand National Cyber Security Centre,"9 Pipitea Street, Wellington, 6011 New Zealand","-41.2756589, 174.7807228",Diplomat,New Zealand National Cyber Security Centre,,shodan_ps_entities,07d529250ddc6d93ee78100c5fe66d0b,shodan_ps_entities__07d529250ddc6d93ee78100c5fe66d0b
nzsis.govt.nz,New Zealand Security Intelligence Service,"9 Pipitea Street, Wellington, 6011 New Zealand","-41.2756589, 174.7807228",Diplomat,New Zealand Security Intelligence Service,,shodan_ps_entities,23db6dad211f45a1259137853ec24672,shodan_ps_entities__23db6dad211f45a1259137853ec24672
defence.govt.nz,New Zealand Ministry of Defence,"Defence House, 34 Bowen Street, Pipitea, Wellington, 6011 New Zealand","-41.2783509, 174.7748845",News,New Zealand Ministry of Defence,,shodan_ps_entities,0b125a696ce51060450a99119734e90a,shodan_ps_entities__0b125a696ce51060450a99119734e90a
force4families.mil.nz,Force 4 Families,"34 Bowen Street, Pipitea, Wellington, 6011 New Zealand","-41.2782274, 174.7749618",IndustryTerm,Force 4 Families,,shodan_ps_entities,20ad4ceb6c475f992d1c3e0d97ad64a0,shodan_ps_entities__20ad4ceb6c475f992d1c3e0d97ad64a0
dta.mil.nz,New Zealand Defence Technology Agency,"HMNZS Philomel, Jim Titchener Parade, Devenport, 0624 New Zealand","-36.8300418, 174.7905273",Wells,New Zealand Defence Technology Agency,,shodan_ps_entities,da477b87df662888fedcd4abfeb0ed5a,shodan_ps_entities__da477b87df662888fedcd4abfeb0ed5a
nzdia.co.nz,New Zealand Defence Industry Association,"Remuerua, Auckland 1541 New Zealand","-36.8812612, 174.8026499",Refinery,New Zealand Defence Industry Association,,shodan_ps_entities,22f1a506cc3f30aa2069fec631e976ff,shodan_ps_entities__22f1a506cc3f30aa2069fec631e976ff
pacifichelmets.com,Pacific Helmets,"315 Heads Road, Whanganui, 4501 New Zealand","-39.9497584, 175.0176431",IndustryTerm,Pacific Helmets,,shodan_ps_entities,e810f78b2e71edc2bd702ae6ceed0c03,shodan_ps_entities__e810f78b2e71edc2bd702ae6ceed0c03
thalesgroup.com,Thales New Zealand,"4 Willis Street, Wellington, 6011 New Zealand","-41.2864782, 174.7760145",IndustryTerm,Thales New Zealand,,shodan_ps_entities,c5fda72ede2a7ba6a6402911d60988d9,shodan_ps_entities__c5fda72ede2a7ba6a6402911d60988d9
duratec.co.nz,Duratec,"44 Victoria Street, Auckland, 1010 New Zealand","-36.8486156, 174.7631762",Diplomat,Duratec,,shodan_ps_entities,4a98f9490276f2cb28e7a3bbabb052c2,shodan_ps_entities__4a98f9490276f2cb28e7a3bbabb052c2
Australian Army,Australian Army,"Russell Offices, Constitution Avenue, Russell, ACT, 2600 Australia","-35.2966725, 149.1519968",ForeignMinistry,Australian Army,,shodan_ps_entities,327b484f009ea47c1abb3ed841be9dcb,shodan_ps_entities__327b484f009ea47c1abb3ed841be9dcb
Royal Australian Navy,Royal Australian Navy,"Russell Offices, Constitution Avenue, Russell, ACT, 2600 Australia","-35.2966725, 149.1519968",space,Royal Australian Navy,,shodan_ps_entities,5e1d1638c1eb67f3193dbc0c8e759851,shodan_ps_entities__5e1d1638c1eb67f3193dbc0c8e759851
Royal Australian Air Force,Royal Australian Air Force,"Russell Offices, Constitution Avenue, Russell, ACT, 2600 Australia","-35.2966725, 149.1519968",Consulates,Royal Australian Air Force,,shodan_ps_entities,0afeb8c7796a6edfcd996fbc139ca74b,shodan_ps_entities__0afeb8c7796a6edfcd996fbc139ca74b
Department of Defence,Australian Department of Defence,"Russell Offices, Constitution Avenue, Russell, ACT, 2600 Australia","-35.2966725, 149.1519968",ForeignMinistry,Australian Department of Defence,,shodan_ps_entities,3a433d8fb975f9cf1faf2e37c20f56e9,shodan_ps_entities__3a433d8fb975f9cf1faf2e37c20f56e9
Australian Signals Directorate,Australian Signals Directorate,"Building 5, Russell Offices, Constitution Avenue, Russell, ACT, 2600 Australia","-35.2966725, 149.1519968",AAEntity,Australian Signals Directorate,,shodan_ps_entities,c50d04bbd536dbd29e89e17d6b99115d,shodan_ps_entities__c50d04bbd536dbd29e89e17d6b99115d
Australian Security Intelligence Organisation,Australian Security Intelligence Organisation,"ASIO Headquaters, Ben Chifley Building, 70 Constitution Avenue, Parkes, ACT, 2600 Australia","-35.2925812, 149.1447929",News,Australian Security Intelligence Organisation,,shodan_ps_entities,0a53015ee6d7c3812f2a426afefa371c,shodan_ps_entities__0a53015ee6d7c3812f2a426afefa371c
Australian Secret Intelligence Service,Australian Secret Intelligence Service,"RG Casey Building, John McEwen Crescent, Barton, ACT, 0221 Australia","-35.3099228, 149.130368",Exec,Australian Secret Intelligence Service,,shodan_ps_entities,c98a8e43e409eb8ea7459cb859de8928,shodan_ps_entities__c98a8e43e409eb8ea7459cb859de8928
Office of National Intelligence,Australian Office of National Intelligence,"2 National Circuit, Barton, ACT, 2600 Australia","-35.3052452, 149.1337385",Pipeline,Australian Office of National Intelligence,,shodan_ps_entities,d5667b84cf6be01d91eba771a942364f,shodan_ps_entities__d5667b84cf6be01d91eba771a942364f
Defence Science and Technology,Australian Defence Science and Technology,"David Warren Building, 24 Scherger Drive, Canberra Airport, 2609 Australia","-35.3053198, 149.2043066",Keyphrase,Australian Defence Science and Technology,,shodan_ps_entities,930c33f11390c3212c0b1eb458247b62,shodan_ps_entities__930c33f11390c3212c0b1eb458247b62
Capability Acquisition and Sustainment Group,Capability Acquisition and Sustainment Group,"R2-5 Executive Suite, Russell Offices, Constitution Avenue, Russell, ACT, 2600 Australia","-35.2966725, 149.1519968",Diplomat,Capability Acquisition and Sustainment Group,,shodan_ps_entities,5e81e1ca0bd51b1615be49ab73a37903,shodan_ps_entities__5e81e1ca0bd51b1615be49ab73a37903
Defence Housing Australia,Defence Housing Australia,"26 Brisbane Avenue, Barton, 2600 Australian Capital Territory Australia","-35.3088339, 149.1346293",space,Defence Housing Australia,,shodan_ps_entities,c8490bd92f65a2b52d1e426804b9ddca,shodan_ps_entities__c8490bd92f65a2b52d1e426804b9ddca
Defence Force Recruiting,Defence Force Recruiting Australia,"10 Richmond Avenue, Fairbairn, ACT, 2609 Australia","-35.3038646, 149.2031775",Media,Defence Force Recruiting Australia,,shodan_ps_entities,d6826c47801f56dc12b77be32ab66172,shodan_ps_entities__d6826c47801f56dc12b77be32ab66172
Air Power Development Centre,Air Power Development Centre,"205 Anketell St, Greenway ACT 2900 Australia","-35.4163057, 149.0685322",AAEntity,Air Power Development Centre,,shodan_ps_entities,55f05dd58b98b577a613bb9b924d655e,shodan_ps_entities__55f05dd58b98b577a613bb9b924d655e
Inspector-General of Intelligence and Security,Inspector-General of Intelligence and Security,"3-5 National Circuit, Barton, ACT 2600, Australia Australia","-35.3065442, 149.1327458",Shipping,Inspector-General of Intelligence and Security,,shodan_ps_entities,74120b84be5ac9412d117cf9b4c4efb8,shodan_ps_entities__74120b84be5ac9412d117cf9b4c4efb8
Inspector-General of Australian Defence Force,Inspector-General of Australian Defence Force,"Level 5, 25 Brindabella Circuit, Canberra Airport, ACT, 2609 Australia","-35.3150489, 149.1885672",News,Inspector-General of Australian Defence Force,,shodan_ps_entities,712ac79872c8f86bd5010e5df675b087,shodan_ps_entities__712ac79872c8f86bd5010e5df675b087
Australian Cyber Security Centre,Australian Cyber Security Centre,"ASIO Headquaters, Ben Chifley Building, 70 Constitution Avenue, Parkes, ACT, 2600 Australia","-35.2925812, 149.1447929",Legislator,Australian Cyber Security Centre,,shodan_ps_entities,3706c315bf4a163261ce77cbcbaaadd2,shodan_ps_entities__3706c315bf4a163261ce77cbcbaaadd2
Australian Industry and Defence Network,Australian Industry and Defence Network,"Kingston, ACT, 2604 Australia","-35.315556, 149.144167",FTO,Australian Industry and Defence Network,,shodan_ps_entities,cc6ca0da9af27a804e1f1c65f7ecd194,shodan_ps_entities__cc6ca0da9af27a804e1f1c65f7ecd194
Thales Australia,Thales Australia,"7 Murray Rose Ave, Sydney NSW 2127 Australia","-33.8456829, 151.0702404",FTO,Thales Australia,,shodan_ps_entities,350fae2d494833f85d102659c2e2719f,shodan_ps_entities__350fae2d494833f85d102659c2e2719f
