handle,caption_name,location,include_groups,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
chopraftc,US Federal Trade Commissioner Chopra,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Consulates,US Federal Trade Commissioner Chopra,,dgm_prosecutor_handles,a71f751ff71277d05392d539e0b8f484,dgm_prosecutor_handles__a71f751ff71277d05392d539e0b8f484
cswilsonftc,US Federal Trade Commissioner Wilson,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Wells,US Federal Trade Commissioner Wilson,,dgm_prosecutor_handles,b8256d68526aa0ac434fa8158692b348,dgm_prosecutor_handles__b8256d68526aa0ac434fa8158692b348
ftcphillips,US Federal Trade Commissioner Phillips,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",LegislativeCommittee,US Federal Trade Commissioner Phillips,,dgm_prosecutor_handles,09fa766cece537a1398205e87897b1f5,dgm_prosecutor_handles__09fa766cece537a1398205e87897b1f5
rkslaughterftc,US Federal Trade Commissioner Slaughter,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Legislator,US Federal Trade Commissioner Slaughter,,dgm_prosecutor_handles,920d792e151665ec7321cc98e534ad58,dgm_prosecutor_handles__920d792e151665ec7321cc98e534ad58
cfpbdirector,US Consumer Financial Protection Bureau Director Uejio,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Keyphrase,US Consumer Financial Protection Bureau Director Uejio,,dgm_prosecutor_handles,357c34b7eb6efe37be5d7d3c40e7a3e2,dgm_prosecutor_handles__357c34b7eb6efe37be5d7d3c40e7a3e2
jrosenworcelfcc,US Federal Communications Commission Chairwoman Rosenworcel,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",DiplomaticFacilities,US Federal Communications Commission Chairwoman Rosenworcel,,dgm_prosecutor_handles,d7f4caa6700a13ad2aee4bbd28409be4,dgm_prosecutor_handles__d7f4caa6700a13ad2aee4bbd28409be4
usattorneys,US Attorneys,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",CompanyKeyword,US Attorneys,,dgm_prosecutor_handles,a4ab5f6be8f7db2672358b4c7035c3ca,dgm_prosecutor_handles__a4ab5f6be8f7db2672358b4c7035c3ca
usattyshah,US Attorney Shah,"Austin, TX",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"austin, tx",LegislativeCommittee,US Attorney Shah,,dgm_prosecutor_handles,02e32faa953c9aab710239e96a15d93e,dgm_prosecutor_handles__02e32faa953c9aab710239e96a15d93e
usattyganjei,US Attorney Ganjei,"Beaumont, TX",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"beaumont, tx",Exec,US Attorney Ganjei,,dgm_prosecutor_handles,229a54a723c6935546da7f8466a736ab,dgm_prosecutor_handles__229a54a723c6935546da7f8466a736ab
usattywilliams,US Attorney Williams,"Philadelphia, PA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"philadelphia, pa",IndustryTerm,US Attorney Williams,,dgm_prosecutor_handles,51344aba0ed494c14fb0e6209fccdf19,dgm_prosecutor_handles__51344aba0ed494c14fb0e6209fccdf19
robbonta,California Attorney General Bonta,"Alameda, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"alameda, ca",Legislator,California Attorney General Bonta,,dgm_prosecutor_handles,de8199ac223fa108cc02a519180b11d1,dgm_prosecutor_handles__de8199ac223fa108cc02a519180b11d1
pweiser,Colorado Attorney General Weiser,"Denver, CO",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"denver, co",Pipeline,Colorado Attorney General Weiser,,dgm_prosecutor_handles,3c199baf98f76eca35929a92cadb3476,dgm_prosecutor_handles__3c199baf98f76eca35929a92cadb3476
williamtongct,Connecticut Attorney General Tong,"Hartford, CT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"hartford, ct",Wells,Connecticut Attorney General Tong,,dgm_prosecutor_handles,34bcb5b4e5ca4389964a4dba93fbb2f3,dgm_prosecutor_handles__34bcb5b4e5ca4389964a4dba93fbb2f3
agstevemarshall,Alabama Attorney General Marshall,"Montgomery, AL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"montgomery, al",Keyphrase,Alabama Attorney General Marshall,,dgm_prosecutor_handles,66bab07d6f5af9bbd8fa01dfeaf9c0b7,dgm_prosecutor_handles__66bab07d6f5af9bbd8fa01dfeaf9c0b7
generalbrnovich,Arizona Attorney General Brnovich,"Phoenix, AZ",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"phoenix, az",ForeignMinistry,Arizona Attorney General Brnovich,,dgm_prosecutor_handles,f6f6d7bfa1f084ab22b7077361dfb229,dgm_prosecutor_handles__f6f6d7bfa1f084ab22b7077361dfb229
leslierutledge,Arkansas Attorney General Rutledge,"Little Rock, AR",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"little rock, ar",Media,Arkansas Attorney General Rutledge,,dgm_prosecutor_handles,c187719f70b96b42890bff67897b2fa5,dgm_prosecutor_handles__c187719f70b96b42890bff67897b2fa5
agkarlracine,District of Columbia Attorney General Racine,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Legislator,District of Columbia Attorney General Racine,,dgm_prosecutor_handles,d4d5f32cfd2b26bbecb8107e05c468f0,dgm_prosecutor_handles__d4d5f32cfd2b26bbecb8107e05c468f0
agashleymoody,Florida Attorney General Moody,"Tallahassee, FL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"tallahassee, fl",ForeignMinister,Florida Attorney General Moody,,dgm_prosecutor_handles,5a1306bf8f3f6ee9ef09239cf9b1f25d,dgm_prosecutor_handles__5a1306bf8f3f6ee9ef09239cf9b1f25d
chriscarr_ga,Georgia Attorney General Carr,"Atlanta, GA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"atlanta, ga",Keyphrase,Georgia Attorney General Carr,,dgm_prosecutor_handles,860beda56a881333ffedd515efc41e2f,dgm_prosecutor_handles__860beda56a881333ffedd515efc41e2f
agleevincamacho,Guam Attorney General Camacho,"Hagatna, Guam",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"hagatna, guam",ForeignMinistry,Guam Attorney General Camacho,,dgm_prosecutor_handles,a011cb2a5db91d26baa8d39d08176ab9,dgm_prosecutor_handles__a011cb2a5db91d26baa8d39d08176ab9
atghigov,Hawaii Attorney General  Connors,"Honolulu, HI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"honolulu, hi",Pipeline,Hawaii Attorney General  Connors,,dgm_prosecutor_handles,2d1b4ca3e3ad774f5c3e08450b86cfba,dgm_prosecutor_handles__2d1b4ca3e3ad774f5c3e08450b86cfba
lawrencewasden,Idaho Attorney General Wasden,"Boise, Idaho",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"boise, idaho",Pipeline,Idaho Attorney General Wasden,,dgm_prosecutor_handles,4c2484ea6dd79ba41c1551216a4e5faa,dgm_prosecutor_handles__4c2484ea6dd79ba41c1551216a4e5faa
kwameraoul,Illinois Attorney General Raoul,"Chicago, IL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"chicago, il",LegislativeCommittee,Illinois Attorney General Raoul,,dgm_prosecutor_handles,75ee9564c6cc1b712be7bf77a8a603ce,dgm_prosecutor_handles__75ee9564c6cc1b712be7bf77a8a603ce
toddrokitain,Indiana Attorney General Rokita,"Indianapolis, IN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"indianapolis, in",space,Indiana Attorney General Rokita,,dgm_prosecutor_handles,a6ed5bf88166629a91b55ad862762b6f,dgm_prosecutor_handles__a6ed5bf88166629a91b55ad862762b6f
ndmsnews,US Attorney's Office for the Northern District of Mississippi,"Oxford, MS",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"oxford, ms",Wells,US Attorney's Office for the Northern District of Mississippi,,dgm_prosecutor_handles,8c2a86f8582cd4d3218f812dcf951606,dgm_prosecutor_handles__8c2a86f8582cd4d3218f812dcf951606
usao_gu,US Attorney's Office for the District of Guam,"Hagatna, Guam",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"hagatna, guam",AAEntity,US Attorney's Office for the District of Guam,,dgm_prosecutor_handles,89e89182c9071aa9db7eaf333ddf3ff0,dgm_prosecutor_handles__89e89182c9071aa9db7eaf333ddf3ff0
cdcanews,US Attorney's Office for the Central District of California,"Sacramento, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"sacramento, ca",IndustryTerm,US Attorney's Office for the Central District of California,,dgm_prosecutor_handles,b2fc29d2a45c808fc1179c39255b00f4,dgm_prosecutor_handles__b2fc29d2a45c808fc1179c39255b00f4
usao_ne,US Attorney's Office for the District of Nebraska,"Omaha, NE",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"omaha, ne",Shipping,US Attorney's Office for the District of Nebraska,,dgm_prosecutor_handles,48978acf7c84a06c79185282d01c181d,dgm_prosecutor_handles__48978acf7c84a06c79185282d01c181d
usao_sdal,US Attorney's Office for the Southern District of Alabama,"Mobile, AL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"mobile, al",Wells,US Attorney's Office for the Southern District of Alabama,,dgm_prosecutor_handles,cf89620824243ae068feff73dd2c5547,dgm_prosecutor_handles__cf89620824243ae068feff73dd2c5547
usao_mdtn,US Attorney's Office for the Middle District of Tennessee,"Nashville, TN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"nashville, tn",Diplomat,US Attorney's Office for the Middle District of Tennessee,,dgm_prosecutor_handles,8dd1b9071fdca14fe9931087868b4b4b,dgm_prosecutor_handles__8dd1b9071fdca14fe9931087868b4b4b
usao_edwa,US Attorney's Office for the Eastern District of Washington,"Spokane, WA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"spokane, wa",Legislator,US Attorney's Office for the Eastern District of Washington,,dgm_prosecutor_handles,2ed5698ab7e80695a8d5ac5269b614b3,dgm_prosecutor_handles__2ed5698ab7e80695a8d5ac5269b614b3
usao_me,US Attorney's Office for the District of Maine,"Portland, ME",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"portland, me",AAEntity,US Attorney's Office for the District of Maine,,dgm_prosecutor_handles,6de58d4d3b356cde396e5ff271321914,dgm_prosecutor_handles__6de58d4d3b356cde396e5ff271321914
usao_edmo,US Attorney's Office for the Eastern District of Missouri,"St Louis, MO",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"st louis, mo",Shipping,US Attorney's Office for the Eastern District of Missouri,,dgm_prosecutor_handles,634d06aae9b0adf608794dce6eea2802,dgm_prosecutor_handles__634d06aae9b0adf608794dce6eea2802
usao_wdwi,US Attorney's Office for the Western District of Wisconsin,"Madison, WI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"madison, wi",Organization,US Attorney's Office for the Western District of Wisconsin,,dgm_prosecutor_handles,308a98907a000a65cecd07d7c80114c2,dgm_prosecutor_handles__308a98907a000a65cecd07d7c80114c2
usao_ednc,US Attorney's Office for the Eastern District of North Carolina,"Raleigh, NC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"raleigh, nc",CompanyKeyword,US Attorney's Office for the Eastern District of North Carolina,,dgm_prosecutor_handles,29d7c66649a6083669f0a5c06e545bb5,dgm_prosecutor_handles__29d7c66649a6083669f0a5c06e545bb5
usao_mdnc,US Attorney's Office for the Middle District of North Carolina,"Greensboro, NC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"greensboro, nc",Consulates,US Attorney's Office for the Middle District of North Carolina,,dgm_prosecutor_handles,6295d6a556387c75649268c00bd17620,dgm_prosecutor_handles__6295d6a556387c75649268c00bd17620
usao_mdga,US Attorney's Office for the Middle District of Georgia,"Macon, GA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"macon, ga",Keyphrase,US Attorney's Office for the Middle District of Georgia,,dgm_prosecutor_handles,71d241c62749a87cd06a561084d27023,dgm_prosecutor_handles__71d241c62749a87cd06a561084d27023
usao_sc,US Attorney's Office for the District of South Carolina,"Columbia, SC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"columbia, sc",Legislator,US Attorney's Office for the District of South Carolina,,dgm_prosecutor_handles,12ec9fd871e28245f62b6d6a990ebdc3,dgm_prosecutor_handles__12ec9fd871e28245f62b6d6a990ebdc3
usao_cdil,US Attorney's Office for the Central District of Illinois,"Springfield, IL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"springfield, il",Wells,US Attorney's Office for the Central District of Illinois,,dgm_prosecutor_handles,7443bc700169412b801095e1596acf50,dgm_prosecutor_handles__7443bc700169412b801095e1596acf50
usao_edok,US Attorney's Office for the Eastern District of Oklahoma,"Muskogee, OK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"muskogee, ok",FTO,US Attorney's Office for the Eastern District of Oklahoma,,dgm_prosecutor_handles,e5581b40a2e87174ae6eef6999292560,dgm_prosecutor_handles__e5581b40a2e87174ae6eef6999292560
usao_sdtx,US Attorney's Office for the Southern District of Texas,"Houston, TX",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"houston, tx",Organization,US Attorney's Office for the Southern District of Texas,,dgm_prosecutor_handles,50bf6816d50a8fd67b493dee0f17ca14,dgm_prosecutor_handles__50bf6816d50a8fd67b493dee0f17ca14
usao_nh,US Attorney's Office for New Hampshire,"Concord, NH",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"concord, nh",Wells,US Attorney's Office for New Hampshire,,dgm_prosecutor_handles,bd38b363ec157ff10d31a0c0d8d06b24,dgm_prosecutor_handles__bd38b363ec157ff10d31a0c0d8d06b24
usao_nm,US Attorney's Office for New Mexico,"Albuquerque, NM",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"albuquerque, nm",space,US Attorney's Office for New Mexico,,dgm_prosecutor_handles,e599d519ed9db7132f01ad6007198d7d,dgm_prosecutor_handles__e599d519ed9db7132f01ad6007198d7d
usao_vt,US Attorney's Office for Vermont,"Burlington, VT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"burlington, vt",CompanyKeyword,US Attorney's Office for Vermont,,dgm_prosecutor_handles,ee08f819b958666b9e8f2a3df395664a,dgm_prosecutor_handles__ee08f819b958666b9e8f2a3df395664a
usao_wdok,US Attorney’s Office for Oklahoma,"Oklahoma City, OK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"oklahoma city, ok",AAEntity,US Attorney’s Office for Oklahoma,,dgm_prosecutor_handles,ea52b4b092eda9b3dfdbbf7532d7011f,dgm_prosecutor_handles__ea52b4b092eda9b3dfdbbf7532d7011f
usao_wdtx,US Attorney's Office for Texas,"San Antonio, TX",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"san antonio, tx",FTO,US Attorney's Office for Texas,,dgm_prosecutor_handles,76ea1c652b586d81b2e35ca31afb7283,dgm_prosecutor_handles__76ea1c652b586d81b2e35ca31afb7283
usao_edky,US Attorney's Office for Kentucky,"Lexington, KY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"lexington, ky",FTO,US Attorney's Office for Kentucky,,dgm_prosecutor_handles,07360e933a2e772a6e3b388033ca2bb6,dgm_prosecutor_handles__07360e933a2e772a6e3b388033ca2bb6
usao_pr,US Attorney's Office for Puerto Rico,"San Juan,PR",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"san juan,pr",DiplomaticFacilities,US Attorney's Office for Puerto Rico,,dgm_prosecutor_handles,b5141db266f1b35c1321a0ff851ec483,dgm_prosecutor_handles__b5141db266f1b35c1321a0ff851ec483
usao_de,US Attorney's Office for Delaware,"Wilmington, DE",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"wilmington, de",IndustryTerm,US Attorney's Office for Delaware,,dgm_prosecutor_handles,25395c1e2cf3536506101ac30c132fae,dgm_prosecutor_handles__25395c1e2cf3536506101ac30c132fae
usao_mdfl,US Attorney's Office for Florida,"Tampa, Florida",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"tampa, florida",Shipping,US Attorney's Office for Florida,,dgm_prosecutor_handles,f66538ef0223d1608eb93495db47241f,dgm_prosecutor_handles__f66538ef0223d1608eb93495db47241f
usao_ndia,US Attorney's Office for Iowa,"Cedar Rapids, IA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"cedar rapids, ia",CompanyKeyword,US Attorney's Office for Iowa,,dgm_prosecutor_handles,be4f07f9a1e01670ee1ae03688a439ae,dgm_prosecutor_handles__be4f07f9a1e01670ee1ae03688a439ae
usao_wdla,US Attorney's Office for Louisiana,"Shreveport, LA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"shreveport, la",IndustryTerm,US Attorney's Office for Louisiana,,dgm_prosecutor_handles,b9e3f2b3b340dd0d2fb7b3ceeb1e92a5,dgm_prosecutor_handles__b9e3f2b3b340dd0d2fb7b3ceeb1e92a5
usao_vi,US Attorney's Office for Virginia,"St. Thomas, VI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"st. thomas, vi",Organization,US Attorney's Office for Virginia,,dgm_prosecutor_handles,5f1d43e60d479c89f6b1e844e37f8f3b,dgm_prosecutor_handles__5f1d43e60d479c89f6b1e844e37f8f3b
usao_or,US Attorney's Office for Oregon,"Salem, OR",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"salem, or",CompanyKeyword,US Attorney's Office for Oregon,,dgm_prosecutor_handles,93fb91fa56560aa8c3dbe508f9249892,dgm_prosecutor_handles__93fb91fa56560aa8c3dbe508f9249892
usao_ndin,US Attorney's Office for Indiana,"Hammond, IN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"hammond, in",Organization,US Attorney's Office for Indiana,,dgm_prosecutor_handles,272c9987759548ff423c82f9627a0efa,dgm_prosecutor_handles__272c9987759548ff423c82f9627a0efa
usao_edpa,US Attorney's Office for Pennsylvania,"Philadelphia, PA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"philadelphia, pa",Exec,US Attorney's Office for Pennsylvania,,dgm_prosecutor_handles,be76354542096e84248b86c425a6ab9b,dgm_prosecutor_handles__be76354542096e84248b86c425a6ab9b
usao_mt,US Attorney's Office for Montana,"Billings, MT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"billings, mt",Keyphrase,US Attorney's Office for Montana,,dgm_prosecutor_handles,06268ef23ac57fae7e959b52cd53d838,dgm_prosecutor_handles__06268ef23ac57fae7e959b52cd53d838
usao_nd,US Attorney's Office for North Dakota,"Fargo, ND",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"fargo, nd",Keyphrase,US Attorney's Office for North Dakota,,dgm_prosecutor_handles,c9a443db9adfcc0c5b41ac5ba2dd6bac,dgm_prosecutor_handles__c9a443db9adfcc0c5b41ac5ba2dd6bac
usao_ak,US Attorney's Office for Alaska,"Anchorage, AK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"anchorage, ak",space,US Attorney's Office for Alaska,,dgm_prosecutor_handles,50b2a607a21662f4aa108504f401167c,dgm_prosecutor_handles__50b2a607a21662f4aa108504f401167c
usao_nv,US Attorney's Office for Nevada,"Las Vegas, Nevada",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"las vegas, nevada",LegislativeCommittee,US Attorney's Office for Nevada,,dgm_prosecutor_handles,2b1d187e7b551ef2af27d929ace04090,dgm_prosecutor_handles__2b1d187e7b551ef2af27d929ace04090
usao_wdmi,US Attorney's Office for Michigan,"Grand Rapids, MI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"grand rapids, mi",ForeignMinistry,US Attorney's Office for Michigan,,dgm_prosecutor_handles,48d275b631ac2129f14422a9e7e2a99b,dgm_prosecutor_handles__48d275b631ac2129f14422a9e7e2a99b
usao_edtn,US Attorney's Office for Tennesse,"Knoxville, TN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"knoxville, tn",Keyphrase,US Attorney's Office for Tennesse,,dgm_prosecutor_handles,4489632fb3818c7ff13c5135435ef948,dgm_prosecutor_handles__4489632fb3818c7ff13c5135435ef948
usao_ndok,US Attorney's Office for Oklahoma,"Tulsa, OK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"tulsa, ok",Pipeline,US Attorney's Office for Oklahoma,,dgm_prosecutor_handles,6671625096b539356afa2d03606caa9a,dgm_prosecutor_handles__6671625096b539356afa2d03606caa9a
usao_md,US Attorney's Office for Maryland,"Baltimore, MD",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"baltimore, md",Pipeline,US Attorney's Office for Maryland,,dgm_prosecutor_handles,faf45f57de177c5eb094728c1401b3d0,dgm_prosecutor_handles__faf45f57de177c5eb094728c1401b3d0
usao_sdia,US Attorney's Office for Iowa,"Des Moines, IA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"des moines, ia",Pipeline,US Attorney's Office for Iowa,,dgm_prosecutor_handles,be4f07f9a1e01670ee1ae03688a439ae,dgm_prosecutor_handles__be4f07f9a1e01670ee1ae03688a439ae
usao_ndca,US Attorney's Office for California,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"san francisco, ca",Legislator,US Attorney's Office for California,,dgm_prosecutor_handles,8bdd56e405a564c11c52c7c349213935,dgm_prosecutor_handles__8bdd56e405a564c11c52c7c349213935
sdcanews,US Attorney's Office for California,"San Diego, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"san diego, ca",LegislativeCommittee,US Attorney's Office for California,,dgm_prosecutor_handles,8bdd56e405a564c11c52c7c349213935,dgm_prosecutor_handles__8bdd56e405a564c11c52c7c349213935
edlanews,US Attorney's Office for Louisiana,"New Orleans, LA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"new orleans, la",Person,US Attorney's Office for Louisiana,,dgm_prosecutor_handles,b9e3f2b3b340dd0d2fb7b3ceeb1e92a5,dgm_prosecutor_handles__b9e3f2b3b340dd0d2fb7b3ceeb1e92a5
usao_az,US Attorney's Office for Arizona,"Phoenix, AZ",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"phoenix, az",space,US Attorney's Office for Arizona,,dgm_prosecutor_handles,7766b93324b9eb26fee6819aef5d9830,dgm_prosecutor_handles__7766b93324b9eb26fee6819aef5d9830
sdflnews,US Attorney's Office for Florida,"Miami, FL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"miami, fl",IndustryTerm,US Attorney's Office for Florida,,dgm_prosecutor_handles,f66538ef0223d1608eb93495db47241f,dgm_prosecutor_handles__f66538ef0223d1608eb93495db47241f
usao_hi,US Attorney's Office for Hawaii,"Honolulu, HI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"honolulu, hi",News,US Attorney's Office for Hawaii,,dgm_prosecutor_handles,7d193fc64a6a629d776d8dd8e1336aa0,dgm_prosecutor_handles__7d193fc64a6a629d776d8dd8e1336aa0
edwinews,US Attorney's Office for Wisconsin,"Milwaukee, WI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"milwaukee, wi",AAEntity,US Attorney's Office for Wisconsin,,dgm_prosecutor_handles,4e5a3d95eeadd970623c19fd77211511,dgm_prosecutor_handles__4e5a3d95eeadd970623c19fd77211511
usao_ri,US Attorney's Office for Rhode Island,"Providence, RI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"providence, ri",Wells,US Attorney's Office for Rhode Island,,dgm_prosecutor_handles,7812d9171feb8058f0ecea1abc606229,dgm_prosecutor_handles__7812d9171feb8058f0ecea1abc606229
sdohnews,US Attorney's Office for Ohio,"Cincinnati, OH",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"cincinnati, oh",Legislator,US Attorney's Office for Ohio,,dgm_prosecutor_handles,9194d380652db06fa7ce1ba53faa3243,dgm_prosecutor_handles__9194d380652db06fa7ce1ba53faa3243
sdmsnews,US Attorney's Office for Mississippi,"Jackson, MS",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"jackson, ms",space,US Attorney's Office for Mississippi,,dgm_prosecutor_handles,bf349ac744f033471f8e8049b6617058,dgm_prosecutor_handles__bf349ac744f033471f8e8049b6617058
dsdnews1,US Attorney's Office for South Dakota,"Sioux Falls, SD",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"sioux falls, sd",AAEntity,US Attorney's Office for South Dakota,,dgm_prosecutor_handles,28a4cff56771c17cf35b718a38f5c33a,dgm_prosecutor_handles__28a4cff56771c17cf35b718a38f5c33a
