german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
further strasse,"Further Strasse in Erlangen, Germany",49.5680839,10.9847426,1,,,,,,LegislativeCommittee,"Further Strasse in Erlangen, Germany",,german_fires_erlangen_locations,95c3f054155dcf5694f154926150d5bc,german_fires_erlangen_locations__95c3f054155dcf5694f154926150d5bc
gabelsbergerstrasse,"Gabelsbergerstrasse in Erlangen, Germany",49.5948436,11.0177533,1,,,,,,News,"Gabelsbergerstrasse in Erlangen, Germany",,german_fires_erlangen_locations,eecce43d81f6382ac438ee24132f5066,german_fires_erlangen_locations__eecce43d81f6382ac438ee24132f5066
gablonzer strasse,"Gablonzer Strasse in Erlangen, Germany",49.5775253,11.0225939,1,,,,,,Refinery,"Gablonzer Strasse in Erlangen, Germany",,german_fires_erlangen_locations,3cb49bc51fdecd57dee8fa071f6b7a5e,german_fires_erlangen_locations__3cb49bc51fdecd57dee8fa071f6b7a5e
gaisbuhlstrasse,"Gaisbuhlstrasse in Erlangen, Germany",49.5709161,10.9595998,1,,,,,,Consulates,"Gaisbuhlstrasse in Erlangen, Germany",,german_fires_erlangen_locations,dd015603938df539a1dcdd319a9d317e,german_fires_erlangen_locations__dd015603938df539a1dcdd319a9d317e
ganghoferweg,"Ganghoferweg in Erlangen, Germany",49.6255118,10.9366015,1,,,,,,Diplomat,"Ganghoferweg in Erlangen, Germany",,german_fires_erlangen_locations,dbf17abacdaf325942ed8fb372857e34,german_fires_erlangen_locations__dbf17abacdaf325942ed8fb372857e34
gartenstrasse,"Gartenstrasse in Erlangen, Germany",49.5708906,10.9878079,1,,,,,,Keyphrase,"Gartenstrasse in Erlangen, Germany",,german_fires_erlangen_locations,adb70886f73578ca5d5efa3ee75fbaaa,german_fires_erlangen_locations__adb70886f73578ca5d5efa3ee75fbaaa
gaussstrasse,"Gaussstrasse in Erlangen, Germany",49.5652768,10.9989662,1,,,,,,Media,"Gaussstrasse in Erlangen, Germany",,german_fires_erlangen_locations,f22706ff7190a2ddac25fafce098422c,german_fires_erlangen_locations__f22706ff7190a2ddac25fafce098422c
gebbertstrasse,"Gebbertstrasse in Erlangen, Germany",49.5868797,11.0174407,1,,,,,,Media,"Gebbertstrasse in Erlangen, Germany",,german_fires_erlangen_locations,f55ccb99ec8a00e50a59f8ecad5033e7,german_fires_erlangen_locations__f55ccb99ec8a00e50a59f8ecad5033e7
gedelerstrasse,"Gedelerstrasse in Erlangen, Germany",49.5928235,11.0413212,1,,,,,,Shipping,"Gedelerstrasse in Erlangen, Germany",,german_fires_erlangen_locations,e72d8f41bd592286b89bf5be6cf45bff,german_fires_erlangen_locations__e72d8f41bd592286b89bf5be6cf45bff
geisbergstrasse,"Geisbergstrasse in Erlangen, Germany",49.6099069,10.9763821,1,,,,,,FTO,"Geisbergstrasse in Erlangen, Germany",,german_fires_erlangen_locations,8c3003ead4851032b2e22a0abcfd20b5,german_fires_erlangen_locations__8c3003ead4851032b2e22a0abcfd20b5
geisslerstrasse,"Geisslerstrasse in Erlangen, Germany",49.5639439,11.0048875,1,,,,,,AAEntity,"Geisslerstrasse in Erlangen, Germany",,german_fires_erlangen_locations,48881a3a1b1fc797ed64b8cd8fc23801,german_fires_erlangen_locations__48881a3a1b1fc797ed64b8cd8fc23801
genglerstrasse,"Genglerstrasse in Erlangen, Germany",49.6014419,11.0340568,1,,,,,,FTO,"Genglerstrasse in Erlangen, Germany",,german_fires_erlangen_locations,1b63d96c38461ee523c4b020e12f6874,german_fires_erlangen_locations__1b63d96c38461ee523c4b020e12f6874
georg-frank-strasse,"Georg-Frank-Strasse in Erlangen, Germany",49.5962774,10.9499957,1,,,,,,AAEntity,"Georg-Frank-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,d733c320e692b58110a67b73c77a607d,german_fires_erlangen_locations__d733c320e692b58110a67b73c77a607d
georg-krauss-strasse,"Georg-Krauss-Strasse in Erlangen, Germany",49.591768,10.9737166,1,,,,,,ForeignMinister,"Georg-Krauss-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,e3b61e6a3384d13a3180b20e8294fed6,german_fires_erlangen_locations__e3b61e6a3384d13a3180b20e8294fed6
gerberei,"Gerberei in Erlangen, Germany",49.5982139,10.9992882,1,,,,,,Wells,"Gerberei in Erlangen, Germany",,german_fires_erlangen_locations,cd514275e10fd2c547f2af5a4a00c727,german_fires_erlangen_locations__cd514275e10fd2c547f2af5a4a00c727
gerhart-hauptmann-strasse,"Gerhart-Hauptmann-Strasse in Erlangen, Germany",49.5798419,10.9898563,1,,,,,,Person,"Gerhart-Hauptmann-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,fd7323146eba9142d2376ebc2be8f8f5,german_fires_erlangen_locations__fd7323146eba9142d2376ebc2be8f8f5
gerstenbergstrasse,"Gerstenbergstrasse in Erlangen, Germany",49.5908348,11.0100816,1,,,,,,Organization,"Gerstenbergstrasse in Erlangen, Germany",,german_fires_erlangen_locations,f42a1f2e60ab7148bc8ffc329d27caed,german_fires_erlangen_locations__f42a1f2e60ab7148bc8ffc329d27caed
gertrud-baumer-strasse,"Gertrud-Baumer-Strasse in Erlangen, Germany",49.5706064,10.961233,1,,,,,,News,"Gertrud-Baumer-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,5cb4f3d64c3747cfbdb5c23dd1fe2af8,german_fires_erlangen_locations__5cb4f3d64c3747cfbdb5c23dd1fe2af8
geschwister-scholl-strasse,"Geschwister-Scholl-Strasse in Erlangen, Germany",49.5773626,10.9942661,1,,,,,,Pipeline,"Geschwister-Scholl-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,3022ea1aa9177eb47d3c30946328dd66,german_fires_erlangen_locations__3022ea1aa9177eb47d3c30946328dd66
geschwister-vomel-weg,"Geschwister-Vomel-Weg in Erlangen, Germany",49.5899632,11.0264808,1,,,,,,CompanyKeyword,"Geschwister-Vomel-Weg in Erlangen, Germany",,german_fires_erlangen_locations,0c8a056e4561af8eb84e6786681f6c76,german_fires_erlangen_locations__0c8a056e4561af8eb84e6786681f6c76
geuderweg,"Geuderweg in Erlangen, Germany",49.5707993,10.9951552,1,,,,,,Legislator,"Geuderweg in Erlangen, Germany",,german_fires_erlangen_locations,78a4e52678b8db81ea2044882ccbceb7,german_fires_erlangen_locations__78a4e52678b8db81ea2044882ccbceb7
giesbethweg,"Giesbethweg in Erlangen, Germany",49.6268153,10.9541566,1,,,,,,Media,"Giesbethweg in Erlangen, Germany",,german_fires_erlangen_locations,60d9cf90948a26c98cca2a0c9556a9dd,german_fires_erlangen_locations__60d9cf90948a26c98cca2a0c9556a9dd
ginsterweg,"Ginsterweg in Erlangen, Germany",49.5801571,11.022134,1,,,,,,CompanyKeyword,"Ginsterweg in Erlangen, Germany",,german_fires_erlangen_locations,62c40d1201701d781543fef0af1ed0bd,german_fires_erlangen_locations__62c40d1201701d781543fef0af1ed0bd
gleiwitzer strasse,"Gleiwitzer Strasse in Erlangen, Germany",49.579283,11.0216802,1,,,,,,Media,"Gleiwitzer Strasse in Erlangen, Germany",,german_fires_erlangen_locations,d34270d559fd7ad4aef4e620985cd257,german_fires_erlangen_locations__d34270d559fd7ad4aef4e620985cd257
glockenstrasse,"Glockenstrasse in Erlangen, Germany",49.5995836,11.0040876,1,,,,,,Exec,"Glockenstrasse in Erlangen, Germany",,german_fires_erlangen_locations,bb44f9eba94a4b87e432d8ab26a08f14,german_fires_erlangen_locations__bb44f9eba94a4b87e432d8ab26a08f14
gluckstrasse,"Gluckstrasse in Erlangen, Germany",49.5992124,11.0132053,1,,,,,,LegislativeCommittee,"Gluckstrasse in Erlangen, Germany",,german_fires_erlangen_locations,4dc46a6da1b9471aa7ca4922f7694c88,german_fires_erlangen_locations__4dc46a6da1b9471aa7ca4922f7694c88
goerdelerstrasse,"Goerdelerstrasse in Erlangen, Germany",49.5725346,10.9911376,1,,,,,,Media,"Goerdelerstrasse in Erlangen, Germany",,german_fires_erlangen_locations,3b77ede72941fee5c415710a98038f18,german_fires_erlangen_locations__3b77ede72941fee5c415710a98038f18
goeschelstrasse,"Goeschelstrasse in Erlangen, Germany",49.5926512,10.9482732,1,,,,,,AAEntity,"Goeschelstrasse in Erlangen, Germany",,german_fires_erlangen_locations,b3b48026da7c0df467d9dffaca27932a,german_fires_erlangen_locations__b3b48026da7c0df467d9dffaca27932a
goethestrasse,"Goethestrasse in Erlangen, Germany",49.5963287,11.0025752,1,,,,,,Pipeline,"Goethestrasse in Erlangen, Germany",,german_fires_erlangen_locations,a68fa7b377b1799631869e0470977f71,german_fires_erlangen_locations__a68fa7b377b1799631869e0470977f71
goldberglein,"Goldberglein in Erlangen, Germany",49.6054088,10.9848666,1,,,,,,FTO,"Goldberglein in Erlangen, Germany",,german_fires_erlangen_locations,057778b1fcbfa581aec9dd76584a1794,german_fires_erlangen_locations__057778b1fcbfa581aec9dd76584a1794
goldwitzerstrasse,"Goldwitzerstrasse in Erlangen, Germany",49.5886747,10.9678994,1,,,,,,Refinery,"Goldwitzerstrasse in Erlangen, Germany",,german_fires_erlangen_locations,627d2f01c14ce2d351cfa20b520d417f,german_fires_erlangen_locations__627d2f01c14ce2d351cfa20b520d417f
gostenhofer strasse,"Gostenhofer Strasse in Erlangen, Germany",49.5654165,10.9647844,1,,,,,,Pipeline,"Gostenhofer Strasse in Erlangen, Germany",,german_fires_erlangen_locations,db07c44bf5a0208951a4f48ce39f8412,german_fires_erlangen_locations__db07c44bf5a0208951a4f48ce39f8412
graf-zeppelin-strasse,"Graf-Zeppelin-Strasse in Erlangen, Germany",49.562483,10.9646563,1,,,,,,DiplomaticFacilities,"Graf-Zeppelin-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,e708584ac8e2004376ffe96d34d21f1a,german_fires_erlangen_locations__e708584ac8e2004376ffe96d34d21f1a
graslitzer strasse,"Graslitzer Strasse in Erlangen, Germany",49.5520806,11.0265706,1,,,,,,IndustryTerm,"Graslitzer Strasse in Erlangen, Germany",,german_fires_erlangen_locations,9a754d9e785abb255c39791812d242f6,german_fires_erlangen_locations__9a754d9e785abb255c39791812d242f6
grazer strasse,"Grazer Strasse in Erlangen, Germany",49.5850049,11.0166961,1,,,,,,DiplomaticFacilities,"Grazer Strasse in Erlangen, Germany",,german_fires_erlangen_locations,f82327f6040d49d05eb4d069660d3b03,german_fires_erlangen_locations__f82327f6040d49d05eb4d069660d3b03
gross-von-trockau-platz,"Gross-von-Trockau-Platz in Erlangen, Germany",49.5929385,11.0400607,1,,,,,,ForeignMinistry,"Gross-von-Trockau-Platz in Erlangen, Germany",,german_fires_erlangen_locations,78f8aae0a1e76e27bfe5e01bcfd9c0c7,german_fires_erlangen_locations__78f8aae0a1e76e27bfe5e01bcfd9c0c7
grundherrstrasse,"Grundherrstrasse in Erlangen, Germany",49.5461956,10.9862026,1,,,,,,ForeignMinister,"Grundherrstrasse in Erlangen, Germany",,german_fires_erlangen_locations,cbf2436ef60f9f9e5a05190b5bfa4698,german_fires_erlangen_locations__cbf2436ef60f9f9e5a05190b5bfa4698
grunauweg,"Grunauweg in Erlangen, Germany",49.631231,10.9333961,1,,,,,,Organization,"Grunauweg in Erlangen, Germany",,german_fires_erlangen_locations,a6129245a39ca651fde7e70f8868bf35,german_fires_erlangen_locations__a6129245a39ca651fde7e70f8868bf35
grundlacher strasse,"Grundlacher Strasse in Erlangen, Germany",49.5490184,11.0215966,1,,,,,,FTO,"Grundlacher Strasse in Erlangen, Germany",,german_fires_erlangen_locations,5c4c27f68c15cc8866231d4b6fedc75a,german_fires_erlangen_locations__5c4c27f68c15cc8866231d4b6fedc75a
guhmannstrasse,"Guhmannstrasse in Erlangen, Germany",49.5852703,10.9965432,1,,,,,,Diplomat,"Guhmannstrasse in Erlangen, Germany",,german_fires_erlangen_locations,038a0bdf0710b799512eaa236d58bec3,german_fires_erlangen_locations__038a0bdf0710b799512eaa236d58bec3
gundstrasse,"Gundstrasse in Erlangen, Germany",49.5834617,10.9646814,1,,,,,,Exec,"Gundstrasse in Erlangen, Germany",,german_fires_erlangen_locations,33f9cc2995809e2ed1e9aa095012d330,german_fires_erlangen_locations__33f9cc2995809e2ed1e9aa095012d330
