handle,caption_name,location_lower,location,type,groups,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
alfred_lin,investor Alfred Lin,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Alfred Lin,,dgm_vcstartup_mentioner,1595a915b382a82dc57bd6060513c6b2,dgm_vcstartup_mentioner__1595a915b382a82dc57bd6060513c6b2
hanstung,investor Hans Tung,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Hans Tung,,dgm_vcstartup_mentioner,c22bac5046f366538900be06fa7616a9,dgm_vcstartup_mentioner__c22bac5046f366538900be06fa7616a9
laserlikemike,investor Mike Speiser,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Mike Speiser,,dgm_vcstartup_mentioner,27e5d17901163f1e5bf8fc6c0db17a57,dgm_vcstartup_mentioner__27e5d17901163f1e5bf8fc6c0db17a57
satishd,investor Satish Dharmaraj,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Satish Dharmaraj,,dgm_vcstartup_mentioner,1352bd53911defa13addebc812869447,dgm_vcstartup_mentioner__1352bd53911defa13addebc812869447
cdixon,investor Chris Dixon,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Chris Dixon,,dgm_vcstartup_mentioner,c4a85cae32ce92a3852b6749b1dfea33,dgm_vcstartup_mentioner__c4a85cae32ce92a3852b6749b1dfea33
roelofbotha,investor Roelof Botha,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Roelof Botha,,dgm_vcstartup_mentioner,1c5e02b2f69faa98cc00e637acbc5fc2,dgm_vcstartup_mentioner__1c5e02b2f69faa98cc00e637acbc5fc2
leefixel,investor Lee Fixel,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Lee Fixel,,dgm_vcstartup_mentioner,623c3b3d7e4611ba20e46aa996af3608,dgm_vcstartup_mentioner__623c3b3d7e4611ba20e46aa996af3608
navinchaddha,investor Navin Chaddha,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Navin Chaddha,,dgm_vcstartup_mentioner,779c1255839caecfcf1befd6fee00e73,dgm_vcstartup_mentioner__779c1255839caecfcf1befd6fee00e73
jeff_jordan,investor Jeff Jordan,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Jeff Jordan,,dgm_vcstartup_mentioner,f4d2b4bb55315ec51c9574f1d2d42164,dgm_vcstartup_mentioner__f4d2b4bb55315ec51c9574f1d2d42164
janatindex,investor Jan Hammer,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Jan Hammer,,dgm_vcstartup_mentioner,ef08b5a4561b7afa5174a99fa7f37c14,dgm_vcstartup_mentioner__ef08b5a4561b7afa5174a99fa7f37c14
pejmannozad,investor Pejman Nozad,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Pejman Nozad,,dgm_vcstartup_mentioner,735c1ce863be1de0ed691d58f308d050,dgm_vcstartup_mentioner__735c1ce863be1de0ed691d58f308d050
peterthiel,investor Peter Thiel,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Peter Thiel,,dgm_vcstartup_mentioner,68398b943e8f178373633264731051bb,dgm_vcstartup_mentioner__68398b943e8f178373633264731051bb
jtlonsdale,investor Joe Lonsdale,austin,Austin,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Joe Lonsdale,,dgm_vcstartup_mentioner,5aad28b7ea4ad1d70a27fc24199f5964,dgm_vcstartup_mentioner__5aad28b7ea4ad1d70a27fc24199f5964
jeremysliew,investor Jeremy Liew,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Jeremy Liew,,dgm_vcstartup_mentioner,bebd5675e9738b497efed46d9f2849d9,dgm_vcstartup_mentioner__bebd5675e9738b497efed46d9f2849d9
bgurley,investor Bill Gurley,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Bill Gurley,,dgm_vcstartup_mentioner,8dca1663d065f5b14c34cc283815b532,dgm_vcstartup_mentioner__8dca1663d065f5b14c34cc283815b532
reidhoffman,investor Reid Hoffman,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Reid Hoffman,,dgm_vcstartup_mentioner,bfd9a069e8cc5a8bf28f551d4841a59f,dgm_vcstartup_mentioner__bfd9a069e8cc5a8bf28f551d4841a59f
ssubo,investor Santi Subotovksy,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Santi Subotovksy,,dgm_vcstartup_mentioner,2d3b295e21015e0b97ee42db5307add6,dgm_vcstartup_mentioner__2d3b295e21015e0b97ee42db5307add6
briansin,investor Brian Singerman,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Brian Singerman,,dgm_vcstartup_mentioner,f0bbbc1d246cff4e8fd0837c46fb70b2,dgm_vcstartup_mentioner__f0bbbc1d246cff4e8fd0837c46fb70b2
annafanghamm,investor Anna Fang,"bejing, china","Bejing, China",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Anna Fang,,dgm_vcstartup_mentioner,bf3e8f37481e86f86bad4818bca638a1,dgm_vcstartup_mentioner__bf3e8f37481e86f86bad4818bca638a1
dougleone,investor Douglas Leone,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Douglas Leone,,dgm_vcstartup_mentioner,2ec7a58a68a16ad941eae9b75dd51829,dgm_vcstartup_mentioner__2ec7a58a68a16ad941eae9b75dd51829
rickheitzmann,investor Rick Heitzmann,new york,New York,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Rick Heitzmann,,dgm_vcstartup_mentioner,4a35f87e8a1c68325e5a511797af091b,dgm_vcstartup_mentioner__4a35f87e8a1c68325e5a511797af091b
htaneja,investor Hemant Taneja,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Hemant Taneja,,dgm_vcstartup_mentioner,3392844731d5a6c14b525e6881e1817d,dgm_vcstartup_mentioner__3392844731d5a6c14b525e6881e1817d
jennyleehw,investor Jenny Lee,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Jenny Lee,,dgm_vcstartup_mentioner,405d2830d951a5f815842403deb81c03,dgm_vcstartup_mentioner__405d2830d951a5f815842403deb81c03
saarsaar,investor Saar Gur,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Saar Gur,,dgm_vcstartup_mentioner,5339ebf090009b613a7fe750b2c85638,dgm_vcstartup_mentioner__5339ebf090009b613a7fe750b2c85638
garrytan,investor Garry Tan,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Garry Tan,,dgm_vcstartup_mentioner,61217c11e8f71752d637e29355b283ac,dgm_vcstartup_mentioner__61217c11e8f71752d637e29355b283ac
_fredrik,investor Fredrik Cassel,stockholm,Stockholm,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Fredrik Cassel,,dgm_vcstartup_mentioner,e8a5592a82304593baf31cc4cc425068,dgm_vcstartup_mentioner__e8a5592a82304593baf31cc4cc425068
rabois,investor Keith Rabois,"miami, fl","Miami, FL",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Keith Rabois,,dgm_vcstartup_mentioner,fa46adc838b6743723c4903bad99b0b9,dgm_vcstartup_mentioner__fa46adc838b6743723c4903bad99b0b9
bhorowitz,investor Ben Horowitz,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Ben Horowitz,,dgm_vcstartup_mentioner,fbe73f76ab00c4325d1e916a18d18ce6,dgm_vcstartup_mentioner__fbe73f76ab00c4325d1e916a18d18ce6
vkhosla,investor Vinod Khosla,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Vinod Khosla,,dgm_vcstartup_mentioner,62616be4b8f8659547e1d752fbe05ea0,dgm_vcstartup_mentioner__62616be4b8f8659547e1d752fbe05ea0
tucklye,investor Tuck Lye Koh,"bejing, china","Bejing, China",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Tuck Lye Koh,,dgm_vcstartup_mentioner,357456f7be5389e6e041033a4c8ab005,dgm_vcstartup_mentioner__357456f7be5389e6e041033a4c8ab005
carl_eschenbach,investor Carl Eschenbach,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Carl Eschenbach,,dgm_vcstartup_mentioner,be834be57f386656327f083c087e4c33,dgm_vcstartup_mentioner__be834be57f386656327f083c087e4c33
antonjlevy,investor Anton Levy,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Anton Levy,,dgm_vcstartup_mentioner,d7738b0d98ed238942da28bf6c473508,dgm_vcstartup_mentioner__d7738b0d98ed238942da28bf6c473508
rtnarch,investor Robert Nelsen,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Robert Nelsen,,dgm_vcstartup_mentioner,e99a598c24e7b9bd553b0bbff6e46f60,dgm_vcstartup_mentioner__e99a598c24e7b9bd553b0bbff6e46f60
moritzkbe,investor Michael Moritz,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Michael Moritz,,dgm_vcstartup_mentioner,72571c6c44f65d8b3e0b2348b74b991c,dgm_vcstartup_mentioner__72571c6c44f65d8b3e0b2348b74b991c
schreier,investor Bryan Schreier,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Bryan Schreier,,dgm_vcstartup_mentioner,dba54ac76c598e05816b03c5bc50beb5,dgm_vcstartup_mentioner__dba54ac76c598e05816b03c5bc50beb5
scottdsandell,investor Scott Sandell,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Scott Sandell,,dgm_vcstartup_mentioner,ccdb64c517c3cc569f0e1199a2448f89,dgm_vcstartup_mentioner__ccdb64c517c3cc569f0e1199a2448f89
fredwilson,investor Fred Wilson,new york,New York,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Fred Wilson,,dgm_vcstartup_mentioner,4e42cb168bc689b54178bd029d9d0f5e,dgm_vcstartup_mentioner__4e42cb168bc689b54178bd029d9d0f5e
mickymalka,investor Meyer Malka,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Meyer Malka,,dgm_vcstartup_mentioner,4a591cc5baa141882c6b3189a42b9984,dgm_vcstartup_mentioner__4a591cc5baa141882c6b3189a42b9984
gradypb,investor Pat Grady,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Pat Grady,,dgm_vcstartup_mentioner,bd59710d78636cd6e6b26f9141fdcb6e,dgm_vcstartup_mentioner__bd59710d78636cd6e6b26f9141fdcb6e
sraney,investor Scott Raney,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Scott Raney,,dgm_vcstartup_mentioner,dfefdae46b9044be8802f86f2952092e,dgm_vcstartup_mentioner__dfefdae46b9044be8802f86f2952092e
itsbeecher,investor Murat Bicer,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Murat Bicer,,dgm_vcstartup_mentioner,0589a17cc34479e9c8f4dcba8dbde675,dgm_vcstartup_mentioner__0589a17cc34479e9c8f4dcba8dbde675
jcut,investor Joel Cutler,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Joel Cutler,,dgm_vcstartup_mentioner,12b048a7337720faa0d790602577326e,dgm_vcstartup_mentioner__12b048a7337720faa0d790602577326e
narimer,investor Neil Rimer,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Neil Rimer,,dgm_vcstartup_mentioner,82b303971549ed3a8895a9bf9fde6546,dgm_vcstartup_mentioner__82b303971549ed3a8895a9bf9fde6546
pbotteri,investor Philippe Botteri,london,London,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Philippe Botteri,,dgm_vcstartup_mentioner,8851ce18e7cfba26e8ec2ed8bddd96e1,dgm_vcstartup_mentioner__8851ce18e7cfba26e8ec2ed8bddd96e1
johnofa,investor John O'Farrell,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor John O'Farrell,,dgm_vcstartup_mentioner,9aea596a8e153452590932c5fbd9fdca,dgm_vcstartup_mentioner__9aea596a8e153452590932c5fbd9fdca
fintechjunkie,investor Frank Rotman,alexandria,Alexandria,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Frank Rotman,,dgm_vcstartup_mentioner,c64a5ff4c350bbbb01a22803155dc9b4,dgm_vcstartup_mentioner__c64a5ff4c350bbbb01a22803155dc9b4
witheiler,investor Matt Witheiler,new york,New York,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Matt Witheiler,,dgm_vcstartup_mentioner,6b963a1e49a21b23c57cc2317734a16d,dgm_vcstartup_mentioner__6b963a1e49a21b23c57cc2317734a16d
nisaleung,investor Nisa Leung,,,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Nisa Leung,,dgm_vcstartup_mentioner,b5a0327c8d3bef47ee7097f3aa78a90f,dgm_vcstartup_mentioner__b5a0327c8d3bef47ee7097f3aa78a90f
kirstenagreen,investor Kristen Green,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Kristen Green,,dgm_vcstartup_mentioner,309f41faa641757395279ba18c418a25,dgm_vcstartup_mentioner__309f41faa641757395279ba18c418a25
jtananbaum,investor Jim Tananbaum,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Jim Tananbaum,,dgm_vcstartup_mentioner,1e26aabec87b5adbb88d4cda2aa35843,dgm_vcstartup_mentioner__1e26aabec87b5adbb88d4cda2aa35843
xiaohu_zhu,investor Allen Zhu,shanghai,Shanghai,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Allen Zhu,,dgm_vcstartup_mentioner,57a547fda6aa9385498155486217d4d6,dgm_vcstartup_mentioner__57a547fda6aa9385498155486217d4d6
johndoerr,investor John Doerr,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor John Doerr,,dgm_vcstartup_mentioner,f838921a13db1886f2d9eacb782f7193,dgm_vcstartup_mentioner__f838921a13db1886f2d9eacb782f7193
dannyrimer,investor Danny Rimer,london,London,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Danny Rimer,,dgm_vcstartup_mentioner,90340b65830c98ed6c60584280628090,dgm_vcstartup_mentioner__90340b65830c98ed6c60584280628090
glennsolomon,investor Glenn Solomon,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Glenn Solomon,,dgm_vcstartup_mentioner,194aa6ea03f5c7cac6a16f39dd9f8092,dgm_vcstartup_mentioner__194aa6ea03f5c7cac6a16f39dd9f8092
chrisfralic,investor Chris Fralic,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Chris Fralic,,dgm_vcstartup_mentioner,cc69b947f6794906dce924f543c87c01,dgm_vcstartup_mentioner__cc69b947f6794906dce924f543c87c01
chetanp,investor Chetan Puttagunta,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Chetan Puttagunta,,dgm_vcstartup_mentioner,0688e55b53269b70b58c534ed6aa378e,dgm_vcstartup_mentioner__0688e55b53269b70b58c534ed6aa378e
sonalidr,investor Sonali De Rycker,london,London,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Sonali De Rycker,,dgm_vcstartup_mentioner,a6d07f769c70659590b88fdabf901b87,dgm_vcstartup_mentioner__a6d07f769c70659590b88fdabf901b87
ravi_lsvp,investor Ravi Mhatre,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Ravi Mhatre,,dgm_vcstartup_mentioner,f33b80a90f1412dfccd075f3140087d3,dgm_vcstartup_mentioner__f33b80a90f1412dfccd075f3140087d3
asenkut,investor Aydin Senjut,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Aydin Senjut,,dgm_vcstartup_mentioner,ae95b6d5241c42002c55ed963bf95125,dgm_vcstartup_mentioner__ae95b6d5241c42002c55ed963bf95125
egeidt,investor Elliot Geidt,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Elliot Geidt,,dgm_vcstartup_mentioner,d2f6c1ca0330e06f8e50b04378b2b3f7,dgm_vcstartup_mentioner__d2f6c1ca0330e06f8e50b04378b2b3f7
annimaniac,investor Ann Miura-Ko,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Ann Miura-Ko,,dgm_vcstartup_mentioner,ea597e33e8781c0910d599b1c034b963,dgm_vcstartup_mentioner__ea597e33e8781c0910d599b1c034b963
davidgeorge83,investor David George,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor David George,,dgm_vcstartup_mentioner,b10e47ffdd00a33e8763529f841bf283,dgm_vcstartup_mentioner__b10e47ffdd00a33e8763529f841bf283
tomloverro,investor Tom Loverro,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Tom Loverro,,dgm_vcstartup_mentioner,52434c346e2df44ab99f01ee95687e65,dgm_vcstartup_mentioner__52434c346e2df44ab99f01ee95687e65
rwong,investor Rich Wong,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Rich Wong,,dgm_vcstartup_mentioner,bb556cf7bd3c4326e2225ff9d66e5112,dgm_vcstartup_mentioner__bb556cf7bd3c4326e2225ff9d66e5112
ashvinb,investor Ashvin Vachireddy,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Ashvin Vachireddy,,dgm_vcstartup_mentioner,2450e5dd0165078589f17e08b0a28c6d,dgm_vcstartup_mentioner__2450e5dd0165078589f17e08b0a28c6d
ryanjsweeney,investor Ryan Sweeney,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Ryan Sweeney,,dgm_vcstartup_mentioner,06050161353f8e1b6ad578015b5dd61c,dgm_vcstartup_mentioner__06050161353f8e1b6ad578015b5dd61c
infoarbitrage,investor Roger Ehrenberg,new york,New York,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Roger Ehrenberg,,dgm_vcstartup_mentioner,ffd4ab5d5d25918bb8d8a0be0772ee56,dgm_vcstartup_mentioner__ffd4ab5d5d25918bb8d8a0be0772ee56
subratamitra,investor Subrata Mitra,bangalore,Bangalore,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Subrata Mitra,,dgm_vcstartup_mentioner,6df45f2f6822e85e46456fbf4dddd1ae,dgm_vcstartup_mentioner__6df45f2f6822e85e46456fbf4dddd1ae
neerajvc,investor Neeraj Agrawal,boston,Boston,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Neeraj Agrawal,,dgm_vcstartup_mentioner,29b78331a364aa0a6f8234a1583efe14,dgm_vcstartup_mentioner__29b78331a364aa0a6f8234a1583efe14
lucianalix,investor Luciana Lixandru,london,London,VC Investor,,angel investor;vc investor;people,VcInvestor,investor Luciana Lixandru,,dgm_vcstartup_mentioner,390b5997f4f0b20c410b1f445dd8207e,dgm_vcstartup_mentioner__390b5997f4f0b20c410b1f445dd8207e
pkedrosky,investor Paul Kedrosky,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Paul Kedrosky,,dgm_vcstartup_mentioner,3366a3f5f5725bfb73809bdc2532e334,dgm_vcstartup_mentioner__3366a3f5f5725bfb73809bdc2532e334
bijan,investor Bijan Sabet,"san francisco, ca","San Francisco, CA",VC Investor,,angel investor;vc investor;people,VcInvestor,investor Bijan Sabet,,dgm_vcstartup_mentioner,cbd1f27a90c98deb4ab476bc42b9e7e5,dgm_vcstartup_mentioner__cbd1f27a90c98deb4ab476bc42b9e7e5
jeffbezos,Amazon founder Bezos,seattle,Seattle,Founder,,jeffbezos;people,Founder,Amazon founder Bezos,,dgm_vcstartup_mentioner,1390198fa04246c830c92fcee4c7e514,dgm_vcstartup_mentioner__1390198fa04246c830c92fcee4c7e514
elonmusk,Tesla CEO Musk,"san francisco, ca","San Francisco, CA",Founder,,elonmusk;people,Founder,Tesla CEO Musk,,dgm_vcstartup_mentioner,aa016f55dff763ff6631760642aa6f9e,dgm_vcstartup_mentioner__aa016f55dff763ff6631760642aa6f9e
finkd,Facebook CEO Zuckerberg,"san francisco, ca","San Francisco, CA",Founder,,finkd;people,Founder,Facebook CEO Zuckerberg,,dgm_vcstartup_mentioner,6156174f7b387e9ae372efb43bd7c0ae,dgm_vcstartup_mentioner__6156174f7b387e9ae372efb43bd7c0ae
ericsyuan,Zoom CEO Yuan,"san francisco, ca","San Francisco, CA",Founder,,ericsyuan;people,Founder,Zoom CEO Yuan,,dgm_vcstartup_mentioner,5836b8b951a4bd81ff742b84f089d7bd,dgm_vcstartup_mentioner__5836b8b951a4bd81ff742b84f089d7bd
mcannonbrookes,Atlassian CEO Cannon-Brookes,"san francisco, ca","San Francisco, CA",Founder,,mcannonbrookes;people,Founder,Atlassian CEO Cannon-Brookes,,dgm_vcstartup_mentioner,61150a36c8202cce81daf845b4a21d4a,dgm_vcstartup_mentioner__61150a36c8202cce81daf845b4a21d4a
benioff,Salesforce CEO Benioff,"san francisco, ca","San Francisco, CA",Founder,,benioff;people,Founder,Salesforce CEO Benioff,,dgm_vcstartup_mentioner,2e935d829e4c6ff0a81622be68d1d608,dgm_vcstartup_mentioner__2e935d829e4c6ff0a81622be68d1d608
reedhastings,Netflix CEO Hastings,los gatos,Los Gatos,Founder,,reedhastings;people,Founder,Netflix CEO Hastings,,dgm_vcstartup_mentioner,f1c7d0636dfd13ae1dad2ed8a5703e71,dgm_vcstartup_mentioner__f1c7d0636dfd13ae1dad2ed8a5703e71
tobi,Shopify CEO Lutke,ottawa,Ottawa,Founder,,tobi;people,Founder,Shopify CEO Lutke,,dgm_vcstartup_mentioner,04dcb8ad7142d9149a1b6677a3f026c9,dgm_vcstartup_mentioner__04dcb8ad7142d9149a1b6677a3f026c9
jayzscaler,Zscaler CEO Chaudhry,"san francisco, ca","San Francisco, CA",Founder,,jayzscaler;people,Founder,Zscaler CEO Chaudhry,,dgm_vcstartup_mentioner,41548b20b8faacf087e2177e9a2d7071,dgm_vcstartup_mentioner__41548b20b8faacf087e2177e9a2d7071
oliveur,Datadog CEO Pomel,new york,New York,Founder,,oliveur;people,Founder,Datadog CEO Pomel,,dgm_vcstartup_mentioner,b5474a26c85ec84b7d9f2abcc3c8911b,dgm_vcstartup_mentioner__b5474a26c85ec84b7d9f2abcc3c8911b
henrylschuck,ZoomInfo CEO Schuck,vancouver,Vancouver,Founder,,henrylschuck;people,Founder,ZoomInfo CEO Schuck,,dgm_vcstartup_mentioner,6a37075431cd4f83e461b6214720660a,dgm_vcstartup_mentioner__6a37075431cd4f83e461b6214720660a
george_kurtz,CrowdStrike CEO Kurtz,"san francisco, ca","San Francisco, CA",Founder,,george_kurtz;people,Founder,CrowdStrike CEO Kurtz,,dgm_vcstartup_mentioner,49d0223b4d67dcb3d6c68c0df447de7c,dgm_vcstartup_mentioner__49d0223b4d67dcb3d6c68c0df447de7c
aneelb,Workday CEO Bhusri,"san francisco, ca","San Francisco, CA",Founder,,aneelb;people,Founder,Workday CEO Bhusri,,dgm_vcstartup_mentioner,05879801abe9d2f01f30c62d58adefb1,dgm_vcstartup_mentioner__05879801abe9d2f01f30c62d58adefb1
jeffiel,Twilio CEO Lawson,"san francisco, ca","San Francisco, CA",Founder,,jeffiel;people,Founder,Twilio CEO Lawson,,dgm_vcstartup_mentioner,c39821b6aee689bb7122e8b1e85eea3d,dgm_vcstartup_mentioner__c39821b6aee689bb7122e8b1e85eea3d
jack,Twitter CEO Dorsey,"san francisco, ca","San Francisco, CA",Founder,,jack;people,Founder,Twitter CEO Dorsey,,dgm_vcstartup_mentioner,2b71c3af354848c2ea8ef7b07e5b113e,dgm_vcstartup_mentioner__2b71c3af354848c2ea8ef7b07e5b113e
toddmckinnon,Okta CEO McKinnon,"san francisco, ca","San Francisco, CA",Founder,,toddmckinnon;people,Founder,Okta CEO McKinnon,,dgm_vcstartup_mentioner,8e4033b905050c4ab1efe737dc7f531a,dgm_vcstartup_mentioner__8e4033b905050c4ab1efe737dc7f531a
kenxiefortinet,Fortinet CEO Xie,"san francisco, ca","San Francisco, CA",Founder,,kenxiefortinet;people,Founder,Fortinet CEO Xie,,dgm_vcstartup_mentioner,dbaafa7445f58f8087b157fe8b045dcd,dgm_vcstartup_mentioner__dbaafa7445f58f8087b157fe8b045dcd
drewhouston,Dropbox CEO Houston,"san francisco, ca","San Francisco, CA",Founder,,drewhouston;people,Founder,Dropbox CEO Houston,,dgm_vcstartup_mentioner,b2003aff656a1c57cb313a5f57ccbcd3,dgm_vcstartup_mentioner__b2003aff656a1c57cb313a5f57ccbcd3
rookisaacman,Shift4 Payments CEO Isaacman,"san francisco, ca","San Francisco, CA",Founder,,rookisaacman;people,Founder,Shift4 Payments CEO Isaacman,,dgm_vcstartup_mentioner,f1f5fd254e658398dc2d82cc7120cd1c,dgm_vcstartup_mentioner__f1f5fd254e658398dc2d82cc7120cd1c
logangreen,Lyft CEO Green,"san francisco, ca","San Francisco, CA",Founder,,logangreen;people,Founder,Lyft CEO Green,,dgm_vcstartup_mentioner,8cfaf7fe4b07b33de6d9d54a008006b5,dgm_vcstartup_mentioner__8cfaf7fe4b07b33de6d9d54a008006b5
rich_barton,Zillow CEO Barton,"san francisco, ca","San Francisco, CA",Founder,,rich_barton;people,Founder,Zillow CEO Barton,,dgm_vcstartup_mentioner,bae11b73feb154f2603ecdb9436f39e1,dgm_vcstartup_mentioner__bae11b73feb154f2603ecdb9436f39e1
stewart,Slack founder Stewart Butterfield,vancouver,Vancouver,Founder,,stewart;people,Founder,Slack founder Stewart Butterfield,,dgm_vcstartup_mentioner,162d7e493105a34f86009e1e98b3407d,dgm_vcstartup_mentioner__162d7e493105a34f86009e1e98b3407d
eastdakota,Cloudflare founder Matthew Prince,"san francisco, ca","San Francisco, CA",Founder,,eastdakota;people,Founder,Cloudflare founder Matthew Prince,,dgm_vcstartup_mentioner,93d078fbc8738898e4122b77c0556037,dgm_vcstartup_mentioner__93d078fbc8738898e4122b77c0556037
accel,Accel,"san francisco, ca","San Francisco, CA",VC Firm,,accel,VcFirm,Accel,,dgm_vcstartup_mentioner,050aa084e8ddadcadc28a30a5bc391b1,dgm_vcstartup_mentioner__050aa084e8ddadcadc28a30a5bc391b1
a16z,Andreessen Horowitz podcast a16z,"san francisco, ca","San Francisco, CA",VC Firm,,a16z,VcFirm,Andreessen Horowitz podcast a16z,,dgm_vcstartup_mentioner,7a0d3c5cd7f170957e10011ce6d2f636,dgm_vcstartup_mentioner__7a0d3c5cd7f170957e10011ce6d2f636
