handle,caption_name,location_lower,location,type,groups,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
swissembassyir,Swiss Embassy in Iran,Iran,,,iran;switzerland,,,Swiss Embassy in Iran,,dgm_vcstartup_mentioner,c819dd5f89bc201f0911e9ef92fb7ee3,dgm_vcstartup_mentioner__c819dd5f89bc201f0911e9ef92fb7ee3
omanembassykuw2,Omani Embassy in Kuwait,Kuwait,,,kuwait;oman,,,Omani Embassy in Kuwait,,dgm_vcstartup_mentioner,00ab7288538c6b5453cfd376eac1e9d4,dgm_vcstartup_mentioner__00ab7288538c6b5453cfd376eac1e9d4
argenmontevideo,Argentine Embassy in Uruguay,Uruguay,,,uruguay;argentina,,,Argentine Embassy in Uruguay,,dgm_vcstartup_mentioner,875c0a8b6184a0eee19e354ebd60f219,dgm_vcstartup_mentioner__875c0a8b6184a0eee19e354ebd60f219
franceenrim,French Embassy in Mauritania,Mauritania,,,mauritania;france,,,French Embassy in Mauritania,,dgm_vcstartup_mentioner,dab9de5e5fa608ef05cb0d1c6d2ff11e,dgm_vcstartup_mentioner__dab9de5e5fa608ef05cb0d1c6d2ff11e
geoembgermany,Georgian Embassy in Germany,Germany,,,germany;georgia,,,Georgian Embassy in Germany,,dgm_vcstartup_mentioner,3c8c9d761e1a21c1c71d081d703f2828,dgm_vcstartup_mentioner__3c8c9d761e1a21c1c71d081d703f2828
geoembtallinn,Georgian Embassy in Estonia,Estonia,,,estonia;georgia,,,Georgian Embassy in Estonia,,dgm_vcstartup_mentioner,0420eb77346df7e771ac423d61a6c639,dgm_vcstartup_mentioner__0420eb77346df7e771ac423d61a6c639
cyprusinnewyork,"Cypriot Consulate in New York, NY",United States,,,united states;cyprus,,,"Cypriot Consulate in New York, NY",,dgm_vcstartup_mentioner,de7ff1dc148ab8c4d66e3aebfdf44de9,dgm_vcstartup_mentioner__de7ff1dc148ab8c4d66e3aebfdf44de9
cyprusinisrael,"Cypriot Consulate in Tel Aviv, Israel",Israel,,,israel;cyprus,,,"Cypriot Consulate in Tel Aviv, Israel",,dgm_vcstartup_mentioner,1621b28c5485a0e173c8968bb421d316,dgm_vcstartup_mentioner__1621b28c5485a0e173c8968bb421d316
cyprusingeneva,"Cypriot Mission to UN in Geneva, Switzerland",Switzerland,,,switzerland;cyprus,,,"Cypriot Mission to UN in Geneva, Switzerland",,dgm_vcstartup_mentioner,b280eabc243a56f45c143df11004f348,dgm_vcstartup_mentioner__b280eabc243a56f45c143df11004f348
cgmaroc_orleans,"Moroccan Consulate in Orleans, France",France,,,france;morocco,,,"Moroccan Consulate in Orleans, France",,dgm_vcstartup_mentioner,0ea2e8dcec1c678419535bdc729b52e2,dgm_vcstartup_mentioner__0ea2e8dcec1c678419535bdc729b52e2
japanmissionge,"Japanese Mission in Geneva, Switzerland",Switzerland,,,switzerland;japan,,,"Japanese Mission in Geneva, Switzerland",,dgm_vcstartup_mentioner,8e2881b499c2c6b67ec489f6a2558fcf,dgm_vcstartup_mentioner__8e2881b499c2c6b67ec489f6a2558fcf
libmissionun,"Liberian Mission to UN in New York, NY",United States,,,united states;liberia,,,"Liberian Mission to UN in New York, NY",,dgm_vcstartup_mentioner,f20dcb749e61fe66726f927fea312a91,dgm_vcstartup_mentioner__f20dcb749e61fe66726f927fea312a91
romaniaun_ny,"Romanian Permanent Mission to UN in New York, NY",United States,,,united states;romania,,,"Romanian Permanent Mission to UN in New York, NY",,dgm_vcstartup_mentioner,14929ae83b52039ccf29480b7bbe4700,dgm_vcstartup_mentioner__14929ae83b52039ccf29480b7bbe4700
de_rumania,Romanian Embassy in Spain,Spain,,,spain;romania,,,Romanian Embassy in Spain,,dgm_vcstartup_mentioner,05988c27da78f2f151fcc02bc2d9420e,dgm_vcstartup_mentioner__05988c27da78f2f151fcc02bc2d9420e
italyinabidjan,Italian Embassy in Cote d'Ivoire,Ivory Coast,,,ivory coast;italy,,,Italian Embassy in Cote d'Ivoire,,dgm_vcstartup_mentioner,40dc4d8ecb64e3f3d9c09f314cb611c9,dgm_vcstartup_mentioner__40dc4d8ecb64e3f3d9c09f314cb611c9
embassybginusa,Bulgarian Embassy in US,United States,,,united states;bulgaria,,,Bulgarian Embassy in US,,dgm_vcstartup_mentioner,ec57399c39661065a0cf7084f8690a98,dgm_vcstartup_mentioner__ec57399c39661065a0cf7084f8690a98
belarusembirn,Belarusian Embassy in Iran,Iran,,,iran;belarus,,,Belarusian Embassy in Iran,,dgm_vcstartup_mentioner,dc252728974ee95101dad857e3449676,dgm_vcstartup_mentioner__dc252728974ee95101dad857e3449676
geoembcanberra,Georgian Embassy in Australia,Australia,,,australia;georgia,,,Georgian Embassy in Australia,,dgm_vcstartup_mentioner,818461afd00cd41a41d36f1a784de75f,dgm_vcstartup_mentioner__818461afd00cd41a41d36f1a784de75f
qatarcons_khi,"Qatari Consulate General in Karachi, Pakistan",Pakistan,,,pakistan;qatar,,,"Qatari Consulate General in Karachi, Pakistan",,dgm_vcstartup_mentioner,9436b455809227e2f73b886ff067562d,dgm_vcstartup_mentioner__9436b455809227e2f73b886ff067562d
norwayinsg,Norwegian Embassy in Singapore,Singapore,,,singapore;norway,,,Norwegian Embassy in Singapore,,dgm_vcstartup_mentioner,5fabe1b2746f64bff226c5dce3b44d08,dgm_vcstartup_mentioner__5fabe1b2746f64bff226c5dce3b44d08
embrusmoz,Russian Embassy in Mozambique,Mozambique,,,mozambique;russia,,,Russian Embassy in Mozambique,,dgm_vcstartup_mentioner,a48d9cfe7384795a71ab6c4a671dcc44,dgm_vcstartup_mentioner__a48d9cfe7384795a71ab6c4a671dcc44
costaricaonu,"Costa Rican Permanent Mission to UN in New York, NY",United States,,,united states;costa rica,,,"Costa Rican Permanent Mission to UN in New York, NY",,dgm_vcstartup_mentioner,117b1ffd2566c8e018cf4d2477f02d99,dgm_vcstartup_mentioner__117b1ffd2566c8e018cf4d2477f02d99
domembassybe,Dominican Republic Embassy in Belgium,Belgium,,,belgium;dominican republic,,,Dominican Republic Embassy in Belgium,,dgm_vcstartup_mentioner,216000c4dbf63a95198abeb501dc4215,dgm_vcstartup_mentioner__216000c4dbf63a95198abeb501dc4215
canadaoecs,Canadian High Commission in Barbados,Barbados,,,barbados;canada,,,Canadian High Commission in Barbados,,dgm_vcstartup_mentioner,62eedd492f94cb0fbdedfc59bb7c21e4,dgm_vcstartup_mentioner__62eedd492f94cb0fbdedfc59bb7c21e4
hunmissiontoun,"Hungarian Permanent Mission to UN in New York, NY",United States,,,united states;hungary;un,,,"Hungarian Permanent Mission to UN in New York, NY",,dgm_vcstartup_mentioner,3878dad085b621c6adf2574493daa520,dgm_vcstartup_mentioner__3878dad085b621c6adf2574493daa520
ambmcbenelux,Monocan Embassy in Belgium,Belgium,,,belgium;monaco,,,Monocan Embassy in Belgium,,dgm_vcstartup_mentioner,fe48c99f11d24a52fda757bef02e0f58,dgm_vcstartup_mentioner__fe48c99f11d24a52fda757bef02e0f58
germanyinto,"German Consulate General in Toronto, Canada",Canada,,,canada;german,,,"German Consulate General in Toronto, Canada",,dgm_vcstartup_mentioner,6b3aad7f88fa4858ae047037d9a74c8f,dgm_vcstartup_mentioner__6b3aad7f88fa4858ae047037d9a74c8f
omanembassycn,Omani Embassy in China,China,,,china;oman,,,Omani Embassy in China,,dgm_vcstartup_mentioner,1db846d7440a166e226feeeb8f98a2b6,dgm_vcstartup_mentioner__1db846d7440a166e226feeeb8f98a2b6
cheembassyofby,Belarusian Embassy in Switzerland,Switzerland,,,switzerland;belarus,,,Belarusian Embassy in Switzerland,,dgm_vcstartup_mentioner,75a5462f326c2e95bcdeed9a231ac52e,dgm_vcstartup_mentioner__75a5462f326c2e95bcdeed9a231ac52e
greeceinch,Greek Embassy in Switzerland,Switzerland,,,switzerland;greece,,,Greek Embassy in Switzerland,,dgm_vcstartup_mentioner,9111fd15756051031c91e1b51e9e4da0,dgm_vcstartup_mentioner__9111fd15756051031c91e1b51e9e4da0
latviapskov,"Latvian Consulate in Pskov, Russia",Russia,,,russia;latvia,,,"Latvian Consulate in Pskov, Russia",,dgm_vcstartup_mentioner,30508b875e75c9a3e9f2976b3522d9fe,dgm_vcstartup_mentioner__30508b875e75c9a3e9f2976b3522d9fe
ugandanewyork,"Ugandan Permanent Mission to UN in New York, NY",United States,,,united states;uganda,,,"Ugandan Permanent Mission to UN in New York, NY",,dgm_vcstartup_mentioner,6dc555a1f63a8f1d0a14ed770ad3955c,dgm_vcstartup_mentioner__6dc555a1f63a8f1d0a14ed770ad3955c
cogespnador,"Spanish Consulate General in Nador, Spain",Morocco,,,morocco;spain,,,"Spanish Consulate General in Nador, Spain",,dgm_vcstartup_mentioner,0a38572d742802e418410aefdcf60520,dgm_vcstartup_mentioner__0a38572d742802e418410aefdcf60520
ksaconsulatela,"Saudi Consulate General in Los Angeles, CA",United States,,,united states;saudi arabia,,,"Saudi Consulate General in Los Angeles, CA",,dgm_vcstartup_mentioner,050e9bf2f08c420ded997d734e6860e4,dgm_vcstartup_mentioner__050e9bf2f08c420ded997d734e6860e4
ksaconsulateny,"Saudi Consulate General in New York, NY",United States,,,united states;saudi arabia,,,"Saudi Consulate General in New York, NY",,dgm_vcstartup_mentioner,da0730c57292b0f4fc849a6e228de0cf,dgm_vcstartup_mentioner__da0730c57292b0f4fc849a6e228de0cf
ksaconsulatehou,"Saudi Consulate General in Houston, TX",United States,,,united states;saudi arabia,,,"Saudi Consulate General in Houston, TX",,dgm_vcstartup_mentioner,f2432234ea1e0c4be96c2ff043ea22b0,dgm_vcstartup_mentioner__f2432234ea1e0c4be96c2ff043ea22b0
nzinwarsaw,New Zealand Embassy in Poland,Poland,,,poland;new zealand,,,New Zealand Embassy in Poland,,dgm_vcstartup_mentioner,2f3a9136efddbd142c14333fd4ad2953,dgm_vcstartup_mentioner__2f3a9136efddbd142c14333fd4ad2953
embespalbania,Spanish Embassy in Albania,Albania,,,albania;spain,,,Spanish Embassy in Albania,,dgm_vcstartup_mentioner,3277e9102197ce9ce10a7fac1914ddf9,dgm_vcstartup_mentioner__3277e9102197ce9ce10a7fac1914ddf9
ksaembassydj,Saudi Embassy in Djibouti,Djibouti,,,djibouti;saudi arabia,,,Saudi Embassy in Djibouti,,dgm_vcstartup_mentioner,759e8a26b7756f7d30cffc67b2651eca,dgm_vcstartup_mentioner__759e8a26b7756f7d30cffc67b2651eca
ksaembassyal,Saudi Embassy in Albania,Albania,,,albania;saudi arabia,,,Saudi Embassy in Albania,,dgm_vcstartup_mentioner,2c78b3a4377b2ed636b623f7f4d0d9fb,dgm_vcstartup_mentioner__2c78b3a4377b2ed636b623f7f4d0d9fb
embavenefao,Venezuelan Permanet Representative in Rome,Italy,,,italy;venezuela,,,Venezuelan Permanet Representative in Rome,,dgm_vcstartup_mentioner,1469d2f5f53ca3f8f5cc5cac4619d516,dgm_vcstartup_mentioner__1469d2f5f53ca3f8f5cc5cac4619d516
ksaembassymoz,Saudi Embassy in Mozambique,Mozambique,,,mozambique;saudi arabia,,,Saudi Embassy in Mozambique,,dgm_vcstartup_mentioner,b18a2a4df86428d49d178874bbebdb08,dgm_vcstartup_mentioner__b18a2a4df86428d49d178874bbebdb08
austriainfr,Austrian Embassy in France,France,,,france;austria,,,Austrian Embassy in France,,dgm_vcstartup_mentioner,01da36ed7b7d84c22a6b6934770cd278,dgm_vcstartup_mentioner__01da36ed7b7d84c22a6b6934770cd278
nzinchengdu,New Zealand Consulate in China,China,,,china;new zealand,,,New Zealand Consulate in China,,dgm_vcstartup_mentioner,9ff43d773c7c7de215845d8ddad5768b,dgm_vcstartup_mentioner__9ff43d773c7c7de215845d8ddad5768b
somaliaatun,"Somalian Permanent Mission to UN in New York, NY",United States,,,united states;somalia,,,"Somalian Permanent Mission to UN in New York, NY",,dgm_vcstartup_mentioner,5b9f4e124f3fe79d36d87e61ad583246,dgm_vcstartup_mentioner__5b9f4e124f3fe79d36d87e61ad583246
paisesbajosenrd,Dutch Embassy to Dominican Republic and Haiti in Dominican Republic,Dominican Republic,,,dominican republic;netherlands,,,Dutch Embassy to Dominican Republic and Haiti in Dominican Republic,,dgm_vcstartup_mentioner,eb208c2ef444e02e009a6e8bd30bc54a,dgm_vcstartup_mentioner__eb208c2ef444e02e009a6e8bd30bc54a
austriaatunesco,Austrian Permanent Delegation to UNESCO in France,France,,,france;austria,,,Austrian Permanent Delegation to UNESCO in France,,dgm_vcstartup_mentioner,ffda82a2a11538a6fad953400d58f6e6,dgm_vcstartup_mentioner__ffda82a2a11538a6fad953400d58f6e6
mongembsofia,Mongolian Embassy in Bulgaria,Bulgaria,,,bulgaria;mongolia,,,Mongolian Embassy in Bulgaria,,dgm_vcstartup_mentioner,98a9d7abb82483587320a497bee66dee,dgm_vcstartup_mentioner__98a9d7abb82483587320a497bee66dee
slinlebanon,Sri Lankan Embassy in Lebanon,Lebanon,,,lebanon;sri lanka,,,Sri Lankan Embassy in Lebanon,,dgm_vcstartup_mentioner,9e49bf706d79b228205c4b7aaab2bd4c,dgm_vcstartup_mentioner__9e49bf706d79b228205c4b7aaab2bd4c
mwashgabat,Malaysian Embassy in Turkmenistan,Turkmenistan,,,turkmenistan;malaysia,,,Malaysian Embassy in Turkmenistan,,dgm_vcstartup_mentioner,cfa66c41184c6e649d71845c499295db,dgm_vcstartup_mentioner__cfa66c41184c6e649d71845c499295db
armembden,Armenian Embassy in Denmark,Denmark,,,denmark;armenia,,,Armenian Embassy in Denmark,,dgm_vcstartup_mentioner,6972b8c2b445a3eaad7e575318d7ae81,dgm_vcstartup_mentioner__6972b8c2b445a3eaad7e575318d7ae81
qatar_icao,Qatari Permanent Delegation to ICAO in Canada,Canada,,,canada;qatar,,,Qatari Permanent Delegation to ICAO in Canada,,dgm_vcstartup_mentioner,0eb70923be8dc3fbad82e61ad31fc5e0,dgm_vcstartup_mentioner__0eb70923be8dc3fbad82e61ad31fc5e0
embrepdomcanada,Dominican Republic Embassy in Canada,Canada,,,canada;domincan republic,,,Dominican Republic Embassy in Canada,,dgm_vcstartup_mentioner,a74be0386df5f92d5483d417780d5c40,dgm_vcstartup_mentioner__a74be0386df5f92d5483d417780d5c40
ksaembassymv,Saudi Embassy in Maldives,Maldives,,,maldives;saudi arabia,,,Saudi Embassy in Maldives,,dgm_vcstartup_mentioner,9e48391606586428c9a270b14126e26f,dgm_vcstartup_mentioner__9e48391606586428c9a270b14126e26f
ksaconsulatealy,Saudi Embassy in Egypt,Egypt,,,egypt;saudi arabia,,,Saudi Embassy in Egypt,,dgm_vcstartup_mentioner,00233f6899e0911caa488f22a5a1f7c9,dgm_vcstartup_mentioner__00233f6899e0911caa488f22a5a1f7c9
ksaembassybg,Saudi Embassy in Bulgaria,Bulgaria,,,bulgaria;saudi arabia,,,Saudi Embassy in Bulgaria,,dgm_vcstartup_mentioner,39585e9f1272041ef7605744bf87e34f,dgm_vcstartup_mentioner__39585e9f1272041ef7605744bf87e34f
ksaconsulatees,"Saudi Consulate General in Malaga, Spain",Spain,,,spain;saudi arabia,,,"Saudi Consulate General in Malaga, Spain",,dgm_vcstartup_mentioner,0cf269d35b58036ea75a103191ee3a11,dgm_vcstartup_mentioner__0cf269d35b58036ea75a103191ee3a11
ksaembassybf,Saudi Embassy in Burkina Faso,Burkina Faso,,,burkina faso;saudi arabia,,,Saudi Embassy in Burkina Faso,,dgm_vcstartup_mentioner,c509cf59230c4c9ee595666e0c98ac48,dgm_vcstartup_mentioner__c509cf59230c4c9ee595666e0c98ac48
ksaembassyuz,Saudi Embassy in Uzbekistan,Uzbekistan,,,uzbekistan;saudi arabia,,,Saudi Embassy in Uzbekistan,,dgm_vcstartup_mentioner,7f18c5b3974671279da73bceaa056fa9,dgm_vcstartup_mentioner__7f18c5b3974671279da73bceaa056fa9
qataremb_nrb,Qatari Embassy in Kenya,Kenya,,,kenya;qatar,,,Qatari Embassy in Kenya,,dgm_vcstartup_mentioner,0b594f8c5c7cf4b3e46c1e6ec4915b3f,dgm_vcstartup_mentioner__0b594f8c5c7cf4b3e46c1e6ec4915b3f
ksaembassypl,Saudi Embassy in Poland,Poland,,,poland;saudi arabia,,,Saudi Embassy in Poland,,dgm_vcstartup_mentioner,c29914866f898a3e9829c047804df26e,dgm_vcstartup_mentioner__c29914866f898a3e9829c047804df26e
myembassymanila,Malaysian Embassy in Philippines,Philippines,,,philippines;malaysia,,,Malaysian Embassy in Philippines,,dgm_vcstartup_mentioner,08f018d8805e9a5296088d7b1aa05b0b,dgm_vcstartup_mentioner__08f018d8805e9a5296088d7b1aa05b0b
ksaembassydnk,Saudi Embassy in Denmark,Denmark,,,denmark;saudi arabia,,,Saudi Embassy in Denmark,,dgm_vcstartup_mentioner,d2c6f41c1f64272ea5c6f197f710d02e,dgm_vcstartup_mentioner__d2c6f41c1f64272ea5c6f197f710d02e
ksaembassycl,Saudi Embassy in Chile,Chile,,,chile;saudi arabia,,,Saudi Embassy in Chile,,dgm_vcstartup_mentioner,d8e1945b48ff90321c58510abf34db88,dgm_vcstartup_mentioner__d8e1945b48ff90321c58510abf34db88
ksaembassybsb,Saudi Embassy in Brunei,Brunei,,,brunei;saudi arabia,,,Saudi Embassy in Brunei,,dgm_vcstartup_mentioner,19428f63d8429925e421e103a601c76b,dgm_vcstartup_mentioner__19428f63d8429925e421e103a601c76b
ksaembassyci,Saudi Embassy in Cote d'Ivoire,Ivory Coast,,,ivory coast;saudi arabia,,,Saudi Embassy in Cote d'Ivoire,,dgm_vcstartup_mentioner,be42e2766fed973eb0185a850fa53ee4,dgm_vcstartup_mentioner__be42e2766fed973eb0185a850fa53ee4
ksaconsulatekar,Saudi Embassy in Pakistan,Pakistan,,,pakistan;saudi arabia,,,Saudi Embassy in Pakistan,,dgm_vcstartup_mentioner,0c209c91b66b7546a5e8c28533831347,dgm_vcstartup_mentioner__0c209c91b66b7546a5e8c28533831347
ksapermanentgva,"Saudi Permanent Mission to UN in Geneva, Switzerland",Switzerland,,,switzerland;saudi arabia,,,"Saudi Permanent Mission to UN in Geneva, Switzerland",,dgm_vcstartup_mentioner,bdd24dfe387bec882124c5eabaeb4f7e,dgm_vcstartup_mentioner__bdd24dfe387bec882124c5eabaeb4f7e
austriainhr,Austrian Embassy in Croatia,Croatia,,,croatia;austria,,,Austrian Embassy in Croatia,,dgm_vcstartup_mentioner,0ba0f5741c58d10928605c40b43b82a0,dgm_vcstartup_mentioner__0ba0f5741c58d10928605c40b43b82a0
ksaembassy_rus,Saudi Embassy in Russia,Russia,,,russia;saudi arabia,,,Saudi Embassy in Russia,,dgm_vcstartup_mentioner,c2c36d6ed25351a1935f0ff61cab2d5c,dgm_vcstartup_mentioner__c2c36d6ed25351a1935f0ff61cab2d5c
ksaembassymx,Saudi Embassy in Mexico,Mexico,,,mexico;saudi arabia,,,Saudi Embassy in Mexico,,dgm_vcstartup_mentioner,fde242e0dd89ada3d19e4ed2f13aca51,dgm_vcstartup_mentioner__fde242e0dd89ada3d19e4ed2f13aca51
qataremb_val,Qatari Embassy in Malta,Malta,,,malta;qatar,,,Qatari Embassy in Malta,,dgm_vcstartup_mentioner,4ac9f72e5d8ede56100dcf6cc7ee3bc7,dgm_vcstartup_mentioner__4ac9f72e5d8ede56100dcf6cc7ee3bc7
ksaembassyke,Saudi Embassy in Kenya,Kenya,,,kenya;saudi arabia,,,Saudi Embassy in Kenya,,dgm_vcstartup_mentioner,928c1c4cd1749192c35bce3b3641dab0,dgm_vcstartup_mentioner__928c1c4cd1749192c35bce3b3641dab0
ksaembassykwt,Saudi Embassy in Kuwait,Kuwait,,,kuwait;saudi arabia,,,Saudi Embassy in Kuwait,,dgm_vcstartup_mentioner,47cf903a232029ddc151febc0f6c5eec,dgm_vcstartup_mentioner__47cf903a232029ddc151febc0f6c5eec
ksaembassymr,Saudi Embassy in Mauritania,Mauritania,,,mauritania;saudi arabia,,,Saudi Embassy in Mauritania,,dgm_vcstartup_mentioner,8321f081087ccef68c8718a581624bff,dgm_vcstartup_mentioner__8321f081087ccef68c8718a581624bff
ksaembassyafg,Saudi Embassy in Afghanistan,Afghanistan,,,afghanistan;saudi arabia,,,Saudi Embassy in Afghanistan,,dgm_vcstartup_mentioner,546ab095bf1c3d15183f7046ad3c16ed,dgm_vcstartup_mentioner__546ab095bf1c3d15183f7046ad3c16ed
ksaembassysn,Saudi Embassy in Senegal,Senegal,,,senegal;saudi arabia,,,Saudi Embassy in Senegal,,dgm_vcstartup_mentioner,9a0860ece57acadf2883817c1d8fa0e9,dgm_vcstartup_mentioner__9a0860ece57acadf2883817c1d8fa0e9
ksaembassyper,Saudi Embassy in Peru,Peru,,,peru;saudi arabia,,,Saudi Embassy in Peru,,dgm_vcstartup_mentioner,082179d481b3a583ef06d37616caa07a,dgm_vcstartup_mentioner__082179d481b3a583ef06d37616caa07a
embadomarg,Dominican Republic Embassy in Argentina,Argentina,,,argentina;dominican republic,,,Dominican Republic Embassy in Argentina,,dgm_vcstartup_mentioner,601762cf92a9190f28c70f76e7d45e09,dgm_vcstartup_mentioner__601762cf92a9190f28c70f76e7d45e09
mygenevaun,"Malaysian Permanent Mission to UN in Geneva, Switzerland",Switzerland,,,switzerland;malaysia,,,"Malaysian Permanent Mission to UN in Geneva, Switzerland",,dgm_vcstartup_mentioner,9226babd23c4cb3aa7ae3e998d73370a,dgm_vcstartup_mentioner__9226babd23c4cb3aa7ae3e998d73370a
slhcmy,Sri Lankan High Commission in Malaysia,Malaysia,,,malaysia;sri lankan,,,Sri Lankan High Commission in Malaysia,,dgm_vcstartup_mentioner,d7c26ef728440acc61f82abfb809c5a7,dgm_vcstartup_mentioner__d7c26ef728440acc61f82abfb809c5a7
slinkarachi,"Sri Lankan Consulate in Karachi, Pakistan",Pakistan,,,pakistan;sri lankan,,,"Sri Lankan Consulate in Karachi, Pakistan",,dgm_vcstartup_mentioner,9cda04983a5125ef0c37c2c59a78d41a,dgm_vcstartup_mentioner__9cda04983a5125ef0c37c2c59a78d41a
vietnam_un,"Vietnamese Mission to UN in New York, NY",United States,,,united states;vietnam,,,"Vietnamese Mission to UN in New York, NY",,dgm_vcstartup_mentioner,ee788724d671cec92c0876eea0943f28,dgm_vcstartup_mentioner__ee788724d671cec92c0876eea0943f28
slhcindhaka,Sri Lankan High Commission in Bangladesh,Bangladesh,,,bangladesh;sri lanka,,,Sri Lankan High Commission in Bangladesh,,dgm_vcstartup_mentioner,1b9f5f4fbed2021cade69174f252442d,dgm_vcstartup_mentioner__1b9f5f4fbed2021cade69174f252442d
moldovaingreece,Moldovan Embassy in Greece,Greece,,,greece;moldova,,,Moldovan Embassy in Greece,,dgm_vcstartup_mentioner,da39ad255474ecca2a055e56c069cc85,dgm_vcstartup_mentioner__da39ad255474ecca2a055e56c069cc85
slinseychelles,Sri Lankan High Commission in Seychelles,Seychelles,,,seychelles;sri lanka,,,Sri Lankan High Commission in Seychelles,,dgm_vcstartup_mentioner,83dc4c7d9c2bedb5ed56eea2c8d09836,dgm_vcstartup_mentioner__83dc4c7d9c2bedb5ed56eea2c8d09836
joembassyit,Jordanian Embassy in Italy,Italy,,,italy;jordan,,,Jordanian Embassy in Italy,,dgm_vcstartup_mentioner,099b70af9b2e39b001121114ce963329,dgm_vcstartup_mentioner__099b70af9b2e39b001121114ce963329
slinguangzhou,Sri Lankan Embassy in China,China,,,china;sri lanka,,,Sri Lankan Embassy in China,,dgm_vcstartup_mentioner,4865019249c8a3bcfa080ad17750ce0c,dgm_vcstartup_mentioner__4865019249c8a3bcfa080ad17750ce0c
slungeneva,"Sri Lankan Mission to UN in Geneva, Switzerland",Switzerland,,,switzerland;sri lanka,,,"Sri Lankan Mission to UN in Geneva, Switzerland",,dgm_vcstartup_mentioner,9b90ec7891803d7675b7341efff071b0,dgm_vcstartup_mentioner__9b90ec7891803d7675b7341efff071b0
myembmoscow,Malasian Embassy in Russia,Russia,,,russia;malaysia,,,Malasian Embassy in Russia,,dgm_vcstartup_mentioner,f6f52fabd048835a3b1a893f94a92db0,dgm_vcstartup_mentioner__f6f52fabd048835a3b1a893f94a92db0
uaeembassylima,UAE Embassy in Peru,Peru,,,peru;uae,,,UAE Embassy in Peru,,dgm_vcstartup_mentioner,a80aeea7808e9926a0ef457197d7fe7d,dgm_vcstartup_mentioner__a80aeea7808e9926a0ef457197d7fe7d
belgiuminuk,Belgium Representative in UK,England,,,england;belgium,,,Belgium Representative in UK,,dgm_vcstartup_mentioner,b8d59864f591f475dbac7698516a6585,dgm_vcstartup_mentioner__b8d59864f591f475dbac7698516a6585
ambarmenia,Armenian Embassy in Italy,Italy,,,italy;armenia,,,Armenian Embassy in Italy,,dgm_vcstartup_mentioner,7fc35039d55116298a5b63be44492db3,dgm_vcstartup_mentioner__7fc35039d55116298a5b63be44492db3
myembhanoi,Malaysian Embassy in Vietnam,Vietnam,,,vietnam;malaysia,,,Malaysian Embassy in Vietnam,,dgm_vcstartup_mentioner,e5b97695576b9136c812a355eda73832,dgm_vcstartup_mentioner__e5b97695576b9136c812a355eda73832
myembastana,Malaysian Embassy in Kazakhstan,Kazakhstan,,,kazakhstan;malaysia,,,Malaysian Embassy in Kazakhstan,,dgm_vcstartup_mentioner,32adcf95f18eb57e9c3df5e58ea6ce18,dgm_vcstartup_mentioner__32adcf95f18eb57e9c3df5e58ea6ce18
myembassyottawa,Malaysian High Commission in Canada,Canada,,,canada;malaysia,,,Malaysian High Commission in Canada,,dgm_vcstartup_mentioner,cfe19eb92fb7c006d25c4ff5540f0799,dgm_vcstartup_mentioner__cfe19eb92fb7c006d25c4ff5540f0799
qataremb_kyiv,Qatari Embassy in Ukraine,Ukraine,,,ukraine;qatar,,,Qatari Embassy in Ukraine,,dgm_vcstartup_mentioner,7cd23fb598f132a8233a7744169260fa,dgm_vcstartup_mentioner__7cd23fb598f132a8233a7744169260fa
qataremb_prt,Qatari Embassy in South Africa,South Africa,,,south africa;qatar,,,Qatari Embassy in South Africa,,dgm_vcstartup_mentioner,76c6f8001372d0154949d6831ae3c7ab,dgm_vcstartup_mentioner__76c6f8001372d0154949d6831ae3c7ab
qataremb_tirana,Qatari Embassy in Albania,Albania,,,albania;qatar,,,Qatari Embassy in Albania,,dgm_vcstartup_mentioner,60e40ecb5a8b748d3bc1b2eab5268dac,dgm_vcstartup_mentioner__60e40ecb5a8b748d3bc1b2eab5268dac
myembbangkok,Malaysian Embassy in Thailand,Thailand,,,thailand;malaysia,,,Malaysian Embassy in Thailand,,dgm_vcstartup_mentioner,d433a8f0ffbfece091afe057c5517b39,dgm_vcstartup_mentioner__d433a8f0ffbfece091afe057c5517b39
mycgperth,"Malaysian Consulate General in Perth, Australia",Australia,,,australia;malaysia,,,"Malaysian Consulate General in Perth, Australia",,dgm_vcstartup_mentioner,14284b5832f552fea6ed51ca12c0530a,dgm_vcstartup_mentioner__14284b5832f552fea6ed51ca12c0530a
myembassybel,Malaysian Embassy in Serbia,Serbia,,,serbia;malaysia,,,Malaysian Embassy in Serbia,,dgm_vcstartup_mentioner,3fef7673cb0b65295e544f56b1983eb1,dgm_vcstartup_mentioner__3fef7673cb0b65295e544f56b1983eb1
myembtashkent,Malaysian Embassy in Uzbekistan,Uzbekistan,,,uzbekistan;malaysia,,,Malaysian Embassy in Uzbekistan,,dgm_vcstartup_mentioner,fa93bed430be2d13a470b89d5ddbaac1,dgm_vcstartup_mentioner__fa93bed430be2d13a470b89d5ddbaac1
mynewyorkun1,"Malaysian Permanent Mission to UN in New York, NY",United States,,,united states;malaysia,,,"Malaysian Permanent Mission to UN in New York, NY",,dgm_vcstartup_mentioner,d26b0c8e835ae605df028bb27a36229e,dgm_vcstartup_mentioner__d26b0c8e835ae605df028bb27a36229e
