keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
cancelled,canceled,FTO,canceled,,burbio_cancel,d5c39a1d9aced393f835f334a1fb9206,burbio_cancel__d5c39a1d9aced393f835f334a1fb9206
canceled,canceled,Legislator,canceled,,burbio_cancel,d5c39a1d9aced393f835f334a1fb9206,burbio_cancel__d5c39a1d9aced393f835f334a1fb9206
