keyword,caption_name,topic_id,type,groups,GUID,.1,.2,.3,.4,.5,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(gulf of mexico; production),Gulf of Mexico oil production,188162;188132,commodities,,,,,,,#N/A,Commodities,Gulf of Mexico oil production,,dgm_og_mentionee,2d91cc2fce82cc72c496b7feb5e7ccff,dgm_og_mentionee__2d91cc2fce82cc72c496b7feb5e7ccff
#lundin energy,Swedish oil and gas company Lundin Energy,188162;188132,company keyword,;lundin energy;lundin energy,,,,,,#N/A,CompanyKeyword,Swedish oil and gas company Lundin Energy,,dgm_og_mentionee,97723fedc38cadfaaa444d8a180a54e9,dgm_og_mentionee__97723fedc38cadfaaa444d8a180a54e9
#lundin petroleum,Swedish oil and gas company Lundin Energy,188162;188132,company keyword,;lundin energy;lundin petroleum,,,,,,#N/A,CompanyKeyword,Swedish oil and gas company Lundin Energy,,dgm_og_mentionee,97723fedc38cadfaaa444d8a180a54e9,dgm_og_mentionee__97723fedc38cadfaaa444d8a180a54e9
#mabruk oil operations,Libyan oil and gas company Mabruk Oil Operations,188162;188132,company keyword,;mabruk oil operations;mabruk oil operations,,,,,,#N/A,CompanyKeyword,Libyan oil and gas company Mabruk Oil Operations,,dgm_og_mentionee,b14e0a6b9bed26b6143d2ba5303d0f8d,dgm_og_mentionee__b14e0a6b9bed26b6143d2ba5303d0f8d
#madagascar oil,oil company Madagascar Oil,188162;188132,company keyword,;madagascar oil;madagascar oil,,,,,,#N/A,CompanyKeyword,oil company Madagascar Oil,,dgm_og_mentionee,19c837d4819e58838d3bd4103302a3bf,dgm_og_mentionee__19c837d4819e58838d3bd4103302a3bf
#magellan midestream partners,US oil and gas company Magellan Midestream Partners,188162;188132,company keyword,;magellan midestream partners;magellan midestream partners,,,,,,#N/A,CompanyKeyword,US oil and gas company Magellan Midestream Partners,,dgm_og_mentionee,4a312857186badaf26a2ebe028668dad,dgm_og_mentionee__4a312857186badaf26a2ebe028668dad
#makpetrol,North Macedonian oil and gas company Makpetrol,188162;188132,company keyword,;makpetrol;makpetrol,,,,,,#N/A,CompanyKeyword,North Macedonian oil and gas company Makpetrol,,dgm_og_mentionee,0a0370c7bfb9a304c930d9cce1b7e280,dgm_og_mentionee__0a0370c7bfb9a304c930d9cce1b7e280
#mangalore refinery and petrochemicals limited,Indian oil and gas company Mangalore Refinery and Petrochemicals,188162;188132,company keyword,ongc;mangalore refinery and petrochemicals;mangalore refinery and petrochemicals limited,,,,,,#N/A,CompanyKeyword,Indian oil and gas company Mangalore Refinery and Petrochemicals,,dgm_og_mentionee,ca60ab45bac0e1e41189f5c36c54dfb6,dgm_og_mentionee__ca60ab45bac0e1e41189f5c36c54dfb6
#marathon oil,US oil and gas company Marathon Oil,188162;188132,company keyword,;marathon oil;marathon oil,,,,,,#N/A,CompanyKeyword,US oil and gas company Marathon Oil,,dgm_og_mentionee,f50abd6e8101eaef3f0287b3c5281707,dgm_og_mentionee__f50abd6e8101eaef3f0287b3c5281707
#marathon petroleum,US oil and gas company Marathon Petroleum,188162;188132,company keyword,;marathon petroleum;marathon petroleum,,,,,,#N/A,CompanyKeyword,US oil and gas company Marathon Petroleum,,dgm_og_mentionee,ce94455e30a870aea63601da44606a7d,dgm_og_mentionee__ce94455e30a870aea63601da44606a7d
#marathon pipe line,US oil and gas company Marathon Pipe Line,188162;188132,company keyword,mplx;marathon pipe line;marathon pipe line,,,,,,#N/A,CompanyKeyword,US oil and gas company Marathon Pipe Line,,dgm_og_mentionee,853b4ec127b485bd75429ed37c469e3d,dgm_og_mentionee__853b4ec127b485bd75429ed37c469e3d
#markwest energy,US oil and gas company MarkWest Energy,188162;188132,company keyword,mplx;markwest energy ;markwest energy,,,,,,#N/A,CompanyKeyword,US oil and gas company MarkWest Energy,,dgm_og_mentionee,9cd57cf7e35f6f20abcbfbf524ee3aea,dgm_og_mentionee__9cd57cf7e35f6f20abcbfbf524ee3aea
#maxol,Irish oil and gas company Maxol,188162;188132,company keyword,;maxol;maxol,,,,,,#N/A,CompanyKeyword,Irish oil and gas company Maxol,,dgm_og_mentionee,92437f90c8c9356022d2497de893d370,dgm_og_mentionee__92437f90c8c9356022d2497de893d370
#maxol group,Irish oil and gas company Maxol,188162;188132,company keyword,;maxol;maxol group,,,,,,#N/A,CompanyKeyword,Irish oil and gas company Maxol,,dgm_og_mentionee,92437f90c8c9356022d2497de893d370,dgm_og_mentionee__92437f90c8c9356022d2497de893d370
#medcoenergi,Indonesian oil and gas company MedcoEnergi,188162;188132,company keyword,;medcoenergi;medcoenergi,,,,,,#N/A,CompanyKeyword,Indonesian oil and gas company MedcoEnergi,,dgm_og_mentionee,03a350073b4fc7b1d206e60a0966d417,dgm_og_mentionee__03a350073b4fc7b1d206e60a0966d417
#mellitah oil & gas,Libyan oil and gas company Mellitah Oil & Gas,188162;188132,company keyword,;mellitah oil & gas;mellitah oil & gas,,,,,,#N/A,CompanyKeyword,Libyan oil and gas company Mellitah Oil & Gas,,dgm_og_mentionee,e21499de71957fbe4173c497e937f7c6,dgm_og_mentionee__e21499de71957fbe4173c497e937f7c6
#midland oil company,Iraqi oil and gas company Midland Oil Company,188162;188132,company keyword,;midland oil company;midland oil company,,,,,,#N/A,CompanyKeyword,Iraqi oil and gas company Midland Oil Company,,dgm_og_mentionee,b13e2c65cde5bd2e5edd436c3b41f8a4,dgm_og_mentionee__b13e2c65cde5bd2e5edd436c3b41f8a4
#missan oil company,Iraqi oil and gas company Missan Oil Company,188162;188132,company keyword,;missan oil company;missan oil company,,,,,,#N/A,CompanyKeyword,Iraqi oil and gas company Missan Oil Company,,dgm_og_mentionee,1b078763dbe925f7407c2ab41cca193e,dgm_og_mentionee__1b078763dbe925f7407c2ab41cca193e
#modiin energy,Israeli oil and gas company Modiin Energy,188162;188132,company keyword,;modiin energy;modiin energy,,,,,,#N/A,CompanyKeyword,Israeli oil and gas company Modiin Energy,,dgm_og_mentionee,f2809b29e5f8fed20d778e0ac40acca8,dgm_og_mentionee__f2809b29e5f8fed20d778e0ac40acca8
#mol group,Hungarian oil and gas company MOL Group,188162;188132,company keyword,;mol group;mol group,,,,,,#N/A,CompanyKeyword,Hungarian oil and gas company MOL Group,,dgm_og_mentionee,fdcb708392a8c0b1c68de880b8f2561c,dgm_og_mentionee__fdcb708392a8c0b1c68de880b8f2561c
#motiva enterprises,US oil and gas company Motiva Enterprises,188162;188132,company keyword,phillips 66;motiva enterprises;motiva enterprises,,,,,,#N/A,CompanyKeyword,US oil and gas company Motiva Enterprises,,dgm_og_mentionee,1d73110375c18796d3f7f65fca55d24a,dgm_og_mentionee__1d73110375c18796d3f7f65fca55d24a
#mplx,US oil and gas company MPLX,188162;188132,company keyword,;mplx;mplx,,,,,,#N/A,CompanyKeyword,US oil and gas company MPLX,,dgm_og_mentionee,5548606ecdf588574da9ed3adca31595,dgm_og_mentionee__5548606ecdf588574da9ed3adca31595
#mubadala petroleum,Emirati state-owned oil and gas company Mubadala Petroleum,188162;188132,company keyword,;mubadala petroleum;mubadala petroleum,,,,,,#N/A,CompanyKeyword,Emirati state-owned oil and gas company Mubadala Petroleum,,dgm_og_mentionee,18d088c6e6e156f06760650e893790c5,dgm_og_mentionee__18d088c6e6e156f06760650e893790c5
#murco,UK oil and gas company Murco Petroleum,188162;188132,company keyword,;murco petroleum;murco,,,,,,#N/A,CompanyKeyword,UK oil and gas company Murco Petroleum,,dgm_og_mentionee,1661d5d5cbec2ae581d80216e21237f3,dgm_og_mentionee__1661d5d5cbec2ae581d80216e21237f3
#murphy oil,US oil and gas company Murphy Oil,188162;188132,company keyword,;murphy oil;murphy oil,,,,,,#N/A,CompanyKeyword,US oil and gas company Murphy Oil,,dgm_og_mentionee,8fab47ce46bc4922a1c9bfa224864192,dgm_og_mentionee__8fab47ce46bc4922a1c9bfa224864192
#myanma oil and gas enterprise,Myanma oil and gas company Myanma Oil and Gas Enterprise,188162;188132,company keyword,;myanma oil and gas enterprise;myanma oil and gas enterprise,,,,,,#N/A,CompanyKeyword,Myanma oil and gas company Myanma Oil and Gas Enterprise,,dgm_og_mentionee,ed52dbc0e3da9a97038b023257f525e4,dgm_og_mentionee__ed52dbc0e3da9a97038b023257f525e4
#naftal,Algerian state-owned oil and gas company Naftal,188162;188132,company keyword,;naftal;naftal,,,,,,#N/A,CompanyKeyword,Algerian state-owned oil and gas company Naftal,,dgm_og_mentionee,0b731ffed90a6265803e105d26975012,dgm_og_mentionee__0b731ffed90a6265803e105d26975012
#naftna industrija srbije,Serbian oil and gas company Naftna Industrija Srbije,188162;188132,company keyword,;naftna industrija srbije;naftna industrija srbije,,,,,,#N/A,CompanyKeyword,Serbian oil and gas company Naftna Industrija Srbije,,dgm_og_mentionee,dcd58efcd24c9a4661aec422932c45da,dgm_og_mentionee__dcd58efcd24c9a4661aec422932c45da
#nalcor energy,Canadian oil and gas company Nalcor Energy,188162;188132,company keyword,;nalcor energy;nalcor energy,,,,,,#N/A,CompanyKeyword,Canadian oil and gas company Nalcor Energy,,dgm_og_mentionee,0c42c03c58e0370b3b75c65a548618f8,dgm_og_mentionee__0c42c03c58e0370b3b75c65a548618f8
#národní íránská ropná společnost,state-owned National Iranian Oil Company,188162;188132,company keyword,;national iranian oil company;národní íránská ropná společnost,,,,,,#N/A,CompanyKeyword,state-owned National Iranian Oil Company,,dgm_og_mentionee,04f2f82a174a24b4f84a0e1d956f860a,dgm_og_mentionee__04f2f82a174a24b4f84a0e1d956f860a
#national fuel gas,US oil and gas company National Fuel Gas,188162;188132,company keyword,;national fuel gas;national fuel gas,,,,,,#N/A,CompanyKeyword,US oil and gas company National Fuel Gas,,dgm_og_mentionee,7676f37cebf397b855995c1ec89e2de9,dgm_og_mentionee__7676f37cebf397b855995c1ec89e2de9
#national hydrocarbons corporation,Cameroon state-owned National Hydrocarbons Corporation,188162;188132,company keyword,;cameroon national hydrocarbons corporation;national hydrocarbons corporation,,,,,,#N/A,CompanyKeyword,Cameroon state-owned National Hydrocarbons Corporation,,dgm_og_mentionee,5af17e2294dbe6874dbcc4caced7b5a3,dgm_og_mentionee__5af17e2294dbe6874dbcc4caced7b5a3
#national iranian oil,state-owned National Iranian Oil Company,188162;188132,company keyword,;national iranian oil company;national iranian oil,,,,,,#N/A,CompanyKeyword,state-owned National Iranian Oil Company,,dgm_og_mentionee,04f2f82a174a24b4f84a0e1d956f860a,dgm_og_mentionee__04f2f82a174a24b4f84a0e1d956f860a
#national iranian oil company,state-owned National Iranian Oil Company,188162;188132,company keyword,;national iranian oil company‎;national iranian oil company,,,,,,#N/A,CompanyKeyword,state-owned National Iranian Oil Company,,dgm_og_mentionee,04f2f82a174a24b4f84a0e1d956f860a,dgm_og_mentionee__04f2f82a174a24b4f84a0e1d956f860a
#national oil corporation,Libyan state-owned National Oil Corporation,188162;188132,company keyword,;libya's national oil corporation;national oil corporation,,,,,,#N/A,CompanyKeyword,Libyan state-owned National Oil Corporation,,dgm_og_mentionee,1615c2d75ad9acb41c1879c46e30a687,dgm_og_mentionee__1615c2d75ad9acb41c1879c46e30a687
#neste deutschland,Finnish oil company Neste,188162;188132,company keyword,neste;neste;neste deutschland,,,,,,#N/A,CompanyKeyword,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
#neste latvia,Finnish oil company Neste,188162;188132,company keyword,;neste;neste latvia,,,,,,#N/A,CompanyKeyword,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
#neste netherlands,Finnish oil company Neste,188162;188132,company keyword,;neste;neste netherlands,,,,,,#N/A,CompanyKeyword,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
#neste north america,Finnish oil company Neste,188162;188132,company keyword,;neste;neste north america,,,,,,#N/A,CompanyKeyword,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
#neste oyj,Finnish oil company Neste,188162;188132,company keyword,;neste;neste oyj,,,,,,#N/A,CompanyKeyword,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
#neste sweden,Finnish oil company Neste,188162;188132,company keyword,;neste;neste sweden,,,,,,#N/A,CompanyKeyword,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
#nigerian national petroleum corporation,state-owned Nigerian National Petroleum Corporation,188162;188132,company keyword,;nigerian national petroleum corporation;nigerian national petroleum corporation,,,,,,#N/A,CompanyKeyword,state-owned Nigerian National Petroleum Corporation,,dgm_og_mentionee,d4fdc86ca1711eaa1554d3804584726b,dgm_og_mentionee__d4fdc86ca1711eaa1554d3804584726b
#nioc,state-owned National Iranian Oil Company,188162;188132,company keyword,;national iranian oil company‎;nioc,,,,,,#N/A,CompanyKeyword,state-owned National Iranian Oil Company,,dgm_og_mentionee,04f2f82a174a24b4f84a0e1d956f860a,dgm_og_mentionee__04f2f82a174a24b4f84a0e1d956f860a
#nippon oil,Japanese oil and gas company Nippon Oil,188162;188132,company keyword,;nippon oil;nippon oil,,,,,,#N/A,CompanyKeyword,Japanese oil and gas company Nippon Oil,,dgm_og_mentionee,05dd592a7514f6e3b1046dc554140b9e,dgm_og_mentionee__05dd592a7514f6e3b1046dc554140b9e
#nipponoil,Japanese oil and gas company Nippon Oil,188162;188132,company keyword,;nippon oil;nipponoil,,,,,,#N/A,CompanyKeyword,Japanese oil and gas company Nippon Oil,,dgm_og_mentionee,05dd592a7514f6e3b1046dc554140b9e,dgm_og_mentionee__05dd592a7514f6e3b1046dc554140b9e
#nnpc,state-owned Nigerian National Petroleum Corporation,188162;188132,company keyword,;nigerian national petroleum corporation;nnpc,,,,,,#N/A,CompanyKeyword,state-owned Nigerian National Petroleum Corporation,,dgm_og_mentionee,d4fdc86ca1711eaa1554d3804584726b,dgm_og_mentionee__d4fdc86ca1711eaa1554d3804584726b
#nobel oil group,Azeri oil and gas company Nobel Oil Group,188162;188132,company keyword,;nobel oil group;nobel oil group,,,,,,#N/A,CompanyKeyword,Azeri oil and gas company Nobel Oil Group,,dgm_og_mentionee,d47dfe30e489fc75185632f8eee406df,dgm_og_mentionee__d47dfe30e489fc75185632f8eee406df
#noble energy,US oil and gas company Noble Energy,188162;188132,company keyword,chevron;noble energy;noble energy,,,,,,#N/A,CompanyKeyword,US oil and gas company Noble Energy,,dgm_og_mentionee,89bdd8d9000ba5c7d5ab7f4f397c7fda,dgm_og_mentionee__89bdd8d9000ba5c7d5ab7f4f397c7fda
#noreco,Norwegian oil and gas company Noreco,188162;188132,company keyword,;noreco;noreco,,,,,,#N/A,CompanyKeyword,Norwegian oil and gas company Noreco,,dgm_og_mentionee,8b0c453e3992a97aaed69d5fc4e442aa,dgm_og_mentionee__8b0c453e3992a97aaed69d5fc4e442aa
#north oil company,State-affiliated Qatari oil and gas company North Oil Company,188162;188132,company keyword,;north oil company;north oil company,,,,,,#N/A,CompanyKeyword,State-affiliated Qatari oil and gas company North Oil Company,,dgm_og_mentionee,23c4ce0932525fd8c6dbd99c8802e428,dgm_og_mentionee__23c4ce0932525fd8c6dbd99c8802e428
#norwegian energy company asa,Norwegian oil and gas company Noreco,188162;188132,company keyword,;noreco;norwegian energy company asa,,,,,,#N/A,CompanyKeyword,Norwegian oil and gas company Noreco,,dgm_og_mentionee,8b0c453e3992a97aaed69d5fc4e442aa,dgm_og_mentionee__8b0c453e3992a97aaed69d5fc4e442aa
#novatek,Russian oil and gas company Novatek,188162;188132,company keyword,;novatek;novatek,,,,,,#N/A,CompanyKeyword,Russian oil and gas company Novatek,,dgm_og_mentionee,077877bf8f90f0fd65ae1abf42b417b3,dgm_og_mentionee__077877bf8f90f0fd65ae1abf42b417b3
#novonor,Brazilian oil and gas company Novonor,188162;188132,company keyword,;novonor;novonor,,,,,,#N/A,CompanyKeyword,Brazilian oil and gas company Novonor,,dgm_og_mentionee,05f1c33105c911f8218628c777fdc2a9,dgm_og_mentionee__05f1c33105c911f8218628c777fdc2a9
#nowatek,Russian oil and gas company Novatek,188162;188132,company keyword,;novatek;nowatek,,,,,,#N/A,CompanyKeyword,Russian oil and gas company Novatek,,dgm_og_mentionee,077877bf8f90f0fd65ae1abf42b417b3,dgm_og_mentionee__077877bf8f90f0fd65ae1abf42b417b3
#nrg energy,US oil and gas company NRG Energy,188162;188132,company keyword,;nrg energy;nrg energy,,,,,,#N/A,CompanyKeyword,US oil and gas company NRG Energy,,dgm_og_mentionee,6bac8dc4481c2aed51e432ffb047467a,dgm_og_mentionee__6bac8dc4481c2aed51e432ffb047467a
#obsidian energy,Canadian oil and gas company Obsidian Energy,188162;188132,company keyword,;obsidian energy;obsidian energy,,,,,,#N/A,CompanyKeyword,Canadian oil and gas company Obsidian Energy,,dgm_og_mentionee,9f6e188fdf99e956641d24e44edd5af0,dgm_og_mentionee__9f6e188fdf99e956641d24e44edd5af0
#occidental petroleum,US oil and gas company Occidental Petroleum,188162;188132,company keyword,;occidental petroleum;occidental petroleum,,,,,,#N/A,CompanyKeyword,US oil and gas company Occidental Petroleum,,dgm_og_mentionee,c2327be1efb51ec8d3ef93b9c44d9acd,dgm_og_mentionee__c2327be1efb51ec8d3ef93b9c44d9acd
#occidental petroleum corporation,US oil and gas company Occidental Petroleum,188162;188132,company keyword,;occidental petroleum;occidental petroleum corporation,,,,,,#N/A,CompanyKeyword,US oil and gas company Occidental Petroleum,,dgm_og_mentionee,c2327be1efb51ec8d3ef93b9c44d9acd,dgm_og_mentionee__c2327be1efb51ec8d3ef93b9c44d9acd
#og&e,US oil and gas company OGE Energy,188162;188132,company keyword,;oge energy;og&e,,,,,,#N/A,CompanyKeyword,US oil and gas company OGE Energy,,dgm_og_mentionee,298874269c1d4d50afb6ff66819b4412,dgm_og_mentionee__298874269c1d4d50afb6ff66819b4412
#ogdcl,Pakistani oil and gas company OGDCL,188162;188132,company keyword,;ogdcl;ogdcl,,,,,,#N/A,CompanyKeyword,Pakistani oil and gas company OGDCL,,dgm_og_mentionee,75f1a8310a3cde3152ed2b27e975f4c8,dgm_og_mentionee__75f1a8310a3cde3152ed2b27e975f4c8
#oge energy,US oil and gas company OGE Energy,188162;188132,company keyword,;oge energy;oge energy,,,,,,#N/A,CompanyKeyword,US oil and gas company OGE Energy,,dgm_og_mentionee,298874269c1d4d50afb6ff66819b4412,dgm_og_mentionee__298874269c1d4d50afb6ff66819b4412
#oʻzbekneftgaz,Uzbekistani oil and gas company Uzbekneftegaz,188162;188132,company keyword,;uzbekneftegaz;oʻzbekneftgaz,,,,,,#N/A,CompanyKeyword,Uzbekistani oil and gas company Uzbekneftegaz,,dgm_og_mentionee,8f1da3946ffe83bb8248b0dc6b966a5c,dgm_og_mentionee__8f1da3946ffe83bb8248b0dc6b966a5c
#oil and natural gas corporation,Indian state-owned company Oil and Natural Gas Corporation,188162;188132,company keyword,;india's oil and natural gas corporation;oil and natural gas corporation,,,,,,#N/A,CompanyKeyword,Indian state-owned company Oil and Natural Gas Corporation,,dgm_og_mentionee,e510f41950938ad1672fbc832dcaa0c0,dgm_og_mentionee__e510f41950938ad1672fbc832dcaa0c0
#oil search,Papua oil and gas company Oil Search,188162;188132,company keyword,;oil search;oil search,,,,,,#N/A,CompanyKeyword,Papua oil and gas company Oil Search,,dgm_og_mentionee,047a7b1753bbd8c349778001884c6e02,dgm_og_mentionee__047a7b1753bbd8c349778001884c6e02
#omv,Austrian oil and gas company OMV,188162;188132,company keyword,;omv;omv,,,,,,#N/A,CompanyKeyword,Austrian oil and gas company OMV,,dgm_og_mentionee,e33d49d020733e259399943fc5eac5cb,dgm_og_mentionee__e33d49d020733e259399943fc5eac5cb
#omv ag,Austrian oil and gas company OMV,188162;188132,company keyword,;omv;omv ag,,,,,,#N/A,CompanyKeyword,Austrian oil and gas company OMV,,dgm_og_mentionee,e33d49d020733e259399943fc5eac5cb,dgm_og_mentionee__e33d49d020733e259399943fc5eac5cb
#one gas,US oil and gas company ONE Gas,188162;188132,company keyword,;one gas;one gas,,,,,,#N/A,CompanyKeyword,US oil and gas company ONE Gas,,dgm_og_mentionee,0339dfda4e03fb6ec3f012de5312d802,dgm_og_mentionee__0339dfda4e03fb6ec3f012de5312d802
#oneok,US oil and gas company ONEOK,188162;188132,company keyword,;oneok;oneok,,,,,,#N/A,CompanyKeyword,US oil and gas company ONEOK,,dgm_og_mentionee,480d0f870f385e5245d1a77a4cc66a09,dgm_og_mentionee__480d0f870f385e5245d1a77a4cc66a09
#onesubsea,US oil and gas company OneSubsea,188162;188132,company keyword,schlumberger;onesubsea;onesubsea,,,,,,#N/A,CompanyKeyword,US oil and gas company OneSubsea,,dgm_og_mentionee,9c4450de10ad69643b0d8065b8079f21,dgm_og_mentionee__9c4450de10ad69643b0d8065b8079f21
#orlen group,Polish oil and gas company Orlen Group,188162;188132,company keyword,;orlen group;orlen group,,,,,,#N/A,CompanyKeyword,Polish oil and gas company Orlen Group,,dgm_og_mentionee,f162bf73439d0f0608bd6290130d6490,dgm_og_mentionee__f162bf73439d0f0608bd6290130d6490
#osaka gas,Japanese oil and gas company Osaka Gas,188162;188132,company keyword,;osaka gas;osaka gas,,,,,,#N/A,CompanyKeyword,Japanese oil and gas company Osaka Gas,,dgm_og_mentionee,a603c99515d836d59228604a62806e91,dgm_og_mentionee__a603c99515d836d59228604a62806e91
#osakagas,Japanese oil and gas company Osaka Gas,188162;188132,company keyword,;osaka gas;osakagas,,,,,,#N/A,CompanyKeyword,Japanese oil and gas company Osaka Gas,,dgm_og_mentionee,a603c99515d836d59228604a62806e91,dgm_og_mentionee__a603c99515d836d59228604a62806e91
#ovintiv,Canadian oil and gas company Ovintiv,188162;188132,company keyword,;ovintiv;ovintiv,,,,,,#N/A,CompanyKeyword,Canadian oil and gas company Ovintiv,,dgm_og_mentionee,d4493a35ca476103a6fdca9228c41177,dgm_og_mentionee__d4493a35ca476103a6fdca9228c41177
#pakistan petroleum,state-owned Pakistan Petroleum,188162;188132,company keyword,;pakistan petroleum;pakistan petroleum,,,,,,#N/A,CompanyKeyword,state-owned Pakistan Petroleum,,dgm_og_mentionee,f2354460785de68e08b7c2a45c809ac5,dgm_og_mentionee__f2354460785de68e08b7c2a45c809ac5
#partex oil,Portuguese oil and gas company Partex Oil and Gas,188162;188132,company keyword,;partex oil and gas;partex oil,,,,,,#N/A,CompanyKeyword,Portuguese oil and gas company Partex Oil and Gas,,dgm_og_mentionee,aeea3b7b5b0c79bb1dab5a8606cfd909,dgm_og_mentionee__aeea3b7b5b0c79bb1dab5a8606cfd909
#pbf energy,US oil and gas company PBF Energy,188162;188132,company keyword,;pbf energy;pbf energy,,,,,,#N/A,CompanyKeyword,US oil and gas company PBF Energy,,dgm_og_mentionee,e32ba59dcc607843d6bbc67b86567a69,dgm_og_mentionee__e32ba59dcc607843d6bbc67b86567a69
#pdvsa,Venezuelan state-owned oil and gas company PDVSA,188162;188132,company keyword,;pdvsa;pdvsa,,,,,,#N/A,CompanyKeyword,Venezuelan state-owned oil and gas company PDVSA,,dgm_og_mentionee,1bae7a3ae4e5afc4e990ea0e74363df6,dgm_og_mentionee__1bae7a3ae4e5afc4e990ea0e74363df6
#pembina,Canadian oil and gas transportation company Pembina,188162;188132,company keyword,;pembina;pembina,,,,,,#N/A,CompanyKeyword,Canadian oil and gas transportation company Pembina,,dgm_og_mentionee,7662c853603104de18da64d4ee5f7f26,dgm_og_mentionee__7662c853603104de18da64d4ee5f7f26
#pemex,Pemex,188162;188132,company keyword,;pemex;pemex,,,,,,Pemex,CompanyKeyword,Pemex,,dgm_og_mentionee,569da40b10691292b27c1fbc8bc69e82,dgm_og_mentionee__569da40b10691292b27c1fbc8bc69e82
#perenco,UK oil and gas company Perenco,188162;188132,company keyword,;perenco;perenco,,,,,,#N/A,CompanyKeyword,UK oil and gas company Perenco,,dgm_og_mentionee,ecd4d676007e562eb1364b225362fee3,dgm_og_mentionee__ecd4d676007e562eb1364b225362fee3
#pertamina,Indonesian state-owned oil and gas company Pertamina,188162;188132,company keyword,;pertamina;pertamina,,,,,,#N/A,CompanyKeyword,Indonesian state-owned oil and gas company Pertamina,,dgm_og_mentionee,fb8b52bcded2600d22b83837fe2a422c,dgm_og_mentionee__fb8b52bcded2600d22b83837fe2a422c
#perusahaan gas negara tbk,Indonesian oil and gas company Perusahaan Gas Negara,188162;188132,company keyword,;perusahaan gas negara;perusahaan gas negara tbk,,,,,,#N/A,CompanyKeyword,Indonesian oil and gas company Perusahaan Gas Negara,,dgm_og_mentionee,46e5df65e712a211fee1b71db7bfd7eb,dgm_og_mentionee__46e5df65e712a211fee1b71db7bfd7eb
#petro ecuador,Ecuadorian state-owned oil and gas company Petroecuador,188162;188132,company keyword,;petroecuador;petro ecuador,,,,,,#N/A,CompanyKeyword,Ecuadorian state-owned oil and gas company Petroecuador,,dgm_og_mentionee,7fe9fdf419ba4255f4a4357a3e2a79e4,dgm_og_mentionee__7fe9fdf419ba4255f4a4357a3e2a79e4
#petro peru,Peruvian state-owned oil and gas company Petroperu,188162;188132,company keyword,;petroperu;petro peru,,,,,,#N/A,CompanyKeyword,Peruvian state-owned oil and gas company Petroperu,,dgm_og_mentionee,7059d2635acacc6774c3775c1bb1c54b,dgm_og_mentionee__7059d2635acacc6774c3775c1bb1c54b
#petrobras,Brazilian state-owned oil and gas company Petrobras,188162;188132,company keyword,;petrobras;petrobras,,,,,,#N/A,CompanyKeyword,Brazilian state-owned oil and gas company Petrobras,,dgm_og_mentionee,4242854878245e28a6fbc054b2c9e895,dgm_og_mentionee__4242854878245e28a6fbc054b2c9e895
#petrocanada,Canadian oil and gas company Petro-Canada,188162;188132,company keyword,suncor;petro-canada;petrocanada,,,,,,#N/A,CompanyKeyword,Canadian oil and gas company Petro-Canada,,dgm_og_mentionee,6a864be55f374a6db387491435425091,dgm_og_mentionee__6a864be55f374a6db387491435425091
#petrochina,state-owned PetroChina,188162;188132,company keyword,;petrochina;petrochina,,,,,,#N/A,CompanyKeyword,state-owned PetroChina,,dgm_og_mentionee,5033c86aa553c0ba0dc58d87e6fabffc,dgm_og_mentionee__5033c86aa553c0ba0dc58d87e6fabffc
#petroecuador,Ecuadorian state-owned oil and gas company Petroecuador,188162;188132,company keyword,;petroecuador;petroecuador,,,,,,#N/A,CompanyKeyword,Ecuadorian state-owned oil and gas company Petroecuador,,dgm_og_mentionee,7fe9fdf419ba4255f4a4357a3e2a79e4,dgm_og_mentionee__7fe9fdf419ba4255f4a4357a3e2a79e4
#petrol ad,Bulgarian oil distribution company Petrol AD,188162;188132,company keyword,;petrol ad;petrol ad,,,,,,#N/A,CompanyKeyword,Bulgarian oil distribution company Petrol AD,,dgm_og_mentionee,193d55aa95e9b290b766b41516606565,dgm_og_mentionee__193d55aa95e9b290b766b41516606565
#petroleos brasileiros,Brazilian state-owned oil and gas company Petrobras,188162;188132,company keyword,;petrobras;petroleos brasileiros,,,,,,#N/A,CompanyKeyword,Brazilian state-owned oil and gas company Petrobras,,dgm_og_mentionee,4242854878245e28a6fbc054b2c9e895,dgm_og_mentionee__4242854878245e28a6fbc054b2c9e895
