keyword,caption_name,topic_id,type,groups,GUID,.1,.2,.3,.4,.5,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(gulf of mexico; production),Gulf of Mexico oil production,188162;188132,commodities,,,,,,,#N/A,Commodities,Gulf of Mexico oil production,,dgm_og_mentionee,2d91cc2fce82cc72c496b7feb5e7ccff,dgm_og_mentionee__2d91cc2fce82cc72c496b7feb5e7ccff
#jinling refinery,Jinling refinery,188162;188132,refinery,jinling refinery;jinling refinery,,,,,,#N/A,Refinery,Jinling refinery,,dgm_og_mentionee,50036f79aa17104fcd69a917a5729818,dgm_og_mentionee__50036f79aa17104fcd69a917a5729818
#jinxi refinery,Jinxi refinery,188162;188132,refinery,jinxi refinery;jinxi refinery,,,,,,#N/A,Refinery,Jinxi refinery,,dgm_og_mentionee,d40e10a5b90ba8463bd2cba5b372bde4,dgm_og_mentionee__d40e10a5b90ba8463bd2cba5b372bde4
#jinzhou refinery,Jinzhou refinery,188162;188132,refinery,jinzhou refinery;jinzhou refinery,,,,,,#N/A,Refinery,Jinzhou refinery,,dgm_og_mentionee,860f9592ca5278da9e5ad1676a27e94c,dgm_og_mentionee__860f9592ca5278da9e5ad1676a27e94c
#jiujiang refinery,Jiujiang refinery,188162;188132,refinery,jiujiang refinery;jiujiang refinery,,,,,,#N/A,Refinery,Jiujiang refinery,,dgm_og_mentionee,a64695b48d6abdbeefc9fb1ddb169f6e,dgm_og_mentionee__a64695b48d6abdbeefc9fb1ddb169f6e
#jizan refinery,Jizan refinery,188162;188132,refinery,jizan refinery;jizan refinery,,,,,,#N/A,Refinery,Jizan refinery,,dgm_og_mentionee,49fb3bdf372ca7124a910527a51f9414,dgm_og_mentionee__49fb3bdf372ca7124a910527a51f9414
#joliet refinery,Joliet refinery,188162;188132,refinery,joliet refinery;joliet refinery,,,,,,#N/A,Refinery,Joliet refinery,,dgm_og_mentionee,8610c5241395362381ee4907dad4ff62,dgm_og_mentionee__8610c5241395362381ee4907dad4ff62
#jubail refinery,Jubail refinery,188162;188132,refinery,jubail refinery;jubail refinery,,,,,,#N/A,Refinery,Jubail refinery,,dgm_og_mentionee,092759e784ae835a338bc18e5be4c942,dgm_og_mentionee__092759e784ae835a338bc18e5be4c942
#jurong island refinery,Jurong Island refinery,188162;188132,refinery,jurong island refinery;jurong island refinery,,,,,,#N/A,Refinery,Jurong Island refinery,,dgm_og_mentionee,1ca146efefcc53fe0c1b33467a4a2c24,dgm_og_mentionee__1ca146efefcc53fe0c1b33467a4a2c24
#kaduna refinery,Kaduna refinery,188162;188132,refinery,kaduna refinery;kaduna refinery,,,,,,#N/A,Refinery,Kaduna refinery,,dgm_og_mentionee,52242010a76dea9fec1634f2993cb36d,dgm_og_mentionee__52242010a76dea9fec1634f2993cb36d
#kainan refinery,Wakayama refinery,188162;188132,refinery,kainan refinery;wakayama refinery,,,,,,#N/A,Refinery,Wakayama refinery,,dgm_og_mentionee,bb51782c82c3279a453e3549286a97d2,dgm_og_mentionee__bb51782c82c3279a453e3549286a97d2
#kalundborg refinery,Kalundborg refinery,188162;188132,refinery,kalundborg refinery;kalundborg refinery,,,,,,#N/A,Refinery,Kalundborg refinery,,dgm_og_mentionee,c4e2772145b69aaed91b2081e58e96ef,dgm_og_mentionee__c4e2772145b69aaed91b2081e58e96ef
#kapolei refinery,Kapolei refinery,188162;188132,refinery,kapolei refinery;kapolei refinery,,,,,,#N/A,Refinery,Kapolei refinery,,dgm_og_mentionee,f3408b8f4f215a57b048335c7eaf76c8,dgm_og_mentionee__f3408b8f4f215a57b048335c7eaf76c8
#karachi refinery,Karachi refinery,188162;188132,refinery,karachi refinery;karachi refinery,,,,,,#N/A,Refinery,Karachi refinery,,dgm_og_mentionee,d19c5ba6ae5f28576b4d2a10b4f9272b,dgm_og_mentionee__d19c5ba6ae5f28576b4d2a10b4f9272b
#karlsruhe refinery,Miro Karlsruhe refinery,188162;188132,refinery,karlsruhe refinery;miro karlsruhe refinery,,,,,,#N/A,Refinery,Miro Karlsruhe refinery,,dgm_og_mentionee,7b3ae5791e6765c5f4d03a905cef50a6,dgm_og_mentionee__7b3ae5791e6765c5f4d03a905cef50a6
#kashima refinery,Kashima refinery,188162;188132,refinery,kashima refinery;kashima refinery,,,,,,#N/A,Refinery,Kashima refinery,,dgm_og_mentionee,f835081a8da90941a76d9ce41415815e,dgm_og_mentionee__f835081a8da90941a76d9ce41415815e
#kawasaki refinery,Kawasaki refinery,188162;188132,refinery,kawasaki refinery;kawasaki refinery,,,,,,#N/A,Refinery,Kawasaki refinery,,dgm_og_mentionee,24bb98fd7f8ab8d7b66b74e6aa9a29ef,dgm_og_mentionee__24bb98fd7f8ab8d7b66b74e6aa9a29ef
#keihin refinery,Keihin refinery,188162;188132,refinery,keihin refinery;keihin refinery,,,,,,#N/A,Refinery,Keihin refinery,,dgm_og_mentionee,a9d09627d9c9abf0f3a1732ba1c5fe89,dgm_og_mentionee__a9d09627d9c9abf0f3a1732ba1c5fe89
#kenai refinery,Kenai refinery,188162;188132,refinery,kenai refinery;kenai refinery,,,,,,#N/A,Refinery,Kenai refinery,,dgm_og_mentionee,7226bf4c772786fc25a83b82df91b2bc,dgm_og_mentionee__7226bf4c772786fc25a83b82df91b2bc
#kerteh refinery,Kerteh refinery,188162;188132,refinery,kerteh refinery;kerteh refinery,,,,,,#N/A,Refinery,Kerteh refinery,,dgm_og_mentionee,b119e997da361111c6318b4184289cc3,dgm_og_mentionee__b119e997da361111c6318b4184289cc3
#kerteh terengganu refinery,Kerteh refinery,188162;188132,refinery,kerteh terengganu refinery;kerteh refinery,,,,,,#N/A,Refinery,Kerteh refinery,,dgm_og_mentionee,b119e997da361111c6318b4184289cc3,dgm_og_mentionee__b119e997da361111c6318b4184289cc3
#khabarovsk refinery,Khabarovsk refinery,188162;188132,refinery,khabarovsk refinery;khabarovsk refinery,,,,,,#N/A,Refinery,Khabarovsk refinery,,dgm_og_mentionee,2a4291cd7fd485569f7975506da90861,dgm_og_mentionee__2a4291cd7fd485569f7975506da90861
#khartoum refinery,Khartoum refinery,188162;188132,refinery,khartoum refinery;khartoum refinery,,,,,,#N/A,Refinery,Khartoum refinery,,dgm_og_mentionee,32eb459f6e1302e2e8ad310aad7dc614,dgm_og_mentionee__32eb459f6e1302e2e8ad310aad7dc614
#kikuma refinery,Shikoku refinery,188162;188132,refinery,kikuma refinery;shikoku refinery,,,,,,#N/A,Refinery,Shikoku refinery,,dgm_og_mentionee,1b7b055f0b98bc6a357b73f25424e9c8,dgm_og_mentionee__1b7b055f0b98bc6a357b73f25424e9c8
#kilang abadan,Abadan refinery,188162;188132,refinery,kilang abadan;abadan refinery,,,,,,#N/A,Refinery,Abadan refinery,,dgm_og_mentionee,e6b7d924d9b4a030d50add4c287b10be,dgm_og_mentionee__e6b7d924d9b4a030d50add4c287b10be
#killingholme refinery,Humber refinery,188162;188132,refinery,killingholme refinery;humber refinery,,,,,,#N/A,Refinery,Humber refinery,,dgm_og_mentionee,e62d62b2d876285e73253de8af561323,dgm_og_mentionee__e62d62b2d876285e73253de8af561323
#kirikkale refinery,Kirikkale refinery,188162;188132,refinery,kirikkale refinery;kirikkale refinery,,,,,,#N/A,Refinery,Kirikkale refinery,,dgm_og_mentionee,38db5864a66262c4a39a11fa6d0201f7,dgm_og_mentionee__38db5864a66262c4a39a11fa6d0201f7
#kirishi refinery,Kirishi refinery,188162;188132,refinery,kirishi refinery;kirishi refinery,,,,,,#N/A,Refinery,Kirishi refinery,,dgm_og_mentionee,4cd301d3b1ca94fa190811e2211eb977,dgm_og_mentionee__4cd301d3b1ca94fa190811e2211eb977
#kırıkkale refinery,Kirikkale refinery,188162;188132,refinery,kırıkkale refinery;kirikkale refinery,,,,,,#N/A,Refinery,Kirikkale refinery,,dgm_og_mentionee,38db5864a66262c4a39a11fa6d0201f7,dgm_og_mentionee__38db5864a66262c4a39a11fa6d0201f7
#kochi refinery,Kochi refinery,188162;188132,refinery,kochi refinery;kochi refinery,,,,,,#N/A,Refinery,Kochi refinery,,dgm_og_mentionee,56f026fc49dc606644fbf895a4b0316f,dgm_og_mentionee__56f026fc49dc606644fbf895a4b0316f
#komsomolsk refinery,Komsomolsk refinery,188162;188132,refinery,komsomolsk refinery;komsomolsk refinery,,,,,,#N/A,Refinery,Komsomolsk refinery,,dgm_og_mentionee,8da3f9cbe82bbeb8c9673b843ce7f6c3,dgm_og_mentionee__8da3f9cbe82bbeb8c9673b843ce7f6c3
#koyali refinery,Gujarat refinery,188162;188132,refinery,koyali refinery;gujarat refinery,,,,,,#N/A,Refinery,Gujarat refinery,,dgm_og_mentionee,45507f529a2209d42492c5a53012fa9b,dgm_og_mentionee__45507f529a2209d42492c5a53012fa9b
#kralupy refinery,Kralupy refinery,188162;188132,refinery,kralupy refinery;kralupy refinery,,,,,,#N/A,Refinery,Kralupy refinery,,dgm_og_mentionee,3dbec03e996982ddce28a4f3b9363584,dgm_og_mentionee__3dbec03e996982ddce28a4f3b9363584
#krasnoleninsk refinery,Krasnoleninsk refinery,188162;188132,refinery,krasnoleninsk refinery;krasnoleninsk refinery,,,,,,#N/A,Refinery,Krasnoleninsk refinery,,dgm_og_mentionee,80fd191c7ad3a9d2069c50d74e6ffd46,dgm_og_mentionee__80fd191c7ad3a9d2069c50d74e6ffd46
#kremenchuk refinery,Kremenchuk refinery,188162;188132,refinery,kremenchuk refinery;kremenchuk refinery,,,,,,#N/A,Refinery,Kremenchuk refinery,,dgm_og_mentionee,a3d493302837a140ff66a8001463103b,dgm_og_mentionee__a3d493302837a140ff66a8001463103b
#krotz springs refinery,Krotz Springs refinery,188162;188132,refinery,krotz springs refinery;krotz springs refinery,,,,,,#N/A,Refinery,Krotz Springs refinery,,dgm_og_mentionee,17701a27de31222ff857f843e8ad9828,dgm_og_mentionee__17701a27de31222ff857f843e8ad9828
#kuibyshev refinery,Kuibyshev refinery,188162;188132,refinery,kuibyshev refinery;kuibyshev refinery,,,,,,#N/A,Refinery,Kuibyshev refinery,,dgm_og_mentionee,38adc413d5f79fc76990be3cc24eb94c,dgm_og_mentionee__38adc413d5f79fc76990be3cc24eb94c
#kurnell refinery,Kurnell refinery,188162;188132,refinery,kurnell refinery;kurnell refinery,,,,,,#N/A,Refinery,Kurnell refinery,,dgm_og_mentionee,dd224e2bf0821b9856198763a197aa6c,dgm_og_mentionee__dd224e2bf0821b9856198763a197aa6c
#kurnell-raffinerie,Kurnell refinery,188162;188132,refinery,kurnell-raffinerie;kurnell refinery,,,,,,#N/A,Refinery,Kurnell refinery,,dgm_og_mentionee,dd224e2bf0821b9856198763a197aa6c,dgm_og_mentionee__dd224e2bf0821b9856198763a197aa6c
#kwinana refinery,Kwinana refinery,188162;188132,refinery,kwinana refinery;kwinana refinery,,,,,,#N/A,Refinery,Kwinana refinery,,dgm_og_mentionee,8d79bf94788403ee29fd1b5c942277de,dgm_og_mentionee__8d79bf94788403ee29fd1b5c942277de
#la libertad refinery,La Libertad refinery,188162;188132,refinery,la libertad refinery;la libertad refinery,,,,,,#N/A,Refinery,La Libertad refinery,,dgm_og_mentionee,e64d79a21ec6a723754c0269e7ae1e1c,dgm_og_mentionee__e64d79a21ec6a723754c0269e7ae1e1c
#la mede refinery,La Mede refinery,188162;188132,refinery,la mede refinery;la mede refinery,,,,,,#N/A,Refinery,La Mede refinery,,dgm_og_mentionee,a01890de34173b30c0c66d5c22310daf,dgm_og_mentionee__a01890de34173b30c0c66d5c22310daf
#la pampilla refinery,La Pampilla refinery,188162;188132,refinery,la pampilla refinery;la pampilla refinery,,,,,,#N/A,Refinery,La Pampilla refinery,,dgm_og_mentionee,c71104d200ef6e96c69d258999bd72ee,dgm_og_mentionee__c71104d200ef6e96c69d258999bd72ee
#la plata refinery,La Plata refinery,188162;188132,refinery,la plata refinery;la plata refinery,,,,,,#N/A,Refinery,La Plata refinery,,dgm_og_mentionee,4edca77d69317fffdc6f11b3ca315bf5,dgm_og_mentionee__4edca77d69317fffdc6f11b3ca315bf5
#la teja refinery,La Teja refinery,188162;188132,refinery,la teja refinery;la teja refinery,,,,,,#N/A,Refinery,La Teja refinery,,dgm_og_mentionee,7adea47d46962ccc38956cf61e5f5bb6,dgm_og_mentionee__7adea47d46962ccc38956cf61e5f5bb6
#lake charles refinery,Lake Charles refinery,188162;188132,refinery,lake charles refinery;lake charles refinery,,,,,,#N/A,Refinery,Lake Charles refinery,,dgm_og_mentionee,f2ff233104bdfcee1c976fbcc236f280,dgm_og_mentionee__f2ff233104bdfcee1c976fbcc236f280
#lanzhou refinery,Lanzhou refinery,188162;188132,refinery,lanzhou refinery;lanzhou refinery,,,,,,#N/A,Refinery,Lanzhou refinery,,dgm_og_mentionee,d2836989cfd489463ea4bb38180901ee,dgm_og_mentionee__d2836989cfd489463ea4bb38180901ee
#laurel refinery,Laurel refinery,188162;188132,refinery,laurel refinery;laurel refinery,,,,,,#N/A,Refinery,Laurel refinery,,dgm_og_mentionee,7b9948e363edf7a70cf066664dd4d541,dgm_og_mentionee__7b9948e363edf7a70cf066664dd4d541
#lavera refinery,Lavera refinery,188162;188132,refinery,lavera refinery;lavera refinery,,,,,,#N/A,Refinery,Lavera refinery,,dgm_og_mentionee,1efceb5f65f0a9ac2c0e20d62b80bdc1,dgm_og_mentionee__1efceb5f65f0a9ac2c0e20d62b80bdc1
#lemont refinery,Lemont refinery,188162;188132,refinery,lemont refinery;lemont refinery,,,,,,#N/A,Refinery,Lemont refinery,,dgm_og_mentionee,cfc71c24c0c2105c75fa11b48dd95ab2,dgm_og_mentionee__cfc71c24c0c2105c75fa11b48dd95ab2
#levis refinery,Jean Gaulin refinery,188162;188132,refinery,levis refinery;jean gaulin refinery,,,,,,#N/A,Refinery,Jean Gaulin refinery,,dgm_og_mentionee,9cd120298cebcc8690756a36d357e42f,dgm_og_mentionee__9cd120298cebcc8690756a36d357e42f
#liaoning refinery,Liaoning refinery,188162;188132,refinery,liaoning refinery;liaoning refinery,,,,,,#N/A,Refinery,Liaoning refinery,,dgm_og_mentionee,3710db3ddfb32126152366e60112d0e6,dgm_og_mentionee__3710db3ddfb32126152366e60112d0e6
#liaoyang refinery,Liaoyang refinery,188162;188132,refinery,liaoyang refinery;liaoyang refinery,,,,,,#N/A,Refinery,Liaoyang refinery,,dgm_og_mentionee,9cea2cd284a58e134528a8cea7f4083e,dgm_og_mentionee__9cea2cd284a58e134528a8cea7f4083e
#lima refinery,Lima refinery,188162;188132,refinery,lima refinery;lima refinery,,,,,,#N/A,Refinery,Lima refinery,,dgm_og_mentionee,dc8e7eb8d523a2c4def228efb558e6d3,dgm_og_mentionee__dc8e7eb8d523a2c4def228efb558e6d3
#limbe refinery,Limbe refinery,188162;188132,refinery,limbe refinery;limbe refinery,,,,,,#N/A,Refinery,Limbe refinery,,dgm_og_mentionee,e400da08e5f618aa6bf41215619f7db7,dgm_og_mentionee__e400da08e5f618aa6bf41215619f7db7
#limetree bay,Limetree Bay refinery,188162;188132,refinery,limetree bay;limetree bay refinery,,,,,,#N/A,Refinery,Limetree Bay refinery,,dgm_og_mentionee,2fd0fd7baf576ec4f94e651b12c1b359,dgm_og_mentionee__2fd0fd7baf576ec4f94e651b12c1b359
#linden refinery,Bayway refinery,188162;188132,refinery,linden refinery;bayway refinery,,,,,,#N/A,Refinery,Bayway refinery,,dgm_og_mentionee,788b1745042dc619ae1774ca92f14369,dgm_og_mentionee__788b1745042dc619ae1774ca92f14369
#lindsey refinery,Lindsey refinery,188162;188132,refinery,lindsey refinery;lindsey refinery,,,,,,#N/A,Refinery,Lindsey refinery,,dgm_og_mentionee,61d330fd740c35920819d0190f93d988,dgm_og_mentionee__61d330fd740c35920819d0190f93d988
#lingen refinery,Lingen refinery,188162;188132,refinery,lingen refinery;lingen refinery,,,,,,#N/A,Refinery,Lingen refinery,,dgm_og_mentionee,d437debaa4e262ff1f2b8998a1b5e780,dgm_og_mentionee__d437debaa4e262ff1f2b8998a1b5e780
#linos refinery,Linos refinery,188162;188132,refinery,linos refinery;linos refinery,,,,,,#N/A,Refinery,Linos refinery,,dgm_og_mentionee,21ab70a6fdae33cf5ce3eab9310f474d,dgm_og_mentionee__21ab70a6fdae33cf5ce3eab9310f474d
#lisichansk refinery,Lisichansk refinery,188162;188132,refinery,lisichansk refinery;lisichansk refinery,,,,,,#N/A,Refinery,Lisichansk refinery,,dgm_og_mentionee,d67bd044a0fa4a511e78e3dd1ed461f8,dgm_og_mentionee__d67bd044a0fa4a511e78e3dd1ed461f8
#litvinov refinery,Litinov refinery,188162;188132,refinery,litvinov refinery;litinov refinery,,,,,,#N/A,Refinery,Litinov refinery,,dgm_og_mentionee,4bb666e0f32dd1fe530d0dbdbe94363e,dgm_og_mentionee__4bb666e0f32dd1fe530d0dbdbe94363e
#litvínov refinery,Litvínov refinery,188162;188132,refinery,litvínov refinery;litvínov refinery,,,,,,#N/A,Refinery,Litvínov refinery,,dgm_og_mentionee,9908b9f06f78b9eaaace1e0281745b11,dgm_og_mentionee__9908b9f06f78b9eaaace1e0281745b11
#livorno refinery,Livorno refinery,188162;188132,refinery,livorno refinery;livorno refinery,,,,,,#N/A,Refinery,Livorno refinery,,dgm_og_mentionee,c018940a9052598fe6ec3ebb8e85127b,dgm_og_mentionee__c018940a9052598fe6ec3ebb8e85127b
#los angeles refinery,Los Angeles refinery,188162;188132,refinery,los angeles refinery;los angeles refinery,,,,,,#N/A,Refinery,Los Angeles refinery,,dgm_og_mentionee,00a55a1da37ca11aba19970247cda67e,dgm_og_mentionee__00a55a1da37ca11aba19970247cda67e
#lujan cuyo refinery,Lujan De Cuyo refinery,188162;188132,refinery,lujan cuyo refinery;lujan de cuyo refinery,,,,,,#N/A,Refinery,Lujan De Cuyo refinery,,dgm_og_mentionee,339f11da9282e170375c63d63cfb2028,dgm_og_mentionee__339f11da9282e170375c63d63cfb2028
#lujan de cuyo refinery,Lujan de Cuyo refinery,188162;188132,refinery,lujan de cuyo refinery;lujan de cuyo refinery,,,,,,#N/A,Refinery,Lujan de Cuyo refinery,,dgm_og_mentionee,67e435dd4cb20487ad3116280f6526fc,dgm_og_mentionee__67e435dd4cb20487ad3116280f6526fc
#luoyang refinery,Luoyang,188162;188132,refinery,luoyang refinery;luoyang,,,,,,#N/A,Refinery,Luoyang,,dgm_og_mentionee,46fc137b2422567c5f4ca7b77f93d6bb,dgm_og_mentionee__46fc137b2422567c5f4ca7b77f93d6bb
#lutong refinery,Lutong refinery,188162;188132,refinery,lutong refinery;lutong refinery,,,,,,#N/A,Refinery,Lutong refinery,,dgm_og_mentionee,e70d53407b4e5f59839a53cd82616473,dgm_og_mentionee__e70d53407b4e5f59839a53cd82616473
#lytton refinery,Lytton refinery,188162;188132,refinery,lytton refinery;lytton refinery,,,,,,#N/A,Refinery,Lytton refinery,,dgm_og_mentionee,70c107546a72f355da332725ad8dc8c1,dgm_og_mentionee__70c107546a72f355da332725ad8dc8c1
#lytton-raffinerie,Lytton refinery,188162;188132,refinery,lytton-raffinerie;lytton refinery,,,,,,#N/A,Refinery,Lytton refinery,,dgm_og_mentionee,70c107546a72f355da332725ad8dc8c1,dgm_og_mentionee__70c107546a72f355da332725ad8dc8c1
#madero refinery,Francisco I. Madero refinery,188162;188132,refinery,madero refinery;francisco i. madero refinery,,,,,,#N/A,Refinery,Francisco I. Madero refinery,,dgm_og_mentionee,93515bd8d4207e9d9615967f13cb9c31,dgm_og_mentionee__93515bd8d4207e9d9615967f13cb9c31
#mahmood kot punjab refinery,Mahmood Kot Punjab refinery,188162;188132,refinery,mahmood kot punjab refinery;mahmood kot punjab refinery,,,,,,#N/A,Refinery,Mahmood Kot Punjab refinery,,dgm_og_mentionee,b8f07fea89e128a627dfdbd7c7115f9c,dgm_og_mentionee__b8f07fea89e128a627dfdbd7c7115f9c
#mahul refinery,Mahul refinery,188162;188132,refinery,mahul refinery;mahul refinery,,,,,,#N/A,Refinery,Mahul refinery,,dgm_og_mentionee,a5dfa608e2f31e12e1e3bc77c0205363,dgm_og_mentionee__a5dfa608e2f31e12e1e3bc77c0205363
#mailiao refinery,Mailiao refinery,188162;188132,refinery,mailiao refinery;mailiao refinery,,,,,,#N/A,Refinery,Mailiao refinery,,dgm_og_mentionee,3291daaf72e9ec1d244d5d4948ecb70d,dgm_og_mentionee__3291daaf72e9ec1d244d5d4948ecb70d
#manaus refinery,Isaac Sabba refinery,188162;188132,refinery,manaus refinery;isaac sabba refinery,,,,,,#N/A,Refinery,Isaac Sabba refinery,,dgm_og_mentionee,e417715df6b7d08e38b7de02b31273d7,dgm_og_mentionee__e417715df6b7d08e38b7de02b31273d7
#mandan refinery,Mandan refinery,188162;188132,refinery,mandan refinery;mandan refinery,,,,,,#N/A,Refinery,Mandan refinery,,dgm_og_mentionee,e8663988c5fc3a065ec621ee1f3260e5,dgm_og_mentionee__e8663988c5fc3a065ec621ee1f3260e5
#mangalore refinery,Mangalore refinery,188162;188132,refinery,mangalore refinery;mangalore refinery,,,,,,#N/A,Refinery,Mangalore refinery,,dgm_og_mentionee,adca7c669d2a289c7ca255beb3d05a10,dgm_og_mentionee__adca7c669d2a289c7ca255beb3d05a10
#mantova refinery,Mantova refinery,188162;188132,refinery,mantova refinery;mantova refinery,,,,,,#N/A,Refinery,Mantova refinery,,dgm_og_mentionee,3d633ce8e883de1522d27d6720716525,dgm_og_mentionee__3d633ce8e883de1522d27d6720716525
#maoming refinery,Maoming refinery,188162;188132,refinery,maoming refinery;maoming refinery,,,,,,#N/A,Refinery,Maoming refinery,,dgm_og_mentionee,6dc7f1edc90dbbcd0bc40cd37f9ec2d7,dgm_og_mentionee__6dc7f1edc90dbbcd0bc40cd37f9ec2d7
#marcus hook refinery,Marcus Hook refinery,188162;188132,refinery,marcus hook refinery;marcus hook refinery,,,,,,#N/A,Refinery,Marcus Hook refinery,,dgm_og_mentionee,ad5e87bccc2566f94792b0edbfa054de,dgm_og_mentionee__ad5e87bccc2566f94792b0edbfa054de
#marghera refinery,Porto Marghera refinery,188162;188132,refinery,marghera refinery;porto marghera refinery,,,,,,#N/A,Refinery,Porto Marghera refinery,,dgm_og_mentionee,0ad20ebe3ea2ca51fda0f266f30e956a,dgm_og_mentionee__0ad20ebe3ea2ca51fda0f266f30e956a
#marsden point refinery,Marsden Point refinery,188162;188132,refinery,marsden point refinery;marsden point refinery,,,,,,#N/A,Refinery,Marsden Point refinery,,dgm_og_mentionee,3f983bb021b1df89f83a370d00189b37,dgm_og_mentionee__3f983bb021b1df89f83a370d00189b37
#martinez refinery,Martinez refinery,188162;188132,refinery,martinez refinery;martinez refinery,,,,,,#N/A,Refinery,Martinez refinery,,dgm_og_mentionee,ac5a4954c23b44e975eae11c762592b8,dgm_og_mentionee__ac5a4954c23b44e975eae11c762592b8
#matosinhos refinery,Matosinhos refinery,188162;188132,refinery,matosinhos refinery;matosinhos refinery,,,,,,#N/A,Refinery,Matosinhos refinery,,dgm_og_mentionee,448369057b60cd5e5b26fba5b8e6a517,dgm_og_mentionee__448369057b60cd5e5b26fba5b8e6a517
#mazeikiai refinery,Mazeikiai refinery,188162;188132,refinery,mazeikiai refinery;mazeikiai refinery,,,,,,#N/A,Refinery,Mazeikiai refinery,,dgm_og_mentionee,7530535ecd5444347d9d998158119771,dgm_og_mentionee__7530535ecd5444347d9d998158119771
#mažeikiai refinery,Mazeikiai refinery,188162;188132,refinery,mažeikiai refinery;mazeikiai refinery,,,,,,#N/A,Refinery,Mazeikiai refinery,,dgm_og_mentionee,7530535ecd5444347d9d998158119771,dgm_og_mentionee__7530535ecd5444347d9d998158119771
#mažeikių refinery,Mazeikiai refinery,188162;188132,refinery,mažeikių refinery;mazeikiai refinery,,,,,,#N/A,Refinery,Mazeikiai refinery,,dgm_og_mentionee,7530535ecd5444347d9d998158119771,dgm_og_mentionee__7530535ecd5444347d9d998158119771
#mckee refinery,McKee refinery,188162;188132,refinery,mckee refinery;mckee refinery,,,,,,#N/A,Refinery,McKee refinery,,dgm_og_mentionee,4a7fae6e70a438cb5ede8fb75f0796db,dgm_og_mentionee__4a7fae6e70a438cb5ede8fb75f0796db
#mcpherson refinery,McPherson refinery,188162;188132,refinery,mcpherson refinery;mcpherson refinery,,,,,,#N/A,Refinery,McPherson refinery,,dgm_og_mentionee,660b53ce4aaa02fda4386b0cf591efb6,dgm_og_mentionee__660b53ce4aaa02fda4386b0cf591efb6
#melaka refinery,Melaka refinery,188162;188132,refinery,melaka refinery;melaka refinery,,,,,,#N/A,Refinery,Melaka refinery,,dgm_og_mentionee,a9daeaad712c2fde941808cf4358b85e,dgm_og_mentionee__a9daeaad712c2fde941808cf4358b85e
#memphis refinery,Memphis refinery,188162;188132,refinery,memphis refinery;memphis refinery,,,,,,#N/A,Refinery,Memphis refinery,,dgm_og_mentionee,5e0cee1cd090aab0bd6c7394a972bde5,dgm_og_mentionee__5e0cee1cd090aab0bd6c7394a972bde5
#mer refinery,Fos-sur-Mer refinery,188162;188132,refinery,mer refinery;fos-sur-mer refinery,,,,,,#N/A,Refinery,Fos-sur-Mer refinery,,dgm_og_mentionee,a8cb73b0404aea21ced58228b9fc6329,dgm_og_mentionee__a8cb73b0404aea21ced58228b9fc6329
#meraux refinery,Meraux refinery,188162;188132,refinery,meraux refinery;meraux refinery,,,,,,#N/A,Refinery,Meraux refinery,,dgm_og_mentionee,53bee7ea805d25e49abf2d0fe62e65e3,dgm_og_mentionee__53bee7ea805d25e49abf2d0fe62e65e3
#merlimau refinery,Pulau Merlimau refinery,188162;188132,refinery,merlimau refinery;pulau merlimau refinery,,,,,,#N/A,Refinery,Pulau Merlimau refinery,,dgm_og_mentionee,bd270094c4a534d59f352226c816a4fa,dgm_og_mentionee__bd270094c4a534d59f352226c816a4fa
#midor refinery,Midor refinery,188162;188132,refinery,midor refinery;midor refinery,,,,,,#N/A,Refinery,Midor refinery,,dgm_og_mentionee,d7167cbc4e364eb5d78716ff00befdb2,dgm_og_mentionee__d7167cbc4e364eb5d78716ff00befdb2
#milazzo refinery,Milazzo refinery,188162;188132,refinery,milazzo refinery;milazzo refinery,,,,,,#N/A,Refinery,Milazzo refinery,,dgm_og_mentionee,48bc95f0e53fbcad0cc5271464550263,dgm_og_mentionee__48bc95f0e53fbcad0cc5271464550263
#milford haven raffinerie,Milford Haven refinery,188162;188132,refinery,milford haven raffinerie;milford haven refinery,,,,,,#N/A,Refinery,Milford Haven refinery,,dgm_og_mentionee,d2d22c87fab0e7ded9cf45543547bc0a,dgm_og_mentionee__d2d22c87fab0e7ded9cf45543547bc0a
#milford haven refinery,Milford Haven refinery,188162;188132,refinery,milford haven refinery;milford haven refinery,,,,,,#N/A,Refinery,Milford Haven refinery,,dgm_og_mentionee,d2d22c87fab0e7ded9cf45543547bc0a,dgm_og_mentionee__d2d22c87fab0e7ded9cf45543547bc0a
#mina abdullah refinery,Mina Abdullah refinery,188162;188132,refinery,mina abdullah refinery;mina abdullah refinery,,,,,,#N/A,Refinery,Mina Abdullah refinery,,dgm_og_mentionee,89b4691fc8db75ea0eb9bc5c51dc774d,dgm_og_mentionee__89b4691fc8db75ea0eb9bc5c51dc774d
#mina al fahal refinery,Mina Al-Fahal refinery,188162;188132,refinery,mina al fahal refinery;mina al-fahal refinery,,,,,,#N/A,Refinery,Mina Al-Fahal refinery,,dgm_og_mentionee,52e01bc1fa8438fba65702fa1bdc99b4,dgm_og_mentionee__52e01bc1fa8438fba65702fa1bdc99b4
#mina al-ahmadi refinery,Mina al-Ahmadi refinery,188162;188132,refinery,mina al-ahmadi refinery;mina al-ahmadi refinery,,,,,,#N/A,Refinery,Mina al-Ahmadi refinery,,dgm_og_mentionee,b71cfb71ed03d9d286dcf30c4bb52347,dgm_og_mentionee__b71cfb71ed03d9d286dcf30c4bb52347
