german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,u,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
altenbochum,"Altenbochum in Bochum, Germany",51.4754952,7.2473359,2,"Bochum, Germany",51.48179199,7.213883067,,,a,Wells,"Altenbochum in Bochum, Germany",,german_fires_bochum_locations,4b33cf8398b9ab1191636f3f6ce58c16,german_fires_bochum_locations__4b33cf8398b9ab1191636f3f6ce58c16
bergen,"Bergen in Bochum, Germany",51.515098,7.2475646,2,,,,,,o,IndustryTerm,"Bergen in Bochum, Germany",,german_fires_bochum_locations,c103d8f20e4a570d58ab9297c4ac7bb3,german_fires_bochum_locations__c103d8f20e4a570d58ab9297c4ac7bb3
ehrenfeld,"Ehrenfeld in Bochum, Germany",51.4724875,7.2100769,2,,,,,,,ForeignMinistry,"Ehrenfeld in Bochum, Germany",,german_fires_bochum_locations,69d1850546ae5eee6e8eccf53d21637a,german_fires_bochum_locations__69d1850546ae5eee6e8eccf53d21637a
gerthe,"Gerthe in Bochum, Germany",51.5174092,7.2953955,2,,,,,,,Refinery,"Gerthe in Bochum, Germany",,german_fires_bochum_locations,aa7121049d8ebf6cdb12cb4fbde4f6d0,german_fires_bochum_locations__aa7121049d8ebf6cdb12cb4fbde4f6d0
grumme,"Grumme in Bochum, Germany",51.4998859,7.2282844,2,,,,,,,Shipping,"Grumme in Bochum, Germany",,german_fires_bochum_locations,005be0b2e5891b87b24c049781a9d0d5,german_fires_bochum_locations__005be0b2e5891b87b24c049781a9d0d5
gunnigfeld,"Gunnigfeld in Bochum, Germany",51.4944047,7.1546368,2,,,,,,,Shipping,"Gunnigfeld in Bochum, Germany",,german_fires_bochum_locations,6d6eab90d1973c9f4ca6d9090495f89c,german_fires_bochum_locations__6d6eab90d1973c9f4ca6d9090495f89c
hamme,"Hamme in Bochum, Germany",51.4914357,7.1992788,2,,,,,,,Exec,"Hamme in Bochum, Germany",,german_fires_bochum_locations,cc18cf6784049292b1387b0e400f54b8,german_fires_bochum_locations__cc18cf6784049292b1387b0e400f54b8
harpen,"Harpen in Bochum, Germany",51.4946366,7.2792983,2,,,,,,,LegislativeCommittee,"Harpen in Bochum, Germany",,german_fires_bochum_locations,e426ac14ecee9d3f3af8e2ee6587d493,german_fires_bochum_locations__e426ac14ecee9d3f3af8e2ee6587d493
hiltrop,"Hiltrop in Bochum, Germany",51.5138629,7.2674749,2,,,,,,,Refinery,"Hiltrop in Bochum, Germany",,german_fires_bochum_locations,3137f83e69641c4f17bab4ebc8054d3b,german_fires_bochum_locations__3137f83e69641c4f17bab4ebc8054d3b
hofstede,"Hofstede in Bochum, Germany",51.5075649,7.198428,2,,,,,,,FTO,"Hofstede in Bochum, Germany",,german_fires_bochum_locations,07384dcfd5c905ce750b826752a55386,german_fires_bochum_locations__07384dcfd5c905ce750b826752a55386
hontrop,"Hontrop in Bochum, Germany",51.4500204,7.1465713,2,,,,,,,ForeignMinistry,"Hontrop in Bochum, Germany",,german_fires_bochum_locations,66834e9679fe0ca733fb9b03f23577e1,german_fires_bochum_locations__66834e9679fe0ca733fb9b03f23577e1
hordel,"Hordel in Bochum, Germany",51.4987932,7.1692265,2,,,,,,,Media,"Hordel in Bochum, Germany",,german_fires_bochum_locations,b0d23a392d9fb1c63e233924160b20ec,german_fires_bochum_locations__b0d23a392d9fb1c63e233924160b20ec
innenstadt,"Innenstadt in Bochum, Germany",51.4847262,7.2261707,2,,,,,,,CompanyKeyword,"Innenstadt in Bochum, Germany",,german_fires_bochum_locations,3790ba7293151ef3208e4fd1c48df58b,german_fires_bochum_locations__3790ba7293151ef3208e4fd1c48df58b
laer,"Laer in Bochum, Germany",51.4738491,7.2738508,2,,,,,,,News,"Laer in Bochum, Germany",,german_fires_bochum_locations,6a6fbe457f8937c4a3d15dae19040e89,german_fires_bochum_locations__6a6fbe457f8937c4a3d15dae19040e89
langendreer,"Langendreer in Bochum, Germany",51.4736822,7.3242652,2,,,,,,,Shipping,"Langendreer in Bochum, Germany",,german_fires_bochum_locations,6d8ee398c7ab9f46b0e4825306f0abd8,german_fires_bochum_locations__6d8ee398c7ab9f46b0e4825306f0abd8
leithe,"Leithe in Bochum, Germany",51.4797236,7.1108183,2,,,,,,,Keyphrase,"Leithe in Bochum, Germany",,german_fires_bochum_locations,94c5a3901287964f65eb5621b6a295e1,german_fires_bochum_locations__94c5a3901287964f65eb5621b6a295e1
linden,"Linden in Bochum, Germany",51.4248216,7.1703,2,,,,,,,IndustryTerm,"Linden in Bochum, Germany",,german_fires_bochum_locations,9e0740fcde5eab404666b8103dd8d2e7,german_fires_bochum_locations__9e0740fcde5eab404666b8103dd8d2e7
querenburg,"Querenburg in Bochum, Germany",51.4530679,7.2684099,2,,,,,,,Consulates,"Querenburg in Bochum, Germany",,german_fires_bochum_locations,fb8e5d84d633fb7bc5fd689d8ed5fc29,german_fires_bochum_locations__fb8e5d84d633fb7bc5fd689d8ed5fc29
riemke,"Riemke in Bochum, Germany",51.5137843,7.2111009,2,,,,,,,LegislativeCommittee,"Riemke in Bochum, Germany",,german_fires_bochum_locations,d0ae30161e1de7f006826f95fa709f32,german_fires_bochum_locations__d0ae30161e1de7f006826f95fa709f32
sevinghausen,"Sevinghausen in Bochum, Germany",51.4566661,7.1300304,2,,,,,,,Diplomat,"Sevinghausen in Bochum, Germany",,german_fires_bochum_locations,25c5d4c6a73a7ae02693d2fcea87edb6,german_fires_bochum_locations__25c5d4c6a73a7ae02693d2fcea87edb6
stiepel,"Stiepel in Bochum, Germany",51.4325339,7.2331924,2,,,,,,,Keyphrase,"Stiepel in Bochum, Germany",,german_fires_bochum_locations,684c1558cb9f8436859d94f9b191ab3f,german_fires_bochum_locations__684c1558cb9f8436859d94f9b191ab3f
wattenscheid,"Wattenscheid in Bochum, Germany",51.4686409,7.1454673,2,,,,,,,IndustryTerm,"Wattenscheid in Bochum, Germany",,german_fires_bochum_locations,a65dc3dc5ac16af8d43a4355e5c23cf2,german_fires_bochum_locations__a65dc3dc5ac16af8d43a4355e5c23cf2
weitmar,"Weitmar in Bochum, Germany",51.4475883,7.1862595,2,,,,,,,Pipeline,"Weitmar in Bochum, Germany",,german_fires_bochum_locations,71f5bb328319d5d8cd0f44583dcd25e2,german_fires_bochum_locations__71f5bb328319d5d8cd0f44583dcd25e2
werne,"Werne in Bochum, Germany",51.4905904,7.3018391,2,,,,,,,ForeignMinistry,"Werne in Bochum, Germany",,german_fires_bochum_locations,018ec9a0234fba9e59d9d9620da83e68,german_fires_bochum_locations__018ec9a0234fba9e59d9d9620da83e68
westenfeld,"Westenfeld in Bochum, Germany",51.4684117,7.1479438,2,,,,,,,IndustryTerm,"Westenfeld in Bochum, Germany",,german_fires_bochum_locations,0a905b969a49c619794ce6b301e312b0,german_fires_bochum_locations__0a905b969a49c619794ce6b301e312b0
wiemelhausen,"Wiemelhausen in Bochum, Germany",51.4583336,7.2260349,2,,,,,,,Shipping,"Wiemelhausen in Bochum, Germany",,german_fires_bochum_locations,3a4471c6989c0d37b762ff2cda77f299,german_fires_bochum_locations__3a4471c6989c0d37b762ff2cda77f299
abc-strasse,"Abc-Strasse in Bochum, Germany",51.4797757,7.2151806,1,,,,,,,CompanyKeyword,"Abc-Strasse in Bochum, Germany",,german_fires_bochum_locations,746aa5e62773a6e13bbb235629929d4f,german_fires_bochum_locations__746aa5e62773a6e13bbb235629929d4f
achtermannstrasse,"Achtermannstrasse in Bochum, Germany",51.4808963,7.1485396,1,,,,,,,Consulates,"Achtermannstrasse in Bochum, Germany",,german_fires_bochum_locations,528ea82cd6899f78d4a84d0351eb5040,german_fires_bochum_locations__528ea82cd6899f78d4a84d0351eb5040
ackerbergweg,"Ackerbergweg in Bochum, Germany",51.4679963,7.181926,1,,,,,,,IndustryTerm,"Ackerbergweg in Bochum, Germany",,german_fires_bochum_locations,77a73dbf7984e207d60e4053d20ff8b6,german_fires_bochum_locations__77a73dbf7984e207d60e4053d20ff8b6
adalbertstrasse,"Adalbertstrasse in Bochum, Germany",51.4945416,7.1882865,1,,,,,,,Keyphrase,"Adalbertstrasse in Bochum, Germany",,german_fires_bochum_locations,7e3ac1c73ad3088f6b0583cea92406e0,german_fires_bochum_locations__7e3ac1c73ad3088f6b0583cea92406e0
adelagasse,"Adelagasse in Bochum, Germany",51.4730632,7.3264357,1,,,,,,,Legislator,"Adelagasse in Bochum, Germany",,german_fires_bochum_locations,8d73c9aaaf97963591fd8ddf445bed8a,german_fires_bochum_locations__8d73c9aaaf97963591fd8ddf445bed8a
adlerstrasse,"Adlerstrasse in Bochum, Germany",51.4705854,7.1615237,1,,,,,,,AAEntity,"Adlerstrasse in Bochum, Germany",,german_fires_bochum_locations,a11c2093c03514c9b5ee38d8b94de073,german_fires_bochum_locations__a11c2093c03514c9b5ee38d8b94de073
adolfstrasse,"Adolfstrasse in Bochum, Germany",51.47653,7.2098953,1,,,,,,,Organization,"Adolfstrasse in Bochum, Germany",,german_fires_bochum_locations,b7feb16b58df2e081c14662c39c75e17,german_fires_bochum_locations__b7feb16b58df2e081c14662c39c75e17
adrianistrasse,"Adrianistrasse in Bochum, Germany",51.4895715,7.3050039,1,,,,,,,Refinery,"Adrianistrasse in Bochum, Germany",,german_fires_bochum_locations,e3269451fe025070c96c9e25cdaac50f,german_fires_bochum_locations__e3269451fe025070c96c9e25cdaac50f
aggerstrasse,"Aggerstrasse in Bochum, Germany",51.4995206,7.245377,1,,,,,,,News,"Aggerstrasse in Bochum, Germany",,german_fires_bochum_locations,f558a0058dcf1d87e6f52e995d7b98b0,german_fires_bochum_locations__f558a0058dcf1d87e6f52e995d7b98b0
agnesstrasse,"Agnesstrasse in Bochum, Germany",51.4958357,7.2184019,1,,,,,,,Consulates,"Agnesstrasse in Bochum, Germany",,german_fires_bochum_locations,5811f9632fad1ea7216d4ec9eb457a1e,german_fires_bochum_locations__5811f9632fad1ea7216d4ec9eb457a1e
ahbachstrasse,"Ahbachstrasse in Bochum, Germany",51.4697505,7.1725243,1,,,,,,,Person,"Ahbachstrasse in Bochum, Germany",,german_fires_bochum_locations,5b73ea4371287bbfbe2a3399329b3b19,german_fires_bochum_locations__5b73ea4371287bbfbe2a3399329b3b19
ahnwenne,"Ahnwenne in Bochum, Germany",51.460575,7.1983831,1,,,,,,,DiplomaticFacilities,"Ahnwenne in Bochum, Germany",,german_fires_bochum_locations,55771fc3ef4ab07bf94a370d4ab6cc00,german_fires_bochum_locations__55771fc3ef4ab07bf94a370d4ab6cc00
ahornweg,"Ahornweg in Bochum, Germany",51.4470499,7.2372806,1,,,,,,,ForeignMinister,"Ahornweg in Bochum, Germany",,german_fires_bochum_locations,0a2b8e153977a2753fb2b9e95e2ed9de,german_fires_bochum_locations__0a2b8e153977a2753fb2b9e95e2ed9de
akademiestrasse,"Akademiestrasse in Bochum, Germany",51.4787419,7.2324709,1,,,,,,,LegislativeCommittee,"Akademiestrasse in Bochum, Germany",,german_fires_bochum_locations,a13945d10755f76b989c9a437b670e71,german_fires_bochum_locations__a13945d10755f76b989c9a437b670e71
akazienweg,"Akazienweg in Bochum, Germany",51.4456893,7.2329697,1,,,,,,,Diplomat,"Akazienweg in Bochum, Germany",,german_fires_bochum_locations,a11dee87e708a9e8b7b3f2aecedc9815,german_fires_bochum_locations__a11dee87e708a9e8b7b3f2aecedc9815
alarichstrasse,"Alarichstrasse in Bochum, Germany",51.4666743,7.2534336,1,,,,,,,LegislativeCommittee,"Alarichstrasse in Bochum, Germany",,german_fires_bochum_locations,d43831fb697c4737e3ce13aa54ea030b,german_fires_bochum_locations__d43831fb697c4737e3ce13aa54ea030b
albert-schweitzer-strasse,"Albert-Schweitzer-Strasse in Bochum, Germany",51.4572216,7.2747854,1,,,,,,,LegislativeCommittee,"Albert-Schweitzer-Strasse in Bochum, Germany",,german_fires_bochum_locations,dfb35aa1c1f9887a3f2bbeb1e85d3d6e,german_fires_bochum_locations__dfb35aa1c1f9887a3f2bbeb1e85d3d6e
alemannenstrasse,"Alemannenstrasse in Bochum, Germany",51.479793,7.1892715,1,,,,,,,ForeignMinister,"Alemannenstrasse in Bochum, Germany",,german_fires_bochum_locations,66eb6aa60744f0cb490689af6e95c9cd,german_fires_bochum_locations__66eb6aa60744f0cb490689af6e95c9cd
alexandrinenstrasse,"Alexandrinenstrasse in Bochum, Germany",51.4897863,7.2302838,1,,,,,,,Diplomat,"Alexandrinenstrasse in Bochum, Germany",,german_fires_bochum_locations,e474aed5d8c4cc9f1e035aa1af67ea62,german_fires_bochum_locations__e474aed5d8c4cc9f1e035aa1af67ea62
alfredstrasse,"Alfredstrasse in Bochum, Germany",51.4958867,7.1460565,1,,,,,,,DiplomaticFacilities,"Alfredstrasse in Bochum, Germany",,german_fires_bochum_locations,c258479eb58b7676eaa051a0f1540db1,german_fires_bochum_locations__c258479eb58b7676eaa051a0f1540db1
alleestrasse,"Alleestrasse in Bochum, Germany",51.4790195,7.2025778,1,,,,,,,FTO,"Alleestrasse in Bochum, Germany",,german_fires_bochum_locations,13b7cb814e98376f8bfa1878bf0131a7,german_fires_bochum_locations__13b7cb814e98376f8bfa1878bf0131a7
allensteiner strasse,"Allensteiner Strasse in Bochum, Germany",51.5046719,7.18528,1,,,,,,,Organization,"Allensteiner Strasse in Bochum, Germany",,german_fires_bochum_locations,1143f4d65010642bc09c562fcdb81f60,german_fires_bochum_locations__1143f4d65010642bc09c562fcdb81f60
aloysiusstrasse,"Aloysiusstrasse in Bochum, Germany",51.4414442,7.199367,1,,,,,,,Wells,"Aloysiusstrasse in Bochum, Germany",,german_fires_bochum_locations,aa5d16c75d3d90c850c325edee3cd9d6,german_fires_bochum_locations__aa5d16c75d3d90c850c325edee3cd9d6
alsenstrasse,"Alsenstrasse in Bochum, Germany",51.4759032,7.2279151,1,,,,,,,Pipeline,"Alsenstrasse in Bochum, Germany",,german_fires_bochum_locations,47d374a8af7be13319737a92a589b46f,german_fires_bochum_locations__47d374a8af7be13319737a92a589b46f
alte bahnhofstrasse,"Alte Bahnhofstrasse in Bochum, Germany",51.4733023,7.3124836,1,,,,,,,CompanyKeyword,"Alte Bahnhofstrasse in Bochum, Germany",,german_fires_bochum_locations,f692cf8edd2e24a7cfc81ea84636e4d7,german_fires_bochum_locations__f692cf8edd2e24a7cfc81ea84636e4d7
alte hattinger strasse,"Alte Hattinger Strasse in Bochum, Germany",51.4738209,7.2148277,1,,,,,,,Wells,"Alte Hattinger Strasse in Bochum, Germany",,german_fires_bochum_locations,691515b93f905336377b9e05e026be45,german_fires_bochum_locations__691515b93f905336377b9e05e026be45
alte heide,"Alte Heide in Bochum, Germany",51.4802794,7.1649528,1,,,,,,,CompanyKeyword,"Alte Heide in Bochum, Germany",,german_fires_bochum_locations,7c520073b495096e39608cea4fe47ff4,german_fires_bochum_locations__7c520073b495096e39608cea4fe47ff4
alte laerfeldstrasse,"Alte Laerfeldstrasse in Bochum, Germany",51.475859,7.2784896,1,,,,,,,ForeignMinistry,"Alte Laerfeldstrasse in Bochum, Germany",,german_fires_bochum_locations,2aba4d8af52418e125f8e5efd2e24cec,german_fires_bochum_locations__2aba4d8af52418e125f8e5efd2e24cec
alte markstrasse,"Alte Markstrasse in Bochum, Germany",51.4578191,7.2523419,1,,,,,,,Wells,"Alte Markstrasse in Bochum, Germany",,german_fires_bochum_locations,badbcffe1e6fc6f9b8e1d7aeb48fc2c1,german_fires_bochum_locations__badbcffe1e6fc6f9b8e1d7aeb48fc2c1
alte post,"Alte Post in Bochum, Germany",51.4634494,7.1535254,1,,,,,,,AAEntity,"Alte Post in Bochum, Germany",,german_fires_bochum_locations,c5693d78e55e5286ff7be37b0efd7ce5,german_fires_bochum_locations__c5693d78e55e5286ff7be37b0efd7ce5
alte umminger strasse,"Alte umminger Strasse in Bochum, Germany",51.4638401,7.2933502,1,,,,,,,Media,"Alte umminger Strasse in Bochum, Germany",,german_fires_bochum_locations,92783f39f75621c772e569a8527421f7,german_fires_bochum_locations__92783f39f75621c772e569a8527421f7
alte werner strasse,"Alte Werner Strasse in Bochum, Germany",51.4992192,7.288292,1,,,,,,,Consulates,"Alte Werner Strasse in Bochum, Germany",,german_fires_bochum_locations,e57533561e48e0de0a4228bebd0837bb,german_fires_bochum_locations__e57533561e48e0de0a4228bebd0837bb
alte weststrasse,"Alte Weststrasse in Bochum, Germany",51.4696858,7.3092504,1,,,,,,,CompanyKeyword,"Alte Weststrasse in Bochum, Germany",,german_fires_bochum_locations,7824c6cf8d85ec6ab8147aef10d933be,german_fires_bochum_locations__7824c6cf8d85ec6ab8147aef10d933be
alte wittener strasse,"Alte Wittener Strasse in Bochum, Germany",51.4675012,7.274257,1,,,,,,,space,"Alte Wittener Strasse in Bochum, Germany",,german_fires_bochum_locations,69800908bc236c78ac32eac1ada590ae,german_fires_bochum_locations__69800908bc236c78ac32eac1ada590ae
alte ziegelei,"Alte Ziegelei in Bochum, Germany",51.4822143,7.154575,1,,,,,,,Media,"Alte Ziegelei in Bochum, Germany",,german_fires_bochum_locations,99282115bab2486aee959100a9c127d3,german_fires_bochum_locations__99282115bab2486aee959100a9c127d3
altenbochumer strasse,"Altenbochumer Strasse in Bochum, Germany",51.4760438,7.2393434,1,,,,,,,Media,"Altenbochumer Strasse in Bochum, Germany",,german_fires_bochum_locations,215d3d9a0f21b0d861cf9d8c6cc2f134,german_fires_bochum_locations__215d3d9a0f21b0d861cf9d8c6cc2f134
altendorfer weg,"Altendorfer Weg in Bochum, Germany",51.4305315,7.1476127,1,,,,,,,CompanyKeyword,"Altendorfer Weg in Bochum, Germany",,german_fires_bochum_locations,8320ed0f13c20f378b7fdb5d3c072b64,german_fires_bochum_locations__8320ed0f13c20f378b7fdb5d3c072b64
alter eistreff,"Alter Eistreff in Bochum, Germany",51.473241,7.2315984,1,,,,,,,LegislativeCommittee,"Alter Eistreff in Bochum, Germany",,german_fires_bochum_locations,1635e9ef438348b1abb9cf71511dfa44,german_fires_bochum_locations__1635e9ef438348b1abb9cf71511dfa44
alter markt,"Alter Markt in Bochum, Germany",51.4817353,7.1325285,1,,,,,,,DiplomaticFacilities,"Alter Markt in Bochum, Germany",,german_fires_bochum_locations,f009bfd90618f5d90a3f6b70ce264583,german_fires_bochum_locations__f009bfd90618f5d90a3f6b70ce264583
alter werner hellweg,"Alter Werner Hellweg in Bochum, Germany",51.4769075,7.2778841,1,,,,,,,Shipping,"Alter Werner Hellweg in Bochum, Germany",,german_fires_bochum_locations,d455d36f923c0960377124d30dbc716e,german_fires_bochum_locations__d455d36f923c0960377124d30dbc716e
alter zoll,"Alter Zoll in Bochum, Germany",51.4570216,7.1398448,1,,,,,,,Diplomat,"Alter Zoll in Bochum, Germany",,german_fires_bochum_locations,7ece27818df7d39a88c3ad55832dafb3,german_fires_bochum_locations__7ece27818df7d39a88c3ad55832dafb3
altfridstrasse,"Altfridstrasse in Bochum, Germany",51.5020187,7.2717501,1,,,,,,,Keyphrase,"Altfridstrasse in Bochum, Germany",,german_fires_bochum_locations,bcce62ac427cdb9641a42d91b37525b4,german_fires_bochum_locations__bcce62ac427cdb9641a42d91b37525b4
am acker,"Am Acker in Bochum, Germany",51.4196284,7.1587982,1,,,,,,,CompanyKeyword,"Am Acker in Bochum, Germany",,german_fires_bochum_locations,20ceed87347dead78b3243b7ca839349,german_fires_bochum_locations__20ceed87347dead78b3243b7ca839349
am ahbach,"Am Ahbach in Bochum, Germany",51.4635782,7.158872,1,,,,,,,Person,"Am Ahbach in Bochum, Germany",,german_fires_bochum_locations,060bf211b621ec09a8fd3bc52a43f7c0,german_fires_bochum_locations__060bf211b621ec09a8fd3bc52a43f7c0
am alten general,"Am Alten General in Bochum, Germany",51.4281957,7.1466676,1,,,,,,,Legislator,"Am Alten General in Bochum, Germany",,german_fires_bochum_locations,8e32ac4f8d5a71f027a1d9027968b925,german_fires_bochum_locations__8e32ac4f8d5a71f027a1d9027968b925
am alten lothringer schacht,"Am Alten Lothringer Schacht in Bochum, Germany",51.5105716,7.255781,1,,,,,,,AAEntity,"Am Alten Lothringer Schacht in Bochum, Germany",,german_fires_bochum_locations,66c0bdfe9547fc4d96a163830ce7595d,german_fires_bochum_locations__66c0bdfe9547fc4d96a163830ce7595d
am alten sagewerk,"Am Alten Sagewerk in Bochum, Germany",51.4480818,7.1999892,1,,,,,,,LegislativeCommittee,"Am Alten Sagewerk in Bochum, Germany",,german_fires_bochum_locations,5aa4e860586cba096a42d94dfd5c7f6c,german_fires_bochum_locations__5aa4e860586cba096a42d94dfd5c7f6c
am alten stadtpark,"Am Alten Stadtpark in Bochum, Germany",51.4892081,7.2219257,1,,,,,,,AAEntity,"Am Alten Stadtpark in Bochum, Germany",,german_fires_bochum_locations,014fe4f8ea652ea7a3e6aead9cf46c8a,german_fires_bochum_locations__014fe4f8ea652ea7a3e6aead9cf46c8a
am bahnhof,"Am Bahnhof in Bochum, Germany",51.489572,7.1284905,1,,,,,,,CompanyKeyword,"Am Bahnhof in Bochum, Germany",,german_fires_bochum_locations,13bc18d12ed66e2aa886384eb09a3bc3,german_fires_bochum_locations__13bc18d12ed66e2aa886384eb09a3bc3
am banksgen,"Am Banksgen in Bochum, Germany",51.4801132,7.1586551,1,,,,,,,Legislator,"Am Banksgen in Bochum, Germany",,german_fires_bochum_locations,36d9ff06a1175bfaef38a4eec25bf7f4,german_fires_bochum_locations__36d9ff06a1175bfaef38a4eec25bf7f4
am beisenkamp,"Am Beisenkamp in Bochum, Germany",51.4900149,7.1425968,1,,,,,,,Wells,"Am Beisenkamp in Bochum, Germany",,german_fires_bochum_locations,a2a4e2bd27d17f02a67d0521ca771640,german_fires_bochum_locations__a2a4e2bd27d17f02a67d0521ca771640
am bergbaumuseum,"Am Bergbaumuseum in Bochum, Germany",51.4892356,7.2180739,1,,,,,,,News,"Am Bergbaumuseum in Bochum, Germany",,german_fires_bochum_locations,8d0b9532d11921010d28b2c467212856,german_fires_bochum_locations__8d0b9532d11921010d28b2c467212856
am birkenbusch,"Am Birkenbusch in Bochum, Germany",51.4698385,7.2407722,1,,,,,,,News,"Am Birkenbusch in Bochum, Germany",,german_fires_bochum_locations,34a3e32da41949ef3858962f48bcad70,german_fires_bochum_locations__34a3e32da41949ef3858962f48bcad70
am birkenwald,"Am Birkenwald in Bochum, Germany",51.4357676,7.14558,1,,,,,,,space,"Am Birkenwald in Bochum, Germany",,german_fires_bochum_locations,d31d416b7d58aabb92e45ca99ab114d1,german_fires_bochum_locations__d31d416b7d58aabb92e45ca99ab114d1
am bleckmannshof,"Am Bleckmannshof in Bochum, Germany",51.4528707,7.2360452,1,,,,,,,Diplomat,"Am Bleckmannshof in Bochum, Germany",,german_fires_bochum_locations,ac942e2370b8bf22457bb206b19280d7,german_fires_bochum_locations__ac942e2370b8bf22457bb206b19280d7
am bliestollen,"Am Bliestollen in Bochum, Germany",51.4308395,7.2065742,1,,,,,,,DiplomaticFacilities,"Am Bliestollen in Bochum, Germany",,german_fires_bochum_locations,988313a40338cbe7d94fe599d90e8ce3,german_fires_bochum_locations__988313a40338cbe7d94fe599d90e8ce3
am blumenkamp,"Am Blumenkamp in Bochum, Germany",51.4982383,7.1562463,1,,,,,,,Consulates,"Am Blumenkamp in Bochum, Germany",,german_fires_bochum_locations,033cb4f81058a4ead33def8e06ff0e08,german_fires_bochum_locations__033cb4f81058a4ead33def8e06ff0e08
am born,"Am Born in Bochum, Germany",51.4911368,7.3088456,1,,,,,,,Exec,"Am Born in Bochum, Germany",,german_fires_bochum_locations,8861c4864c4dab3b1d40b83a9727c52a,german_fires_bochum_locations__8861c4864c4dab3b1d40b83a9727c52a
am bremkamp,"Am Bremkamp in Bochum, Germany",51.4481038,7.1762081,1,,,,,,,Diplomat,"Am Bremkamp in Bochum, Germany",,german_fires_bochum_locations,a6b656c5f34d0081e95b457392beb40c,german_fires_bochum_locations__a6b656c5f34d0081e95b457392beb40c
am bremsberg,"Am Bremsberg in Bochum, Germany",51.5174216,7.2660123,1,,,,,,,Pipeline,"Am Bremsberg in Bochum, Germany",,german_fires_bochum_locations,1ec58f460ce2d394c1e301f7073d9a0e,german_fires_bochum_locations__1ec58f460ce2d394c1e301f7073d9a0e
am brunen,"Am Brunen in Bochum, Germany",51.4230162,7.2422203,1,,,,,,,News,"Am Brunen in Bochum, Germany",,german_fires_bochum_locations,63cac908d7563401468f5d0e1e06ff9b,german_fires_bochum_locations__63cac908d7563401468f5d0e1e06ff9b
am buchenhain,"Am Buchenhain in Bochum, Germany",51.4393993,7.1883036,1,,,,,,,Pipeline,"Am Buchenhain in Bochum, Germany",,german_fires_bochum_locations,a6fc65b3239465693c11587a3f470d8c,german_fires_bochum_locations__a6fc65b3239465693c11587a3f470d8c
am buernacker,"Am Buernacker in Bochum, Germany",51.4541265,7.1702916,1,,,,,,,DiplomaticFacilities,"Am Buernacker in Bochum, Germany",,german_fires_bochum_locations,26fec482cce79caf139085cdba01e386,german_fires_bochum_locations__26fec482cce79caf139085cdba01e386
am chursbusch,"Am Chursbusch in Bochum, Germany",51.4183055,7.1564318,1,,,,,,,IndustryTerm,"Am Chursbusch in Bochum, Germany",,german_fires_bochum_locations,60888d37baa71eda5e78972fab53636b,german_fires_bochum_locations__60888d37baa71eda5e78972fab53636b
am dieckmannshof,"Am Dieckmannshof in Bochum, Germany",51.4494183,7.197485,1,,,,,,,News,"Am Dieckmannshof in Bochum, Germany",,german_fires_bochum_locations,3fd025e22e7bf8ec361b7ee1c65fc34e,german_fires_bochum_locations__3fd025e22e7bf8ec361b7ee1c65fc34e
am dornbusch,"Am Dornbusch in Bochum, Germany",51.4692183,7.2360205,1,,,,,,,ForeignMinister,"Am Dornbusch in Bochum, Germany",,german_fires_bochum_locations,f67aad4ea7e30163ddd9540018834f43,german_fires_bochum_locations__f67aad4ea7e30163ddd9540018834f43
am eickhoffpark,"Am Eickhoffpark in Bochum, Germany",51.460214,7.2204679,1,,,,,,,space,"Am Eickhoffpark in Bochum, Germany",,german_fires_bochum_locations,14a7df17edd4c2207010acc6b4300ebb,german_fires_bochum_locations__14a7df17edd4c2207010acc6b4300ebb
am einkaufszentrum,"Am Einkaufszentrum in Bochum, Germany",51.4948069,7.2803716,1,,,,,,,space,"Am Einkaufszentrum in Bochum, Germany",,german_fires_bochum_locations,85af6409618ab6126601ee5a067d05fe,german_fires_bochum_locations__85af6409618ab6126601ee5a067d05fe
am erlenkamp,"Am Erlenkamp in Bochum, Germany",51.4566825,7.2556932,1,,,,,,,Diplomat,"Am Erlenkamp in Bochum, Germany",,german_fires_bochum_locations,c2e11e0382c42483319b3a8f5f306858,german_fires_bochum_locations__c2e11e0382c42483319b3a8f5f306858
am eschenbruch,"Am Eschenbruch in Bochum, Germany",51.499132,7.2299228,1,,,,,,,Person,"Am Eschenbruch in Bochum, Germany",,german_fires_bochum_locations,0f72484305de62813df231a254495427,german_fires_bochum_locations__0f72484305de62813df231a254495427
am feldbrand,"Am Feldbrand in Bochum, Germany",51.4311384,7.1710339,1,,,,,,,Wells,"Am Feldbrand in Bochum, Germany",,german_fires_bochum_locations,4d08ceadde7ab708e68501b2c1197c6e,german_fires_bochum_locations__4d08ceadde7ab708e68501b2c1197c6e
am friedensgrund,"Am Friedensgrund in Bochum, Germany",51.4925264,7.1996997,1,,,,,,,DiplomaticFacilities,"Am Friedensgrund in Bochum, Germany",,german_fires_bochum_locations,4f19d630d9059732f3c6ab45555a4c8f,german_fires_bochum_locations__4f19d630d9059732f3c6ab45555a4c8f
am frohen blick,"Am Frohen Blick in Bochum, Germany",51.4826801,7.1898919,1,,,,,,,IndustryTerm,"Am Frohen Blick in Bochum, Germany",,german_fires_bochum_locations,0dc7b22f49e5d02f72206ad366292c96,german_fires_bochum_locations__0dc7b22f49e5d02f72206ad366292c96
