german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,u,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
parkband west,"Parkband West in Bochum, Germany",51.4827057,7.1982884,1,,,,,,,AAEntity,"Parkband West in Bochum, Germany",,german_fires_bochum_locations,12f73d576fd59173fcad0c58aa9b7db5,german_fires_bochum_locations__12f73d576fd59173fcad0c58aa9b7db5
parkstrasse,"Parkstrasse in Bochum, Germany",51.4864672,7.1398623,1,,,,,,,space,"Parkstrasse in Bochum, Germany",,german_fires_bochum_locations,830cfea479299ff807d8f83280cc7faa,german_fires_bochum_locations__830cfea479299ff807d8f83280cc7faa
parkway emscherruhr,"Parkway Emscherruhr in Bochum, Germany",51.4818445,7.2162363,1,,,,,,,AAEntity,"Parkway Emscherruhr in Bochum, Germany",,german_fires_bochum_locations,b00b999247e53a2611452e3923a85116,german_fires_bochum_locations__b00b999247e53a2611452e3923a85116
passweg,"Passweg in Bochum, Germany",51.4696885,7.1498442,1,,,,,,,Refinery,"Passweg in Bochum, Germany",,german_fires_bochum_locations,fb54cd7fc2a8ba7790e01a09108a91c6,german_fires_bochum_locations__fb54cd7fc2a8ba7790e01a09108a91c6
patmosstrasse,"Patmosstrasse in Bochum, Germany",51.4977018,7.2421815,1,,,,,,,Media,"Patmosstrasse in Bochum, Germany",,german_fires_bochum_locations,2b61fdbc85355eca71c1f0c577b23d73,german_fires_bochum_locations__2b61fdbc85355eca71c1f0c577b23d73
paul-klee-weg,"Paul-Klee-Weg in Bochum, Germany",51.4437341,7.1386406,1,,,,,,,Refinery,"Paul-Klee-Weg in Bochum, Germany",,german_fires_bochum_locations,e9bc17d7ff1326edf98f3738a65f7caa,german_fires_bochum_locations__e9bc17d7ff1326edf98f3738a65f7caa
paul-muller-strasse,"Paul-Muller-Strasse in Bochum, Germany",51.5144426,7.2664682,1,,,,,,,Legislator,"Paul-Muller-Strasse in Bochum, Germany",,german_fires_bochum_locations,527bf8b1f5e00109f07684ec1f19a244,german_fires_bochum_locations__527bf8b1f5e00109f07684ec1f19a244
paulinenstrasse,"Paulinenstrasse in Bochum, Germany",51.4628124,7.2432786,1,,,,,,,LegislativeCommittee,"Paulinenstrasse in Bochum, Germany",,german_fires_bochum_locations,ca95200d69da692a8b666274ea3a37ba,german_fires_bochum_locations__ca95200d69da692a8b666274ea3a37ba
paulstrasse,"Paulstrasse in Bochum, Germany",51.4627382,7.2363796,1,,,,,,,Legislator,"Paulstrasse in Bochum, Germany",,german_fires_bochum_locations,e214c56c5f846d5cbe73ec9a64869da9,german_fires_bochum_locations__e214c56c5f846d5cbe73ec9a64869da9
peddenkamp,"Peddenkamp in Bochum, Germany",51.4951018,7.140186,1,,,,,,,Keyphrase,"Peddenkamp in Bochum, Germany",,german_fires_bochum_locations,e8870715799430f71ef00b5d9eba4529,german_fires_bochum_locations__e8870715799430f71ef00b5d9eba4529
pestalozzistrasse,"Pestalozzistrasse in Bochum, Germany",51.4720303,7.1880106,1,,,,,,,Refinery,"Pestalozzistrasse in Bochum, Germany",,german_fires_bochum_locations,25121e12106d7789b2144cac6325be40,german_fires_bochum_locations__25121e12106d7789b2144cac6325be40
peter-bree-weg,"Peter-Bree-Weg in Bochum, Germany",51.4456659,7.2616093,1,,,,,,,ForeignMinister,"Peter-Bree-Weg in Bochum, Germany",,german_fires_bochum_locations,f674c50c1e711bedd1e42619a61dea02,german_fires_bochum_locations__f674c50c1e711bedd1e42619a61dea02
peter-parler-weg,"Peter-Parler-Weg in Bochum, Germany",51.4569155,7.261265,1,,,,,,,Refinery,"Peter-Parler-Weg in Bochum, Germany",,german_fires_bochum_locations,cc1aec17e2c577fefd2be77bd1c3a73e,german_fires_bochum_locations__cc1aec17e2c577fefd2be77bd1c3a73e
peter-zadek-strasse,"Peter-Zadek-Strasse in Bochum, Germany",51.4760918,7.2222365,1,,,,,,,DiplomaticFacilities,"Peter-Zadek-Strasse in Bochum, Germany",,german_fires_bochum_locations,b1ef14ae6d59e18f5688d87d7d7939b0,german_fires_bochum_locations__b1ef14ae6d59e18f5688d87d7d7939b0
pettenkoferweg,"Pettenkoferweg in Bochum, Germany",51.4540241,7.2718376,1,,,,,,,Wells,"Pettenkoferweg in Bochum, Germany",,german_fires_bochum_locations,1fef718fc62304102f2bc2b63787aa24,german_fires_bochum_locations__1fef718fc62304102f2bc2b63787aa24
pfarrer-fischer-strasse,"Pfarrer-Fischer-Strasse in Bochum, Germany",51.4302066,7.1333952,1,,,,,,,space,"Pfarrer-Fischer-Strasse in Bochum, Germany",,german_fires_bochum_locations,42078927fc6a31e850934f952eecbca2,german_fires_bochum_locations__42078927fc6a31e850934f952eecbca2
pfarrer-halbe-strasse,"Pfarrer-Halbe-Strasse in Bochum, Germany",51.4416067,7.2126976,1,,,,,,,Organization,"Pfarrer-Halbe-Strasse in Bochum, Germany",,german_fires_bochum_locations,517d19c81d1bf0c24bf8e44f5db11bf7,german_fires_bochum_locations__517d19c81d1bf0c24bf8e44f5db11bf7
pfarrer-kraemer-strasse,"Pfarrer-Kraemer-Strasse in Bochum, Germany",51.4461213,7.2090635,1,,,,,,,Keyphrase,"Pfarrer-Kraemer-Strasse in Bochum, Germany",,german_fires_bochum_locations,e970d9b1b0c174dbc3ebdc7a3b0fa9d7,german_fires_bochum_locations__e970d9b1b0c174dbc3ebdc7a3b0fa9d7
philippstrasse,"Philippstrasse in Bochum, Germany",51.4630979,7.2382405,1,,,,,,,Refinery,"Philippstrasse in Bochum, Germany",,german_fires_bochum_locations,fe878025812f010516af7db20b603f3e,german_fires_bochum_locations__fe878025812f010516af7db20b603f3e
pieperstrasse,"Pieperstrasse in Bochum, Germany",51.4704636,7.2150608,1,,,,,,,ForeignMinistry,"Pieperstrasse in Bochum, Germany",,german_fires_bochum_locations,6df9ba3fa67d1f9f76a6832f54f8d906,german_fires_bochum_locations__6df9ba3fa67d1f9f76a6832f54f8d906
pilgrimstrasse,"Pilgrimstrasse in Bochum, Germany",51.4565684,7.2211778,1,,,,,,,LegislativeCommittee,"Pilgrimstrasse in Bochum, Germany",,german_fires_bochum_locations,7a45d57232706998f47c60093b7c9dc8,german_fires_bochum_locations__7a45d57232706998f47c60093b7c9dc8
pinagelstrasse,"Pinagelstrasse in Bochum, Germany",51.4764458,7.2009704,1,,,,,,,News,"Pinagelstrasse in Bochum, Germany",,german_fires_bochum_locations,e3d83e4c2932fd0482e8115675811f91,german_fires_bochum_locations__e3d83e4c2932fd0482e8115675811f91
pirolstrasse,"Pirolstrasse in Bochum, Germany",51.4718222,7.1623518,1,,,,,,,News,"Pirolstrasse in Bochum, Germany",,german_fires_bochum_locations,b26859cd776546e9b2f4e2708328b077,german_fires_bochum_locations__b26859cd776546e9b2f4e2708328b077
plasshofstrasse,"Plasshofstrasse in Bochum, Germany",51.4413308,7.2047676,1,,,,,,,LegislativeCommittee,"Plasshofstrasse in Bochum, Germany",,german_fires_bochum_locations,54a4208a6bf95993039d37a9dbbfade7,german_fires_bochum_locations__54a4208a6bf95993039d37a9dbbfade7
platanenweg,"Platanenweg in Bochum, Germany",51.4468997,7.2385303,1,,,,,,,Exec,"Platanenweg in Bochum, Germany",,german_fires_bochum_locations,b92f39aedfe6e53e712bad5f12b6c949,german_fires_bochum_locations__b92f39aedfe6e53e712bad5f12b6c949
platz am kuhhirten,"Platz Am Kuhhirten in Bochum, Germany",51.4820228,7.2198387,1,,,,,,,IndustryTerm,"Platz Am Kuhhirten in Bochum, Germany",,german_fires_bochum_locations,a70008a3aa6c5fd1f46711241efdbe7a,german_fires_bochum_locations__a70008a3aa6c5fd1f46711241efdbe7a
platz d friedens u d volkerverstandigung,"Platz d Friedens u d Volkerverstandigung in Bochum, Germany",51.4479931,7.2558291,1,,,,,,,Wells,"Platz d Friedens u d Volkerverstandigung in Bochum, Germany",,german_fires_bochum_locations,9b4b58991e96794bc27bbc359ba02709,german_fires_bochum_locations__9b4b58991e96794bc27bbc359ba02709
platz des europaischen versprechens,"Platz des europaischen Versprechens in Bochum, Germany",51.4819268,7.2137114,1,,,,,,,Organization,"Platz des europaischen Versprechens in Bochum, Germany",,german_fires_bochum_locations,f2476e4e3f015cf77eff47d7d06c6b63,german_fires_bochum_locations__f2476e4e3f015cf77eff47d7d06c6b63
pohlborgerstrasse,"Pohlborgerstrasse in Bochum, Germany",51.4830417,7.1381309,1,,,,,,,Diplomat,"Pohlborgerstrasse in Bochum, Germany",,german_fires_bochum_locations,fd470b4a7e0239174d567400f4f278eb,german_fires_bochum_locations__fd470b4a7e0239174d567400f4f278eb
pokornystrasse,"Pokornystrasse in Bochum, Germany",51.4821895,7.1378245,1,,,,,,,Diplomat,"Pokornystrasse in Bochum, Germany",,german_fires_bochum_locations,c6a7a546cf32707a4935c2f5e5fd8c8a,german_fires_bochum_locations__c6a7a546cf32707a4935c2f5e5fd8c8a
polterberg,"Polterberg in Bochum, Germany",51.4371732,7.1603596,1,,,,,,,Consulates,"Polterberg in Bochum, Germany",,german_fires_bochum_locations,45d41dca762e48afcd760a156c340ba8,german_fires_bochum_locations__45d41dca762e48afcd760a156c340ba8
pommerellenstrasse,"Pommerellenstrasse in Bochum, Germany",51.4619838,7.2118534,1,,,,,,,IndustryTerm,"Pommerellenstrasse in Bochum, Germany",,german_fires_bochum_locations,d9e27b55342ba7017af7ccce0b3ff87d,german_fires_bochum_locations__d9e27b55342ba7017af7ccce0b3ff87d
porschestrasse,"Porschestrasse in Bochum, Germany",51.4864352,7.1909385,1,,,,,,,Refinery,"Porschestrasse in Bochum, Germany",,german_fires_bochum_locations,978ab172f1fde180aca8d6aa3e741511,german_fires_bochum_locations__978ab172f1fde180aca8d6aa3e741511
portmanns weg,"Portmanns Weg in Bochum, Germany",51.4635304,7.1265241,1,,,,,,,Person,"Portmanns Weg in Bochum, Germany",,german_fires_bochum_locations,4542351826102b74052ec544ad57d2b8,german_fires_bochum_locations__4542351826102b74052ec544ad57d2b8
postgasse,"Postgasse in Bochum, Germany",51.4807799,7.1405452,1,,,,,,,ForeignMinistry,"Postgasse in Bochum, Germany",,german_fires_bochum_locations,590465f50bb6e3d87221f0c7bd8e201a,german_fires_bochum_locations__590465f50bb6e3d87221f0c7bd8e201a
postkutschenweg,"Postkutschenweg in Bochum, Germany",51.4713173,7.2524421,1,,,,,,,Organization,"Postkutschenweg in Bochum, Germany",,german_fires_bochum_locations,c0754151eb956f1be218fd707799b57e,german_fires_bochum_locations__c0754151eb956f1be218fd707799b57e
poststrasse,"Poststrasse in Bochum, Germany",51.5020349,7.1999673,1,,,,,,,Pipeline,"Poststrasse in Bochum, Germany",,german_fires_bochum_locations,b95c4d114ad4cb5f47c4c351e18df5d3,german_fires_bochum_locations__b95c4d114ad4cb5f47c4c351e18df5d3
prasidentstrasse,"Prasidentstrasse in Bochum, Germany",51.4874253,7.2077526,1,,,,,,,AAEntity,"Prasidentstrasse in Bochum, Germany",,german_fires_bochum_locations,340ba9906ffb7d69aaf4bea1d5113c73,german_fires_bochum_locations__340ba9906ffb7d69aaf4bea1d5113c73
prattwinkel,"Prattwinkel in Bochum, Germany",51.502714,7.225389,1,,,,,,,AAEntity,"Prattwinkel in Bochum, Germany",,german_fires_bochum_locations,39189f8c77753f36eabb546afbe87fc1,german_fires_bochum_locations__39189f8c77753f36eabb546afbe87fc1
preins feld,"Preins Feld in Bochum, Germany",51.4536648,7.1441949,1,,,,,,,Organization,"Preins Feld in Bochum, Germany",,german_fires_bochum_locations,ed341c1371ddfc7dc51836f5a064dd66,german_fires_bochum_locations__ed341c1371ddfc7dc51836f5a064dd66
prinz-regent-strasse,"Prinz-Regent-Strasse in Bochum, Germany",51.4496053,7.2155724,1,,,,,,,space,"Prinz-Regent-Strasse in Bochum, Germany",,german_fires_bochum_locations,a737aed7bb06903743887b7f52fb365f,german_fires_bochum_locations__a737aed7bb06903743887b7f52fb365f
prinzenstrasse,"Prinzenstrasse in Bochum, Germany",51.4915987,7.1946038,1,,,,,,,ForeignMinistry,"Prinzenstrasse in Bochum, Germany",,german_fires_bochum_locations,9e58baad6b5105b7b167852db2c9c3df,german_fires_bochum_locations__9e58baad6b5105b7b167852db2c9c3df
propst-hellmich-promenade,"Propst-Hellmich-Promenade in Bochum, Germany",51.4795636,7.1339894,1,,,,,,,ForeignMinister,"Propst-Hellmich-Promenade in Bochum, Germany",,german_fires_bochum_locations,1bafc23feda18dfcda780f84fed7ec57,german_fires_bochum_locations__1bafc23feda18dfcda780f84fed7ec57
prumerstrasse,"Prumerstrasse in Bochum, Germany",51.4846634,7.214189,1,,,,,,,Exec,"Prumerstrasse in Bochum, Germany",,german_fires_bochum_locations,5ee68cbe0a0f5c99dde5cc54745d365c,german_fires_bochum_locations__5ee68cbe0a0f5c99dde5cc54745d365c
pulverstrasse,"Pulverstrasse in Bochum, Germany",51.4584605,7.143148,1,,,,,,,Diplomat,"Pulverstrasse in Bochum, Germany",,german_fires_bochum_locations,906c4b69cd9b6f6a60885b371161307c,german_fires_bochum_locations__906c4b69cd9b6f6a60885b371161307c
punges feld,"Punges Feld in Bochum, Germany",51.5145182,7.2694286,1,,,,,,,Media,"Punges Feld in Bochum, Germany",,german_fires_bochum_locations,3175788ae1e3fe20a96b9a7d85fda27e,german_fires_bochum_locations__3175788ae1e3fe20a96b9a7d85fda27e
puttmannsheide,"Puttmannsheide in Bochum, Germany",51.4675154,7.2448287,1,,,,,,,Pipeline,"Puttmannsheide in Bochum, Germany",,german_fires_bochum_locations,85f1c8cc7b058dbe1830e4cdcc41171a,german_fires_bochum_locations__85f1c8cc7b058dbe1830e4cdcc41171a
puttmannsweg,"Puttmannsweg in Bochum, Germany",51.4748484,7.244375,1,,,,,,,Organization,"Puttmannsweg in Bochum, Germany",,german_fires_bochum_locations,687ba8befd977f4a1bf8728b1aa9152c,german_fires_bochum_locations__687ba8befd977f4a1bf8728b1aa9152c
quellenweg,"Quellenweg in Bochum, Germany",51.4916566,7.2395182,1,,,,,,,Organization,"Quellenweg in Bochum, Germany",,german_fires_bochum_locations,1fb489beae36406b579a8057022fb22b,german_fires_bochum_locations__1fb489beae36406b579a8057022fb22b
querenburger hohe,"Querenburger Hohe in Bochum, Germany",51.4484349,7.2588261,1,,,,,,,Shipping,"Querenburger Hohe in Bochum, Germany",,german_fires_bochum_locations,ed9f73dec1b71ab368256f3b32b9ce16,german_fires_bochum_locations__ed9f73dec1b71ab368256f3b32b9ce16
querenburger strasse,"Querenburger Strasse in Bochum, Germany",51.4669568,7.2306536,1,,,,,,,CompanyKeyword,"Querenburger Strasse in Bochum, Germany",,german_fires_bochum_locations,ba0f19ab43d70b46152eb8d5de6ab0b1,german_fires_bochum_locations__ba0f19ab43d70b46152eb8d5de6ab0b1
querschlag,"Querschlag in Bochum, Germany",51.4555618,7.231945,1,,,,,,,Keyphrase,"Querschlag in Bochum, Germany",,german_fires_bochum_locations,e07d130348424abf85c3352cb3a5af56,german_fires_bochum_locations__e07d130348424abf85c3352cb3a5af56
querstrasse,"Querstrasse in Bochum, Germany",51.4810982,7.1471276,1,,,,,,,Person,"Querstrasse in Bochum, Germany",,german_fires_bochum_locations,bdc4039411766e681d9ed7d6e2c93bd4,german_fires_bochum_locations__bdc4039411766e681d9ed7d6e2c93bd4
radroute parkband west,"Radroute Parkband West in Bochum, Germany",51.4780463,7.1945027,1,,,,,,,Consulates,"Radroute Parkband West in Bochum, Germany",,german_fires_bochum_locations,20842a485e35c3f85927dc58dced7f61,german_fires_bochum_locations__20842a485e35c3f85927dc58dced7f61
raiffeisenstrasse,"Raiffeisenstrasse in Bochum, Germany",51.5126889,7.2146202,1,,,,,,,Refinery,"Raiffeisenstrasse in Bochum, Germany",,german_fires_bochum_locations,8d5cab50461632081ab2835119cb47eb,german_fires_bochum_locations__8d5cab50461632081ab2835119cb47eb
rampenstrasse,"Rampenstrasse in Bochum, Germany",51.4670849,7.3195628,1,,,,,,,Keyphrase,"Rampenstrasse in Bochum, Germany",,german_fires_bochum_locations,fabaf44fd20f7e3d7f98eec7e5a7e0df,german_fires_bochum_locations__fabaf44fd20f7e3d7f98eec7e5a7e0df
rankenweg,"Rankenweg in Bochum, Germany",51.4823839,7.1504398,1,,,,,,,Diplomat,"Rankenweg in Bochum, Germany",,german_fires_bochum_locations,7aaaa6b5d837ef33f9540c456c475027,german_fires_bochum_locations__7aaaa6b5d837ef33f9540c456c475027
rastenburger strasse,"Rastenburger Strasse in Bochum, Germany",51.5030805,7.1859222,1,,,,,,,AAEntity,"Rastenburger Strasse in Bochum, Germany",,german_fires_bochum_locations,0d18401f15ad70f0fcde586143753336,german_fires_bochum_locations__0d18401f15ad70f0fcde586143753336
rathausstrasse,"Rathausstrasse in Bochum, Germany",51.4830607,7.1356366,1,,,,,,,IndustryTerm,"Rathausstrasse in Bochum, Germany",,german_fires_bochum_locations,da935188865df79ae2c166a9bfa89591,german_fires_bochum_locations__da935188865df79ae2c166a9bfa89591
rathenaustrasse,"Rathenaustrasse in Bochum, Germany",51.452199,7.1816141,1,,,,,,,LegislativeCommittee,"Rathenaustrasse in Bochum, Germany",,german_fires_bochum_locations,89a91a7908d012d60752a8fa8e679829,german_fires_bochum_locations__89a91a7908d012d60752a8fa8e679829
ratiborer strasse,"Ratiborer Strasse in Bochum, Germany",51.4488985,7.2162281,1,,,,,,,Consulates,"Ratiborer Strasse in Bochum, Germany",,german_fires_bochum_locations,b82058bc265f48cd339531313b5884cc,german_fires_bochum_locations__b82058bc265f48cd339531313b5884cc
rauendahlstrasse,"Rauendahlstrasse in Bochum, Germany",51.4215894,7.191048,1,,,,,,,Wells,"Rauendahlstrasse in Bochum, Germany",,german_fires_bochum_locations,ee39618b441cd0a05f54294d5414b1a0,german_fires_bochum_locations__ee39618b441cd0a05f54294d5414b1a0
rauher hugel,"Rauher Hugel in Bochum, Germany",51.4652595,7.3084625,1,,,,,,,AAEntity,"Rauher Hugel in Bochum, Germany",,german_fires_bochum_locations,2beac22a646f84adf64d3f253c1c5d70,german_fires_bochum_locations__2beac22a646f84adf64d3f253c1c5d70
rauks feld,"Rauks Feld in Bochum, Germany",51.4578474,7.1413269,1,,,,,,,Legislator,"Rauks Feld in Bochum, Germany",,german_fires_bochum_locations,bb2b39137283b5dd2fccc61fdfdd0680,german_fires_bochum_locations__bb2b39137283b5dd2fccc61fdfdd0680
rautenbergstrasse,"Rautenbergstrasse in Bochum, Germany",51.4284731,7.2283292,1,,,,,,,DiplomaticFacilities,"Rautenbergstrasse in Bochum, Germany",,german_fires_bochum_locations,ff7f86e3e7da2e01b1775c4d61ed4069,german_fires_bochum_locations__ff7f86e3e7da2e01b1775c4d61ed4069
rebhuhnweg,"Rebhuhnweg in Bochum, Germany",51.4634005,7.3107717,1,,,,,,,Media,"Rebhuhnweg in Bochum, Germany",,german_fires_bochum_locations,90e5e197a5603855987bc9512f166607,german_fires_bochum_locations__90e5e197a5603855987bc9512f166607
rechener strasse,"Rechener Strasse in Bochum, Germany",51.4778392,7.219757,1,,,,,,,ForeignMinistry,"Rechener Strasse in Bochum, Germany",,german_fires_bochum_locations,305c734b6f121356e05f154caf4c0e9f,german_fires_bochum_locations__305c734b6f121356e05f154caf4c0e9f
regerstrasse,"Regerstrasse in Bochum, Germany",51.4617834,7.2174493,1,,,,,,,Keyphrase,"Regerstrasse in Bochum, Germany",,german_fires_bochum_locations,9357fedc4266d679a7968486436ca2f9,german_fires_bochum_locations__9357fedc4266d679a7968486436ca2f9
rehwinkel,"Rehwinkel in Bochum, Germany",51.4678112,7.3070862,1,,,,,,,Person,"Rehwinkel in Bochum, Germany",,german_fires_bochum_locations,eb8a0dd1fbbef9991c8b1cbf8b9dca22,german_fires_bochum_locations__eb8a0dd1fbbef9991c8b1cbf8b9dca22
reichsstrasse,"Reichsstrasse in Bochum, Germany",51.4918524,7.1938408,1,,,,,,,ForeignMinistry,"Reichsstrasse in Bochum, Germany",,german_fires_bochum_locations,6dda942229c39f5e491da6836f6a87de,german_fires_bochum_locations__6dda942229c39f5e491da6836f6a87de
reiterweg,"Reiterweg in Bochum, Germany",51.4581414,7.1599858,1,,,,,,,Shipping,"Reiterweg in Bochum, Germany",,german_fires_bochum_locations,ba6a3ef374dee680dd91313bbc6fd891,german_fires_bochum_locations__ba6a3ef374dee680dd91313bbc6fd891
rembrandtweg,"Rembrandtweg in Bochum, Germany",51.445674,7.1411659,1,,,,,,,IndustryTerm,"Rembrandtweg in Bochum, Germany",,german_fires_bochum_locations,c780ebbf5d1abeff993c5cbc41576d57,german_fires_bochum_locations__c780ebbf5d1abeff993c5cbc41576d57
rensingstrasse,"Rensingstrasse in Bochum, Germany",51.5164802,7.2074553,1,,,,,,,Legislator,"Rensingstrasse in Bochum, Germany",,german_fires_bochum_locations,3d569c4b07039e2348cf17b07aae27f8,german_fires_bochum_locations__3d569c4b07039e2348cf17b07aae27f8
rheinische strasse,"Rheinische Strasse in Bochum, Germany",51.4839569,7.2263547,1,,,,,,,Exec,"Rheinische Strasse in Bochum, Germany",,german_fires_bochum_locations,e3eae72f551b496f8bf6119c387a9e11,german_fires_bochum_locations__e3eae72f551b496f8bf6119c387a9e11
rhonplatz,"Rhonplatz in Bochum, Germany",51.4974111,7.2529059,1,,,,,,,AAEntity,"Rhonplatz in Bochum, Germany",,german_fires_bochum_locations,eedfbf8ffcf836e20841f5b63756f574,german_fires_bochum_locations__eedfbf8ffcf836e20841f5b63756f574
rhonstrasse,"Rhonstrasse in Bochum, Germany",51.4960381,7.2535731,1,,,,,,,Keyphrase,"Rhonstrasse in Bochum, Germany",,german_fires_bochum_locations,2646a2ae64d2e461c070027a43344246,german_fires_bochum_locations__2646a2ae64d2e461c070027a43344246
ricarda-huch-strasse,"Ricarda-Huch-Strasse in Bochum, Germany",51.5001328,7.2234369,1,,,,,,,Diplomat,"Ricarda-Huch-Strasse in Bochum, Germany",,german_fires_bochum_locations,9418a8b8f88b209956d2e344f9a558e3,german_fires_bochum_locations__9418a8b8f88b209956d2e344f9a558e3
richardstrasse,"Richardstrasse in Bochum, Germany",51.488916,7.2041569,1,,,,,,,ForeignMinistry,"Richardstrasse in Bochum, Germany",,german_fires_bochum_locations,76753f74aa404baafd5e7d99985db5ca,german_fires_bochum_locations__76753f74aa404baafd5e7d99985db5ca
richtstrecke,"Richtstrecke in Bochum, Germany",51.4555135,7.2343546,1,,,,,,,Diplomat,"Richtstrecke in Bochum, Germany",,german_fires_bochum_locations,48dc4167bc72f6d1d1c9f10f2f6f0d8c,german_fires_bochum_locations__48dc4167bc72f6d1d1c9f10f2f6f0d8c
ridderstrasse,"Ridderstrasse in Bochum, Germany",51.4709233,7.142615,1,,,,,,,Refinery,"Ridderstrasse in Bochum, Germany",,german_fires_bochum_locations,16e08df37eaaea0bd86d4aad7583ed34,german_fires_bochum_locations__16e08df37eaaea0bd86d4aad7583ed34
riemker strasse,"Riemker Strasse in Bochum, Germany",51.5082141,7.1949413,1,,,,,,,space,"Riemker Strasse in Bochum, Germany",,german_fires_bochum_locations,072b2056ef69518ca605b35f06d87bbb,german_fires_bochum_locations__072b2056ef69518ca605b35f06d87bbb
riemker strasse/eickeler strasse,"Riemker Strasse/Eickeler Strasse in Bochum, Germany",51.5074329,7.1934409,1,,,,,,,Organization,"Riemker Strasse/Eickeler Strasse in Bochum, Germany",,german_fires_bochum_locations,f6e16c204f9a4aacfa728c8972544733,german_fires_bochum_locations__f6e16c204f9a4aacfa728c8972544733
riesebessenplatz,"Riesebessenplatz in Bochum, Germany",51.4551399,7.2476522,1,,,,,,,Refinery,"Riesebessenplatz in Bochum, Germany",,german_fires_bochum_locations,73d58fc11c5f8f003a6d3f519609bc32,german_fires_bochum_locations__73d58fc11c5f8f003a6d3f519609bc32
ringstrasse,"Ringstrasse in Bochum, Germany",51.4577895,7.1685197,1,,,,,,,ForeignMinister,"Ringstrasse in Bochum, Germany",,german_fires_bochum_locations,e4a3ac928e8be2bcddb415ab31c8b826,german_fires_bochum_locations__e4a3ac928e8be2bcddb415ab31c8b826
rittershausstrasse,"Rittershausstrasse in Bochum, Germany",51.4711856,7.2727242,1,,,,,,,space,"Rittershausstrasse in Bochum, Germany",,german_fires_bochum_locations,080cd576b72885b7ff02e541a61b96f9,german_fires_bochum_locations__080cd576b72885b7ff02e541a61b96f9
rixenburgweg,"Rixenburgweg in Bochum, Germany",51.4825597,7.2961778,1,,,,,,,CompanyKeyword,"Rixenburgweg in Bochum, Germany",,german_fires_bochum_locations,e246655f3a6e864cef0eeea588aed422,german_fires_bochum_locations__e246655f3a6e864cef0eeea588aed422
robenkamp,"Robenkamp in Bochum, Germany",51.4554083,7.1433201,1,,,,,,,Media,"Robenkamp in Bochum, Germany",,german_fires_bochum_locations,dab1f2efc95eafed01620d432d749e53,german_fires_bochum_locations__dab1f2efc95eafed01620d432d749e53
robert-bosch-strasse,"Robert-Bosch-Strasse in Bochum, Germany",51.4783681,7.2297155,1,,,,,,,DiplomaticFacilities,"Robert-Bosch-Strasse in Bochum, Germany",,german_fires_bochum_locations,460b59a9382ff2892061c13bd3ac0365,german_fires_bochum_locations__460b59a9382ff2892061c13bd3ac0365
robert-koch-strasse,"Robert-Koch-Strasse in Bochum, Germany",51.4561288,7.2720785,1,,,,,,,LegislativeCommittee,"Robert-Koch-Strasse in Bochum, Germany",,german_fires_bochum_locations,e395d6f93853c2bb2c7319537ac73ffc,german_fires_bochum_locations__e395d6f93853c2bb2c7319537ac73ffc
robertstrasse,"Robertstrasse in Bochum, Germany",51.493749,7.2046406,1,,,,,,,CompanyKeyword,"Robertstrasse in Bochum, Germany",,german_fires_bochum_locations,144c6b247cba0c0771ccbb9a69e6fe7e,german_fires_bochum_locations__144c6b247cba0c0771ccbb9a69e6fe7e
rodenfeld,"Rodenfeld in Bochum, Germany",51.4535354,7.1520738,1,,,,,,,Refinery,"Rodenfeld in Bochum, Germany",,german_fires_bochum_locations,f34088bb546378c6ee33c8a4ba117c78,german_fires_bochum_locations__f34088bb546378c6ee33c8a4ba117c78
roggenkamp,"Roggenkamp in Bochum, Germany",51.4189547,7.2402097,1,,,,,,,Legislator,"Roggenkamp in Bochum, Germany",,german_fires_bochum_locations,bf162587d788c30a4bc0f0c788519e40,german_fires_bochum_locations__bf162587d788c30a4bc0f0c788519e40
rohlinghauser strasse,"Rohlinghauser Strasse in Bochum, Germany",51.5049134,7.1569809,1,,,,,,,News,"Rohlinghauser Strasse in Bochum, Germany",,german_fires_bochum_locations,1aa7019612fb9ce93fe949287c6758d1,german_fires_bochum_locations__1aa7019612fb9ce93fe949287c6758d1
rolandstrasse,"Rolandstrasse in Bochum, Germany",51.4909319,7.3079374,1,,,,,,,News,"Rolandstrasse in Bochum, Germany",,german_fires_bochum_locations,b5abfa215cfc79c2a8df752bd2becc4d,german_fires_bochum_locations__b5abfa215cfc79c2a8df752bd2becc4d
romanusplatz,"Romanusplatz in Bochum, Germany",51.4683643,7.215565,1,,,,,,,ForeignMinistry,"Romanusplatz in Bochum, Germany",,german_fires_bochum_locations,d0f7e9d8fbe93612e8e3bad5cb498935,german_fires_bochum_locations__d0f7e9d8fbe93612e8e3bad5cb498935
rombacher hutte,"Rombacher Hutte in Bochum, Germany",51.4645019,7.1918692,1,,,,,,,Exec,"Rombacher Hutte in Bochum, Germany",,german_fires_bochum_locations,ecc74b1f05dd2de1500a39e3d90b8acc,german_fires_bochum_locations__ecc74b1f05dd2de1500a39e3d90b8acc
rombergstrasse,"Rombergstrasse in Bochum, Germany",51.4732118,7.2369683,1,,,,,,,LegislativeCommittee,"Rombergstrasse in Bochum, Germany",,german_fires_bochum_locations,3ab1cacd48f5255ff7fff58f0a4f1b67,german_fires_bochum_locations__3ab1cacd48f5255ff7fff58f0a4f1b67
