keyword,caption_name,type,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
cristiano,Cristiano Ronaldo,Celebrity,general.alert4,Celebrity,Cristiano Ronaldo,,Celeb_Mentioner,4ba3e34a0c204bf8f381e06a9ca09ad9,Celeb_Mentioner__4ba3e34a0c204bf8f381e06a9ca09ad9
neymarjr,Neymar,Celebrity,general.alert4,Celebrity,Neymar,,Celeb_Mentioner,0b4b53cec1abaf9da1f5daf5dbd68449,Celeb_Mentioner__0b4b53cec1abaf9da1f5daf5dbd68449
imvkohli,Indian cricket captain Virat Kohli,Celebrity,general.alert4,Celebrity,Indian cricket captain Virat Kohli,,Celeb_Mentioner,ea11d7fdaf99bd9bc5f0168580ee44f5,Celeb_Mentioner__ea11d7fdaf99bd9bc5f0168580ee44f5
sachin_rt,Former Indian cricket captain Sachin Tendulkar,Celebrity,general.alert4,Celebrity,Former Indian cricket captain Sachin Tendulkar,,Celeb_Mentioner,679cc371bc7381fe1dd852df34d1dae9,Celeb_Mentioner__679cc371bc7381fe1dd852df34d1dae9
kaka,Brazilian former soccer player Kaka,Celebrity,general.alert4,Celebrity,Brazilian former soccer player Kaka,,Celeb_Mentioner,753a5d874bd7535d46cf8e314f056a31,Celeb_Mentioner__753a5d874bd7535d46cf8e314f056a31
mesutozil1088,Fenerbahce player Mesut Ozil,Celebrity,general.alert4,Celebrity,Fenerbahce player Mesut Ozil,,Celeb_Mentioner,21b44d009c7c9778d2951bd04edd0927,Celeb_Mentioner__21b44d009c7c9778d2951bd04edd0927
andresiniesta8,Vissel Kobe player Andres Iniesta,Celebrity,general.alert4,Celebrity,Vissel Kobe player Andres Iniesta,,Celeb_Mentioner,984d84aa13b64cbdcc20af57cf1e22bf,Celeb_Mentioner__984d84aa13b64cbdcc20af57cf1e22bf
virendersehwag,Indian former cricket player Virender Sehwag,Celebrity,general.alert4,Celebrity,Indian former cricket player Virender Sehwag,,Celeb_Mentioner,95e5f77f9b11cf15f45484b78755bf6d,Celeb_Mentioner__95e5f77f9b11cf15f45484b78755bf6d
10ronaldinho,Former Brazilian soccer player Ronaldinho,Celebrity,general.alert4,Celebrity,Former Brazilian soccer player Ronaldinho,,Celeb_Mentioner,96693b2b3afe161f8f594be5ac107362,Celeb_Mentioner__96693b2b3afe161f8f594be5ac107362
3gerardpique,FC Barcelona player Gerard Pique,Celebrity,general.alert4,Celebrity,FC Barcelona player Gerard Pique,,Celeb_Mentioner,07bc77ff19a9ba4c37405e0cfd0c7188,Celeb_Mentioner__07bc77ff19a9ba4c37405e0cfd0c7188
jamesdrodriguez,Everton player James Rodriguez,Celebrity,general.alert4,Celebrity,Everton player James Rodriguez,,Celeb_Mentioner,69031e82b4531f95fb8e303052403e1a,Celeb_Mentioner__69031e82b4531f95fb8e303052403e1a
sergioramos,Real Madrid player Sergio Ramos,Celebrity,general.alert4,Celebrity,Real Madrid player Sergio Ramos,,Celeb_Mentioner,e68e5e7b6c6dbf8f2ebd80f136b0ddb3,Celeb_Mentioner__e68e5e7b6c6dbf8f2ebd80f136b0ddb3
falcao,Galatasaray player Radamel Falcao,Celebrity,general.alert4,Celebrity,Galatasaray player Radamel Falcao,,Celeb_Mentioner,23edc8d919aa84e2c0249d11f06befa6,Celeb_Mentioner__23edc8d919aa84e2c0249d11f06befa6
waynerooney,Darby County manager Wayne Rooney,Celebrity,general.alert4,Celebrity,Darby County manager Wayne Rooney,,Celeb_Mentioner,b3476b2a715a077828ba94364c3f6a49,Celeb_Mentioner__b3476b2a715a077828ba94364c3f6a49
luissuarez9,Atletico Madrid player Luis Suarez,Celebrity,general.alert4,Celebrity,Atletico Madrid player Luis Suarez,,Celeb_Mentioner,e2325f87181f688085907048cd770d60,Celeb_Mentioner__e2325f87181f688085907048cd770d60
rafaelnadal,Rafa Nadal,Celebrity,general.alert4,Celebrity,Rafa Nadal,,Celeb_Mentioner,4897899cd8bef34273cddcebf9d9d5e6,Celeb_Mentioner__4897899cd8bef34273cddcebf9d9d5e6
shaq,Shaquille O'Neal,Celebrity,general.alert4,Celebrity,Shaquille O'Neal,,Celeb_Mentioner,596a2939cc1dc7d6abb91afb5df1488a,Celeb_Mentioner__596a2939cc1dc7d6abb91afb5df1488a
kobebryant,Kobe Bryant,Celebrity,general.alert4,Celebrity,Kobe Bryant,,Celeb_Mentioner,bb74e5f5454254972b7db9e4bd6e37c1,Celeb_Mentioner__bb74e5f5454254972b7db9e4bd6e37c1
johncena,John Cena,Celebrity,general.alert4,Celebrity,John Cena,,Celeb_Mentioner,107f995b277b862877d87a09c3008c44,Celeb_Mentioner__107f995b277b862877d87a09c3008c44
rogerfederer,Roger Federer,Celebrity,general.alert4,Celebrity,Roger Federer,,Celeb_Mentioner,60cf0f390cd7a917ff011b6049baf6ee,Celeb_Mentioner__60cf0f390cd7a917ff011b6049baf6ee
benzema,Real Madrid player Karim Benzema,Celebrity,general.alert4,Celebrity,Real Madrid player Karim Benzema,,Celeb_Mentioner,0f09bbaf25ba748cc22fdca97de11c30,Celeb_Mentioner__0f09bbaf25ba748cc22fdca97de11c30
marcelom12,Real Madrid player Marcelo,Celebrity,general.alert4,Celebrity,Real Madrid player Marcelo,,Celeb_Mentioner,e3a86fc9f2285c102dc82f72aefc8820,Celeb_Mentioner__e3a86fc9f2285c102dc82f72aefc8820
carles5puyol,Former Spanish soccer player Carles Puyol,Celebrity,general.alert4,Celebrity,Former Spanish soccer player Carles Puyol,,Celeb_Mentioner,222efdd2125dade983ea34e88c7adafc,Celeb_Mentioner__222efdd2125dade983ea34e88c7adafc
icc,International Cricket Council,Celebrity,general.alert4,Celebrity,International Cricket Council,,Celeb_Mentioner,0849b90e09637a99688a47301f526362,Celeb_Mentioner__0849b90e09637a99688a47301f526362
xabialonso,Vissel Kobe player Xabi Alonso,Celebrity,general.alert4,Celebrity,Vissel Kobe player Xabi Alonso,,Celeb_Mentioner,c003328aacea34fa132e381268d72134,Celeb_Mentioner__c003328aacea34fa132e381268d72134
gautamgambhir,Indian MP Gautam Gambhir,Celebrity,general.alert4,Celebrity,Indian MP Gautam Gambhir,,Celeb_Mentioner,ae9633f8102cbe7f6c350c49c79152d3,Celeb_Mentioner__ae9633f8102cbe7f6c350c49c79152d3
harbhajan_singh,Indian cricket player Harbhajan Singh,Celebrity,general.alert4,Celebrity,Indian cricket player Harbhajan Singh,,Celeb_Mentioner,2b9c6f37bf5b2a94f71346afa09a5fcc,Celeb_Mentioner__2b9c6f37bf5b2a94f71346afa09a5fcc
rioferdy5,Former English soccer player Rio Ferdinand,Celebrity,general.alert4,Celebrity,Former English soccer player Rio Ferdinand,,Celeb_Mentioner,288ea8c345b2799cb9b49f1e72f0fb1f,Celeb_Mentioner__288ea8c345b2799cb9b49f1e72f0fb1f
serenawilliams,Serena Williams,Celebrity,general.alert4,Celebrity,Serena Williams,,Celeb_Mentioner,2b9bac755c32b4d3fe52dc462ffd2ac0,Celeb_Mentioner__2b9bac755c32b4d3fe52dc462ffd2ac0
ashwinravi99,Indian cricket player Ravichandran Ashwin,Celebrity,general.alert4,Celebrity,Indian cricket player Ravichandran Ashwin,,Celeb_Mentioner,82ac39487cb261ddeb93242d131c0000,Celeb_Mentioner__82ac39487cb261ddeb93242d131c0000
cesc4official,AS Monaco player Cesc Fabregas,Celebrity,general.alert4,Celebrity,AS Monaco player Cesc Fabregas,,Celeb_Mentioner,db14aa22e7f7fc236886fa295e80eb6a,Celeb_Mentioner__db14aa22e7f7fc236886fa295e80eb6a
dwyanewade,Former NBA player Dwyane Wade,Celebrity,general.alert4,Celebrity,Former NBA player Dwyane Wade,,Celeb_Mentioner,038ae852f8804205e048af18c0d50d06,Celeb_Mentioner__038ae852f8804205e048af18c0d50d06
persie_official,Former Dutch soccer player Robin van Persie,Celebrity,general.alert4,Celebrity,Former Dutch soccer player Robin van Persie,,Celeb_Mentioner,960b4cb769cdf2b9ac5d4b2c6239f419,Celeb_Mentioner__960b4cb769cdf2b9ac5d4b2c6239f419
ikercasillas,Former Spanish soccer player Iker Casillas,Celebrity,general.alert4,Celebrity,Former Spanish soccer player Iker Casillas,,Celeb_Mentioner,81643041105666cf26dd3b29b9424654,Celeb_Mentioner__81643041105666cf26dd3b29b9424654
carmeloanthony,Portland Trail Blazers player Carmelo Anthony,Celebrity,general.alert4,Celebrity,Portland Trail Blazers player Carmelo Anthony,,Celeb_Mentioner,3fbea536a576637f9c07b9d44ca67227,Celeb_Mentioner__3fbea536a576637f9c07b9d44ca67227
danialvesd2,Sao Paulo player Dani Alves,Celebrity,general.alert4,Celebrity,Sao Paulo player Dani Alves,,Celeb_Mentioner,ff88e6c534bf629839fc718e90d89d7c,Celeb_Mentioner__ff88e6c534bf629839fc718e90d89d7c
guaje7villa,Vissel Kobe player David Villa,Celebrity,general.alert4,Celebrity,Vissel Kobe player David Villa,,Celeb_Mentioner,4e952eb222ba3ed18cb72e6f093868a7,Celeb_Mentioner__4e952eb222ba3ed18cb72e6f093868a7
ch14_,LA Galaxy player Chicharito Hernandez,Celebrity,general.alert4,Celebrity,LA Galaxy player Chicharito Hernandez,,Celeb_Mentioner,aebed666620def5a683c335ec9917244,Celeb_Mentioner__aebed666620def5a683c335ec9917244
tonikroos,Real Madrid player Toni Kroos,Celebrity,general.alert4,Celebrity,Real Madrid player Toni Kroos,,Celeb_Mentioner,9d2e454de277298b31c7db5e574cafde,Celeb_Mentioner__9d2e454de277298b31c7db5e574cafde
djokernole,Novak Djokovic,Celebrity,general.alert4,Celebrity,Novak Djokovic,,Celeb_Mentioner,bf3e00efa0d11004630f34b74a0158c0,Celeb_Mentioner__bf3e00efa0d11004630f34b74a0158c0
mariasharapova,Former tennis player Maria Sharapova,Celebrity,general.alert4,Celebrity,Former tennis player Maria Sharapova,,Celeb_Mentioner,4e79cc3b269dd1d077f3ba36f17b34a6,Celeb_Mentioner__4e79cc3b269dd1d077f3ba36f17b34a6
thenotoriousmma,MMA fighter Conor McGregor,Celebrity,general.alert4,Celebrity,MMA fighter Conor McGregor,,Celeb_Mentioner,937bd0a0a39ead055c6717a9aa5f98b4,Celeb_Mentioner__937bd0a0a39ead055c6717a9aa5f98b4
nsaina,Badminton player Saina Nehwal,Celebrity,general.alert4,Celebrity,Badminton player Saina Nehwal,,Celeb_Mentioner,8ec9389af254c05122642b27d388142d,Celeb_Mentioner__8ec9389af254c05122642b27d388142d
werevertumorro,YouTube personality Gabriel Montiel Gutierrez,Celebrity,general.alert4,Celebrity,YouTube personality Gabriel Montiel Gutierrez,,Celeb_Mentioner,b4bb2d556ccc9fea144aaabdb6c50c0a,Celeb_Mentioner__b4bb2d556ccc9fea144aaabdb6c50c0a
mascherano,Argentine former soccer player Javier Mascherano,Celebrity,general.alert4,Celebrity,Argentine former soccer player Javier Mascherano,,Celeb_Mentioner,6bbfbbf111c2b9c4b7d7a540dba6496f,Celeb_Mentioner__6bbfbbf111c2b9c4b7d7a540dba6496f
floydmayweather,Former Boxer Floyd Mayweather,Celebrity,general.alert4,Celebrity,Former Boxer Floyd Mayweather,,Celeb_Mentioner,a6bcd2ad4548731577e77ea0bd20bddd,Celeb_Mentioner__a6bcd2ad4548731577e77ea0bd20bddd
antogriezmann,FC Barcelona player Antoine Griezmann,Celebrity,general.alert4,Celebrity,FC Barcelona player Antoine Griezmann,,Celeb_Mentioner,77d0b23258d146dd2d2a49a206f318ee,Celeb_Mentioner__77d0b23258d146dd2d2a49a206f318ee
spideranderson,MMA fighter Anderson Silva,Celebrity,general.alert4,Celebrity,MMA fighter Anderson Silva,,Celeb_Mentioner,2b97f091a54ddeb44205f2060d0f9314,Celeb_Mentioner__2b97f091a54ddeb44205f2060d0f9314
tripleh,Former WWE wrestler Triple H,Celebrity,general.alert4,Celebrity,Former WWE wrestler Triple H,,Celeb_Mentioner,910f2e047a324c45018af782cf340a64,Celeb_Mentioner__910f2e047a324c45018af782cf340a64
ibra_official,AC Milan player Zlatan Ibrahimovic,Celebrity,general.alert4,Celebrity,AC Milan player Zlatan Ibrahimovic,,Celeb_Mentioner,2bc2d8739dbf0e6fe2721bb3bb0c839d,Celeb_Mentioner__2bc2d8739dbf0e6fe2721bb3bb0c839d
paugasol,Barcelona Basketball player Pau Gasol,Celebrity,general.alert4,Celebrity,Barcelona Basketball player Pau Gasol,,Celeb_Mentioner,34e1e9ab3b95831162ced9187ae7f374,Celeb_Mentioner__34e1e9ab3b95831162ced9187ae7f374
samialjaber,Saudi former soccer player Sami Al-Jaber,Celebrity,general.alert4,Celebrity,Saudi former soccer player Sami Al-Jaber,,Celeb_Mentioner,63dd1ba81f736912da01e39d19664a8b,Celeb_Mentioner__63dd1ba81f736912da01e39d19664a8b
vvslaxman281,Indian former cricket player VVS Laxman,Celebrity,general.alert4,Celebrity,Indian former cricket player VVS Laxman,,Celeb_Mentioner,16f1d9c80931609c20ae7371533d5c08,Celeb_Mentioner__16f1d9c80931609c20ae7371533d5c08
hazardeden10,Real Madrid player Eden Hazard,Celebrity,general.alert4,Celebrity,Real Madrid player Eden Hazard,,Celeb_Mentioner,2c3b10e710d1b43bc2d23d5ac0e9fd1f,Celeb_Mentioner__2c3b10e710d1b43bc2d23d5ac0e9fd1f
g_higuain,Inter Miami player Gonzalo Higuain,Celebrity,general.alert4,Celebrity,Inter Miami player Gonzalo Higuain,,Celeb_Mentioner,7a35ca2eb176a1977c805715f47378b8,Celeb_Mentioner__7a35ca2eb176a1977c805715f47378b8
ninja,Video game streamer Ninja,Celebrity,general.alert4,Celebrity,Video game streamer Ninja,,Celeb_Mentioner,a11f9a9ff55588c0083ce51ed9813b65,Celeb_Mentioner__a11f9a9ff55588c0083ce51ed9813b65
tigerwoods,Tiger Woods,Celebrity,general.alert4,Celebrity,Tiger Woods,,Celeb_Mentioner,e67c141d22d9f3679915945a58022beb,Celeb_Mentioner__e67c141d22d9f3679915945a58022beb
dwighthoward,Philadelphia 76ers player Dwight Howard,Celebrity,general.alert4,Celebrity,Philadelphia 76ers player Dwight Howard,,Celeb_Mentioner,04e684b8063c1d933fecc9cc2e7cd9e2,Celeb_Mentioner__04e684b8063c1d933fecc9cc2e7cd9e2
y20,Saudi former soccer player Yasser Al-Qahtani,Celebrity,general.alert4,Celebrity,Saudi former soccer player Yasser Al-Qahtani,,Celeb_Mentioner,5df611a67a011ee4d8c15240924771c7,Celeb_Mentioner__5df611a67a011ee4d8c15240924771c7
hardikpandya7,Indian cricket player Hardik Pandya,Celebrity,general.alert4,Celebrity,Indian cricket player Hardik Pandya,,Celeb_Mentioner,e341f308bd26c349ca094af701a237fb,Celeb_Mentioner__e341f308bd26c349ca094af701a237fb
ajinkyarahane88,Indian cricket player Ajimkya Rahane,Celebrity,general.alert4,Celebrity,Indian cricket player Ajimkya Rahane,,Celeb_Mentioner,5a79162abebeca25518757a1e0239cde,Celeb_Mentioner__5a79162abebeca25518757a1e0239cde
corinthians,Sport Club Corinthians Paulista,Celebrity,general.alert4,Celebrity,Sport Club Corinthians Paulista,,Celeb_Mentioner,125f8859762176f8b3ca18a8d1c49779,Celeb_Mentioner__125f8859762176f8b3ca18a8d1c49779
raphaelvarane,Real Madrid player Raphael Varane,Celebrity,general.alert4,Celebrity,Real Madrid player Raphael Varane,,Celeb_Mentioner,07d724e3cb47672e0deb0c6e834b449d,Celeb_Mentioner__07d724e3cb47672e0deb0c6e834b449d
randyorton,WWE wrestler Randy Orton,Celebrity,general.alert4,Celebrity,WWE wrestler Randy Orton,,Celeb_Mentioner,02220c9aab42d581e2ee16f25b50ecc7,Celeb_Mentioner__02220c9aab42d581e2ee16f25b50ecc7
lewishamilton,Formula 1 driver Lewis Hamilton,Celebrity,general.alert4,Celebrity,Formula 1 driver Lewis Hamilton,,Celeb_Mentioner,96aa018e48fdcda968fa5d41cafe5061,Celeb_Mentioner__96aa018e48fdcda968fa5d41cafe5061
aarbeloa17,Spanish former soccer player Alvaro Arbeola,Celebrity,general.alert4,Celebrity,Spanish former soccer player Alvaro Arbeola,,Celeb_Mentioner,627b5fd9acb191151329a65297d69316,Celeb_Mentioner__627b5fd9acb191151329a65297d69316
imzaheer,Indian cricket player Zaheer Khan,Celebrity,general.alert4,Celebrity,Indian cricket player Zaheer Khan,,Celeb_Mentioner,b64ffe7b9410f4453d5f9a0944737cd8,Celeb_Mentioner__b64ffe7b9410f4453d5f9a0944737cd8
kmbappe,Paris Saint-Germain player Kylian Mbappe,Celebrity,general.alert4,Celebrity,Paris Saint-Germain player Kylian Mbappe,,Celeb_Mentioner,7d0677e46bfe7e69e28052c9303665e7,Celeb_Mentioner__7d0677e46bfe7e69e28052c9303665e7
sganguly99,Indian cricket player Sourav Ganguly,Celebrity,general.alert4,Celebrity,Indian cricket player Sourav Ganguly,,Celeb_Mentioner,0f38f8dca68e06abf3d1334d076fd0a7,Celeb_Mentioner__0f38f8dca68e06abf3d1334d076fd0a7
miketyson,Former boxer Mike Tyson,Celebrity,general.alert4,Celebrity,Former boxer Mike Tyson,,Celeb_Mentioner,ca4d454c3b2049b094f78e5959cf505b,Celeb_Mentioner__ca4d454c3b2049b094f78e5959cf505b
danawhite,UFC President Dana White,Celebrity,general.alert4,Celebrity,UFC President Dana White,,Celeb_Mentioner,2d1ac3611a66f9bae0056d8583e93ed6,Celeb_Mentioner__2d1ac3611a66f9bae0056d8583e93ed6
valeyellow46,Professional motorcycle driver Valentino Rossi,Celebrity,general.alert4,Celebrity,Professional motorcycle driver Valentino Rossi,,Celeb_Mentioner,c685ac8e62346105c60210e71d135471,Celeb_Mentioner__c685ac8e62346105c60210e71d135471
isco_alarcon,Real Madrid player Isco,Celebrity,general.alert4,Celebrity,Real Madrid player Isco,,Celeb_Mentioner,603e7894640398220d37621aff01fa74,Celeb_Mentioner__603e7894640398220d37621aff01fa74
irfanpathan,Indian cricket player Ifran Pathan,Celebrity,general.alert4,Celebrity,Indian cricket player Ifran Pathan,,Celeb_Mentioner,51eb4f57f5590851fa68955a68992c26,Celeb_Mentioner__51eb4f57f5590851fa68955a68992c26
wasimakramlive,Former Pakistani cricket captain Wasim Akram,Celebrity,general.alert4,Celebrity,Former Pakistani cricket captain Wasim Akram,,Celeb_Mentioner,7d18baf8bbc51be298ca6bceb3af00a2,Celeb_Mentioner__7d18baf8bbc51be298ca6bceb3af00a2
midoahm,Former Egyptian soccer player Mido,Celebrity,general.alert4,Celebrity,Former Egyptian soccer player Mido,,Celeb_Mentioner,6ff661412b2c02fede52a886bae3e9a5,Celeb_Mentioner__6ff661412b2c02fede52a886bae3e9a5
diegoforlan7,Former Uruguayan soccer player Diego Forlan,Celebrity,general.alert4,Celebrity,Former Uruguayan soccer player Diego Forlan,,Celeb_Mentioner,857d883d28ef05df53458884ee02583f,Celeb_Mentioner__857d883d28ef05df53458884ee02583f
yuvstrong12,Indian cricket player Yuvraj Singh,Celebrity,general.alert4,Celebrity,Indian cricket player Yuvraj Singh,,Celeb_Mentioner,e855a6b25811dd3bda0095974e268a04,Celeb_Mentioner__e855a6b25811dd3bda0095974e268a04
pocholavezzi,Former Argentine soccer player Ezequiel Lavezzi,Celebrity,general.alert4,Celebrity,Former Argentine soccer player Ezequiel Lavezzi,,Celeb_Mentioner,4cf7a7941523347693108170a888764f,Celeb_Mentioner__4cf7a7941523347693108170a888764f
bschweinsteiger,Former German soccer player Basti Schweinsteiger,Celebrity,general.alert4,Celebrity,Former German soccer player Basti Schweinsteiger,,Celeb_Mentioner,25da6d8e4b5e892db74deb6006316e27,Celeb_Mentioner__25da6d8e4b5e892db74deb6006316e27
trikaofficial,Former Egyptian soccer player Mohamed Aboutrika,Celebrity,general.alert4,Celebrity,Former Egyptian soccer player Mohamed Aboutrika,,Celeb_Mentioner,326ddfb4746e6fae0aef3a6d4375a614,Celeb_Mentioner__326ddfb4746e6fae0aef3a6d4375a614
theajmendez,Former WWE wrestler AJ Mendez,Celebrity,general.alert4,Celebrity,Former WWE wrestler AJ Mendez,,Celeb_Mentioner,198b8f365cf7b1635f820abf023cf40d,Celeb_Mentioner__198b8f365cf7b1635f820abf023cf40d
_pedro17_,AS Roma player Pedro Rodriguez,Celebrity,general.alert4,Celebrity,AS Roma player Pedro Rodriguez,,Celeb_Mentioner,297ebd8ef8642f337771e1a21a4132f7,Celeb_Mentioner__297ebd8ef8642f337771e1a21a4132f7
usainbolt,Usain Bolt,Celebrity,general.alert4,Celebrity,Usain Bolt,,Celeb_Mentioner,bd0ae773d9c99ee8d8734c4d216ec387,Celeb_Mentioner__bd0ae773d9c99ee8d8734c4d216ec387
manuginobili,Former Argentine basketball player Manu Ginobili,Celebrity,general.alert4,Celebrity,Former Argentine basketball player Manu Ginobili,,Celeb_Mentioner,e511cc0d7eea9f5b105d9912802f4992,Celeb_Mentioner__e511cc0d7eea9f5b105d9912802f4992
wwesheamus,WWE wrestler Sheamus,Celebrity,general.alert4,Celebrity,WWE wrestler Sheamus,,Celeb_Mentioner,c952a285941573813847b11a90216c8f,Celeb_Mentioner__c952a285941573813847b11a90216c8f
irfanbachdim10,PSS Sleman player Ifran Bachdim,Celebrity,general.alert4,Celebrity,PSS Sleman player Ifran Bachdim,,Celeb_Mentioner,bc256713b957905e2a62ce40e015bd42,Celeb_Mentioner__bc256713b957905e2a62ce40e015bd42
elnenny,Arsenal player Mohamed Elneny,Celebrity,general.alert4,Celebrity,Arsenal player Mohamed Elneny,,Celeb_Mentioner,799792a7e02c50d8f9875493094ffa55,Celeb_Mentioner__799792a7e02c50d8f9875493094ffa55
steveaustinbsr,Steve Austin,Celebrity,general.alert4,Celebrity,Steve Austin,,Celeb_Mentioner,3c551963641504f7d0b2a6f042e11950,Celeb_Mentioner__3c551963641504f7d0b2a6f042e11950
kingarturo23,Inter Milan player Arturo Vidal,Celebrity,general.alert4,Celebrity,Inter Milan player Arturo Vidal,,Celeb_Mentioner,e8c27223671b8d8ddd5f591b2109c7d0,Celeb_Mentioner__e8c27223671b8d8ddd5f591b2109c7d0
wwedanielbryan,WWE wrestler Daniel Bryan,Celebrity,general.alert4,Celebrity,WWE wrestler Daniel Bryan,,Celeb_Mentioner,c7899502c53c4be9f7a5e0f341db8f59,Celeb_Mentioner__c7899502c53c4be9f7a5e0f341db8f59
timtebow,Former NFL player Tim Tebow,Celebrity,general.alert4,Celebrity,Former NFL player Tim Tebow,,Celeb_Mentioner,f0856bdd6fe3b4d65a7aa8b2b9a380df,Celeb_Mentioner__f0856bdd6fe3b4d65a7aa8b2b9a380df
anilkumble1074,Former Indian cricket captain Anil Kumble,Celebrity,general.alert4,Celebrity,Former Indian cricket captain Anil Kumble,,Celeb_Mentioner,3c0dfe226ed2d5a8dcbdd22eb807f461,Celeb_Mentioner__3c0dfe226ed2d5a8dcbdd22eb807f461
oscar8,Shanghai Port FC player Oscar,Celebrity,general.alert4,Celebrity,Shanghai Port FC player Oscar,,Celeb_Mentioner,519ffec326c05dc321b185c75b318855,Celeb_Mentioner__519ffec326c05dc321b185c75b318855
tonyhawk,Skateboarder Tony Hawk,Celebrity,general.alert4,Celebrity,Skateboarder Tony Hawk,,Celeb_Mentioner,e4d97aa21fd6e782addb8b84fdb83dd1,Celeb_Mentioner__e4d97aa21fd6e782addb8b84fdb83dd1
gnev2,Former English soccer player Gary Neville,Celebrity,general.alert4,Celebrity,Former English soccer player Gary Neville,,Celeb_Mentioner,29924863b84b433366fb497e72c1b3f1,Celeb_Mentioner__29924863b84b433366fb497e72c1b3f1
esmuellert_,Bayern Munich player Thomas Muller,Celebrity,general.alert4,Celebrity,Bayern Munich player Thomas Muller,,Celeb_Mentioner,fada433e108921ba694294502707f8ce,Celeb_Mentioner__fada433e108921ba694294502707f8ce
alvaromorata,Juventus player Alvaro Morata,Celebrity,general.alert4,Celebrity,Juventus player Alvaro Morata,,Celeb_Mentioner,733e0d85366ee87d98c8f6073a439b9f,Celeb_Mentioner__733e0d85366ee87d98c8f6073a439b9f
mariogoetze,PSV Eindhoven Mario Gotze,Celebrity,general.alert4,Celebrity,PSV Eindhoven Mario Gotze,,Celeb_Mentioner,453482bda8ba25bb547d2b380a5efc52,Celeb_Mentioner__453482bda8ba25bb547d2b380a5efc52
wweromanreigns,WWE wrestler Roman Reigns,Celebrity,general.alert4,Celebrity,WWE wrestler Roman Reigns,,Celeb_Mentioner,a03b811c8fc647ef73a7b8b442ba251c,Celeb_Mentioner__a03b811c8fc647ef73a7b8b442ba251c
ahmedfathi,Pyramids FC player Ahmed Fathi,Celebrity,general.alert4,Celebrity,Pyramids FC player Ahmed Fathi,,Celeb_Mentioner,bd2a1b43f060776e2655c2fe094874e8,Celeb_Mentioner__bd2a1b43f060776e2655c2fe094874e8
paulpierce34,NBA analyst Paul Pierce,Celebrity,general.alert4,Celebrity,NBA analyst Paul Pierce,,Celeb_Mentioner,849185d77ab651d0616dfbadf11a9363,Celeb_Mentioner__849185d77ab651d0616dfbadf11a9363
danicarvajal92,Real Madrid player Dani Carvajal,Celebrity,general.alert4,Celebrity,Real Madrid player Dani Carvajal,,Celeb_Mentioner,27b377520eee45ebc89d8fee5fa8f621,Celeb_Mentioner__27b377520eee45ebc89d8fee5fa8f621
shawnmichaels,Former wrestler Shawn Michaels,Celebrity,general.alert4,Celebrity,Former wrestler Shawn Michaels,,Celeb_Mentioner,3d281f879606abb9ff01bf7937e6db29,Celeb_Mentioner__3d281f879606abb9ff01bf7937e6db29
21lva,Real Soceidad player David Silver,Celebrity,general.alert4,Celebrity,Real Soceidad player David Silver,,Celeb_Mentioner,d6b67bc8a0c7a11368fc2837593401bb,Celeb_Mentioner__d6b67bc8a0c7a11368fc2837593401bb
sneijder101010,Former Dutch soccer player Wesley Sneijder,Celebrity,general.alert4,Celebrity,Former Dutch soccer player Wesley Sneijder,,Celeb_Mentioner,29778ccf4f5c19fbe12ac390177159c1,Celeb_Mentioner__29778ccf4f5c19fbe12ac390177159c1
manuel_neuer,Bayern Munich player Manuel Neuer,Celebrity,general.alert4,Celebrity,Bayern Munich player Manuel Neuer,,Celeb_Mentioner,960e992b32a5084d9ab27d2c51b4b3af,Celeb_Mentioner__960e992b32a5084d9ab27d2c51b4b3af
lalitkmodi,Indian Premier League founder Lalit Modi,Celebrity,general.alert4,Celebrity,Indian Premier League founder Lalit Modi,,Celeb_Mentioner,e0eba9514f2cc55ad77b1fde1fdfd307,Celeb_Mentioner__e0eba9514f2cc55ad77b1fde1fdfd307
alexmorgan13,Orlando Pride player Alex Morgan,Celebrity,general.alert4,Celebrity,Orlando Pride player Alex Morgan,,Celeb_Mentioner,c03f1af6d46ae37e15e8d641388bab26,Celeb_Mentioner__c03f1af6d46ae37e15e8d641388bab26
cuadrado,Juventus player Juan Cuadrado,Celebrity,general.alert4,Celebrity,Juventus player Juan Cuadrado,,Celeb_Mentioner,0dd3a0aead3e51eccf6b3650d3dbcdc9,Celeb_Mentioner__0dd3a0aead3e51eccf6b3650d3dbcdc9
luisnani,Orlando City SC player Nani,Celebrity,general.alert4,Celebrity,Orlando City SC player Nani,,Celeb_Mentioner,096ddb4b87ad52f6a592171cd890e326,Celeb_Mentioner__096ddb4b87ad52f6a592171cd890e326
reallamarodom,Former NBA player Lamar Odom,Celebrity,general.alert4,Celebrity,Former NBA player Lamar Odom,,Celeb_Mentioner,ef199fcfc6d4a933043420f65a4cb736,Celeb_Mentioner__ef199fcfc6d4a933043420f65a4cb736
wwerollins,WWE wrestler Seth Rollins,Celebrity,general.alert4,Celebrity,WWE wrestler Seth Rollins,,Celeb_Mentioner,e20448935465742f9a23254f24d9e43e,Celeb_Mentioner__e20448935465742f9a23254f24d9e43e
