keyword,caption_name,type,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
sergiocanales,Real Betis player Sergio Canales,Celebrity,general.alert4,Celebrity,Real Betis player Sergio Canales,,Celeb_Mentioner,8c889cb12e9535b90d1f156937eb577f,Celeb_Mentioner__8c889cb12e9535b90d1f156937eb577f
notamendi30,Benefica player Nicolas Otamendi,Celebrity,general.alert4,Celebrity,Benefica player Nicolas Otamendi,,Celeb_Mentioner,2229e63517c4c9dad34c33548df2b005,Celeb_Mentioner__2229e63517c4c9dad34c33548df2b005
tonybellew,Former English boxer Tony Bellew,Celebrity,general.alert4,Celebrity,Former English boxer Tony Bellew,,Celeb_Mentioner,7a9e789e2619e6ea373e589f5e429a94,Celeb_Mentioner__7a9e789e2619e6ea373e589f5e429a94
miralem_pjanic,Barcelona player Miralem Pjanic,Celebrity,general.alert4,Celebrity,Barcelona player Miralem Pjanic,,Celeb_Mentioner,8ec3c5342bfd64b9af867c090d95afd6,Celeb_Mentioner__8ec3c5342bfd64b9af867c090d95afd6
shah64y,Pakistani Shah Yasir Shah,Celebrity,general.alert4,Celebrity,Pakistani Shah Yasir Shah,,Celeb_Mentioner,84886456d9e027a92adc52579f04ca53,Celeb_Mentioner__84886456d9e027a92adc52579f04ca53
dustinrhodes,All Elite Wrestling wrestler Dustin Rhodes,Celebrity,general.alert4,Celebrity,All Elite Wrestling wrestler Dustin Rhodes,,Celeb_Mentioner,f75b7c465e57c6da3f9bb2c963c55478,Celeb_Mentioner__f75b7c465e57c6da3f9bb2c963c55478
shinsuken,UFC fighter Shinsuke Nakamura,Celebrity,general.alert4,Celebrity,UFC fighter Shinsuke Nakamura,,Celeb_Mentioner,e0eb9e267059751af951cc54df3b4073,Celeb_Mentioner__e0eb9e267059751af951cc54df3b4073
michaelessien,Former Ghanaian soccer player Michael Essien,Celebrity,general.alert4,Celebrity,Former Ghanaian soccer player Michael Essien,,Celeb_Mentioner,8cc29bf93b3ff855d300f999d92cf874,Celeb_Mentioner__8cc29bf93b3ff855d300f999d92cf874
thebarbieblank,Former WWE wrestler Barbie Blank,Celebrity,general.alert4,Celebrity,Former WWE wrestler Barbie Blank,,Celeb_Mentioner,2e108521f5e201c728a1135df6b23c5a,Celeb_Mentioner__2e108521f5e201c728a1135df6b23c5a
lyotomachidafw,UFC fighter Lyoto Machida,Celebrity,general.alert4,Celebrity,UFC fighter Lyoto Machida,,Celeb_Mentioner,b94558165a887e2e87c1ff89988a29e3,Celeb_Mentioner__b94558165a887e2e87c1ff89988a29e3
akaichinou9,Kuwait SC player Ahmed Akaichi,Celebrity,general.alert4,Celebrity,Kuwait SC player Ahmed Akaichi,,Celeb_Mentioner,9cd89d09f49007a194abb85a8821c056,Celeb_Mentioner__9cd89d09f49007a194abb85a8821c056
kevin_strootman,Genoa player Kevin Strootman,Celebrity,general.alert4,Celebrity,Genoa player Kevin Strootman,,Celeb_Mentioner,58556055cc1f046ff4800eb4ccc783db,Celeb_Mentioner__58556055cc1f046ff4800eb4ccc783db
heathxxii,Former WWE wrestler Heath Slater,Celebrity,general.alert4,Celebrity,Former WWE wrestler Heath Slater,,Celeb_Mentioner,08a8fd9cceb3d9ecca87ed38a09ba1b5,Celeb_Mentioner__08a8fd9cceb3d9ecca87ed38a09ba1b5
carl_froch,Former English boxer Carl Froch,Celebrity,general.alert4,Celebrity,Former English boxer Carl Froch,,Celeb_Mentioner,d937463eba1e3c8129c751ee8f52f52e,Celeb_Mentioner__d937463eba1e3c8129c751ee8f52f52e
theborisbecker,Former tennis player Boris Becker,Celebrity,general.alert4,Celebrity,Former tennis player Boris Becker,,Celeb_Mentioner,16d9632c84c9ffd2f164ceeda484359e,Celeb_Mentioner__16d9632c84c9ffd2f164ceeda484359e
jadhavkedar,Indian cricketer Kedar Jadhav,Celebrity,general.alert4,Celebrity,Indian cricketer Kedar Jadhav,,Celeb_Mentioner,131a964b4ca7e48028a1bce4ee35e7ec,Celeb_Mentioner__131a964b4ca7e48028a1bce4ee35e7ec
beckysauerbrunn,Portland Thorns player Becky Sauerbrunn,Celebrity,general.alert4,Celebrity,Portland Thorns player Becky Sauerbrunn,,Celeb_Mentioner,8f9d621ffa9c36ad7721f97e1bd0d830,Celeb_Mentioner__8f9d621ffa9c36ad7721f97e1bd0d830
teddibiase,Former WWE wrestler Ted DiBiase,Celebrity,general.alert4,Celebrity,Former WWE wrestler Ted DiBiase,,Celeb_Mentioner,0ff967d93dc9f822d63e01967d356091,Celeb_Mentioner__0ff967d93dc9f822d63e01967d356091
gullitr,Former Dutch soccer player Ruud Gullit,Celebrity,general.alert4,Celebrity,Former Dutch soccer player Ruud Gullit,,Celeb_Mentioner,709305466ee07006097a9cd0f4217e71,Celeb_Mentioner__709305466ee07006097a9cd0f4217e71
cheryshev,Valencia player Denis Cheryshev,Celebrity,general.alert4,Celebrity,Valencia player Denis Cheryshev,,Celeb_Mentioner,f5905ed8cbd223e6213ded2d9ac4d3ee,Celeb_Mentioner__f5905ed8cbd223e6213ded2d9ac4d3ee
realtristan13,Boston Celtics player Tristan Thompson,Celebrity,general.alert4,Celebrity,Boston Celtics player Tristan Thompson,,Celeb_Mentioner,a1b26a244f130911417539630bfef479,Celeb_Mentioner__a1b26a244f130911417539630bfef479
adelaurentiis,SC Napoli owner Aurelio De Laurentiis,Celebrity,general.alert4,Celebrity,SC Napoli owner Aurelio De Laurentiis,,Celeb_Mentioner,f8983a49a55f013bd2edc72f1d13ec08,Celeb_Mentioner__f8983a49a55f013bd2edc72f1d13ec08
imanshumpert,Brooklyn Nets player Iman Schumpert,Celebrity,general.alert4,Celebrity,Brooklyn Nets player Iman Schumpert,,Celeb_Mentioner,fc8bb28bde52e0b303c4680a4dd4f185,Celeb_Mentioner__fc8bb28bde52e0b303c4680a4dd4f185
brianlara,Former Trinidadian cricketer Brian Lara,Celebrity,general.alert4,Celebrity,Former Trinidadian cricketer Brian Lara,,Celeb_Mentioner,010efd179821ebe98eedd4a5e1b83464,Celeb_Mentioner__010efd179821ebe98eedd4a5e1b83464
rcaio03,Flamengo player Rodrigo Caio,Celebrity,general.alert4,Celebrity,Flamengo player Rodrigo Caio,,Celeb_Mentioner,d8cd9bbbfa830d2125bbd3440d1baa8f,Celeb_Mentioner__d8cd9bbbfa830d2125bbd3440d1baa8f
greivisvasquez,NBA G League Erie Bayhawks coach Greivis Vasquez,Celebrity,general.alert4,Celebrity,NBA G League Erie Bayhawks coach Greivis Vasquez,,Celeb_Mentioner,e3610608bb0af2eb4d4114a396477757,Celeb_Mentioner__e3610608bb0af2eb4d4114a396477757
jona_orozco,Tijuana player Jonathan Orozco,Celebrity,general.alert4,Celebrity,Tijuana player Jonathan Orozco,,Celeb_Mentioner,e617c61f01b8d265d57f3f9ca7e0ef56,Celeb_Mentioner__e617c61f01b8d265d57f3f9ca7e0ef56
mettaworld37,Former NBA player Metta Sandiford-Artest,Celebrity,general.alert4,Celebrity,Former NBA player Metta Sandiford-Artest,,Celeb_Mentioner,575e91699e81a133055ca54806a68505,Celeb_Mentioner__575e91699e81a133055ca54806a68505
stevekerr,Golden State Warriors coach Steve Kerr,Celebrity,general.alert4,Celebrity,Golden State Warriors coach Steve Kerr,,Celeb_Mentioner,3f63900e62ac27c1a2abee061710efbf,Celeb_Mentioner__3f63900e62ac27c1a2abee061710efbf
clint_dempsey,Former US soccer player Clint Dempsey,Celebrity,general.alert4,Celebrity,Former US soccer player Clint Dempsey,,Celeb_Mentioner,d56d7052f1d8a86d618efe5a018879ac,Celeb_Mentioner__d56d7052f1d8a86d618efe5a018879ac
jharrison9292,Former NFL player James Harrison,Celebrity,general.alert4,Celebrity,Former NFL player James Harrison,,Celeb_Mentioner,ba226f4fea8305c4a732472c365a4a34,Celeb_Mentioner__ba226f4fea8305c4a732472c365a4a34
daniceballos46,Arsenal player Dani Ceballos,Celebrity,general.alert4,Celebrity,Arsenal player Dani Ceballos,,Celeb_Mentioner,5af1ba71a4217a4c98e278c38ed866dc,Celeb_Mentioner__5af1ba71a4217a4c98e278c38ed866dc
joel9one,Former NFL player Chris Long,Celebrity,general.alert4,Celebrity,Former NFL player Chris Long,,Celeb_Mentioner,d2b89c363d14da6750b12ff7fc8b0f3a,Celeb_Mentioner__d2b89c363d14da6750b12ff7fc8b0f3a
hunterpence,Former MLB player Hunter Pence,Celebrity,general.alert4,Celebrity,Former MLB player Hunter Pence,,Celeb_Mentioner,b150318d1d1714e27bab81c523b20a99,Celeb_Mentioner__b150318d1d1714e27bab81c523b20a99
petra_kvitova,Tennis player Petra Kvitova,Celebrity,general.alert4,Celebrity,Tennis player Petra Kvitova,,Celeb_Mentioner,ef9a3040f356ad19b91c9054485eb404,Celeb_Mentioner__ef9a3040f356ad19b91c9054485eb404
dalotdiogo,AC Milan player Diogo Dalot,Celebrity,general.alert4,Celebrity,AC Milan player Diogo Dalot,,Celeb_Mentioner,07ca95faebbd45fff9ac5c4f729c8b59,Celeb_Mentioner__07ca95faebbd45fff9ac5c4f729c8b59
mandhana_smriti,Indian cricketer Smriti Mandhana,Celebrity,general.alert4,Celebrity,Indian cricketer Smriti Mandhana,,Celeb_Mentioner,ea35d582883faba2d0d0c51140db64fe,Celeb_Mentioner__ea35d582883faba2d0d0c51140db64fe
courbet_julien,Journalist Julien Courbet,Celebrity,general.alert4,Celebrity,Journalist Julien Courbet,,Celeb_Mentioner,831419a5b416b5a4d6526e9fb57eac28,Celeb_Mentioner__831419a5b416b5a4d6526e9fb57eac28
23llull,Real Madrid basketball player Sergio Llull,Celebrity,general.alert4,Celebrity,Real Madrid basketball player Sergio Llull,,Celeb_Mentioner,96243fcba2b5ac389a7f3912d954899e,Celeb_Mentioner__96243fcba2b5ac389a7f3912d954899e
joehennig,Former WWE wrestler Joe Hennig,Celebrity,general.alert4,Celebrity,Former WWE wrestler Joe Hennig,,Celeb_Mentioner,5ede2318d1f8ca66199148944f82cba4,Celeb_Mentioner__5ede2318d1f8ca66199148944f82cba4
randy_couture,Former UFC fighter Randy Couture,Celebrity,general.alert4,Celebrity,Former UFC fighter Randy Couture,,Celeb_Mentioner,392c495a6918c24bc051d2a71714b1c7,Celeb_Mentioner__392c495a6918c24bc051d2a71714b1c7
deandrehopkins,Arizona Cardinals WR DeAndre Hopkins,Celebrity,general.alert4,Celebrity,Arizona Cardinals WR DeAndre Hopkins,,Celeb_Mentioner,d0d7deab806d35b58a303ebbefb96eba,Celeb_Mentioner__d0d7deab806d35b58a303ebbefb96eba
cuencaisaac,Granada player Isaac Cuenca,Celebrity,general.alert4,Celebrity,Granada player Isaac Cuenca,,Celeb_Mentioner,40c0e2c8fe5e6c47d3df890e655d8204,Celeb_Mentioner__40c0e2c8fe5e6c47d3df890e655d8204
gaules,Twitch streamer Gaules,Celebrity,general.alert4,Celebrity,Twitch streamer Gaules,,Celeb_Mentioner,f41fd804d0a6e5bbf1034d7ff78d8018,Celeb_Mentioner__f41fd804d0a6e5bbf1034d7ff78d8018
jeffrensuarezb,Al-Dhaid player Jeffren Suarez,Celebrity,general.alert4,Celebrity,Al-Dhaid player Jeffren Suarez,,Celeb_Mentioner,54e428613505ac9ebbf6df5a595435ca,Celeb_Mentioner__54e428613505ac9ebbf6df5a595435ca
iamfawadalam25,Pakistani cricketer Fawad Alam,Celebrity,general.alert4,Celebrity,Pakistani cricketer Fawad Alam,,Celeb_Mentioner,73ba23e47d9c7b94588ab65404200a89,Celeb_Mentioner__73ba23e47d9c7b94588ab65404200a89
dgreen_14,Philadelphia 76ers player Danny Green,Celebrity,general.alert4,Celebrity,Philadelphia 76ers player Danny Green,,Celeb_Mentioner,b3afbbddaf293e3034142183af441485,Celeb_Mentioner__b3afbbddaf293e3034142183af441485
scottiepippen,Former NBA player Scottie Pippen,Celebrity,general.alert4,Celebrity,Former NBA player Scottie Pippen,,Celeb_Mentioner,085591a4d3fcce7922e555a8f7d3018c,Celeb_Mentioner__085591a4d3fcce7922e555a8f7d3018c
officialradja,Cagliari player Radja Nainggolan,Celebrity,general.alert4,Celebrity,Cagliari player Radja Nainggolan,,Celeb_Mentioner,89667c6f128c8fbc31d344d99ac2a1b6,Celeb_Mentioner__89667c6f128c8fbc31d344d99ac2a1b6
tonykanaan,Former IndyCar driver Tony Kanaan,Celebrity,general.alert4,Celebrity,Former IndyCar driver Tony Kanaan,,Celeb_Mentioner,c04f294e039ff52effbff9ce056bbbe2,Celeb_Mentioner__c04f294e039ff52effbff9ce056bbbe2
dancarter,Former New Zealand rugby player Dan Carter,Celebrity,general.alert4,Celebrity,Former New Zealand rugby player Dan Carter,,Celeb_Mentioner,cac0ac22f3baf118eee170d5da744a30,Celeb_Mentioner__cac0ac22f3baf118eee170d5da744a30
hershybru,South African cricket coach Herschelle Gibbs,Celebrity,general.alert4,Celebrity,South African cricket coach Herschelle Gibbs,,Celeb_Mentioner,5d33db9527eb88c9ef7c604b08e377dc,Celeb_Mentioner__5d33db9527eb88c9ef7c604b08e377dc
diegogodin,Cagliari player Diego Godin,Celebrity,general.alert4,Celebrity,Cagliari player Diego Godin,,Celeb_Mentioner,30b4837aa4925c2fbec291f1f90130cc,Celeb_Mentioner__30b4837aa4925c2fbec291f1f90130cc
sting,All Elite Wrestling wrestler Sting,Celebrity,general.alert4,Celebrity,All Elite Wrestling wrestler Sting,,Celeb_Mentioner,c3a4d3c5f3908e0e6894c9aa480059d7,Celeb_Mentioner__c3a4d3c5f3908e0e6894c9aa480059d7
chaelsonnen,Former MMA fighter Chael Sonnen,Celebrity,general.alert4,Celebrity,Former MMA fighter Chael Sonnen,,Celeb_Mentioner,8b70f3fec784e15a82d708d0710da26f,Celeb_Mentioner__8b70f3fec784e15a82d708d0710da26f
rikakoikee,Japanese swimmer Rikako Ikee,Celebrity,general.alert4,Celebrity,Japanese swimmer Rikako Ikee,,Celeb_Mentioner,cb071ee98e23cd7bda10b6195f811c2e,Celeb_Mentioner__cb071ee98e23cd7bda10b6195f811c2e
titusoneilwwe,WWE wrestler Titus O'Neill,Celebrity,general.alert4,Celebrity,WWE wrestler Titus O'Neill,,Celeb_Mentioner,8db8854df5bbdd8f5ecbe09f44b2f467,Celeb_Mentioner__8db8854df5bbdd8f5ecbe09f44b2f467
nickdiaz209,Former UFC fighter Nick Diaz,Celebrity,general.alert4,Celebrity,Former UFC fighter Nick Diaz,,Celeb_Mentioner,cb267d0d79d103e1467b61c432790270,Celeb_Mentioner__cb267d0d79d103e1467b61c432790270
adnanjanuzaj,Real Sociedad player Adnan Januzaj,Celebrity,general.alert4,Celebrity,Real Sociedad player Adnan Januzaj,,Celeb_Mentioner,33f69f484e27f73ab6b1edfd02bbeb67,Celeb_Mentioner__33f69f484e27f73ab6b1edfd02bbeb67
realjaywilliams,Former NBA player Jay Williams,Celebrity,general.alert4,Celebrity,Former NBA player Jay Williams,,Celeb_Mentioner,5981e69068351cc707279220ef8db317,Celeb_Mentioner__5981e69068351cc707279220ef8db317
larosamendes,Former WWE wrestler Milena Roucka,Celebrity,general.alert4,Celebrity,Former WWE wrestler Milena Roucka,,Celeb_Mentioner,205a18a227c212403e179134c55526bb,Celeb_Mentioner__205a18a227c212403e179134c55526bb
danabrookewwe,WWE wrestler Dana Brooke,Celebrity,general.alert4,Celebrity,WWE wrestler Dana Brooke,,Celeb_Mentioner,659315573615ed7680ecf7dd82ac8e01,Celeb_Mentioner__659315573615ed7680ecf7dd82ac8e01
iamfrimpong26,Former Ghanaian soccer player Emmanuel Frimpong,Celebrity,general.alert4,Celebrity,Former Ghanaian soccer player Emmanuel Frimpong,,Celeb_Mentioner,7c1d5e329660ce721001d87d2fe028b6,Celeb_Mentioner__7c1d5e329660ce721001d87d2fe028b6
aaronlennon12,Former English soccer player Aaron Lennon,Celebrity,general.alert4,Celebrity,Former English soccer player Aaron Lennon,,Celeb_Mentioner,0d0f7f3e49832939b63614b4e3b55ed8,Celeb_Mentioner__0d0f7f3e49832939b63614b4e3b55ed8
allwaltrip,Former NASCAR driver Darrell Waltrip,Celebrity,general.alert4,Celebrity,Former NASCAR driver Darrell Waltrip,,Celeb_Mentioner,22f9e69d2c1b76bd5e53054934ffc9a4,Celeb_Mentioner__22f9e69d2c1b76bd5e53054934ffc9a4
blessedmma,UFC fighter Max Holloway,Celebrity,general.alert4,Celebrity,UFC fighter Max Holloway,,Celeb_Mentioner,a8c1c0ffdb1e8c604b4926c8d0e55629,Celeb_Mentioner__a8c1c0ffdb1e8c604b4926c8d0e55629
loriskarius,Union Berlin player Loris Karius,Celebrity,general.alert4,Celebrity,Union Berlin player Loris Karius,,Celeb_Mentioner,e99029bf6e206cb747559d2f5d7c5f47,Celeb_Mentioner__e99029bf6e206cb747559d2f5d7c5f47
riomavuba,Former French soccer player Rio Mavuba,Celebrity,general.alert4,Celebrity,Former French soccer player Rio Mavuba,,Celeb_Mentioner,8010aa12f4fffb9c97e574e4a019d977,Celeb_Mentioner__8010aa12f4fffb9c97e574e4a019d977
philmickelson,Golfer Phil Mickelson,Celebrity,general.alert4,Celebrity,Golfer Phil Mickelson,,Celeb_Mentioner,48a1e382433130cad9fd71861d775bac,Celeb_Mentioner__48a1e382433130cad9fd71861d775bac
lucasdigne,Everton player Lucas Digne,Celebrity,general.alert4,Celebrity,Everton player Lucas Digne,,Celeb_Mentioner,027fe5c1899efcfbf8778189a739b7d3,Celeb_Mentioner__027fe5c1899efcfbf8778189a739b7d3
jimmybullard,Former English soccer player Jimmy Bullard,Celebrity,general.alert4,Celebrity,Former English soccer player Jimmy Bullard,,Celeb_Mentioner,60ca628dfe80cb4133edc1e8d5114445,Celeb_Mentioner__60ca628dfe80cb4133edc1e8d5114445
gerardotorrado6,Mexican Football Federation Director Gerardo Torrado,Celebrity,general.alert4,Celebrity,Mexican Football Federation Director Gerardo Torrado,,Celeb_Mentioner,436f66915ea0c5ec35efbdb7a98c3eba,Celeb_Mentioner__436f66915ea0c5ec35efbdb7a98c3eba
bastardpac,Former WWE wrestler Hornswoggle,Celebrity,general.alert4,Celebrity,Former WWE wrestler Hornswoggle,,Celeb_Mentioner,588ba22b622b38242424df5370434577,Celeb_Mentioner__588ba22b622b38242424df5370434577
jm_aulas,Olympique Lyon President Jean-Michel Aulas,Celebrity,general.alert4,Celebrity,Olympique Lyon President Jean-Michel Aulas,,Celeb_Mentioner,26fa2f668338e65088913095e00b06eb,Celeb_Mentioner__26fa2f668338e65088913095e00b06eb
tsilva3,Chelsea player Thiago Silva,Celebrity,general.alert4,Celebrity,Chelsea player Thiago Silva,,Celeb_Mentioner,7a960d213f0cfef5c89d36181d52373c,Celeb_Mentioner__7a960d213f0cfef5c89d36181d52373c
goldberg,WWE wrestler Goldberg,Celebrity,general.alert4,Celebrity,WWE wrestler Goldberg,,Celeb_Mentioner,16ab7971690688ccda0a6b642a4aae7d,Celeb_Mentioner__16ab7971690688ccda0a6b642a4aae7d
coachschuman,NUC Sports founder David Schuman,Celebrity,general.alert4,Celebrity,NUC Sports founder David Schuman,,Celeb_Mentioner,9c8931b4a528cb8d828fb1023f508268,Celeb_Mentioner__9c8931b4a528cb8d828fb1023f508268
wriddhipops,Indian cricketer Wriddhiman Saha,Celebrity,general.alert4,Celebrity,Indian cricketer Wriddhiman Saha,,Celeb_Mentioner,f86f2bb0a22f55e5d2a0d15400820813,Celeb_Mentioner__f86f2bb0a22f55e5d2a0d15400820813
marcobelinelli,Virtus Bologna Marco Belinelli,Celebrity,general.alert4,Celebrity,Virtus Bologna Marco Belinelli,,Celeb_Mentioner,3558a9e9f8f5b8718ef75fa5383fca6d,Celeb_Mentioner__3558a9e9f8f5b8718ef75fa5383fca6d
eabidalofficial,Former French soccer player Eric Abidal,Celebrity,general.alert4,Celebrity,Former French soccer player Eric Abidal,,Celeb_Mentioner,156d812d21305c1752f3a8308839b79b,Celeb_Mentioner__156d812d21305c1752f3a8308839b79b
therealdcf1,Former Scottish F1 drive David Coulthard,Celebrity,general.alert4,Celebrity,Former Scottish F1 drive David Coulthard,,Celeb_Mentioner,b8f96182ed321fb1aeab41fbe5338d08,Celeb_Mentioner__b8f96182ed321fb1aeab41fbe5338d08
fedeevalverde,Real Madrid player Fede Valverde,Celebrity,general.alert4,Celebrity,Real Madrid player Fede Valverde,,Celeb_Mentioner,001140ec425fc3838ab1379a26feaa5d,Celeb_Mentioner__001140ec425fc3838ab1379a26feaa5d
lauriehernandez,US Olympic gymnast Laurie Hernandez,Celebrity,general.alert4,Celebrity,US Olympic gymnast Laurie Hernandez,,Celeb_Mentioner,cde963f12e9bb3728b4f1f76366c433d,Celeb_Mentioner__cde963f12e9bb3728b4f1f76366c433d
babitaphogat,Indian Olympic wrestler Babita Phogat,Celebrity,general.alert4,Celebrity,Indian Olympic wrestler Babita Phogat,,Celeb_Mentioner,b88d94e5ff2923230ea7e349cf4b6af9,Celeb_Mentioner__b88d94e5ff2923230ea7e349cf4b6af9
arianfoster,Former NFL player Arian Foster,Celebrity,general.alert4,Celebrity,Former NFL player Arian Foster,,Celeb_Mentioner,b7537bd07e9831be0d0f32aa9306ec89,Celeb_Mentioner__b7537bd07e9831be0d0f32aa9306ec89
dylanpostl,Former WWE wrestler Hornswoggle,Celebrity,general.alert4,Celebrity,Former WWE wrestler Hornswoggle,,Celeb_Mentioner,588ba22b622b38242424df5370434577,Celeb_Mentioner__588ba22b622b38242424df5370434577
mousadembele,Barcelona player Mousa Dembele,Celebrity,general.alert4,Celebrity,Barcelona player Mousa Dembele,,Celeb_Mentioner,e5a7bbc4374f933c99b30f3b5217dadc,Celeb_Mentioner__e5a7bbc4374f933c99b30f3b5217dadc
vishy64theking,Indian chess Grandmaster Viswanathan Anand,Celebrity,general.alert4,Celebrity,Indian chess Grandmaster Viswanathan Anand,,Celeb_Mentioner,0ad737fee1209c0567f37851205288b8,Celeb_Mentioner__0ad737fee1209c0567f37851205288b8
jcharles25,Former NFL player Jamaal Charles,Celebrity,general.alert4,Celebrity,Former NFL player Jamaal Charles,,Celeb_Mentioner,d6b33a7dfcffba989e60274a78909e5b,Celeb_Mentioner__d6b33a7dfcffba989e60274a78909e5b
teamvic,Former NFL player Victor Cruz,Celebrity,general.alert4,Celebrity,Former NFL player Victor Cruz,,Celeb_Mentioner,85342deaac40d45cbafe2aed9c902ef4,Celeb_Mentioner__85342deaac40d45cbafe2aed9c902ef4
kurt13warner,Former NFL player Kurt Warner,Celebrity,general.alert4,Celebrity,Former NFL player Kurt Warner,,Celeb_Mentioner,c95c216d0040e8b30fc96d1dee9eb920,Celeb_Mentioner__c95c216d0040e8b30fc96d1dee9eb920
ndamukongsuh,Tampa Bay Buccaneers DE Ndamukong Suh,Celebrity,general.alert4,Celebrity,Tampa Bay Buccaneers DE Ndamukong Suh,,Celeb_Mentioner,15e720f776f27455a2880e7d63dbb5ee,Celeb_Mentioner__15e720f776f27455a2880e7d63dbb5ee
wweasuka,WWE wrestler Asuka,Celebrity,general.alert4,Celebrity,WWE wrestler Asuka,,Celeb_Mentioner,6192c3917b13408d9bb97e0d82d31794,Celeb_Mentioner__6192c3917b13408d9bb97e0d82d31794
darewolf333,Former WWE wrestler Justin Gabriel,Celebrity,general.alert4,Celebrity,Former WWE wrestler Justin Gabriel,,Celeb_Mentioner,5a6168a374e46af3c7d272683bbb8721,Celeb_Mentioner__5a6168a374e46af3c7d272683bbb8721
mariosuarez4,Rayo Vallecano Mario Suarez,Celebrity,general.alert4,Celebrity,Rayo Vallecano Mario Suarez,,Celeb_Mentioner,58094e8ea5bfc7983dd3bd235d863561,Celeb_Mentioner__58094e8ea5bfc7983dd3bd235d863561
jeremy_roenick,Former NHL player Jeremy Roenick,Celebrity,general.alert4,Celebrity,Former NHL player Jeremy Roenick,,Celeb_Mentioner,f173c07d8614c32d0d960a76da1533b9,Celeb_Mentioner__f173c07d8614c32d0d960a76da1533b9
torreysmithwr,Former NFL player Torrey Smith,Celebrity,general.alert4,Celebrity,Former NFL player Torrey Smith,,Celeb_Mentioner,22b1e6d14e37f88010eef243600a649b,Celeb_Mentioner__22b1e6d14e37f88010eef243600a649b
thejaylonsmith,Dallas Cowboys LB Jaylon Smith,Celebrity,general.alert4,Celebrity,Dallas Cowboys LB Jaylon Smith,,Celeb_Mentioner,e4bdc731d446f61d22e885ddcc30ffe7,Celeb_Mentioner__e4bdc731d446f61d22e885ddcc30ffe7
vincenzonibali,Italian cyclist Vincenzo Nibali,Celebrity,general.alert4,Celebrity,Italian cyclist Vincenzo Nibali,,Celeb_Mentioner,ce97cd8d254a2c0947a2da73c4058d34,Celeb_Mentioner__ce97cd8d254a2c0947a2da73c4058d34
evgeniplushenko,Russian Olympic figure skater Evgeni Plushenko,Celebrity,general.alert4,Celebrity,Russian Olympic figure skater Evgeni Plushenko,,Celeb_Mentioner,a56552b360ad5e401cb90e2ca914ff9e,Celeb_Mentioner__a56552b360ad5e401cb90e2ca914ff9e
hitmanhatton,Former English boxer Ricky Hatton,Celebrity,general.alert4,Celebrity,Former English boxer Ricky Hatton,,Celeb_Mentioner,0ccf9f0d113c583be20dd60e049f8e1f,Celeb_Mentioner__0ccf9f0d113c583be20dd60e049f8e1f
kevinmagnussen,Former F1 driver Kevin Magnussen,Celebrity,general.alert4,Celebrity,Former F1 driver Kevin Magnussen,,Celeb_Mentioner,ed1253fb3da13f3fc84062e2a4790535,Celeb_Mentioner__ed1253fb3da13f3fc84062e2a4790535
ayewandre,Swansea City player Andre Ayew,Celebrity,general.alert4,Celebrity,Swansea City player Andre Ayew,,Celeb_Mentioner,171ef43383721b6d695e7a8369105c68,Celeb_Mentioner__171ef43383721b6d695e7a8369105c68
muniesa92,Al-Arabia player Marc Muniesa,Celebrity,general.alert4,Celebrity,Al-Arabia player Marc Muniesa,,Celeb_Mentioner,d9e4be4a3cdf193801ce95113acae2f3,Celeb_Mentioner__d9e4be4a3cdf193801ce95113acae2f3
lennoxlewis,Former English boxer Lennox Lewis,Celebrity,general.alert4,Celebrity,Former English boxer Lennox Lewis,,Celeb_Mentioner,dedca091afa96261883cacab5b42a625,Celeb_Mentioner__dedca091afa96261883cacab5b42a625
aguardado18,Real Betis player Andres Guardado,Celebrity,general.alert4,Celebrity,Real Betis player Andres Guardado,,Celeb_Mentioner,54d269f911bc88eb497b8def0bcc1a47,Celeb_Mentioner__54d269f911bc88eb497b8def0bcc1a47
bumblecricket,Former English cricketer David Lloyd,Celebrity,general.alert4,Celebrity,Former English cricketer David Lloyd,,Celeb_Mentioner,f70a01fa080589688508dac50ba175bb,Celeb_Mentioner__f70a01fa080589688508dac50ba175bb
georgerussell63,F1 team Williams driver George Russell,Celebrity,general.alert4,Celebrity,F1 team Williams driver George Russell,,Celeb_Mentioner,a04aecad5675a98364ccb3224f6cd2d2,Celeb_Mentioner__a04aecad5675a98364ccb3224f6cd2d2
skydigg4,Phoenix Mercury player Skylar Diggins-Smith,Celebrity,general.alert4,Celebrity,Phoenix Mercury player Skylar Diggins-Smith,,Celeb_Mentioner,d968d1fd346676a6e7c7bffe80d12108,Celeb_Mentioner__d968d1fd346676a6e7c7bffe80d12108
bebeto7,Former Brazilian soccer player Bebeto,Celebrity,general.alert4,Celebrity,Former Brazilian soccer player Bebeto,,Celeb_Mentioner,c6cf59cee118215e3601ebc6603f7e92,Celeb_Mentioner__c6cf59cee118215e3601ebc6603f7e92
javigarcia06,Boavista player Javi Garcia,Celebrity,general.alert4,Celebrity,Boavista player Javi Garcia,,Celeb_Mentioner,c7b14c31a1165c503e5ba574b376ae9a,Celeb_Mentioner__c7b14c31a1165c503e5ba574b376ae9a
bjpenndotcom,Former UFC fighter BJ Penn,Celebrity,general.alert4,Celebrity,Former UFC fighter BJ Penn,,Celeb_Mentioner,01fce54485aa39f59fe6669bd6406c37,Celeb_Mentioner__01fce54485aa39f59fe6669bd6406c37
