handle,caption_name,country,state_province,city,capital_country,capital_state_province,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
willie_rennie,Scottish Parliament MP Rennie,Scotland,,,Edinburgh,,space,Scottish Parliament MP Rennie,,gov_handles_mapping,557431b1fd1a1de7333c7ad1d4fff747,gov_handles_mapping__557431b1fd1a1de7333c7ad1d4fff747
ross_greer,Scottish Parliament MP Greer,Scotland,,,Edinburgh,,Consulates,Scottish Parliament MP Greer,,gov_handles_mapping,defbb8eb308f244fc29edeb38a2fdd80,gov_handles_mapping__defbb8eb308f244fc29edeb38a2fdd80
clairebakermsp,Scottish Parliament MP Baker,Scotland,,,Edinburgh,,Shipping,Scottish Parliament MP Baker,,gov_handles_mapping,221fddc5f5c3346b9c7298fc634378ff,gov_handles_mapping__221fddc5f5c3346b9c7298fc634378ff
stephenkerrmsp,Scottish Parliament MP Kerr,Scotland,,,Edinburgh,,Media,Scottish Parliament MP Kerr,,gov_handles_mapping,02c6f398e851cb336003ec4f86c87e54,gov_handles_mapping__02c6f398e851cb336003ec4f86c87e54
neilbibby,Scottish Parliament MP Bibby,Scotland,,,Edinburgh,,Refinery,Scottish Parliament MP Bibby,,gov_handles_mapping,89994da45adb626d414e6217b650ac82,gov_handles_mapping__89994da45adb626d414e6217b650ac82
georgeadam,Scottish Parliament MP Adam,Scotland,,,Edinburgh,,AAEntity,Scottish Parliament MP Adam,,gov_handles_mapping,8c2f843e76c5d44166128d9c31eec801,gov_handles_mapping__8c2f843e76c5d44166128d9c31eec801
maggiechapman,Scottish Parliament MP Chapman,Scotland,,,Edinburgh,,DiplomaticFacilities,Scottish Parliament MP Chapman,,gov_handles_mapping,104c40c3005a166da1b26711bfbe92ee,gov_handles_mapping__104c40c3005a166da1b26711bfbe92ee
agcolehamilton,Scottish Parliament MP Cole-Hamilton,Scotland,,,Edinburgh,,Pipeline,Scottish Parliament MP Cole-Hamilton,,gov_handles_mapping,654a997b114c61931b6b0504d599ff77,gov_handles_mapping__654a997b114c61931b6b0504d599ff77
angusrobertson,Scottish Constitiution Secretary Robertson,Scotland,,,Edinburgh,,ForeignMinister,Scottish Constitiution Secretary Robertson,,gov_handles_mapping,2c72e67a5191023335a8d78d80f7940b,gov_handles_mapping__2c72e67a5191023335a8d78d80f7940b
olivermundell,Scottish Parliament MP Mundell,Scotland,,,Edinburgh,,Consulates,Scottish Parliament MP Mundell,,gov_handles_mapping,4ea723c94796bda06d70c4f590658c30,gov_handles_mapping__4ea723c94796bda06d70c4f590658c30
arianeburgesshi,Scottish Parliament MP Burgess,Scotland,,,Edinburgh,,Organization,Scottish Parliament MP Burgess,,gov_handles_mapping,ba365f427a0c7d6cc78e9d121bd27ccf,gov_handles_mapping__ba365f427a0c7d6cc78e9d121bd27ccf
humzayousaf,Scottish Health Secretary Yousaf,Scotland,,,Edinburgh,,Pipeline,Scottish Health Secretary Yousaf,,gov_handles_mapping,73453eec1ca41b4f9a05df683c4bc47a,gov_handles_mapping__73453eec1ca41b4f9a05df683c4bc47a
dlumsden,Scottish Parliament MP Lumsden,Scotland,,,Edinburgh,,AAEntity,Scottish Parliament MP Lumsden,,gov_handles_mapping,2b9f705d4b765be09d23d7daa2fa5c6f,gov_handles_mapping__2b9f705d4b765be09d23d7daa2fa5c6f
fincarson,Scottish Parliament MP Carson,Scotland,,,Edinburgh,,FTO,Scottish Parliament MP Carson,,gov_handles_mapping,cd53b053033cc6bd6984643b2c1eef2a,gov_handles_mapping__cd53b053033cc6bd6984643b2c1eef2a
patrickharvie,Scottish Parliament MP Harvie,Scotland,,,Edinburgh,,Refinery,Scottish Parliament MP Harvie,,gov_handles_mapping,4c8176af1273961168de5f00517ac9e8,gov_handles_mapping__4c8176af1273961168de5f00517ac9e8
michellethomson,Scottish Parliament MP Thomson,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Thomson,,gov_handles_mapping,5f7381916f59fb2aa7411c801c724a90,gov_handles_mapping__5f7381916f59fb2aa7411c801c724a90
gillianmsp,Scottish Parliament MP Martin,Scotland,,,Edinburgh,,Pipeline,Scottish Parliament MP Martin,,gov_handles_mapping,bbda9d832f7ebe95be1150daae19b532,gov_handles_mapping__bbda9d832f7ebe95be1150daae19b532
alasdairallan,Scottish Parliament MP Allan,Scotland,,,Edinburgh,,Shipping,Scottish Parliament MP Allan,,gov_handles_mapping,9a75aa27678e8fe9e15d531f7295a070,gov_handles_mapping__9a75aa27678e8fe9e15d531f7295a070
catherinefornv,US Senator Masto,United States,Nevada,Carson City,Washington DC,Carson City,Organization,US Senator Masto,,gov_handles_mapping,98ac4d6259b11e16f17fad7e4cca9e2c,gov_handles_mapping__98ac4d6259b11e16f17fad7e4cca9e2c
sencortezmasto,US Senator Masto,United States,Nevada,Carson City,Washington DC,Carson City,News,US Senator Masto,,gov_handles_mapping,98ac4d6259b11e16f17fad7e4cca9e2c,gov_handles_mapping__98ac4d6259b11e16f17fad7e4cca9e2c
repjoseserrano,US Representative Serrano,United States,New York,New York City,Washington DC,Albany,Wells,US Representative Serrano,,gov_handles_mapping,a95bd8a16e3f2a25946d2ca61601db99,gov_handles_mapping__a95bd8a16e3f2a25946d2ca61601db99
reproybalallard,US Representative Roybal-Allard,United States,California,Los Angeles,Washington DC,Sacramento,Organization,US Representative Roybal-Allard,,gov_handles_mapping,e6b71f06d95fedd73deeabe56636c852,gov_handles_mapping__e6b71f06d95fedd73deeabe56636c852
louisechabotbq,Canadian MP Chabot,Canada,Quebec,Therese-de Blainville,Ottawa,Quebec City,Exec,Canadian MP Chabot,,gov_handles_mapping,f70e60a72204b84d3006e27138be6ad5,gov_handles_mapping__f70e60a72204b84d3006e27138be6ad5
claudedbf_bq,Canadian MP DeBellefeuille,Canada,Quebec,Salaberry-Suroit,Ottawa,Quebec City,Wells,Canadian MP DeBellefeuille,,gov_handles_mapping,5e01f48570859e5b5eab2d63a5e0eb32,gov_handles_mapping__5e01f48570859e5b5eab2d63a5e0eb32
lucdesiletsbq,Canadian MP Desilets,Canada,Quebec,Rivière-des-Mille-Îles,Ottawa,Quebec City,Person,Canadian MP Desilets,,gov_handles_mapping,8080f21bc4d1456255d287b6e21a04ff,gov_handles_mapping__8080f21bc4d1456255d287b6e21a04ff
mhgaudreaubq,Canadian MP Gaudreau,Canada,Quebec,Laurentides–Labelle,Ottawa,Quebec City,ForeignMinistry,Canadian MP Gaudreau,,gov_handles_mapping,edfb93a29f8b5aae3df3eee4a1bdb10c,gov_handles_mapping__edfb93a29f8b5aae3df3eee4a1bdb10c
julievignolabl,Canadian MP Vignola,Canada,Quebec,Beauport-Limoilou,Ottawa,Quebec City,Pipeline,Canadian MP Vignola,,gov_handles_mapping,1f9f5581b706840fa85ed6d4c9ea9e8f,gov_handles_mapping__1f9f5581b706840fa85ed6d4c9ea9e8f
richardmartelpc,Canadian MP Martel,Canada,Chicoutimi—Le Fjord,Chicoutimi,Ottawa,Chicoutimi,CompanyKeyword,Canadian MP Martel,,gov_handles_mapping,8451156c6d538e12e6c0c2811e980142,gov_handles_mapping__8451156c6d538e12e6c0c2811e980142
patricialattan3,Canadian MP Lattanzio,Canada,Quebec,Saint-Léonard,Ottawa,Quebec City,Legislator,Canadian MP Lattanzio,,gov_handles_mapping,613d5544b7c957af433f227b94a26eda,gov_handles_mapping__613d5544b7c957af433f227b94a26eda
simonmarcilqc,Canadian MP Marcil,Canada,Quebec,Mirabel,Ottawa,Quebec City,Wells,Canadian MP Marcil,,gov_handles_mapping,2c094fa030f61634e193bf693ebfefa7,gov_handles_mapping__2c094fa030f61634e193bf693ebfefa7
dleblancnb,President of Queen's Privy Council for Canada LeBlanc,Canada,New Brunswick,New Brunswick,Ottawa,Fredricton,FTO,President of Queen's Privy Council for Canada LeBlanc,,gov_handles_mapping,3c00fc7812e20ebed03400adbd8650ee,gov_handles_mapping__3c00fc7812e20ebed03400adbd8650ee
joelgodinpjc,Canadian MP Godin,Canada,Quebec,Saint-Augustin-de-Desmaures,Ottawa,Quebec City,Pipeline,Canadian MP Godin,,gov_handles_mapping,58bda09aaacd710c3be31922aed9a78a,gov_handles_mapping__58bda09aaacd710c3be31922aed9a78a
m_pauze,Canadian MP Pauze,Canada,Quebec,Repentigny,Ottawa,Quebec City,Shipping,Canadian MP Pauze,,gov_handles_mapping,c2ee036f34810ecabd88ceba33d1598d,gov_handles_mapping__c2ee036f34810ecabd88ceba33d1598d
gillmarilene,Canadian MP Gill,Canada,Quebec,Baie-Comeau,Ottawa,Quebec City,Legislator,Canadian MP Gill,,gov_handles_mapping,3706a6e7ba75b8e1d7535039ebe55f09,gov_handles_mapping__3706a6e7ba75b8e1d7535039ebe55f09
gabriel_smarie,Canadian MP Ste-Marie,Canada,Quebec,Joliette,Ottawa,Quebec City,ForeignMinistry,Canadian MP Ste-Marie,,gov_handles_mapping,1edc5e448035c5a7036f6c99451b8e67,gov_handles_mapping__1edc5e448035c5a7036f6c99451b8e67
ginettept,Canadian MP Petitpas Taylor,Canada,New Brunswick,Moncton,Ottawa,Fredricton,Shipping,Canadian MP Petitpas Taylor,,gov_handles_mapping,4aa3c854f0c6e5c01f6f6fbf0107c754,gov_handles_mapping__4aa3c854f0c6e5c01f6f6fbf0107c754
patfinniganmp,Canadian MP Finnigan,Canada,New Brunswick,Miramichi,Ottawa,Fredricton,AAEntity,Canadian MP Finnigan,,gov_handles_mapping,a2686578f70996ddf7948bf3972efda0,gov_handles_mapping__a2686578f70996ddf7948bf3972efda0
f_elkhoury,Canadian MP El-Khoury,Canada,Quebec,Laval,Ottawa,Quebec City,Shipping,Canadian MP El-Khoury,,gov_handles_mapping,fcff21ac736c0477d0b51732432e406a,gov_handles_mapping__fcff21ac736c0477d0b51732432e406a
blanchettemax,Canadian MP Blanchette-Joncas,Canada,Quebec,Rimouski,Ottawa,Quebec City,LegislativeCommittee,Canadian MP Blanchette-Joncas,,gov_handles_mapping,87b83b13f3af24a12559434f673626fe,gov_handles_mapping__87b83b13f3af24a12559434f673626fe
stephanelauzon5,Canadian MP Lauzon,Canada,Quebec,Lachute,Ottawa,Quebec City,Shipping,Canadian MP Lauzon,,gov_handles_mapping,b8fcc7c1b901a55a3eb7b609fd34cd92,gov_handles_mapping__b8fcc7c1b901a55a3eb7b609fd34cd92
dilebouthillier,Canadian MP Lebouthillier,Canada,Quebec,Gaspésie-Îles-de-la-Madeleine,Ottawa,Quebec City,LegislativeCommittee,Canadian MP Lebouthillier,,gov_handles_mapping,f840266aa49a623cdb6fdeb71e3f8543,gov_handles_mapping__f840266aa49a623cdb6fdeb71e3f8543
genereuxbernard,Canadian MP Bernard,Canada,Quebec,La Pocatière,Ottawa,Quebec City,CompanyKeyword,Canadian MP Bernard,,gov_handles_mapping,cdd4290f950a7b4d281fe0e24d0cebf4,gov_handles_mapping__cdd4290f950a7b4d281fe0e24d0cebf4
cqualtro,Canadian Employment Minister Qualtrough,Canada,British Columbia,Delta,Ottawa,Victoria,FTO,Canadian Employment Minister Qualtrough,,gov_handles_mapping,e8849ac8830956882ccfe3a3b91b2a66,gov_handles_mapping__e8849ac8830956882ccfe3a3b91b2a66
jyduclos,Canadian MP Duclos,Canada,Quebec,Québec,Ottawa,Quebec City,Legislator,Canadian MP Duclos,,gov_handles_mapping,02e12d124d2eaef3f21f5b28a39a97c6,gov_handles_mapping__02e12d124d2eaef3f21f5b28a39a97c6
trudel_denis,Canadian MP Trudel,Canada,Quebec,Longueuil,Ottawa,Quebec City,AAEntity,Canadian MP Trudel,,gov_handles_mapping,76390300e407bd321de40ac09b8bd7d6,gov_handles_mapping__76390300e407bd321de40ac09b8bd7d6
tracygrayklc,Canadian MP Gray,Canada,British Columbia,Kelowna-Lake Country,Ottawa,Victoria,IndustryTerm,Canadian MP Gray,,gov_handles_mapping,99693c2df83f09b47e255834b10fbb45,gov_handles_mapping__99693c2df83f09b47e255834b10fbb45
bernjordanmp,Canadian Minister of Fisheries and Oceans Jordan,Canada,Nova Scotia,South Shore-St. Margarets,Ottawa,Halifax,ForeignMinistry,Canadian Minister of Fisheries and Oceans Jordan,,gov_handles_mapping,5a2a8f099a051f98ea04e8518a74e18a,gov_handles_mapping__5a2a8f099a051f98ea04e8518a74e18a
bardishkw,Canadian Minister of Diversity and Inclusion Chagger,Canada,Ontario,Waterloo,Ottawa,Toronto,Person,Canadian Minister of Diversity and Inclusion Chagger,,gov_handles_mapping,aaa8dce6b02bbf24e5d38ccf5ac0ca45,gov_handles_mapping__aaa8dce6b02bbf24e5d38ccf5ac0ca45
jonathanwnv,Canadian Environment Minister Wilkinson,Canada,British Columbia,North Vancouver,Ottawa,Victoria,Pipeline,Canadian Environment Minister Wilkinson,,gov_handles_mapping,289153017d7b744ae1eb2e5a5ddf0e56,gov_handles_mapping__289153017d7b744ae1eb2e5a5ddf0e56
krimichaudbq,Canadian MP Michaud,Canada,Quebec,Avignon-La Mitis-Matane-Matapedia,Ottawa,Quebec City,FTO,Canadian MP Michaud,,gov_handles_mapping,41e98ea75789bc7455784f0081189c34,gov_handles_mapping__41e98ea75789bc7455784f0081189c34
christinenorm,Canadian MP Norm,Canada,Quebec,Saint-Jean,Ottawa,Quebec City,Exec,Canadian MP Norm,,gov_handles_mapping,ceccb2ea42519bb26208da9fb36dae6b,gov_handles_mapping__ceccb2ea42519bb26208da9fb36dae6b
pablorodriguez,Canadian House of Commons Government Leader Rodriguez,Canada,Quebec,Honore-Mercier,Ottawa,Quebec City,Diplomat,Canadian House of Commons Government Leader Rodriguez,,gov_handles_mapping,14eea38b15d9d4b89a73eec2c0966cc6,gov_handles_mapping__14eea38b15d9d4b89a73eec2c0966cc6
bill_morneau,Former Canadian Finance Minister Morneau,Canada,Ontario,Toronto,Ottawa,Ontario,AAEntity,Former Canadian Finance Minister Morneau,,gov_handles_mapping,e0600c2cc7a1ce4ae3e575f1b360e17f,gov_handles_mapping__e0600c2cc7a1ce4ae3e575f1b360e17f
marcmillervm,Canadian Indigenous Services Minister Miller,Canada,Quebec,Ville Marie-Le Sud Ouest-Ile des Soeurs,Ottawa,Quebec City,IndustryTerm,Canadian Indigenous Services Minister Miller,,gov_handles_mapping,65f21653753c34421a668f061159a8d0,gov_handles_mapping__65f21653753c34421a668f061159a8d0
emmanueldubourg,Canadian MP Dubourg,Canada,Quebec,Bourassa,Ottawa,Quebec City,Pipeline,Canadian MP Dubourg,,gov_handles_mapping,58739e7ed94e4c923e275d1008d3b784,gov_handles_mapping__58739e7ed94e4c923e275d1008d3b784
stephaniekusie,Canadian Shadow Transport Minister Kusie,Canada,Alberta,Calgary Midnapore,Ottawa,Edmonton,DiplomaticFacilities,Canadian Shadow Transport Minister Kusie,,gov_handles_mapping,6b5c7256c716cf0f63cf71bcaa7e501b,gov_handles_mapping__6b5c7256c716cf0f63cf71bcaa7e501b
jenicaatwin,Canadian MP Atwin,Canada,New Brunswick,Fredericton,Ottawa,Fredericton,FTO,Canadian MP Atwin,,gov_handles_mapping,8c60a2c9c31ed5232f58e059b6f38f6c,gov_handles_mapping__8c60a2c9c31ed5232f58e059b6f38f6c
fp_champagne,"Canadian Science, Innovation, and Industry Minister Champagne",Canada,Quebec,Saint Maurice-Champlain,Ottawa,Quebec City,Media,"Canadian Science, Innovation, and Industry Minister Champagne",,gov_handles_mapping,b8072f29c8df56f871855eac550409e9,gov_handles_mapping__b8072f29c8df56f871855eac550409e9
ahousefather,Canadian MP Housefather,Canada,Quebec,Mount Royal,Ottawa,Quebec City,DiplomaticFacilities,Canadian MP Housefather,,gov_handles_mapping,f1cb4da8cc47f9fd2573f5493a60cdad,gov_handles_mapping__f1cb4da8cc47f9fd2573f5493a60cdad
davidlametti,Canadian Attorney General Lametti,Canada,Quebec,LaSalle-Emard-Verdun,Ottawa,Quebec City,IndustryTerm,Canadian Attorney General Lametti,,gov_handles_mapping,9ef0863fe58b381af59b7fb66033f0ff,gov_handles_mapping__9ef0863fe58b381af59b7fb66033f0ff
pattyhajdu,Canadian Health Minister Hajdu,Canada,Ontario,Thunder Bay,Ottawa,Toronto,Exec,Canadian Health Minister Hajdu,,gov_handles_mapping,ac7e82a9a601ba57daba6e92a8d1c370,gov_handles_mapping__ac7e82a9a601ba57daba6e92a8d1c370
willaamos,Canadian MP Amos,Canada,Quebec,Chelsea,Ottawa,Quebec City,Legislator,Canadian MP Amos,,gov_handles_mapping,e8931fc64b1305643fd7be29f026a7c5,gov_handles_mapping__e8931fc64b1305643fd7be29f026a7c5
mclaudebibeau,Canadian Minister of Agriculture and Agri-Food Bibeau,Canada,Quebec,Compton—Stanstead,Ottawa,Quebec City,AAEntity,Canadian Minister of Agriculture and Agri-Food Bibeau,,gov_handles_mapping,df93203f396061ad232d00dd384d0121,gov_handles_mapping__df93203f396061ad232d00dd384d0121
candicebergenmp,Canadian MP Bergen,Canada,Manitoba,Portage-Lisgar,Ottawa,Winnipeg,Wells,Canadian MP Bergen,,gov_handles_mapping,71516ad69e2ee730731569118faba1db,gov_handles_mapping__71516ad69e2ee730731569118faba1db
alduceppe,Canadian MP Brunelle-Duceppe,Canada,Quebec,Alma,Ottawa,Quebec City,Keyphrase,Canadian MP Brunelle-Duceppe,,gov_handles_mapping,a60ec73b602167e78f82fb5c555f2cdf,gov_handles_mapping__a60ec73b602167e78f82fb5c555f2cdf
francis_drouin,Canadian MP Drouin,Canada,Ontario,Glengarry-Prescott-Russell,Ottawa,Toronto,LegislativeCommittee,Canadian MP Drouin,,gov_handles_mapping,5e4c2e159fd8b1f6ccf9baf7bb2024bc,gov_handles_mapping__5e4c2e159fd8b1f6ccf9baf7bb2024bc
monafortier,Canadian Minister of Middle Class Prosperity Fortier,Canada,Ontario,Ottawa,Ottawa,Toronto,Consulates,Canadian Minister of Middle Class Prosperity Fortier,,gov_handles_mapping,8b37160a04ce637b51ce5d97ccb26e70,gov_handles_mapping__8b37160a04ce637b51ce5d97ccb26e70
maryammonsef,Canadian Women and Gender Equality Minister Monsef,Canada,Ontario,Peterborough-Kawartha,Ottawa,Toronto,Consulates,Canadian Women and Gender Equality Minister Monsef,,gov_handles_mapping,644ce913ebcca0bc5e790b2df09bb950,gov_handles_mapping__644ce913ebcca0bc5e790b2df09bb950
l_macaulay,Canadian Minister of Veterans Affairs MacAulay,Canada,Prince Edward Island,Cardigan,Ottawa,Charlottetown,Refinery,Canadian Minister of Veterans Affairs MacAulay,,gov_handles_mapping,f476a8d8b3a2a3b2cfcbe0b5de569e36,gov_handles_mapping__f476a8d8b3a2a3b2cfcbe0b5de569e36
sherryromanado,Canadian MP Romanado,Canada,Quebec,Greenfield Park,Ottawa,Quebec City,Shipping,Canadian MP Romanado,,gov_handles_mapping,0d8930ddcdcbf84b8511882f2d418156,gov_handles_mapping__0d8930ddcdcbf84b8511882f2d418156
anitaoakville,Canadian Minister of Public Services and Procurement Anand,Canada,Ontario,Oakville,Ottawa,Toronto,FTO,Canadian Minister of Public Services and Procurement Anand,,gov_handles_mapping,21f1c2f5c38b3548f2a526527638fc26,gov_handles_mapping__21f1c2f5c38b3548f2a526527638fc26
luctheriaultbq,Canadian MP Thériault,Canada,Quebec,Montcalm,Ottawa,Quebec City,Legislator,Canadian MP Thériault,,gov_handles_mapping,5f09ebde7013522cd077fd9ce6dc80c2,gov_handles_mapping__5f09ebde7013522cd077fd9ce6dc80c2
mflalonde,Canadian MP Lalonde,Canada,Ontario,,Ottawa,Toronto,IndustryTerm,Canadian MP Lalonde,,gov_handles_mapping,2d3a0585ab8b81f75772e9951a7e32a6,gov_handles_mapping__2d3a0585ab8b81f75772e9951a7e32a6
alainrayes,Canadian MP Rayes,Canada,Quebec,Richmond-Arthabaska,Ottawa,Quebec City,Wells,Canadian MP Rayes,,gov_handles_mapping,b9d4fbea76cece09e9494512f3f8d81b,gov_handles_mapping__b9d4fbea76cece09e9494512f3f8d81b
harjitsajjan,Canadian Minister of National Defence Sajjan,Canada,British Columbia,Vancouver,Ottawa,Victoria,Shipping,Canadian Minister of National Defence Sajjan,,gov_handles_mapping,a8192d66361ee36a3eb7d142e4477bd6,gov_handles_mapping__a8192d66361ee36a3eb7d142e4477bd6
martchampoux,Canadian MP Champoux,Canada,Quebec,Drummondville,Ottawa,Quebec City,Consulates,Canadian MP Champoux,,gov_handles_mapping,9587bc1f92b777facd48e3c66e4a7ce0,gov_handles_mapping__9587bc1f92b777facd48e3c66e4a7ce0
marcomendicino,"Canadian Minister of Immigration, Refugees and Citizenship Mendicino",Canada,Ontario,Toronto,Ottawa,Toronto,IndustryTerm,"Canadian Minister of Immigration, Refugees and Citizenship Mendicino",,gov_handles_mapping,fa82cc92fef31c466871fe03ba771671,gov_handles_mapping__fa82cc92fef31c466871fe03ba771671
rhealfortin,Canadian MP Fortin,Canada,Quebec,Rivière-du-Nord,Ottawa,Quebec City,ForeignMinister,Canadian MP Fortin,,gov_handles_mapping,7cfed33c82befc89173ae2165716250b,gov_handles_mapping__7cfed33c82befc89173ae2165716250b
rachelbendayan,Canadian MP Bendayan,Canada,Quebec,Montreal,Ottawa,Quebec City,Organization,Canadian MP Bendayan,,gov_handles_mapping,1834edeaaa8f62d828596f8a1156ebef,gov_handles_mapping__1834edeaaa8f62d828596f8a1156ebef
s_guilbeault,Canadian Heritage Minister Guilbeault,Canada,Quebec,Montréal,Ottawa,Quebec City,DiplomaticFacilities,Canadian Heritage Minister Guilbeault,,gov_handles_mapping,9a5595225ec772091914a84fc06b55c3,gov_handles_mapping__9a5595225ec772091914a84fc06b55c3
davidmcguinty,Canadian MP McGuinty,Canada,Ontario,Ottawa,Ottawa,Toronto,Person,Canadian MP McGuinty,,gov_handles_mapping,982893375cf4a82ab706d48ceab8d2d3,gov_handles_mapping__982893375cf4a82ab706d48ceab8d2d3
mariosimardbq,Canadian MP Simard,Canada,Quebec,Saguenay,Ottawa,Quebec City,IndustryTerm,Canadian MP Simard,,gov_handles_mapping,aaca43e13d5d201775f1b85e49612aa5,gov_handles_mapping__aaca43e13d5d201775f1b85e49612aa5
alexandrabrstl,Canadian MP Mendes,Canada,Quebec,Brossard,Ottawa,Quebec City,LegislativeCommittee,Canadian MP Mendes,,gov_handles_mapping,7bcdcba5998b2c17e2d6d0bfc24c6fbc,gov_handles_mapping__7bcdcba5998b2c17e2d6d0bfc24c6fbc
stbstvdan,Canadian MP Vandal,Canada,Manitoba,Winnipeg,Ottawa,Winnipeg,Consulates,Canadian MP Vandal,,gov_handles_mapping,7265d705f3c3db8116cc4cb73d5e7eae,gov_handles_mapping__7265d705f3c3db8116cc4cb73d5e7eae
seblemire,Canadian MP Lemire,Canada,Quebec,Abitibi-Témiscamingue,Ottawa,Quebec City,CompanyKeyword,Canadian MP Lemire,,gov_handles_mapping,c97076143609a5067d7daa1934c57ba1,gov_handles_mapping__c97076143609a5067d7daa1934c57ba1
joellightbound,Canadian MP Lightbound,Canada,Quebec,Ottawa,Ottawa,Quebec City,space,Canadian MP Lightbound,,gov_handles_mapping,3c8a8f60f79b9d9984e42b81fc3a4eee,gov_handles_mapping__3c8a8f60f79b9d9984e42b81fc3a4eee
timuppal,Canadian MP Uppal,Canada,,,,,ForeignMinistry,Canadian MP Uppal,,gov_handles_mapping,80ccd608da2727111930e5440c108e24,gov_handles_mapping__80ccd608da2727111930e5440c108e24
anthonyrota,Canadian House Speaker Rota,Canada,Ontario,Nipissing-Timiskaming,Ottawa,Ottawa,LegislativeCommittee,Canadian House Speaker Rota,,gov_handles_mapping,4c4f587be2ce1b5409fdf2ef6e70f678,gov_handles_mapping__4c4f587be2ce1b5409fdf2ef6e70f678
stevenmackinnon,Canadian MP MacKinnon,Canada,Quebec,Gatineau,Ottawa,Quebec City,Organization,Canadian MP MacKinnon,,gov_handles_mapping,362dfeda0b01100ccebd35b864215b8a,gov_handles_mapping__362dfeda0b01100ccebd35b864215b8a
mario_beaulieu,Canadian MP Beaulieu,Canada,Quebec,Pointe-aux-Trembles,Ottawa,Quebec City,Keyphrase,Canadian MP Beaulieu,,gov_handles_mapping,730877b36997d1e7f424aa01a0e4307b,gov_handles_mapping__730877b36997d1e7f424aa01a0e4307b
