native_language,english_term,caption_text,incident_tier,topic_tags,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
evacuate,evacuate,Evacuation reported,8,Crime - No Active Threat,188297,FTO,Evacuation reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,55bf90fe6159d2f100c5509dbf3493a6,local_news_physical_safety_iceland_caption_topic_threshold_mapping__55bf90fe6159d2f100c5509dbf3493a6
evacuated,evacuated,Evacuation reported,8,Crime - No Active Threat,188297,Legislator,Evacuation reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,55bf90fe6159d2f100c5509dbf3493a6,local_news_physical_safety_iceland_caption_topic_threshold_mapping__55bf90fe6159d2f100c5509dbf3493a6
explosion,explosion,Explosive reported,3,Fires & Collapses,188118,Person,Explosive reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,86b8a2b157ea09896b64d6dc6c645ddc,local_news_physical_safety_iceland_caption_topic_threshold_mapping__86b8a2b157ea09896b64d6dc6c645ddc
explosive,explosive,Explosive reported,3,Fires & Collapses,188118,Pipeline,Explosive reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,86b8a2b157ea09896b64d6dc6c645ddc,local_news_physical_safety_iceland_caption_topic_threshold_mapping__86b8a2b157ea09896b64d6dc6c645ddc
bomb,bomb,Explosive reported,3,Fires & Collapses,188118,Refinery,Explosive reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,86b8a2b157ea09896b64d6dc6c645ddc,local_news_physical_safety_iceland_caption_topic_threshold_mapping__86b8a2b157ea09896b64d6dc6c645ddc
bombs,bombs,Explosion reported,3,Fires & Collapses,188118,CompanyKeyword,Explosion reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_iceland_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
ied,ied,Explosion reported,3,Fires & Collapses,188118,space,Explosion reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_iceland_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
detonate,detonate,Explosion reported,3,Fires & Collapses,188118,Legislator,Explosion reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_iceland_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
detonated,detonated,Explosion reported,3,Fires & Collapses,188118,News,Explosion reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_iceland_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
blow up,blow up,Fire incident reported,3,Fires & Collapses,188118,News,Fire incident reported,,local_news_physical_safety_iceland_caption_topic_threshold_mapping,51fb9ddbbad6ac21e237e683d0fe3933,local_news_physical_safety_iceland_caption_topic_threshold_mapping__51fb9ddbbad6ac21e237e683d0fe3933
