german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ss,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
im mallingforst,"Im Mallingforst in Bottrop, Germany",51.535506,6.8996324,1,,,,,IndustryTerm,"Im Mallingforst in Bottrop, Germany",,german_fires_bottrop_locations,0d782c06f63ac205aa3232342e900556,german_fires_bottrop_locations__0d782c06f63ac205aa3232342e900556
immermannstrasse,"Immermannstrasse in Bottrop, Germany",51.5386175,6.8895401,1,,,,,Keyphrase,"Immermannstrasse in Bottrop, Germany",,german_fires_bottrop_locations,4a6cc4a68517dae2107f20e4f5f1bfe1,german_fires_bottrop_locations__4a6cc4a68517dae2107f20e4f5f1bfe1
kleiststrasse,"Kleiststrasse in Bottrop, Germany",51.5357453,6.8869481,1,,,,,Consulates,"Kleiststrasse in Bottrop, Germany",,german_fires_bottrop_locations,6f8ea70822bc6553b7498163a8e94b06,german_fires_bottrop_locations__6f8ea70822bc6553b7498163a8e94b06
oberhausener strasse,"Oberhausener strasse in Bottrop, Germany",51.549582,6.8985406,1,,,,,FTO,"Oberhausener strasse in Bottrop, Germany",,german_fires_bottrop_locations,9fa36375b0991a6549d51fa7aac77777,german_fires_bottrop_locations__9fa36375b0991a6549d51fa7aac77777
rilkeweg,"Rilkeweg in Bottrop, Germany",51.5299086,6.889063,1,,,,,Refinery,"Rilkeweg in Bottrop, Germany",,german_fires_bottrop_locations,9a54f19efd78ced166f694654be08c4c,german_fires_bottrop_locations__9a54f19efd78ced166f694654be08c4c
schillerstrasse,"Schillerstrasse in Bottrop, Germany",51.5336381,6.8893906,1,,,,,DiplomaticFacilities,"Schillerstrasse in Bottrop, Germany",,german_fires_bottrop_locations,bad9f7a18f64acc845a3584f9a61da0b,german_fires_bottrop_locations__bad9f7a18f64acc845a3584f9a61da0b
spechtstrasse,"Spechtstrasse in Bottrop, Germany",51.5325761,6.8852986,1,,,,,ForeignMinister,"Spechtstrasse in Bottrop, Germany",,german_fires_bottrop_locations,6523d0848e844633f94e7cc1245130a7,german_fires_bottrop_locations__6523d0848e844633f94e7cc1245130a7
sperlingsweg,"Sperlingsweg in Bottrop, Germany",51.5452793,6.8879152,1,,,,,Organization,"Sperlingsweg in Bottrop, Germany",,german_fires_bottrop_locations,8ba409c967e23e15a1f4fcc86db06893,german_fires_bottrop_locations__8ba409c967e23e15a1f4fcc86db06893
wilhelm-busch-strasse,"Wilhelm-Busch-strasse in Bottrop, Germany",51.5327047,6.8920912,1,,,,,LegislativeCommittee,"Wilhelm-Busch-strasse in Bottrop, Germany",,german_fires_bottrop_locations,e06564ec5f5c857fd91cef6986c5d1e6,german_fires_bottrop_locations__e06564ec5f5c857fd91cef6986c5d1e6
wilhelm-raabe-strasse,"Wilhelm-Raabe-strasse in Bottrop, Germany",51.5344052,6.8935994,1,,,,,Pipeline,"Wilhelm-Raabe-strasse in Bottrop, Germany",,german_fires_bottrop_locations,23ed2de4436bc6283fe4e16e81ff7b50,german_fires_bottrop_locations__23ed2de4436bc6283fe4e16e81ff7b50
am limberg,"Am Limberg in Bottrop, Germany",51.5470711,6.919813,1,,,,,space,"Am Limberg in Bottrop, Germany",,german_fires_bottrop_locations,20604f589da757ee63d2ffac0e74261a,german_fires_bottrop_locations__20604f589da757ee63d2ffac0e74261a
am scheidgensbach,"Am Scheidgensbach in Bottrop, Germany",51.5435077,6.9114593,1,,,,,Person,"Am Scheidgensbach in Bottrop, Germany",,german_fires_bottrop_locations,5131159cae52d692fd3a23888980ec56,german_fires_bottrop_locations__5131159cae52d692fd3a23888980ec56
am sellbrocksberg,"Am Sellbrocksberg in Bottrop, Germany",51.5591379,6.90186,1,,,,,AAEntity,"Am Sellbrocksberg in Bottrop, Germany",,german_fires_bottrop_locations,b653be248f6f1560e5ced682fa6b837a,german_fires_bottrop_locations__b653be248f6f1560e5ced682fa6b837a
am voingholz,"Am Voingholz in Bottrop, Germany",51.5563934,6.9200783,1,,,,,ForeignMinistry,"Am Voingholz in Bottrop, Germany",,german_fires_bottrop_locations,6363392b34e512ffd33b953e0b0a632f,german_fires_bottrop_locations__6363392b34e512ffd33b953e0b0a632f
andreas-hofer-strasse,"Andreas-Hofer-strasse in Bottrop, Germany",51.5465366,6.9132952,1,,,,,CompanyKeyword,"Andreas-Hofer-strasse in Bottrop, Germany",,german_fires_bottrop_locations,4f858bb52993d9577ad85a9bc556c7e7,german_fires_bottrop_locations__4f858bb52993d9577ad85a9bc556c7e7
brabus-allee,"Brabus-Allee in Bottrop, Germany",51.5460148,6.9214776,1,,,,,ForeignMinistry,"Brabus-Allee in Bottrop, Germany",,german_fires_bottrop_locations,f2735863c1052bb6fb98e0956a862efc,german_fires_bottrop_locations__f2735863c1052bb6fb98e0956a862efc
brunerstrasse,"Brunerstrasse in Bottrop, Germany",51.5419393,6.9235578,1,,,,,CompanyKeyword,"Brunerstrasse in Bottrop, Germany",,german_fires_bottrop_locations,e75399437296bd87ecde9d6026a1801f,german_fires_bottrop_locations__e75399437296bd87ecde9d6026a1801f
brunhildenweg,"Brunhildenweg in Bottrop, Germany",51.5440967,6.9146625,1,,,,,DiplomaticFacilities,"Brunhildenweg in Bottrop, Germany",,german_fires_bottrop_locations,6bcc047a804917fc982af2d0688acb1d,german_fires_bottrop_locations__6bcc047a804917fc982af2d0688acb1d
gernotstrasse,"Gernotstrasse in Bottrop, Germany",51.5418635,6.9136894,1,,,,,Person,"Gernotstrasse in Bottrop, Germany",,german_fires_bottrop_locations,520d9dc6730f0192960dc2f0d4adbd10,german_fires_bottrop_locations__520d9dc6730f0192960dc2f0d4adbd10
hagenstrasse,"Hagenstrasse in Bottrop, Germany",51.5403899,6.9146796,1,,,,,DiplomaticFacilities,"Hagenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,e143ffbaed26061b759ce0d73f64c8e1,german_fires_bottrop_locations__e143ffbaed26061b759ce0d73f64c8e1
herzogstrasse,"Herzogstrasse in Bottrop, Germany",51.5471329,6.9060983,1,,,,,AAEntity,"Herzogstrasse in Bottrop, Germany",,german_fires_bottrop_locations,5582ce27a1880bbea8b4a1ae20996b02,german_fires_bottrop_locations__5582ce27a1880bbea8b4a1ae20996b02
im tauschlag,"Im Tauschlag in Bottrop, Germany",51.5422253,6.9174595,1,,,,,IndustryTerm,"Im Tauschlag in Bottrop, Germany",,german_fires_bottrop_locations,0b52e11318a788dc6580bfdcbbd29cc8,german_fires_bottrop_locations__0b52e11318a788dc6580bfdcbbd29cc8
in der littersheide,"In der Littersheide in Bottrop, Germany",51.5535313,6.918057,1,,,,,space,"In der Littersheide in Bottrop, Germany",,german_fires_bottrop_locations,f72d75b99364279f426f6fbe613a4af4,german_fires_bottrop_locations__f72d75b99364279f426f6fbe613a4af4
kornerstrasse,"Kornerstrasse in Bottrop, Germany",51.5477639,6.9269068,1,,,,,CompanyKeyword,"Kornerstrasse in Bottrop, Germany",,german_fires_bottrop_locations,4318bde0807f922c094fec277d642085,german_fires_bottrop_locations__4318bde0807f922c094fec277d642085
kriemhildenweg,"Kriemhildenweg in Bottrop, Germany",51.5448762,6.9130175,1,,,,,Consulates,"Kriemhildenweg in Bottrop, Germany",,german_fires_bottrop_locations,5ddfd5ea8166dab227458d9af36a8273,german_fires_bottrop_locations__5ddfd5ea8166dab227458d9af36a8273
middeweg,"Middeweg in Bottrop, Germany",51.5482111,6.9180532,1,,,,,Person,"Middeweg in Bottrop, Germany",,german_fires_bottrop_locations,4014a3e0603309a87bea008a4f78f07f,german_fires_bottrop_locations__4014a3e0603309a87bea008a4f78f07f
nibelungenweg,"Nibelungenweg in Bottrop, Germany",51.5428744,6.9105441,1,,,,,Shipping,"Nibelungenweg in Bottrop, Germany",,german_fires_bottrop_locations,bebbad67eac724660ed559b3c532728e,german_fires_bottrop_locations__bebbad67eac724660ed559b3c532728e
nordring,"Nordring in Bottrop, Germany",51.5397305,6.9337814,1,,,,,News,"Nordring in Bottrop, Germany",,german_fires_bottrop_locations,9ec01f97e6b374f7fdbd4338d9177c34,german_fires_bottrop_locations__9ec01f97e6b374f7fdbd4338d9177c34
rolandstrasse,"Rolandstrasse in Bottrop, Germany",51.5555124,6.9125155,1,,,,,Refinery,"Rolandstrasse in Bottrop, Germany",,german_fires_bottrop_locations,9f81a8ca0789355c4d02063602951772,german_fires_bottrop_locations__9f81a8ca0789355c4d02063602951772
siegfriedstrasse,"Siegfriedstrasse in Bottrop, Germany",51.5404231,6.9138131,1,,,,,space,"Siegfriedstrasse in Bottrop, Germany",,german_fires_bottrop_locations,c5264a368626c6dc4a53f2c7e758ca7f,german_fires_bottrop_locations__c5264a368626c6dc4a53f2c7e758ca7f
steinbrinkstrasse,"Steinbrinkstrasse in Bottrop, Germany",51.543859,6.9129871,1,,,,,Organization,"Steinbrinkstrasse in Bottrop, Germany",,german_fires_bottrop_locations,e154a924584dd9e758de0c6d5b994e6d,german_fires_bottrop_locations__e154a924584dd9e758de0c6d5b994e6d
stenkhoffstrasse,"Stenkhoffstrasse in Bottrop, Germany",51.5535236,6.9274767,1,,,,,ForeignMinistry,"Stenkhoffstrasse in Bottrop, Germany",,german_fires_bottrop_locations,f4be3ab7c361b420e829818ba95e3121,german_fires_bottrop_locations__f4be3ab7c361b420e829818ba95e3121
veenstrasse,"Veenstrasse in Bottrop, Germany",51.5521394,6.9179308,1,,,,,ForeignMinistry,"Veenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,dd94a4ce7b6e4009085594f6484b31b6,german_fires_bottrop_locations__dd94a4ce7b6e4009085594f6484b31b6
wilhelm-tell-strasse,"Wilhelm-Tell-strasse in Bottrop, Germany",51.5491072,6.9121796,1,,,,,Organization,"Wilhelm-Tell-strasse in Bottrop, Germany",,german_fires_bottrop_locations,fb9b5d12601d0496659cfd1ff2029e99,german_fires_bottrop_locations__fb9b5d12601d0496659cfd1ff2029e99
wittekindstrasse,"Wittekindstrasse in Bottrop, Germany",51.5425983,6.9137389,1,,,,,Exec,"Wittekindstrasse in Bottrop, Germany",,german_fires_bottrop_locations,707893aefef74316033e4f70977eb0b7,german_fires_bottrop_locations__707893aefef74316033e4f70977eb0b7
agathastrasse,"Agathastrasse in Bottrop, Germany",51.5426751,6.9301572,1,,,,,AAEntity,"Agathastrasse in Bottrop, Germany",,german_fires_bottrop_locations,edd7c1bcd9acd0d72b87c31b90dadd4e,german_fires_bottrop_locations__edd7c1bcd9acd0d72b87c31b90dadd4e
ahornweg,"Ahornweg in Bottrop, Germany",51.5437238,6.9325643,1,,,,,DiplomaticFacilities,"Ahornweg in Bottrop, Germany",,german_fires_bottrop_locations,9f0391717a4091ae05fa45c384d1607a,german_fires_bottrop_locations__9f0391717a4091ae05fa45c384d1607a
am kirchschemmsbach,"Am Kirchschemmsbach in Bottrop, Germany",51.5369635,6.9351235,1,,,,,Person,"Am Kirchschemmsbach in Bottrop, Germany",,german_fires_bottrop_locations,bdf032f4f4ccaed758da3612c97f8c69,german_fires_bottrop_locations__bdf032f4f4ccaed758da3612c97f8c69
am schlangenholt,"Am Schlangenholt in Bottrop, Germany",51.5448201,6.9311308,1,,,,,Legislator,"Am Schlangenholt in Bottrop, Germany",,german_fires_bottrop_locations,3e026c00d4fe94ac54271fe95eef93f6,german_fires_bottrop_locations__3e026c00d4fe94ac54271fe95eef93f6
am venn,"Am Venn in Bottrop, Germany",51.5411622,6.9347989,1,,,,,Wells,"Am Venn in Bottrop, Germany",,german_fires_bottrop_locations,a1f42b4ccc3b32f808615ba5bbcf90bd,german_fires_bottrop_locations__a1f42b4ccc3b32f808615ba5bbcf90bd
am vorthbach,"Am Vorthbach in Bottrop, Germany",51.5442949,6.9223605,1,,,,,News,"Am Vorthbach in Bottrop, Germany",,german_fires_bottrop_locations,1fb40775f835857bb002478991f59404,german_fires_bottrop_locations__1fb40775f835857bb002478991f59404
am weckelsberg,"Am Weckelsberg in Bottrop, Germany",51.5386683,6.930469,1,,,,,CompanyKeyword,"Am Weckelsberg in Bottrop, Germany",,german_fires_bottrop_locations,6da22da7553be852bbf3c3aed18d39bb,german_fires_bottrop_locations__6da22da7553be852bbf3c3aed18d39bb
an liebfrauen,"An Liebfrauen in Bottrop, Germany",51.5416377,6.9322117,1,,,,,Diplomat,"An Liebfrauen in Bottrop, Germany",,german_fires_bottrop_locations,f8ec3670626cba9585e049af6db4a933,german_fires_bottrop_locations__f8ec3670626cba9585e049af6db4a933
arminiusstrasse,"Arminiusstrasse in Bottrop, Germany",51.5433006,6.9314068,1,,,,,Wells,"Arminiusstrasse in Bottrop, Germany",,german_fires_bottrop_locations,5f54f8424754cf4710665fa9c009e280,german_fires_bottrop_locations__5f54f8424754cf4710665fa9c009e280
bachstrasse,"Bachstrasse in Bottrop, Germany",51.5395238,6.9295827,1,,,,,Keyphrase,"Bachstrasse in Bottrop, Germany",,german_fires_bottrop_locations,1cf2ffaf32f4bf9eeccf1369542b6428,german_fires_bottrop_locations__1cf2ffaf32f4bf9eeccf1369542b6428
bannizastrasse,"Bannizastrasse in Bottrop, Germany",51.5422867,6.938655,1,,,,,Exec,"Bannizastrasse in Bottrop, Germany",,german_fires_bottrop_locations,841d5d931a3893db12f325e86137a0de,german_fires_bottrop_locations__841d5d931a3893db12f325e86137a0de
barbarastrasse,"Barbarastrasse in Bottrop, Germany",51.5414557,6.9309064,1,,,,,Consulates,"Barbarastrasse in Bottrop, Germany",,german_fires_bottrop_locations,3b7ba5d54912245d0a59935cf529896d,german_fires_bottrop_locations__3b7ba5d54912245d0a59935cf529896d
beethovenstrasse,"Beethovenstrasse in Bottrop, Germany",51.5400953,6.9299432,1,,,,,Wells,"Beethovenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,ecec9381a8000a2cbf119bb702baf5b7,german_fires_bottrop_locations__ecec9381a8000a2cbf119bb702baf5b7
bodelschwinghstrasse,"Bodelschwinghstrasse in Bottrop, Germany",51.5421081,6.9271596,1,,,,,Keyphrase,"Bodelschwinghstrasse in Bottrop, Germany",,german_fires_bottrop_locations,3cee33cf5772a83f7d7c30d9665d25c6,german_fires_bottrop_locations__3cee33cf5772a83f7d7c30d9665d25c6
bromerstrasse,"Bromerstrasse in Bottrop, Germany",51.5434976,6.9301213,1,,,,,IndustryTerm,"Bromerstrasse in Bottrop, Germany",,german_fires_bottrop_locations,3c3f680b45647564ca313798e1fbf9d0,german_fires_bottrop_locations__3c3f680b45647564ca313798e1fbf9d0
buchenstrasse,"Buchenstrasse in Bottrop, Germany",51.5424368,6.9316356,1,,,,,Refinery,"Buchenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,a179a688e40525fbae69bca6e8e84a42,german_fires_bottrop_locations__a179a688e40525fbae69bca6e8e84a42
clemens-kraienhorst-strasse,"Clemens-Kraienhorst-strasse in Bottrop, Germany",51.5435767,6.9367663,1,,,,,AAEntity,"Clemens-Kraienhorst-strasse in Bottrop, Germany",,german_fires_bottrop_locations,d9e839c60ae8bfb18ca9a10b1e428ff1,german_fires_bottrop_locations__d9e839c60ae8bfb18ca9a10b1e428ff1
holtfortstrasse,"Holtfortstrasse in Bottrop, Germany",51.5387588,6.9354875,1,,,,,Diplomat,"Holtfortstrasse in Bottrop, Germany",,german_fires_bottrop_locations,1e4f1b0998f69bf095cee914471bb9db,german_fires_bottrop_locations__1e4f1b0998f69bf095cee914471bb9db
in den weywiesen,"In den Weywiesen in Bottrop, Germany",51.5426485,6.9281819,1,,,,,Organization,"In den Weywiesen in Bottrop, Germany",,german_fires_bottrop_locations,b3afd1949b7718b8eda753d8ac44fb94,german_fires_bottrop_locations__b3afd1949b7718b8eda753d8ac44fb94
liebrechtstrasse,"Liebrechtstrasse in Bottrop, Germany",51.5423889,6.9375347,1,,,,,Pipeline,"Liebrechtstrasse in Bottrop, Germany",,german_fires_bottrop_locations,84f4c322db8f6d5b361604a5254992a1,german_fires_bottrop_locations__84f4c322db8f6d5b361604a5254992a1
mozartstrasse,"Mozartstrasse in Bottrop, Germany",51.5388008,6.9266592,1,,,,,LegislativeCommittee,"Mozartstrasse in Bottrop, Germany",,german_fires_bottrop_locations,62610e3e9b6c0994ce348012053b769f,german_fires_bottrop_locations__62610e3e9b6c0994ce348012053b769f
nikolaus-gross-strasse,"Nikolaus-Gross-strasse in Bottrop, Germany",51.5469541,6.9353679,1,,,,,AAEntity,"Nikolaus-Gross-strasse in Bottrop, Germany",,german_fires_bottrop_locations,6f9aed61dad9e1331226bb0f4ebc986a,german_fires_bottrop_locations__6f9aed61dad9e1331226bb0f4ebc986a
rippelbeckstrasse,"Rippelbeckstrasse in Bottrop, Germany",51.5447883,6.9394423,1,,,,,Shipping,"Rippelbeckstrasse in Bottrop, Germany",,german_fires_bottrop_locations,8187e3a2cd77ae56d9c00d35991bb83f,german_fires_bottrop_locations__8187e3a2cd77ae56d9c00d35991bb83f
rochusstrasse,"Rochusstrasse in Bottrop, Germany",51.5416377,6.9322117,1,,,,,Keyphrase,"Rochusstrasse in Bottrop, Germany",,german_fires_bottrop_locations,b83f3ce6808296d122e5dcc966620d8c,german_fires_bottrop_locations__b83f3ce6808296d122e5dcc966620d8c
schantzstrasse,"Schantzstrasse in Bottrop, Germany",51.5424848,6.9358335,1,,,,,Person,"Schantzstrasse in Bottrop, Germany",,german_fires_bottrop_locations,5bef8dbfacbf4110e52a19fe4e06a858,german_fires_bottrop_locations__5bef8dbfacbf4110e52a19fe4e06a858
schubertstrasse,"Schubertstrasse in Bottrop, Germany",51.537106,6.9279632,1,,,,,Pipeline,"Schubertstrasse in Bottrop, Germany",,german_fires_bottrop_locations,5193eabad4fc8889f200503235ec4d85,german_fires_bottrop_locations__5193eabad4fc8889f200503235ec4d85
schumannstrasse,"Schumannstrasse in Bottrop, Germany",51.5387972,6.9306431,1,,,,,ForeignMinister,"Schumannstrasse in Bottrop, Germany",,german_fires_bottrop_locations,7d55730382cfa1210d075d73e3f32ce4,german_fires_bottrop_locations__7d55730382cfa1210d075d73e3f32ce4
werkstrasse,"Werkstrasse in Bottrop, Germany",51.5439654,6.9221284,1,,,,,LegislativeCommittee,"Werkstrasse in Bottrop, Germany",,german_fires_bottrop_locations,b2568c300a083bee73e78d4f6b759ce8,german_fires_bottrop_locations__b2568c300a083bee73e78d4f6b759ce8
wildenhoff,"Wildenhoff in Bottrop, Germany",51.5451625,6.9344887,1,,,,,Organization,"Wildenhoff in Bottrop, Germany",,german_fires_bottrop_locations,ae1bbfab521ff0ad598bc1e578939097,german_fires_bottrop_locations__ae1bbfab521ff0ad598bc1e578939097
august-schmidt-weg,"August-Schmidt-Weg in Bottrop, Germany",51.5525303,6.9433563,1,,,,,Keyphrase,"August-Schmidt-Weg in Bottrop, Germany",,german_fires_bottrop_locations,b56472472a1b4f64f6f48237af22bd87,german_fires_bottrop_locations__b56472472a1b4f64f6f48237af22bd87
baurstrasse,"Baurstrasse in Bottrop, Germany",51.5504651,6.9378223,1,,,,,Media,"Baurstrasse in Bottrop, Germany",,german_fires_bottrop_locations,c326b0e684e8a03365e898279a703e8b,german_fires_bottrop_locations__c326b0e684e8a03365e898279a703e8b
bogelsheide,"Bogelsheide in Bottrop, Germany",51.5507172,6.933633,1,,,,,Wells,"Bogelsheide in Bottrop, Germany",,german_fires_bottrop_locations,34d4c3ebbe8bffd1a587bd00030fe335,german_fires_bottrop_locations__34d4c3ebbe8bffd1a587bd00030fe335
borenstrasse,"Borenstrasse in Bottrop, Germany",51.5533671,6.9343752,1,,,,,space,"Borenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,2d5ee267b9888828b623eff3efa76537,german_fires_bottrop_locations__2d5ee267b9888828b623eff3efa76537
bugelstrasse,"Bugelstrasse in Bottrop, Germany",51.5480455,6.9355923,1,,,,,Person,"Bugelstrasse in Bottrop, Germany",,german_fires_bottrop_locations,13f177276311c741e828dc012376881f,german_fires_bottrop_locations__13f177276311c741e828dc012376881f
christian-fabian-strasse,"Christian-Fabian-strasse in Bottrop, Germany",51.5545646,6.935731,1,,,,,DiplomaticFacilities,"Christian-Fabian-strasse in Bottrop, Germany",,german_fires_bottrop_locations,ee5ba8c5de6e7d9be3a1a5fc27aab8a8,german_fires_bottrop_locations__ee5ba8c5de6e7d9be3a1a5fc27aab8a8
ernst-moritz-arndt-strasse,"Ernst-Moritz-Arndt-strasse in Bottrop, Germany",51.5520149,6.9344123,1,,,,,space,"Ernst-Moritz-Arndt-strasse in Bottrop, Germany",,german_fires_bottrop_locations,9736735a4196e83138ba41f83ec661ef,german_fires_bottrop_locations__9736735a4196e83138ba41f83ec661ef
heinrich-theissen-strasse,"Heinrich-Theissen-strasse in Bottrop, Germany",51.5508542,6.9438483,1,,,,,LegislativeCommittee,"Heinrich-Theissen-strasse in Bottrop, Germany",,german_fires_bottrop_locations,0812da5b14f7c29d2a7403c3aef14668,german_fires_bottrop_locations__0812da5b14f7c29d2a7403c3aef14668
henry-dunant-strasse,"Henry-Dunant-strasse in Bottrop, Germany",51.5544042,6.9377223,1,,,,,Media,"Henry-Dunant-strasse in Bottrop, Germany",,german_fires_bottrop_locations,4196363b1a869a9fdae3aa7c90be2173,german_fires_bottrop_locations__4196363b1a869a9fdae3aa7c90be2173
industriestrasse,"Industriestrasse in Bottrop, Germany",51.5504729,6.95294,1,,,,,Shipping,"Industriestrasse in Bottrop, Germany",,german_fires_bottrop_locations,0f91bdf6361091d5c8ab614951529d40,german_fires_bottrop_locations__0f91bdf6361091d5c8ab614951529d40
krummerstrasse,"Krummerstrasse in Bottrop, Germany",51.5530306,6.9399972,1,,,,,Refinery,"Krummerstrasse in Bottrop, Germany",,german_fires_bottrop_locations,9dfd28ed4c9c33e39414b65297b8a619,german_fires_bottrop_locations__9dfd28ed4c9c33e39414b65297b8a619
lossenstrasse,"Lossenstrasse in Bottrop, Germany",51.5492547,6.9404404,1,,,,,Pipeline,"Lossenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,957e581729cc1ecc621653e870ee3b51,german_fires_bottrop_locations__957e581729cc1ecc621653e870ee3b51
rheinbabenstrasse,"Rheinbabenstrasse in Bottrop, Germany",51.5468686,6.9449372,1,,,,,Consulates,"Rheinbabenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,72e4ff9921a7f4dbff5294014f58747f,german_fires_bottrop_locations__72e4ff9921a7f4dbff5294014f58747f
rubenkamp,"Rubenkamp in Bottrop, Germany",51.5513828,6.9354702,1,,,,,ForeignMinistry,"Rubenkamp in Bottrop, Germany",,german_fires_bottrop_locations,c223c0710109da2731bed67c1a6524c9,german_fires_bottrop_locations__c223c0710109da2731bed67c1a6524c9
sarterstrasse,"Sarterstrasse in Bottrop, Germany",51.551819,6.9386359,1,,,,,Keyphrase,"Sarterstrasse in Bottrop, Germany",,german_fires_bottrop_locations,42f2aa5a7961ab7dc0ce1d3992ca0235,german_fires_bottrop_locations__42f2aa5a7961ab7dc0ce1d3992ca0235
scharfstrasse,"Scharfstrasse in Bottrop, Germany",51.5528429,6.9383124,1,,,,,ForeignMinister,"Scharfstrasse in Bottrop, Germany",,german_fires_bottrop_locations,72c87e4eae374c4e6ddd2cb62d1c164a,german_fires_bottrop_locations__72c87e4eae374c4e6ddd2cb62d1c164a
schillstrasse,"Schillstrasse in Bottrop, Germany",51.5535125,6.9297451,1,,,,,Consulates,"Schillstrasse in Bottrop, Germany",,german_fires_bottrop_locations,c9e2db17c4c82a2e6e9666698ad91ce6,german_fires_bottrop_locations__c9e2db17c4c82a2e6e9666698ad91ce6
schwarwiese,"Schwarwiese in Bottrop, Germany",51.5540555,6.9393821,1,,,,,ForeignMinistry,"Schwarwiese in Bottrop, Germany",,german_fires_bottrop_locations,61547c839c67f65b51eec0e520b4e83e,german_fires_bottrop_locations__61547c839c67f65b51eec0e520b4e83e
taeglichsbeckstrasse,"Taeglichsbeckstrasse in Bottrop, Germany",51.5498502,6.9423818,1,,,,,ForeignMinistry,"Taeglichsbeckstrasse in Bottrop, Germany",,german_fires_bottrop_locations,35a05e009de444d7055ab024fee10ca2,german_fires_bottrop_locations__35a05e009de444d7055ab024fee10ca2
tourcoingstrasse,"Tourcoingstrasse in Bottrop, Germany",51.5519567,6.9328965,1,,,,,Pipeline,"Tourcoingstrasse in Bottrop, Germany",,german_fires_bottrop_locations,4d6069f0be4fb3c4d4d531655d0dfdd0,german_fires_bottrop_locations__4d6069f0be4fb3c4d4d531655d0dfdd0
vienkenstrasse,"Vienkenstrasse in Bottrop, Germany",51.551359,6.9364388,1,,,,,Media,"Vienkenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,90fcac907bb17c4279d212a6100e35f0,german_fires_bottrop_locations__90fcac907bb17c4279d212a6100e35f0
workamp,"Workamp in Bottrop, Germany",51.5528229,6.935206,1,,,,,Pipeline,"Workamp in Bottrop, Germany",,german_fires_bottrop_locations,647505fed3860a2958778d25c23ddd95,german_fires_bottrop_locations__647505fed3860a2958778d25c23ddd95
aegidistrasse,"Aegidistrasse in Bottrop, Germany",51.540541,6.9481236,1,,,,,FTO,"Aegidistrasse in Bottrop, Germany",,german_fires_bottrop_locations,1676b0ec7c2c31e6daf0fa2f6f0815b1,german_fires_bottrop_locations__1676b0ec7c2c31e6daf0fa2f6f0815b1
althansstrasse,"Althansstrasse in Bottrop, Germany",51.541368,6.9507206,1,,,,,Media,"Althansstrasse in Bottrop, Germany",,german_fires_bottrop_locations,aff819b3ed754b26db7ef2098ce44258,german_fires_bottrop_locations__aff819b3ed754b26db7ef2098ce44258
am trappenhof,"Am Trappenhof in Bottrop, Germany",51.5425407,6.9479396,1,,,,,IndustryTerm,"Am Trappenhof in Bottrop, Germany",,german_fires_bottrop_locations,6d10a057786dc14b1a3cf02fa2ef07e9,german_fires_bottrop_locations__6d10a057786dc14b1a3cf02fa2ef07e9
beyrichstrasse,"Beyrichstrasse in Bottrop, Germany",51.5473896,6.939838,1,,,,,FTO,"Beyrichstrasse in Bottrop, Germany",,german_fires_bottrop_locations,8edbd05551fc48aec24dd7cd3ceaeb9f,german_fires_bottrop_locations__8edbd05551fc48aec24dd7cd3ceaeb9f
ernst-ender-strasse,"Ernst-Ender-strasse in Bottrop, Germany",51.5432035,6.9399666,1,,,,,ForeignMinistry,"Ernst-Ender-strasse in Bottrop, Germany",,german_fires_bottrop_locations,0b7539f6167cd46febaffd8bd052bfc3,german_fires_bottrop_locations__0b7539f6167cd46febaffd8bd052bfc3
fischedickstrasse,"Fischedickstrasse in Bottrop, Germany",51.5405387,6.9523184,1,,,,,LegislativeCommittee,"Fischedickstrasse in Bottrop, Germany",,german_fires_bottrop_locations,dd269de538daca942f92d1e0917f3795,german_fires_bottrop_locations__dd269de538daca942f92d1e0917f3795
fuchsstrasse,"Fuchsstrasse in Bottrop, Germany",51.5423392,6.9424443,1,,,,,News,"Fuchsstrasse in Bottrop, Germany",,german_fires_bottrop_locations,95b6d75d71e867fe1c1611ffcc9d122f,german_fires_bottrop_locations__95b6d75d71e867fe1c1611ffcc9d122f
graffstrasse,"Graffstrasse in Bottrop, Germany",51.5468072,6.9417476,1,,,,,News,"Graffstrasse in Bottrop, Germany",,german_fires_bottrop_locations,2fdbb5bd53c3ef2ad27d639861a3e126,german_fires_bottrop_locations__2fdbb5bd53c3ef2ad27d639861a3e126
hiberniastrasse,"Hiberniastrasse in Bottrop, Germany",51.5498166,6.9492771,1,,,,,IndustryTerm,"Hiberniastrasse in Bottrop, Germany",,german_fires_bottrop_locations,d4f43332bd2b405b68cb3dd559fc1ef8,german_fires_bottrop_locations__d4f43332bd2b405b68cb3dd559fc1ef8
