german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ss,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
an der kommende,"An der Kommende in Bottrop, Germany",51.5245766,6.9823416,1,,,,,Exec,"An der Kommende in Bottrop, Germany",,german_fires_bottrop_locations,98357ee1126cb0c0cfd7269e4ecd8a08,german_fires_bottrop_locations__98357ee1126cb0c0cfd7269e4ecd8a08
an st. franziskus,"An St. Franziskus in Bottrop, Germany",51.5259644,6.9842384,1,,,,,ForeignMinistry,"An St. Franziskus in Bottrop, Germany",,german_fires_bottrop_locations,95a9ea7c675b089a7c383c86fa88b94c,german_fires_bottrop_locations__95a9ea7c675b089a7c383c86fa88b94c
aspelstrasse,"Aspelstrasse in Bottrop, Germany",51.5302423,6.9870401,1,,,,,Wells,"Aspelstrasse in Bottrop, Germany",,german_fires_bottrop_locations,bd5be5dccaf27037fec1915556e2a428,german_fires_bottrop_locations__bd5be5dccaf27037fec1915556e2a428
erlengasse,"Erlengasse in Bottrop, Germany",51.5282157,6.983618,1,,,,,Keyphrase,"Erlengasse in Bottrop, Germany",,german_fires_bottrop_locations,e27d92e97e7fd8d96d478c993963963c,german_fires_bottrop_locations__e27d92e97e7fd8d96d478c993963963c
flottestrasse,"Flottestrasse in Bottrop, Germany",51.5287491,6.9857294,1,,,,,Refinery,"Flottestrasse in Bottrop, Germany",,german_fires_bottrop_locations,7611415c6d98c51150bd14348805977f,german_fires_bottrop_locations__7611415c6d98c51150bd14348805977f
fortkamp,"Fortkamp in Bottrop, Germany",51.5277315,6.9766451,1,,,,,Organization,"Fortkamp in Bottrop, Germany",,german_fires_bottrop_locations,63af120aae574642ee4666d294a356c5,german_fires_bottrop_locations__63af120aae574642ee4666d294a356c5
gerhard-kuchen-strasse,"Gerhard-Kuchen-strasse in Bottrop, Germany",51.5303802,6.9812318,1,,,,,space,"Gerhard-Kuchen-strasse in Bottrop, Germany",,german_fires_bottrop_locations,d49f8c3b6bbde648f63c3dd3fc4d5d6f,german_fires_bottrop_locations__d49f8c3b6bbde648f63c3dd3fc4d5d6f
hegelstrasse,"Hegelstrasse in Bottrop, Germany",51.5298208,6.9751048,1,,,,,FTO,"Hegelstrasse in Bottrop, Germany",,german_fires_bottrop_locations,558115304bb08556e64f059e43ba4856,german_fires_bottrop_locations__558115304bb08556e64f059e43ba4856
horstbruch,"Horstbruch in Bottrop, Germany",51.5258306,6.983981,1,,,,,Media,"Horstbruch in Bottrop, Germany",,german_fires_bottrop_locations,0dbdefb1d8922d59f5d60942064cb8ad,german_fires_bottrop_locations__0dbdefb1d8922d59f5d60942064cb8ad
hugo-stinnes-strasse,"Hugo-Stinnes-strasse in Bottrop, Germany",51.5308587,6.9819978,1,,,,,DiplomaticFacilities,"Hugo-Stinnes-strasse in Bottrop, Germany",,german_fires_bottrop_locations,f77c5d6db77d3967d720a47c586095ff,german_fires_bottrop_locations__f77c5d6db77d3967d720a47c586095ff
im gungfeld,"Im Gungfeld in Bottrop, Germany",51.5273541,6.9869414,1,,,,,Exec,"Im Gungfeld in Bottrop, Germany",,german_fires_bottrop_locations,57f2c405459fc9de1dd81911c4532888,german_fires_bottrop_locations__57f2c405459fc9de1dd81911c4532888
im sundern,"Im Sundern in Bottrop, Germany",51.5283579,6.984315,1,,,,,Media,"Im Sundern in Bottrop, Germany",,german_fires_bottrop_locations,f923eaf16f8482efd18596503620aec7,german_fires_bottrop_locations__f923eaf16f8482efd18596503620aec7
kleinebrechtshof,"Kleinebrechtshof in Bottrop, Germany",51.5233957,6.9879956,1,,,,,Pipeline,"Kleinebrechtshof in Bottrop, Germany",,german_fires_bottrop_locations,90c7e3df3b587f7dc28db5127f07f7d0,german_fires_bottrop_locations__90c7e3df3b587f7dc28db5127f07f7d0
lindenstrasse,"Lindenstrasse in Bottrop, Germany",51.5312416,6.9826671,1,,,,,LegislativeCommittee,"Lindenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,f99c1b9eefdcb9233f320cfadb00d8bc,german_fires_bottrop_locations__f99c1b9eefdcb9233f320cfadb00d8bc
mathias-stinnes-platz,"Mathias-Stinnes-Platz in Bottrop, Germany",51.5297949,6.9856324,1,,,,,AAEntity,"Mathias-Stinnes-Platz in Bottrop, Germany",,german_fires_bottrop_locations,15ba63fd4228ee03a037b5a47353199f,german_fires_bottrop_locations__15ba63fd4228ee03a037b5a47353199f
muhlenflotte,"Muhlenflotte in Bottrop, Germany",51.5250545,6.9893427,1,,,,,FTO,"Muhlenflotte in Bottrop, Germany",,german_fires_bottrop_locations,1236c2ea4a598f1da81d4a542b9769e4,german_fires_bottrop_locations__1236c2ea4a598f1da81d4a542b9769e4
streuwiese,"Streuwiese in Bottrop, Germany",51.5290798,6.9867966,1,,,,,Refinery,"Streuwiese in Bottrop, Germany",,german_fires_bottrop_locations,bf234fe06a7e3e3a75f869746428ab8c,german_fires_bottrop_locations__bf234fe06a7e3e3a75f869746428ab8c
ulmenplatz,"Ulmenplatz in Bottrop, Germany",51.5279609,6.988887,1,,,,,ForeignMinistry,"Ulmenplatz in Bottrop, Germany",,german_fires_bottrop_locations,e5e66de6cab1a4a87b720cc2636a0287,german_fires_bottrop_locations__e5e66de6cab1a4a87b720cc2636a0287
welheimer strasse,"Welheimer strasse in Bottrop, Germany",51.5289084,6.9812711,1,,,,,Exec,"Welheimer strasse in Bottrop, Germany",,german_fires_bottrop_locations,a968f88e81494e62338fc5048dfeef3f,german_fires_bottrop_locations__a968f88e81494e62338fc5048dfeef3f
albrecht-durer-strasse,"Albrecht-Durer-strasse in Bottrop, Germany",51.5192641,6.9456342,1,,,,,Wells,"Albrecht-Durer-strasse in Bottrop, Germany",,german_fires_bottrop_locations,e8f0136499c8d562c1feb9ce830be5df,german_fires_bottrop_locations__e8f0136499c8d562c1feb9ce830be5df
am holscherskotten,"Am Holscherskotten in Bottrop, Germany",51.5221887,6.9504349,1,,,,,space,"Am Holscherskotten in Bottrop, Germany",,german_fires_bottrop_locations,98dc0641eb8be13c36a30c6be364eea7,german_fires_bottrop_locations__98dc0641eb8be13c36a30c6be364eea7
am timpenkotten,"Am Timpenkotten in Bottrop, Germany",51.5256108,6.9486176,1,,,,,CompanyKeyword,"Am Timpenkotten in Bottrop, Germany",,german_fires_bottrop_locations,07a4977b52b3a8436e877648bc4653b6,german_fires_bottrop_locations__07a4977b52b3a8436e877648bc4653b6
an der hasenhegge,"An der Hasenhegge in Bottrop, Germany",51.5270674,6.9453214,1,,,,,ForeignMinister,"An der Hasenhegge in Bottrop, Germany",,german_fires_bottrop_locations,c869f6f84396de806325c2e4d8e4c255,german_fires_bottrop_locations__c869f6f84396de806325c2e4d8e4c255
arnsmannstrasse,"Arnsmannstrasse in Bottrop, Germany",51.5221536,6.9541666,1,,,,,News,"Arnsmannstrasse in Bottrop, Germany",,german_fires_bottrop_locations,a4efddfdfc95a6c8315ad3e9aa26f021,german_fires_bottrop_locations__a4efddfdfc95a6c8315ad3e9aa26f021
bernhard-poether-weg,"Bernhard-Poether-Weg in Bottrop, Germany",51.5284693,6.9526327,1,,,,,CompanyKeyword,"Bernhard-Poether-Weg in Bottrop, Germany",,german_fires_bottrop_locations,9ecbdf1d5feab90ddeb5229078fda775,german_fires_bottrop_locations__9ecbdf1d5feab90ddeb5229078fda775
devensstrasse,"Devensstrasse in Bottrop, Germany",51.5165771,6.9455023,1,,,,,CompanyKeyword,"Devensstrasse in Bottrop, Germany",,german_fires_bottrop_locations,d9185092ffeba11a537029a9fd0068a2,german_fires_bottrop_locations__d9185092ffeba11a537029a9fd0068a2
geschwister-scholl-weg,"Geschwister-Scholl-Weg in Bottrop, Germany",51.5287161,6.9525112,1,,,,,CompanyKeyword,"Geschwister-Scholl-Weg in Bottrop, Germany",,german_fires_bottrop_locations,6bc51c3cb957fa9ac91c70b2fe919e00,german_fires_bottrop_locations__6bc51c3cb957fa9ac91c70b2fe919e00
gluckaufstrasse,"Gluckaufstrasse in Bottrop, Germany",51.520084,6.9483358,1,,,,,Consulates,"Gluckaufstrasse in Bottrop, Germany",,german_fires_bottrop_locations,c070e7397bf881b39b8bb7b2ef1e90e7,german_fires_bottrop_locations__c070e7397bf881b39b8bb7b2ef1e90e7
kampstrasse,"Kampstrasse in Bottrop, Germany",51.522511,6.9489606,1,,,,,Legislator,"Kampstrasse in Bottrop, Germany",,german_fires_bottrop_locations,9e887e8f037c571796dcdcf4e394ff07,german_fires_bottrop_locations__9e887e8f037c571796dcdcf4e394ff07
kaulbachstrasse,"Kaulbachstrasse in Bottrop, Germany",51.5204678,6.9516601,1,,,,,Exec,"Kaulbachstrasse in Bottrop, Germany",,german_fires_bottrop_locations,58d1e85af4184d6ec834187bf4498009,german_fires_bottrop_locations__58d1e85af4184d6ec834187bf4498009
ludwig-richter-strasse,"Ludwig-Richter-strasse in Bottrop, Germany",51.5190174,6.9478506,1,,,,,CompanyKeyword,"Ludwig-Richter-strasse in Bottrop, Germany",,german_fires_bottrop_locations,26c1e69683692259f2375c968a97d62a,german_fires_bottrop_locations__26c1e69683692259f2375c968a97d62a
mommkamp,"Mommkamp in Bottrop, Germany",51.5260862,6.9486095,1,,,,,Shipping,"Mommkamp in Bottrop, Germany",,german_fires_bottrop_locations,bd6c37d28caa7a6a28b29766706a4373,german_fires_bottrop_locations__bd6c37d28caa7a6a28b29766706a4373
norpothstrasse,"Norpothstrasse in Bottrop, Germany",51.5245666,6.9495255,1,,,,,Consulates,"Norpothstrasse in Bottrop, Germany",,german_fires_bottrop_locations,71b53d5d1ac7ecc0bf1e35a85bfb789b,german_fires_bottrop_locations__71b53d5d1ac7ecc0bf1e35a85bfb789b
am beelertskotten,"Am Beelertskotten in Bottrop, Germany",51.5235857,6.9475296,1,,,,,Pipeline,"Am Beelertskotten in Bottrop, Germany",,german_fires_bottrop_locations,3d8163bdc0e41a09b775d31bd68da22f,german_fires_bottrop_locations__3d8163bdc0e41a09b775d31bd68da22f
brinkstrasse,"Brinkstrasse in Bottrop, Germany",51.5213554,6.941464,1,,,,,Refinery,"Brinkstrasse in Bottrop, Germany",,german_fires_bottrop_locations,a83a5ee52be092af2fac1afb98853194,german_fires_bottrop_locations__a83a5ee52be092af2fac1afb98853194
dickebank,"Dickebank in Bottrop, Germany",51.524426,6.9417684,1,,,,,Media,"Dickebank in Bottrop, Germany",,german_fires_bottrop_locations,8a68c47721559235bca80ab5f60dbea7,german_fires_bottrop_locations__8a68c47721559235bca80ab5f60dbea7
gildestrasse,"Gildestrasse in Bottrop, Germany",51.5186461,6.9380303,1,,,,,Shipping,"Gildestrasse in Bottrop, Germany",,german_fires_bottrop_locations,476ffd4649ba6d1322120e26fe40085f,german_fires_bottrop_locations__476ffd4649ba6d1322120e26fe40085f
haardtstrasse,"Haardtstrasse in Bottrop, Germany",51.5255244,6.9393978,1,,,,,DiplomaticFacilities,"Haardtstrasse in Bottrop, Germany",,german_fires_bottrop_locations,b18ff7467b34a7f187d417b04933fd60,german_fires_bottrop_locations__b18ff7467b34a7f187d417b04933fd60
korzmannstrasse,"Korzmannstrasse in Bottrop, Germany",51.5224341,6.9452982,1,,,,,Exec,"Korzmannstrasse in Bottrop, Germany",,german_fires_bottrop_locations,0fbfdb6d7002ed56ebcac86c83356678,german_fires_bottrop_locations__0fbfdb6d7002ed56ebcac86c83356678
lenbachstrasse,"Lenbachstrasse in Bottrop, Germany",51.5191986,6.940294,1,,,,,Shipping,"Lenbachstrasse in Bottrop, Germany",,german_fires_bottrop_locations,1434dae050e8e9ad603c3f30c4408c3c,german_fires_bottrop_locations__1434dae050e8e9ad603c3f30c4408c3c
max-schwarze-weg,"Max-Schwarze-Weg in Bottrop, Germany",51.5270991,6.9398109,1,,,,,AAEntity,"Max-Schwarze-Weg in Bottrop, Germany",,german_fires_bottrop_locations,798d5352953d2375a42f0c4eea5319d1,german_fires_bottrop_locations__798d5352953d2375a42f0c4eea5319d1
menzelstrasse,"Menzelstrasse in Bottrop, Germany",51.5221532,6.9463554,1,,,,,Consulates,"Menzelstrasse in Bottrop, Germany",,german_fires_bottrop_locations,91ff9b54b73e2fde5bb81784c8adb976,german_fires_bottrop_locations__91ff9b54b73e2fde5bb81784c8adb976
moddericher strasse,"Moddericher strasse in Bottrop, Germany",51.5232947,6.9438409,1,,,,,AAEntity,"Moddericher strasse in Bottrop, Germany",,german_fires_bottrop_locations,751ce3d62441286717beaeabfcaca435,german_fires_bottrop_locations__751ce3d62441286717beaeabfcaca435
monchenort,"Monchenort in Bottrop, Germany",51.5210183,6.9380841,1,,,,,Exec,"Monchenort in Bottrop, Germany",,german_fires_bottrop_locations,2f0783c1f1dfef742686c9a608e9760e,german_fires_bottrop_locations__2f0783c1f1dfef742686c9a608e9760e
passstrasse,"Passstrasse in Bottrop, Germany",51.5225579,6.9386853,1,,,,,space,"Passstrasse in Bottrop, Germany",,german_fires_bottrop_locations,9ab365727c969c3046aaa4943b46f60b,german_fires_bottrop_locations__9ab365727c969c3046aaa4943b46f60b
rottgersbank,"Rottgersbank in Bottrop, Germany",51.5240004,6.9427509,1,,,,,FTO,"Rottgersbank in Bottrop, Germany",,german_fires_bottrop_locations,8e25b79e4d54369fb71b3f7f5032df03,german_fires_bottrop_locations__8e25b79e4d54369fb71b3f7f5032df03
rubensstrasse,"Rubensstrasse in Bottrop, Germany",51.5215174,6.9462819,1,,,,,Consulates,"Rubensstrasse in Bottrop, Germany",,german_fires_bottrop_locations,33f50cf5887abab46766630a2268e929,german_fires_bottrop_locations__33f50cf5887abab46766630a2268e929
sonnenschein,"Sonnenschein in Bottrop, Germany",51.5248824,6.9403501,1,,,,,ForeignMinister,"Sonnenschein in Bottrop, Germany",,german_fires_bottrop_locations,77130f1a038ebbce42142c92ba14c9d5,german_fires_bottrop_locations__77130f1a038ebbce42142c92ba14c9d5
waldthausenstrasse,"Waldthausenstrasse in Bottrop, Germany",51.5181537,6.9410372,1,,,,,CompanyKeyword,"Waldthausenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,0f4e696ffe1652d9b46aec504f1448e5,german_fires_bottrop_locations__0f4e696ffe1652d9b46aec504f1448e5
waterkampstrasse,"Waterkampstrasse in Bottrop, Germany",51.5186709,6.9393683,1,,,,,DiplomaticFacilities,"Waterkampstrasse in Bottrop, Germany",,german_fires_bottrop_locations,3fb2cb9c941e573a378e9eabe66e9964,german_fires_bottrop_locations__3fb2cb9c941e573a378e9eabe66e9964
zollverein,"Zollverein in Bottrop, Germany",51.5260181,6.942959,1,,,,,Media,"Zollverein in Bottrop, Germany",,german_fires_bottrop_locations,5f1ac848b42f6c3dc0057150efc4d111,german_fires_bottrop_locations__5f1ac848b42f6c3dc0057150efc4d111
arenbergstrasse,"Arenbergstrasse in Bottrop, Germany",51.5183974,6.9445361,1,,,,,Shipping,"Arenbergstrasse in Bottrop, Germany",,german_fires_bottrop_locations,83d099803d43c1575eefcc22c00a111f,german_fires_bottrop_locations__83d099803d43c1575eefcc22c00a111f
bahnhofstrasse,"Bahnhofstrasse in Bottrop, Germany",51.5105769,6.9427068,1,,,,,Person,"Bahnhofstrasse in Bottrop, Germany",,german_fires_bottrop_locations,1a7f741e3d55758d382bfe432061735d,german_fires_bottrop_locations__1a7f741e3d55758d382bfe432061735d
bellenbrockstrasse,"Bellenbrockstrasse in Bottrop, Germany",51.5150908,6.9414109,1,,,,,CompanyKeyword,"Bellenbrockstrasse in Bottrop, Germany",,german_fires_bottrop_locations,0fc7cef1b99a006d9134b695c38c8b72,german_fires_bottrop_locations__0fc7cef1b99a006d9134b695c38c8b72
brauerstrasse,"Brauerstrasse in Bottrop, Germany",51.5195503,6.9294257,1,,,,,DiplomaticFacilities,"Brauerstrasse in Bottrop, Germany",,german_fires_bottrop_locations,049a83dfff8fdbeb91a4fc6f6fc03b39,german_fires_bottrop_locations__049a83dfff8fdbeb91a4fc6f6fc03b39
corinthweg,"Corinthweg in Bottrop, Germany",51.5141143,6.9387495,1,,,,,AAEntity,"Corinthweg in Bottrop, Germany",,german_fires_bottrop_locations,e8ca9f71f303bb359bd52d14af0239ac,german_fires_bottrop_locations__e8ca9f71f303bb359bd52d14af0239ac
feuerbachstrasse,"Feuerbachstrasse in Bottrop, Germany",51.5144858,6.9396366,1,,,,,IndustryTerm,"Feuerbachstrasse in Bottrop, Germany",,german_fires_bottrop_locations,ba8953012198f99c8f8cc9ce2fd18190,german_fires_bottrop_locations__ba8953012198f99c8f8cc9ce2fd18190
gruterstrasse,"Gruterstrasse in Bottrop, Germany",51.5169927,6.9416661,1,,,,,Keyphrase,"Gruterstrasse in Bottrop, Germany",,german_fires_bottrop_locations,e6cea8c3e14fc5c5b9ef0a581ae2283b,german_fires_bottrop_locations__e6cea8c3e14fc5c5b9ef0a581ae2283b
humboldtstrasse,"Humboldtstrasse in Bottrop, Germany",51.5170563,6.9309541,1,,,,,Media,"Humboldtstrasse in Bottrop, Germany",,german_fires_bottrop_locations,18eb0ee1c533452486f542695af0deec,german_fires_bottrop_locations__18eb0ee1c533452486f542695af0deec
huyssenstrasse,"Huyssenstrasse in Bottrop, Germany",51.5180526,6.9432424,1,,,,,Diplomat,"Huyssenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,ee926553c6f815e789f4b234e5a8f01f,german_fires_bottrop_locations__ee926553c6f815e789f4b234e5a8f01f
karl-englert-strasse,"Karl-Englert-strasse in Bottrop, Germany",51.518142,6.9307744,1,,,,,Pipeline,"Karl-Englert-strasse in Bottrop, Germany",,german_fires_bottrop_locations,1d26b64288ebc9b164d4a809cdbe2d6a,german_fires_bottrop_locations__1d26b64288ebc9b164d4a809cdbe2d6a
kellermannstrasse,"Kellermannstrasse in Bottrop, Germany",51.5173816,6.9381727,1,,,,,IndustryTerm,"Kellermannstrasse in Bottrop, Germany",,german_fires_bottrop_locations,4d30c009dac418a8e0c491250e993539,german_fires_bottrop_locations__4d30c009dac418a8e0c491250e993539
muhlenstrasse,"Muhlenstrasse in Bottrop, Germany",51.5169719,6.9428182,1,,,,,Keyphrase,"Muhlenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,aeb71d6da538f2cdd766a98748518dbb,german_fires_bottrop_locations__aeb71d6da538f2cdd766a98748518dbb
spitzwegstrasse,"Spitzwegstrasse in Bottrop, Germany",51.5117193,6.937534,1,,,,,Refinery,"Spitzwegstrasse in Bottrop, Germany",,german_fires_bottrop_locations,b61a72ed2cd236d7e49dfef10b8931b4,german_fires_bottrop_locations__b61a72ed2cd236d7e49dfef10b8931b4
wortmannstrasse,"Wortmannstrasse in Bottrop, Germany",51.5159711,6.9368017,1,,,,,FTO,"Wortmannstrasse in Bottrop, Germany",,german_fires_bottrop_locations,f24e25ef3b6b16970759e0071392e0aa,german_fires_bottrop_locations__f24e25ef3b6b16970759e0071392e0aa
zunftstrasse,"Zunftstrasse in Bottrop, Germany",51.5181542,6.9369796,1,,,,,Wells,"Zunftstrasse in Bottrop, Germany",,german_fires_bottrop_locations,18ebdc81a5a53301e853fb628d249983,german_fires_bottrop_locations__18ebdc81a5a53301e853fb628d249983
am kruppwald,"Am Kruppwald in Bottrop, Germany",51.5110131,6.9589684,1,,,,,Organization,"Am Kruppwald in Bottrop, Germany",,german_fires_bottrop_locations,2899cce31ec0c31ad893ae510493bb1f,german_fires_bottrop_locations__2899cce31ec0c31ad893ae510493bb1f
am langen damm,"Am Langen Damm in Bottrop, Germany",51.5124759,6.9695051,1,,,,,Keyphrase,"Am Langen Damm in Bottrop, Germany",,german_fires_bottrop_locations,ec6885f8ec8bb1f91900174ba5c4c1b7,german_fires_bottrop_locations__ec6885f8ec8bb1f91900174ba5c4c1b7
am rhein-herne-kanal,"Am Rhein-Herne-Kanal in Bottrop, Germany",51.4996687,6.9382577,1,,,,,Consulates,"Am Rhein-Herne-Kanal in Bottrop, Germany",,german_fires_bottrop_locations,400f99afc3ff738ebccb8e23c407f1d7,german_fires_bottrop_locations__400f99afc3ff738ebccb8e23c407f1d7
am sudbahnhof,"Am Sudbahnhof in Bottrop, Germany",51.5091842,6.9502873,1,,,,,Shipping,"Am Sudbahnhof in Bottrop, Germany",,german_fires_bottrop_locations,b33c935b8afc83fa21d898808c6fea21,german_fires_bottrop_locations__b33c935b8afc83fa21d898808c6fea21
an der knippenburg,"An der Knippenburg in Bottrop, Germany",51.5137163,6.950736,1,,,,,Wells,"An der Knippenburg in Bottrop, Germany",,german_fires_bottrop_locations,67cd49a68a0155161af181d08b896b0a,german_fires_bottrop_locations__67cd49a68a0155161af181d08b896b0a
asbeckstrasse,"Asbeckstrasse in Bottrop, Germany",51.5070266,6.9477784,1,,,,,Exec,"Asbeckstrasse in Bottrop, Germany",,german_fires_bottrop_locations,c8967fe34357a9dfe9ec7a44a895db4a,german_fires_bottrop_locations__c8967fe34357a9dfe9ec7a44a895db4a
bergbaustrasse,"Bergbaustrasse in Bottrop, Germany",51.5038526,6.9469497,1,,,,,Organization,"Bergbaustrasse in Bottrop, Germany",,german_fires_bottrop_locations,5586e11750ad31998cdc971bc7325b1a,german_fires_bottrop_locations__5586e11750ad31998cdc971bc7325b1a
bernestrasse,"Bernestrasse in Bottrop, Germany",51.5022119,6.9421642,1,,,,,Wells,"Bernestrasse in Bottrop, Germany",,german_fires_bottrop_locations,3b853483dfde1f9bb382a11e46f71ba2,german_fires_bottrop_locations__3b853483dfde1f9bb382a11e46f71ba2
binsenkamp,"Binsenkamp in Bottrop, Germany",51.5124759,6.9695051,1,,,,,Consulates,"Binsenkamp in Bottrop, Germany",,german_fires_bottrop_locations,828c500a1b59f015968d993e7f60e1fd,german_fires_bottrop_locations__828c500a1b59f015968d993e7f60e1fd
bocklinstrasse,"Bocklinstrasse in Bottrop, Germany",51.5083408,6.9398366,1,,,,,LegislativeCommittee,"Bocklinstrasse in Bottrop, Germany",,german_fires_bottrop_locations,1fcb45321df3b511222a156f2323617f,german_fires_bottrop_locations__1fcb45321df3b511222a156f2323617f
brakerstrasse,"Brakerstrasse in Bottrop, Germany",51.51671,6.952295,1,,,,,Exec,"Brakerstrasse in Bottrop, Germany",,german_fires_bottrop_locations,124a64e1b87a894835efcbe5dde3ad4b,german_fires_bottrop_locations__124a64e1b87a894835efcbe5dde3ad4b
bruktererstrasse,"Bruktererstrasse in Bottrop, Germany",51.5091745,6.958042,1,,,,,Legislator,"Bruktererstrasse in Bottrop, Germany",,german_fires_bottrop_locations,0aed18bd9ce02a22b1fc32b5382f55fd,german_fires_bottrop_locations__0aed18bd9ce02a22b1fc32b5382f55fd
dockelhorst,"Dockelhorst in Bottrop, Germany",51.5119761,6.9679995,1,,,,,space,"Dockelhorst in Bottrop, Germany",,german_fires_bottrop_locations,1f62c3db5af171020bee2687cc1a8579,german_fires_bottrop_locations__1f62c3db5af171020bee2687cc1a8579
ebelstrasse,"Ebelstrasse in Bottrop, Germany",51.5034136,6.9450863,1,,,,,News,"Ebelstrasse in Bottrop, Germany",,german_fires_bottrop_locations,29a8faad69943097f622f43eb106d455,german_fires_bottrop_locations__29a8faad69943097f622f43eb106d455
einbleckstrasse,"Einbleckstrasse in Bottrop, Germany",51.4975603,6.9292638,1,,,,,Consulates,"Einbleckstrasse in Bottrop, Germany",,german_fires_bottrop_locations,f00511a26bba472e3fa1ad1758d32709,german_fires_bottrop_locations__f00511a26bba472e3fa1ad1758d32709
feuerwerkerstrasse,"Feuerwerkerstrasse in Bottrop, Germany",51.511379,6.9646226,1,,,,,Organization,"Feuerwerkerstrasse in Bottrop, Germany",,german_fires_bottrop_locations,f1d57675dfc87ef00a4310182b214fee,german_fires_bottrop_locations__f1d57675dfc87ef00a4310182b214fee
giesenfort,"Giesenfort in Bottrop, Germany",51.5062975,6.9481618,1,,,,,DiplomaticFacilities,"Giesenfort in Bottrop, Germany",,german_fires_bottrop_locations,88937b22a11b3e845bae6bd48f174cd7,german_fires_bottrop_locations__88937b22a11b3e845bae6bd48f174cd7
gohrweide,"Gohrweide in Bottrop, Germany",51.5141356,6.9450418,1,,,,,Diplomat,"Gohrweide in Bottrop, Germany",,german_fires_bottrop_locations,fadc7c036be8974033087f4d57f2ede5,german_fires_bottrop_locations__fadc7c036be8974033087f4d57f2ede5
hafenstrasse,"Hafenstrasse in Bottrop, Germany",51.5017324,6.9481536,1,,,,,AAEntity,"Hafenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,69698c9c584588ca4b79f98899fcfb2c,german_fires_bottrop_locations__69698c9c584588ca4b79f98899fcfb2c
hasslacherstrasse,"Hasslacherstrasse in Bottrop, Germany",51.5027375,6.9445577,1,,,,,Keyphrase,"Hasslacherstrasse in Bottrop, Germany",,german_fires_bottrop_locations,1bc543011f87eea5be6bf984644ba1cf,german_fires_bottrop_locations__1bc543011f87eea5be6bf984644ba1cf
haverkamp,"Haverkamp in Bottrop, Germany",51.5186601,6.9813043,1,,,,,Refinery,"Haverkamp in Bottrop, Germany",,german_fires_bottrop_locations,6eef4b78cc71e0b1e1448d468d47ae94,german_fires_bottrop_locations__6eef4b78cc71e0b1e1448d468d47ae94
heckenweg,"Heckenweg in Bottrop, Germany",51.5055032,6.9459571,1,,,,,LegislativeCommittee,"Heckenweg in Bottrop, Germany",,german_fires_bottrop_locations,b9f5400b9fb815880bc0f633b9e49f52,german_fires_bottrop_locations__b9f5400b9fb815880bc0f633b9e49f52
holbeinstrasse,"Holbeinstrasse in Bottrop, Germany",51.5163915,6.9576317,1,,,,,CompanyKeyword,"Holbeinstrasse in Bottrop, Germany",,german_fires_bottrop_locations,15ebbf650c4d93bad9687b88681c0d9b,german_fires_bottrop_locations__15ebbf650c4d93bad9687b88681c0d9b
im emscherbruch,"Im Emscherbruch in Bottrop, Germany",51.5105729,6.9637918,1,,,,,Organization,"Im Emscherbruch in Bottrop, Germany",,german_fires_bottrop_locations,8e9b64159df33fc51ff78d95f8b7a966,german_fires_bottrop_locations__8e9b64159df33fc51ff78d95f8b7a966
im werth,"Im Werth in Bottrop, Germany",51.506853,6.9741919,1,,,,,AAEntity,"Im Werth in Bottrop, Germany",,german_fires_bottrop_locations,4f8c85a0679c11625c8c18b13df0099d,german_fires_bottrop_locations__4f8c85a0679c11625c8c18b13df0099d
in der welheimer mark,"In der Welheimer Mark in Bottrop, Germany",51.5142768,6.9774005,1,,,,,Pipeline,"In der Welheimer Mark in Bottrop, Germany",,german_fires_bottrop_locations,745c7c97270676ce84f708677c700dfa,german_fires_bottrop_locations__745c7c97270676ce84f708677c700dfa
klopriesstrasse,"Klopriesstrasse in Bottrop, Germany",51.512988,6.9710462,1,,,,,LegislativeCommittee,"Klopriesstrasse in Bottrop, Germany",,german_fires_bottrop_locations,5a0976f79d907b7cc13b21e32b762196,german_fires_bottrop_locations__5a0976f79d907b7cc13b21e32b762196
knappenstrasse,"Knappenstrasse in Bottrop, Germany",51.5142717,6.9609387,1,,,,,ForeignMinistry,"Knappenstrasse in Bottrop, Germany",,german_fires_bottrop_locations,433b5151d5e1094fe2989c88ab2e0ffd,german_fires_bottrop_locations__433b5151d5e1094fe2989c88ab2e0ffd
kurt-feller-strasse,"Kurt-Feller-strasse in Bottrop, Germany",51.5065565,6.945836,1,,,,,News,"Kurt-Feller-strasse in Bottrop, Germany",,german_fires_bottrop_locations,88f07a0259abe956ea9849461ee0ee02,german_fires_bottrop_locations__88f07a0259abe956ea9849461ee0ee02
lehmkuhler strasse,"Lehmkuhler strasse in Bottrop, Germany",51.5093208,6.9385538,1,,,,,AAEntity,"Lehmkuhler strasse in Bottrop, Germany",,german_fires_bottrop_locations,fa1aadf202188bbd9ec3b39908586c3d,german_fires_bottrop_locations__fa1aadf202188bbd9ec3b39908586c3d
