handle,caption_name,Category,Topic GUID,Topic Name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
cuauhtemocb10,"Morelos, Mexico Governor Cuauhtemoc Blanco",Sports,214218,Reputation,FTO,"Morelos, Mexico Governor Cuauhtemoc Blanco",,advocacy_groups_handles,b32da8457322cd5055bc035149b756c4,advocacy_groups_handles__db85cd058e5a4fb1bad5cdf2c9bbd5e1
ianjamespoulter,Golfer Ian Poulter,Sports,214218,Reputation,ForeignMinistry,Golfer Ian Poulter,,advocacy_groups_handles,ab0efcd9bcbcf5541557dc508438bbf9,advocacy_groups_handles__96f59bdd976a58450c375d4dc18bb407
emadmeteb90plus,Former Egyptian soccer player Emad Meteb,Sports,214218,Reputation,Refinery,Former Egyptian soccer player Emad Meteb,,advocacy_groups_handles,1ba313c0aa8694aa8d934729a0c46429,advocacy_groups_handles__c2bd062dd6e4ed715aa56b281a3ee8c3
natbynature,WWE wrestler Natalya Neidhart,Sports,214218,Reputation,ForeignMinistry,WWE wrestler Natalya Neidhart,,advocacy_groups_handles,3fabff5f21363a302ebf5bfafda62657,advocacy_groups_handles__3edfaefbece6bfa3957cb0e77a88b122
hulkhogan,Hulk Hogan,Sports,214218,Reputation,FTO,Hulk Hogan,,advocacy_groups_handles,19f91a78e9ebb7c136abf4d884551928,advocacy_groups_handles__4620a87b5df230515772f07c6e369be3
larryfitzgerald,Arizona Cardinals WR Larry Fitzgerald,Sports,214218,Reputation,space,Arizona Cardinals WR Larry Fitzgerald,,advocacy_groups_handles,9933ba0795ff932c0451eae31b835bcf,advocacy_groups_handles__3c25c032a2c63f27f3f962d1f8ced5dc
truekofi,WWE wrestler Kofi Kingston,Sports,214218,Reputation,IndustryTerm,WWE wrestler Kofi Kingston,,advocacy_groups_handles,78e6a237bc091439acd7449aabd0420a,advocacy_groups_handles__50e2c0f3d34cb6eb44189e8038f82142
petecarroll,Seattle Seahawks head coach Pete Carroll,Sports,214218,Reputation,Organization,Seattle Seahawks head coach Pete Carroll,,advocacy_groups_handles,37d84e37c47bd6375177df35b396e0e9,advocacy_groups_handles__9fbb6618c3bebc61d0b2b54caf964b30
scump,YouTube personality Scump,Sports,214218,Reputation,Pipeline,YouTube personality Scump,,advocacy_groups_handles,be5ecd4031b04e3f945e3ffd0f55afb3,advocacy_groups_handles__28223941851981613c8c6da34c060fdb
realsaeedajmal,Former Pakistani cricket player Saeed Ajmal,Sports,214218,Reputation,Keyphrase,Former Pakistani cricket player Saeed Ajmal,,advocacy_groups_handles,32fcdb53a275ad7b9bcbfde9b72dbee5,advocacy_groups_handles__d040e7b88ff79953ff8f0339ea3123ce
themattcardona,Wrestler Matt Cardona,Sports,214218,Reputation,AAEntity,Wrestler Matt Cardona,,advocacy_groups_handles,dfe81e03a7eefb58acd954062dbcdb08,advocacy_groups_handles__47af1a3c4575f90e29cd4e2feca55083
didierdrogba,Ivorian former soccer player Didier Drogba,Sports,214218,Reputation,Diplomat,Ivorian former soccer player Didier Drogba,,advocacy_groups_handles,a5bd2b7ef083fd4b44f32bd3378699a0,advocacy_groups_handles__2f2e2434466c683e8786991bd27ff422
kaj33,Former NBA player Kareem Abdul-Jabbar,Sports,214218,Reputation,Organization,Former NBA player Kareem Abdul-Jabbar,,advocacy_groups_handles,aba6b02dfd70e2c848d2e012c3107c48,advocacy_groups_handles__6862f09f809f6ec490d42c74e5cd21c3
romelulukaku9,Inter Milan player Romelu Lukaku,Sports,214218,Reputation,Diplomat,Inter Milan player Romelu Lukaku,,advocacy_groups_handles,1b7588aa0b43746385794cd6b597db4a,advocacy_groups_handles__734251b28d4715ebf4212249fbabf97b
rishabhpant17,Indian cricket player Rishabh Pant,Sports,214218,Reputation,Legislator,Indian cricket player Rishabh Pant,,advocacy_groups_handles,4763beb4175255049ad1b7b77c48fcfa,advocacy_groups_handles__c21685d1c225f8fb9be641ef51e988d6
paudybala_jr,Juventus player Paulo Dybala,Sports,214218,Reputation,Shipping,Juventus player Paulo Dybala,,advocacy_groups_handles,17ddeb2301b6c0f1e0c1bea302436c57,advocacy_groups_handles__7e8f83e947657b3d92252618e6138338
sydneyleroux,Orlando Pride player Sydney Leroux,Sports,214218,Reputation,Pipeline,Orlando Pride player Sydney Leroux,,advocacy_groups_handles,caaf668dffb77eef813cd4bb5552f804,advocacy_groups_handles__d5a8e571ac7bc2dc25c1e3fb9594b69c
matshummels,Dortmund player Mats Hummels,Sports,214218,Reputation,LegislativeCommittee,Dortmund player Mats Hummels,,advocacy_groups_handles,140d7663f85d078823063f64983602b4,advocacy_groups_handles__120263b551b478471ed40815d961b86c
19scazorla,Al Sadd player Santi Cazorla,Sports,214218,Reputation,Shipping,Al Sadd player Santi Cazorla,,advocacy_groups_handles,7993e9601956d359c2a2f60bbb14f171,advocacy_groups_handles__60c05e760e8c93a1ab54f7efa42294bb
mclarke23,Former Australian cricket player Michael Clarke,Sports,214218,Reputation,Person,Former Australian cricket player Michael Clarke,,advocacy_groups_handles,b9bc9b626be4267283bf8e53367f9258,advocacy_groups_handles__fb7a03965f9e938180f7c9da6cdcbd87
sashabankswwe,WWE wrestler Mercedes Vamado,Sports,214218,Reputation,Wells,WWE wrestler Mercedes Vamado,,advocacy_groups_handles,bdda83931dc1c24ecf9631015b434df1,advocacy_groups_handles__0860b65eedad108a0d35a3b51b9bab3e
amirkingkhan,Boxer Amir Khan,Sports,214218,Reputation,Keyphrase,Boxer Amir Khan,,advocacy_groups_handles,e51d711098bb2ece8c2aed81c0611342,advocacy_groups_handles__93671d13913dc78b0c170bd587899ca8
clamarchisio8,Juventus player Claudio Marchisio,Sports,214218,Reputation,Pipeline,Juventus player Claudio Marchisio,,advocacy_groups_handles,70aa0529090e52e2267ee2065c7e054e,advocacy_groups_handles__3bfada373e141ee767f935fc5ae5ec58
mdshami11,Indian cricket player Mohammed Shami,Sports,214218,Reputation,Wells,Indian cricket player Mohammed Shami,,advocacy_groups_handles,c957566040eb24e9c751a798876a1d49,advocacy_groups_handles__f5a59e075d8bba28db8f2046b3568f9f
tonyparker,Former NBA player Tony Parker,Sports,214218,Reputation,News,Former NBA player Tony Parker,,advocacy_groups_handles,597a3b0161363416074cb3b60cfa1882,advocacy_groups_handles__6ecfcf6a696890f5ae9c7af3bff0bf9b
marcofabian_10,FC Juarez player Marco Fabian,Sports,214218,Reputation,space,FC Juarez player Marco Fabian,,advocacy_groups_handles,b9108d4f0bd4a658ca46e5470583469f,advocacy_groups_handles__5ecf9443170a12bdd95e8410a165b688
c1audiobravo,Real Betis player Claudio Bravo Munoz,Sports,214218,Reputation,DiplomaticFacilities,Real Betis player Claudio Bravo Munoz,,advocacy_groups_handles,0611b0ed4b9cbcea2e753983d1bff016,advocacy_groups_handles__3ad00b7cd61aacf05c9b85008398bb6b
rsherman_25,San Francisco 49ers CB Richard Sherman,Sports,214218,Reputation,Exec,San Francisco 49ers CB Richard Sherman,,advocacy_groups_handles,59e07fd2984d57a8dd5f08c8715b923e,advocacy_groups_handles__ed6d863a4e143f1b6cc0e7ae7d30839b
jesselingard,West Ham United player Jesse Lingard,Sports,214218,Reputation,FTO,West Ham United player Jesse Lingard,,advocacy_groups_handles,bd8b5386d980d6c5b0abad56a577ce86,advocacy_groups_handles__947a8aa694f0d7d9823d51935807f141
danielricciardo,Formula 1 driver Daniel Ricciardo,Sports,214218,Reputation,CompanyKeyword,Formula 1 driver Daniel Ricciardo,,advocacy_groups_handles,8be1fe98687296e2cbd262796e60a83e,advocacy_groups_handles__11bbf8c1cea068929b2fe7c9a66b5100
robinho,Brazilian soccer player Robinho,Sports,214218,Reputation,space,Brazilian soccer player Robinho,,advocacy_groups_handles,b3e55da811955fe93db2ac2320519ff3,advocacy_groups_handles__9fc9abadf8c6f5346ca8ba685186fa40
ardaturan,Galatasaray player Arda Turan,Sports,214218,Reputation,Diplomat,Galatasaray player Arda Turan,,advocacy_groups_handles,32a6f912371468556c7210112c0f5964,advocacy_groups_handles__8340773c0209da1cc957fa4038d3ad89
ivanrakitic,Sevilla player Ivan Rakitic,Sports,214218,Reputation,LegislativeCommittee,Sevilla player Ivan Rakitic,,advocacy_groups_handles,5e0d05df857edb875b23bd6604626dfb,advocacy_groups_handles__a25d2c38603185dd08484a24e99dbb8c
georgesstpierre,Former UFC fighter Georges St-Pierre,Sports,214218,Reputation,Keyphrase,Former UFC fighter Georges St-Pierre,,advocacy_groups_handles,e3f0e8520bae361f8faaa3f2d61e9204,advocacy_groups_handles__6973199a275ecfbe829e3be1156d560e
vinijr,Real Madrid player Vini Jr,Sports,214218,Reputation,Wells,Real Madrid player Vini Jr,,advocacy_groups_handles,4888189441924ca3e7e8bfed172d517b,advocacy_groups_handles__61dfb7213e8c8ee9c5dfc4db5d9c5f6e
rgiii,NFL free agent Robert Griffin III,Sports,214218,Reputation,IndustryTerm,NFL free agent Robert Griffin III,,advocacy_groups_handles,600f058c61493365e53b42baf177b0d0,advocacy_groups_handles__c5084c32a3d7eb9c8893b7bec6bf878d
rubarrichello,Former Formula 1 driver Rubens Barrichello,Sports,214218,Reputation,space,Former Formula 1 driver Rubens Barrichello,,advocacy_groups_handles,1ae1a78ccebd0fbbda030f13daf3d29c,advocacy_groups_handles__7dbb8d4ba5f9bce7a4f0dd10dd1b2873
luis_fabuloso,Former Brazilian soccer player Luis Fabiano,Sports,214218,Reputation,Pipeline,Former Brazilian soccer player Luis Fabiano,,advocacy_groups_handles,084e7b94f3c1aa2f92e822a6239aabd1,advocacy_groups_handles__be83ee2692c75b292df9979aa9c73a0c
heymanhustle,Wrestling promoter Paul Heyman,Sports,214218,Reputation,Consulates,Wrestling promoter Paul Heyman,,advocacy_groups_handles,41230138d1df9c370ab5488a096f27c4,advocacy_groups_handles__de7d2aabefd579b4864f14c6d99cc7a3
patmcafeeshow,Sports analyst Pat McAfee,Sports,214218,Reputation,Person,Sports analyst Pat McAfee,,advocacy_groups_handles,bbc6a30a045524ae5a68c410d10144d4,advocacy_groups_handles__584deacaad156871eee9a89b0b99b5bc
simadwasim,Pakistani cricket player Imad Wasim,Sports,214218,Reputation,Keyphrase,Pakistani cricket player Imad Wasim,,advocacy_groups_handles,f5435e4bee1ce27a736cf67f32456375,advocacy_groups_handles__644b385ccd7ef373e66d1b5e676b6fcb
14,Former Egyptian soccer player Hazem Emam,Sports,214218,Reputation,Consulates,Former Egyptian soccer player Hazem Emam,,advocacy_groups_handles,c684d158c6ad92e6e5f796573e794e6b,advocacy_groups_handles__cc23e796415161023dca210e3d10e840
michaelphelps,Michael Phelps,Sports,214218,Reputation,Wells,Michael Phelps,,advocacy_groups_handles,4e3678d71c4189ca85ba20c26aab16f8,advocacy_groups_handles__2fa1ef27eaca0b2a5f119e910022f471
coachjim4um,University of Michigan football coach Jim Harbaugh,Sports,214218,Reputation,Pipeline,University of Michigan football coach Jim Harbaugh,,advocacy_groups_handles,58bc57bd1de6ebb814ad932e10c66061,advocacy_groups_handles__983a4e072a584ddb7a6bdfb417864f3a
jmanziel2,FCF Zappers QB Johnny Manziel,Sports,214218,Reputation,ForeignMinistry,FCF Zappers QB Johnny Manziel,,advocacy_groups_handles,70ce56b35a3582a392f8270b3c5f4bab,advocacy_groups_handles__2017141ecae6e3e62b7e787c1f9f8501
jordanspieth,Golfer Jordan Spieth,Sports,214218,Reputation,ForeignMinistry,Golfer Jordan Spieth,,advocacy_groups_handles,7c04c7412ef3a222460fad9874a4f78f,advocacy_groups_handles__80339f5598a63e67385015a428383cb5
flintoff11,Television presenter Andrew Flintoff,Sports,214218,Reputation,LegislativeCommittee,Television presenter Andrew Flintoff,,advocacy_groups_handles,e23144d40632f15e472ab700a4a2a062,advocacy_groups_handles__09f35587f12bfdc4db462952b9370d30
llorentefer19,Udinese Calcio player Fernando Llorente,Sports,214218,Reputation,ForeignMinister,Udinese Calcio player Fernando Llorente,,advocacy_groups_handles,7fc36d9d2c13f1a6f367033a5506cf23,advocacy_groups_handles__cdbfd4ca586cce01c0569101b0585ad7
marcoasensio10,Real Madrid player Marco Asensio,Sports,214218,Reputation,Keyphrase,Real Madrid player Marco Asensio,,advocacy_groups_handles,9dcd866395d972aaca1acf56cac8b78a,advocacy_groups_handles__fe660c0199b7683e09fd172ffd66af27
beckylynchwwe,WWE wrestler Becky Lynch,Sports,214218,Reputation,Refinery,WWE wrestler Becky Lynch,,advocacy_groups_handles,f7d5d87bddb9cc7553f6a622e09101a6,advocacy_groups_handles__8ee037db841b1dd17119f7b866b680c3
fguarin13,Milonarios player Fredy Guarin,Sports,214218,Reputation,Person,Milonarios player Fredy Guarin,,advocacy_groups_handles,b742dcb2f74343640fb47b34c273d266,advocacy_groups_handles__15fd3a1dfd7843c0c040ace83d73800d
alyssavaldez2,Volleyball player Alyssa Valdez,Sports,214218,Reputation,space,Volleyball player Alyssa Valdez,,advocacy_groups_handles,8b749b1b3f6e99ba6812e37227fbc7de,advocacy_groups_handles__ba76328fe9023943b2af5c1ef42ee6cc
adrian_eltitan,Former MLB player Adrian Gonzalez,Sports,214218,Reputation,ForeignMinister,Former MLB player Adrian Gonzalez,,advocacy_groups_handles,da9a7c2452933cb91a3fab9a15326a6b,advocacy_groups_handles__2d3953ddb8137857aa2d795b7a310ffe
phil_coutinho,FC Barcelona player Philippe Coutinho,Sports,214218,Reputation,Consulates,FC Barcelona player Philippe Coutinho,,advocacy_groups_handles,bbd528caed5380b7951f69e860461517,advocacy_groups_handles__c11180a26651ef7a188617f1d0768851
ianwright0,Soccer commentator Ian Wright,Sports,214218,Reputation,Refinery,Soccer commentator Ian Wright,,advocacy_groups_handles,65b3514ee04144f5d94003590023c666,advocacy_groups_handles__95e84124fb1dffc66393eeb9cc7b84b0
coachurbanmeyer,Jacksonville Jaguars head coach Urban Meyer,Sports,214218,Reputation,Pipeline,Jacksonville Jaguars head coach Urban Meyer,,advocacy_groups_handles,1e96fbbaeca30a96ef80f9f05bf14842,advocacy_groups_handles__99d8cc11547234309fb088e43271e447
hectorbellerin,Arsenal player Hector Bellerin,Sports,214218,Reputation,Organization,Arsenal player Hector Bellerin,,advocacy_groups_handles,765aaf8d0f9d287084f056b9c7b4d582,advocacy_groups_handles__187ee77ad2e1a7f88ab2625047727091
trezeguet,Former French soccer player David Trezeguet,Sports,214218,Reputation,Consulates,Former French soccer player David Trezeguet,,advocacy_groups_handles,cf25f4a53e6c4ffa185f32735c9c2e94,advocacy_groups_handles__a4ce81d5beff0a3ed34b5ccb128108f7
omargaber,Pyramids FC player Omar Gaber,Sports,214218,Reputation,LegislativeCommittee,Pyramids FC player Omar Gaber,,advocacy_groups_handles,af894be613be3751d642f3171f143efd,advocacy_groups_handles__448ce208879d93f3e09fc7346068c318
bubbawatson,Golfer Bubba Watson,Sports,214218,Reputation,Pipeline,Golfer Bubba Watson,,advocacy_groups_handles,6f2defd0da1b95fd129f1d7ef7ad93d8,advocacy_groups_handles__296b0cf4b6ccb8877be5c39bbeb75c4d
kimkurniawan,PSS Sleman player Kim Kurniawan,Sports,214218,Reputation,ForeignMinister,PSS Sleman player Kim Kurniawan,,advocacy_groups_handles,a5aa1b811dc8b6b0811af79e94460f26,advocacy_groups_handles__842072ede8c1adbda7f4628180d56872
leveonbell,NFL player Le'Veon Bell,Sports,214218,Reputation,Organization,NFL player Le'Veon Bell,,advocacy_groups_handles,0dae26be9c479913a4b7f90cd7a17301,advocacy_groups_handles__4bd4dadaedd84e746bb961ac6951a372
ctello91,Real Betis player Cristian Tello,Sports,214218,Reputation,Exec,Real Betis player Cristian Tello,,advocacy_groups_handles,1f0b5fed889c7c11b50ec0bd9565c0ce,advocacy_groups_handles__9d51cf642064fedb94bdfecd93040ac5
andre_schuerrle,Former German soccer player Andre Schurrle,Sports,214218,Reputation,space,Former German soccer player Andre Schurrle,,advocacy_groups_handles,456b0086dfefee34810a4bea14c9ed85,advocacy_groups_handles__d2909d9f8014c414ba059c487afc9ce6
_gokhangonul,Fenerbahce player Gokhan Gonul,Sports,214218,Reputation,Keyphrase,Fenerbahce player Gokhan Gonul,,advocacy_groups_handles,1317378c51c3227e810b084f3092a66c,advocacy_groups_handles__a0e0c0f6f9e36df1dacf6f3963a1f810
mr11ok,Newell's Old Boys player Maxi Rodriguez,Sports,214218,Reputation,Pipeline,Newell's Old Boys player Maxi Rodriguez,,advocacy_groups_handles,8a755f3dd4015c009a777cc534f30778,advocacy_groups_handles__4baf519f563917e169bf3a90ac37f185
david_alaba,Bayern Munich player David Alaba,Sports,214218,Reputation,Wells,Bayern Munich player David Alaba,,advocacy_groups_handles,10561fbf831712aead5fbd15c55cd961,advocacy_groups_handles__4811820c50aacb94cb49856a40626194
babarazam258,Pakistani cricket player Babar Azam,Sports,214218,Reputation,Organization,Pakistani cricket player Babar Azam,,advocacy_groups_handles,bbf35bc45d56607c332bc2ce5adf4b70,advocacy_groups_handles__9eef567fbf42a3adb8dde7322da9fd89
sah75official,Bangladeshi cricket player Shakib Al Hasan,Sports,214218,Reputation,IndustryTerm,Bangladeshi cricket player Shakib Al Hasan,,advocacy_groups_handles,5a8373f56bb3c6bb34d715d53ce54e42,advocacy_groups_handles__f89b200106d6894dbae9a81762900f1a
lucasleiva87,Lazio player Lucas Leiva,Sports,214218,Reputation,AAEntity,Lazio player Lucas Leiva,,advocacy_groups_handles,e75e2e64b63cabd2383be955de7b7e8a,advocacy_groups_handles__bc476b9e7099eb53014e440b129f22b3
azharali_,Pakistani cricket player Azhar Ali,Sports,214218,Reputation,LegislativeCommittee,Pakistani cricket player Azhar Ali,,advocacy_groups_handles,a6657f100e47ed7e4a968cefdffcf7fe,advocacy_groups_handles__414056c7a036bb5661752e604df91b8a
fredgol9,Fluminense player Fred,Sports,214218,Reputation,DiplomaticFacilities,Fluminense player Fred,,advocacy_groups_handles,a95b5ffee509aecc4318936c2a1a8e2a,advocacy_groups_handles__2c3c625a427889e2e0f9c0331b20ff48
1_muslera_25,Galatasaray player Fernando Muslera,Sports,214218,Reputation,Exec,Galatasaray player Fernando Muslera,,advocacy_groups_handles,d90638da1874bec5a9cfaaf974074501,advocacy_groups_handles__99551b7ef21c809c775990fcbb5ecae7
shroud,YouTube personality Michael Grzesiek,Sports,214218,Reputation,News,YouTube personality Michael Grzesiek,,advocacy_groups_handles,4788280d87b53053e95a3ef03cf3058d,advocacy_groups_handles__a7cceb542e19e5e4b1f525b43d7b2929
waqyounis99,Former Pakistani cricket player Waqar Younis,Sports,214218,Reputation,Shipping,Former Pakistani cricket player Waqar Younis,,advocacy_groups_handles,0473ce231698eeb5c56044e262a302fd,advocacy_groups_handles__54c030230a632b6844d6b0449c3af3ed
wwecesaro,WWE wrestler Cesaro,Sports,214218,Reputation,LegislativeCommittee,WWE wrestler Cesaro,,advocacy_groups_handles,eafd5c79ddf827ffd168083157603f8d,advocacy_groups_handles__0032f68ef9aab253fd66979588ca4bc6
mbatshuayi,Crystal Palace player Michy Batshuayi,Sports,214218,Reputation,AAEntity,Crystal Palace player Michy Batshuayi,,advocacy_groups_handles,1e637153d73c7f29f33448aaf6c509da,advocacy_groups_handles__fdfe7ea12742ec786438ac101e36d17d
gugakuerten,Former tennis player Gustavo Kuerten,Sports,214218,Reputation,Consulates,Former tennis player Gustavo Kuerten,,advocacy_groups_handles,47d77df52d46dabf27d81c0f688cbc8b,advocacy_groups_handles__1a47907c955011bf3d010984eb69957f
miguelherreradt,Club America manager Miguel Herrera,Sports,214218,Reputation,space,Club America manager Miguel Herrera,,advocacy_groups_handles,fda74ec15bc06a91cbf582affd0a98b9,advocacy_groups_handles__5a8bfa0498818a8d3bb6751e63f119df
faf1307,South African cricket player Faf Du Plessis,Sports,214218,Reputation,ForeignMinistry,South African cricket player Faf Du Plessis,,advocacy_groups_handles,84d3b6edbb1950e5d745ee87926c6f5e,advocacy_groups_handles__adbbfc9380811bbfb80390f0ed5a6888
petrcech,Chelsea technical director Petr Cech,Sports,214218,Reputation,Consulates,Chelsea technical director Petr Cech,,advocacy_groups_handles,876221e9001e829f5588d1b842239363,advocacy_groups_handles__b65c96fcc8e1618b44482bbe569f9618
stevesmith49,Australian cricket player Steve Smith,Sports,214218,Reputation,Shipping,Australian cricket player Steve Smith,,advocacy_groups_handles,440f9d4c86071614c494e99557db5e3a,advocacy_groups_handles__829b0992d5ab8bb3dce04960523431c6
aissamandi23,Real Betis player Aissa Mandi,Sports,214218,Reputation,Shipping,Real Betis player Aissa Mandi,,advocacy_groups_handles,08ae5acb99722e9d981638c2bad8b27a,advocacy_groups_handles__19eaf887e53d46a23d77e1229a4d9cb9
parthiv9,Former Indian cricket player Parthiv Patel,Sports,214218,Reputation,Media,Former Indian cricket player Parthiv Patel,,advocacy_groups_handles,7b35ed4dddfd6f4fa5b120fcd0b41a76,advocacy_groups_handles__4b953b440bdbcf970204f7034fbafb6d
chris_kammy,Soccer commentator Chris Kamara,Sports,214218,Reputation,Media,Soccer commentator Chris Kamara,,advocacy_groups_handles,705980539044bcfe2d9d831d5a5219d5,advocacy_groups_handles__c82688fc74f7ab6852a0714afb4b19a1
kuyt,Dutch former soccer player Dirk Kuyt,Sports,214218,Reputation,News,Dutch former soccer player Dirk Kuyt,,advocacy_groups_handles,fe60f5a594008f3c19ad3c1aee1fd9e2,advocacy_groups_handles__7550f7340e8f7088712b6f929aca5122
chrissmalling,AS Roma player Chris Smalling,Sports,214218,Reputation,Organization,AS Roma player Chris Smalling,,advocacy_groups_handles,a9a13107f4dcd5c3c26153bc53d32ca6,advocacy_groups_handles__e226ad4ac2ddc9b6d5cda20ce7c1da22
venuseswilliams,Tennis player Venus Williams,Sports,214218,Reputation,Person,Tennis player Venus Williams,,advocacy_groups_handles,5d78d0f8e382a0f98e34ca13ade13f9e,advocacy_groups_handles__3dadffa4bfca02f7832b380f6b8feb2c
basicallyidowrk,YouTube personality Marcel,Sports,214218,Reputation,IndustryTerm,YouTube personality Marcel,,advocacy_groups_handles,2f22f10c7d20a9856d5f834b397aea12,advocacy_groups_handles__9bb20bc95bd4a6214934f880e85403a4
darensammy88,St Lucian cricket player Daren Sammy,Sports,214218,Reputation,Shipping,St Lucian cricket player Daren Sammy,,advocacy_groups_handles,b3466a75628d4a12fe981dcaf97dc8d8,advocacy_groups_handles__04fc5d8018bb333c4da930f11e52af58
danicapatrick,Former racing driver Danica Patrick,Sports,214218,Reputation,ForeignMinister,Former racing driver Danica Patrick,,advocacy_groups_handles,0fa722cc1ba214319e79afb05dbe0472,advocacy_groups_handles__c74e6048e3c855c23551b56ad751b3a2
pragyanojha,Former Indian cricket player Pragyan Ojha,Sports,214218,Reputation,Refinery,Former Indian cricket player Pragyan Ojha,,advocacy_groups_handles,4573ee1bd5884429398da0a2a5d6809d,advocacy_groups_handles__479e241d4bd126c397ba593a05f8de9b
tyson_fury,Boxer Tyson Fury,Sports,214218,Reputation,Exec,Boxer Tyson Fury,,advocacy_groups_handles,1638f63132c1835fc18db09512cabba3,advocacy_groups_handles__848b0e8b8639940397a9c0f8b9bf2754
dante_bonfim,OGC Nice player Dante,Sports,214218,Reputation,DiplomaticFacilities,OGC Nice player Dante,,advocacy_groups_handles,2f29aacd4af757b7a55f91e495b7931b,advocacy_groups_handles__75c9318d9265bc5e9abb21b539d5ed31
kpbofficial,AC Monza player Kevin-Prince Boateng,Sports,214218,Reputation,Shipping,AC Monza player Kevin-Prince Boateng,,advocacy_groups_handles,c303db504b5e28d9cc6ccddd4883c893,advocacy_groups_handles__aa2140fba3dd2a39fec4509ea7583e9b
isaiahthomas,NBA player Isaiah Thomas,Sports,214218,Reputation,Wells,NBA player Isaiah Thomas,,advocacy_groups_handles,5a1cfa2ba8ceb39bcd8520786b6d160c,advocacy_groups_handles__d3d826368781538fc5e7b121f842f7e2
medelpitbull,Bologna player Gary Medel,Sports,214218,Reputation,Keyphrase,Bologna player Gary Medel,,advocacy_groups_handles,2e5b76c585ba40063756c5e192ed171b,advocacy_groups_handles__1756f74e0e757481817f8fb6f15bbcf0
stanwawrinka,Tennis player Stan Wawrinka,Sports,214218,Reputation,Keyphrase,Tennis player Stan Wawrinka,,advocacy_groups_handles,b3223d871ea998e82e7963d3af48efbf,advocacy_groups_handles__1ececc14b767abbb84a3474d912fd835
marianapajon,Cyclist Mariana Pajon,Sports,214218,Reputation,DiplomaticFacilities,Cyclist Mariana Pajon,,advocacy_groups_handles,f0414da5f8cee57e97dbb71a8c3fc2bc,advocacy_groups_handles__5ac20d1572f704ddc013faa6b8d9c40d
guty14haz,Former Spanish soccer player Guti,Sports,214218,Reputation,Consulates,Former Spanish soccer player Guti,,advocacy_groups_handles,c752fda1d8600058467b997a870dc9f5,advocacy_groups_handles__3a6a1d804488523ad0c2af867566939e
ronkillings,WWE wrestler Ron Killings,Sports,214218,Reputation,Media,WWE wrestler Ron Killings,,advocacy_groups_handles,50528f28db718f2bd215873f963b3cae,advocacy_groups_handles__7f7b63982fb70953af6b041c976b8b4b
trentaa,Liverpool player Trent Alexander-Arnold,Sports,214218,Reputation,AAEntity,Liverpool player Trent Alexander-Arnold,,advocacy_groups_handles,96506e6bf606df709b6c6ab9a178870d,advocacy_groups_handles__3339caf05a377ba6bdb09c60da0ef8ae
rajonrondo,Altanta Hawks player Rajon Rondo,Sports,214218,Reputation,Diplomat,Altanta Hawks player Rajon Rondo,,advocacy_groups_handles,0892f77f39c32f6cf29f340831556047,advocacy_groups_handles__226e3b7837f1534f959f2441d88eaa8b
sarfaraza_54,Pakistani cricket player Sarfaraz Ahmed,Sports,214218,Reputation,space,Pakistani cricket player Sarfaraz Ahmed,,advocacy_groups_handles,d8b64e548e1022d2f6c18beb544b88d8,advocacy_groups_handles__7110d7b980f2e961a63875c06fe5e87f
leroy_sane,Bayern Munich player Leroy Sane,Sports,214218,Reputation,AAEntity,Bayern Munich player Leroy Sane,,advocacy_groups_handles,9b67740a0ca1b29e066c4412d10e4362,advocacy_groups_handles__e333ca71a94c421e67471898f39b34f2
t_masahiro18,Rakuten Eagles player Masahiro Tanaka,Sports,214218,Reputation,Refinery,Rakuten Eagles player Masahiro Tanaka,,advocacy_groups_handles,e0fd58248a20264d913eb3fbd419a8d8,advocacy_groups_handles__67dea048de1c87833635409fbc67cbd9
robbiesavage8,Soccer commentator Robbie Savage,Sports,214218,Reputation,IndustryTerm,Soccer commentator Robbie Savage,,advocacy_groups_handles,2f20f16021ef7cbb96d5e59b9cdd4394,advocacy_groups_handles__4d66b79890d5cd50f5562df641a0cc03
natediaz209,UFC fighter Nate Diaz,Sports,214218,Reputation,Wells,UFC fighter Nate Diaz,,advocacy_groups_handles,cb8b803b849f9fc3b94f9762cdae14e2,advocacy_groups_handles__f698df6c9557cc8b94dd2c70ff0b41bd
bonucci_leo19,Juventus player Leonardo Bonucci,Sports,214218,Reputation,Refinery,Juventus player Leonardo Bonucci,,advocacy_groups_handles,932c9a26b05c3502c9a9b58f52145ddd,advocacy_groups_handles__8bfc697cf3c87c9f6788ceb601f57435
hassankouka,Olympiacos player Ahmed Hassan Kouka,Sports,214218,Reputation,Refinery,Olympiacos player Ahmed Hassan Kouka,,advocacy_groups_handles,e3cfc479d371ad69dbe7a68c0ea6ce9f,advocacy_groups_handles__2b264e92de6b535f37f1b513eaf9ccef
carra23,Soccer commentator Jamie Carragher,Sports,214218,Reputation,AAEntity,Soccer commentator Jamie Carragher,,advocacy_groups_handles,8397742e931a9b90a1d4eb92719567e4,advocacy_groups_handles__66871a87578818f40db4aa9eb07af82e
lorenzo99,MotoGP driver Jorge Lorenzo,Sports,214218,Reputation,Person,MotoGP driver Jorge Lorenzo,,advocacy_groups_handles,dc0816d582d23aa2abf0d579213a197e,advocacy_groups_handles__9cc05fa9ac36cf5aa1cfdc9a1ab99988
