handle,caption_name,Category,Topic GUID,Topic Name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
1199mass,1199SEIU Massachusetts,Union,214218,Reputation,ForeignMinister,1199SEIU Massachusetts,,advocacy_groups_handles,c3c509905d28ba250b4c2c8aa4daa424,advocacy_groups_handles__2c00b3037d4abda12b04d0c330ac6a5e
1199seiu,1199SEIU,Union,214218,Reputation,ForeignMinister,1199SEIU,,advocacy_groups_handles,c72f58ef50e22644871642e45df7595a,advocacy_groups_handles__9e1c328e700cd13f74265e5490c019c8
1199seiu_mddc,1199SEIU Maryland & DC,Union,214218,Reputation,AAEntity,1199SEIU Maryland & DC,,advocacy_groups_handles,3b6d2e770d5ef736583e595f05c5c889,advocacy_groups_handles__9e54b2cdfb913fc67cdc6e310858af5a
1199seiu_nj,1199SEIU New Jersey,Union,214218,Reputation,Person,1199SEIU New Jersey,,advocacy_groups_handles,54a91e943b2ea0bb93858cc0d21ce466,advocacy_groups_handles__4dcc9f150930ae79bb9b5e70c2cb6766
1199seiu_ny,1199SEIU New York,Union,214218,Reputation,IndustryTerm,1199SEIU New York,,advocacy_groups_handles,ddaded16df95f71bce69412a5d2750db,advocacy_groups_handles__f25c71c1c6de8b04ee59e9b3746823f7
1199seiuflorida,1199SEIUFlorida,Union,214218,Reputation,ForeignMinistry,1199SEIUFlorida,,advocacy_groups_handles,9b2c748be8fe3ccce7e77cfc9d72be69,advocacy_groups_handles__49922ec4f71e70c3547d5e83770b3323
32bjseiu,32BJ SEIU,Union,214218,Reputation,Media,32BJ SEIU,,advocacy_groups_handles,6f999905c3f059ca014e5fc2c65b1935,advocacy_groups_handles__1d956c22055872b3deb7054c4290d926
actorsequity,Actors' Equity,Union,214218,Reputation,ForeignMinistry,Actors' Equity,,advocacy_groups_handles,c227f55b9d81d4a9284eb61270280162,advocacy_groups_handles__3c8394c1e8b4d32e369db3f5679daf89
afgenational,AFGE,Union,214218,Reputation,ForeignMinister,AFGE,,advocacy_groups_handles,5234a5dd8ef4e50bb873f7c6b78c82b3,advocacy_groups_handles__9b5afe67c15f1206a50d0fff000697f1
afscme,AFSCME,Union,214218,Reputation,ForeignMinistry,AFSCME,,advocacy_groups_handles,bab0e8af6aac8ddf17375550535889c3,advocacy_groups_handles__a576e4ff4bd2f9c06baa00ea03891885
aftunion,American Federation of Teachers,Union,214218,Reputation,FTO,American Federation of Teachers,,advocacy_groups_handles,f580f80ac4da4d3f8993b6b26353cf2b,advocacy_groups_handles__f1920d9bae3b4baad5d8a97dfafe2307
alliedpilots,Allied Pilots Association,Union,214218,Reputation,Legislator,Allied Pilots Association,,advocacy_groups_handles,98945bf1e8d33166e3acbd67f51f6ad8,advocacy_groups_handles__a3618d4cb39f4ab01724dfcd2a75a25e
apfaunity,Association of Professional Flight Attendants,Union,214218,Reputation,Shipping,Association of Professional Flight Attendants,,advocacy_groups_handles,9e9326fd9f2d06b8d455b7ba05aa7d34,advocacy_groups_handles__bb76de08f3137c9aa31e9403c6aee0ca
apwunational,American Postal Workers Union,Union,214218,Reputation,News,American Postal Workers Union,,advocacy_groups_handles,800e951a6dee7e1addcf9af1eb111bc9,advocacy_groups_handles__4ddb431dda6ee341528fc5c8bcb7086d
atucomm,Amalgamated Transit Union,Union,214218,Reputation,Legislator,Amalgamated Transit Union,,advocacy_groups_handles,06f4d747b1573cd2ac0c4aa9e646a4c1,advocacy_groups_handles__bb3278face348377efa796fd77eb27d9
cirseiu,SEIU CIR,Union,214218,Reputation,CompanyKeyword,SEIU CIR,,advocacy_groups_handles,a62c65e21d303878a5066ade86679afa,advocacy_groups_handles__37bf5d7760c22f1c7702aade07d2e0c2
csearegion6,CSEA Region 6,Union,214218,Reputation,FTO,CSEA Region 6,,advocacy_groups_handles,80fbb03159b4eb76167bb84f96cdd477,advocacy_groups_handles__2b6b288705d9fc897e03ce5ff8a28e2d
csueu,CSU Employees Union,Union,214218,Reputation,LegislativeCommittee,CSU Employees Union,,advocacy_groups_handles,919ff735aeb0c3d2abd1d9f34478ce85,advocacy_groups_handles__2412ae534a8fad76038f68923a149b02
cwalocal3805,CWA Local 3805,Union,214218,Reputation,Legislator,CWA Local 3805,,advocacy_groups_handles,bbd6ab56ed56b26a8b001f7aa5c4eba8,advocacy_groups_handles__12b6de181ff660a6f0e03ec153d4034e
doctorscouncil,Doctors Council,Union,214218,Reputation,Exec,Doctors Council,,advocacy_groups_handles,9eba8e3e765ddae2cc5d0144e074cd66,advocacy_groups_handles__418129e9b066b1ec14d8c727f028b228
facultyforward,SEIU Faculty Forward,Union,214218,Reputation,DiplomaticFacilities,SEIU Faculty Forward,,advocacy_groups_handles,6f0ab10cebe49392cacbf29a6fea7de4,advocacy_groups_handles__fd3e911de92d66721dfdaa24cab6e12b
afa_cwa,Association of Flight Attendants-CWA,Union,214218,Reputation,Person,Association of Flight Attendants-CWA,,advocacy_groups_handles,2f670fed8af28965f99925e92c5f8abe,advocacy_groups_handles__74048c74ddcac64a69d65de354f88923
insulatorsunion,Insulators Union,Union,214218,Reputation,Refinery,Insulators Union,,advocacy_groups_handles,16e98285f50cc9be140748fe5ae00dee,advocacy_groups_handles__3fd4ce581989b736760751513464d377
iubac,International Union of Bricklayers & Allied Craftworkers,Union,214218,Reputation,Media,International Union of Bricklayers & Allied Craftworkers,,advocacy_groups_handles,c275bb95697eab7e1da6beea0107c026,advocacy_groups_handles__7424f0e4e35e9fbeb5d4e0fcd4423bb6
j4jl2,Justice for Janitors,Union,214218,Reputation,Person,Justice for Janitors,,advocacy_groups_handles,70e047ceb7fb523cb3c0b6599c7e2866,advocacy_groups_handles__bbee2eb05919c4c7db6f3485650dd1f7
liuna,Laborers' International Union of North America,Union,214218,Reputation,space,Laborers' International Union of North America,,advocacy_groups_handles,6d646d0fec9c911b9b896e57589aecd9,advocacy_groups_handles__60ff2f32aff838d1ef3058828bbff028
marykayhenry,SEIU President Mary Kay Henry,Union,214218,Reputation,Pipeline,SEIU President Mary Kay Henry,,advocacy_groups_handles,f79f790f3cfeb8785b2f46b153195717,advocacy_groups_handles__023bf37f22bb23e6f2bad2ab02e7e90e
mcoreports,Michigan Corrections Organization,Union,214218,Reputation,Refinery,Michigan Corrections Organization,,advocacy_groups_handles,ce58196882cef8fdc9832819ed267e58,advocacy_groups_handles__59798f6c39a6a97d4ccf6d6439f62e0e
machinistsunion,Machinists Union,Union,214218,Reputation,Pipeline,Machinists Union,,advocacy_groups_handles,96cff29b308155dd53be7df15bf97c9a,advocacy_groups_handles__5bb0421926285fc99df3cdf10485aed4
nabtu,The Building Trades,Union,214218,Reputation,News,The Building Trades,,advocacy_groups_handles,8db9d32b44821780d2c23f722f89b7e5,advocacy_groups_handles__a0fdb6a19a468cd9ad2546276310c559
nage_national,National Association of Government Employees,Union,214218,Reputation,Refinery,National Association of Government Employees,,advocacy_groups_handles,e5402576f92527753ab369fbf5b025b7,advocacy_groups_handles__6897094b325dc45afd172f5962a09ad5
seiu_uhw,SEIU-UHW,Union,214218,Reputation,LegislativeCommittee,SEIU-UHW,,advocacy_groups_handles,d9c4c52b93781af0d211edc2b05169d7,advocacy_groups_handles__5b052726f9081df01eba271bff35279f
theironworkers,Iron Workers International Union,Union,214218,Reputation,LegislativeCommittee,Iron Workers International Union,,advocacy_groups_handles,2ef3f42fd8813fd4b6e267a93213b056,advocacy_groups_handles__b2ed990c0fe2f3f44d50edd552903b30
transportworker,Transport Workers Union of America,Union,214218,Reputation,ForeignMinister,Transport Workers Union of America,,advocacy_groups_handles,92bc3f43250c3e5d5a5e87dd5c464a35,advocacy_groups_handles__3fcf2dcfc9ebf3af88f65beca217b8b3
paforhealthcare,PA for Healthcare,Union,214218,Reputation,LegislativeCommittee,PA for Healthcare,,advocacy_groups_handles,41ad1da7517f4b9b7e1c6d8c7ec6532d,advocacy_groups_handles__96a8330a50c99e21407b40152675fc99
uapipetrades,United Association,Union,214218,Reputation,AAEntity,United Association,,advocacy_groups_handles,40f9ca7190736f5be774e7aa3d1ee1f1,advocacy_groups_handles__3e68d91e31558f9ee00e66f621931872
riseiucouncil,SEIU Rhode Island,Union,214218,Reputation,Person,SEIU Rhode Island,,advocacy_groups_handles,7191af2c92e33af9268c5549b9b80723,advocacy_groups_handles__777f7f000b40b187a17de6571676d367
sagaftra,SAG-AFTRA,Union,214218,Reputation,CompanyKeyword,SAG-AFTRA,,advocacy_groups_handles,2177cb9b1b84de49bb113772fe0e2271,advocacy_groups_handles__e90f3ba995a5c80abe064c4f5f95a293
uaw,UAW,Union,214218,Reputation,Media,UAW,,advocacy_groups_handles,dcc00e3848bca3aa637e8b9a75e6fad9,advocacy_groups_handles__4d947427c4fdf61cbabb810fd8cc234d
ufcw,United Food and Commercial Workers,Union,214218,Reputation,IndustryTerm,United Food and Commercial Workers,,advocacy_groups_handles,c9453f0408aeff1281d58579dc9bf58f,advocacy_groups_handles__5bc3e460fd8a8bef44c0ab9c114c76a7
seanc,State Employees Association of North Carolina,Union,214218,Reputation,Diplomat,State Employees Association of North Carolina,,advocacy_groups_handles,e9786509ceaf869d921e4023edc90fe2,advocacy_groups_handles__640946f4eef31cfd9ef80c052cecd809
seiu_el,SEIU Kids First,Union,214218,Reputation,FTO,SEIU Kids First,,advocacy_groups_handles,cf38d48cef631da64e3c756185f268c6,advocacy_groups_handles__aa3be65ce7f67378e9f52772ecf3b860
seiu_fpsu,SEIU Florida Public Services Union,Union,214218,Reputation,Pipeline,SEIU Florida Public Services Union,,advocacy_groups_handles,b52ef6337d56294cddaf7f2835553bc1,advocacy_groups_handles__1a86289dd7f5067c66e76c8a009ca40e
seiu_tennessee,SEIU Local 205,Union,214218,Reputation,CompanyKeyword,SEIU Local 205,,advocacy_groups_handles,99a9b7d16fcf7eb75d2db3fef9b854ad,advocacy_groups_handles__5ecf86ac2deb502de050cddc5500f4c3
seiu1000,SEIU Local 1000,Union,214218,Reputation,ForeignMinister,SEIU Local 1000,,advocacy_groups_handles,66e1409f93ba1c1d7f6e08f19afd4e40,advocacy_groups_handles__9cfd5f83becaba7d330b652940bb42a7
seiu1021,SEIU 1021,Union,214218,Reputation,Diplomat,SEIU 1021,,advocacy_groups_handles,ebbe86161d121f6b57ca41a089da2148,advocacy_groups_handles__d55f26d70f248ff15df4bbad52d174e1
seiu105,SEIU Local 105,Union,214218,Reputation,Refinery,SEIU Local 105,,advocacy_groups_handles,e43f6a2760f0fe997e43a300201e4040,advocacy_groups_handles__a6c9944f232a1f1a350cb7406430af08
seiu1107,SEIU Nevada,Union,214218,Reputation,News,SEIU Nevada,,advocacy_groups_handles,aa9327f23119b880d28ae26b574ac716,advocacy_groups_handles__0d71d5ee9e9f963fa10e73b8e82c2760
seiu1199_ne,SEIU 1199NE,Union,214218,Reputation,AAEntity,SEIU 1199NE,,advocacy_groups_handles,fe81512fde8ff7f6c90cbf3c550416ce,advocacy_groups_handles__baf63efa44c6748be10e75c7dc307deb
seiu1199nw,SEIU Healthcare 1199NW,Union,214218,Reputation,ForeignMinister,SEIU Healthcare 1199NW,,advocacy_groups_handles,e195b965c0e555a213643b8683b9d2d5,advocacy_groups_handles__f7fddb179567d683ad4245a893965f28
seiu1199wvkyoh,SEIU 1199 WV/KY/OH,Union,214218,Reputation,Consulates,SEIU 1199 WV/KY/OH,,advocacy_groups_handles,87afdbf59e0fd006c29c8ba6eca33e15,advocacy_groups_handles__2683b9461139ae678f72ab2ce3480b4b
seiu121rn,SEIU Local 121RN,Union,214218,Reputation,Pipeline,SEIU Local 121RN,,advocacy_groups_handles,a6a41fdc34579064c500d4c0c7abf06c,advocacy_groups_handles__88daee9ef297ccdca247870669e0f8be
seiu1991,SEIU 1991,Union,214218,Reputation,LegislativeCommittee,SEIU 1991,,advocacy_groups_handles,aa1f37bfe8136c73d588ab35e2958b82,advocacy_groups_handles__ec6e6219e51b9a92ba1a153bb5074300
seiu200united,SEIU Local 200United,Union,214218,Reputation,ForeignMinister,SEIU Local 200United,,advocacy_groups_handles,9ae3ed621b158682d285cd14636f966b,advocacy_groups_handles__ab469658f6d59ee8897d38c49841c03b
seiu221,SEIU Local 221,Union,214218,Reputation,Exec,SEIU Local 221,,advocacy_groups_handles,b1edd2c8f0e970ea58bd489cf7f33c0f,advocacy_groups_handles__449c689337f6badfeb9c5be1f5549e27
seiu26,SEIU Local 26,Union,214218,Reputation,Exec,SEIU Local 26,,advocacy_groups_handles,8b74af5d19d35d66e0ac68ce3fb728da,advocacy_groups_handles__93a7069a3dae8c3fded81f0d0a588088
seiu49,SEIU Local 49,Union,214218,Reputation,FTO,SEIU Local 49,,advocacy_groups_handles,bb9e856e0d39ec87cfdd4cd8ef3f35e2,advocacy_groups_handles__135f7b2447531c5f2c598523f0bd2110
seiu509,SEIU Local 509,Union,214218,Reputation,Person,SEIU Local 509,,advocacy_groups_handles,88f64804f45059030e874b51ee3084ce,advocacy_groups_handles__b168b7c02ff494bacc6054b26ed4a547
seiu521,SEIU Local 521,Union,214218,Reputation,CompanyKeyword,SEIU Local 521,,advocacy_groups_handles,0f80303a23125b62af0596f889a2d45b,advocacy_groups_handles__366c82553558efaa202ee7271b1a73f1
seiu6,SEIU6,Union,214218,Reputation,Shipping,SEIU6,,advocacy_groups_handles,cf407247fe8bb7ff3bbb349dca08cf41,advocacy_groups_handles__bf8b90b2758afa49c3c0aecf5d9575f3
seiu668,SEIU 668,Union,214218,Reputation,DiplomaticFacilities,SEIU 668,,advocacy_groups_handles,7b8289f004bb5ee43c95b676fba0adbc,advocacy_groups_handles__9fcac12f0f915cdb937bec198fdf5692
seiu721,SEIU 721,Union,214218,Reputation,AAEntity,SEIU 721,,advocacy_groups_handles,93b30392bbe352602dae4ffe11628141,advocacy_groups_handles__a4e57cfffcbf9b224d53b95001da40d4
seiu722,seiu722,Union,214218,Reputation,AAEntity,seiu722,,advocacy_groups_handles,a3203814ca7f7253b06922e14d2a2f85,advocacy_groups_handles__f33afac4f82288a681803a950224fcab
seiu73,SEIU Local 73,Union,214218,Reputation,Exec,SEIU Local 73,,advocacy_groups_handles,27ee396cc6cb0cafae82af66b9646e64,advocacy_groups_handles__808daea4f7848eb5d5396a298ef40fb1
seiu775,SEIU 775,Union,214218,Reputation,AAEntity,SEIU 775,,advocacy_groups_handles,108aeaac31fd7575aa8bc86602c18a6f,advocacy_groups_handles__c2d3ef05c637a083d5f630e1ada5097e
seiu888,SEIU Local 888,Union,214218,Reputation,Organization,SEIU Local 888,,advocacy_groups_handles,a5a54287f4f6a49c5821122609c9e0f3,advocacy_groups_handles__559923b0e54f6a0994a2535fc1b2f456
seiu925,SEIU Local 925,Union,214218,Reputation,AAEntity,SEIU Local 925,,advocacy_groups_handles,2ea0de6ffaaee9c802ad3c396abb74ba,advocacy_groups_handles__54a142b46965a29544bd5d8cf1a67030
seiuarizona,SEIU Arizona,Union,214218,Reputation,Exec,SEIU Arizona,,advocacy_groups_handles,f19d839dbad083be698529a492d1969b,advocacy_groups_handles__8eb509f005245e8f538cad223dd58b20
seiucal,SEIU CA ST COUNCIL,Union,214218,Reputation,LegislativeCommittee,SEIU CA ST COUNCIL,,advocacy_groups_handles,b06d42125d9ab9b4eb2e2af56c4849f5,advocacy_groups_handles__f1c5d797fc9c0a154c7dd41c53dc45c9
seiucalifornia,SEIU California,Union,214218,Reputation,Exec,SEIU California,,advocacy_groups_handles,66e728b291af642851124042d66c2cfe,advocacy_groups_handles__4b8730535e7d51759649a60af94fcfd1
seiufl,SEIU Florida,Union,214218,Reputation,Consulates,SEIU Florida,,advocacy_groups_handles,50b8fdc248a10b9b980ba02097983fa2,advocacy_groups_handles__b881e4e586cccc53838ac5a01f80733d
seiuhciimk,SEIU HCIIMK,Union,214218,Reputation,Diplomat,SEIU HCIIMK,,advocacy_groups_handles,7f10f83dc16d1b3e997a4e4290f228b9,advocacy_groups_handles__d79f886af557bbae0b513ac39e71cf39
seiuhcmi,SEIU Healthcare Michigan,Union,214218,Reputation,ForeignMinister,SEIU Healthcare Michigan,,advocacy_groups_handles,f1239171fb0537346a89fbaab646fd22,advocacy_groups_handles__24a7b4ae31b41fd488a1d81951e20ae7
seiuhcmn,SEIU Healthcare Minnesota,Union,214218,Reputation,Shipping,SEIU Healthcare Minnesota,,advocacy_groups_handles,b7390ce8274da107cd8223043d547445,advocacy_groups_handles__009fd16584eedf5518219ee8955bbb38
seiuhcpa,SEIU Healthcare PA,Union,214218,Reputation,Organization,SEIU Healthcare PA,,advocacy_groups_handles,57bb0264a03c483d5aff9f9650c07160,advocacy_groups_handles__9cba67d104e1d44b63aa57a3a4166ccd
seiuhcwi,SEIU Healthcare WI,Union,214218,Reputation,Media,SEIU Healthcare WI,,advocacy_groups_handles,101e89cff06f748b5bd5f5778c9abb74,advocacy_groups_handles__3acca5e94bcfac0b94386807b87fbcbc
seiuhealthcan,SEIU Healthcare,Union,214218,Reputation,Refinery,SEIU Healthcare,,advocacy_groups_handles,1295dbe6c2518d716c1e03f31e98773d,advocacy_groups_handles__360f57f673e5be3ca288b880ac6a174d
seiulocal1,SEIU Local 1,Union,214218,Reputation,Wells,SEIU Local 1,,advocacy_groups_handles,bf29229a28457b48722c9b06a722d12a,advocacy_groups_handles__c8af0f9ba512a11bd8b33a748c249842
seiulocal199,SEIU Iowa,Union,214218,Reputation,LegislativeCommittee,SEIU Iowa,,advocacy_groups_handles,14986c4d8797d7a3043ee429966df6cc,advocacy_groups_handles__9c09bfcd99da26a0891c117a1523adeb
seiulocal500,SEIU Local 500,Union,214218,Reputation,Exec,SEIU Local 500,,advocacy_groups_handles,37ae8554ccf944bef9116d05ee2e9eb9,advocacy_groups_handles__27a94aea0be4ae5034881ff7cfa55435
seiulocal503,SEIU Local 503,Union,214218,Reputation,News,SEIU Local 503,,advocacy_groups_handles,b1383766cb53717b7a2c743bc55c0a33,advocacy_groups_handles__190526164ed6e535e607fb686055df3d
seiulocal721,Judith Bustamante,Union,214218,Reputation,Person,Judith Bustamante,,advocacy_groups_handles,3587db13a3664d6f314bac469261425b,advocacy_groups_handles__20b3b2799cf6c42aa7241c73656c9271
seiulocal99,SEIU Local 99,Union,214218,Reputation,space,SEIU Local 99,,advocacy_groups_handles,eefc4b11532e20d12f76d7b92de4d7fe,advocacy_groups_handles__c5bc60378cd4d86d433c15a440a9844d
seiumn,SEIU Minnesota,Union,214218,Reputation,Media,SEIU Minnesota,,advocacy_groups_handles,16bfab834fd4d2628b67990d5f4baedd,advocacy_groups_handles__77a79c0b65676dccfe7a2d5e978cb814
seiuncfoky,SEI NCFO District 32BJ,Union,214218,Reputation,AAEntity,SEI NCFO District 32BJ,,advocacy_groups_handles,dc310da129abdf43bea27be528865a97,advocacy_groups_handles__8fe06dc9a7a0ce621169afee5928066b
seiunurses,SEIU Nurses,Union,214218,Reputation,Wells,SEIU Nurses,,advocacy_groups_handles,a7f01557d481e0f994b8bb1271fa3901,advocacy_groups_handles__e2884d9cb82813a3f29539c9a09d1690
seiutx,SEIU Texas,Union,214218,Reputation,Keyphrase,SEIU Texas,,advocacy_groups_handles,2e421e5079b136e10a29f533ad6ff069,advocacy_groups_handles__5ccc8f00873b7ebfa135c473abff26c0
seiuusww,SEIU USWW,Union,214218,Reputation,Keyphrase,SEIU USWW,,advocacy_groups_handles,c4edafee8183ff732adb304f2061a95d,advocacy_groups_handles__62d2f50a7adf47971b34c67a083d12cb
unitedpilots,United Airlines Pilots,Union,214218,Reputation,CompanyKeyword,United Airlines Pilots,,advocacy_groups_handles,b47dc4ec5d65adec35148a0ae87c02c3,advocacy_groups_handles__eabf3cd43adc6eb3763b2b96b4b644c0
unitehere,UNITE HERE,Union,214218,Reputation,Diplomat,UNITE HERE,,advocacy_groups_handles,967959ceeb5ac39565defc5ff7fd7754,advocacy_groups_handles__4737a68b8d36239d58a691b0f0a5a5ce
uo_seiu,SEIU OPEU Local 085,Union,214218,Reputation,Refinery,SEIU OPEU Local 085,,advocacy_groups_handles,db5803d69bab1d78e4cd280fd725d9de,advocacy_groups_handles__695b8abfe90b692fa8a7ab4c60b75b20
workersunited,Workers United,Union,214218,Reputation,Organization,Workers United,,advocacy_groups_handles,cd6d57622777d76ab67cb87ea1fca7b5,advocacy_groups_handles__c834eb6c38de91584e7919f2e7afce69
alviropetersen,Former Cricket player Alviro Petersen,Sports,214218,Reputation,Legislator,Former Cricket player Alviro Petersen,,advocacy_groups_handles,049135eeb352f2b7108a70268e9ec3ca,advocacy_groups_handles__b00bab1d634ebbbbad27d7c49ba9c0b8
artemiypanarin,NHL player Artemi Panarin,Sports,214218,Reputation,Consulates,NHL player Artemi Panarin,,advocacy_groups_handles,9cedb773597eca11fb0194e8951b02f0,advocacy_groups_handles__c6346eda8876ef9638b2ee2e0acb1bfa
backstrom19,NHL player Nicklas Backstrom,Sports,214218,Reputation,Exec,NHL player Nicklas Backstrom,,advocacy_groups_handles,d93a2760f03ed451c4ef8e61a3e917c4,advocacy_groups_handles__042764082f37a8987f050449b896dab4
bemore27,NBA player Jamal Murray,Sports,214218,Reputation,FTO,NBA player Jamal Murray,,advocacy_groups_handles,f830f4caea18c0c4de93df665cb51e26,advocacy_groups_handles__18d3d0a6fd0666f784fe3c8935bcc4ca
benchilwell,Soccer player Ben Chilwell,Sports,214218,Reputation,Pipeline,Soccer player Ben Chilwell,,advocacy_groups_handles,b4acaf885a8222ccdc3c48c42f746d54,advocacy_groups_handles__2a8f9137098aa6a0bd47075b0287e74a
cristiano,Cristiano Ronaldo,Sports,214218,Reputation,Keyphrase,Cristiano Ronaldo,,advocacy_groups_handles,5be67b50ba8beec46476644eeb729103,advocacy_groups_handles__4ba3e34a0c204bf8f381e06a9ca09ad9
neymarjr,Neymar,Sports,214218,Reputation,Wells,Neymar,,advocacy_groups_handles,4fd97b3cf1ba471de2d3fdb68973d858,advocacy_groups_handles__0b4b53cec1abaf9da1f5daf5dbd68449
imvkohli,Indian cricket captain Virat Kohli,Sports,214218,Reputation,Exec,Indian cricket captain Virat Kohli,,advocacy_groups_handles,c8add9711b6a54de2b63dab68cc1f1e6,advocacy_groups_handles__ea11d7fdaf99bd9bc5f0168580ee44f5
sachin_rt,Former Indian cricket captain Sachin Tendulkar,Sports,214218,Reputation,AAEntity,Former Indian cricket captain Sachin Tendulkar,,advocacy_groups_handles,6660f8432f50f09116016b0686391502,advocacy_groups_handles__679cc371bc7381fe1dd852df34d1dae9
kaka,Brazilian former soccer player Kaka,Sports,214218,Reputation,LegislativeCommittee,Brazilian former soccer player Kaka,,advocacy_groups_handles,8393d6e443a92b502665e87a430de16f,advocacy_groups_handles__753a5d874bd7535d46cf8e314f056a31
mesutozil1088,Fenerbahce player Mesut Ozil,Sports,214218,Reputation,Legislator,Fenerbahce player Mesut Ozil,,advocacy_groups_handles,dd7a12a2ede2788e1aeb4a0a7793d9c1,advocacy_groups_handles__21b44d009c7c9778d2951bd04edd0927
andresiniesta8,Vissel Kobe player Andres Iniesta,Sports,214218,Reputation,Legislator,Vissel Kobe player Andres Iniesta,,advocacy_groups_handles,58718d93bebf49d3d8fb40f9c4a112cd,advocacy_groups_handles__984d84aa13b64cbdcc20af57cf1e22bf
virendersehwag,Indian former cricket player Virender Sehwag,Sports,214218,Reputation,IndustryTerm,Indian former cricket player Virender Sehwag,,advocacy_groups_handles,0837248a0104a4b1e59a91016c081863,advocacy_groups_handles__95e5f77f9b11cf15f45484b78755bf6d
10ronaldinho,Former Brazilian soccer player Ronaldinho,Sports,214218,Reputation,News,Former Brazilian soccer player Ronaldinho,,advocacy_groups_handles,e0d281b2cf0ea7780797994a674d2249,advocacy_groups_handles__96693b2b3afe161f8f594be5ac107362
3gerardpique,FC Barcelona player Gerard Pique,Sports,214218,Reputation,ForeignMinistry,FC Barcelona player Gerard Pique,,advocacy_groups_handles,27fd8a75946e6b2a63341ff2e5069b46,advocacy_groups_handles__07bc77ff19a9ba4c37405e0cfd0c7188
jamesdrodriguez,Everton player James Rodriguez,Sports,214218,Reputation,Keyphrase,Everton player James Rodriguez,,advocacy_groups_handles,d7840ebc90d2ecf7f578b420cf7faad0,advocacy_groups_handles__69031e82b4531f95fb8e303052403e1a
sergioramos,Real Madrid player Sergio Ramos,Sports,214218,Reputation,News,Real Madrid player Sergio Ramos,,advocacy_groups_handles,e6d0f4074eb9835104d85c4bbdb321d1,advocacy_groups_handles__e68e5e7b6c6dbf8f2ebd80f136b0ddb3
falcao,Galatasaray player Radamel Falcao,Sports,214218,Reputation,FTO,Galatasaray player Radamel Falcao,,advocacy_groups_handles,6e85c5bc95baef5787c638875812dac2,advocacy_groups_handles__23edc8d919aa84e2c0249d11f06befa6
waynerooney,Darby County manager Wayne Rooney,Sports,214218,Reputation,Organization,Darby County manager Wayne Rooney,,advocacy_groups_handles,8092eca6e46534c2ea2f2ef6857c6c4a,advocacy_groups_handles__b3476b2a715a077828ba94364c3f6a49
luissuarez9,Atletico Madrid player Luis Suarez,Sports,214218,Reputation,Pipeline,Atletico Madrid player Luis Suarez,,advocacy_groups_handles,bad888ec14ddd4bd8979cefce5366e88,advocacy_groups_handles__e2325f87181f688085907048cd770d60
rafaelnadal,Rafa Nadal,Sports,214218,Reputation,Keyphrase,Rafa Nadal,,advocacy_groups_handles,7758ce8e61db01d04248dd6f5bb200ad,advocacy_groups_handles__4897899cd8bef34273cddcebf9d9d5e6
shaq,Shaquille O'Neal,Sports,214218,Reputation,Exec,Shaquille O'Neal,,advocacy_groups_handles,55704a283aeb8f3a1f26a788dfaa0572,advocacy_groups_handles__596a2939cc1dc7d6abb91afb5df1488a
kobebryant,Kobe Bryant,Sports,214218,Reputation,Consulates,Kobe Bryant,,advocacy_groups_handles,05720a7dc7f876f4ede9529617063c60,advocacy_groups_handles__bb74e5f5454254972b7db9e4bd6e37c1
johncena,John Cena,Sports,214218,Reputation,Pipeline,John Cena,,advocacy_groups_handles,f8457da74242fe5f6606d0e3489ec4c4,advocacy_groups_handles__107f995b277b862877d87a09c3008c44
rogerfederer,Roger Federer,Sports,214218,Reputation,Pipeline,Roger Federer,,advocacy_groups_handles,015564a81654cae58464c646ee4b7a17,advocacy_groups_handles__60cf0f390cd7a917ff011b6049baf6ee
benzema,Real Madrid player Karim Benzema,Sports,214218,Reputation,ForeignMinister,Real Madrid player Karim Benzema,,advocacy_groups_handles,869672845b21e638c82b134467788a6c,advocacy_groups_handles__0f09bbaf25ba748cc22fdca97de11c30
marcelom12,Real Madrid player Marcelo,Sports,214218,Reputation,Keyphrase,Real Madrid player Marcelo,,advocacy_groups_handles,6ba66386c9b5d14830343c3968ae4fd3,advocacy_groups_handles__e3a86fc9f2285c102dc82f72aefc8820
carles5puyol,Former Spanish soccer player Carles Puyol,Sports,214218,Reputation,Media,Former Spanish soccer player Carles Puyol,,advocacy_groups_handles,e3455d68ad6f81abdf64e38964bf5a1b,advocacy_groups_handles__222efdd2125dade983ea34e88c7adafc
icc,International Cricket Council,Sports,214218,Reputation,ForeignMinistry,International Cricket Council,,advocacy_groups_handles,777bb3fe853416c0148521f31ac446a8,advocacy_groups_handles__0849b90e09637a99688a47301f526362
xabialonso,Vissel Kobe player Xabi Alonso,Sports,214218,Reputation,IndustryTerm,Vissel Kobe player Xabi Alonso,,advocacy_groups_handles,42469a8b395708db15d85bcee510848d,advocacy_groups_handles__c003328aacea34fa132e381268d72134
gautamgambhir,Indian MP Gautam Gambhir,Sports,214218,Reputation,Diplomat,Indian MP Gautam Gambhir,,advocacy_groups_handles,29d744d315833d2df426bdd9047501b6,advocacy_groups_handles__ae9633f8102cbe7f6c350c49c79152d3
