handle,caption_name,location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
oppahmuchinguri,Zimbabwean Defense Minister Oppah Muchinguri,2635,Organization,Zimbabwean Defense Minister Oppah Muchinguri,,defmin_mentioner,1e5ac087ba7229bd24701a2dc3556dc4,defmin_mentioner__1e5ac087ba7229bd24701a2dc3556dc4
genyasinzia,acting Afghan Defense Minister Zia,2636,Consulates,acting Afghan Defense Minister Zia,,defmin_mentioner,debcb0fda08cf2103b304f8814e0a80a,defmin_mentioner__debcb0fda08cf2103b304f8814e0a80a
mimikodheli,Albanian Defense Minister Kodheli,2637,Person,Albanian Defense Minister Kodheli,,defmin_mentioner,08ee480ddb81295631a626ff7ab5e2fd,defmin_mentioner__08ee480ddb81295631a626ff7ab5e2fd
tebbouneamadjid,Algerian President Tebboune,2638,ForeignMinistry,Algerian President Tebboune,,defmin_mentioner,ff051245fbc42cefc2b2386816afcbdc,defmin_mentioner__ff051245fbc42cefc2b2386816afcbdc
rossiagustinok,Argentine Defense Minister Rossi,2639,Diplomat,Argentine Defense Minister Rossi,,defmin_mentioner,09f0249c16a37625aa6c4fa3568a2965,defmin_mentioner__09f0249c16a37625aa6c4fa3568a2965
@dedonderludivin,Belgian Defense Minister Dedonder,2640,AAEntity,Belgian Defense Minister Dedonder,,defmin_mentioner,e867b57d814aefd65d05cc4b31ee841a,defmin_mentioner__e867b57d814aefd65d05cc4b31ee841a
bprokurica,Chilean Defense Minister Prokurica,2641,Organization,Chilean Defense Minister Prokurica,,defmin_mentioner,cb39e1a13e24755381bc0245467e581d,defmin_mentioner__cb39e1a13e24755381bc0245467e581d
diego_molano,Colombian Defense Ministry Molano,2642,News,Colombian Defense Ministry Molano,,defmin_mentioner,ea15c7ffdec9b534b2fd57f859b2fa97,defmin_mentioner__ea15c7ffdec9b534b2fd57f859b2fa97
michaelsoto_cr,Costa Rican Public Security Minister Soto,2643,Person,Costa Rican Public Security Minister Soto,,defmin_mentioner,094122aa60d8b45fd0ec902d2a11e58b,defmin_mentioner__094122aa60d8b45fd0ec902d2a11e58b
@petridesch,Cypriot Defense Minister Petrides,2644,FTO,Cypriot Defense Minister Petrides,,defmin_mentioner,b20152442cb1303e807fbb5c1b6aa387,defmin_mentioner__b20152442cb1303e807fbb5c1b6aa387
@trinebramsen,Danish Defense Minister Bramsen,2645,AAEntity,Danish Defense Minister Bramsen,,defmin_mentioner,5b2899c0fb634494d23ce9495e1f2c5a,defmin_mentioner__5b2899c0fb634494d23ce9495e1f2c5a
@anttikaikkonen,Finnish Defense Minister Kaikkonen,2646,Person,Finnish Defense Minister Kaikkonen,,defmin_mentioner,03a624d1f394cee89036c5b8e2265c3d,defmin_mentioner__03a624d1f394cee89036c5b8e2265c3d
@florence_parly,French Defense Minister Parly,2647,Legislator,French Defense Minister Parly,,defmin_mentioner,858311453292241e215515bcb89c98eb,defmin_mentioner__858311453292241e215515bcb89c98eb
@akk,German Defense Minister Kramp-Karrenbauer,2648,Organization,German Defense Minister Kramp-Karrenbauer,,defmin_mentioner,980ff3384ca91fb6f97c2089783c1a40,defmin_mentioner__980ff3384ca91fb6f97c2089783c1a40
@npanagioto,Greek Defense Minister Panagiotopoulos,2649,Diplomat,Greek Defense Minister Panagiotopoulos,,defmin_mentioner,56d35ea5060725081b5b47482584f06f,defmin_mentioner__56d35ea5060725081b5b47482584f06f
irfaanalipppc,Guyanese President Irfaan,2650,Diplomat,Guyanese President Irfaan,,defmin_mentioner,eb7735bd326d543289cc9a3f80cb484a,defmin_mentioner__eb7735bd326d543289cc9a3f80cb484a
amirhatami_ir,Iranian Defense Minister Hatami,2651,Keyphrase,Iranian Defense Minister Hatami,,defmin_mentioner,1d590a21635edddc980fad82d7565184,defmin_mentioner__1d590a21635edddc980fad82d7565184
jouma_anad,Iraqi Defense Minister Anad,2652,Refinery,Iraqi Defense Minister Anad,,defmin_mentioner,45cb8187eb741ee1883e6cc846d9caed,defmin_mentioner__45cb8187eb741ee1883e6cc846d9caed
gantzbe,Israeli Defense Minister Gantz,2653,LegislativeCommittee,Israeli Defense Minister Gantz,,defmin_mentioner,ce0fea4d260a2053a2402ee18cc10d20,defmin_mentioner__ce0fea4d260a2053a2402ee18cc10d20
kishinobuo,Japanese Defense Minister Kishi,2654,AAEntity,Japanese Defense Minister Kishi,,defmin_mentioner,ff1e8e238fe9bf5d3b77d0dc246bb575,defmin_mentioner__ff1e8e238fe9bf5d3b77d0dc246bb575
bisherkhasawneh,Jordanian Prime Minister al-Khasawneh,2655,Exec,Jordanian Prime Minister al-Khasawneh,,defmin_mentioner,6e41c6ee1b370c32e0602a5f5ba398d4,defmin_mentioner__6e41c6ee1b370c32e0602a5f5ba398d4
zeinaakar,Lebanese caretaker Defense Minister Akar,2656,Diplomat,Lebanese caretaker Defense Minister Akar,,defmin_mentioner,8d65b5edf8d6f18a36d059c15b7d7376,defmin_mentioner__8d65b5edf8d6f18a36d059c15b7d7376
dabaibahamid,Libyan Prime Minister Dabaiba,2657,Legislator,Libyan Prime Minister Dabaiba,,defmin_mentioner,6276d792276f8f378fbde14cf3c55f0a,defmin_mentioner__6276d792276f8f378fbde14cf3c55f0a
@ismailsabri60,Malaysian Defense Minister Ismail Sabri,2658,Shipping,Malaysian Defense Minister Ismail Sabri,,defmin_mentioner,a4216a8a02c501e33ab72a436113f136,defmin_mentioner__a4216a8a02c501e33ab72a436113f136
@mariyadidi,Maldives Defense Minister Mariya Didi,2659,Keyphrase,Maldives Defense Minister Mariya Didi,,defmin_mentioner,6f11079213a5895ee524e8ba3eb1218e,defmin_mentioner__6f11079213a5895ee524e8ba3eb1218e
luis_c_sandoval,Mexican Defense Secretary Sandoval,2660,Legislator,Mexican Defense Secretary Sandoval,,defmin_mentioner,654be6e10a96be38f800d520f38a8272,defmin_mentioner__654be6e10a96be38f800d520f38a8272
@minbijleveld,Dutch Defense Minister Bijleveld,2661,LegislativeCommittee,Dutch Defense Minister Bijleveld,,defmin_mentioner,e682432f14903c3947e6153d9b41c458,defmin_mentioner__e682432f14903c3947e6153d9b41c458
sekerinska,North Macedonian Defense Minister Jankovska,2662,Exec,North Macedonian Defense Minister Jankovska,,defmin_mentioner,2416c8df7e3ab8d978527b322fad96ff,defmin_mentioner__2416c8df7e3ab8d978527b322fad96ff
sotobernardino_,Paraguayan Defense Minister Soto,2663,Legislator,Paraguayan Defense Minister Soto,,defmin_mentioner,6ae868c950ffe41c953f431546552f81,defmin_mentioner__6ae868c950ffe41c953f431546552f81
nesparch,Peruvian Defense Minister Esparch,2664,Shipping,Peruvian Defense Minister Esparch,,defmin_mentioner,95fda463fc521d82ec5ba9ffbcebb6d3,defmin_mentioner__95fda463fc521d82ec5ba9ffbcebb6d3
mblaszczak,Polish Defense Minister Blaszczak,2665,Keyphrase,Polish Defense Minister Blaszczak,,defmin_mentioner,8790735630f10c8abf02520c2fcd29d8,defmin_mentioner__8790735630f10c8abf02520c2fcd29d8
kbmalattiya,Qatari Defense Minister al-Attiyah,2666,IndustryTerm,Qatari Defense Minister al-Attiyah,,defmin_mentioner,5a3b03363175c78773b230c22480853c,defmin_mentioner__5a3b03363175c78773b230c22480853c
nicolaeciuca,Romanian Defense Minister Ciuca,2667,IndustryTerm,Romanian Defense Minister Ciuca,,defmin_mentioner,2db10753fa853af8910508186e89521b,defmin_mentioner__2db10753fa853af8910508186e89521b
nesastefanovic,Serbian Defense Minister Stefanovic,2668,Refinery,Serbian Defense Minister Stefanovic,,defmin_mentioner,4589428830bbeaf66b2068bb24adfb5c,defmin_mentioner__4589428830bbeaf66b2068bb24adfb5c
matejtonin,Slovenian Defense Minister Tonin,2669,CompanyKeyword,Slovenian Defense Minister Tonin,,defmin_mentioner,480387730aa6127331435b721adefd55,defmin_mentioner__480387730aa6127331435b721adefd55
@violapamherd,Swiss Defense Minister Amherd,2670,Shipping,Swiss Defense Minister Amherd,,defmin_mentioner,33e6acd3c79a8328f061689ce66dd0da,defmin_mentioner__33e6acd3c79a8328f061689ce66dd0da
@prayutofficial,Thai Defense Minister General Prawit Wongsuwan,2671,ForeignMinistry,Thai Defense Minister General Prawit Wongsuwan,,defmin_mentioner,e4699c4bccbf5c7d85fe588720377eba,defmin_mentioner__e4699c4bccbf5c7d85fe588720377eba
hhshkmohd,UAE Vice President Mohammed bin Rashid,2672,LegislativeCommittee,UAE Vice President Mohammed bin Rashid,,defmin_mentioner,d0938cb67d261c67345bb5de6f17f02c,defmin_mentioner__d0938cb67d261c67345bb5de6f17f02c
javiergarcia_uy,Uruguayan Defense Minister Garcia,2673,space,Uruguayan Defense Minister Garcia,,defmin_mentioner,a529750ad12b1ffd0bd2ebaddb846f63,defmin_mentioner__a529750ad12b1ffd0bd2ebaddb846f63
vladimirpadrino,Venezuelan Defense Minister Padrino,2674,Legislator,Venezuelan Defense Minister Padrino,,defmin_mentioner,dd49b8916502e611d7b241f0dc41d121,defmin_mentioner__dd49b8916502e611d7b241f0dc41d121
generalmgdashi,Yemeni Defense Minister al-Maqdishi,2675,Diplomat,Yemeni Defense Minister al-Maqdishi,,defmin_mentioner,151937200a068293ec28754440b296d4,defmin_mentioner__151937200a068293ec28754440b296d4
dz_pm_djerad,Algerian Prime Minister Djerad,2676,Media,Algerian Prime Minister Djerad,,defmin_mentioner,2c52602d0e74fc6e7636bdb368706e59,defmin_mentioner__2c52602d0e74fc6e7636bdb368706e59
tebbouneamadjid,Algerian President Tebboune,2677,IndustryTerm,Algerian President Tebboune,,defmin_mentioner,ff051245fbc42cefc2b2386816afcbdc,defmin_mentioner__ff051245fbc42cefc2b2386816afcbdc
xavierespot,Andorran Prime Minister Zamora,2678,Media,Andorran Prime Minister Zamora,,defmin_mentioner,fbf8f38ef74008a580c12fdba268ae72,defmin_mentioner__fbf8f38ef74008a580c12fdba268ae72
arm_president,Armenian President Sarkissian,2679,LegislativeCommittee,Armenian President Sarkissian,,defmin_mentioner,ebfa175082df6f2c6d8d85488a56bc43,defmin_mentioner__ebfa175082df6f2c6d8d85488a56bc43
christophedabir,Burkina Faso Prime Minister Dabire,2680,Person,Burkina Faso Prime Minister Dabire,,defmin_mentioner,8876a916f3af15edbc9d50ee747e5216,defmin_mentioner__8876a916f3af15edbc9d50ee747e5216
cameroonpm237,Cameroonian Prime Minister Ngute,2681,LegislativeCommittee,Cameroonian Prime Minister Ngute,,defmin_mentioner,1195df762af5d4ab12ddaace870d1e9a,defmin_mentioner__1195df762af5d4ab12ddaace870d1e9a
mmarrerocruz,Cuban Prime Minister Marrero,2682,Exec,Cuban Prime Minister Marrero,,defmin_mentioner,4f2c4d0e5154a914027fe46f63e4de83,defmin_mentioner__4f2c4d0e5154a914027fe46f63e4de83
diazcanelb,Cuban President Diaz-Canel,2683,Media,Cuban President Diaz-Canel,,defmin_mentioner,aeab95d9b2d9fec13fa1ecba47ae908c,defmin_mentioner__aeab95d9b2d9fec13fa1ecba47ae908c
ilunkambas,former DRC Prime Minister Ilunga Ilunkamba,2684,Legislator,former DRC Prime Minister Ilunga Ilunkamba,,defmin_mentioner,f69d5beb50ea378ab674c29486d13f8d,defmin_mentioner__f69d5beb50ea378ab674c29486d13f8d
gakhariagiorgi,Georgian Prime Minister Gakharia,2685,Legislator,Georgian Prime Minister Gakharia,,defmin_mentioner,5f7b47791fed5bba87a64c1af13b3b2f,defmin_mentioner__5f7b47791fed5bba87a64c1af13b3b2f
zourabichvili_s,Georgian President Zourabichvili,2686,IndustryTerm,Georgian President Zourabichvili,,defmin_mentioner,7846cbb8c6f085fafc1eb1f82299d872,defmin_mentioner__7846cbb8c6f085fafc1eb1f82299d872
presidencygr,Greek President Sakellaropoulou,2687,Consulates,Greek President Sakellaropoulou,,defmin_mentioner,42ecb0b43177917ada454d1992dc41c6,defmin_mentioner__42ecb0b43177917ada454d1992dc41c6
jouthejoseph,Haitian Prime Minister Jouthe,2688,Person,Haitian Prime Minister Jouthe,,defmin_mentioner,9b6b93c69589f1e2a06c18a2efa762e3,defmin_mentioner__9b6b93c69589f1e2a06c18a2efa762e3
makadhimi,Iraqi Prime Minister Al-Kadhimi,2689,ForeignMinistry,Iraqi Prime Minister Al-Kadhimi,,defmin_mentioner,31e5e235a0cfb888e6c8d67837b4bf47,defmin_mentioner__31e5e235a0cfb888e6c8d67837b4bf47
valstsgriba,Latvian President Levits,2690,LegislativeCommittee,Latvian President Levits,,defmin_mentioner,c5b232bc8024334205ee79774f1d32d4,defmin_mentioner__c5b232bc8024334205ee79774f1d32d4
gitanasnauseda,Lithuanian President Nauseda,2691,Person,Lithuanian President Nauseda,,defmin_mentioner,5a51868a8a4db9c31122fcce8252e08f,defmin_mentioner__5a51868a8a4db9c31122fcce8252e08f
robertabela_mt,Maltese Prime Minister Abela,2692,LegislativeCommittee,Maltese Prime Minister Abela,,defmin_mentioner,e18e0a71a8c99679b44895409d032d8b,defmin_mentioner__e18e0a71a8c99679b44895409d032d8b
cheikhghazouani,Mauritanian President El Ghazouani,2693,Organization,Mauritanian President El Ghazouani,,defmin_mentioner,57833e315366bc80babb3d6606c64c60,defmin_mentioner__57833e315366bc80babb3d6606c64c60
pkjugnauth,Mauritius Prime Minister Jugnauth,2694,Legislator,Mauritius Prime Minister Jugnauth,,defmin_mentioner,e7bf9ede515c99cca952599b6310bf96,defmin_mentioner__e7bf9ede515c99cca952599b6310bf96
presofpakistan,Pakistani President Alvi,2695,LegislativeCommittee,Pakistani President Alvi,,defmin_mentioner,4148a8ce1c3de0223a241005f110eefa,defmin_mentioner__4148a8ce1c3de0223a241005f110eefa
kbkalthani,Qatari Prime Minister Khalid bin Khalifa,2696,Person,Qatari Prime Minister Khalid bin Khalifa,,defmin_mentioner,c819a09dd972458804e32b2824433327,defmin_mentioner__c819a09dd972458804e32b2824433327
enabiam,Guinea-Bissau Prime Minister Nabiam,2697,space,Guinea-Bissau Prime Minister Nabiam,,defmin_mentioner,0577f3d0ff06c9b32612a2613ab249a0,defmin_mentioner__0577f3d0ff06c9b32612a2613ab249a0
hassanakhaire,Somali Prime Minister Khayre,2698,ForeignMinistry,Somali Prime Minister Khayre,,defmin_mentioner,aa442e73feac0dd5570aa8458af4af4a,defmin_mentioner__aa442e73feac0dd5570aa8458af4af4a
prayutofficial,Thai Prime Minister Prayut,2699,CompanyKeyword,Thai Prime Minister Prayut,,defmin_mentioner,72aad8f7eaab58cf777f7eaa5d03658c,defmin_mentioner__72aad8f7eaab58cf777f7eaa5d03658c
rdtllu,Timor-Leste President Francisco Guterres,2700,DiplomaticFacilities,Timor-Leste President Francisco Guterres,,defmin_mentioner,3574cb01f778ca8a17d72fbdfa480738,defmin_mentioner__3574cb01f778ca8a17d72fbdfa480738
taurde,Timor-Leste Prime Minister Taur Matan Ruak,2701,IndustryTerm,Timor-Leste Prime Minister Taur Matan Ruak,,defmin_mentioner,dfe8a4b3e407f450a5ef1d84b1eff78e,defmin_mentioner__dfe8a4b3e407f450a5ef1d84b1eff78e
tuvalupm,Tuvalu Prime Minister Natano,2702,ForeignMinister,Tuvalu Prime Minister Natano,,defmin_mentioner,f0fd6c84a1a83fbb76a7af24c8ac0d06,defmin_mentioner__f0fd6c84a1a83fbb76a7af24c8ac0d06
denys_shmyhal,Ukrainian Prime Minister Shmyhal,2703,Wells,Ukrainian Prime Minister Shmyhal,,defmin_mentioner,7be5655126faa3b8f6894e299fbc2c12,defmin_mentioner__7be5655126faa3b8f6894e299fbc2c12
pmcanadien,Canadian Prime Minister Trudeau,2704,News,Canadian Prime Minister Trudeau,,defmin_mentioner,cda3214ebbbffa05e8795568666c0fcd,defmin_mentioner__cda3214ebbbffa05e8795568666c0fcd
canadianpm,Canadian Prime Minister Trudeau,2705,Refinery,Canadian Prime Minister Trudeau,,defmin_mentioner,cda3214ebbbffa05e8795568666c0fcd,defmin_mentioner__cda3214ebbbffa05e8795568666c0fcd
sebastianpinera,Chilean President Pinera,2706,Keyphrase,Chilean President Pinera,,defmin_mentioner,06c7f23021af885a0e4ca0e2060e53c2,defmin_mentioner__06c7f23021af885a0e4ca0e2060e53c2
nayibbukele,President of El Salvador Nayib Bukele,2707,FTO,President of El Salvador Nayib Bukele,,defmin_mentioner,2ffd3bfab4442bf21a21d14d800a67e4,defmin_mentioner__2ffd3bfab4442bf21a21d14d800a67e4
kmitsotakis,Greek Prime Minister Mitsotakis,2708,ForeignMinister,Greek Prime Minister Mitsotakis,,defmin_mentioner,e255f95366b2895f557118f638d262b7,defmin_mentioner__e255f95366b2895f557118f638d262b7
narendramodi,Indian Prime Minister Narendra Modi,2709,CompanyKeyword,Indian Prime Minister Narendra Modi,,defmin_mentioner,4ebc84b0d08dcf3d1e23b57884738fd7,defmin_mentioner__4ebc84b0d08dcf3d1e23b57884738fd7
netanyahu,Israeli Prime Minister Netanyahu,2710,space,Israeli Prime Minister Netanyahu,,defmin_mentioner,d5a61119c46378f5174f792bb0dc1f3b,defmin_mentioner__d5a61119c46378f5174f792bb0dc1f3b
erna_solberg,Norwegian Prime Minister Solberg,2711,Pipeline,Norwegian Prime Minister Solberg,,defmin_mentioner,8304df179ce340547d8b2e55bfa87364,defmin_mentioner__8304df179ce340547d8b2e55bfa87364
arifalvi,Pakistani President Alvi,2712,Refinery,Pakistani President Alvi,,defmin_mentioner,4148a8ce1c3de0223a241005f110eefa,defmin_mentioner__4148a8ce1c3de0223a241005f110eefa
clementmouamba,former Congolese President Mouamba,2713,Consulates,former Congolese President Mouamba,,defmin_mentioner,0003a8bf60c38ee3190505496e194c54,defmin_mentioner__0003a8bf60c38ee3190505496e194c54
m_farmaajo,Somali President Farmaajo,2714,ForeignMinistry,Somali President Farmaajo,,defmin_mentioner,714d8fbb3565db0a81020b4049347726,defmin_mentioner__714d8fbb3565db0a81020b4049347726
markrutte,Dutch Prime Minister Rutte,2715,space,Dutch Prime Minister Rutte,,defmin_mentioner,5aba855e48a75d8f232d86ecf2b16dc5,defmin_mentioner__5aba855e48a75d8f232d86ecf2b16dc5
georgeweahoff,Liberian President Weah,2716,Pipeline,Liberian President Weah,,defmin_mentioner,d8a688f266057d254290fcb1acd0a170,defmin_mentioner__d8a688f266057d254290fcb1acd0a170
prepublicatl,East Timorese Prime Minister Vasconcelos,2717,Keyphrase,East Timorese Prime Minister Vasconcelos,,defmin_mentioner,b4ca474639bbadc1da9f943d76bbfffa,defmin_mentioner__b4ca474639bbadc1da9f943d76bbfffa
muhyiddinyassin,Malaysian Prime Minister Muhyiddin,2718,ForeignMinister,Malaysian Prime Minister Muhyiddin,,defmin_mentioner,aa41ed8c3312462044314adff5c2d41b,defmin_mentioner__aa41ed8c3312462044314adff5c2d41b
ukhurelsukh,Mongolian Prime Minister Khurelsukh,2719,DiplomaticFacilities,Mongolian Prime Minister Khurelsukh,,defmin_mentioner,edb456d5c47e908392b568083e5dd49a,defmin_mentioner__edb456d5c47e908392b568083e5dd49a
battulgakh,Mongolian President Battulga,2720,CompanyKeyword,Mongolian President Battulga,,defmin_mentioner,e3946480a4bd03343aa24ede4e2ac4c7,defmin_mentioner__e3946480a4bd03343aa24ede4e2ac4c7
pr_paul_biya,Cameroonian President Biya,2721,Diplomat,Cameroonian President Biya,,defmin_mentioner,33aa40157ff9df0124c4ed217f18299d,defmin_mentioner__33aa40157ff9df0124c4ed217f18299d
vanderbellen,Austrian President Van der Bellen,2722,IndustryTerm,Austrian President Van der Bellen,,defmin_mentioner,c80d483227a247b3c9d6779814e89567,defmin_mentioner__c80d483227a247b3c9d6779814e89567
sophie_wilmes,Belgian Prime Minister Wilmes,2723,Exec,Belgian Prime Minister Wilmes,,defmin_mentioner,ad3b300323abafe88dbeb9dfcab84cab,defmin_mentioner__ad3b300323abafe88dbeb9dfcab84cab
anastasiadescy,Cypriot President Anastasiadis,2724,Wells,Cypriot President Anastasiadis,,defmin_mentioner,ac879520e494abba891615ee50758f4b,defmin_mentioner__ac879520e494abba891615ee50758f4b
marinsanna,Finnish Prime Minister Marin,2725,Media,Finnish Prime Minister Marin,,defmin_mentioner,2459aa7632d31571df505cca9a99c762,defmin_mentioner__2459aa7632d31571df505cca9a99c762
ephilippepm,French Prime Minister Philippe,2726,Consulates,French Prime Minister Philippe,,defmin_mentioner,d18c3b8f8190f976bdb37cb4e9ff8c6f,defmin_mentioner__d18c3b8f8190f976bdb37cb4e9ff8c6f
adrian_hasler,Liechtenstein Prime Minister Hasler,2727,IndustryTerm,Liechtenstein Prime Minister Hasler,,defmin_mentioner,a317ddabd0cee990ddc5e807df039239,defmin_mentioner__a317ddabd0cee990ddc5e807df039239
presidentmt,Maltese President Vella,2728,Organization,Maltese President Vella,,defmin_mentioner,ad6bfe3f823b8f1bb6da60bb0cb463d9,defmin_mentioner__ad6bfe3f823b8f1bb6da60bb0cb463d9
ilirmetazyrtar,Albanian President Meta,2729,Shipping,Albanian President Meta,,defmin_mentioner,9dc2ab9e93984071a096b0fcd7210c18,defmin_mentioner__9dc2ab9e93984071a096b0fcd7210c18
jlprdeangola,Angolan President Lourenco,2730,Refinery,Angolan President Lourenco,,defmin_mentioner,3f99952e7cde28b9e46bf1d6615da178,defmin_mentioner__3f99952e7cde28b9e46bf1d6615da178
presidentofbg,Bulgarian President Radev,2731,News,Bulgarian President Radev,,defmin_mentioner,a4dc2c815e61a0043545b28613d4fff8,defmin_mentioner__a4dc2c815e61a0043545b28613d4fff8
carlosalvq,Costa Rican President Quesada,2732,Organization,Costa Rican President Quesada,,defmin_mentioner,762b15ca19f1d18013b8ca4b028c9aaa,defmin_mentioner__762b15ca19f1d18013b8ca4b028c9aaa
amadougon,Ivorian Prime Minister Coulibaly,2733,Refinery,Ivorian Prime Minister Coulibaly,,defmin_mentioner,47e6efde24f9a5476e7f3521ca34f7f1,defmin_mentioner__47e6efde24f9a5476e7f3521ca34f7f1
alphacondepresi,Guinean President Conde,2734,Keyphrase,Guinean President Conde,,defmin_mentioner,a070e46d609a0bdab6d1091ced1f8cf6,defmin_mentioner__a070e46d609a0bdab6d1091ced1f8cf6
ibrahimakfofana,Guinean Prime Minister Fofana,2735,Wells,Guinean Prime Minister Fofana,,defmin_mentioner,210bc64c1423f165fcdaefabcfa999b6,defmin_mentioner__210bc64c1423f165fcdaefabcfa999b6
presidentisl,Icelandic President Johannesen,2736,Pipeline,Icelandic President Johannesen,,defmin_mentioner,fe8b68dfcde45ee4a90616e499e15d6d,defmin_mentioner__fe8b68dfcde45ee4a90616e499e15d6d
rashtrapatibhvn,Indian President Bhavan,2737,Consulates,Indian President Bhavan,,defmin_mentioner,c7425b934252c7f9cc8111862936d782,defmin_mentioner__c7425b934252c7f9cc8111862936d782
giuseppeconteit,Italian Prime Minister Conte,2738,Consulates,Italian Prime Minister Conte,,defmin_mentioner,58270d372da39ed41ac8f0f7037964de,defmin_mentioner__58270d372da39ed41ac8f0f7037964de
kingabdullahii,Jordanian King Abdullah,2739,Wells,Jordanian King Abdullah,,defmin_mentioner,3df191aa3077aaf3a00017d1be6a69e3,defmin_mentioner__3df191aa3077aaf3a00017d1be6a69e3
se_rajoelina,Madagascar President Rajoelina,2740,DiplomaticFacilities,Madagascar President Rajoelina,,defmin_mentioner,34cea96461b4c21e0cd3223fa8c8c2bf,defmin_mentioner__34cea96461b4c21e0cd3223fa8c8c2bf
pjugnauth,Mauritius Prime Minister Jugnauth,2741,Pipeline,Mauritius Prime Minister Jugnauth,,defmin_mentioner,e7bf9ede515c99cca952599b6310bf96,defmin_mentioner__e7bf9ede515c99cca952599b6310bf96
predsjednik_cg,Montengrin President Dukanovic,2742,ForeignMinister,Montengrin President Dukanovic,,defmin_mentioner,5fee89b5984c8d39a8f4f05eed83890a,defmin_mentioner__5fee89b5984c8d39a8f4f05eed83890a
o_spasovski,North Macedonian Prime Minister Spasovski,2743,IndustryTerm,North Macedonian Prime Minister Spasovski,,defmin_mentioner,cd26e5d574a6af4056aeb26c9a5f2189,defmin_mentioner__cd26e5d574a6af4056aeb26c9a5f2189
morawieckim,Polish Prime Minister Morawiecki,2744,LegislativeCommittee,Polish Prime Minister Morawiecki,,defmin_mentioner,6c63adb0585bda11b87521ac631042eb,defmin_mentioner__6c63adb0585bda11b87521ac631042eb
edngirente,Rwandan Prime Minister Ngirente,2745,News,Rwandan Prime Minister Ngirente,,defmin_mentioner,f3844966870e38dbca63fcfef6f4b9c6,defmin_mentioner__f3844966870e38dbca63fcfef6f4b9c6
presidentbio,Sierra Leonean President Bio,2746,CompanyKeyword,Sierra Leonean President Bio,,defmin_mentioner,242d29c692f9c2645845b6072369a3c6,defmin_mentioner__242d29c692f9c2645845b6072369a3c6
allenmchastanet,St. Lucia Prime Minister Chastanet,2747,Media,St. Lucia Prime Minister Chastanet,,defmin_mentioner,34cadd2153071a8f5fc69a9b4f257a78,defmin_mentioner__34cadd2153071a8f5fc69a9b4f257a78
barrowpresident,Gambian President Barrow,2748,Diplomat,Gambian President Barrow,,defmin_mentioner,d7af56b01f05c8a442c1164c34572005,defmin_mentioner__d7af56b01f05c8a442c1164c34572005
potus,US President Biden,2749,AAEntity,US President Biden,,defmin_mentioner,47ee719ce9b6a8bb684173536d8d3bbf,defmin_mentioner__47ee719ce9b6a8bb684173536d8d3bbf
drmaeensaeed,Yemeni Prime Minister Saeed,2750,Pipeline,Yemeni Prime Minister Saeed,,defmin_mentioner,a785f1e974d73048bbb975e04ac07bea,defmin_mentioner__a785f1e974d73048bbb975e04ac07bea
generalneva,Burundian President Ndayishimiye,2751,Shipping,Burundian President Ndayishimiye,,defmin_mentioner,2c77ee474dc4979efdf1d023a41efad3,defmin_mentioner__2c77ee474dc4979efdf1d023a41efad3
firminngrebada,CAR Prime Minister Ngrebada,2752,Person,CAR Prime Minister Ngrebada,,defmin_mentioner,1485e74f2f2de2e2284eba18a8bef31f,defmin_mentioner__1485e74f2f2de2e2284eba18a8bef31f
brunotshibala,former DRC Prime Minister Shibala,2753,Legislator,former DRC Prime Minister Shibala,,defmin_mentioner,86517226e083ea55a3404fb4c6d59323,defmin_mentioner__86517226e083ea55a3404fb4c6d59323
mostafamadbou10,Egyptian Prime Minister Madbouly,2754,Diplomat,Egyptian Prime Minister Madbouly,,defmin_mentioner,9ec555d6255cb405cf0ed24f3b4797e0,defmin_mentioner__9ec555d6255cb405cf0ed24f3b4797e0
ratasjuri,Estonian Prime Minister Ratas,2755,Organization,Estonian Prime Minister Ratas,,defmin_mentioner,514436652262a67656a50d239267b16f,defmin_mentioner__514436652262a67656a50d239267b16f
kerstikaljulaid,Estonian President Kaljulaid,2756,IndustryTerm,Estonian President Kaljulaid,,defmin_mentioner,17dcf34226e524341321f44af3d11c34,defmin_mentioner__17dcf34226e524341321f44af3d11c34
presidentfiji,Fijian President Konrote,2757,AAEntity,Fijian President Konrote,,defmin_mentioner,88305bdc3f9615d46557cf8dfdedf26e,defmin_mentioner__88305bdc3f9615d46557cf8dfdedf26e
pm_juliennkoghe,Gabonese Prime Minister Nkoghe,2758,IndustryTerm,Gabonese Prime Minister Nkoghe,,defmin_mentioner,7d617195fa5541a521b2d0f9e09e625f,defmin_mentioner__7d617195fa5541a521b2d0f9e09e625f
katrinjak,Icelandic Prime Minister Jakobsdottir,2759,DiplomaticFacilities,Icelandic Prime Minister Jakobsdottir,,defmin_mentioner,0f12dbb3ec46fd04f83bac735c3c7c27,defmin_mentioner__0f12dbb3ec46fd04f83bac735c3c7c27
hassan_b_diab,Lebanese Prime Minister Diab,2760,Wells,Lebanese Prime Minister Diab,,defmin_mentioner,90aea1a5ccd4fa5838bb499430a494e3,defmin_mentioner__90aea1a5ccd4fa5838bb499430a494e3
