handle,caption_name,location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
skvernelis_s,Lithuanian Prime Minister Skvernelis,2761,Wells,Lithuanian Prime Minister Skvernelis,,defmin_mentioner,07c7a9a1c59e8e670bcd65552a462473,defmin_mentioner__07c7a9a1c59e8e670bcd65552a462473
ntsayc,Madagascan Prime Minister Ntsay,2762,IndustryTerm,Madagascan Prime Minister Ntsay,,defmin_mentioner,99ecc61180d0073bfdc5e54f4747e409,defmin_mentioner__99ecc61180d0073bfdc5e54f4747e409
duskomarkoviccg,Montenegrin Prime Minister Markovic,2763,Person,Montenegrin Prime Minister Markovic,,defmin_mentioner,0e4c04add508d133f8ab6cd67abb8dcb,defmin_mentioner__0e4c04add508d133f8ab6cd67abb8dcb
antoniocostapm,Portuguese Prime Minister Costa,2764,Shipping,Portuguese Prime Minister Costa,,defmin_mentioner,58ffacd21e9dc9011fe91957c8d7336c,defmin_mentioner__58ffacd21e9dc9011fe91957c8d7336c
ludovic_orban,Romanian Prime Minister Orban,2765,Pipeline,Romanian Prime Minister Orban,,defmin_mentioner,a58d8c46fd116c3b05e6a9c88ebdf1e1,defmin_mentioner__a58d8c46fd116c3b05e6a9c88ebdf1e1
dannyfaure,Seychellois President Faure,2766,IndustryTerm,Seychellois President Faure,,defmin_mentioner,b82e5d9882cdca5e1b64187b82d68c0f,defmin_mentioner__b82e5d9882cdca5e1b64187b82d68c0f
zuzanacaputova,Slovak President Caputova,2767,ForeignMinistry,Slovak President Caputova,,defmin_mentioner,56c0447bfd21d13afbdcf3ec7cf97ae8,defmin_mentioner__56c0447bfd21d13afbdcf3ec7cf97ae8
hassankhaire_ar,Somali Prime Minister Khayre,2768,Refinery,Somali Prime Minister Khayre,,defmin_mentioner,aa442e73feac0dd5570aa8458af4af4a,defmin_mentioner__aa442e73feac0dd5570aa8458af4af4a
pmharriskn,Saint Kitts and Nevis Prime Minister Harris,2769,IndustryTerm,Saint Kitts and Nevis Prime Minister Harris,,defmin_mentioner,5efefee0f43c59cf41d4a46342861990,defmin_mentioner__5efefee0f43c59cf41d4a46342861990
minnis_dr,Bahamas Prime Minister Minnis,2770,Person,Bahamas Prime Minister Minnis,,defmin_mentioner,56c2c78b3982823b70ad09713c642609,defmin_mentioner__56c2c78b3982823b70ad09713c642609
azali_officiel,Comorian President Assoumani,2771,IndustryTerm,Comorian President Assoumani,,defmin_mentioner,8c5375f3dbd153fcef2d54528a2053b0,defmin_mentioner__8c5375f3dbd153fcef2d54528a2053b0
ksklassou,Togolese Prime Minister Klassou,2772,ForeignMinister,Togolese Prime Minister Klassou,,defmin_mentioner,5880feb1219f91abb6d919900f37a00a,defmin_mentioner__5880feb1219f91abb6d919900f37a00a
zelenskyyua,Ukrainian President Zelensky,2773,ForeignMinister,Ukrainian President Zelensky,,defmin_mentioner,4e74cfc50ed9570188140269acfb2740,defmin_mentioner__4e74cfc50ed9570188140269acfb2740
edgarclungu,Zambian President Lungu,2774,Refinery,Zambian President Lungu,,defmin_mentioner,a5167b7f82e292250d6251a2b4eb1541,defmin_mentioner__a5167b7f82e292250d6251a2b4eb1541
abiyahmedali,Ethiopian Prime Minister Abiy Ahmed,2775,ForeignMinistry,Ethiopian Prime Minister Abiy Ahmed,,defmin_mentioner,f521a19bf864fb986d1476d131a5bfa4,defmin_mentioner__f521a19bf864fb986d1476d131a5bfa4
vonderleyen,European Commission President von der Leyen,2776,Keyphrase,European Commission President von der Leyen,,defmin_mentioner,cb986c92aaaa179a5278b1e647d158bd,defmin_mentioner__cb986c92aaaa179a5278b1e647d158bd
sudanpmhamdok,Sudanese Prime Minister Hamdok,2777,Organization,Sudanese Prime Minister Hamdok,,defmin_mentioner,3b450a4e71389d22985d73d8e48c4530,defmin_mentioner__3b450a4e71389d22985d73d8e48c4530
s_sommaruga,Swiss President Sommaruga,2778,News,Swiss President Sommaruga,,defmin_mentioner,ef831735c40cab4b5649b63979880878,defmin_mentioner__ef831735c40cab4b5649b63979880878
alsisiofficial,Egyptian President el-Sisi,2779,space,Egyptian President el-Sisi,,defmin_mentioner,3afe44f6d9324c35e7d4ab796e11bf48,defmin_mentioner__3afe44f6d9324c35e7d4ab796e11bf48
ambrosedumile,Prime Minister of Eswatini Dlamini,2780,News,Prime Minister of Eswatini Dlamini,,defmin_mentioner,6d99d918242dad60030036f15e827ee2,defmin_mentioner__6d99d918242dad60030036f15e827ee2
frankjosh156,Fiji Prime Minister Bainimarama,2781,Pipeline,Fiji Prime Minister Bainimarama,,defmin_mentioner,dc5926730fade2a111829c906b0e7830,defmin_mentioner__dc5926730fade2a111829c906b0e7830
emmanuelmacron,French President Macron,2782,IndustryTerm,French President Macron,,defmin_mentioner,347c1bdf9c6a86aa8106718c5960662e,defmin_mentioner__347c1bdf9c6a86aa8106718c5960662e
hagegeingob,Namibian President Geingob,2783,News,Namibian President Geingob,,defmin_mentioner,30eba23075393c1a22f1097bd1a1c247,defmin_mentioner__30eba23075393c1a22f1097bd1a1c247
spendarovski,North Macedonian President Pendarovski,2784,ForeignMinistry,North Macedonian President Pendarovski,,defmin_mentioner,ffadebac2f2d2f532e03cb16b5364523,defmin_mentioner__ffadebac2f2d2f532e03cb16b5364523
tommyremengesau,Palauian President Remengesau,2785,Refinery,Palauian President Remengesau,,defmin_mentioner,7862d63de8deb38ab64926a820d65b70,defmin_mentioner__7862d63de8deb38ab64926a820d65b70
drshtayyeh,Prime Minister of Palestine Shtayyeh,2786,Wells,Prime Minister of Palestine Shtayyeh,,defmin_mentioner,94f9e4d5669d0e83c40acb8c89c4e29c,defmin_mentioner__94f9e4d5669d0e83c40acb8c89c4e29c
pm_gov_pg,former Papua New Guinean Prime Minister O'Neill,2787,Refinery,former Papua New Guinean Prime Minister O'Neill,,defmin_mentioner,fec71f566ecc1b5da3b1afcd22d25b4b,defmin_mentioner__fec71f566ecc1b5da3b1afcd22d25b4b
klausiohannis,Romanian President Iohannis,2788,Wells,Romanian President Iohannis,,defmin_mentioner,35a379db7815c0811cb2f68346a926bb,defmin_mentioner__35a379db7815c0811cb2f68346a926bb
casareal,Spanish Royal Family,2789,Person,Spanish Royal Family,,defmin_mentioner,a93f9d50f7832452864c639194e008a6,defmin_mentioner__a93f9d50f7832452864c639194e008a6
ruhakanar,Ugandan Prime Minister Rugunda,2790,Shipping,Ugandan Prime Minister Rugunda,,defmin_mentioner,69eaa35715339c540e63e2dfd66b26ec,defmin_mentioner__69eaa35715339c540e63e2dfd66b26ec
pmbhutan,Bhutanese Prime Minister Lotay Tshering,2791,Media,Bhutanese Prime Minister Lotay Tshering,,defmin_mentioner,de32bfc06be515bd9193622d1a2860a5,defmin_mentioner__de32bfc06be515bd9193622d1a2860a5
hunsencambodia,Cambodian Prime Minister Hun Sen,2792,ForeignMinister,Cambodian Prime Minister Hun Sen,,defmin_mentioner,62d743bacb4b96606752c492368f4484,defmin_mentioner__62d743bacb4b96606752c492368f4484
fijipm,Fiji Prime Minister Bainimarama,2793,DiplomaticFacilities,Fiji Prime Minister Bainimarama,,defmin_mentioner,dc5926730fade2a111829c906b0e7830,defmin_mentioner__dc5926730fade2a111829c906b0e7830
abeshinzo,Japanese Prime Minister Abe,2794,Pipeline,Japanese Prime Minister Abe,,defmin_mentioner,1c92e464201a7e13ea5bf02aaeb345b1,defmin_mentioner__1c92e464201a7e13ea5bf02aaeb345b1
jacindaardern,New Zealand Prime Minister Ardern,2795,Organization,New Zealand Prime Minister Ardern,,defmin_mentioner,d5ce45936ce8ee9a638dde8804215b19,defmin_mentioner__d5ce45936ce8ee9a638dde8804215b19
rrd_davao,Philippine President Duterte,2796,ForeignMinistry,Philippine President Duterte,,defmin_mentioner,38bdfc0361cda8f106346a50a4a9e202,defmin_mentioner__38bdfc0361cda8f106346a50a4a9e202
leehsienloong,Singaporean Prime Minister Lee,2797,ForeignMinistry,Singaporean Prime Minister Lee,,defmin_mentioner,859e0660fc987401fd2ccbd83670288e,defmin_mentioner__859e0660fc987401fd2ccbd83670288e
moonriver365,South Korean President Moon,2798,FTO,South Korean President Moon,,defmin_mentioner,b30ccf82a79a759626791f666f7e6059,defmin_mentioner__b30ccf82a79a759626791f666f7e6059
mfaserbia,Serbian Foreign Ministry,2799,News,Serbian Foreign Ministry,,defmin_mentioner,6fc3aac9f4107ed4e19f20e49b91b647,defmin_mentioner__6fc3aac9f4107ed4e19f20e49b91b647
algeria_mfa,Algerian Foreign Ministry,2800,ForeignMinistry,Algerian Foreign Ministry,,defmin_mentioner,fee16de7204af552b0b63eeec15f74d8,defmin_mentioner__fee16de7204af552b0b63eeec15f74d8
mofatrmi,Marshall Islands Foreign Ministry,2801,Person,Marshall Islands Foreign Ministry,,defmin_mentioner,28538bde6975971a8c4457f5ef2f7501,defmin_mentioner__28538bde6975971a8c4457f5ef2f7501
affariesterismr,San Marino Foreign Ministry,2802,Diplomat,San Marino Foreign Ministry,,defmin_mentioner,a0d89edcdd7950a2283558a582ee3930,defmin_mentioner__a0d89edcdd7950a2283558a582ee3930
utanrikisthjon,Icelandic Foreign Ministry,2803,Organization,Icelandic Foreign Ministry,,defmin_mentioner,a96a68bbded06ad6c87af0f84578e197,defmin_mentioner__a96a68bbded06ad6c87af0f84578e197
mofasur,Surinamese Foreign Ministry,2804,Shipping,Surinamese Foreign Ministry,,defmin_mentioner,df57e778865038b6a370ce605277fabf,defmin_mentioner__df57e778865038b6a370ce605277fabf
mfa_bih,Bosnia and Herzegovina Foreign Ministry,2805,Shipping,Bosnia and Herzegovina Foreign Ministry,,defmin_mentioner,6d079bef716903119604da2f02b51dc3,defmin_mentioner__6d079bef716903119604da2f02b51dc3
mofalebanon,Lebanese Foreign Ministry,2806,News,Lebanese Foreign Ministry,,defmin_mentioner,4b4c5b8b856ae4be2e8462d43c8aa490,defmin_mentioner__4b4c5b8b856ae4be2e8462d43c8aa490
mfa_china,Chinese Foreign Ministry,2807,FTO,Chinese Foreign Ministry,,defmin_mentioner,b63042c62e8fa6c1a11946f14cb7c2ac,defmin_mentioner__b63042c62e8fa6c1a11946f14cb7c2ac
marocdiplo_en,Moroccan Foreign Ministry,2808,News,Moroccan Foreign Ministry,,defmin_mentioner,bca7ac7d6a38e7b7bcae528a2352236d,defmin_mentioner__bca7ac7d6a38e7b7bcae528a2352236d
officialmofa,Gambian Foreign Ministry,2809,IndustryTerm,Gambian Foreign Ministry,,defmin_mentioner,0b7044aaecd98c12c765819625095965,defmin_mentioner__0b7044aaecd98c12c765819625095965
maecidiplomatie,Comorian Foreign Ministry,2810,Pipeline,Comorian Foreign Ministry,,defmin_mentioner,bb3e773ad12bcdc2e4e4924010ad9db9,defmin_mentioner__bb3e773ad12bcdc2e4e4924010ad9db9
diplomatien,Nigerien Foreign Ministry,2811,Media,Nigerien Foreign Ministry,,defmin_mentioner,a85c427739ada57cab5f9745b403a8f7,defmin_mentioner__a85c427739ada57cab5f9745b403a8f7
maesegouvsn,Senegalese Foreign Ministry,2812,Diplomat,Senegalese Foreign Ministry,,defmin_mentioner,ff0272472944eea7d4916600ff54aabb,defmin_mentioner__ff0272472944eea7d4916600ff54aabb
mofa_zw,Zimbabwean Foreign Ministry,2813,space,Zimbabwean Foreign Ministry,,defmin_mentioner,5f07aa60f4c6b5c48b75484ce4a1f1d9,defmin_mentioner__5f07aa60f4c6b5c48b75484ce4a1f1d9
saintluciaext,Saint Lucian Foreign Ministry,2814,AAEntity,Saint Lucian Foreign Ministry,,defmin_mentioner,28b43d82ceec8c528873883256afb1c7,defmin_mentioner__28b43d82ceec8c528873883256afb1c7
foreignlesotho,Lesothan Foreign Ministry,2815,Wells,Lesothan Foreign Ministry,,defmin_mentioner,9a0dcbe87dc09bfb2247a39ab596ff3a,defmin_mentioner__9a0dcbe87dc09bfb2247a39ab596ff3a
chadianmfa,Chadian Foreign Ministry,2816,space,Chadian Foreign Ministry,,defmin_mentioner,e59dbe0f70e437bbe8adcf3a19603677,defmin_mentioner__e59dbe0f70e437bbe8adcf3a19603677
azerbaijanmfa,Azerbaijani Foreign Ministry,2817,Refinery,Azerbaijani Foreign Ministry,,defmin_mentioner,7c5fd474278e19cb1ebda8ba93c36b3a,defmin_mentioner__7c5fd474278e19cb1ebda8ba93c36b3a
malimaeci,Malian Foreign Ministry,2818,IndustryTerm,Malian Foreign Ministry,,defmin_mentioner,d14b19dc430566c7c2724266ea81b961,defmin_mentioner__d14b19dc430566c7c2724266ea81b961
fiji_mofa,Fiji Foreign Ministry,2819,Pipeline,Fiji Foreign Ministry,,defmin_mentioner,bee0167d87db137463ee7c4a408c18b3,defmin_mentioner__bee0167d87db137463ee7c4a408c18b3
mfabhutan,Bhutanese Foreign Ministry,2820,ForeignMinister,Bhutanese Foreign Ministry,,defmin_mentioner,48e6bb26e7954496e8c8771f674e481e,defmin_mentioner__48e6bb26e7954496e8c8771f674e481e
irimfa_en,Iranian Foreign Ministry,2821,IndustryTerm,Iranian Foreign Ministry,,defmin_mentioner,341d374c76aebd10db7a9317fd9a67b0,defmin_mentioner__341d374c76aebd10db7a9317fd9a67b0
irimfa,Iranian Foreign Ministry,2822,News,Iranian Foreign Ministry,,defmin_mentioner,341d374c76aebd10db7a9317fd9a67b0,defmin_mentioner__341d374c76aebd10db7a9317fd9a67b0
marocdiplo_ar,Moroccan Foreign Ministry,2823,Keyphrase,Moroccan Foreign Ministry,,defmin_mentioner,bca7ac7d6a38e7b7bcae528a2352236d,defmin_mentioner__bca7ac7d6a38e7b7bcae528a2352236d
mfatunisia,Tunisian Foreign Ministry,2824,ForeignMinister,Tunisian Foreign Ministry,,defmin_mentioner,8a902b3a11374dcd1fd7160266b5657c,defmin_mentioner__8a902b3a11374dcd1fd7160266b5657c
eda_dfae,Swiss Foreign Ministry,2825,Pipeline,Swiss Foreign Ministry,,defmin_mentioner,04e3866a408a7d6cc6baac72831a3c56,defmin_mentioner__04e3866a408a7d6cc6baac72831a3c56
tongamfa,Tongan Foreign Ministry,2826,ForeignMinister,Tongan Foreign Ministry,,defmin_mentioner,ec34a66bae0d8089a81a573583491436,defmin_mentioner__ec34a66bae0d8089a81a573583491436
mfeamalta,Maltese Foreign Ministry,2827,Pipeline,Maltese Foreign Ministry,,defmin_mentioner,acf8fafbdc43d6cef845bac69760ecec,defmin_mentioner__acf8fafbdc43d6cef845bac69760ecec
mrree_uruguay,Uruguayan Foreign Ministry,2828,Organization,Uruguayan Foreign Ministry,,defmin_mentioner,4b05ba019173656779a3b863e06e97cd,defmin_mentioner__4b05ba019173656779a3b863e06e97cd
mofalibyatip,Libyan Foreign Ministry,2829,DiplomaticFacilities,Libyan Foreign Ministry,,defmin_mentioner,5cd327b62387a21af5319a7612cfe452,defmin_mentioner__5cd327b62387a21af5319a7612cfe452
mfaftja,Jamaican Foreign Ministry,2830,ForeignMinister,Jamaican Foreign Ministry,,defmin_mentioner,4189c5bf7f32dd4d0acbce6001dbb6ed,defmin_mentioner__4189c5bf7f32dd4d0acbce6001dbb6ed
mfa_mne,Montenegrin Foreign Ministry,2831,Diplomat,Montenegrin Foreign Ministry,,defmin_mentioner,85b3991dd8909135512274b1f735095a,defmin_mentioner__85b3991dd8909135512274b1f735095a
angola_mirex,Angolan Foreign Ministry,2832,Keyphrase,Angolan Foreign Ministry,,defmin_mentioner,77aad3db46e76a289d9d3379bae390d6,defmin_mentioner__77aad3db46e76a289d9d3379bae390d6
nigeriamfa,Nigerian Foreign Ministry,2833,FTO,Nigerian Foreign Ministry,,defmin_mentioner,db05485f67cc4332397968dcba3a9a3d,defmin_mentioner__db05485f67cc4332397968dcba3a9a3d
mofamyanmar,Myanmar Foreign Ministry,2834,AAEntity,Myanmar Foreign Ministry,,defmin_mentioner,fb0ed88c0e5c233e11f817101838d3d1,defmin_mentioner__fb0ed88c0e5c233e11f817101838d3d1
mfasomalia,Somali Foreign Ministry,2835,Consulates,Somali Foreign Ministry,,defmin_mentioner,0a557526dbfc229480f9f565d7d2c3b2,defmin_mentioner__0a557526dbfc229480f9f565d7d2c3b2
ksamofaen,Saudi Arabian Foreign Ministry,2836,Keyphrase,Saudi Arabian Foreign Ministry,,defmin_mentioner,5777866b664f00898c0e14052073eee1,defmin_mentioner__5777866b664f00898c0e14052073eee1
francediplo,French Foreign Ministry,2837,FTO,French Foreign Ministry,,defmin_mentioner,28c7020845f169d29b1f434bf7f3e611,defmin_mentioner__28c7020845f169d29b1f434bf7f3e611
mid_rf,Russian Foreign Ministry,2838,Wells,Russian Foreign Ministry,,defmin_mentioner,a7534b654a49241f0c160e7c43cbadee,defmin_mentioner__a7534b654a49241f0c160e7c43cbadee
diplomatietogo,Togolese Foreign Ministry,2839,Keyphrase,Togolese Foreign Ministry,,defmin_mentioner,ffa6d41b0dcb41b6c3b2fcc2a20f6a29,defmin_mentioner__ffa6d41b0dcb41b6c3b2fcc2a20f6a29
mofagambia,Gambian Foreign Ministry,2840,Diplomat,Gambian Foreign Ministry,,defmin_mentioner,0b7044aaecd98c12c765819625095965,defmin_mentioner__0b7044aaecd98c12c765819625095965
mirco_namibia,Namibian Foreign Ministry,2841,Wells,Namibian Foreign Ministry,,defmin_mentioner,16df2f26de3faab4c0d7a1741e3abc33,defmin_mentioner__16df2f26de3faab4c0d7a1741e3abc33
mofasvg,Saint Vincent and the Grenadines Foreign Ministry,2842,Pipeline,Saint Vincent and the Grenadines Foreign Ministry,,defmin_mentioner,2b8df0460df0d7c47ca3df6f6217e86a,defmin_mentioner__2b8df0460df0d7c47ca3df6f6217e86a
mfa_mkd,North Macedonian Foreign Ministry,2843,IndustryTerm,North Macedonian Foreign Ministry,,defmin_mentioner,e86cc6b5a466f1647ebf5f956e970a52,defmin_mentioner__e86cc6b5a466f1647ebf5f956e970a52
yemen_mofa,Yemeni Foreign Ministry,2844,Organization,Yemeni Foreign Ministry,,defmin_mentioner,e3208de9c4218bd617e27072eea3387c,defmin_mentioner__e3208de9c4218bd617e27072eea3387c
benindiplomatie,Beninese Foreign Ministry,2845,Person,Beninese Foreign Ministry,,defmin_mentioner,81a2eebf0ea6250656d5335072b78e92,defmin_mentioner__81a2eebf0ea6250656d5335072b78e92
mfaguyana,Guyanese Foreign Ministry,2846,space,Guyanese Foreign Ministry,,defmin_mentioner,b0421ba8ead059213157d3f49961c755,defmin_mentioner__b0421ba8ead059213157d3f49961c755
mreparaguay_en,Paraguayan Foreign Ministry,2847,Person,Paraguayan Foreign Ministry,,defmin_mentioner,4ea39d58cf2b1c22bd8539add940f074,defmin_mentioner__4ea39d58cf2b1c22bd8539add940f074
diplomatierdc,DRC Foreign Ministry,2848,Consulates,DRC Foreign Ministry,,defmin_mentioner,e920656ac5dda3cfbe66077c657ced61,defmin_mentioner__e920656ac5dda3cfbe66077c657ced61
swissmfa,Swiss Foreign Ministry,2849,Diplomat,Swiss Foreign Ministry,,defmin_mentioner,04e3866a408a7d6cc6baac72831a3c56,defmin_mentioner__04e3866a408a7d6cc6baac72831a3c56
argentinamfa,Argentine Foreign Ministry,2850,FTO,Argentine Foreign Ministry,,defmin_mentioner,adb071587636c91402c30c0038761f48,defmin_mentioner__adb071587636c91402c30c0038761f48
mfaofarmenia,Armenian Foreign Ministry,2851,Shipping,Armenian Foreign Ministry,,defmin_mentioner,5b7786a31b3e2bb10bf86c08799c308b,defmin_mentioner__5b7786a31b3e2bb10bf86c08799c308b
abministryfa,Antiguan Foreign Ministry,2852,Wells,Antiguan Foreign Ministry,,defmin_mentioner,61ea524eeaacda3830e58b1663121f2e,defmin_mentioner__61ea524eeaacda3830e58b1663121f2e
mfabelize,Belizean Foreign Ministry,2853,space,Belizean Foreign Ministry,,defmin_mentioner,b0d8a93740400588b4d4494634c6df68,defmin_mentioner__b0d8a93740400588b4d4494634c6df68
nestrangeiro_pt,Portugeuse Foreign Ministry,2854,AAEntity,Portugeuse Foreign Ministry,,defmin_mentioner,398ca7065fb9a7f0acec9b83f7971eb1,defmin_mentioner__398ca7065fb9a7f0acec9b83f7971eb1
mfa_lu,Luxembourg Foreign Ministry,2855,Pipeline,Luxembourg Foreign Ministry,,defmin_mentioner,e393024e51aed28dc1a8034f7222021a,defmin_mentioner__e393024e51aed28dc1a8034f7222021a
foreignmalawi,Malawian Foreign Ministry,2856,Legislator,Malawian Foreign Ministry,,defmin_mentioner,dcff7bde947f85cc197791200021c40a,defmin_mentioner__dcff7bde947f85cc197791200021c40a
burkinamae,Burkina Faso Foreign Ministry,2857,IndustryTerm,Burkina Faso Foreign Ministry,,defmin_mentioner,163daa3944826a58c578efc3376ee206,defmin_mentioner__163daa3944826a58c578efc3376ee206
iraqimofa,Iraqi Foreign Ministry,2858,Legislator,Iraqi Foreign Ministry,,defmin_mentioner,3c5400a3723531ace7a816c14fbcc901,defmin_mentioner__3c5400a3723531ace7a816c14fbcc901
diplomatiemg,Madagascar Foreign Ministry,2859,Wells,Madagascar Foreign Ministry,,defmin_mentioner,32b35bc689c312dd9f63130dacb95049,defmin_mentioner__32b35bc689c312dd9f63130dacb95049
chilemfa,Chilean Foreign Ministry,2860,space,Chilean Foreign Ministry,,defmin_mentioner,cd0c303d6aef490c87141ae552ac8984,defmin_mentioner__cd0c303d6aef490c87141ae552ac8984
mofavietnam,Vietnamese Foreign Ministry,2861,FTO,Vietnamese Foreign Ministry,,defmin_mentioner,04e2d5f131a3ba48b52d03f7411c96bd,defmin_mentioner__04e2d5f131a3ba48b52d03f7411c96bd
maeburundi,Burundian Foreign Ministry,2862,News,Burundian Foreign Ministry,,defmin_mentioner,7e625442917733cbd22cc31f2845fc33,defmin_mentioner__7e625442917733cbd22cc31f2845fc33
namibia_mfa,Namibian Foreign Ministry,2863,Media,Namibian Foreign Ministry,,defmin_mentioner,16df2f26de3faab4c0d7a1741e3abc33,defmin_mentioner__16df2f26de3faab4c0d7a1741e3abc33
mfa_tajikistan,Tajiik Foreign Ministry,2864,Wells,Tajiik Foreign Ministry,,defmin_mentioner,3598ad999dd90f2ebd6ef4c1f291a21b,defmin_mentioner__3598ad999dd90f2ebd6ef4c1f291a21b
itamaraty_es,Brazilian Foreign Ministry,2865,Refinery,Brazilian Foreign Ministry,,defmin_mentioner,8b4627ed14b8382e459259f687f95297,defmin_mentioner__8b4627ed14b8382e459259f687f95297
mfasrilanka,Sri Lankan Foreign Ministry,2866,CompanyKeyword,Sri Lankan Foreign Ministry,,defmin_mentioner,9634921caeeba019a8fbf2dd136e1518,defmin_mentioner__9634921caeeba019a8fbf2dd136e1518
mfaecuador,Ecuadorian Foreign Ministry,2867,Wells,Ecuadorian Foreign Ministry,,defmin_mentioner,37764a72f9b806cd08dfec4d771f300d,defmin_mentioner__37764a72f9b806cd08dfec4d771f300d
mofabahamas,Bahamas Foreign Ministry,2868,AAEntity,Bahamas Foreign Ministry,,defmin_mentioner,abb1179f8c656efce8235cbd5a404298,defmin_mentioner__abb1179f8c656efce8235cbd5a404298
diplocam_minrex,Cameroonian Foreign Ministry,2869,IndustryTerm,Cameroonian Foreign Ministry,,defmin_mentioner,42b45ab2a4c5473f26b4a588243409df,defmin_mentioner__42b45ab2a4c5473f26b4a588243409df
mofanepal,Nepalese Foreign Ministry,2870,IndustryTerm,Nepalese Foreign Ministry,,defmin_mentioner,4ec0b34e4b0f49b6922de14ebac19a0f,defmin_mentioner__4ec0b34e4b0f49b6922de14ebac19a0f
dirco_za,South African Foreign Ministry,2871,Media,South African Foreign Ministry,,defmin_mentioner,de25cd81d69507983756c81b61ae4992,defmin_mentioner__de25cd81d69507983756c81b61ae4992
mfafiji,Fiji Foreign Ministry,2872,Media,Fiji Foreign Ministry,,defmin_mentioner,bee0167d87db137463ee7c4a408c18b3,defmin_mentioner__bee0167d87db137463ee7c4a408c18b3
lankamfa,Sri Lankan Foreign Ministry,2873,Refinery,Sri Lankan Foreign Ministry,,defmin_mentioner,9634921caeeba019a8fbf2dd136e1518,defmin_mentioner__9634921caeeba019a8fbf2dd136e1518
mfaegypt,Egyptian Foreign Ministry,2874,ForeignMinister,Egyptian Foreign Ministry,,defmin_mentioner,6505bea6b2e07f46cbf1b43b8fc4ec26,defmin_mentioner__6505bea6b2e07f46cbf1b43b8fc4ec26
mofamv,Maldives Foreign Ministry,2875,IndustryTerm,Maldives Foreign Ministry,,defmin_mentioner,00dcdb3d772e02ad1120132afc8931a8,defmin_mentioner__00dcdb3d772e02ad1120132afc8931a8
lt_mfa_stratcom,Lithuanian Foreign Ministry,2876,Legislator,Lithuanian Foreign Ministry,,defmin_mentioner,0dab298da7eaaf78f05cb50643e94b79,defmin_mentioner__0dab298da7eaaf78f05cb50643e94b79
crcancilleria,Costa Rican Foreign Ministry,2877,LegislativeCommittee,Costa Rican Foreign Ministry,,defmin_mentioner,b637fe7cd2ff22f9971be5b14c51ef80,defmin_mentioner__b637fe7cd2ff22f9971be5b14c51ef80
mre_bolivia,Bolivian Foreign Ministry,2878,CompanyKeyword,Bolivian Foreign Ministry,,defmin_mentioner,8b61cf7094fd544ac735cfdd8e392ac3,defmin_mentioner__8b61cf7094fd544ac735cfdd8e392ac3
spainmfa,Spanish Foreign Ministry,2879,AAEntity,Spanish Foreign Ministry,,defmin_mentioner,a3dca8a03d85eb022589ff242df2f2c1,defmin_mentioner__a3dca8a03d85eb022589ff242df2f2c1
czechmfa,Czech Foreign Ministry,2880,FTO,Czech Foreign Ministry,,defmin_mentioner,7221fd85e5872e2cf66189044d87ff4e,defmin_mentioner__7221fd85e5872e2cf66189044d87ff4e
mzvcr,Czech Foreign Ministry,2881,News,Czech Foreign Ministry,,defmin_mentioner,7221fd85e5872e2cf66189044d87ff4e,defmin_mentioner__7221fd85e5872e2cf66189044d87ff4e
ghanamfa,Ghanaian Foreign Ministry,2882,Refinery,Ghanaian Foreign Ministry,,defmin_mentioner,43055672621b63fecf3357a57d8cf792,defmin_mentioner__43055672621b63fecf3357a57d8cf792
malaysiamfa,Malaysian Foreign Ministry,2883,Shipping,Malaysian Foreign Ministry,,defmin_mentioner,fd6f078c45ac923a7bee1bb71795daca,defmin_mentioner__fd6f078c45ac923a7bee1bb71795daca
mofasudan,Sudanese Foreign Ministry,2884,Wells,Sudanese Foreign Ministry,,defmin_mentioner,2ef424fe760c7c96598080deccc314d7,defmin_mentioner__2ef424fe760c7c96598080deccc314d7
mfa_li,Liechtenstein Foreign Ministry,2885,Organization,Liechtenstein Foreign Ministry,,defmin_mentioner,8b18b7617961422b1bcddd845c47ec86,defmin_mentioner__8b18b7617961422b1bcddd845c47ec86
cancilleriapma,Panamanian Foreign Ministry,2886,Pipeline,Panamanian Foreign Ministry,,defmin_mentioner,f5c5b0f006a2b0d44c33048846393f38,defmin_mentioner__f5c5b0f006a2b0d44c33048846393f38
mae_haiti,Haitian Foreign Ministry,2887,FTO,Haitian Foreign Ministry,,defmin_mentioner,86cdba57e6b140793da165e43082fb45,defmin_mentioner__86cdba57e6b140793da165e43082fb45
foreigntanzania,Tanzanian Foreign Ministry,2888,Person,Tanzanian Foreign Ministry,,defmin_mentioner,0f59052b201f5d6f5cb3643dd262c959,defmin_mentioner__0f59052b201f5d6f5cb3643dd262c959
mfaupdate,Thai Foreign Ministry,2889,Shipping,Thai Foreign Ministry,,defmin_mentioner,dc4261054b4f2a34fa8f958580f5cb50,defmin_mentioner__dc4261054b4f2a34fa8f958580f5cb50
fmofoman,Omani Foreign Ministry,2890,CompanyKeyword,Omani Foreign Ministry,,defmin_mentioner,215423b3dbcc7311b5f363ad56870e5b,defmin_mentioner__215423b3dbcc7311b5f363ad56870e5b
seychellesfad,Seychelles Foreign Ministry,2891,Keyphrase,Seychelles Foreign Ministry,,defmin_mentioner,74f46017a8e7f7c055ba6e5af6d467da,defmin_mentioner__74f46017a8e7f7c055ba6e5af6d467da
