keyword,keyword_upper,caption_name,location,location_lower,type,guid,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
mcconnellpress,mcconnellpress,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
senatemajldr,senatemajldr,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
mitchmcconnell,mitchmcconnell,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
senatormcconnell,senatormcconnell,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
senmcconnell,senmcconnell,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
mitch mcconnell,mitch mcconnell,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
senator mcconnell,senator mcconnell,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
sen mcconnell,sen mcconnell,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
sen. mcconnell,sen. mcconnell,US Senator McConnell,Washington,washington,US Senators,,188285,,UsSenators,US Senator McConnell,,dgm_USSenate,dbaebfe863f1c7cace3c546d806102c4,dgm_USSenate__dbaebfe863f1c7cace3c546d806102c4
chuckschumer,chuckschumer,US Senator Schumer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schumer,,dgm_USSenate,8889f2beb459383345a2bc171c637094,dgm_USSenate__8889f2beb459383345a2bc171c637094
senschumer,senschumer,US Senator Schumer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schumer,,dgm_USSenate,8889f2beb459383345a2bc171c637094,dgm_USSenate__8889f2beb459383345a2bc171c637094
johnneelykennedy,johnneelykennedy,US Senator Neely Kennedy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Neely Kennedy,,dgm_USSenate,b368fc610c4280b4ce5e702d2bbdc418,dgm_USSenate__b368fc610c4280b4ce5e702d2bbdc418
john neely kennedy,john neely kennedy,US Senator Neely Kennedy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Neely Kennedy,,dgm_USSenate,b368fc610c4280b4ce5e702d2bbdc418,dgm_USSenate__b368fc610c4280b4ce5e702d2bbdc418
catherinefornv,catherinefornv,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
sencortezmasto,sencortezmasto,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
catherinecortezmasto,catherinecortezmasto,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
senmasto,senmasto,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
catherine cortez masto,catherine cortez masto,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
senator masto,senator masto,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
sen masto,sen masto,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
sen. masto,sen. masto,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
catherine masto,catherine masto,US Senator Cortez Masto,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cortez Masto,,dgm_USSenate,de456c8c96882c2a94d5cd4a93215753,dgm_USSenate__de456c8c96882c2a94d5cd4a93215753
chrisvanhollen,chrisvanhollen,US Senator Van Hollen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Van Hollen,,dgm_USSenate,e92a981ab8ce069f0a74bbb20a5787a4,dgm_USSenate__e92a981ab8ce069f0a74bbb20a5787a4
vanhollenformd,vanhollenformd,US Senator Van Hollen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Van Hollen,,dgm_USSenate,e92a981ab8ce069f0a74bbb20a5787a4,dgm_USSenate__e92a981ab8ce069f0a74bbb20a5787a4
cindyhydesmith,cindyhydesmith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
senhydesmith,senhydesmith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
gillibrandny,gillibrandny,US Senator Gillibrand,Washington,washington,US Senators,,188285,,UsSenators,US Senator Gillibrand,,dgm_USSenate,c201a648932691b225ab06f60a29488c,dgm_USSenate__c201a648932691b225ab06f60a29488c
sengillibrand,sengillibrand,US Senator Gillibrand,Washington,washington,US Senators,,188285,,UsSenators,US Senator Gillibrand,,dgm_USSenate,c201a648932691b225ab06f60a29488c,dgm_USSenate__c201a648932691b225ab06f60a29488c
senblumenthal,senblumenthal,US Senator Blumenthal,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blumenthal,,dgm_USSenate,eca4b17985310eca9af4b32d67ebb860,dgm_USSenate__eca4b17985310eca9af4b32d67ebb860
scottforflorida,scottforflorida,US Senator Rick Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Rick Scott,,dgm_USSenate,2d671e22f3fe67d6ced468ce2edd031c,dgm_USSenate__2d671e22f3fe67d6ced468ce2edd031c
senrickscott,senrickscott,US Senator Rick Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Rick Scott,,dgm_USSenate,2d671e22f3fe67d6ced468ce2edd031c,dgm_USSenate__2d671e22f3fe67d6ced468ce2edd031c
senwhitehouse,senwhitehouse,US Senator Whitehouse,Washington,washington,US Senators,,188285,,UsSenators,US Senator Whitehouse,,dgm_USSenate,175a0153f20919e2ec86dfc22b009845,dgm_USSenate__175a0153f20919e2ec86dfc22b009845
sheldonforri,sheldonforri,US Senator Whitehouse,Washington,washington,US Senators,,188285,,UsSenators,US Senator Whitehouse,,dgm_USSenate,175a0153f20919e2ec86dfc22b009845,dgm_USSenate__175a0153f20919e2ec86dfc22b009845
kirstengillibrand,kirstengillibrand,US Senator Gillibrand,Washington,washington,US Senators,,188285,,UsSenators,US Senator Gillibrand,,dgm_USSenate,c201a648932691b225ab06f60a29488c,dgm_USSenate__c201a648932691b225ab06f60a29488c
rickscott,rickscott,US Senator Rick Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Rick Scott,,dgm_USSenate,2d671e22f3fe67d6ced468ce2edd031c,dgm_USSenate__2d671e22f3fe67d6ced468ce2edd031c
sheldonwhitehouse,sheldonwhitehouse,US Senator Whitehouse,Washington,washington,US Senators,,188285,,UsSenators,US Senator Whitehouse,,dgm_USSenate,175a0153f20919e2ec86dfc22b009845,dgm_USSenate__175a0153f20919e2ec86dfc22b009845
richardblumenthal,richardblumenthal,US Senator Blumenthal,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blumenthal,,dgm_USSenate,eca4b17985310eca9af4b32d67ebb860,dgm_USSenate__eca4b17985310eca9af4b32d67ebb860
senatorvanhollen,senatorvanhollen,US Senator Van Hollen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Van Hollen,,dgm_USSenate,e92a981ab8ce069f0a74bbb20a5787a4,dgm_USSenate__e92a981ab8ce069f0a74bbb20a5787a4
senatorgillibrand,senatorgillibrand,US Senator Gillibrand,Washington,washington,US Senators,,188285,,UsSenators,US Senator Gillibrand,,dgm_USSenate,c201a648932691b225ab06f60a29488c,dgm_USSenate__c201a648932691b225ab06f60a29488c
senatorwhitehouse,senatorwhitehouse,US Senator Whitehouse,Washington,washington,US Senators,,188285,,UsSenators,US Senator Whitehouse,,dgm_USSenate,175a0153f20919e2ec86dfc22b009845,dgm_USSenate__175a0153f20919e2ec86dfc22b009845
senatorblumenthal,senatorblumenthal,US Senator Blumenthal,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blumenthal,,dgm_USSenate,eca4b17985310eca9af4b32d67ebb860,dgm_USSenate__eca4b17985310eca9af4b32d67ebb860
senatorhyde-smith,senatorhyde-smith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
senvanhollen,senvanhollen,US Senator Van Hollen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Van Hollen,,dgm_USSenate,e92a981ab8ce069f0a74bbb20a5787a4,dgm_USSenate__e92a981ab8ce069f0a74bbb20a5787a4
senscott,senscott,US Senator Rick Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Rick Scott,,dgm_USSenate,2d671e22f3fe67d6ced468ce2edd031c,dgm_USSenate__2d671e22f3fe67d6ced468ce2edd031c
senhyde-smith,senhyde-smith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
chris van hollen,chris van hollen,US Senator Van Hollen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Van Hollen,,dgm_USSenate,e92a981ab8ce069f0a74bbb20a5787a4,dgm_USSenate__e92a981ab8ce069f0a74bbb20a5787a4
kirsten gillibrand,kirsten gillibrand,US Senator Gillibrand,Washington,washington,US Senators,,188285,,UsSenators,US Senator Gillibrand,,dgm_USSenate,c201a648932691b225ab06f60a29488c,dgm_USSenate__c201a648932691b225ab06f60a29488c
rick scott,rick scott,US Senator Rick Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Rick Scott,,dgm_USSenate,2d671e22f3fe67d6ced468ce2edd031c,dgm_USSenate__2d671e22f3fe67d6ced468ce2edd031c
sheldon whitehouse,sheldon whitehouse,US Senator Whitehouse,Washington,washington,US Senators,,188285,,UsSenators,US Senator Whitehouse,,dgm_USSenate,175a0153f20919e2ec86dfc22b009845,dgm_USSenate__175a0153f20919e2ec86dfc22b009845
richard blumenthal,richard blumenthal,US Senator Blumenthal,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blumenthal,,dgm_USSenate,eca4b17985310eca9af4b32d67ebb860,dgm_USSenate__eca4b17985310eca9af4b32d67ebb860
cindy hyde-smith,cindy hyde-smith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
senator van hollen,senator van hollen,US Senator Van Hollen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Van Hollen,,dgm_USSenate,e92a981ab8ce069f0a74bbb20a5787a4,dgm_USSenate__e92a981ab8ce069f0a74bbb20a5787a4
senator gillibrand,senator gillibrand,US Senator Gillibrand,Washington,washington,US Senators,,188285,,UsSenators,US Senator Gillibrand,,dgm_USSenate,c201a648932691b225ab06f60a29488c,dgm_USSenate__c201a648932691b225ab06f60a29488c
senator whitehouse,senator whitehouse,US Senator Whitehouse,Washington,washington,US Senators,,188285,,UsSenators,US Senator Whitehouse,,dgm_USSenate,175a0153f20919e2ec86dfc22b009845,dgm_USSenate__175a0153f20919e2ec86dfc22b009845
senator blumenthal,senator blumenthal,US Senator Blumenthal,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blumenthal,,dgm_USSenate,eca4b17985310eca9af4b32d67ebb860,dgm_USSenate__eca4b17985310eca9af4b32d67ebb860
senator hyde-smith,senator hyde-smith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
sen van hollen,sen van hollen,US Senator Van Hollen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Van Hollen,,dgm_USSenate,e92a981ab8ce069f0a74bbb20a5787a4,dgm_USSenate__e92a981ab8ce069f0a74bbb20a5787a4
sen gillibrand,sen gillibrand,US Senator Gillibrand,Washington,washington,US Senators,,188285,,UsSenators,US Senator Gillibrand,,dgm_USSenate,c201a648932691b225ab06f60a29488c,dgm_USSenate__c201a648932691b225ab06f60a29488c
sen whitehouse,sen whitehouse,US Senator Whitehouse,Washington,washington,US Senators,,188285,,UsSenators,US Senator Whitehouse,,dgm_USSenate,175a0153f20919e2ec86dfc22b009845,dgm_USSenate__175a0153f20919e2ec86dfc22b009845
sen blumenthal,sen blumenthal,US Senator Blumenthal,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blumenthal,,dgm_USSenate,eca4b17985310eca9af4b32d67ebb860,dgm_USSenate__eca4b17985310eca9af4b32d67ebb860
sen hyde-smith,sen hyde-smith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
sen. van hollen,sen. van hollen,US Senator Van Hollen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Van Hollen,,dgm_USSenate,e92a981ab8ce069f0a74bbb20a5787a4,dgm_USSenate__e92a981ab8ce069f0a74bbb20a5787a4
sen. gillibrand,sen. gillibrand,US Senator Gillibrand,Washington,washington,US Senators,,188285,,UsSenators,US Senator Gillibrand,,dgm_USSenate,c201a648932691b225ab06f60a29488c,dgm_USSenate__c201a648932691b225ab06f60a29488c
sen. whitehouse,sen. whitehouse,US Senator Whitehouse,Washington,washington,US Senators,,188285,,UsSenators,US Senator Whitehouse,,dgm_USSenate,175a0153f20919e2ec86dfc22b009845,dgm_USSenate__175a0153f20919e2ec86dfc22b009845
sen. blumenthal,sen. blumenthal,US Senator Blumenthal,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blumenthal,,dgm_USSenate,eca4b17985310eca9af4b32d67ebb860,dgm_USSenate__eca4b17985310eca9af4b32d67ebb860
sen. hyde-smith,sen. hyde-smith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
cindy hyde smith,cindy hyde smith,US Senator Hyde-Smith,Washington,washington,US Senators,,188285,,UsSenators,US Senator Hyde-Smith,,dgm_USSenate,dfd252b738a4b5b7615e9c4215901356,dgm_USSenate__dfd252b738a4b5b7615e9c4215901356
amyklobuchar,amyklobuchar,US Senator Klobuchar,Washington,washington,US Senators,,188285,,UsSenators,US Senator Klobuchar,,dgm_USSenate,fdc5a26c198234e0e41cf6ba21896345,dgm_USSenate__fdc5a26c198234e0e41cf6ba21896345
senamyklobuchar,senamyklobuchar,US Senator Klobuchar,Washington,washington,US Senators,,188285,,UsSenators,US Senator Klobuchar,,dgm_USSenate,fdc5a26c198234e0e41cf6ba21896345,dgm_USSenate__fdc5a26c198234e0e41cf6ba21896345
diannefeinstein,diannefeinstein,US Senator Feinstein,Washington,washington,US Senators,,188285,,UsSenators,US Senator Feinstein,,dgm_USSenate,79ef082c6a1968d7ea68a063437fe2ba,dgm_USSenate__79ef082c6a1968d7ea68a063437fe2ba
senfeinstein,senfeinstein,US Senator Feinstein,Washington,washington,US Senators,,188285,,UsSenators,US Senator Feinstein,,dgm_USSenate,79ef082c6a1968d7ea68a063437fe2ba,dgm_USSenate__79ef082c6a1968d7ea68a063437fe2ba
lamaralexander,lamaralexander,Former US Senator Alexander,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Alexander,,dgm_USSenate,a01199f6c7eafb41365ed4227db2faa6,dgm_USSenate__a01199f6c7eafb41365ed4227db2faa6
senalexander,senalexander,Former US Senator Alexander,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Alexander,,dgm_USSenate,a01199f6c7eafb41365ed4227db2faa6,dgm_USSenate__a01199f6c7eafb41365ed4227db2faa6
lisaforsenate,lisaforsenate,US Senator Murkowski,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murkowski,,dgm_USSenate,101075bb23b88ead8ea53f1df1c0a3c8,dgm_USSenate__101075bb23b88ead8ea53f1df1c0a3c8
lisamurkowski,lisamurkowski,US Senator Murkowski,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murkowski,,dgm_USSenate,101075bb23b88ead8ea53f1df1c0a3c8,dgm_USSenate__101075bb23b88ead8ea53f1df1c0a3c8
marshablackburn,marshablackburn,US Senator Blackburn,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blackburn,,dgm_USSenate,14fbcdae2ce175c433be3bece75b85d7,dgm_USSenate__14fbcdae2ce175c433be3bece75b85d7
votemarsha,votemarsha,US Senator Blackburn,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blackburn,,dgm_USSenate,14fbcdae2ce175c433be3bece75b85d7,dgm_USSenate__14fbcdae2ce175c433be3bece75b85d7
senduckworth,senduckworth,US Senator Duckworth,Washington,washington,US Senators,,188285,,UsSenators,US Senator Duckworth,,dgm_USSenate,e7ae226ff107b7b3800ccbfe6011f85a,dgm_USSenate__e7ae226ff107b7b3800ccbfe6011f85a
tammyforil,tammyforil,US Senator Duckworth,Washington,washington,US Senators,,188285,,UsSenators,US Senator Duckworth,,dgm_USSenate,e7ae226ff107b7b3800ccbfe6011f85a,dgm_USSenate__e7ae226ff107b7b3800ccbfe6011f85a
senatortimscott,senatortimscott,US Senator Tim Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Tim Scott,,dgm_USSenate,eb40f833dc141fc9179d5f5cfd2f8e9e,dgm_USSenate__eb40f833dc141fc9179d5f5cfd2f8e9e
votetimscott,votetimscott,US Senator Tim Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Tim Scott,,dgm_USSenate,eb40f833dc141fc9179d5f5cfd2f8e9e,dgm_USSenate__eb40f833dc141fc9179d5f5cfd2f8e9e
tammyduckworth,tammyduckworth,US Senator Duckworth,Washington,washington,US Senators,,188285,,UsSenators,US Senator Duckworth,,dgm_USSenate,e7ae226ff107b7b3800ccbfe6011f85a,dgm_USSenate__e7ae226ff107b7b3800ccbfe6011f85a
timscott,timscott,US Senator Tim Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Tim Scott,,dgm_USSenate,eb40f833dc141fc9179d5f5cfd2f8e9e,dgm_USSenate__eb40f833dc141fc9179d5f5cfd2f8e9e
senatorfeinstein,senatorfeinstein,US Senator Feinstein,Washington,washington,US Senators,,188285,,UsSenators,US Senator Feinstein,,dgm_USSenate,79ef082c6a1968d7ea68a063437fe2ba,dgm_USSenate__79ef082c6a1968d7ea68a063437fe2ba
senatorduckworth,senatorduckworth,US Senator Duckworth,Washington,washington,US Senators,,188285,,UsSenators,US Senator Duckworth,,dgm_USSenate,e7ae226ff107b7b3800ccbfe6011f85a,dgm_USSenate__e7ae226ff107b7b3800ccbfe6011f85a
senatorklobuchar,senatorklobuchar,US Senator Klobuchar,Washington,washington,US Senators,,188285,,UsSenators,US Senator Klobuchar,,dgm_USSenate,fdc5a26c198234e0e41cf6ba21896345,dgm_USSenate__fdc5a26c198234e0e41cf6ba21896345
senatoralexander,senatoralexander,Former US Senator Alexander,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Alexander,,dgm_USSenate,a01199f6c7eafb41365ed4227db2faa6,dgm_USSenate__a01199f6c7eafb41365ed4227db2faa6
senatorblackburn,senatorblackburn,US Senator Blackburn,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blackburn,,dgm_USSenate,14fbcdae2ce175c433be3bece75b85d7,dgm_USSenate__14fbcdae2ce175c433be3bece75b85d7
senatormurkowski,senatormurkowski,US Senator Murkowski,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murkowski,,dgm_USSenate,101075bb23b88ead8ea53f1df1c0a3c8,dgm_USSenate__101075bb23b88ead8ea53f1df1c0a3c8
senklobuchar,senklobuchar,US Senator Klobuchar,Washington,washington,US Senators,,188285,,UsSenators,US Senator Klobuchar,,dgm_USSenate,fdc5a26c198234e0e41cf6ba21896345,dgm_USSenate__fdc5a26c198234e0e41cf6ba21896345
senblackburn,senblackburn,US Senator Blackburn,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blackburn,,dgm_USSenate,14fbcdae2ce175c433be3bece75b85d7,dgm_USSenate__14fbcdae2ce175c433be3bece75b85d7
senmurkowski,senmurkowski,US Senator Murkowski,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murkowski,,dgm_USSenate,101075bb23b88ead8ea53f1df1c0a3c8,dgm_USSenate__101075bb23b88ead8ea53f1df1c0a3c8
dianne feinstein,dianne feinstein,US Senator Feinstein,Washington,washington,US Senators,,188285,,UsSenators,US Senator Feinstein,,dgm_USSenate,79ef082c6a1968d7ea68a063437fe2ba,dgm_USSenate__79ef082c6a1968d7ea68a063437fe2ba
tammy duckworth,tammy duckworth,US Senator Duckworth,Washington,washington,US Senators,,188285,,UsSenators,US Senator Duckworth,,dgm_USSenate,e7ae226ff107b7b3800ccbfe6011f85a,dgm_USSenate__e7ae226ff107b7b3800ccbfe6011f85a
amy klobuchar,amy klobuchar,US Senator Klobuchar,Washington,washington,US Senators,,188285,,UsSenators,US Senator Klobuchar,,dgm_USSenate,fdc5a26c198234e0e41cf6ba21896345,dgm_USSenate__fdc5a26c198234e0e41cf6ba21896345
lamar alexander,lamar alexander,Former US Senator Alexander,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Alexander,,dgm_USSenate,a01199f6c7eafb41365ed4227db2faa6,dgm_USSenate__a01199f6c7eafb41365ed4227db2faa6
marsha blackburn,marsha blackburn,US Senator Blackburn,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blackburn,,dgm_USSenate,14fbcdae2ce175c433be3bece75b85d7,dgm_USSenate__14fbcdae2ce175c433be3bece75b85d7
tim scott,tim scott,US Senator Tim Scott,Washington,washington,US Senators,,188285,,UsSenators,US Senator Tim Scott,,dgm_USSenate,eb40f833dc141fc9179d5f5cfd2f8e9e,dgm_USSenate__eb40f833dc141fc9179d5f5cfd2f8e9e
lisa murkowski,lisa murkowski,US Senator Murkowski,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murkowski,,dgm_USSenate,101075bb23b88ead8ea53f1df1c0a3c8,dgm_USSenate__101075bb23b88ead8ea53f1df1c0a3c8
senator feinstein,senator feinstein,US Senator Feinstein,Washington,washington,US Senators,,188285,,UsSenators,US Senator Feinstein,,dgm_USSenate,79ef082c6a1968d7ea68a063437fe2ba,dgm_USSenate__79ef082c6a1968d7ea68a063437fe2ba
senator duckworth,senator duckworth,US Senator Duckworth,Washington,washington,US Senators,,188285,,UsSenators,US Senator Duckworth,,dgm_USSenate,e7ae226ff107b7b3800ccbfe6011f85a,dgm_USSenate__e7ae226ff107b7b3800ccbfe6011f85a
senator klobuchar,senator klobuchar,US Senator Klobuchar,Washington,washington,US Senators,,188285,,UsSenators,US Senator Klobuchar,,dgm_USSenate,fdc5a26c198234e0e41cf6ba21896345,dgm_USSenate__fdc5a26c198234e0e41cf6ba21896345
senator alexander,senator alexander,Former US Senator Alexander,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Alexander,,dgm_USSenate,a01199f6c7eafb41365ed4227db2faa6,dgm_USSenate__a01199f6c7eafb41365ed4227db2faa6
senator blackburn,senator blackburn,US Senator Blackburn,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blackburn,,dgm_USSenate,14fbcdae2ce175c433be3bece75b85d7,dgm_USSenate__14fbcdae2ce175c433be3bece75b85d7
senator murkowski,senator murkowski,US Senator Murkowski,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murkowski,,dgm_USSenate,101075bb23b88ead8ea53f1df1c0a3c8,dgm_USSenate__101075bb23b88ead8ea53f1df1c0a3c8
sen feinstein,sen feinstein,US Senator Feinstein,Washington,washington,US Senators,,188285,,UsSenators,US Senator Feinstein,,dgm_USSenate,79ef082c6a1968d7ea68a063437fe2ba,dgm_USSenate__79ef082c6a1968d7ea68a063437fe2ba
sen duckworth,sen duckworth,US Senator Duckworth,Washington,washington,US Senators,,188285,,UsSenators,US Senator Duckworth,,dgm_USSenate,e7ae226ff107b7b3800ccbfe6011f85a,dgm_USSenate__e7ae226ff107b7b3800ccbfe6011f85a
sen klobuchar,sen klobuchar,US Senator Klobuchar,Washington,washington,US Senators,,188285,,UsSenators,US Senator Klobuchar,,dgm_USSenate,fdc5a26c198234e0e41cf6ba21896345,dgm_USSenate__fdc5a26c198234e0e41cf6ba21896345
sen alexander,sen alexander,Former US Senator Alexander,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Alexander,,dgm_USSenate,a01199f6c7eafb41365ed4227db2faa6,dgm_USSenate__a01199f6c7eafb41365ed4227db2faa6
sen blackburn,sen blackburn,US Senator Blackburn,Washington,washington,US Senators,,188285,,UsSenators,US Senator Blackburn,,dgm_USSenate,14fbcdae2ce175c433be3bece75b85d7,dgm_USSenate__14fbcdae2ce175c433be3bece75b85d7
sen murkowski,sen murkowski,US Senator Murkowski,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murkowski,,dgm_USSenate,101075bb23b88ead8ea53f1df1c0a3c8,dgm_USSenate__101075bb23b88ead8ea53f1df1c0a3c8
sen. feinstein,sen. feinstein,US Senator Feinstein,Washington,washington,US Senators,,188285,,UsSenators,US Senator Feinstein,,dgm_USSenate,79ef082c6a1968d7ea68a063437fe2ba,dgm_USSenate__79ef082c6a1968d7ea68a063437fe2ba
sen. duckworth,sen. duckworth,US Senator Duckworth,Washington,washington,US Senators,,188285,,UsSenators,US Senator Duckworth,,dgm_USSenate,e7ae226ff107b7b3800ccbfe6011f85a,dgm_USSenate__e7ae226ff107b7b3800ccbfe6011f85a
