keyword,caption_name,groups,topic_id,entity_type,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
new york city police department,New York City Police Department,slg,188120,,3140002,,New York City Police Department,,slg_overlap_terms,48c8005a2be6768a46c29fe7c5ff73b7,slg_overlap_terms__48c8005a2be6768a46c29fe7c5ff73b7
nypdnews,New York City Police Department,slg,188120,,3140002,,New York City Police Department,,slg_overlap_terms,48c8005a2be6768a46c29fe7c5ff73b7,slg_overlap_terms__48c8005a2be6768a46c29fe7c5ff73b7
nypd,New York City Police Department,slg,188120,,3140002,,New York City Police Department,,slg_overlap_terms,48c8005a2be6768a46c29fe7c5ff73b7,slg_overlap_terms__48c8005a2be6768a46c29fe7c5ff73b7
los angeles police department,Los Angeles Police Department,slg,188120,,3140002,,Los Angeles Police Department,,slg_overlap_terms,dada3222a1d88143fb7e561e96e8ca1b,slg_overlap_terms__dada3222a1d88143fb7e561e96e8ca1b
lapd,Los Angeles Police Department,slg,188120,,3140002,,Los Angeles Police Department,,slg_overlap_terms,dada3222a1d88143fb7e561e96e8ca1b,slg_overlap_terms__dada3222a1d88143fb7e561e96e8ca1b
lapdhq,Los Angeles Police Department,slg,188120,,3140002,,Los Angeles Police Department,,slg_overlap_terms,dada3222a1d88143fb7e561e96e8ca1b,slg_overlap_terms__dada3222a1d88143fb7e561e96e8ca1b
dc mpd,"Washington, DC Metropolitan Police Department",slg,188120,,3140002,,"Washington, DC Metropolitan Police Department",,slg_overlap_terms,d8d105aff1260da44806fab1b82e9945,slg_overlap_terms__d8d105aff1260da44806fab1b82e9945
metropolitan police department of the district of columbia,"Washington, DC Metropolitan Police Department",slg,188120,,3140002,,"Washington, DC Metropolitan Police Department",,slg_overlap_terms,d8d105aff1260da44806fab1b82e9945,slg_overlap_terms__d8d105aff1260da44806fab1b82e9945
(mpd; dc),"Washington, DC Metropolitan Police Department",slg,188120,,3140002,,"Washington, DC Metropolitan Police Department",,slg_overlap_terms,d8d105aff1260da44806fab1b82e9945,slg_overlap_terms__d8d105aff1260da44806fab1b82e9945
dcpolicedept,"Washington, DC Metropolitan Police Department",slg,188120,,3140002,,"Washington, DC Metropolitan Police Department",,slg_overlap_terms,d8d105aff1260da44806fab1b82e9945,slg_overlap_terms__d8d105aff1260da44806fab1b82e9945
dallas police department,Dallas Police Department,slg,188120,,3140002,,Dallas Police Department,,slg_overlap_terms,c65810579cdf6b073a367a52cb4a4033,slg_overlap_terms__c65810579cdf6b073a367a52cb4a4033
(dpd; dallas),Dallas Police Department,slg,188120,,3140002,,Dallas Police Department,,slg_overlap_terms,c65810579cdf6b073a367a52cb4a4033,slg_overlap_terms__c65810579cdf6b073a367a52cb4a4033
dallaspd,Dallas Police Department,slg,188120,,3140002,,Dallas Police Department,,slg_overlap_terms,c65810579cdf6b073a367a52cb4a4033,slg_overlap_terms__c65810579cdf6b073a367a52cb4a4033
houston police department,Houston Police Department,slg,188120,,3140002,,Houston Police Department,,slg_overlap_terms,1d0c971f8625e11d1e6993187e4bb22e,slg_overlap_terms__1d0c971f8625e11d1e6993187e4bb22e
hpd,Houston Police Department,slg,188120,,3140002,,Houston Police Department,,slg_overlap_terms,1d0c971f8625e11d1e6993187e4bb22e,slg_overlap_terms__1d0c971f8625e11d1e6993187e4bb22e
houstonpolice,Houston Police Department,slg,188120,,3140002,,Houston Police Department,,slg_overlap_terms,1d0c971f8625e11d1e6993187e4bb22e,slg_overlap_terms__1d0c971f8625e11d1e6993187e4bb22e
miami police department,Miami Police Department,slg,188120,,3140002,,Miami Police Department,,slg_overlap_terms,d2e0b6447e9d30ca1448a7bf0b83ff88,slg_overlap_terms__d2e0b6447e9d30ca1448a7bf0b83ff88
miamipd,Miami Police Department,slg,188120,,3140002,,Miami Police Department,,slg_overlap_terms,d2e0b6447e9d30ca1448a7bf0b83ff88,slg_overlap_terms__d2e0b6447e9d30ca1448a7bf0b83ff88
philly police department,Philadelphia Police Department,slg,188120,,3140002,,Philadelphia Police Department,,slg_overlap_terms,e673160b54761db77c9c25ececc63c1b,slg_overlap_terms__e673160b54761db77c9c25ececc63c1b
philadelphia police department,Philadelphia Police Department,slg,188120,,3140002,,Philadelphia Police Department,,slg_overlap_terms,e673160b54761db77c9c25ececc63c1b,slg_overlap_terms__e673160b54761db77c9c25ececc63c1b
phillypolice,Philadelphia Police Department,slg,188120,,3140002,,Philadelphia Police Department,,slg_overlap_terms,e673160b54761db77c9c25ececc63c1b,slg_overlap_terms__e673160b54761db77c9c25ececc63c1b
detroit police department,Detroit Police Department,slg,188120,,3140002,,Detroit Police Department,,slg_overlap_terms,98b505e9f2d006ae163b7586048b3298,slg_overlap_terms__98b505e9f2d006ae163b7586048b3298
(dpd; detroit),Detroit Police Department,slg,188120,,3140002,,Detroit Police Department,,slg_overlap_terms,98b505e9f2d006ae163b7586048b3298,slg_overlap_terms__98b505e9f2d006ae163b7586048b3298
detroitpolice,Detroit Police Department,slg,188120,,3140002,,Detroit Police Department,,slg_overlap_terms,98b505e9f2d006ae163b7586048b3298,slg_overlap_terms__98b505e9f2d006ae163b7586048b3298
atlanta police department,Atlanta Police Department,slg,188120,,3140002,,Atlanta Police Department,,slg_overlap_terms,534237aa6a70e796e0eeeaf6979e41f9,slg_overlap_terms__534237aa6a70e796e0eeeaf6979e41f9
atlanta_police,Atlanta Police Department,slg,188120,,3140002,,Atlanta Police Department,,slg_overlap_terms,534237aa6a70e796e0eeeaf6979e41f9,slg_overlap_terms__534237aa6a70e796e0eeeaf6979e41f9
apd,Atlanta Police Department,slg,188120,,3140002,,Atlanta Police Department,,slg_overlap_terms,534237aa6a70e796e0eeeaf6979e41f9,slg_overlap_terms__534237aa6a70e796e0eeeaf6979e41f9
chicago police department,Chicago Police Department,slg,188120,,3140002,,Chicago Police Department,,slg_overlap_terms,7c1efbf3fb1247dc74ef52757f66378e,slg_overlap_terms__7c1efbf3fb1247dc74ef52757f66378e
cpd,Chicago Police Department,slg,188120,,3140002,,Chicago Police Department,,slg_overlap_terms,7c1efbf3fb1247dc74ef52757f66378e,slg_overlap_terms__7c1efbf3fb1247dc74ef52757f66378e
chicago_police,Chicago Police Department,slg,188120,,3140002,,Chicago Police Department,,slg_overlap_terms,7c1efbf3fb1247dc74ef52757f66378e,slg_overlap_terms__7c1efbf3fb1247dc74ef52757f66378e
san diego police department,San Diego Police Department,slg,188120,,3140002,,San Diego Police Department,,slg_overlap_terms,422f2839c2cb3cfc3b366faeb6bde8b1,slg_overlap_terms__422f2839c2cb3cfc3b366faeb6bde8b1
san diego pd,San Diego Police Department,slg,188120,,3140002,,San Diego Police Department,,slg_overlap_terms,422f2839c2cb3cfc3b366faeb6bde8b1,slg_overlap_terms__422f2839c2cb3cfc3b366faeb6bde8b1
sandiegopd,San Diego Police Department,slg,188120,,3140002,,San Diego Police Department,,slg_overlap_terms,422f2839c2cb3cfc3b366faeb6bde8b1,slg_overlap_terms__422f2839c2cb3cfc3b366faeb6bde8b1
columbus ohio police,Columbus Police Department,slg,188120,,3140002,,Columbus Police Department,,slg_overlap_terms,c41974b6fdeb33f16a2c3debb2d08d9e,slg_overlap_terms__c41974b6fdeb33f16a2c3debb2d08d9e
columbuspolice,Columbus Police Department,slg,188120,,3140002,,Columbus Police Department,,slg_overlap_terms,c41974b6fdeb33f16a2c3debb2d08d9e,slg_overlap_terms__c41974b6fdeb33f16a2c3debb2d08d9e
cmpd,Charlotte-Mecklenburg Police Department,slg,188120,,3140002,,Charlotte-Mecklenburg Police Department,,slg_overlap_terms,8e0f29117a84c4b6766d5a71c2124d00,slg_overlap_terms__8e0f29117a84c4b6766d5a71c2124d00
charlotte pd,Charlotte-Mecklenburg Police Department,slg,188120,,3140002,,Charlotte-Mecklenburg Police Department,,slg_overlap_terms,8e0f29117a84c4b6766d5a71c2124d00,slg_overlap_terms__8e0f29117a84c4b6766d5a71c2124d00
charlottepd,Charlotte-Mecklenburg Police Department,slg,188120,,3140002,,Charlotte-Mecklenburg Police Department,,slg_overlap_terms,8e0f29117a84c4b6766d5a71c2124d00,slg_overlap_terms__8e0f29117a84c4b6766d5a71c2124d00
charlotte-mecklenburg police department,Charlotte-Mecklenburg Police Department,slg,188120,,3140002,,Charlotte-Mecklenburg Police Department,,slg_overlap_terms,8e0f29117a84c4b6766d5a71c2124d00,slg_overlap_terms__8e0f29117a84c4b6766d5a71c2124d00
sapd,San Antonio Police Department,slg,188120,,3140002,,San Antonio Police Department,,slg_overlap_terms,50db68c05f1a60d8e5826b2d6d1b37f2,slg_overlap_terms__50db68c05f1a60d8e5826b2d6d1b37f2
san antonio police department,San Antonio Police Department,slg,188120,,3140002,,San Antonio Police Department,,slg_overlap_terms,50db68c05f1a60d8e5826b2d6d1b37f2,slg_overlap_terms__50db68c05f1a60d8e5826b2d6d1b37f2
satxpolice,San Antonio Police Department,slg,188120,,3140002,,San Antonio Police Department,,slg_overlap_terms,50db68c05f1a60d8e5826b2d6d1b37f2,slg_overlap_terms__50db68c05f1a60d8e5826b2d6d1b37f2
uk metropolitan police,UK Metropolitan Police,slg,188121,,3140002,,UK Metropolitan Police,,slg_overlap_terms,62ac8a149bbebc8ae163d035a982d8d5,slg_overlap_terms__62ac8a149bbebc8ae163d035a982d8d5
london metropolitan police,UK Metropolitan Police,slg,188121,,3140002,,UK Metropolitan Police,,slg_overlap_terms,62ac8a149bbebc8ae163d035a982d8d5,slg_overlap_terms__62ac8a149bbebc8ae163d035a982d8d5
u.k. metropolitan police,UK Metropolitan Police,slg,188121,,3140002,,UK Metropolitan Police,,slg_overlap_terms,62ac8a149bbebc8ae163d035a982d8d5,slg_overlap_terms__62ac8a149bbebc8ae163d035a982d8d5
uk met police,UK Metropolitan Police,slg,188121,,3140002,,UK Metropolitan Police,,slg_overlap_terms,62ac8a149bbebc8ae163d035a982d8d5,slg_overlap_terms__62ac8a149bbebc8ae163d035a982d8d5
london met police,UK Metropolitan Police,slg,188121,,3140002,,UK Metropolitan Police,,slg_overlap_terms,62ac8a149bbebc8ae163d035a982d8d5,slg_overlap_terms__62ac8a149bbebc8ae163d035a982d8d5
u.k. met police,UK Metropolitan Police,slg,188121,,3140002,,UK Metropolitan Police,,slg_overlap_terms,62ac8a149bbebc8ae163d035a982d8d5,slg_overlap_terms__62ac8a149bbebc8ae163d035a982d8d5
metpoliceuk,UK Metropolitan Police,slg,188121,,3140002,,UK Metropolitan Police,,slg_overlap_terms,62ac8a149bbebc8ae163d035a982d8d5,slg_overlap_terms__62ac8a149bbebc8ae163d035a982d8d5
city of london police,City of London Police Department,slg,188121,,3140002,,City of London Police Department,,slg_overlap_terms,c13a2296ec78f3633ba90c2ef3ef631e,slg_overlap_terms__c13a2296ec78f3633ba90c2ef3ef631e
citypolice,City of London Police Department,slg,188121,,3140002,,City of London Police Department,,slg_overlap_terms,c13a2296ec78f3633ba90c2ef3ef631e,slg_overlap_terms__c13a2296ec78f3633ba90c2ef3ef631e
toronto police,Toronto Police Service,slg,188121,,3140002,,Toronto Police Service,,slg_overlap_terms,1c2ff0803dc39d4a9a2837428e422325,slg_overlap_terms__1c2ff0803dc39d4a9a2837428e422325
torontopolice,Toronto Police Service,slg,188121,,3140002,,Toronto Police Service,,slg_overlap_terms,1c2ff0803dc39d4a9a2837428e422325,slg_overlap_terms__1c2ff0803dc39d4a9a2837428e422325
toronto pd,Toronto Police Service,slg,188121,,3140002,,Toronto Police Service,,slg_overlap_terms,1c2ff0803dc39d4a9a2837428e422325,slg_overlap_terms__1c2ff0803dc39d4a9a2837428e422325
ottawa police,Ottawa Police Service,slg,188121,,3140002,,Ottawa Police Service,,slg_overlap_terms,3b12f7d297a5c664e7e43ef6d277145f,slg_overlap_terms__3b12f7d297a5c664e7e43ef6d277145f
ottawapolice,Ottawa Police Service,slg,188121,,3140002,,Ottawa Police Service,,slg_overlap_terms,3b12f7d297a5c664e7e43ef6d277145f,slg_overlap_terms__3b12f7d297a5c664e7e43ef6d277145f
ottawa pd,Ottawa Police Service,slg,188121,,3140002,,Ottawa Police Service,,slg_overlap_terms,3b12f7d297a5c664e7e43ef6d277145f,slg_overlap_terms__3b12f7d297a5c664e7e43ef6d277145f
victoria police,Victoria Police,slg,188121,,3140002,,Victoria Police,,slg_overlap_terms,7f79905c9a74296029d6ca413572d4e5,slg_overlap_terms__7f79905c9a74296029d6ca413572d4e5
victoriapolice,Victoria Police,slg,188121,,3140002,,Victoria Police,,slg_overlap_terms,7f79905c9a74296029d6ca413572d4e5,slg_overlap_terms__7f79905c9a74296029d6ca413572d4e5
victoria police southern metro region,Victoria Police Southern Metro Region Disrict,slg,188121,,3140002,,Victoria Police Southern Metro Region Disrict,,slg_overlap_terms,6f0c356ebc42442ca926d0124a73bfc8,slg_overlap_terms__6f0c356ebc42442ca926d0124a73bfc8
nsw police force,New South Wales Police Force,slg,188121,,3140002,,New South Wales Police Force,,slg_overlap_terms,fbb0ebc0e453510076484bd229abcf6f,slg_overlap_terms__fbb0ebc0e453510076484bd229abcf6f
new south wales police force,New South Wales Police Force,slg,188121,,3140002,,New South Wales Police Force,,slg_overlap_terms,fbb0ebc0e453510076484bd229abcf6f,slg_overlap_terms__fbb0ebc0e453510076484bd229abcf6f
nswpolice,New South Wales Police Force,slg,188121,,3140002,,New South Wales Police Force,,slg_overlap_terms,fbb0ebc0e453510076484bd229abcf6f,slg_overlap_terms__fbb0ebc0e453510076484bd229abcf6f
california highway patrol,California Highway Patrol,slg,188120,,3140002,,California Highway Patrol,,slg_overlap_terms,728c29f73758f06ed948c021904f1d45,slg_overlap_terms__728c29f73758f06ed948c021904f1d45
chpalerts,California Highway Patrol,slg,188120,,3140002,,California Highway Patrol,,slg_overlap_terms,728c29f73758f06ed948c021904f1d45,slg_overlap_terms__728c29f73758f06ed948c021904f1d45
virginia state police,Virginia State Police,slg,188120,,3140002,,Virginia State Police,,slg_overlap_terms,a74857dbee2ff814073d3ecfdb10a704,slg_overlap_terms__a74857dbee2ff814073d3ecfdb10a704
va state police,Virginia State Police,slg,188120,,3140002,,Virginia State Police,,slg_overlap_terms,a74857dbee2ff814073d3ecfdb10a704,slg_overlap_terms__a74857dbee2ff814073d3ecfdb10a704
vsppio,Virginia State Police,slg,188120,,3140002,,Virginia State Police,,slg_overlap_terms,a74857dbee2ff814073d3ecfdb10a704,slg_overlap_terms__a74857dbee2ff814073d3ecfdb10a704
texas dps,Texas Department of Public Safety,slg,188120,,3140002,,Texas Department of Public Safety,,slg_overlap_terms,603207166a54e7591a83039ce983560f,slg_overlap_terms__603207166a54e7591a83039ce983560f
txdps,Texas Department of Public Safety,slg,188120,,3140002,,Texas Department of Public Safety,,slg_overlap_terms,603207166a54e7591a83039ce983560f,slg_overlap_terms__603207166a54e7591a83039ce983560f
texas department of public safety,Texas Department of Public Safety,slg,188120,,3140002,,Texas Department of Public Safety,,slg_overlap_terms,603207166a54e7591a83039ce983560f,slg_overlap_terms__603207166a54e7591a83039ce983560f
new york state police,New York State Police,slg,188120,,3140002,,New York State Police,,slg_overlap_terms,00ad7441e839f0207f28831e318cbfe3,slg_overlap_terms__00ad7441e839f0207f28831e318cbfe3
newyorkstatepolice,New York State Police,slg,188120,,3140002,,New York State Police,,slg_overlap_terms,00ad7441e839f0207f28831e318cbfe3,slg_overlap_terms__00ad7441e839f0207f28831e318cbfe3
nyspolice,New York State Police,slg,188120,,3140002,,New York State Police,,slg_overlap_terms,00ad7441e839f0207f28831e318cbfe3,slg_overlap_terms__00ad7441e839f0207f28831e318cbfe3
department of public safety,Arizona Department of Public Safety,slg,188120,,3140002,,Arizona Department of Public Safety,,slg_overlap_terms,db540cd8e5a6a05b902de9b5baa6ecd3,slg_overlap_terms__db540cd8e5a6a05b902de9b5baa6ecd3
arizona_dps,Arizona Department of Public Safety,slg,188120,,3140002,,Arizona Department of Public Safety,,slg_overlap_terms,db540cd8e5a6a05b902de9b5baa6ecd3,slg_overlap_terms__db540cd8e5a6a05b902de9b5baa6ecd3
arizona department of public safety,Arizona Department of Public Safety,slg,188120,,3140002,,Arizona Department of Public Safety,,slg_overlap_terms,db540cd8e5a6a05b902de9b5baa6ecd3,slg_overlap_terms__db540cd8e5a6a05b902de9b5baa6ecd3
new jersey state police,New Jersey State Police,slg,188120,,3140002,,New Jersey State Police,,slg_overlap_terms,7ffa1161d4aa27a8c0738d253840f1d0,slg_overlap_terms__7ffa1161d4aa27a8c0738d253840f1d0
njsp,New Jersey State Police,slg,188120,,3140002,,New Jersey State Police,,slg_overlap_terms,7ffa1161d4aa27a8c0738d253840f1d0,slg_overlap_terms__7ffa1161d4aa27a8c0738d253840f1d0
nc dps,North Carolina Department of Public Safety,slg,188120,,3140002,,North Carolina Department of Public Safety,,slg_overlap_terms,8b4a7323f51581a9ba3d665f28d2a651,slg_overlap_terms__8b4a7323f51581a9ba3d665f28d2a651
north carolina department of public safety,North Carolina Department of Public Safety,slg,188120,,3140002,,North Carolina Department of Public Safety,,slg_overlap_terms,8b4a7323f51581a9ba3d665f28d2a651,slg_overlap_terms__8b4a7323f51581a9ba3d665f28d2a651
ncpublicsafety,North Carolina Department of Public Safety,slg,188120,,3140002,,North Carolina Department of Public Safety,,slg_overlap_terms,8b4a7323f51581a9ba3d665f28d2a651,slg_overlap_terms__8b4a7323f51581a9ba3d665f28d2a651
colorado state patrol,Colorado State Patrol,slg,188120,,3140002,,Colorado State Patrol,,slg_overlap_terms,e0055a1a5b3df5d38a51b562c4d7f738,slg_overlap_terms__e0055a1a5b3df5d38a51b562c4d7f738
colorado sp,Colorado State Patrol,slg,188120,,3140002,,Colorado State Patrol,,slg_overlap_terms,e0055a1a5b3df5d38a51b562c4d7f738,slg_overlap_terms__e0055a1a5b3df5d38a51b562c4d7f738
csp_news,Colorado State Patrol,slg,188120,,3140002,,Colorado State Patrol,,slg_overlap_terms,e0055a1a5b3df5d38a51b562c4d7f738,slg_overlap_terms__e0055a1a5b3df5d38a51b562c4d7f738
indiana sp,Indiana State Police,slg,188120,,3140002,,Indiana State Police,,slg_overlap_terms,fb9ed9ed2abb9784b9be1bbd8918c3e5,slg_overlap_terms__fb9ed9ed2abb9784b9be1bbd8918c3e5
indiana state police,Indiana State Police,slg,188120,,3140002,,Indiana State Police,,slg_overlap_terms,fb9ed9ed2abb9784b9be1bbd8918c3e5,slg_overlap_terms__fb9ed9ed2abb9784b9be1bbd8918c3e5
indstatepolice,Indiana State Police,slg,188120,,3140002,,Indiana State Police,,slg_overlap_terms,fb9ed9ed2abb9784b9be1bbd8918c3e5,slg_overlap_terms__fb9ed9ed2abb9784b9be1bbd8918c3e5
illinois state police,Illinois State Police,slg,188120,,3140002,,Illinois State Police,,slg_overlap_terms,95539812e40e54efd17872aef095cbd0,slg_overlap_terms__95539812e40e54efd17872aef095cbd0
ilstatepolice,Illinois State Police,slg,188120,,3140002,,Illinois State Police,,slg_overlap_terms,95539812e40e54efd17872aef095cbd0,slg_overlap_terms__95539812e40e54efd17872aef095cbd0
la state police,Louisiana State Police,slg,188120,,3140002,,Louisiana State Police,,slg_overlap_terms,806c604d7e7b99491034cf8bff60aa41,slg_overlap_terms__806c604d7e7b99491034cf8bff60aa41
louisiana state police,Louisiana State Police,slg,188120,,3140002,,Louisiana State Police,,slg_overlap_terms,806c604d7e7b99491034cf8bff60aa41,slg_overlap_terms__806c604d7e7b99491034cf8bff60aa41
lastatepolice,Louisiana State Police,slg,188120,,3140002,,Louisiana State Police,,slg_overlap_terms,806c604d7e7b99491034cf8bff60aa41,slg_overlap_terms__806c604d7e7b99491034cf8bff60aa41
michigan state police,Michigan State Police,slg,188120,,3140002,,Michigan State Police,,slg_overlap_terms,74c755fa3503ae52b841162940f2222e,slg_overlap_terms__74c755fa3503ae52b841162940f2222e
michstatepolice,Michigan State Police,slg,188120,,3140002,,Michigan State Police,,slg_overlap_terms,74c755fa3503ae52b841162940f2222e,slg_overlap_terms__74c755fa3503ae52b841162940f2222e
ohio state patrol,Ohio State Patrol,slg,188120,,3140002,,Ohio State Patrol,,slg_overlap_terms,5a8a7e3b63f7e42cf28e9ab93a7e302e,slg_overlap_terms__5a8a7e3b63f7e42cf28e9ab93a7e302e
oshp,Ohio State Patrol,slg,188120,,3140002,,Ohio State Patrol,,slg_overlap_terms,5a8a7e3b63f7e42cf28e9ab93a7e302e,slg_overlap_terms__5a8a7e3b63f7e42cf28e9ab93a7e302e
pa state police,Pennsylvania State Police,slg,188120,,3140002,,Pennsylvania State Police,,slg_overlap_terms,cf21e4b261925d6f506fa4dadcfc2a9b,slg_overlap_terms__cf21e4b261925d6f506fa4dadcfc2a9b
pennsylvania state police,Pennsylvania State Police,slg,188120,,3140002,,Pennsylvania State Police,,slg_overlap_terms,cf21e4b261925d6f506fa4dadcfc2a9b,slg_overlap_terms__cf21e4b261925d6f506fa4dadcfc2a9b
pastatepolice,Pennsylvania State Police,slg,188120,,3140002,,Pennsylvania State Police,,slg_overlap_terms,cf21e4b261925d6f506fa4dadcfc2a9b,slg_overlap_terms__cf21e4b261925d6f506fa4dadcfc2a9b
@newyorkcitypolicedepartment,New York City Police Department,slg,188120,,3140002,,New York City Police Department,,slg_overlap_terms,48c8005a2be6768a46c29fe7c5ff73b7,slg_overlap_terms__48c8005a2be6768a46c29fe7c5ff73b7
@nypdnews,New York City Police Department,slg,188120,,3140002,,New York City Police Department,,slg_overlap_terms,48c8005a2be6768a46c29fe7c5ff73b7,slg_overlap_terms__48c8005a2be6768a46c29fe7c5ff73b7
@nypd,New York City Police Department,slg,188120,,3140002,,New York City Police Department,,slg_overlap_terms,48c8005a2be6768a46c29fe7c5ff73b7,slg_overlap_terms__48c8005a2be6768a46c29fe7c5ff73b7
@losangelespolicedepartment,Los Angeles Police Department,slg,188120,,3140002,,Los Angeles Police Department,,slg_overlap_terms,dada3222a1d88143fb7e561e96e8ca1b,slg_overlap_terms__dada3222a1d88143fb7e561e96e8ca1b
@lapd,Los Angeles Police Department,slg,188120,,3140002,,Los Angeles Police Department,,slg_overlap_terms,dada3222a1d88143fb7e561e96e8ca1b,slg_overlap_terms__dada3222a1d88143fb7e561e96e8ca1b
@lapdhq,Los Angeles Police Department,slg,188120,,3140002,,Los Angeles Police Department,,slg_overlap_terms,dada3222a1d88143fb7e561e96e8ca1b,slg_overlap_terms__dada3222a1d88143fb7e561e96e8ca1b
@dcmpd,"Washington, DC Metropolitan Police Department",slg,188120,,3140002,,"Washington, DC Metropolitan Police Department",,slg_overlap_terms,d8d105aff1260da44806fab1b82e9945,slg_overlap_terms__d8d105aff1260da44806fab1b82e9945
@metropolitanpolicedepartmentofthedistrictofcolumbia,"Washington, DC Metropolitan Police Department",slg,188120,,3140002,,"Washington, DC Metropolitan Police Department",,slg_overlap_terms,d8d105aff1260da44806fab1b82e9945,slg_overlap_terms__d8d105aff1260da44806fab1b82e9945
@mpddc,"Washington, DC Metropolitan Police Department",slg,188120,,3140002,,"Washington, DC Metropolitan Police Department",,slg_overlap_terms,d8d105aff1260da44806fab1b82e9945,slg_overlap_terms__d8d105aff1260da44806fab1b82e9945
@dcpolicedept,"Washington, DC Metropolitan Police Department",slg,188120,,3140002,,"Washington, DC Metropolitan Police Department",,slg_overlap_terms,d8d105aff1260da44806fab1b82e9945,slg_overlap_terms__d8d105aff1260da44806fab1b82e9945
@dallaspolicedepartment,Dallas Police Department,slg,188120,,3140002,,Dallas Police Department,,slg_overlap_terms,c65810579cdf6b073a367a52cb4a4033,slg_overlap_terms__c65810579cdf6b073a367a52cb4a4033
@dallaspd,Dallas Police Department,slg,188120,,3140002,,Dallas Police Department,,slg_overlap_terms,c65810579cdf6b073a367a52cb4a4033,slg_overlap_terms__c65810579cdf6b073a367a52cb4a4033
@houstonpolicedepartment,Houston Police Department,slg,188120,,3140002,,Houston Police Department,,slg_overlap_terms,1d0c971f8625e11d1e6993187e4bb22e,slg_overlap_terms__1d0c971f8625e11d1e6993187e4bb22e
@hpd,Houston Police Department,slg,188120,,3140002,,Houston Police Department,,slg_overlap_terms,1d0c971f8625e11d1e6993187e4bb22e,slg_overlap_terms__1d0c971f8625e11d1e6993187e4bb22e
@houstonpolice,Houston Police Department,slg,188120,,3140002,,Houston Police Department,,slg_overlap_terms,1d0c971f8625e11d1e6993187e4bb22e,slg_overlap_terms__1d0c971f8625e11d1e6993187e4bb22e
@miamipolicedepartment,Miami Police Department,slg,188120,,3140002,,Miami Police Department,,slg_overlap_terms,d2e0b6447e9d30ca1448a7bf0b83ff88,slg_overlap_terms__d2e0b6447e9d30ca1448a7bf0b83ff88
@miamipd,Miami Police Department,slg,188120,,3140002,,Miami Police Department,,slg_overlap_terms,d2e0b6447e9d30ca1448a7bf0b83ff88,slg_overlap_terms__d2e0b6447e9d30ca1448a7bf0b83ff88
@phillypolicedepartment,Philadelphia Police Department,slg,188120,,3140002,,Philadelphia Police Department,,slg_overlap_terms,e673160b54761db77c9c25ececc63c1b,slg_overlap_terms__e673160b54761db77c9c25ececc63c1b
@philadelphiapolicedepartment,Philadelphia Police Department,slg,188120,,3140002,,Philadelphia Police Department,,slg_overlap_terms,e673160b54761db77c9c25ececc63c1b,slg_overlap_terms__e673160b54761db77c9c25ececc63c1b
@phillypolice,Philadelphia Police Department,slg,188120,,3140002,,Philadelphia Police Department,,slg_overlap_terms,e673160b54761db77c9c25ececc63c1b,slg_overlap_terms__e673160b54761db77c9c25ececc63c1b
@detroitpolicedepartment,Detroit Police Department,slg,188120,,3140002,,Detroit Police Department,,slg_overlap_terms,98b505e9f2d006ae163b7586048b3298,slg_overlap_terms__98b505e9f2d006ae163b7586048b3298
@detroitpolice,Detroit Police Department,slg,188120,,3140002,,Detroit Police Department,,slg_overlap_terms,98b505e9f2d006ae163b7586048b3298,slg_overlap_terms__98b505e9f2d006ae163b7586048b3298
@atlantapolicedepartment,Atlanta Police Department,slg,188120,,3140002,,Atlanta Police Department,,slg_overlap_terms,534237aa6a70e796e0eeeaf6979e41f9,slg_overlap_terms__534237aa6a70e796e0eeeaf6979e41f9
@atlanta_police,Atlanta Police Department,slg,188120,,3140002,,Atlanta Police Department,,slg_overlap_terms,534237aa6a70e796e0eeeaf6979e41f9,slg_overlap_terms__534237aa6a70e796e0eeeaf6979e41f9
@apd,Atlanta Police Department,slg,188120,,3140002,,Atlanta Police Department,,slg_overlap_terms,534237aa6a70e796e0eeeaf6979e41f9,slg_overlap_terms__534237aa6a70e796e0eeeaf6979e41f9
@chicagopolicedepartment,Chicago Police Department,slg,188120,,3140002,,Chicago Police Department,,slg_overlap_terms,7c1efbf3fb1247dc74ef52757f66378e,slg_overlap_terms__7c1efbf3fb1247dc74ef52757f66378e
@cpd,Chicago Police Department,slg,188120,,3140002,,Chicago Police Department,,slg_overlap_terms,7c1efbf3fb1247dc74ef52757f66378e,slg_overlap_terms__7c1efbf3fb1247dc74ef52757f66378e
@chicago_police,Chicago Police Department,slg,188120,,3140002,,Chicago Police Department,,slg_overlap_terms,7c1efbf3fb1247dc74ef52757f66378e,slg_overlap_terms__7c1efbf3fb1247dc74ef52757f66378e
@sandiegopolicedepartment,San Diego Police Department,slg,188120,,3140002,,San Diego Police Department,,slg_overlap_terms,422f2839c2cb3cfc3b366faeb6bde8b1,slg_overlap_terms__422f2839c2cb3cfc3b366faeb6bde8b1
@sandiegopd,San Diego Police Department,slg,188120,,3140002,,San Diego Police Department,,slg_overlap_terms,422f2839c2cb3cfc3b366faeb6bde8b1,slg_overlap_terms__422f2839c2cb3cfc3b366faeb6bde8b1
@columbusohiopolice,Columbus Police Department,slg,188120,,3140002,,Columbus Police Department,,slg_overlap_terms,c41974b6fdeb33f16a2c3debb2d08d9e,slg_overlap_terms__c41974b6fdeb33f16a2c3debb2d08d9e
