keyword,caption_name,groups,topic_id,entity_type,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@inoviovaccines,Inovio COVID-19 vaccine,slg,188120;188124,,,,Inovio COVID-19 vaccine,,slg_overlap_terms,cb564c2a4af5f0858ad8dcf4def16d48,slg_overlap_terms__cb564c2a4af5f0858ad8dcf4def16d48
@inoviovaccinations,Inovio COVID-19 vaccine,slg,188120;188124,,,,Inovio COVID-19 vaccine,,slg_overlap_terms,cb564c2a4af5f0858ad8dcf4def16d48,slg_overlap_terms__cb564c2a4af5f0858ad8dcf4def16d48
@inoviovaccination,Inovio COVID-19 vaccine,slg,188120;188124,,,,Inovio COVID-19 vaccine,,slg_overlap_terms,cb564c2a4af5f0858ad8dcf4def16d48,slg_overlap_terms__cb564c2a4af5f0858ad8dcf4def16d48
@inoviojab,Inovio COVID-19 vaccine,slg,188120;188124,,,,Inovio COVID-19 vaccine,,slg_overlap_terms,cb564c2a4af5f0858ad8dcf4def16d48,slg_overlap_terms__cb564c2a4af5f0858ad8dcf4def16d48
@inoviovax,Inovio COVID-19 vaccine,slg,188120;188124,,,,Inovio COVID-19 vaccine,,slg_overlap_terms,cb564c2a4af5f0858ad8dcf4def16d48,slg_overlap_terms__cb564c2a4af5f0858ad8dcf4def16d48
@inoviovaxx,Inovio COVID-19 vaccine,slg,188120;188124,,,,Inovio COVID-19 vaccine,,slg_overlap_terms,cb564c2a4af5f0858ad8dcf4def16d48,slg_overlap_terms__cb564c2a4af5f0858ad8dcf4def16d48
#modernashot,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#modernashots,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#modernavaccine,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#modernavaccines,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#modernavaccinations,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#modernavaccination,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#modernajab,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#modernavax,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#modernavaxx,Moderna COVID-19 vaccine,slg,188120;188124,,,,Moderna COVID-19 vaccine,,slg_overlap_terms,75215abedfcde4473beb5143f2f10049,slg_overlap_terms__75215abedfcde4473beb5143f2f10049
#sanofishot,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#sanofishots,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#sanofivaccine,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#sanofivaccines,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#sanofivaccinations,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#sanofivaccination,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#sanofijab,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#sanofivax,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#sanofivaxx,Sanofi COVID-19 vaccine,slg,188120;188124,,,,Sanofi COVID-19 vaccine,,slg_overlap_terms,6c7d17bb1b181e817260d85d328ed326,slg_overlap_terms__6c7d17bb1b181e817260d85d328ed326
#glaxosmithklineshot,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#glaxosmithklineshots,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#glaxosmithklinevaccine,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#glaxosmithklinevaccines,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#glaxosmithklinevaccinations,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#glaxosmithklinevaccination,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#glaxosmithklinejab,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#glaxosmithklinevax,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#glaxosmithklinevaxx,GlaxoSmithKline COVID-19 vaccine,slg,188120;188124,,,,GlaxoSmithKline COVID-19 vaccine,,slg_overlap_terms,d9c7c47d929cd78c7140dbdb048273d5,slg_overlap_terms__d9c7c47d929cd78c7140dbdb048273d5
#johnson&johnsonshot,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#johnson&johnsonshots,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#johnson&johnsonvaccine,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#johnson&johnsonvaccines,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#johnson&johnsonvaccinations,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#johnson&johnsonvaccination,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#johnson&johnsonjab,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#johnson&johnsonvax,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#johnson&johnsonvaxx,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jshot,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jshots,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jvaccine,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jvaccines,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jvaccinations,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jvaccination,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jjab,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jvax,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#j&jvaxx,Johnson & Johnson COVID-19 vaccine,slg,188120;188124,,,,Johnson & Johnson COVID-19 vaccine,,slg_overlap_terms,8bcc7d511992b8560e4790d2b064c51e,slg_overlap_terms__8bcc7d511992b8560e4790d2b064c51e
#cloverbioshot,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#cloverbioshots,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#cloverbiovaccine,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#cloverbiovaccines,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#cloverbiovaccinations,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#cloverbiovaccination,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#cloverbiojab,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#cloverbiovax,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#cloverbiovaxx,Clover Biopharmaceuticals COVID-19 vaccine,slg,188120;188124,,,,Clover Biopharmaceuticals COVID-19 vaccine,,slg_overlap_terms,826ad07dc2d6fde2a78d5ef2f40ab91c,slg_overlap_terms__826ad07dc2d6fde2a78d5ef2f40ab91c
#curevacshot,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#curevacshots,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#curevacvaccine,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#curevacvaccines,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#curevacvaccinations,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#curevacvaccination,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#curevacjab,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#curevacvax,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#curevacvaxx,CureVac COVID-19 vaccine,slg,188120;188124,,,,CureVac COVID-19 vaccine,,slg_overlap_terms,36df310e25d9a74f4c2b16c92cfb80e0,slg_overlap_terms__36df310e25d9a74f4c2b16c92cfb80e0
#novavaxshot,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#novavaxshots,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#novavaxvaccine,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#novavaxvaccines,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#novavaxvaccinations,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#novavaxvaccination,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#novavaxjab,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#novavaxvax,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#novavaxvaxx,Novavax COVID-19 vaccine,slg,188120;188124,,,,Novavax COVID-19 vaccine,,slg_overlap_terms,e23501a1a06baff08152994a13f66a2c,slg_overlap_terms__e23501a1a06baff08152994a13f66a2c
#sinopharmshot,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#sinopharmshots,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#sinopharmvaccine,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#sinopharmvaccines,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#sinopharmvaccinations,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#sinopharmvaccination,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#sinopharmjab,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#sinopharmvax,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#sinopharmvaxx,Sinopharm COVID-19 vaccine,slg,188120;188124,,,,Sinopharm COVID-19 vaccine,,slg_overlap_terms,d21c6e1523407ed220c88702250e8446,slg_overlap_terms__d21c6e1523407ed220c88702250e8446
#astrazenecashot,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#astrazenecashots,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#astrazenecavaccine,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#astrazenecavaccines,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#astrazenecavaccinations,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#astrazenecavaccination,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#astrazenecajab,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#astrazenecavax,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#astrazenecavaxx,AstraZeneca COVID-19 vaccine,slg,188120;188124,,,,AstraZeneca COVID-19 vaccine,,slg_overlap_terms,8c411fb7c9c0636cde0f5eadaa482184,slg_overlap_terms__8c411fb7c9c0636cde0f5eadaa482184
#biontechshot,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#biontechshots,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#biontechvaccine,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#biontechvaccines,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#biontechvaccinations,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#biontechvaccination,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#biontechjab,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#biontechvax,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#biontechvaxx,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#pfizershot,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#pfizershots,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#pfizervaccine,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#pfizervaccines,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#pfizervaccinations,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#pfizervaccination,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
#pfizerjab,Pfizer-BioNTech COVID-19 vaccine,slg,188120;188124,,,,Pfizer-BioNTech COVID-19 vaccine,,slg_overlap_terms,04bd5e81b6bee5327d1a53de7a09ece7,slg_overlap_terms__04bd5e81b6bee5327d1a53de7a09ece7
