keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#parkingviolator,#parkingviolator,parking violations,,,311Themes,188130,3140002,,311themes,parking violations,,dgm_LN_Mentionee_Int,abb9b5b34f5985d69d21c3047aa9018f,dgm_LN_Mentionee_Int__abb9b5b34f5985d69d21c3047aa9018f
#parkingviolation,#parkingviolation,parking violations,,,311Themes,188130,3140002,,311themes,parking violations,,dgm_LN_Mentionee_Int,abb9b5b34f5985d69d21c3047aa9018f,dgm_LN_Mentionee_Int__abb9b5b34f5985d69d21c3047aa9018f
#parkingviolations,#parkingviolations,parking violations,,,311Themes,188130,3140002,,311themes,parking violations,,dgm_LN_Mentionee_Int,abb9b5b34f5985d69d21c3047aa9018f,dgm_LN_Mentionee_Int__abb9b5b34f5985d69d21c3047aa9018f
#sidewalkrepair,#sidewalkrepair,sidewalk repairs,,,311Themes,188130,3140002,,311themes,sidewalk repairs,,dgm_LN_Mentionee_Int,78157581583fd20a19d093d6b00d8b1d,dgm_LN_Mentionee_Int__78157581583fd20a19d093d6b00d8b1d
#roadrepair,#roadrepair,road repairs,,,311Themes,188130,3140002,,311themes,road repairs,,dgm_LN_Mentionee_Int,2e4c7f490cc72ed78873613b648bf03f,dgm_LN_Mentionee_Int__2e4c7f490cc72ed78873613b648bf03f
#sidewalkrepairs,#sidewalkrepairs,sidewalk repairs,,,311Themes,188130,3140002,,311themes,sidewalk repairs,,dgm_LN_Mentionee_Int,78157581583fd20a19d093d6b00d8b1d,dgm_LN_Mentionee_Int__78157581583fd20a19d093d6b00d8b1d
#roadrepairs,#roadrepairs,road repairs,,,311Themes,188130,3140002,,311themes,road repairs,,dgm_LN_Mentionee_Int,2e4c7f490cc72ed78873613b648bf03f,dgm_LN_Mentionee_Int__2e4c7f490cc72ed78873613b648bf03f
#pothole,#pothole,potholes,,,311Themes,188130,3140002,,311themes,potholes,,dgm_LN_Mentionee_Int,67c9534ffabec240ee544b59b257feed,dgm_LN_Mentionee_Int__67c9534ffabec240ee544b59b257feed
#potholes,#potholes,potholes,,,311Themes,188130,3140002,,311themes,potholes,,dgm_LN_Mentionee_Int,67c9534ffabec240ee544b59b257feed,dgm_LN_Mentionee_Int__67c9534ffabec240ee544b59b257feed
#hydrants,#hydrants,fire hydrants,,,311Themes,188130,3140002,,311themes,fire hydrants,,dgm_LN_Mentionee_Int,bf21e1ee6564c98ef56bfe82531d90ca,dgm_LN_Mentionee_Int__bf21e1ee6564c98ef56bfe82531d90ca
#firehydrants,#firehydrants,fire hydrants,,,311Themes,188130,3140002,,311themes,fire hydrants,,dgm_LN_Mentionee_Int,bf21e1ee6564c98ef56bfe82531d90ca,dgm_LN_Mentionee_Int__bf21e1ee6564c98ef56bfe82531d90ca
#hydrant,#hydrant,hydrant,,,311Themes,188130,3140002,,311themes,hydrant,,dgm_LN_Mentionee_Int,e47f84cd2a78efa168e8c79e35ca1853,dgm_LN_Mentionee_Int__e47f84cd2a78efa168e8c79e35ca1853
#firehydrant,#firehydrant,fire hydrant,,,311Themes,188130,3140002,,311themes,fire hydrant,,dgm_LN_Mentionee_Int,e1b7150d7ac2a794bb4deb407173440c,dgm_LN_Mentionee_Int__e1b7150d7ac2a794bb4deb407173440c
#sewer,#sewer,sewers,,,311Themes,188242,3140002,,311themes,sewers,,dgm_LN_Mentionee_Int,f2c11b7b1b6091034471dfa6331095f6,dgm_LN_Mentionee_Int__f2c11b7b1b6091034471dfa6331095f6
#manhole,#manhole,manholes,,,311Themes,188130,3140002,,311themes,manholes,,dgm_LN_Mentionee_Int,d910f0d00e11869b1cd01a59a1d21894,dgm_LN_Mentionee_Int__d910f0d00e11869b1cd01a59a1d21894
#manholes,#manholes,manholes,,,311Themes,188130,3140002,,311themes,manholes,,dgm_LN_Mentionee_Int,d910f0d00e11869b1cd01a59a1d21894,dgm_LN_Mentionee_Int__d910f0d00e11869b1cd01a59a1d21894
#gutter,#gutter,gutters,,,311Themes,188242,3140002,,311themes,gutters,,dgm_LN_Mentionee_Int,498deb49a59c1db2896b69c1523f128c,dgm_LN_Mentionee_Int__498deb49a59c1db2896b69c1523f128c
#sewers,#sewers,sewers,,,311Themes,188242,3140002,,311themes,sewers,,dgm_LN_Mentionee_Int,f2c11b7b1b6091034471dfa6331095f6,dgm_LN_Mentionee_Int__f2c11b7b1b6091034471dfa6331095f6
#gutters,#gutters,gutters,,,311Themes,188242,3140002,,311themes,gutters,,dgm_LN_Mentionee_Int,498deb49a59c1db2896b69c1523f128c,dgm_LN_Mentionee_Int__498deb49a59c1db2896b69c1523f128c
#sewagepipe,#sewagepipe,sewage pipes,,,311Themes,188242,3140002,,311themes,sewage pipes,,dgm_LN_Mentionee_Int,380aadd00ff1dd9d5a182560d08d62e8,dgm_LN_Mentionee_Int__380aadd00ff1dd9d5a182560d08d62e8
#sewagepipes,#sewagepipes,sewage pipes,,,311Themes,188242,3140002,,311themes,sewage pipes,,dgm_LN_Mentionee_Int,380aadd00ff1dd9d5a182560d08d62e8,dgm_LN_Mentionee_Int__380aadd00ff1dd9d5a182560d08d62e8
#electronicwaste,#electronicwaste,electronic waste,,,311Themes,188121,3140002,,311themes,electronic waste,,dgm_LN_Mentionee_Int,adb7a691582f24e46aef315e6c679273,dgm_LN_Mentionee_Int__adb7a691582f24e46aef315e6c679273
#trashpickup,#trashpickup,trash collection,,,311Themes,188121,3140002,,311themes,trash collection,,dgm_LN_Mentionee_Int,01de4a6f0a0566caee43061b7017b2a8,dgm_LN_Mentionee_Int__01de4a6f0a0566caee43061b7017b2a8
#recyclingpickup,#recyclingpickup,recycling collection,,,311Themes,188121,3140002,,311themes,recycling collection,,dgm_LN_Mentionee_Int,da87ff17918be2aba8b61bb18c9d93d1,dgm_LN_Mentionee_Int__da87ff17918be2aba8b61bb18c9d93d1
#trashcollection,#trashcollection,trash collection,,,311Themes,188121,3140002,,311themes,trash collection,,dgm_LN_Mentionee_Int,01de4a6f0a0566caee43061b7017b2a8,dgm_LN_Mentionee_Int__01de4a6f0a0566caee43061b7017b2a8
#recyclingcollection,#recyclingcollection,recycling collection,,,311Themes,188121,3140002,,311themes,recycling collection,,dgm_LN_Mentionee_Int,da87ff17918be2aba8b61bb18c9d93d1,dgm_LN_Mentionee_Int__da87ff17918be2aba8b61bb18c9d93d1
#trashdisposal,#trashdisposal,trash collection,,,311Themes,188121,3140002,,311themes,trash collection,,dgm_LN_Mentionee_Int,01de4a6f0a0566caee43061b7017b2a8,dgm_LN_Mentionee_Int__01de4a6f0a0566caee43061b7017b2a8
#recyclingdisposal,#recyclingdisposal,recycling collection,,,311Themes,188121,3140002,,311themes,recycling collection,,dgm_LN_Mentionee_Int,da87ff17918be2aba8b61bb18c9d93d1,dgm_LN_Mentionee_Int__da87ff17918be2aba8b61bb18c9d93d1
#garbageburning,#garbageburning,burning garbage,,,311Themes,188297,3140002,,311themes,burning garbage,,dgm_LN_Mentionee_Int,02493520ca98462505edaac6a1054612,dgm_LN_Mentionee_Int__02493520ca98462505edaac6a1054612
#burninggarbage,#burninggarbage,burning garbage,,,311Themes,188297,3140002,,311themes,burning garbage,,dgm_LN_Mentionee_Int,02493520ca98462505edaac6a1054612,dgm_LN_Mentionee_Int__02493520ca98462505edaac6a1054612
#trashburning,#trashburning,burning garbage,,,311Themes,188297,3140002,,311themes,burning garbage,,dgm_LN_Mentionee_Int,02493520ca98462505edaac6a1054612,dgm_LN_Mentionee_Int__02493520ca98462505edaac6a1054612
#burningtrash,#burningtrash,burning garbage,,,311Themes,188297,3140002,,311themes,burning garbage,,dgm_LN_Mentionee_Int,02493520ca98462505edaac6a1054612,dgm_LN_Mentionee_Int__02493520ca98462505edaac6a1054612
#commercialwaste,#commercialwaste,commercial waste,,,311Themes,188121,3140002,,311themes,commercial waste,,dgm_LN_Mentionee_Int,024af275b3422ef89725b7f657490fb9,dgm_LN_Mentionee_Int__024af275b3422ef89725b7f657490fb9
#citysanitationvehicle,#citysanitationvehicle,city sanitation vehicles,,,311Themes,188130,3140002,,311themes,city sanitation vehicles,,dgm_LN_Mentionee_Int,46af65ad65e256265dc023a4763c90c7,dgm_LN_Mentionee_Int__46af65ad65e256265dc023a4763c90c7
#citysanitationvehicles,#citysanitationvehicles,city sanitation vehicles,,,311Themes,188130,3140002,,311themes,city sanitation vehicles,,dgm_LN_Mentionee_Int,46af65ad65e256265dc023a4763c90c7,dgm_LN_Mentionee_Int__46af65ad65e256265dc023a4763c90c7
#plasticbagban,#plasticbagban,plastic bag ban,,,311Themes,188133,3140002,,311themes,plastic bag ban,,dgm_LN_Mentionee_Int,e38fa10974ac76af5c290d134d2a6569,dgm_LN_Mentionee_Int__e38fa10974ac76af5c290d134d2a6569
#plasticbagfee,#plasticbagfee,plastic bag fee,,,311Themes,188133,3140002,,311themes,plastic bag fee,,dgm_LN_Mentionee_Int,161b077e228a85aa00f0c03a21a258d0,dgm_LN_Mentionee_Int__161b077e228a85aa00f0c03a21a258d0
#plasticbagfees,#plasticbagfees,plastic bag fees,,,311Themes,188133,3140002,,311themes,plastic bag fees,,dgm_LN_Mentionee_Int,2e695d4911118d4a45b88bad762a5e73,dgm_LN_Mentionee_Int__2e695d4911118d4a45b88bad762a5e73
#electronicrecycling,#electronicrecycling,electronic recycling,,,311Themes,188121,3140002,,311themes,electronic recycling,,dgm_LN_Mentionee_Int,6f6bca646f5da9613916d68e38f2c108,dgm_LN_Mentionee_Int__6f6bca646f5da9613916d68e38f2c108
#electronicsrecycling,#electronicsrecycling,electronics recycling,,,311Themes,188121,3140002,,311themes,electronics recycling,,dgm_LN_Mentionee_Int,265dc4d85a282ce7aa1f18c15017f8b5,dgm_LN_Mentionee_Int__265dc4d85a282ce7aa1f18c15017f8b5
#batterydisposal,#batterydisposal,battery disposal,,,311Themes,188121,3140002,,311themes,battery disposal,,dgm_LN_Mentionee_Int,eb2027b319ba78423622dfd4de0c3a8b,dgm_LN_Mentionee_Int__eb2027b319ba78423622dfd4de0c3a8b
#batteryrecycling,#batteryrecycling,battery recycling,,,311Themes,188121,3140002,,311themes,battery recycling,,dgm_LN_Mentionee_Int,c765f1fb035be29812c86c22c8708fcc,dgm_LN_Mentionee_Int__c765f1fb035be29812c86c22c8708fcc
#recyclingtheft,#RecyclingTheft,recycling theft,,,311Themes,188297,3140002,,311themes,recycling theft,,dgm_LN_Mentionee_Int,f829b64a2be5f3967bc3a6ae88d6b64f,dgm_LN_Mentionee_Int__f829b64a2be5f3967bc3a6ae88d6b64f
#recyclingviolation,#Recyclingviolation,recycling violation,,,311Themes,188297,3140002,,311themes,recycling violation,,dgm_LN_Mentionee_Int,396689273fdac87436188983cbc81321,dgm_LN_Mentionee_Int__396689273fdac87436188983cbc81321
#trashviolation,#trashviolation,trash violation,,,311Themes,188297,3140002,,311themes,trash violation,,dgm_LN_Mentionee_Int,374b2d3204f6faf73c6d4f183d0e7b71,dgm_LN_Mentionee_Int__374b2d3204f6faf73c6d4f183d0e7b71
#recyclingviolations,#Recyclingviolations,recycling violations,,,311Themes,188297,3140002,,311themes,recycling violations,,dgm_LN_Mentionee_Int,23cfacaa2e3eab972a1951c0ccf814d4,dgm_LN_Mentionee_Int__23cfacaa2e3eab972a1951c0ccf814d4
#trashviolations,#trashviolations,trash violations,,,311Themes,188297,3140002,,311themes,trash violations,,dgm_LN_Mentionee_Int,93b4ef46fbaa400c15250ee0ab2ddad7,dgm_LN_Mentionee_Int__93b4ef46fbaa400c15250ee0ab2ddad7
#solidwastetransfer,#solidwastetransfer,solid waste transfer,,,311Themes,188121,3140002,,311themes,solid waste transfer,,dgm_LN_Mentionee_Int,81ca4335ff05f68a482bd51ba148f831,dgm_LN_Mentionee_Int__81ca4335ff05f68a482bd51ba148f831
#trashstorage,#trashstorage,trash storage,,,311Themes,188121,3140002,,311themes,trash storage,,dgm_LN_Mentionee_Int,c5fc998d2d08f6193e25a2e5c3133e06,dgm_LN_Mentionee_Int__c5fc998d2d08f6193e25a2e5c3133e06
#recyclingstorage,#recyclingstorage,recycling storage,,,311Themes,188121,3140002,,311themes,recycling storage,,dgm_LN_Mentionee_Int,973af4169cc5cd96b1a307af7c2895d8,dgm_LN_Mentionee_Int__973af4169cc5cd96b1a307af7c2895d8
#sanitationtruck,#sanitationtruck,trash trucks,,,311Themes,188130,3140002,,311themes,trash trucks,,dgm_LN_Mentionee_Int,76e63292bed94df6795de25f903a89f5,dgm_LN_Mentionee_Int__76e63292bed94df6795de25f903a89f5
#sanitationtrucks,#sanitationtrucks,trash trucks,,,311Themes,188130,3140002,,311themes,trash trucks,,dgm_LN_Mentionee_Int,76e63292bed94df6795de25f903a89f5,dgm_LN_Mentionee_Int__76e63292bed94df6795de25f903a89f5
#sanitationworker,#sanitationworker,sanitation employees,,,311Themes,188121,3140002,,311themes,sanitation employees,,dgm_LN_Mentionee_Int,509192816985543c5023179c58605c74,dgm_LN_Mentionee_Int__509192816985543c5023179c58605c74
#sanitationworkers,#sanitationworkers,sanitation employees,,,311Themes,188121,3140002,,311themes,sanitation employees,,dgm_LN_Mentionee_Int,509192816985543c5023179c58605c74,dgm_LN_Mentionee_Int__509192816985543c5023179c58605c74
#trashtruck,#trashtruck,trash trucks,,,311Themes,188130,3140002,,311themes,trash trucks,,dgm_LN_Mentionee_Int,76e63292bed94df6795de25f903a89f5,dgm_LN_Mentionee_Int__76e63292bed94df6795de25f903a89f5
#trashtrucks,#trashtrucks,trash trucks,,,311Themes,188130,3140002,,311themes,trash trucks,,dgm_LN_Mentionee_Int,76e63292bed94df6795de25f903a89f5,dgm_LN_Mentionee_Int__76e63292bed94df6795de25f903a89f5
#trashtruckdriver,#trashtruckdriver,sanitation employees,,,311Themes,188121,3140002,,311themes,sanitation employees,,dgm_LN_Mentionee_Int,509192816985543c5023179c58605c74,dgm_LN_Mentionee_Int__509192816985543c5023179c58605c74
#trashcollector,#trashcollector,sanitation employees,,,311Themes,188121,3140002,,311themes,sanitation employees,,dgm_LN_Mentionee_Int,509192816985543c5023179c58605c74,dgm_LN_Mentionee_Int__509192816985543c5023179c58605c74
#garbagecollector,#garbagecollector,sanitation employees,,,311Themes,188121,3140002,,311themes,sanitation employees,,dgm_LN_Mentionee_Int,509192816985543c5023179c58605c74,dgm_LN_Mentionee_Int__509192816985543c5023179c58605c74
#garbagedriver,#garbagedriver,sanitation employees,,,311Themes,188121,3140002,,311themes,sanitation employees,,dgm_LN_Mentionee_Int,509192816985543c5023179c58605c74,dgm_LN_Mentionee_Int__509192816985543c5023179c58605c74
#garbagetruck,#garbagetruck,trash trucks,,,311Themes,188130,3140002,,311themes,trash trucks,,dgm_LN_Mentionee_Int,76e63292bed94df6795de25f903a89f5,dgm_LN_Mentionee_Int__76e63292bed94df6795de25f903a89f5
#paratransit,#Paratransit,paratransit,,,311Themes,188129,3140002,,311themes,paratransit,,dgm_LN_Mentionee_Int,a34decfeb1c01aa381aa15c4291ec6fd,dgm_LN_Mentionee_Int__a34decfeb1c01aa381aa15c4291ec6fd
#accessaride,#AccessaRide,paratransit,,,311Themes,188129,3140002,,311themes,paratransit,,dgm_LN_Mentionee_Int,a34decfeb1c01aa381aa15c4291ec6fd,dgm_LN_Mentionee_Int__a34decfeb1c01aa381aa15c4291ec6fd
#untreatedsewage,#untreatedsewage,sewage,,,311Themes,188242,3140002,,311themes,sewage,,dgm_LN_Mentionee_Int,f90c3dcdbcba781d99dae90692fa45ad,dgm_LN_Mentionee_Int__f90c3dcdbcba781d99dae90692fa45ad
#sewagedischarge,#sewagedischarge,sewage,,,311Themes,188242,3140002,,311themes,sewage,,dgm_LN_Mentionee_Int,f90c3dcdbcba781d99dae90692fa45ad,dgm_LN_Mentionee_Int__f90c3dcdbcba781d99dae90692fa45ad
#sewagedischarged,#sewagedischarged,sewage,,,311Themes,188242,3140002,,311themes,sewage,,dgm_LN_Mentionee_Int,f90c3dcdbcba781d99dae90692fa45ad,dgm_LN_Mentionee_Int__f90c3dcdbcba781d99dae90692fa45ad
#curfew,#curfew,curfew,,,311Themes,188121,,,311themes,curfew,,dgm_LN_Mentionee_Int,395fae88c96132db3cee743893b855fa,dgm_LN_Mentionee_Int__395fae88c96132db3cee743893b855fa
#curfews,#curfews,curfews,,,311Themes,188121,,,311themes,curfews,,dgm_LN_Mentionee_Int,e3c788a5e0e20ab38d7f599ac283a790,dgm_LN_Mentionee_Int__e3c788a5e0e20ab38d7f599ac283a790
#constructionhours,#constructionhours,construction hours,,,311Themes,188121,3140002,,311themes,construction hours,,dgm_LN_Mentionee_Int,e3a64ccd9d54d6381a3b64d5f3dc5214,dgm_LN_Mentionee_Int__e3a64ccd9d54d6381a3b64d5f3dc5214
#constructionhour,#constructionhour,construction hour,,,311Themes,188121,3140002,,311themes,construction hour,,dgm_LN_Mentionee_Int,bdcd0c46738d0cc945b665657177a36d,dgm_LN_Mentionee_Int__bdcd0c46738d0cc945b665657177a36d
#quiethours,#quiethours,quiet hours,,,311Themes,188121,3140002,,311themes,quiet hours,,dgm_LN_Mentionee_Int,369da4f993251533b6739ce6c967881b,dgm_LN_Mentionee_Int__369da4f993251533b6739ce6c967881b
#quiethour,#quiethour,quiet hour,,,311Themes,188121,3140002,,311themes,quiet hour,,dgm_LN_Mentionee_Int,c3a5f22e7b034c3f932d597559315624,dgm_LN_Mentionee_Int__c3a5f22e7b034c3f932d597559315624
#escalatoroutage,#escalatoroutage,escalator outage,,,311Themes,188121,3140002,,311themes,escalator outage,,dgm_LN_Mentionee_Int,fbe11456d8edb4bec07207c99191ca8f,dgm_LN_Mentionee_Int__fbe11456d8edb4bec07207c99191ca8f
#escalatoroutages,#escalatoroutages,escalator outages,,,311Themes,188121,3140002,,311themes,escalator outages,,dgm_LN_Mentionee_Int,6fd039995f4d2158f3358118960204aa,dgm_LN_Mentionee_Int__6fd039995f4d2158f3358118960204aa
#elevatoroutage,#elevatoroutage,elevator outage,,,311Themes,188121,3140002,,311themes,elevator outage,,dgm_LN_Mentionee_Int,0807a7c0517b116e5df163a8ec302ef7,dgm_LN_Mentionee_Int__0807a7c0517b116e5df163a8ec302ef7
#elevatoroutages,#elevatoroutages,elevator outages,,,311Themes,188121,3140002,,311themes,elevator outages,,dgm_LN_Mentionee_Int,f931436ba7fc1344ea4ac6b4319abb2e,dgm_LN_Mentionee_Int__f931436ba7fc1344ea4ac6b4319abb2e
#brokenelevator,#brokenelevator,broken elevator,,,311Themes,188121,3140002,,311themes,broken elevator,,dgm_LN_Mentionee_Int,63ccd1baa824e17f8456520cc2befac4,dgm_LN_Mentionee_Int__63ccd1baa824e17f8456520cc2befac4
#brokenelevators,#brokenelevators,broken elevators,,,311Themes,188121,3140002,,311themes,broken elevators,,dgm_LN_Mentionee_Int,f8677d141d32228c1ac41ed1e6a90145,dgm_LN_Mentionee_Int__f8677d141d32228c1ac41ed1e6a90145
#brokenescalator,#brokenescalator,broken escalator,,,311Themes,188121,3140002,,311themes,broken escalator,,dgm_LN_Mentionee_Int,017d7f444f19f1fcd5bcb38b03bf4193,dgm_LN_Mentionee_Int__017d7f444f19f1fcd5bcb38b03bf4193
#brokenescalators,#brokenescalators,broken escalators,,,311Themes,188121,3140002,,311themes,broken escalators,,dgm_LN_Mentionee_Int,200ac283b0b2168028d04af93b23b3ea,dgm_LN_Mentionee_Int__200ac283b0b2168028d04af93b23b3ea
#drugparaphernalia,#drugparaphernalia,drug paraphernalia,,,311Themes,188109,3140002,,311themes,drug paraphernalia,,dgm_LN_Mentionee_Int,9bd68c526eb4a88e9efccbc3b30be1b9,dgm_LN_Mentionee_Int__9bd68c526eb4a88e9efccbc3b30be1b9
#druguse,#druguse,drug use,,,311Themes,188109,3140002,,311themes,drug use,,dgm_LN_Mentionee_Int,2295d73a8405060cd0652975a0f9bccd,dgm_LN_Mentionee_Int__2295d73a8405060cd0652975a0f9bccd
#drugusage,#drugusage,drug usage,,,311Themes,188109,3140002,,311themes,drug usage,,dgm_LN_Mentionee_Int,185916a9a63595e0bf90de445575f09e,dgm_LN_Mentionee_Int__185916a9a63595e0bf90de445575f09e
#drugusers,#drugusers,drug users,,,311Themes,188109,3140002,,311themes,drug users,,dgm_LN_Mentionee_Int,b63d83ce6810b030a025783369badccf,dgm_LN_Mentionee_Int__b63d83ce6810b030a025783369badccf
#abuseofdrugs,#abuseofdrugs,drug abuse,,,311Themes,188109,3140002,,311themes,drug abuse,,dgm_LN_Mentionee_Int,84b1071fe43c6a82f674725276917835,dgm_LN_Mentionee_Int__84b1071fe43c6a82f674725276917835
#abusingdrugs,#abusingdrugs,drug abuse,,,311Themes,188109,3140002,,311themes,drug abuse,,dgm_LN_Mentionee_Int,84b1071fe43c6a82f674725276917835,dgm_LN_Mentionee_Int__84b1071fe43c6a82f674725276917835
#druguser,#druguser,drug user,,,311Themes,188109,3140002,,311themes,drug user,,dgm_LN_Mentionee_Int,15d74f91f46251a89f135c673102cc49,dgm_LN_Mentionee_Int__15d74f91f46251a89f135c673102cc49
#drugabuse,#drugabuse,drug abuse,,,311Themes,188109,3140002,,311themes,drug abuse,,dgm_LN_Mentionee_Int,84b1071fe43c6a82f674725276917835,dgm_LN_Mentionee_Int__84b1071fe43c6a82f674725276917835
#drugdealing,#drugdealing,drug dealing,,,311Themes,188109,3140002,,311themes,drug dealing,,dgm_LN_Mentionee_Int,dc842adfc5c6258313aa1bd1748fc2a1,dgm_LN_Mentionee_Int__dc842adfc5c6258313aa1bd1748fc2a1
#dealingdrugs,#dealingdrugs,drug dealing,,,311Themes,188109,3140002,,311themes,drug dealing,,dgm_LN_Mentionee_Int,dc842adfc5c6258313aa1bd1748fc2a1,dgm_LN_Mentionee_Int__dc842adfc5c6258313aa1bd1748fc2a1
#crackpipe,#crackpipe,drug paraphernalia,,,311Themes,188109,3140002,,311themes,drug paraphernalia,,dgm_LN_Mentionee_Int,9bd68c526eb4a88e9efccbc3b30be1b9,dgm_LN_Mentionee_Int__9bd68c526eb4a88e9efccbc3b30be1b9
#crackpipes,#crackpipes,drug paraphernalia,,,311Themes,188109,3140002,,311themes,drug paraphernalia,,dgm_LN_Mentionee_Int,9bd68c526eb4a88e9efccbc3b30be1b9,dgm_LN_Mentionee_Int__9bd68c526eb4a88e9efccbc3b30be1b9
#drugoverdoses,#drugoverdoses,drug overdoses,,,311Themes,188109,3140002,,311themes,drug overdoses,,dgm_LN_Mentionee_Int,93e4151c8abfb1c8a6ec036e1d416ba0,dgm_LN_Mentionee_Int__93e4151c8abfb1c8a6ec036e1d416ba0
#drugneedle,#drugneedle,hypodermic needles,,,311Themes,188109,3140002,,311themes,hypodermic needles,,dgm_LN_Mentionee_Int,439b9c44513412ecb438cb572efcb475,dgm_LN_Mentionee_Int__439b9c44513412ecb438cb572efcb475
#drugneedles,#drugneedles,hypodermic needle,,,311Themes,188109,3140002,,311themes,hypodermic needle,,dgm_LN_Mentionee_Int,967664d38c9c14e6ca156080d5d3e12f,dgm_LN_Mentionee_Int__967664d38c9c14e6ca156080d5d3e12f
#heroinneedle,#heroinneedle,heroin needle,,,311Themes,188109,3140002,,311themes,heroin needle,,dgm_LN_Mentionee_Int,138b14f1edf9397ea5963ece0c0bb6a5,dgm_LN_Mentionee_Int__138b14f1edf9397ea5963ece0c0bb6a5
#heroinneedles,#heroinneedles,heroin needles,,,311Themes,188109,3140002,,311themes,heroin needles,,dgm_LN_Mentionee_Int,e823cd7af6b973a5f68013c044d65bf4,dgm_LN_Mentionee_Int__e823cd7af6b973a5f68013c044d65bf4
#usedneedles,#usedneedles,used needles,,,311Themes,188109,3140002,,311themes,used needles,,dgm_LN_Mentionee_Int,7220ee429c4b08c903068c138b654847,dgm_LN_Mentionee_Int__7220ee429c4b08c903068c138b654847
#usedneedle,#usedneedle,used needle,,,311Themes,188109,3140002,,311themes,used needle,,dgm_LN_Mentionee_Int,12aa8501ce572bcada44598eb1252962,dgm_LN_Mentionee_Int__12aa8501ce572bcada44598eb1252962
#hypodermicneedles,#hypodermicneedles,hypodermic needles,,,311Themes,188109,3140002,,311themes,hypodermic needles,,dgm_LN_Mentionee_Int,439b9c44513412ecb438cb572efcb475,dgm_LN_Mentionee_Int__439b9c44513412ecb438cb572efcb475
#hypodermicneedle,#hypodermicneedle,hypodermic needle,,,311Themes,188109,3140002,,311themes,hypodermic needle,,dgm_LN_Mentionee_Int,967664d38c9c14e6ca156080d5d3e12f,dgm_LN_Mentionee_Int__967664d38c9c14e6ca156080d5d3e12f
#hypodermicsyringe,#hypodermicsyringe,hypodermic syringe,,,311Themes,188109,3140002,,311themes,hypodermic syringe,,dgm_LN_Mentionee_Int,7f78599d8c6d5490230d8f68ba09093a,dgm_LN_Mentionee_Int__7f78599d8c6d5490230d8f68ba09093a
#hypodermicsyringes,#hypodermicsyringes,hypodermic syringes,,,311Themes,188109,3140002,,311themes,hypodermic syringes,,dgm_LN_Mentionee_Int,e9da6aaeddf687c1a75d620bdc090660,dgm_LN_Mentionee_Int__e9da6aaeddf687c1a75d620bdc090660
#dirtyneedles,#dirtyneedles,used needles,,,311Themes,188109,3140002,,311themes,used needles,,dgm_LN_Mentionee_Int,7220ee429c4b08c903068c138b654847,dgm_LN_Mentionee_Int__7220ee429c4b08c903068c138b654847
