german_text,caption_text,location_tag,.1,ranking,default location,default_lat,default_lon,.2,.3,.4,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
schnakenbek,"Schnakenbek, Germany",53.3861253,10.5012761,2,,,,,,,Wells,"Schnakenbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c8d8b79aca3071902f1e8de1a147bdfa,german_fires_stormarn_ostholzstein_lauenburg_locations__c8d8b79aca3071902f1e8de1a147bdfa
schonberg,"Schonberg, Germany",48.8398829,13.3393864,2,,,,,,,Consulates,"Schonberg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,39d2d661aec87e9e587c9c1dc729169e,german_fires_stormarn_ostholzstein_lauenburg_locations__39d2d661aec87e9e587c9c1dc729169e
schonwalde am bungsberg,"Schonwalde am Bungsberg, Germany",54.187579,10.7539676,2,,,,,,,DiplomaticFacilities,"Schonwalde am Bungsberg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,aadd6003345522f9805d11d6df090e2e,german_fires_stormarn_ostholzstein_lauenburg_locations__aadd6003345522f9805d11d6df090e2e
schretstaken,"Schretstaken, Germany",53.590133,10.5417643,2,,,,,,,space,"Schretstaken, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,08ac100f1cba534392747d1da57665e8,german_fires_stormarn_ostholzstein_lauenburg_locations__08ac100f1cba534392747d1da57665e8
schulendorf,"Schulendorf, Germany",53.473305,10.5599436,2,,,,,,,LegislativeCommittee,"Schulendorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,cf154713a603a66f5b2d400a89d30782,german_fires_stormarn_ostholzstein_lauenburg_locations__cf154713a603a66f5b2d400a89d30782
schurensohlen,"Schurensohlen, Germany",53.7627382,10.4715034,2,,,,,,,Diplomat,"Schurensohlen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,a7daecd559ef0f38a7f82eb49befddd3,german_fires_stormarn_ostholzstein_lauenburg_locations__a7daecd559ef0f38a7f82eb49befddd3
schwarzenbek,"Schwarzenbek, Germany",53.5048756,10.4852612,2,,,,,,,News,"Schwarzenbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,7596099021c09b8323f6555f1565734b,german_fires_stormarn_ostholzstein_lauenburg_locations__7596099021c09b8323f6555f1565734b
seedorf,"Seedorf, Germany",53.3500585,9.2300558,2,,,,,,,AAEntity,"Seedorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,cc8e9c36e5ebfa78b8307a31a9049590,german_fires_stormarn_ostholzstein_lauenburg_locations__cc8e9c36e5ebfa78b8307a31a9049590
siebenbaumen,"Siebenbaumen, Germany",53.7492555,10.5276187,2,,,,,,,Consulates,"Siebenbaumen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c901a6eba6ee394a7339ef7b33fe21ee,german_fires_stormarn_ostholzstein_lauenburg_locations__c901a6eba6ee394a7339ef7b33fe21ee
siebeneichen,"Siebeneichen, Germany",53.5110911,10.6180874,2,,,,,,,space,"Siebeneichen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,8e256dfa72ae1768021467428b042858,german_fires_stormarn_ostholzstein_lauenburg_locations__8e256dfa72ae1768021467428b042858
siek,"Siek, Germany",53.634444,10.298056,2,,,,,,,CompanyKeyword,"Siek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,af3f83a03f731c9569690b816647f78d,german_fires_stormarn_ostholzstein_lauenburg_locations__af3f83a03f731c9569690b816647f78d
sierksdorf,"Sierksdorf, Germany",54.069532,10.7703557,2,,,,,,,Wells,"Sierksdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,60cafc880c7de1cc43a7593bb97dc730,german_fires_stormarn_ostholzstein_lauenburg_locations__60cafc880c7de1cc43a7593bb97dc730
sierksrade,"Sierksrade, Germany",53.7358803,10.6002132,2,,,,,,,FTO,"Sierksrade, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,6d1962126b5a114b1b1fa369d9c1e701,german_fires_stormarn_ostholzstein_lauenburg_locations__6d1962126b5a114b1b1fa369d9c1e701
sirksfelde,"Sirksfelde, Germany",53.6649706,10.510362,2,,,,,,,Pipeline,"Sirksfelde, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,4c0efe5cbbaf71457a6c31be8d58083d,german_fires_stormarn_ostholzstein_lauenburg_locations__4c0efe5cbbaf71457a6c31be8d58083d
stapelfeld,"Stapelfeld, Germany",53.6050293,10.2178289,2,,,,,,,LegislativeCommittee,"Stapelfeld, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,18c93c49ab39c069c331ed06d0aa9345,german_fires_stormarn_ostholzstein_lauenburg_locations__18c93c49ab39c069c331ed06d0aa9345
steinburg,"Steinburg, Germany",53.8437856,9.5750073,2,,,,,,,Consulates,"Steinburg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,9d916e1927b6eaf50c3b815c432e7171,german_fires_stormarn_ostholzstein_lauenburg_locations__9d916e1927b6eaf50c3b815c432e7171
steinhorst,"Steinhorst, Germany",53.7204257,10.4846339,2,,,,,,,CompanyKeyword,"Steinhorst, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,f9ba77ede328b07f62df5adf5bcd4557,german_fires_stormarn_ostholzstein_lauenburg_locations__f9ba77ede328b07f62df5adf5bcd4557
sterley,"Sterley, Germany",53.6205888,10.818162,2,,,,,,,Diplomat,"Sterley, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,110a7e3bdf7287228bae22cf517c58c8,german_fires_stormarn_ostholzstein_lauenburg_locations__110a7e3bdf7287228bae22cf517c58c8
stockelsdorf,"Stockelsdorf, Germany",53.8954552,10.6466364,2,,,,,,,Shipping,"Stockelsdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,bbde12d4e970454d657b2d3226c916d6,german_fires_stormarn_ostholzstein_lauenburg_locations__bbde12d4e970454d657b2d3226c916d6
stubben,"Stubben, Germany",53.4090503,8.7862388,2,,,,,,,Wells,"Stubben, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,24da0e445a80f91da090e20ec5dd5bf4,german_fires_stormarn_ostholzstein_lauenburg_locations__24da0e445a80f91da090e20ec5dd5bf4
susel,"Susel, Germany",54.0824644,10.6991136,2,,,,,,,Pipeline,"Susel, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,f9ee01351bb8753146aab0695ce6d814,german_fires_stormarn_ostholzstein_lauenburg_locations__f9ee01351bb8753146aab0695ce6d814
talkau,"Talkau, Germany",53.5754947,10.5700481,2,,,,,,,IndustryTerm,"Talkau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c193846db20fc0b386ca4d5f890c21f9,german_fires_stormarn_ostholzstein_lauenburg_locations__c193846db20fc0b386ca4d5f890c21f9
tangstedt,"Tangstedt, Germany",53.732456,10.0865489,2,,,,,,,LegislativeCommittee,"Tangstedt, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,dc604fda3f7256bc41f4ceaa5cf5b84a,german_fires_stormarn_ostholzstein_lauenburg_locations__dc604fda3f7256bc41f4ceaa5cf5b84a
timmendorfer strand,"Timmendorfer Strand, Germany",53.9920636,10.7789388,2,,,,,,,AAEntity,"Timmendorfer Strand, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,b4d91e13fa9d5a2d725994a60d1935e1,german_fires_stormarn_ostholzstein_lauenburg_locations__b4d91e13fa9d5a2d725994a60d1935e1
todendorf,"Todendorf, Germany",53.6946674,10.3486913,2,,,,,,,Wells,"Todendorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,006494733dc7a157062cdf7743a1954a,german_fires_stormarn_ostholzstein_lauenburg_locations__006494733dc7a157062cdf7743a1954a
tramm,"Tramm, Germany",53.5641114,10.6129039,2,,,,,,,Person,"Tramm, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,e85fa96b052462c6c319844b789fa1c4,german_fires_stormarn_ostholzstein_lauenburg_locations__e85fa96b052462c6c319844b789fa1c4
travenbruck,"Travenbruck, Germany",53.8382414,10.2988157,2,,,,,,,Keyphrase,"Travenbruck, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,30281298122f966ef72879e1296e80f8,german_fires_stormarn_ostholzstein_lauenburg_locations__30281298122f966ef72879e1296e80f8
tremsbuttel,"Tremsbuttel, Germany",53.7428014,10.3086601,2,,,,,,,LegislativeCommittee,"Tremsbuttel, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,f405fc112e4ec51817e295a7b418e923,german_fires_stormarn_ostholzstein_lauenburg_locations__f405fc112e4ec51817e295a7b418e923
trittau,"Trittau, Germany",53.6111512,10.4028748,2,,,,,,,Exec,"Trittau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,d855622e17ee31856866f16487be8990,german_fires_stormarn_ostholzstein_lauenburg_locations__d855622e17ee31856866f16487be8990
walksfelde,"Walksfelde, Germany",53.6328124,10.5761186,2,,,,,,,Pipeline,"Walksfelde, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,6194e021ff2ab1867df87b245db1334e,german_fires_stormarn_ostholzstein_lauenburg_locations__6194e021ff2ab1867df87b245db1334e
wangelau,"Wangelau, Germany",53.4539531,10.5455123,2,,,,,,,Consulates,"Wangelau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,8594c07219c0fb5c7af365e67d5321f5,german_fires_stormarn_ostholzstein_lauenburg_locations__8594c07219c0fb5c7af365e67d5321f5
wangels,"Wangels, Germany",54.2562853,10.7519942,2,,,,,,,IndustryTerm,"Wangels, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,7693f8314318bd3875a241575a9f3c4a,german_fires_stormarn_ostholzstein_lauenburg_locations__7693f8314318bd3875a241575a9f3c4a
wentorf,"WentorfAmtSandesneben,Germany",53.672675,10.4724926,2,,,,,,,Exec,"WentorfAmtSandesneben,Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,e2b5f3941c40adde079a22a58932eb75,german_fires_stormarn_ostholzstein_lauenburg_locations__e2b5f3941c40adde079a22a58932eb75
wentorf bei hamburg,"Wentorf bei Hamburg, Germany",53.4911236,10.2519749,2,,,,,,,Media,"Wentorf bei Hamburg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,db2478679c1eb2911f40332783551b23,german_fires_stormarn_ostholzstein_lauenburg_locations__db2478679c1eb2911f40332783551b23
wesenberg,"Wesenberg, Germany",53.2849218,12.9656055,2,,,,,,,Legislator,"Wesenberg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,655b4740e7af0ea5633aea798b0b70c0,german_fires_stormarn_ostholzstein_lauenburg_locations__655b4740e7af0ea5633aea798b0b70c0
westerau,"Westerau, Germany",53.778829,10.4887842,2,,,,,,,Organization,"Westerau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,9491d21604c38245517b959bdfaad2d1,german_fires_stormarn_ostholzstein_lauenburg_locations__9491d21604c38245517b959bdfaad2d1
wiershop,"Wiershop, Germany",53.4415545,10.4509972,2,,,,,,,ForeignMinistry,"Wiershop, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,3d9dd19078f921f0ef2e87ac667614ef,german_fires_stormarn_ostholzstein_lauenburg_locations__3d9dd19078f921f0ef2e87ac667614ef
witzeeze,"Witzeeze, Germany",53.4521172,10.6080702,2,,,,,,,Keyphrase,"Witzeeze, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,3ac6d64c9024cab69bf0cd9f6ac028cc,german_fires_stormarn_ostholzstein_lauenburg_locations__3ac6d64c9024cab69bf0cd9f6ac028cc
witzhave,"Witzhave, Germany",53.5701974,10.33703,2,,,,,,,ForeignMinister,"Witzhave, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,b81bc095e95de7b409790faea5de2a65,german_fires_stormarn_ostholzstein_lauenburg_locations__b81bc095e95de7b409790faea5de2a65
wohltorf,"Wohltorf, Germany",53.5200993,10.2794588,2,,,,,,,Consulates,"Wohltorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,65208048e32d7e7c0b40ff3b594a7f23,german_fires_stormarn_ostholzstein_lauenburg_locations__65208048e32d7e7c0b40ff3b594a7f23
woltersdorf,"Woltersdorf, Germany",52.4551812,13.7493557,2,,,,,,,Exec,"Woltersdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,dc9ccbe9b32cf5609da44e36f46cf093,german_fires_stormarn_ostholzstein_lauenburg_locations__dc9ccbe9b32cf5609da44e36f46cf093
worth,"Worth, Germany",49.0514423,8.257338,2,,,,,,,DiplomaticFacilities,"Worth, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,b73129a7423527c469156f1dd8ac4d7d,german_fires_stormarn_ostholzstein_lauenburg_locations__b73129a7423527c469156f1dd8ac4d7d
zarpen,"Zarpen, Germany",53.8705328,10.5180473,2,,,,,,,Diplomat,"Zarpen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,19cd020dda8a0eb492112543cfdac354,german_fires_stormarn_ostholzstein_lauenburg_locations__19cd020dda8a0eb492112543cfdac354
ziethen,"Ziethen, Germany",52.9570605,13.8978861,2,,,,,,,Consulates,"Ziethen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,6ea095279f13308057653fd617bbe672,german_fires_stormarn_ostholzstein_lauenburg_locations__6ea095279f13308057653fd617bbe672
irlssued,"Bad Oldesloe, Germany",53.80675396,10.37223572,,,,,,,,ForeignMinistry,"Bad Oldesloe, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,8a2c97d52c62fe16b5dd47e5aae6fb6b,german_fires_stormarn_ostholzstein_lauenburg_locations__8a2c97d52c62fe16b5dd47e5aae6fb6b
#ahrensbok,"Ahrensbok, Germany",54.0162604,10.572067,2,,,,,,,News,"Ahrensbok, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,fd2ca140ae99320a78e58867c9280768,german_fires_stormarn_ostholzstein_lauenburg_locations__fd2ca140ae99320a78e58867c9280768
#ahrensburg,"Ahrensburg, Germany",53.6764136,10.2378854,2,,,,,,,Keyphrase,"Ahrensburg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,4423b969cd5b7ed919c3a93ea0db4998,german_fires_stormarn_ostholzstein_lauenburg_locations__4423b969cd5b7ed919c3a93ea0db4998
#albsfelde,"Albsfelde, Germany",53.6803354,10.6945646,2,,,,,,,Keyphrase,"Albsfelde, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,41b9dfc7abaa4355631f0affbaaa5e1c,german_fires_stormarn_ostholzstein_lauenburg_locations__41b9dfc7abaa4355631f0affbaaa5e1c
#altmolln,"Alt Molln, Germany",53.6224935,10.6712572,2,,,,,,,Legislator,"Alt Molln, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,b38bd386190d0fc9e1642a6284ab27af,german_fires_stormarn_ostholzstein_lauenburg_locations__b38bd386190d0fc9e1642a6284ab27af
#altenkrempe,"Altenkrempe, Germany",54.130596,10.7784196,2,,,,,,,IndustryTerm,"Altenkrempe, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,6a537f175487c6c6b690905e333aa613,german_fires_stormarn_ostholzstein_lauenburg_locations__6a537f175487c6c6b690905e333aa613
#ammersbek,"Ammersbek, Germany",53.70643,10.2209,2,,,,,,,Pipeline,"Ammersbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,960c51cb471460a7c79b0b063ae7f605,german_fires_stormarn_ostholzstein_lauenburg_locations__960c51cb471460a7c79b0b063ae7f605
#nordstormarn,"Nordstormarn, Germany",53.833333,10.516667,2,,,,,,,Wells,"Nordstormarn, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,ea358d761e8940d96438c40e32956b86,german_fires_stormarn_ostholzstein_lauenburg_locations__ea358d761e8940d96438c40e32956b86
#siek,"Siek, Germany",53.6353731,10.2937579,2,,,,,,,Refinery,"Siek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,af3f83a03f731c9569690b816647f78d,german_fires_stormarn_ostholzstein_lauenburg_locations__af3f83a03f731c9569690b816647f78d
#aumuhle,"Aumuhle, Germany",53.5252333,10.3153293,2,,,,,,,IndustryTerm,"Aumuhle, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c6bad5216d93ab402358c068e337be40,german_fires_stormarn_ostholzstein_lauenburg_locations__c6bad5216d93ab402358c068e337be40
#badoldesloe,"Bad Oldesloe, Germany",53.8076269,10.3822557,2,,,,,,,Exec,"Bad Oldesloe, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,8a2c97d52c62fe16b5dd47e5aae6fb6b,german_fires_stormarn_ostholzstein_lauenburg_locations__8a2c97d52c62fe16b5dd47e5aae6fb6b
#badschwartau,"Bad Schwartau, Germany",53.9163386,10.6854143,2,,,,,,,ForeignMinister,"Bad Schwartau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,a5521f973e836d953c49b6176104de5f,german_fires_stormarn_ostholzstein_lauenburg_locations__a5521f973e836d953c49b6176104de5f
#badendorf,"Badendorf, Germany",53.8685998,10.5786525,2,,,,,,,Refinery,"Badendorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,4fb3f8cd09bc963d862a3cde37656ba0,german_fires_stormarn_ostholzstein_lauenburg_locations__4fb3f8cd09bc963d862a3cde37656ba0
#bak,"Bak, Germany",53.713598,10.7849537,2,,,,,,,LegislativeCommittee,"Bak, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,3cacf3b22987abbcd7e6a9d6b1b165dd,german_fires_stormarn_ostholzstein_lauenburg_locations__3cacf3b22987abbcd7e6a9d6b1b165dd
#balau,"Balau, Germany",53.6165539,10.6217792,2,,,,,,,LegislativeCommittee,"Balau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,7bd965185cd06758ab082c918f18b208,german_fires_stormarn_ostholzstein_lauenburg_locations__7bd965185cd06758ab082c918f18b208
#bargfeldstegen,"Bargfeld-Stegen, Germany",53.7658466,10.185932,2,,,,,,,Person,"Bargfeld-Stegen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c174068f03857cb5ea68efa44b10bdfb,german_fires_stormarn_ostholzstein_lauenburg_locations__c174068f03857cb5ea68efa44b10bdfb
#bargteheide,"Bargteheide, Germany",53.7287773,10.2656004,2,,,,,,,AAEntity,"Bargteheide, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,a9c65ad3855528950760014b318fa024,german_fires_stormarn_ostholzstein_lauenburg_locations__a9c65ad3855528950760014b318fa024
#barnitz,"Barnitz, Germany",53.8059683,10.4999508,2,,,,,,,News,"Barnitz, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,54ba9141ea66ae8d2030f4345548f949,german_fires_stormarn_ostholzstein_lauenburg_locations__54ba9141ea66ae8d2030f4345548f949
#barsbuttel,"Barsbuttel, Germany",53.5715488,10.1759457,2,,,,,,,Shipping,"Barsbuttel, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,67ed2bc5521f2d18577a00d4ccdd55ff,german_fires_stormarn_ostholzstein_lauenburg_locations__67ed2bc5521f2d18577a00d4ccdd55ff
#basedow,"Basedow, Germany",53.6983701,12.6823944,2,,,,,,,DiplomaticFacilities,"Basedow, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,9dd54833510919c5589970e46d30f5ec,german_fires_stormarn_ostholzstein_lauenburg_locations__9dd54833510919c5589970e46d30f5ec
#basthorst,"Basthorst, Germany",53.5773238,10.473389,2,,,,,,,News,"Basthorst, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,39f817091cc01237832a79f27a958b4e,german_fires_stormarn_ostholzstein_lauenburg_locations__39f817091cc01237832a79f27a958b4e
#behlendorf,"Behlendorf, Germany",53.6991492,10.6687365,2,,,,,,,Person,"Behlendorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,22dc80e2c73a025dc4359da09f56eec5,german_fires_stormarn_ostholzstein_lauenburg_locations__22dc80e2c73a025dc4359da09f56eec5
#berkenthin,"Berkenthin, Germany",53.716667,10.65,2,,,,,,,ForeignMinistry,"Berkenthin, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,bda4b6d17ef1994da6a10c97dad14901,german_fires_stormarn_ostholzstein_lauenburg_locations__bda4b6d17ef1994da6a10c97dad14901
#beschendorf,"Beschendorf, Germany",54.1826576,10.8789072,2,,,,,,,Refinery,"Beschendorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,275ab5e64e353747edf68f1cc6857862,german_fires_stormarn_ostholzstein_lauenburg_locations__275ab5e64e353747edf68f1cc6857862
#besenthal,"Besenthal, Germany",53.5297265,10.7408375,2,,,,,,,AAEntity,"Besenthal, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,86fb4a60b2daf90e128530b60a7877b0,german_fires_stormarn_ostholzstein_lauenburg_locations__86fb4a60b2daf90e128530b60a7877b0
#bliestorf,"Bliestorf, Germany",53.7679028,10.5980212,2,,,,,,,FTO,"Bliestorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,2bfb5869b43b89cee37838488701cdc7,german_fires_stormarn_ostholzstein_lauenburg_locations__2bfb5869b43b89cee37838488701cdc7
#bornsen,"Bornsen, Germany",53.4687649,10.2819874,2,,,,,,,LegislativeCommittee,"Bornsen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,82019586bc5354a31decab4c644c346e,german_fires_stormarn_ostholzstein_lauenburg_locations__82019586bc5354a31decab4c644c346e
#borstorf,"Borstorf, Germany",53.612969,10.565025,2,,,,,,,AAEntity,"Borstorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,27b3596218e1873c9575aee1039b63a1,german_fires_stormarn_ostholzstein_lauenburg_locations__27b3596218e1873c9575aee1039b63a1
#braak,"Braak, Germany",53.6097988,10.244846,2,,,,,,,ForeignMinistry,"Braak, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,019e796b5f7404be3e3ef2874dc13983,german_fires_stormarn_ostholzstein_lauenburg_locations__019e796b5f7404be3e3ef2874dc13983
#breitenfelde,"Breitenfelde, Germany",53.6061824,10.6332452,2,,,,,,,Consulates,"Breitenfelde, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,30847a70f5507ec7c913c8ee4e93f947,german_fires_stormarn_ostholzstein_lauenburg_locations__30847a70f5507ec7c913c8ee4e93f947
#brothen,"Brothen, Germany",53.4785947,10.6665913,2,,,,,,,ForeignMinistry,"Brothen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,92acc0a871e23913f6751bff02219909,german_fires_stormarn_ostholzstein_lauenburg_locations__92acc0a871e23913f6751bff02219909
#brunsbek,"Brunsbek, Germany",53.5938828,10.2808114,2,,,,,,,ForeignMinistry,"Brunsbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c062254edcdb10e69774f6f2958172aa,german_fires_stormarn_ostholzstein_lauenburg_locations__c062254edcdb10e69774f6f2958172aa
#brunsmark,"Brunsmark, Germany",53.6151163,10.7486895,2,,,,,,,Wells,"Brunsmark, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,246567684656758e95dcf8904e182e31,german_fires_stormarn_ostholzstein_lauenburg_locations__246567684656758e95dcf8904e182e31
#brunstorf,"Brunstorf, Germany",53.493211,10.4246861,2,,,,,,,Keyphrase,"Brunstorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,57f6e36e4fd3c47e89007175c6fd91a4,german_fires_stormarn_ostholzstein_lauenburg_locations__57f6e36e4fd3c47e89007175c6fd91a4
#buchen,"Buchen, Germany",53.483253,10.6141336,2,,,,,,,ForeignMinistry,"Buchen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,5c384674d0218834d07ad4739a646388,german_fires_stormarn_ostholzstein_lauenburg_locations__5c384674d0218834d07ad4739a646388
#buchholz,"Buchholz, Germany",53.3176971,9.8694844,2,,,,,,,CompanyKeyword,"Buchholz, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,72b6e3752951b1099bd6859a013ebd59,german_fires_stormarn_ostholzstein_lauenburg_locations__72b6e3752951b1099bd6859a013ebd59
#buchhorst,"Buchhorst, Germany",53.3838499,10.5695789,2,,,,,,,FTO,"Buchhorst, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,705100ae0e864e95d72ddf45470a144c,german_fires_stormarn_ostholzstein_lauenburg_locations__705100ae0e864e95d72ddf45470a144c
#dahme,"Dahme, Germany",54.2239738,11.0813043,2,,,,,,,Consulates,"Dahme, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,976527c5181dc43d58fe9507d34d6028,german_fires_stormarn_ostholzstein_lauenburg_locations__976527c5181dc43d58fe9507d34d6028
#dahmker,"Dahmker, Germany",53.5875103,10.4451155,2,,,,,,,Refinery,"Dahmker, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,8180c11d2b5df2201b12fc5e25cf9fb7,german_fires_stormarn_ostholzstein_lauenburg_locations__8180c11d2b5df2201b12fc5e25cf9fb7
#dalldorf,"Dalldorf, Germany",53.4346078,10.6110381,2,,,,,,,IndustryTerm,"Dalldorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,232ba5b7f4b7c6f42e305174a15edc6d,german_fires_stormarn_ostholzstein_lauenburg_locations__232ba5b7f4b7c6f42e305174a15edc6d
#damlos,"Damlos, Germany",54.2446215,10.9059002,2,,,,,,,FTO,"Damlos, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,348387a82753914267bfdf0e7d2752b2,german_fires_stormarn_ostholzstein_lauenburg_locations__348387a82753914267bfdf0e7d2752b2
#dassendorf,"Dassendorf, Germany",53.4883491,10.3738809,2,,,,,,,space,"Dassendorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,3800c7fc9bb044609039de68b688ab87,german_fires_stormarn_ostholzstein_lauenburg_locations__3800c7fc9bb044609039de68b688ab87
#delingsdorf,"Delingsdorf, Germany",53.7049434,10.2532557,2,,,,,,,Legislator,"Delingsdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,a07c650b89113b7ff9672cca24daeea9,german_fires_stormarn_ostholzstein_lauenburg_locations__a07c650b89113b7ff9672cca24daeea9
#duchelsdorf,"Duchelsdorf, Germany",53.7368642,10.582961,2,,,,,,,Exec,"Duchelsdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,fa1f6fe0bd76a9c866578db3a079ef22,german_fires_stormarn_ostholzstein_lauenburg_locations__fa1f6fe0bd76a9c866578db3a079ef22
#duvensee,"Duvensee, Germany",53.6934091,10.5661488,2,,,,,,,FTO,"Duvensee, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,747cb980b832592c18044763038a4e24,german_fires_stormarn_ostholzstein_lauenburg_locations__747cb980b832592c18044763038a4e24
#einhaus,"Einhaus, Germany",53.7130996,10.7285003,2,,,,,,,News,"Einhaus, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,e7d5d2a0e11aa790fadea29bd555fa21,german_fires_stormarn_ostholzstein_lauenburg_locations__e7d5d2a0e11aa790fadea29bd555fa21
#elmenhorst,"Elmenhorst, Germany",54.1556902,12.0119268,2,,,,,,,Diplomat,"Elmenhorst, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,549232ec9cc2c1afb8916a10f8bb0b90,german_fires_stormarn_ostholzstein_lauenburg_locations__549232ec9cc2c1afb8916a10f8bb0b90
