handle,caption_name,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
armytimes,Army Times,,Legislator,Army Times,,milpress_mentionereng,2f30c2f69c1a057a7b102c626c122d44,milpress_mentionereng__2f30c2f69c1a057a7b102c626c122d44
breakingdefense,Breaking Defense,,Refinery,Breaking Defense,,milpress_mentionereng,7177f202d76b05bd9181765debd2b49b,milpress_mentionereng__7177f202d76b05bd9181765debd2b49b
c4isrnet,C4ISRNET,,Exec,C4ISRNET,,milpress_mentionereng,23bcc3368ec1d543c13c5395cb73b26e,milpress_mentionereng__23bcc3368ec1d543c13c5395cb73b26e
defensedaily,Defense Daily,,Pipeline,Defense Daily,,milpress_mentionereng,0c3cb698793139488a1d171e60d92181,milpress_mentionereng__0c3cb698793139488a1d171e60d92181
defenseone,Defense One,,Diplomat,Defense One,,milpress_mentionereng,b8ca91ae72d0e8841d5b9d02a4460e01,milpress_mentionereng__b8ca91ae72d0e8841d5b9d02a4460e01
defenseworld,Defenseworld.net,,FTO,Defenseworld.net,,milpress_mentionereng,468b62c30b88b6280241e476a6f45c7f,milpress_mentionereng__468b62c30b88b6280241e476a6f45c7f
insidedefense,Inside Defense,,News,Inside Defense,,milpress_mentionereng,197a64ae049d4a29280973450aa5beb3,milpress_mentionereng__197a64ae049d4a29280973450aa5beb3
marinetimes,Marine Corps Times,,LegislativeCommittee,Marine Corps Times,,milpress_mentionereng,8de80c41c91ad8e4dc391171650267a4,milpress_mentionereng__8de80c41c91ad8e4dc391171650267a4
militarydotcom,Military.com,,Consulates,Military.com,,milpress_mentionereng,632870f55a5a11658b1aad0985c60004,milpress_mentionereng__632870f55a5a11658b1aad0985c60004
militarytimes,Military Times,,ForeignMinister,Military Times,,milpress_mentionereng,431a4bcda055b1c0e72b1d06506e3f2b,milpress_mentionereng__431a4bcda055b1c0e72b1d06506e3f2b
nationaldefense,National Defense,,FTO,National Defense,,milpress_mentionereng,e05310a41d2beae00362b613c1dadee9,milpress_mentionereng__e05310a41d2beae00362b613c1dadee9
navalinstitute,U.S. Naval Institute,,Legislator,U.S. Naval Institute,,milpress_mentionereng,0837cc27b4e5c74a7bdd67b8dd6edba1,milpress_mentionereng__0837cc27b4e5c74a7bdd67b8dd6edba1
navytimes,Navy Times,,ForeignMinister,Navy Times,,milpress_mentionereng,3d598810a9561491e7707f0936df1dda,milpress_mentionereng__3d598810a9561491e7707f0936df1dda
rcdefense,Real Clear Defense,,Diplomat,Real Clear Defense,,milpress_mentionereng,c36dcc5016a7b29e16b7852847efbba2,milpress_mentionereng__c36dcc5016a7b29e16b7852847efbba2
secindustrynews,Defense & Security,,space,Defense & Security,,milpress_mentionereng,2c29ac75fc90309c327ecb10de7610de,milpress_mentionereng__2c29ac75fc90309c327ecb10de7610de
taskandpurpose,Task & Purpose,,Legislator,Task & Purpose,,milpress_mentionereng,73bac7098bbef64e9ba692148b3a118e,milpress_mentionereng__73bac7098bbef64e9ba692148b3a118e
thecipherbrief,The Cipher Brief,,ForeignMinistry,The Cipher Brief,,milpress_mentionereng,30bb37444fc602fc69020e769068d17f,milpress_mentionereng__30bb37444fc602fc69020e769068d17f
usninews,USNI News,,Legislator,USNI News,,milpress_mentionereng,2bee317dac58144ffab0607c2a534acb,milpress_mentionereng__2bee317dac58144ffab0607c2a534acb
dsca_notices,DSCA Arms Sales,,Wells,DSCA Arms Sales,,milpress_mentionereng,88702375ddef027e71a3926af83cf02c,milpress_mentionereng__88702375ddef027e71a3926af83cf02c
scramble_nl,Scramble,,Wells,Scramble,,milpress_mentionereng,8a78979b1b5e61f50e2e0b5973fe0032,milpress_mentionereng__8a78979b1b5e61f50e2e0b5973fe0032
9dashline,9 Dash Line,,Media,9 Dash Line,,milpress_mentionereng,80d12ea636736151e64c34d6ba8cb590,milpress_mentionereng__80d12ea636736151e64c34d6ba8cb590
seawaves_mag,Sea Waves Magazine,,AAEntity,Sea Waves Magazine,,milpress_mentionereng,1604dd9fbc2e3d199a1dccc16cf61e32,milpress_mentionereng__1604dd9fbc2e3d199a1dccc16cf61e32
currentopscom,CurrentOps.com,,Refinery,CurrentOps.com,,milpress_mentionereng,6fdc3a7d40caa5f8b3905e4518f61d74,milpress_mentionereng__6fdc3a7d40caa5f8b3905e4518f61d74
vesselfinder,VesselFinder,,Media,VesselFinder,,milpress_mentionereng,5f863f5be153eda3a4b0f2f22f11f715,milpress_mentionereng__5f863f5be153eda3a4b0f2f22f11f715
flightintl,International Flight Network,,Organization,International Flight Network,,milpress_mentionereng,997d2feb7711217cb74c7dd3ea4563b3,milpress_mentionereng__997d2feb7711217cb74c7dd3ea4563b3
theaviationist,The Aviationist,,Exec,The Aviationist,,milpress_mentionereng,587b887101e7ffd4ab48d4de526608f9,milpress_mentionereng__587b887101e7ffd4ab48d4de526608f9
intel_sky,INTELSky,,space,INTELSky,,milpress_mentionereng,0cfe80eb610c7d7eb03215b9f0ad4076,milpress_mentionereng__0cfe80eb610c7d7eb03215b9f0ad4076
thewarzonewire,The War Zone,,ForeignMinistry,The War Zone,,milpress_mentionereng,63f701a2033c3502bb36d942a317fa9e,milpress_mentionereng__63f701a2033c3502bb36d942a317fa9e
defenceconnect,Defence Connect,,Legislator,Defence Connect,,milpress_mentionereng,d3842dfa400b867be17cd73c98e42aa7,milpress_mentionereng__d3842dfa400b867be17cd73c98e42aa7
apdr_apac,ADPR,,Person,ADPR,,milpress_mentionereng,428fe97ca30e6157b6e6ef8797d1c207,milpress_mentionereng__428fe97ca30e6157b6e6ef8797d1c207
aviationweek,Aviation Week,,Shipping,Aviation Week,,milpress_mentionereng,93c2b7a1d281fea03a27db9d2e1fc06f,milpress_mentionereng__93c2b7a1d281fea03a27db9d2e1fc06f
mildefinsider,Military and Defense Insider,,Shipping,Military and Defense Insider,,milpress_mentionereng,c4c036690febe7f72020a9abf70ac586,milpress_mentionereng__c4c036690febe7f72020a9abf70ac586
starsandstripes,Stars and Stripes,,Shipping,Stars and Stripes,,milpress_mentionereng,fb79f923354f0fdc3441caca2edd71a9,milpress_mentionereng__fb79f923354f0fdc3441caca2edd71a9
barentsnews,The Barents Observer,,Wells,The Barents Observer,,milpress_mentionereng,ef9a431cb18b3e8d140bf0e2f83e33eb,milpress_mentionereng__ef9a431cb18b3e8d140bf0e2f83e33eb
arctic_today,Arctic Today,,CompanyKeyword,Arctic Today,,milpress_mentionereng,0e8ea983c006438b93db9185db1a4ee5,milpress_mentionereng__0e8ea983c006438b93db9185db1a4ee5
bellingcat,Bellingcat,,LegislativeCommittee,Bellingcat,,milpress_mentionereng,9a3d14527585f020f2ef2c4b5b1051a0,milpress_mentionereng__9a3d14527585f020f2ef2c4b5b1051a0
ainonline,Aviation International News,,Wells,Aviation International News,,milpress_mentionereng,04f739010a8307a6b9da2cd0c9bc190d,milpress_mentionereng__04f739010a8307a6b9da2cd0c9bc190d
defencetalk,DefenceTalk,,space,DefenceTalk,,milpress_mentionereng,1d5a74e43294c4d6aa511c148827c710,milpress_mentionereng__1d5a74e43294c4d6aa511c148827c710
ukdefjournal,UK Defence Journal,,CompanyKeyword,UK Defence Journal,,milpress_mentionereng,6ea73d65346f9754c73cf39a95a05d0d,milpress_mentionereng__6ea73d65346f9754c73cf39a95a05d0d
janesintel,Janes,,ForeignMinistry,Janes,,milpress_mentionereng,876a7e418394415ad983c75a2d0fb44b,milpress_mentionereng__876a7e418394415ad983c75a2d0fb44b
alexkokcharov,Military analyst,,Consulates,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
steffanwatkins,Military analyst,,CompanyKeyword,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
rdmartinson88,Military analyst,,Media,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
sinodefence,Military analyst,,DiplomaticFacilities,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
chinaavreview,Military analyst,,News,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
arosp,Military analyst,,DiplomaticFacilities,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
rupprechtdeino,Military analyst,,AAEntity,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
obretix,Military analyst,,News,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
gerjon_,Military analyst,,Wells,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
inteldoge,Military analyst,,Pipeline,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
kaltemalte53,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
rtlsdr_scn,Military analyst,,Diplomat,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
yorukisik,Military analyst,,ForeignMinistry,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
vcdgf555,Military analyst,,ForeignMinister,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
redintelpanda,Military analyst,,Refinery,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
natsecjeff,Military analyst,,Refinery,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
no_itsmyturn,Military analyst,,Refinery,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
duandang,Military analyst,,Pipeline,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
d__mitch,Military analyst,,Consulates,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
nitingokhale,Military analyst,,ForeignMinistry,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
jaggibedi,Military analyst,,Consulates,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
joshmolloy101,Military analyst,,space,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
kimjyeop,Military analyst,,News,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
lostweapons,Military analyst,,Pipeline,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
khalid_c11,Military analyst,,News,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
isi_ghq,Military analyst,,Media,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
paffalconspk,Military analyst,,Legislator,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
ianjkeddie,Military analyst,,LegislativeCommittee,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
supbrow,Military analyst,,Legislator,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
collinslkoh,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
astrofrog,Military analyst,,Diplomat,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
josephhdempsey,Military analyst,,Person,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
dagrgroup,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
globaldryad,Military analyst,,ForeignMinister,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
forcesreviewuk,Military analyst,,Person,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
astrolr,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
astromarkmarley,Military analyst,,Consulates,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
cant_halt_me,Military analyst,,Pipeline,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
covertshores,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
elakdawalla,Military analyst,,DiplomaticFacilities,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
eightoneecho,Military analyst,,ForeignMinistry,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
heel_be_ok,Military analyst,,LegislativeCommittee,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
middleeastguy,Military analyst,,Legislator,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
milcommp,Military analyst,,DiplomaticFacilities,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
stratsentinel,Military analyst,,Media,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
nktpnd,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
aspi_org,Military analyst,,News,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
lowyinstitute,Military analyst,,DiplomaticFacilities,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
johnblaxland1,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
sfrantzman,Military analyst,,LegislativeCommittee,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
guyplopsky,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
dafengcao,Military analyst,,Exec,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
capt_navy,Military analyst,,Person,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
5472_nde,Military analyst,,space,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
russian_defence,Military analyst,,AAEntity,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
saturn5_,Military analyst,,Refinery,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
arunp2810,Military analyst,,Shipping,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
wojcikrp,Military analyst,,CompanyKeyword,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
spencerguard,Military analyst,,AAEntity,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
babaktaghvaee,Military analyst,,Wells,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
laurensperanza,Military analyst,,FTO,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
korischake,Military analyst,,Person,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
micheleflournoy,Military analyst,,IndustryTerm,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
rikefranke,Military analyst,,Consulates,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
brunotertrais,Military analyst,,LegislativeCommittee,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
lawdavf,Military analyst,,ForeignMinistry,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
danielfiott,Military analyst,,Legislator,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
annaisabelak,Military analyst,,ForeignMinistry,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
racheltecott,Military analyst,,Legislator,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
ulrichspeck,Military analyst,,CompanyKeyword,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
sovereign5061,Military analyst,,FTO,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
jkaack,Military analyst,,Organization,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
mbks15,Military analyst,,ForeignMinistry,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
ninja998998,Military analyst,,Shipping,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
landsharkuk,Military analyst,,LegislativeCommittee,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
ron_eisele,Military analyst,,DiplomaticFacilities,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
anthonypecchi,Military analyst,,ForeignMinister,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
ac_navalhistory,Military analyst,,DiplomaticFacilities,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
abraxasspa,Military analyst,,Exec,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
mikiav8bharrier,Military analyst,,IndustryTerm,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
nicholadrummond,Military analyst,,ForeignMinister,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
todd_scheve,Military analyst,,Pipeline,Military analyst,,milpress_mentionereng,c54146d8d3da14428863e9de81d8e317,milpress_mentionereng__c54146d8d3da14428863e9de81d8e317
africainspace,Space Ref,,News,Space Ref,,milpress_mentionereng,95dc0c1d73803429206a9e863ab9542e,milpress_mentionereng__95dc0c1d73803429206a9e863ab9542e
asiainspace,Space Ref,,DiplomaticFacilities,Space Ref,,milpress_mentionereng,95dc0c1d73803429206a9e863ab9542e,milpress_mentionereng__95dc0c1d73803429206a9e863ab9542e
csiro,Australian CSIRO,,ForeignMinistry,Australian CSIRO,,milpress_mentionereng,8cd2a24e3733387cbdb49d96b8027a33,milpress_mentionereng__8cd2a24e3733387cbdb49d96b8027a33
satnowaus,Sat Now Australia,,LegislativeCommittee,Sat Now Australia,,milpress_mentionereng,7326b7f388cc7dcb57c011428bd53b4d,milpress_mentionereng__7326b7f388cc7dcb57c011428bd53b4d
cosmosmagazine,Cosmos Magazine,,Shipping,Cosmos Magazine,,milpress_mentionereng,606542c5599c779b25c4675c340a4b72,milpress_mentionereng__606542c5599c779b25c4675c340a4b72
asgardiaspace,Asgardia,,LegislativeCommittee,Asgardia,,milpress_mentionereng,802aa1e8426d4e12432c95ee98240136,milpress_mentionereng__802aa1e8426d4e12432c95ee98240136
room__space,ROOM Space Journal of Asgardia,,ForeignMinister,ROOM Space Journal of Asgardia,,milpress_mentionereng,fb307fb659e0e28161f6026ef3080f76,milpress_mentionereng__fb307fb659e0e28161f6026ef3080f76
sgac,Space Generation Advisory Council,,Exec,Space Generation Advisory Council,,milpress_mentionereng,7aadefca186c5f52e79065da18355cc3,milpress_mentionereng__7aadefca186c5f52e79065da18355cc3
bespace_,beSPACE,,Person,beSPACE,,milpress_mentionereng,f0df84d338e4eaa51a29bd6bc2db30bb,milpress_mentionereng__f0df84d338e4eaa51a29bd6bc2db30bb
defenceweb_afr,Defence Web Africa: Benin,,Diplomat,Defence Web Africa: Benin,,milpress_mentionereng,b2b59ae3fd420508c7a52aea52dd6feb,milpress_mentionereng__b2b59ae3fd420508c7a52aea52dd6feb
universetoday,Universe Today,,Wells,Universe Today,,milpress_mentionereng,4711c697a76f337c7d87920539c382a9,milpress_mentionereng__4711c697a76f337c7d87920539c382a9
canadainspace,SpaceQ,,AAEntity,SpaceQ,,milpress_mentionereng,843f85038f845260e89076c74d0b9091,milpress_mentionereng__843f85038f845260e89076c74d0b9091
chinainspace,Space Ref,,Pipeline,Space Ref,,milpress_mentionereng,95dc0c1d73803429206a9e863ab9542e,milpress_mentionereng__95dc0c1d73803429206a9e863ab9542e
gotaikonauts,Go Taikonauts,,LegislativeCommittee,Go Taikonauts,,milpress_mentionereng,954c2fc56d92ffbf132016730c4588ea,milpress_mentionereng__954c2fc56d92ffbf132016730c4588ea
czechspace,Jan Kolar,,Diplomat,Jan Kolar,,milpress_mentionereng,4f94b0ec3ce9f0715604a20e9c5db613,milpress_mentionereng__4f94b0ec3ce9f0715604a20e9c5db613
czech_space,Czech Space Office,,AAEntity,Czech Space Office,,milpress_mentionereng,be08cc6f82ead60d4da5e87e6f25eb57,milpress_mentionereng__be08cc6f82ead60d4da5e87e6f25eb57
atawox,Hatem Elatawy,,CompanyKeyword,Hatem Elatawy,,milpress_mentionereng,38ba26caad9cdcf74decd1774b767c3f,milpress_mentionereng__38ba26caad9cdcf74decd1774b767c3f
flightglobal,Flight Global,flightglobal;water,AAEntity,Flight Global,,milpress_mentionereng,74c5fd92abb9d84ed8a1db6d234427e9,milpress_mentionereng__74c5fd92abb9d84ed8a1db6d234427e9
pulispace,Puli Space,pulispace;water,Shipping,Puli Space,,milpress_mentionereng,e2cf5096fce52f312ccf46cf0cca11d6,milpress_mentionereng__e2cf5096fce52f312ccf46cf0cca11d6
india_inspace,Space Ref,spaceref;water,Pipeline,Space Ref,,milpress_mentionereng,95dc0c1d73803429206a9e863ab9542e,milpress_mentionereng__95dc0c1d73803429206a9e863ab9542e
haaretzcom,Haaretz,haaretz;water,Pipeline,Haaretz,,milpress_mentionereng,29e095352f7b128679fa03cc5f838579,milpress_mentionereng__29e095352f7b128679fa03cc5f838579
ynetnews,YNet News,ynetnews;water,ForeignMinister,YNet News,,milpress_mentionereng,4258b36c1ec99906b57bd82b088caba2,milpress_mentionereng__4258b36c1ec99906b57bd82b088caba2
bagdatmussin,BagdatMussin,bagdatmussin;water,ForeignMinistry,BagdatMussin,,milpress_mentionereng,bde190e8e1c938bfa81f74866f848551,milpress_mentionereng__bde190e8e1c938bfa81f74866f848551
lsta_lu,Luxembourg Space Tech Angels,luxembourgspacetechangels;water,LegislativeCommittee,Luxembourg Space Tech Angels,,milpress_mentionereng,1e87e76b1a5e497dfbdcfbd086bcab29,milpress_mentionereng__1e87e76b1a5e497dfbdcfbd086bcab29
newspaceeurope,NewSpace Europe,newspaceeurope;water,CompanyKeyword,NewSpace Europe,,milpress_mentionereng,81abc57b3776b05f036acd628976037e,milpress_mentionereng__81abc57b3776b05f036acd628976037e
mo_robotics,MO Space Robotics Luxembourg,mospaceroboticsluxembourg;water,Wells,MO Space Robotics Luxembourg,,milpress_mentionereng,1c3db3287989c018adee8fd5ac5ff748,milpress_mentionereng__1c3db3287989c018adee8fd5ac5ff748
malaysiaspace,Malaysia Space,malaysiaspace;water,LegislativeCommittee,Malaysia Space,,milpress_mentionereng,15a06d9c1b87dfb1ec1456f2af1133a9,milpress_mentionereng__15a06d9c1b87dfb1ec1456f2af1133a9
kiwispace,Kiwi Space,kiwispace;water,Wells,Kiwi Space,,milpress_mentionereng,62d4181cce2ed8164eb7b9260092b56b,milpress_mentionereng__62d4181cce2ed8164eb7b9260092b56b
pakistanspacec1,Pakistan Space Community,pakistanspacecommunity;water,Exec,Pakistan Space Community,,milpress_mentionereng,b983b32885977a03898c6bf80858ce99,milpress_mentionereng__b983b32885977a03898c6bf80858ce99
africanaeronews,African Aerospace,africanaerospace;water,Legislator,African Aerospace,,milpress_mentionereng,2e5b33bfac233c3fd191c33a9fa2b5fc,milpress_mentionereng__2e5b33bfac233c3fd191c33a9fa2b5fc
kyunghyang,Kyunghyang,kyunghyang;water,Wells,Kyunghyang,,milpress_mentionereng,d4426f36f2389a7c2ce44481f2944d13,milpress_mentionereng__d4426f36f2389a7c2ce44481f2944d13
