keyword,caption_name,topic_id,location,guid,groups,entity_type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
dong-feng 21,Dong-Feng 21 ballistic missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,Dong-Feng 21 ballistic missile,,milpress_mentionee,7434ec27231441ace2cb675e361c98e4,milpress_mentionee__7434ec27231441ace2cb675e361c98e4
sc-19,SC-19 anti-ballistic missile interceptor,188258;188253,a1433,,,antisatsystem,Antisatsystem,SC-19 anti-ballistic missile interceptor,,milpress_mentionee,aa3617a0089a917f0e2018ea7ba0b3ec,milpress_mentionee__aa3617a0089a917f0e2018ea7ba0b3ec
hq-19,HQ-19 anti-ballistic missile interceptor,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-19 anti-ballistic missile interceptor,,milpress_mentionee,7342ccf094d519afb83950765d74ab33,milpress_mentionee__7342ccf094d519afb83950765d74ab33
hq-9,HQ-9 surface to air missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-9 surface to air missile,,milpress_mentionee,3e2272c0983d5c5b647063239de5ca52,milpress_mentionee__3e2272c0983d5c5b647063239de5ca52
naryad,Naryad anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Naryad anti-satellite system,,milpress_mentionee,af1722e8fdf8b5bb0df72d6dbac60d09,milpress_mentionee__af1722e8fdf8b5bb0df72d6dbac60d09
cosmos 2519,Cosmos 2519 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2519 co-orbital anti-satellite system,,milpress_mentionee,3a5e552c5cbc1df1608d02f6fced8012,milpress_mentionee__3a5e552c5cbc1df1608d02f6fced8012
cosmos 2521,Cosmos 2521 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2521 co-orbital anti-satellite system,,milpress_mentionee,8ea3825f736082b2247ed39edd9edac9,milpress_mentionee__8ea3825f736082b2247ed39edd9edac9
cosmos 2523,Cosmos 2523 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2523 co-orbital anti-satellite system,,milpress_mentionee,01714e51f4cfde2ad5398bc95193788e,milpress_mentionee__01714e51f4cfde2ad5398bc95193788e
cosmos 2542,Cosmos 2542 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2542 co-orbital anti-satellite system,,milpress_mentionee,074e9f1c2c6d667d8a7b7b44cfd0ee7d,milpress_mentionee__074e9f1c2c6d667d8a7b7b44cfd0ee7d
cosmos 2543,Cosmos 2543 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2543 co-orbital anti-satellite system,,milpress_mentionee,bf2ff6cea728d6e51e18f44d61f261c8,milpress_mentionee__bf2ff6cea728d6e51e18f44d61f261c8
cosmos 2535,Cosmos 2535 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2535 co-orbital anti-satellite system,,milpress_mentionee,c3a2169c8627fccd81bbaa5ed566bf0e,milpress_mentionee__c3a2169c8627fccd81bbaa5ed566bf0e
cosmos 2536,Cosmos 2536 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2536 co-orbital anti-satellite system,,milpress_mentionee,bb7e5d5af30938be1ebcbbbcc5f9d5f0,milpress_mentionee__bb7e5d5af30938be1ebcbbbcc5f9d5f0
9m730 burevestnik,9M730 Burevestnik nuclear-powered cruise missile,188258;188253,a708,,,antisatsystem,Antisatsystem,9M730 Burevestnik nuclear-powered cruise missile,,milpress_mentionee,9fc029c5b3854de1952d0cbdfd91086a,milpress_mentionee__9fc029c5b3854de1952d0cbdfd91086a
a-235 pl-19 nudol,A-235 PL-19 Nudol anti-satellite missile system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,A-235 PL-19 Nudol anti-satellite missile system,,milpress_mentionee,ba194df9e636d29ab607cdf986ef4e2d,milpress_mentionee__ba194df9e636d29ab607cdf986ef4e2d
sokol-eshelon,Sokol-Eshelon anti-satellite laser weapon,188261;188258;188257,a708,,,antisatsystem,Antisatsystem,Sokol-Eshelon anti-satellite laser weapon,,milpress_mentionee,18577feacc6f1471a0afe60ef15bc253,milpress_mentionee__18577feacc6f1471a0afe60ef15bc253
79m6 kontakt,79M6 Kontakt anti-satellite missile,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,79M6 Kontakt anti-satellite missile,,milpress_mentionee,cfc6756f4c01c6273b828fe598619642,milpress_mentionee__cfc6756f4c01c6273b828fe598619642
fakel 95m6,Fakel 95M6 anti-satellite missile,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Fakel 95M6 anti-satellite missile,,milpress_mentionee,e44cfd4fdf7dbefc1509afb7877e2da2,milpress_mentionee__e44cfd4fdf7dbefc1509afb7877e2da2
prithvi defence vehicle mark-ii,Prithvi Defence Vehicle Mark-II anti-ballistic missile interceptor,188258;188253,a699,,,antisatsystem,Antisatsystem,Prithvi Defence Vehicle Mark-II anti-ballistic missile interceptor,,milpress_mentionee,d378c465d69bdf5166723e4a9c2d9752,milpress_mentionee__d378c465d69bdf5166723e4a9c2d9752
dn-3,Dong Neng-3 anti-satellite missile,188261;188253;188257,a1433,,,antisatsystem,Antisatsystem,Dong Neng-3 anti-satellite missile,,milpress_mentionee,f2422896caa0b9494b96ba46ed15adf7,milpress_mentionee__f2422896caa0b9494b96ba46ed15adf7
dn-2,Dong Neng-2 anti-satellite missile,188261;188253;188257,a1433,,,antisatsystem,Antisatsystem,Dong Neng-2 anti-satellite missile,,milpress_mentionee,394bda7b8b4742c626695a0c57777f24,milpress_mentionee__394bda7b8b4742c626695a0c57777f24
df-21,Dong-Feng 21 ballistic missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,Dong-Feng 21 ballistic missile,,milpress_mentionee,7434ec27231441ace2cb675e361c98e4,milpress_mentionee__7434ec27231441ace2cb675e361c98e4
red banner-19,HQ-19 anti-ballistic missile interceptor,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-19 anti-ballistic missile interceptor,,milpress_mentionee,7342ccf094d519afb83950765d74ab33,milpress_mentionee__7342ccf094d519afb83950765d74ab33
red banner-9,HQ-9 surface to air missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-9 surface to air missile,,milpress_mentionee,3e2272c0983d5c5b647063239de5ca52,milpress_mentionee__3e2272c0983d5c5b647063239de5ca52
14f11,Naryad anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Naryad anti-satellite system,,milpress_mentionee,af1722e8fdf8b5bb0df72d6dbac60d09,milpress_mentionee__af1722e8fdf8b5bb0df72d6dbac60d09
petrel missile,9M730 Burevestnik nuclear-powered cruise missile,188258;188253,a708,,,antisatsystem,Antisatsystem,9M730 Burevestnik nuclear-powered cruise missile,,milpress_mentionee,9fc029c5b3854de1952d0cbdfd91086a,milpress_mentionee__9fc029c5b3854de1952d0cbdfd91086a
sokol eshelon,Sokol-Eshelon anti-satellite laser weapon,188261;188258;188257,a708,,,antisatsystem,Antisatsystem,Sokol-Eshelon anti-satellite laser weapon,,milpress_mentionee,18577feacc6f1471a0afe60ef15bc253,milpress_mentionee__18577feacc6f1471a0afe60ef15bc253
79m6 contact,79M6 Kontakt anti-satellite missile,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,79M6 Kontakt anti-satellite missile,,milpress_mentionee,cfc6756f4c01c6273b828fe598619642,milpress_mentionee__cfc6756f4c01c6273b828fe598619642
pdv mk 2,Prithvi Defence Vehicle Mark-II anti-ballistic missile interceptor,188258;188253,a699,,,antisatsystem,Antisatsystem,Prithvi Defence Vehicle Mark-II anti-ballistic missile interceptor,,milpress_mentionee,d378c465d69bdf5166723e4a9c2d9752,milpress_mentionee__d378c465d69bdf5166723e4a9c2d9752
动能-3,Dong Neng-3 anti-satellite missile,188261;188253;188257,a1433,,,antisatsystem,Antisatsystem,Dong Neng-3 anti-satellite missile,,milpress_mentionee,f2422896caa0b9494b96ba46ed15adf7,milpress_mentionee__f2422896caa0b9494b96ba46ed15adf7
动能-2,Dong Neng-2 anti-satellite missile,188261;188253;188257,a1433,,,antisatsystem,Antisatsystem,Dong Neng-2 anti-satellite missile,,milpress_mentionee,394bda7b8b4742c626695a0c57777f24,milpress_mentionee__394bda7b8b4742c626695a0c57777f24
东风-21,Dong-Feng 21 ballistic missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,Dong-Feng 21 ballistic missile,,milpress_mentionee,7434ec27231441ace2cb675e361c98e4,milpress_mentionee__7434ec27231441ace2cb675e361c98e4
雙城-19,SC-19 anti-ballistic missile interceptor,188258;188253,a1433,,,antisatsystem,Antisatsystem,SC-19 anti-ballistic missile interceptor,,milpress_mentionee,aa3617a0089a917f0e2018ea7ba0b3ec,milpress_mentionee__aa3617a0089a917f0e2018ea7ba0b3ec
红旗-19,HQ-19 anti-ballistic missile interceptor,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-19 anti-ballistic missile interceptor,,milpress_mentionee,7342ccf094d519afb83950765d74ab33,milpress_mentionee__7342ccf094d519afb83950765d74ab33
红旗-9,HQ-9 surface to air missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-9 surface to air missile,,milpress_mentionee,3e2272c0983d5c5b647063239de5ca52,milpress_mentionee__3e2272c0983d5c5b647063239de5ca52
часовой,Naryad anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Naryad anti-satellite system,,milpress_mentionee,af1722e8fdf8b5bb0df72d6dbac60d09,milpress_mentionee__af1722e8fdf8b5bb0df72d6dbac60d09
космос 2519,Cosmos 2519 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2519 co-orbital anti-satellite system,,milpress_mentionee,3a5e552c5cbc1df1608d02f6fced8012,milpress_mentionee__3a5e552c5cbc1df1608d02f6fced8012
космос 2521,Cosmos 2521 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2521 co-orbital anti-satellite system,,milpress_mentionee,8ea3825f736082b2247ed39edd9edac9,milpress_mentionee__8ea3825f736082b2247ed39edd9edac9
космос 2523,Cosmos 2523 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2523 co-orbital anti-satellite system,,milpress_mentionee,01714e51f4cfde2ad5398bc95193788e,milpress_mentionee__01714e51f4cfde2ad5398bc95193788e
космос 2542,Cosmos 2542 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2542 co-orbital anti-satellite system,,milpress_mentionee,074e9f1c2c6d667d8a7b7b44cfd0ee7d,milpress_mentionee__074e9f1c2c6d667d8a7b7b44cfd0ee7d
космос 2543,Cosmos 2543 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2543 co-orbital anti-satellite system,,milpress_mentionee,bf2ff6cea728d6e51e18f44d61f261c8,milpress_mentionee__bf2ff6cea728d6e51e18f44d61f261c8
космос 2535,Cosmos 2535 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2535 co-orbital anti-satellite system,,milpress_mentionee,c3a2169c8627fccd81bbaa5ed566bf0e,milpress_mentionee__c3a2169c8627fccd81bbaa5ed566bf0e
космос 2536,Cosmos 2536 co-orbital anti-satellite system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Cosmos 2536 co-orbital anti-satellite system,,milpress_mentionee,bb7e5d5af30938be1ebcbbbcc5f9d5f0,milpress_mentionee__bb7e5d5af30938be1ebcbbbcc5f9d5f0
буревестник,9M730 Burevestnik nuclear-powered cruise missile,188258;188253,a708,,,antisatsystem,Antisatsystem,9M730 Burevestnik nuclear-powered cruise missile,,milpress_mentionee,9fc029c5b3854de1952d0cbdfd91086a,milpress_mentionee__9fc029c5b3854de1952d0cbdfd91086a
система а-235,A-235 PL-19 Nudol anti-satellite missile system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,A-235 PL-19 Nudol anti-satellite missile system,,milpress_mentionee,ba194df9e636d29ab607cdf986ef4e2d,milpress_mentionee__ba194df9e636d29ab607cdf986ef4e2d
сокол-эшелон,Sokol-Eshelon anti-satellite laser weapon,188261;188258;188257,a708,,,antisatsystem,Antisatsystem,Sokol-Eshelon anti-satellite laser weapon,,milpress_mentionee,18577feacc6f1471a0afe60ef15bc253,milpress_mentionee__18577feacc6f1471a0afe60ef15bc253
79м6 контакт,79M6 Kontakt anti-satellite missile,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,79M6 Kontakt anti-satellite missile,,milpress_mentionee,cfc6756f4c01c6273b828fe598619642,milpress_mentionee__cfc6756f4c01c6273b828fe598619642
факел 95м6,Fakel 95M6 anti-satellite missile,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,Fakel 95M6 anti-satellite missile,,milpress_mentionee,e44cfd4fdf7dbefc1509afb7877e2da2,milpress_mentionee__e44cfd4fdf7dbefc1509afb7877e2da2
पृथ्वी एयर डिफेंस,Prithvi Defence Vehicle Mark-II anti-ballistic missile interceptor,188258;188253,a699,,,antisatsystem,Antisatsystem,Prithvi Defence Vehicle Mark-II anti-ballistic missile interceptor,,milpress_mentionee,d378c465d69bdf5166723e4a9c2d9752,milpress_mentionee__d378c465d69bdf5166723e4a9c2d9752
紅旗-9,HQ-9 surface to air missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-9 surface to air missile,,milpress_mentionee,3e2272c0983d5c5b647063239de5ca52,milpress_mentionee__3e2272c0983d5c5b647063239de5ca52
hong qi-9,HQ-9 surface to air missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-9 surface to air missile,,milpress_mentionee,3e2272c0983d5c5b647063239de5ca52,milpress_mentionee__3e2272c0983d5c5b647063239de5ca52
紅旗-19,HQ-19 anti-ballistic missile interceptor,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-19 anti-ballistic missile interceptor,,milpress_mentionee,7342ccf094d519afb83950765d74ab33,milpress_mentionee__7342ccf094d519afb83950765d74ab33
hong qi-19,HQ-19 anti-ballistic missile interceptor,188258;188253,a1433,,,antisatsystem,Antisatsystem,HQ-19 anti-ballistic missile interceptor,,milpress_mentionee,7342ccf094d519afb83950765d74ab33,milpress_mentionee__7342ccf094d519afb83950765d74ab33
東風-21,Dong-Feng 21 ballistic missile,188258;188253,a1433,,,antisatsystem,Antisatsystem,Dong-Feng 21 ballistic missile,,milpress_mentionee,7434ec27231441ace2cb675e361c98e4,milpress_mentionee__7434ec27231441ace2cb675e361c98e4
ртц-181м,A-235 PL-19 Nudol anti-satellite missile system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,A-235 PL-19 Nudol anti-satellite missile system,,milpress_mentionee,ba194df9e636d29ab607cdf986ef4e2d,milpress_mentionee__ba194df9e636d29ab607cdf986ef4e2d
rtts-181m,A-235 PL-19 Nudol anti-satellite missile system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,A-235 PL-19 Nudol anti-satellite missile system,,milpress_mentionee,ba194df9e636d29ab607cdf986ef4e2d,milpress_mentionee__ba194df9e636d29ab607cdf986ef4e2d
нудоль,A-235 PL-19 Nudol anti-satellite missile system,188261;188253;188257,a708,,,antisatsystem,Antisatsystem,A-235 PL-19 Nudol anti-satellite missile system,,milpress_mentionee,ba194df9e636d29ab607cdf986ef4e2d,milpress_mentionee__ba194df9e636d29ab607cdf986ef4e2d
cyber command,US Cyber Command,188258,a612,,ruexercises,commands,Commands,US Cyber Command,,milpress_mentionee,ee4f063eb7722bedaa2c3cc4a3a306e0,milpress_mentionee__ee4f063eb7722bedaa2c3cc4a3a306e0
space command,US Space Command,188258,a512,,ruexercises,commands,Commands,US Space Command,,milpress_mentionee,57f3b3a17f62d094518e7de86634f563,milpress_mentionee__57f3b3a17f62d094518e7de86634f563
operation inherent resolve,US Operation Inherent Resolve,188258,a626,,ruexercises,commands,Commands,US Operation Inherent Resolve,,milpress_mentionee,cd3318b40c8a599403c3870d94cc6ba1,milpress_mentionee__cd3318b40c8a599403c3870d94cc6ba1
special operations command,US Special Operations Command,188258,a596,,ruexercises,commands,Commands,US Special Operations Command,,milpress_mentionee,0942735cb9ba12532cbfc9c0c6d19e90,milpress_mentionee__0942735cb9ba12532cbfc9c0c6d19e90
transportation command,US Transportation Command,188258,a473,,ruexercises,commands,Commands,US Transportation Command,,milpress_mentionee,fc8acfcf3a6ed80d5fd159461c4ac59a,milpress_mentionee__fc8acfcf3a6ed80d5fd159461c4ac59a
strategic command,US Strategic Command,188258,a767,,ruexercises,commands,Commands,US Strategic Command,,milpress_mentionee,0c683766be813a2be4e3269d516e33fd,milpress_mentionee__0c683766be813a2be4e3269d516e33fd
africa command,US Africa Command,188258,a768,,ruexercises,commands,Commands,US Africa Command,,milpress_mentionee,ab8932d3d5182000a89dc4261499cb1a,milpress_mentionee__ab8932d3d5182000a89dc4261499cb1a
central command,US Central Command,188258,a514,,ruexercises,commands,Commands,US Central Command,,milpress_mentionee,8a49aeed44b06bdc7b62777eae520238,milpress_mentionee__8a49aeed44b06bdc7b62777eae520238
indo-pacific command,US Indo-Pacific Command,188258,a616,,ruexercises,commands,Commands,US Indo-Pacific Command,,milpress_mentionee,bc9d3eab6357269798ab6eda07019666,milpress_mentionee__bc9d3eab6357269798ab6eda07019666
southern command,US Southern Command,188258,a538,,ruexercises,commands,Commands,US Southern Command,,milpress_mentionee,c670d6d1654c3053a8f0832d9a3d5cba,milpress_mentionee__c670d6d1654c3053a8f0832d9a3d5cba
northern command,US Northern Command,188258,a515,,ruexercises,commands,Commands,US Northern Command,,milpress_mentionee,5001c4fc70032edcdc5dfc8db69ca85a,milpress_mentionee__5001c4fc70032edcdc5dfc8db69ca85a
european command,US European Command,188258,a516,,ruexercises,commands,Commands,US European Command,,milpress_mentionee,739f3273c8b65a35fd6e293e3592fbd2,milpress_mentionee__739f3273c8b65a35fd6e293e3592fbd2
uscycom,US Cyber Command,188258,a517,,ruexercises,commands,Commands,US Cyber Command,,milpress_mentionee,ee4f063eb7722bedaa2c3cc4a3a306e0,milpress_mentionee__ee4f063eb7722bedaa2c3cc4a3a306e0
usspacecom,US Space Command,188258,a474,,ruexercises,commands,Commands,US Space Command,,milpress_mentionee,57f3b3a17f62d094518e7de86634f563,milpress_mentionee__57f3b3a17f62d094518e7de86634f563
ussocom,US Operation Inherent Resolve,188258,a475,,ruexercises,commands,Commands,US Operation Inherent Resolve,,milpress_mentionee,cd3318b40c8a599403c3870d94cc6ba1,milpress_mentionee__cd3318b40c8a599403c3870d94cc6ba1
ustranscom,US Transportation Command,188258,a518,,ruexercises,commands,Commands,US Transportation Command,,milpress_mentionee,fc8acfcf3a6ed80d5fd159461c4ac59a,milpress_mentionee__fc8acfcf3a6ed80d5fd159461c4ac59a
usstratcom,US Strategic Command,188258,a519,,ruexercises,commands,Commands,US Strategic Command,,milpress_mentionee,0c683766be813a2be4e3269d516e33fd,milpress_mentionee__0c683766be813a2be4e3269d516e33fd
usafricom,US Africa Command,188258,a476,,ruexercises,commands,Commands,US Africa Command,,milpress_mentionee,ab8932d3d5182000a89dc4261499cb1a,milpress_mentionee__ab8932d3d5182000a89dc4261499cb1a
uscentcom,US Central Command,188258,a477,,ruexercises,commands,Commands,US Central Command,,milpress_mentionee,8a49aeed44b06bdc7b62777eae520238,milpress_mentionee__8a49aeed44b06bdc7b62777eae520238
usindopacom,US Indo-Pacific Command,188258,a478,,ruexercises,commands,Commands,US Indo-Pacific Command,,milpress_mentionee,bc9d3eab6357269798ab6eda07019666,milpress_mentionee__bc9d3eab6357269798ab6eda07019666
ussouthcom,US Southern Command,188258,a539,,ruexercises,commands,Commands,US Southern Command,,milpress_mentionee,c670d6d1654c3053a8f0832d9a3d5cba,milpress_mentionee__c670d6d1654c3053a8f0832d9a3d5cba
usnorthcom,US Northern Command,188258,a540,,ruexercises,commands,Commands,US Northern Command,,milpress_mentionee,5001c4fc70032edcdc5dfc8db69ca85a,milpress_mentionee__5001c4fc70032edcdc5dfc8db69ca85a
useucom,US European Command,188258,a591,,ruexercises,commands,Commands,US European Command,,milpress_mentionee,739f3273c8b65a35fd6e293e3592fbd2,milpress_mentionee__739f3273c8b65a35fd6e293e3592fbd2
cycom,US Cyber Command,188258,a769,,ruexercises,commands,Commands,US Cyber Command,,milpress_mentionee,ee4f063eb7722bedaa2c3cc4a3a306e0,milpress_mentionee__ee4f063eb7722bedaa2c3cc4a3a306e0
spacecom,US Space Command,188258,a520,,ruexercises,commands,Commands,US Space Command,,milpress_mentionee,57f3b3a17f62d094518e7de86634f563,milpress_mentionee__57f3b3a17f62d094518e7de86634f563
socom,US Operation Inherent Resolve,188258,a597,,ruexercises,commands,Commands,US Operation Inherent Resolve,,milpress_mentionee,cd3318b40c8a599403c3870d94cc6ba1,milpress_mentionee__cd3318b40c8a599403c3870d94cc6ba1
transcom,US Transportation Command,188258,a521,,ruexercises,commands,Commands,US Transportation Command,,milpress_mentionee,fc8acfcf3a6ed80d5fd159461c4ac59a,milpress_mentionee__fc8acfcf3a6ed80d5fd159461c4ac59a
stratcom,US Strategic Command,188258,a521,,ruexercises,commands,Commands,US Strategic Command,,milpress_mentionee,0c683766be813a2be4e3269d516e33fd,milpress_mentionee__0c683766be813a2be4e3269d516e33fd
africom,US Africa Command,188258,a541,,ruexercises,commands,Commands,US Africa Command,,milpress_mentionee,ab8932d3d5182000a89dc4261499cb1a,milpress_mentionee__ab8932d3d5182000a89dc4261499cb1a
centcom,US Central Command,188258,a542,,ruexercises,commands,Commands,US Central Command,,milpress_mentionee,8a49aeed44b06bdc7b62777eae520238,milpress_mentionee__8a49aeed44b06bdc7b62777eae520238
indopacom,US Indo-Pacific Command,188258,a480,,ruexercises,commands,Commands,US Indo-Pacific Command,,milpress_mentionee,bc9d3eab6357269798ab6eda07019666,milpress_mentionee__bc9d3eab6357269798ab6eda07019666
southcom,US Southern Command,188258,a522,,ruexercises,commands,Commands,US Southern Command,,milpress_mentionee,c670d6d1654c3053a8f0832d9a3d5cba,milpress_mentionee__c670d6d1654c3053a8f0832d9a3d5cba
northcom,US Northern Command,188258,a481,,ruexercises,commands,Commands,US Northern Command,,milpress_mentionee,5001c4fc70032edcdc5dfc8db69ca85a,milpress_mentionee__5001c4fc70032edcdc5dfc8db69ca85a
eucom,US European Command,188258,a613,,ruexercises,commands,Commands,US European Command,,milpress_mentionee,739f3273c8b65a35fd6e293e3592fbd2,milpress_mentionee__739f3273c8b65a35fd6e293e3592fbd2
3rd marine division,US 3rd Marine Division,188258,a523,,ruexercises,commands,Commands,US 3rd Marine Division,,milpress_mentionee,3cac554750aeac11866dca23f572fadf,milpress_mentionee__3cac554750aeac11866dca23f572fadf
31st marine expeditionary unit,US 31st Marine Expeditionary Unit,188258,a770,,ruexercises,commands,Commands,US 31st Marine Expeditionary Unit,,milpress_mentionee,34c3c48cbe123e09e184a451e74f7cfe,milpress_mentionee__34c3c48cbe123e09e184a451e74f7cfe
ii marine expeditionary force information group,US 2nd Marine Information Unit,188258,a524,,ruexercises,commands,Commands,US 2nd Marine Information Unit,,milpress_mentionee,54bade35fb96bc0c6f1085183697a780,milpress_mentionee__54bade35fb96bc0c6f1085183697a780
2nd marine division,US 2nd Marine Division,188258,a543,,ruexercises,commands,Commands,US 2nd Marine Division,,milpress_mentionee,60edb7233924ed36f8848d883a4ecd3f,milpress_mentionee__60edb7233924ed36f8848d883a4ecd3f
special operations command central,US Special Operations Command Central,188258,a582,,ruexercises,commands,Commands,US Special Operations Command Central,,milpress_mentionee,9d3db0e10686d1353b84d24603a2dcc1,milpress_mentionee__9d3db0e10686d1353b84d24603a2dcc1
3rd marine aircraft wing,US 3rd Marine Aircraft Wing,188258,a592,,ruexercises,commands,Commands,US 3rd Marine Aircraft Wing,,milpress_mentionee,ac458c80966d8a61dfcb7d2ad8a4d555,milpress_mentionee__ac458c80966d8a61dfcb7d2ad8a4d555
2nd marine aircraft wing,US 2nd Marine Aircraft Wing,188258,a525,,ruexercises,commands,Commands,US 2nd Marine Aircraft Wing,,milpress_mentionee,dcc1400d3456e747c5f60ea578319d7a,milpress_mentionee__dcc1400d3456e747c5f60ea578319d7a
1st marine aircraft wing,US Marines 1st Aircraft Wing,188258,a526,,ruexercises,commands,Commands,US Marines 1st Aircraft Wing,,milpress_mentionee,625628b6319867910565460341926e19,milpress_mentionee__625628b6319867910565460341926e19
expeditionary strike group seven,US Expeditionary Strike Group Seven,188258,a526,,ruexercises,commands,Commands,US Expeditionary Strike Group Seven,,milpress_mentionee,c87c94d7be508d8a2890deeaebbf9cad,milpress_mentionee__c87c94d7be508d8a2890deeaebbf9cad
ii marine expeditionary force,US 2nd Marines Expeditionary Force,188258,a526,,ruexercises,commands,Commands,US 2nd Marines Expeditionary Force,,milpress_mentionee,a250def32ad6cb7a08ff60adf1d31101,milpress_mentionee__a250def32ad6cb7a08ff60adf1d31101
iii marine expeditionary force,US III Marine Expeditionary Force,188258,a527,,ruexercises,commands,Commands,US III Marine Expeditionary Force,,milpress_mentionee,ec2cd29ddbdc23addf3002f64b0ac576,milpress_mentionee__ec2cd29ddbdc23addf3002f64b0ac576
3rd marine logistics group,US Marines 3rd Marine Logistics Group,188258,a611,,ruexercises,commands,Commands,US Marines 3rd Marine Logistics Group,,milpress_mentionee,8f00c68dc0bba68f96150f28987b58c5,milpress_mentionee__8f00c68dc0bba68f96150f28987b58c5
24th marine expeditionary unit,US Marines 24th Expeditionary Unit,188258,a615,,ruexercises,commands,Commands,US Marines 24th Expeditionary Unit,,milpress_mentionee,0dc7f9bb32ac94fba2d1db03d2a69844,milpress_mentionee__0dc7f9bb32ac94fba2d1db03d2a69844
13th marine expeditionary unit,US Marines 13th Expeditionary Unit,188258,a550,,ruexercises,commands,Commands,US Marines 13th Expeditionary Unit,,milpress_mentionee,6ac590dc2b5ac2ea4ef7693e30e542e2,milpress_mentionee__6ac590dc2b5ac2ea4ef7693e30e542e2
marine air ground task force,US 22nd Marine Expeditionary Unit,188258,a561,,ruexercises,commands,Commands,US 22nd Marine Expeditionary Unit,,milpress_mentionee,99dec83fcb1e7b4ef31381207109242c,milpress_mentionee__99dec83fcb1e7b4ef31381207109242c
15th marine expeditionary unit,US Marines 15th Expeditionary Unit,188258,a579,,ruexercises,commands,Commands,US Marines 15th Expeditionary Unit,,milpress_mentionee,1928a5541dda168f4193e103d6f3fc79,milpress_mentionee__1928a5541dda168f4193e103d6f3fc79
i marine expeditionary force,US Marines First Expeditionary Force,188258,a482,,ruexercises,commands,Commands,US Marines First Expeditionary Force,,milpress_mentionee,853f5a1fb576e99e0745322eba5e4ea4,milpress_mentionee__853f5a1fb576e99e0745322eba5e4ea4
marines corps special operations command,US Marines Special Operations Command,188258,a601,,ruexercises,commands,Commands,US Marines Special Operations Command,,milpress_mentionee,2b39452872079e099faf991ad306341f,milpress_mentionee__2b39452872079e099faf991ad306341f
marines corps forces europe and africa,US Marines Command Europe and Africa,188258,a528,,ruexercises,commands,Commands,US Marines Command Europe and Africa,,milpress_mentionee,86b810e8101efe49c1da9c17b877b9ee,milpress_mentionee__86b810e8101efe49c1da9c17b877b9ee
military sealift command,US Military Sealift Command,188258,a771,,ruexercises,commands,Commands,US Military Sealift Command,,milpress_mentionee,36a35e6d926fd64ea6d22d16a5aa8684,milpress_mentionee__36a35e6d926fd64ea6d22d16a5aa8684
1st marine division,US Marines 1st Division,188258,a483,,ruexercises,commands,Commands,US Marines 1st Division,,milpress_mentionee,b0b3c95f59b75e1efefed29e1d363abe,milpress_mentionee__b0b3c95f59b75e1efefed29e1d363abe
