keyword,caption_name,topic_id,location,guid,groups,entity_type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
starlink-1547,Starlink-1547 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1547 communications satellite,,milpress_mentionee,5c4735620a8d0d83603c0227fcdce77e,milpress_mentionee__5c4735620a8d0d83603c0227fcdce77e
starlink-1548,Starlink-1548 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1548 communications satellite,,milpress_mentionee,493750bb21ec8b55748394a556020551,milpress_mentionee__493750bb21ec8b55748394a556020551
starlink-1549,Starlink-1549 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1549 communications satellite,,milpress_mentionee,631dd3bda173a7c78dee05f625f42212,milpress_mentionee__631dd3bda173a7c78dee05f625f42212
starlink-1550,Starlink-1550 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1550 communications satellite,,milpress_mentionee,6838bbaa699ecf030cd8c1ff148cae96,milpress_mentionee__6838bbaa699ecf030cd8c1ff148cae96
starlink-1551,Starlink-1551 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1551 communications satellite,,milpress_mentionee,a2c0bd03fde64c67a645d0ff4e849ba6,milpress_mentionee__a2c0bd03fde64c67a645d0ff4e849ba6
starlink-1552,Starlink-1552 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1552 communications satellite,,milpress_mentionee,efcb75473f69c0c1755c421775f30d49,milpress_mentionee__efcb75473f69c0c1755c421775f30d49
starlink-1553,Starlink-1553 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1553 communications satellite,,milpress_mentionee,3b6874c570b7b851811f09737bdb64d5,milpress_mentionee__3b6874c570b7b851811f09737bdb64d5
starlink-1554,Starlink-1554 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1554 communications satellite,,milpress_mentionee,f33c4e7deef882a817ed9983d753b9e4,milpress_mentionee__f33c4e7deef882a817ed9983d753b9e4
starlink-1555,Starlink-1555 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1555 communications satellite,,milpress_mentionee,48408d7deaa7dee640b875bb8a1f9588,milpress_mentionee__48408d7deaa7dee640b875bb8a1f9588
starlink-1556,Starlink-1556 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1556 communications satellite,,milpress_mentionee,16eedbcd05101d796463a63e26b5aa95,milpress_mentionee__16eedbcd05101d796463a63e26b5aa95
starlink-1557,Starlink-1557 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1557 communications satellite,,milpress_mentionee,fc1baa18191ee0ef9510b41362902a35,milpress_mentionee__fc1baa18191ee0ef9510b41362902a35
starlink-1558,Starlink-1558 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1558 communications satellite,,milpress_mentionee,b26804c61701b1980ec11bf832fd5eba,milpress_mentionee__b26804c61701b1980ec11bf832fd5eba
starlink-1559,Starlink-1559 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1559 communications satellite,,milpress_mentionee,a27eaa8b02be9850e52c3e3ac891ff9c,milpress_mentionee__a27eaa8b02be9850e52c3e3ac891ff9c
starlink-1560,Starlink-1560 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1560 communications satellite,,milpress_mentionee,0fef61769d1d8705d7e170c45d0f41ed,milpress_mentionee__0fef61769d1d8705d7e170c45d0f41ed
starlink-1561,Starlink-1561 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1561 communications satellite,,milpress_mentionee,952eb275bf96d4b17acd3e4bb6d378ae,milpress_mentionee__952eb275bf96d4b17acd3e4bb6d378ae
starlink-1562,Starlink-1562 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1562 communications satellite,,milpress_mentionee,dc1357c7502827e457d0d931ab4dfacd,milpress_mentionee__dc1357c7502827e457d0d931ab4dfacd
starlink-1563,Starlink-1563 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1563 communications satellite,,milpress_mentionee,953c9aacfe79c35696e64d9edb0deab0,milpress_mentionee__953c9aacfe79c35696e64d9edb0deab0
starlink-1564,Starlink-1564 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1564 communications satellite,,milpress_mentionee,419a4f23bbe25b35bcd581c94b9bd5f7,milpress_mentionee__419a4f23bbe25b35bcd581c94b9bd5f7
starlink-1565,Starlink-1565 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1565 communications satellite,,milpress_mentionee,f46f32a53c9e987cf8bf3c2c77e6e4ba,milpress_mentionee__f46f32a53c9e987cf8bf3c2c77e6e4ba
starlink-1566,Starlink-1566 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1566 communications satellite,,milpress_mentionee,b97edcbe794a0ef265991d83338b04b7,milpress_mentionee__b97edcbe794a0ef265991d83338b04b7
starlink-1567,Starlink-1567 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1567 communications satellite,,milpress_mentionee,4d71b75e6ba68706161df224e54eef5e,milpress_mentionee__4d71b75e6ba68706161df224e54eef5e
starlink-1568,Starlink-1568 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1568 communications satellite,,milpress_mentionee,773715a18888bafb0db4daa6bbc95a39,milpress_mentionee__773715a18888bafb0db4daa6bbc95a39
starlink-1569,Starlink-1569 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1569 communications satellite,,milpress_mentionee,4f3be52c0a9ffd6ed405a43071c0fc2f,milpress_mentionee__4f3be52c0a9ffd6ed405a43071c0fc2f
starlink-1570,Starlink-1570 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1570 communications satellite,,milpress_mentionee,28f3d88ef74d5f192c3721f4eeb80e2e,milpress_mentionee__28f3d88ef74d5f192c3721f4eeb80e2e
starlink-1571,Starlink-1571 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1571 communications satellite,,milpress_mentionee,b9479d13775f0fe8aab14bcaf66b95f3,milpress_mentionee__b9479d13775f0fe8aab14bcaf66b95f3
starlink-1572,Starlink-1572 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1572 communications satellite,,milpress_mentionee,56daa0ee951f0d0dd17a7ac40e0a648a,milpress_mentionee__56daa0ee951f0d0dd17a7ac40e0a648a
starlink-1573,Starlink-1573 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1573 communications satellite,,milpress_mentionee,2cae989658059dad8216474ccf61c261,milpress_mentionee__2cae989658059dad8216474ccf61c261
starlink-1574,Starlink-1574 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1574 communications satellite,,milpress_mentionee,898cc33f89c2267c308a0896f562591e,milpress_mentionee__898cc33f89c2267c308a0896f562591e
starlink-1575,Starlink-1575 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1575 communications satellite,,milpress_mentionee,8af1f0e0006d59728398a1598035096a,milpress_mentionee__8af1f0e0006d59728398a1598035096a
starlink-1576,Starlink-1576 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1576 communications satellite,,milpress_mentionee,48fd47cf700cea39aba221f80f0701c0,milpress_mentionee__48fd47cf700cea39aba221f80f0701c0
starlink-1577,Starlink-1577 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1577 communications satellite,,milpress_mentionee,496ecf9dc729b920ce446f10c4c93360,milpress_mentionee__496ecf9dc729b920ce446f10c4c93360
starlink-1578,Starlink-1578 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1578 communications satellite,,milpress_mentionee,7963eb2272170f1a6b8f61b849559ade,milpress_mentionee__7963eb2272170f1a6b8f61b849559ade
starlink-1579,Starlink-1579 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1579 communications satellite,,milpress_mentionee,b718d58a9a433f382021e847fdd59f08,milpress_mentionee__b718d58a9a433f382021e847fdd59f08
starlink-1580,Starlink-1580 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1580 communications satellite,,milpress_mentionee,c3b3da61339ef67b61edb34ee476411b,milpress_mentionee__c3b3da61339ef67b61edb34ee476411b
starlink-1581,Starlink-1581 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1581 communications satellite,,milpress_mentionee,d833d7a3ab4010880f15f063e7b007d1,milpress_mentionee__d833d7a3ab4010880f15f063e7b007d1
starlink-1582,Starlink-1582 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1582 communications satellite,,milpress_mentionee,cf68150d84dd2934c7a289d21940e099,milpress_mentionee__cf68150d84dd2934c7a289d21940e099
starlink-1583,Starlink-1583 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1583 communications satellite,,milpress_mentionee,0c71384cd57de7ebbe74511fbc8b20a8,milpress_mentionee__0c71384cd57de7ebbe74511fbc8b20a8
starlink-1584,Starlink-1584 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1584 communications satellite,,milpress_mentionee,eed2adddd9342c937c1d52205e58d5f6,milpress_mentionee__eed2adddd9342c937c1d52205e58d5f6
starlink-1585,Starlink-1585 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1585 communications satellite,,milpress_mentionee,ba43ca616977e8dba2ffe7c9c864ef4d,milpress_mentionee__ba43ca616977e8dba2ffe7c9c864ef4d
starlink-1586,Starlink-1586 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1586 communications satellite,,milpress_mentionee,008d342c0c6190c40c3f8c1e2887d551,milpress_mentionee__008d342c0c6190c40c3f8c1e2887d551
starlink-1587,Starlink-1587 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1587 communications satellite,,milpress_mentionee,cac904c4a48afd64e0527e7c82d08852,milpress_mentionee__cac904c4a48afd64e0527e7c82d08852
starlink-1588,Starlink-1588 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1588 communications satellite,,milpress_mentionee,27fb57d6f278aecb29114e87ab934a49,milpress_mentionee__27fb57d6f278aecb29114e87ab934a49
starlink-1589,Starlink-1589 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1589 communications satellite,,milpress_mentionee,7f171a594a4bc7f5b7293b5cd6e2398a,milpress_mentionee__7f171a594a4bc7f5b7293b5cd6e2398a
starlink-1590,Starlink-1590 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1590 communications satellite,,milpress_mentionee,b3d3c0e9ee47b7e004a4b83ee3473830,milpress_mentionee__b3d3c0e9ee47b7e004a4b83ee3473830
starlink-1591,Starlink-1591 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1591 communications satellite,,milpress_mentionee,98a4436089a404b193efc28ccb0f0e11,milpress_mentionee__98a4436089a404b193efc28ccb0f0e11
starlink-1592,Starlink-1592 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1592 communications satellite,,milpress_mentionee,cd99d010b801d4180690712c06f4345c,milpress_mentionee__cd99d010b801d4180690712c06f4345c
starlink-1593,Starlink-1593 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1593 communications satellite,,milpress_mentionee,d1600bf5729d226dbbe1582445edab90,milpress_mentionee__d1600bf5729d226dbbe1582445edab90
starlink-1594,Starlink-1594 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1594 communications satellite,,milpress_mentionee,c854860ec7b1503d2e11ddee1f243a31,milpress_mentionee__c854860ec7b1503d2e11ddee1f243a31
starlink-1595,Starlink-1595 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1595 communications satellite,,milpress_mentionee,b15c37343c441b07a5375eaf52c1dd5f,milpress_mentionee__b15c37343c441b07a5375eaf52c1dd5f
starlink-1596,Starlink-1596 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1596 communications satellite,,milpress_mentionee,61c67e48f8da83db686a388e45c508fb,milpress_mentionee__61c67e48f8da83db686a388e45c508fb
starlink-1597,Starlink-1597 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1597 communications satellite,,milpress_mentionee,496ac3612cb3bae71712bf1d142632a1,milpress_mentionee__496ac3612cb3bae71712bf1d142632a1
starlink-1598,Starlink-1598 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1598 communications satellite,,milpress_mentionee,2aa5b010c38f9f415db3b9cd33354083,milpress_mentionee__2aa5b010c38f9f415db3b9cd33354083
starlink-1599,Starlink-1599 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1599 communications satellite,,milpress_mentionee,cc82d2fa915ffb51800b31a8451c44b2,milpress_mentionee__cc82d2fa915ffb51800b31a8451c44b2
starlink-1600,Starlink-1600 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1600 communications satellite,,milpress_mentionee,733a5032304ebbcd69c4e6de22e681b6,milpress_mentionee__733a5032304ebbcd69c4e6de22e681b6
starlink-1601,Starlink-1601 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1601 communications satellite,,milpress_mentionee,84316e2d5e1fd3d0a846da8a89b60227,milpress_mentionee__84316e2d5e1fd3d0a846da8a89b60227
starlink-1602,Starlink-1602 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1602 communications satellite,,milpress_mentionee,afe34753febc6c1e258fdbe8d47813fd,milpress_mentionee__afe34753febc6c1e258fdbe8d47813fd
starlink-1603,Starlink-1603 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1603 communications satellite,,milpress_mentionee,fd557f36fbb1177fdc51b9f8faaf04d4,milpress_mentionee__fd557f36fbb1177fdc51b9f8faaf04d4
starlink-1604,Starlink-1604 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1604 communications satellite,,milpress_mentionee,7349479f92e8eb9ebd0fcc83c48b6df3,milpress_mentionee__7349479f92e8eb9ebd0fcc83c48b6df3
starlink-1605,Starlink-1605 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1605 communications satellite,,milpress_mentionee,9e88dd8c8cc0f1e2079aa6650c00fd76,milpress_mentionee__9e88dd8c8cc0f1e2079aa6650c00fd76
starlink-1606,Starlink-1606 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1606 communications satellite,,milpress_mentionee,4e49c1b0fa2c04c35edeae395d535e38,milpress_mentionee__4e49c1b0fa2c04c35edeae395d535e38
starlink-1607,Starlink-1607 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1607 communications satellite,,milpress_mentionee,55cc9cbdf2aefe8b16032395a2a6d62a,milpress_mentionee__55cc9cbdf2aefe8b16032395a2a6d62a
starlink-1608,Starlink-1608 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1608 communications satellite,,milpress_mentionee,38feb7b05efb8f6f993f8e57b7881bd7,milpress_mentionee__38feb7b05efb8f6f993f8e57b7881bd7
starlink-1609,Starlink-1609 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1609 communications satellite,,milpress_mentionee,e24740e48af442f448df3827f841f465,milpress_mentionee__e24740e48af442f448df3827f841f465
starlink-1610,Starlink-1610 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1610 communications satellite,,milpress_mentionee,1a57b0200e2b55ffd55113e0cb798fdd,milpress_mentionee__1a57b0200e2b55ffd55113e0cb798fdd
starlink-1611,Starlink-1611 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1611 communications satellite,,milpress_mentionee,454504f616104ac50e52c163ce87ee8c,milpress_mentionee__454504f616104ac50e52c163ce87ee8c
starlink-1612,Starlink-1612 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1612 communications satellite,,milpress_mentionee,a91dc641025d86c71949e1bbc52a9965,milpress_mentionee__a91dc641025d86c71949e1bbc52a9965
starlink-1613,Starlink-1613 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1613 communications satellite,,milpress_mentionee,a4e088e705aac5449f4d98d9496ea010,milpress_mentionee__a4e088e705aac5449f4d98d9496ea010
starlink-1614,Starlink-1614 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1614 communications satellite,,milpress_mentionee,5b0ba8cea8d2530095cfc2b24a28b825,milpress_mentionee__5b0ba8cea8d2530095cfc2b24a28b825
starlink-1615,Starlink-1615 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1615 communications satellite,,milpress_mentionee,99f88345cedbabb7b0a4321ca550f9de,milpress_mentionee__99f88345cedbabb7b0a4321ca550f9de
starlink-1616,Starlink-1616 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1616 communications satellite,,milpress_mentionee,0db4ec7cbda7f7d5741778c186441365,milpress_mentionee__0db4ec7cbda7f7d5741778c186441365
starlink-1617,Starlink-1617 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1617 communications satellite,,milpress_mentionee,c59844d5dbb49b703e8d319c3ab19db0,milpress_mentionee__c59844d5dbb49b703e8d319c3ab19db0
starlink-1618,Starlink-1618 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1618 communications satellite,,milpress_mentionee,eeb0d5866eb4e303b6e2fc3e92205933,milpress_mentionee__eeb0d5866eb4e303b6e2fc3e92205933
starlink-1619,Starlink-1619 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1619 communications satellite,,milpress_mentionee,2e2fc2bff1b16d8036ead381679e7cf6,milpress_mentionee__2e2fc2bff1b16d8036ead381679e7cf6
starlink-1620,Starlink-1620 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1620 communications satellite,,milpress_mentionee,02d3d21bf900bbd27c036d68e278d0bc,milpress_mentionee__02d3d21bf900bbd27c036d68e278d0bc
starlink-1621,Starlink-1621 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1621 communications satellite,,milpress_mentionee,83ebcec873aa17639dbcc973fd6a3eda,milpress_mentionee__83ebcec873aa17639dbcc973fd6a3eda
starlink-1622,Starlink-1622 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1622 communications satellite,,milpress_mentionee,0b46a3783fceaea3079d4ff4496f1f29,milpress_mentionee__0b46a3783fceaea3079d4ff4496f1f29
starlink-1623,Starlink-1623 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1623 communications satellite,,milpress_mentionee,2b2f3c2505c7214abb6ad2eccc7efa0f,milpress_mentionee__2b2f3c2505c7214abb6ad2eccc7efa0f
starlink-1624,Starlink-1624 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1624 communications satellite,,milpress_mentionee,fb29009684977db99ba383109536cd42,milpress_mentionee__fb29009684977db99ba383109536cd42
starlink-1625,Starlink-1625 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1625 communications satellite,,milpress_mentionee,79128bd8fd2b8cb05423880bf639787b,milpress_mentionee__79128bd8fd2b8cb05423880bf639787b
starlink-1626,Starlink-1626 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1626 communications satellite,,milpress_mentionee,f629f4bb69ef9c8cf1b86ede8137d3d7,milpress_mentionee__f629f4bb69ef9c8cf1b86ede8137d3d7
starlink-1627,Starlink-1627 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1627 communications satellite,,milpress_mentionee,4be0b528dd30a8d93178df355e8a4a15,milpress_mentionee__4be0b528dd30a8d93178df355e8a4a15
starlink-1628,Starlink-1628 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1628 communications satellite,,milpress_mentionee,36eb519cedeb1564e5cb307ec870be3e,milpress_mentionee__36eb519cedeb1564e5cb307ec870be3e
starlink-1629,Starlink-1629 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1629 communications satellite,,milpress_mentionee,d8b368274b36db35aac11484defa2da5,milpress_mentionee__d8b368274b36db35aac11484defa2da5
starlink-1630,Starlink-1630 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1630 communications satellite,,milpress_mentionee,25d551dc62eca87a603e6e2c8277c57e,milpress_mentionee__25d551dc62eca87a603e6e2c8277c57e
starlink-1631,Starlink-1631 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1631 communications satellite,,milpress_mentionee,de78c2b768d6168480ddde224cadf445,milpress_mentionee__de78c2b768d6168480ddde224cadf445
starlink-1632,Starlink-1632 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1632 communications satellite,,milpress_mentionee,54235e1aa16655f867160eebeacfae03,milpress_mentionee__54235e1aa16655f867160eebeacfae03
starlink-1633,Starlink-1633 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1633 communications satellite,,milpress_mentionee,a165339c721ef0e66a0701935589857a,milpress_mentionee__a165339c721ef0e66a0701935589857a
starlink-1634,Starlink-1634 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1634 communications satellite,,milpress_mentionee,7b6e098c40b1e610dd4dcfecc866d3fe,milpress_mentionee__7b6e098c40b1e610dd4dcfecc866d3fe
starlink-1635,Starlink-1635 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1635 communications satellite,,milpress_mentionee,fa7d6923289b7bc428a4f7b76d24aa2b,milpress_mentionee__fa7d6923289b7bc428a4f7b76d24aa2b
starlink-1636,Starlink-1636 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1636 communications satellite,,milpress_mentionee,9489dbd52d1e10a71ace216f6259f996,milpress_mentionee__9489dbd52d1e10a71ace216f6259f996
starlink-1637,Starlink-1637 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1637 communications satellite,,milpress_mentionee,67778c70cf0281fbeb635c9a2da69030,milpress_mentionee__67778c70cf0281fbeb635c9a2da69030
starlink-1638,Starlink-1638 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1638 communications satellite,,milpress_mentionee,6938b0a62bebcea5396292af1a7cb977,milpress_mentionee__6938b0a62bebcea5396292af1a7cb977
starlink-1639,Starlink-1639 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1639 communications satellite,,milpress_mentionee,2f6937dba805f00c06a1f443d2b042df,milpress_mentionee__2f6937dba805f00c06a1f443d2b042df
starlink-1640,Starlink-1640 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1640 communications satellite,,milpress_mentionee,4dc0ba4647cfd5288cf62d0194a2a18c,milpress_mentionee__4dc0ba4647cfd5288cf62d0194a2a18c
starlink-1641,Starlink-1641 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1641 communications satellite,,milpress_mentionee,318bf26e8a792596b51da863bf841668,milpress_mentionee__318bf26e8a792596b51da863bf841668
starlink-1642,Starlink-1642 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1642 communications satellite,,milpress_mentionee,c074bf883257a5cd2fd71b3b5d9abc5e,milpress_mentionee__c074bf883257a5cd2fd71b3b5d9abc5e
starlink-1643,Starlink-1643 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1643 communications satellite,,milpress_mentionee,00d46f518b6f0f88b8270fa3cc71fb55,milpress_mentionee__00d46f518b6f0f88b8270fa3cc71fb55
starlink-1644,Starlink-1644 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1644 communications satellite,,milpress_mentionee,298aef76604435b22ea262248a1d5640,milpress_mentionee__298aef76604435b22ea262248a1d5640
starlink-1645,Starlink-1645 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1645 communications satellite,,milpress_mentionee,9a17de1b8e1240f8906594a4d2157d94,milpress_mentionee__9a17de1b8e1240f8906594a4d2157d94
starlink-1646,Starlink-1646 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1646 communications satellite,,milpress_mentionee,65a804e4d2c6ab6b4878a3afefc6ff5d,milpress_mentionee__65a804e4d2c6ab6b4878a3afefc6ff5d
starlink-1647,Starlink-1647 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1647 communications satellite,,milpress_mentionee,3bbf2a0fbe0ee2b14911b95a5058ba77,milpress_mentionee__3bbf2a0fbe0ee2b14911b95a5058ba77
starlink-1648,Starlink-1648 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1648 communications satellite,,milpress_mentionee,7df7ddfc14f2f3c50d4824d26cfa737a,milpress_mentionee__7df7ddfc14f2f3c50d4824d26cfa737a
starlink-1649,Starlink-1649 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1649 communications satellite,,milpress_mentionee,366bb4b13f23fb8c59a15604d5ce8995,milpress_mentionee__366bb4b13f23fb8c59a15604d5ce8995
starlink-1650,Starlink-1650 communications satellite,188261,a700,482d22ee391c96d95e6bd36732770175,,satellite,Satellite,Starlink-1650 communications satellite,,milpress_mentionee,130e8192107faf11d3ae9734e34668bf,milpress_mentionee__130e8192107faf11d3ae9734e34668bf
