native_language,english_term,caption_text,incident_tier,topic_tags,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
soldats,soldiers,Armed conflict incident reported,3,Conflicts - Land,188250,DiplomaticFacilities,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
armée,army,Armed conflict incident reported,3,Conflicts - Land,188250,AAEntity,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
militaire,military,Armed conflict incident reported,3,Conflicts - Land,188250,Wells,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
adf,ADF,Armed conflict incident reported,3,Conflicts - Land,188250,LegislativeCommittee,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
forces démocratiques alliées,allied democratic forces,Armed conflict incident reported,3,Conflicts - Land,188250,Person,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
forces armées,Armed forces,Armed conflict incident reported,3,Conflicts - Land,188250,Consulates,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
fardc,FARDC,Armed conflict incident reported,3,Conflicts - Land,188250,Legislator,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
rebelles,rebels,Armed conflict incident reported,3,Conflicts - Land,188250,News,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
militants,militants,Armed conflict incident reported,3,Conflicts - Land,188250,AAEntity,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
groupes armés,armed groups,Armed conflict incident reported,3,Conflicts - Land,188250,Media,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
national des états-unis,US national,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,space,Incident involving US national reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_congo_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
citoyen américain,American citizen,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,Legislator,Incident involving US national reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_congo_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
personne américaine,American person,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,ForeignMinister,Incident involving US national reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_congo_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
citoyen américain,US citizen,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,Consulates,Incident involving US national reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_congo_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
pneus brûlés,burned tires,Protest reported,7,Public Disruption,188108,LegislativeCommittee,Protest reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_congo_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
pneus en feu,burning tires,Protest reported,7,Public Disruption,188108,AAEntity,Protest reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_congo_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
volcan,volcano,Volcanic incident reported,2,Natural Disasters,188290,Consulates,Volcanic incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,52d9a2bf6e2c32e6a86f9aa3fcbb4a3f,local_news_physical_safety_congo_caption_topic_threshold_mapping__52d9a2bf6e2c32e6a86f9aa3fcbb4a3f
tremblement de terre,earthquake,Earthquake reported,2,Natural Disasters,188290,Legislator,Earthquake reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,ea14d8cedb554a9a4cf91fc768aae85e,local_news_physical_safety_congo_caption_topic_threshold_mapping__ea14d8cedb554a9a4cf91fc768aae85e
circulation,traffic,Crash reported,50,Roadways - Safety,188130,AAEntity,Crash reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_congo_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
crash,crash,Crash reported,50,Roadways - Safety,188130,ForeignMinister,Crash reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_congo_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
collision,collision,Crash reported,50,Roadways - Safety,188130,Media,Crash reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_congo_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
écrasé,crashed,Crash reported,50,Roadways - Safety,188130,Media,Crash reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_congo_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
accident,accident,Crash reported,50,Roadways - Safety,188130,Consulates,Crash reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_congo_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
traite des êtres humains,human trafficking,Incident involving human trafficking reported,8,Immigration and Refugees,199119,LegislativeCommittee,Incident involving human trafficking reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,49a7e186c5ba2b60e161e5cb0de2a2ad,local_news_physical_safety_congo_caption_topic_threshold_mapping__49a7e186c5ba2b60e161e5cb0de2a2ad
réfugiés,refugees,Incident involving migrants reported,9,Immigration and Refugees,199119,Shipping,Incident involving migrants reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,5f24999a4d4d358500a34e80775eee4e,local_news_physical_safety_congo_caption_topic_threshold_mapping__5f24999a4d4d358500a34e80775eee4e
migrants,migrants,Incident involving migrants reported,9,Immigration and Refugees,199119,Pipeline,Incident involving migrants reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,5f24999a4d4d358500a34e80775eee4e,local_news_physical_safety_congo_caption_topic_threshold_mapping__5f24999a4d4d358500a34e80775eee4e
les immigrants,immigrants,Incident involving migrants reported,9,Immigration and Refugees,199119,space,Incident involving migrants reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,5f24999a4d4d358500a34e80775eee4e,local_news_physical_safety_congo_caption_topic_threshold_mapping__5f24999a4d4d358500a34e80775eee4e
stupéfiants,narcotics,Incident involving narcotics reported,8,Crime - Narcotics,188109,Consulates,Incident involving narcotics reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_congo_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
marijuana,marijuana,Incident involving narcotics reported,8,Crime - Narcotics,188109,Organization,Incident involving narcotics reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_congo_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
cocaïne,cocaine,Incident involving narcotics reported,8,Crime - Narcotics,188109,Exec,Incident involving narcotics reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_congo_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
héroïne,heroin,Incident involving narcotics reported,8,Crime - Narcotics,188109,News,Incident involving narcotics reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_congo_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
drogues,drugs,Incident involving narcotics reported,8,Crime - Narcotics,188109,ForeignMinister,Incident involving narcotics reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_congo_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
cour supreme de justice,court,Court proceedings reported,2,Crime - Courts & Legal Action,188110,DiplomaticFacilities,Court proceedings reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_congo_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
cour de la sȗreté de l’etat,court,Court proceedings reported,2,Crime - Courts & Legal Action,188110,Refinery,Court proceedings reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_congo_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
cour d’appel,court,Court proceedings reported,2,Crime - Courts & Legal Action,188110,Person,Court proceedings reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_congo_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
tribunal de grande instance,court,Court proceedings reported,2,Crime - Courts & Legal Action,188110,Media,Court proceedings reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_congo_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
tribunaux de paix,court,Court proceedings reported,2,Crime - Courts & Legal Action,188110,Consulates,Court proceedings reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_congo_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
juge,judge,Court proceedings reported,2,Crime - Courts & Legal Action,188110,ForeignMinistry,Court proceedings reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_congo_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
procureur,prosecutor,Court proceedings reported,2,Crime - Courts & Legal Action,188110,ForeignMinister,Court proceedings reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_congo_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
procédure pénale,criminal proceedings,Court proceedings reported,2,Crime - Courts & Legal Action,188110,Keyphrase,Court proceedings reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_congo_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
codeco,CODECO,Armed conflict incident reported,3,Conflicts - Land,188250,space,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
bandits,bandits,Armed conflict incident reported,3,Conflicts - Land,188250,Media,Armed conflict incident reported,,local_news_physical_safety_congo_caption_topic_threshold_mapping,62e0ec3df93afc4454ad57e06d1c4066,local_news_physical_safety_congo_caption_topic_threshold_mapping__62e0ec3df93afc4454ad57e06d1c4066
