handle,caption_name,location,include_groups,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
thessaoig,US SSA Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Legislator,US SSA Office of the Inspector General,,dgm_proscutor_handles,1b0e6026ff38cd4dc1aa10596ac6e02f,dgm_proscutor_handles__1b0e6026ff38cd4dc1aa10596ac6e02f
oigfedcfpb,US Federal Reserve Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",ForeignMinistry,US Federal Reserve Office of the Inspector General,,dgm_proscutor_handles,86483128cab63a48c2d8190a7ae5b2e0,dgm_proscutor_handles__86483128cab63a48c2d8190a7ae5b2e0
seaoig,Seattle Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Consulates,Seattle Office of the Inspector General,,dgm_proscutor_handles,a419dfcafdf35e50dea1e00df18dcf04,dgm_proscutor_handles__a419dfcafdf35e50dea1e00df18dcf04
texasoig,Texas Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Pipeline,Texas Office of the Inspector General,,dgm_proscutor_handles,6fd17128e798b1a6a8a1cf384e816a62,dgm_proscutor_handles__6fd17128e798b1a6a8a1cf384e816a62
ininspectorgen,Indiana Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Exec,Indiana Office of the Inspector General,,dgm_proscutor_handles,65661f9a5087850f778ab940abafe657,dgm_proscutor_handles__65661f9a5087850f778ab940abafe657
oig_baltimore,Baltimore Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",ForeignMinistry,Baltimore Office of the Inspector General,,dgm_proscutor_handles,7c0ece93c3fd8b8328cdb4559115800f,dgm_proscutor_handles__7c0ece93c3fd8b8328cdb4559115800f
sbaoig,US SBA Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",FTO,US SBA Office of the Inspector General,,dgm_proscutor_handles,83e3f83de415c3d7394f25f0a4c9ba93,dgm_proscutor_handles__83e3f83de415c3d7394f25f0a4c9ba93
oigathhs,US HHS Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",News,US HHS Office of the Inspector General,,dgm_proscutor_handles,3b6092030c3088c680a6f6f1b921fac5,dgm_proscutor_handles__3b6092030c3088c680a6f6f1b921fac5
smpcenter,SMP National Resource Center Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Consulates,SMP National Resource Center Office of the Inspector General,,dgm_proscutor_handles,2b341b53db3f890501a0d582deaa21d7,dgm_proscutor_handles__2b341b53db3f890501a0d582deaa21d7
oigusps,USPS Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Exec,USPS Office of the Inspector General,,dgm_proscutor_handles,e24135cebb328d85a27ea0ac2f6918fa,dgm_proscutor_handles__e24135cebb328d85a27ea0ac2f6918fa
stateoig,US DOS Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",AAEntity,US DOS Office of the Inspector General,,dgm_proscutor_handles,dbcdd92119602599c77f9ef5d83cce64,dgm_proscutor_handles__dbcdd92119602599c77f9ef5d83cce64
doioig,US DOI Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",space,US DOI Office of the Inspector General,,dgm_proscutor_handles,971c503ab0944dea1a45fbaaacba2e8b,dgm_proscutor_handles__971c503ab0944dea1a45fbaaacba2e8b
fdic_oig,US FDIC Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",ForeignMinister,US FDIC Office of the Inspector General,,dgm_proscutor_handles,43ee739508d936b1735717f07b0d13dd,dgm_proscutor_handles__43ee739508d936b1735717f07b0d13dd
nsfoig,US NSF Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",ForeignMinistry,US NSF Office of the Inspector General,,dgm_proscutor_handles,a61b4279247f31f30a6eac60ea9dee9d,dgm_proscutor_handles__a61b4279247f31f30a6eac60ea9dee9d
nolaoig,New Orleans Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Person,New Orleans Office of the Inspector General,,dgm_proscutor_handles,471fac8b6e9e6522ece7e961ecbbb98d,dgm_proscutor_handles__471fac8b6e9e6522ece7e961ecbbb98d
phillyoig,Philadelphia Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",ForeignMinistry,Philadelphia Office of the Inspector General,,dgm_proscutor_handles,d0c960f814eb6e7522dd4a7ee271a919,dgm_proscutor_handles__d0c960f814eb6e7522dd4a7ee271a919
metrooig,WMATA Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Keyphrase,WMATA Office of the Inspector General,,dgm_proscutor_handles,b38f24b801c3ed3f3d518ff935d6b19e,dgm_proscutor_handles__b38f24b801c3ed3f3d518ff935d6b19e
dotinspectorgen,US DOT Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Diplomat,US DOT Office of the Inspector General,,dgm_proscutor_handles,16db3269886366b8b0ce0e1b633189de,dgm_proscutor_handles__16db3269886366b8b0ce0e1b633189de
chicagooig,Chicago Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Legislator,Chicago Office of the Inspector General,,dgm_proscutor_handles,9f9be96f647a8872eba8e61f122785ca,dgm_proscutor_handles__9f9be96f647a8872eba8e61f122785ca
commerceoig,US DOC Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Wells,US DOC Office of the Inspector General,,dgm_proscutor_handles,e8997f305fbc313987cb5b3380981035,dgm_proscutor_handles__e8997f305fbc313987cb5b3380981035
louisianaoig,Louisiana Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Person,Louisiana Office of the Inspector General,,dgm_proscutor_handles,9caacd47a5195f85f6cc3bc72b9829ef,dgm_proscutor_handles__9caacd47a5195f85f6cc3bc72b9829ef
dhsoig,US DHS Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Shipping,US DHS Office of the Inspector General,,dgm_proscutor_handles,455f0bc5b5f03d52e41d8b0f0f27b8b2,dgm_proscutor_handles__455f0bc5b5f03d52e41d8b0f0f27b8b2
hudoig,US HUD Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Keyphrase,US HUD Office of the Inspector General,,dgm_proscutor_handles,3ef8c63cac3292fe31ef5b4b30cae251,dgm_proscutor_handles__3ef8c63cac3292fe31ef5b4b30cae251
