handle,caption_name,location,include_groups,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
didnews,US Attorney’s Office for Idaho,"Boise, ID",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"boise, id",CompanyKeyword,US Attorney’s Office for Idaho,,dgm_proscutor_handles,9503ff52048608e2bcd1fa22060ee9ab,dgm_proscutor_handles__9503ff52048608e2bcd1fa22060ee9ab
sdganews,US Attorney’s Office for Georgia,"Savannah, GA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"savannah, ga",Person,US Attorney’s Office for Georgia,,dgm_proscutor_handles,102a58e76625b6f03c0d26cf9f054804,dgm_proscutor_handles__102a58e76625b6f03c0d26cf9f054804
ndganews,US Attorney’s Office for Georgia,"Atlanta, GA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"atlanta, ga",ForeignMinistry,US Attorney’s Office for Georgia,,dgm_proscutor_handles,102a58e76625b6f03c0d26cf9f054804,dgm_proscutor_handles__102a58e76625b6f03c0d26cf9f054804
usao_dc,US Attorney’s Office for DC,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Keyphrase,US Attorney’s Office for DC,,dgm_proscutor_handles,2cec8781dc1bd04d476b489231a15048,dgm_proscutor_handles__2cec8781dc1bd04d476b489231a15048
usao_ct,US Attorney’s Office for Connecticut,"New Haven, CT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"new haven, ct",Shipping,US Attorney’s Office for Connecticut,,dgm_proscutor_handles,c5b4e82715358a2cf3263154c245e595,dgm_proscutor_handles__c5b4e82715358a2cf3263154c245e595
sdnynews,US Attorney’s Office for New York,"New York, NY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"new york, ny",ForeignMinistry,US Attorney’s Office for New York,,dgm_proscutor_handles,f698636f5464b5e89641661f90f335d0,dgm_proscutor_handles__f698636f5464b5e89641661f90f335d0
wdnynews,US Attorney’s Office for New York,"New York, NY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"new york, ny",DiplomaticFacilities,US Attorney’s Office for New York,,dgm_proscutor_handles,f698636f5464b5e89641661f90f335d0,dgm_proscutor_handles__f698636f5464b5e89641661f90f335d0
usao_wdnc,US Attorney’s Office for North Carolina,"Raleigh, NC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"raleigh, nc",LegislativeCommittee,US Attorney’s Office for North Carolina,,dgm_proscutor_handles,b216582d8168e3397c798a1eb5d8e9b2,dgm_proscutor_handles__b216582d8168e3397c798a1eb5d8e9b2
ndohnews,US Attorney’s Office for Ohio,"Cleveland, OH",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"cleveland, oh",FTO,US Attorney’s Office for Ohio,,dgm_proscutor_handles,96f8db7a65494d481902aea41e44b4e0,dgm_proscutor_handles__96f8db7a65494d481902aea41e44b4e0
wdvanews,US Attorney’s Office for Virginia,"Richmond, VA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"richmond, va",LegislativeCommittee,US Attorney’s Office for Virginia,,dgm_proscutor_handles,cb96fe92f530a7f1b75e2aa1a9488303,dgm_proscutor_handles__cb96fe92f530a7f1b75e2aa1a9488303
wdwanews,US Attorney’s Office for DC,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Keyphrase,US Attorney’s Office for DC,,dgm_proscutor_handles,2cec8781dc1bd04d476b489231a15048,dgm_proscutor_handles__2cec8781dc1bd04d476b489231a15048
ndwvnews,US Attorney’s Office for DC,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",space,US Attorney’s Office for DC,,dgm_proscutor_handles,2cec8781dc1bd04d476b489231a15048,dgm_proscutor_handles__2cec8781dc1bd04d476b489231a15048
sdwvnews,US Attorney’s Office for Virginia,"Richmond, VA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"richmond, va",Media,US Attorney’s Office for Virginia,,dgm_proscutor_handles,cb96fe92f530a7f1b75e2aa1a9488303,dgm_proscutor_handles__cb96fe92f530a7f1b75e2aa1a9488303
edcanews,US Attorney’s Office for California,"Los Angeles, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"los angeles, ca",News,US Attorney’s Office for California,,dgm_proscutor_handles,82ce7509562cd22d889b2ef35f8bfa3a,dgm_proscutor_handles__82ce7509562cd22d889b2ef35f8bfa3a
ndalnews,US Attorney’s Office for Alabama,"Montgommery, AL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"montgommery, al",CompanyKeyword,US Attorney’s Office for Alabama,,dgm_proscutor_handles,96d7c877b4291f493f757a0f575071a6,dgm_proscutor_handles__96d7c877b4291f493f757a0f575071a6
dutnews,US Attorney’s Office for Utah,"Salt Lake City, UT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"salt lake city, ut",Legislator,US Attorney’s Office for Utah,,dgm_proscutor_handles,d3c51fd4cb27bd5b27fdcf23f8058771,dgm_proscutor_handles__d3c51fd4cb27bd5b27fdcf23f8058771
usao_mie,US Attorney’s Office for Michigan,"Detroit, MI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"detroit, mi",AAEntity,US Attorney’s Office for Michigan,,dgm_proscutor_handles,e07645303fc4b5c015dbe455a5467fb8,dgm_proscutor_handles__e07645303fc4b5c015dbe455a5467fb8
usao_wdmo,US Attorney’s Office for Montana,"Jefferson City, MO",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"jefferson city, mo",CompanyKeyword,US Attorney’s Office for Montana,,dgm_proscutor_handles,68c144677eb54d7bae4c89b96ea73660,dgm_proscutor_handles__68c144677eb54d7bae4c89b96ea73660
edvanews,US Attorney’s Office for Virginia,"Richmond, VA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"richmond, va",AAEntity,US Attorney’s Office for Virginia,,dgm_proscutor_handles,cb96fe92f530a7f1b75e2aa1a9488303,dgm_proscutor_handles__cb96fe92f530a7f1b75e2aa1a9488303
ndilnews,US Attorney’s Office for Illinois,"Chicago, IL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"chicago, il",Pipeline,US Attorney’s Office for Illinois,,dgm_proscutor_handles,7584e9686da9342e75609d9cc9af1871,dgm_proscutor_handles__7584e9686da9342e75609d9cc9af1871
dconews,US Attorney’s Office for Colorado,"Denver, CO",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"denver, co",Consulates,US Attorney’s Office for Colorado,,dgm_proscutor_handles,54b4f7fb614a5b16669edad007f29854,dgm_proscutor_handles__54b4f7fb614a5b16669edad007f29854
kyoag,Kentucky Attorney General Cameron,"Frankfort, KY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"frankfort, ky",Person,Kentucky Attorney General Cameron,,dgm_proscutor_handles,124adc12bbbc6040db95c7df0ae6ede2,dgm_proscutor_handles__124adc12bbbc6040db95c7df0ae6ede2
agwilliamtong,Connecticut Attorney General Tong,"Hartford, CT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"hartford, ct",CompanyKeyword,Connecticut Attorney General Tong,,dgm_proscutor_handles,34bcb5b4e5ca4389964a4dba93fbb2f3,dgm_proscutor_handles__34bcb5b4e5ca4389964a4dba93fbb2f3
ohioag,Ohio Attorney General Yost,"Columbus, OH",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"columbus, oh",Organization,Ohio Attorney General Yost,,dgm_proscutor_handles,8e2d8678660adcce3f6fa90e99325350,dgm_proscutor_handles__8e2d8678660adcce3f6fa90e99325350
oagguam,Office of the Attorney General of Guam,"Hagatna, Guam",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"hagatna, guam",Refinery,Office of the Attorney General of Guam,,dgm_proscutor_handles,dc3a1545d74168a3b812aae343f83723,dgm_proscutor_handles__dc3a1545d74168a3b812aae343f83723
agneronha,Rhode Island Attorney General Neronha,"Providence, RI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"providence, ri",Keyphrase,Rhode Island Attorney General Neronha,,dgm_proscutor_handles,0e3bc76261496e87b90da648d730dc36,dgm_proscutor_handles__0e3bc76261496e87b90da648d730dc36
nh_doj,US Attonrey's Office for New Hampshire,"Concord, NH",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"concord, nh",Media,US Attonrey's Office for New Hampshire,,dgm_proscutor_handles,77a2c1f76a82b6ee2fba9efb11360683,dgm_proscutor_handles__77a2c1f76a82b6ee2fba9efb11360683
newjerseyoag,New Jersey Attorney General Bruck,"Trenton, NJ",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"trenton, nj",space,New Jersey Attorney General Bruck,,dgm_proscutor_handles,ad63f34e3d9e4e74231519e231fb8c88,dgm_proscutor_handles__ad63f34e3d9e4e74231519e231fb8c88
curtishill_in,Former Indiana Attorney General Hill,"Indianapolis, IN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"indianapolis, in",space,Former Indiana Attorney General Hill,,dgm_proscutor_handles,8810faa26fadaa7d04f27960be470978,dgm_proscutor_handles__8810faa26fadaa7d04f27960be470978
justicia_pr,Puerto Rico Department of Justice,"San Juan, Puerto Rico",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"san juan, puerto rico",FTO,Puerto Rico Department of Justice,,dgm_proscutor_handles,79d23a853130346c0080c1a3f91d522f,dgm_proscutor_handles__79d23a853130346c0080c1a3f91d522f
miattygen,Michigan Attorney General Nessel,"Lansing, MI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"lansing, mi",space,Michigan Attorney General Nessel,,dgm_proscutor_handles,a4d9e3b40b9db4bd86fe316334a40b85,dgm_proscutor_handles__a4d9e3b40b9db4bd86fe316334a40b85
agrutledge,Arkansas Attorney General Rutledge,"Little Rock, Arkansas",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"little rock, arkansas",DiplomaticFacilities,Arkansas Attorney General Rutledge,,dgm_proscutor_handles,c187719f70b96b42890bff67897b2fa5,dgm_proscutor_handles__c187719f70b96b42890bff67897b2fa5
agdougpeterson,Nebraska Attorney General Peterson,"Lincoln, NE",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"lincoln, ne",Legislator,Nebraska Attorney General Peterson,,dgm_proscutor_handles,34d03c04056368fb2238842dab6f02d0,dgm_proscutor_handles__34d03c04056368fb2238842dab6f02d0
utahag,US Attorney’s Office for Utah,"Salt Lake City, UT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"salt lake city, ut",Consulates,US Attorney’s Office for Utah,,dgm_proscutor_handles,d3c51fd4cb27bd5b27fdcf23f8058771,dgm_proscutor_handles__d3c51fd4cb27bd5b27fdcf23f8058771
agmarkherring,Virginia Attorney General Herring,"Richmond, VA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"richmond, va",Person,Virginia Attorney General Herring,,dgm_proscutor_handles,f810cbde6e09dbf3b873f8521ddf4811,dgm_proscutor_handles__f810cbde6e09dbf3b873f8521ddf4811
maura_healey,Massachusetts Attorney General Healey,"Charlestown, MA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"charlestown, ma",Legislator,Massachusetts Attorney General Healey,,dgm_proscutor_handles,047691f14e2156193da683b1eacca3eb,dgm_proscutor_handles__047691f14e2156193da683b1eacca3eb
agericschmitt,Missouri Attorney General Schmitt,"Jefferson City, MO",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"jefferson city, mo",Organization,Missouri Attorney General Schmitt,,dgm_proscutor_handles,00d1e06457a1fc55a25031a4a4882422,dgm_proscutor_handles__00d1e06457a1fc55a25031a4a4882422
natlassnattysgn,National Association of Attorneys General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Keyphrase,National Association of Attorneys General,,dgm_proscutor_handles,6f4c93eb10d7a48d2439467269fb30ff,dgm_proscutor_handles__6f4c93eb10d7a48d2439467269fb30ff
de_doj,Delaware Attorney General Jennings,"Wilmington, DE",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"wilmington, de",ForeignMinistry,Delaware Attorney General Jennings,,dgm_proscutor_handles,b14c0dc7d19b1339d266ac1803072e9d,dgm_proscutor_handles__b14c0dc7d19b1339d266ac1803072e9d
westvirginiaag,US Attorney's office for West Virginia,"Charleston, WV",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"charleston, wv",Shipping,US Attorney's office for West Virginia,,dgm_proscutor_handles,5541b13bbf702ba14f912d1107931618,dgm_proscutor_handles__5541b13bbf702ba14f912d1107931618
agtimfox,Former Montana Attorney General Fox,"Helena, MT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"helena, mt",space,Former Montana Attorney General Fox,,dgm_proscutor_handles,60cabc01c75e9edde60764890508d11a,dgm_proscutor_handles__60cabc01c75e9edde60764890508d11a
coattnygeneral,Colorado Attorney General Weiser,"Denver, CO",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"denver, co",Exec,Colorado Attorney General Weiser,,dgm_proscutor_handles,3c199baf98f76eca35929a92cadb3476,dgm_proscutor_handles__3c199baf98f76eca35929a92cadb3476
ordoj,Oregon Attorney General Rosenblum,"Salem, OR",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"salem, or",CompanyKeyword,Oregon Attorney General Rosenblum,,dgm_proscutor_handles,76f398e401353577a6dad3ec624f4f08,dgm_proscutor_handles__76f398e401353577a6dad3ec624f4f08
nevadaag,Nevada Attorney General Ford,"Las Vegas, NV",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"las vegas, nv",Keyphrase,Nevada Attorney General Ford,,dgm_proscutor_handles,bc0ac7f7d32d7ddb867512c275e487d3,dgm_proscutor_handles__bc0ac7f7d32d7ddb867512c275e487d3
brianfrosh,Maryland Attorney General Frosh,"Baltimore, MD",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"baltimore, md",Legislator,Maryland Attorney General Frosh,,dgm_proscutor_handles,38981394709f9303ce4f96b7cb09731a,dgm_proscutor_handles__38981394709f9303ce4f96b7cb09731a
sdattorneygen,South Dakota Attorney General Ravnsborg,"Pierre, SD",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"pierre, sd",Person,South Dakota Attorney General Ravnsborg,,dgm_proscutor_handles,417cad201027a3d6e57d2729565ee68a,dgm_proscutor_handles__417cad201027a3d6e57d2729565ee68a
newmexicooag,New Mexico Attorney General Balderas,"Santa Fe, NM",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"santa fe, nm",Shipping,New Mexico Attorney General Balderas,,dgm_proscutor_handles,dbf1a8312adaf3f2cd66da1c34ae3570,dgm_proscutor_handles__dbf1a8312adaf3f2cd66da1c34ae3570
joshstein_,North Carolina Attorney General Stein,"Raleigh, NC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"raleigh, nc",Person,North Carolina Attorney General Stein,,dgm_proscutor_handles,419a4f1e441168a5cfa3824d7dca7cbb,dgm_proscutor_handles__419a4f1e441168a5cfa3824d7dca7cbb
wisdoj,Wisconsin Attorney General Kaul,"Madison, WI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"madison, wi",Organization,Wisconsin Attorney General Kaul,,dgm_proscutor_handles,687bb23456919dba1adcf70feba219a5,dgm_proscutor_handles__687bb23456919dba1adcf70feba219a5
ksagoffice,Kansas Attorney General Schmidt,"Topeka, KS",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"topeka, ks",CompanyKeyword,Kansas Attorney General Schmidt,,dgm_proscutor_handles,34eaf9434b15eadaba1ac3c046a517c7,dgm_proscutor_handles__34eaf9434b15eadaba1ac3c046a517c7
tnattygen,Tennessee Attorney General Slatery,"Nashville, TN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"nashville, tn",Media,Tennessee Attorney General Slatery,,dgm_proscutor_handles,6b05fce5a28d3590a4aa36901b5513c6,dgm_proscutor_handles__6b05fce5a28d3590a4aa36901b5513c6
agalanwilson,South Carolina Attorney General Wilson,"Columbia, SC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"columbia, sc",Pipeline,South Carolina Attorney General Wilson,,dgm_proscutor_handles,e083151f49c6c0bbad1a7d61e34b1c94,dgm_proscutor_handles__e083151f49c6c0bbad1a7d61e34b1c94
lynnfitchag,Mississippi Attorney General Fitch,"Jackson, MS",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"jackson, ms",Organization,Mississippi Attorney General Fitch,,dgm_proscutor_handles,3450d7aca2a14f21a3853276a5aa8885,dgm_proscutor_handles__3450d7aca2a14f21a3853276a5aa8885
jefflandry,Louisiana Attorney General Landry,"Acadiana, LA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"acadiana, la",Shipping,Louisiana Attorney General Landry,,dgm_proscutor_handles,a98a74655d5b1eafd4bcde54c17dce56,dgm_proscutor_handles__a98a74655d5b1eafd4bcde54c17dce56
georgia_ag,Georgia Attorney General Carr,"Atlanta, GA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"atlanta, ga",Pipeline,Georgia Attorney General Carr,,dgm_proscutor_handles,860beda56a881333ffedd515efc41e2f,dgm_proscutor_handles__860beda56a881333ffedd515efc41e2f
agjefflandry,Louisiana Attorney General Landry,"Baton Rouge, LA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"baton rouge, la",Media,Louisiana Attorney General Landry,,dgm_proscutor_handles,a98a74655d5b1eafd4bcde54c17dce56,dgm_proscutor_handles__a98a74655d5b1eafd4bcde54c17dce56
agiowa,Iowa Attorney General Miller,"Des Moines, IA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"des moines, ia",LegislativeCommittee,Iowa Attorney General Miller,,dgm_proscutor_handles,2ff6c5f32e42149acbd1f5acccf625f7,dgm_proscutor_handles__2ff6c5f32e42149acbd1f5acccf625f7
agbecerra,Former California Attorney General Becerra,"Sacramento, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"sacramento, ca",Shipping,Former California Attorney General Becerra,,dgm_proscutor_handles,017ed8874abc8f73e72c4e7569bf9ebb,dgm_proscutor_handles__017ed8874abc8f73e72c4e7569bf9ebb
newyorkstateag,New York Attorney General James,"New York, NY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"new york, ny",Organization,New York Attorney General James,,dgm_proscutor_handles,827ab88e11a4f0bea2331dd50a69b845,dgm_proscutor_handles__827ab88e11a4f0bea2331dd50a69b845
vtattorneygen,Vermont Attorney General Donovan,"Montpelier, VT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"montpelier, vt",Consulates,Vermont Attorney General Donovan,,dgm_proscutor_handles,bb0e69e468c0b891ab784cf4d29aa9bc,dgm_proscutor_handles__bb0e69e468c0b891ab784cf4d29aa9bc
ilattygeneral,Illinois Attorney General Raoul,"Springfield, IL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"springfield, il",Refinery,Illinois Attorney General Raoul,,dgm_proscutor_handles,75ee9564c6cc1b712be7bf77a8a603ce,dgm_proscutor_handles__75ee9564c6cc1b712be7bf77a8a603ce
agmikehunter,Former Oklahoma Attorney General Hunter,"Oklahoma City, OK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"oklahoma city, ok",Person,Former Oklahoma Attorney General Hunter,,dgm_proscutor_handles,21d0b63f94abc58557d335ea8cfeafe1,dgm_proscutor_handles__21d0b63f94abc58557d335ea8cfeafe1
ncago,North Carolina Attorney General Stein,"Raleigh, NC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"raleigh, nc",Exec,North Carolina Attorney General Stein,,dgm_proscutor_handles,419a4f1e441168a5cfa3824d7dca7cbb,dgm_proscutor_handles__419a4f1e441168a5cfa3824d7dca7cbb
paattorneygen,Pennsylvania Attorney General Shapiro,"Harrisburg, PA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"harrisburg, pa",AAEntity,Pennsylvania Attorney General Shapiro,,dgm_proscutor_handles,599cc2988a5540b71d08bfc399e795a6,dgm_proscutor_handles__599cc2988a5540b71d08bfc399e795a6
hectorbalderas,New Mexico Attorney General Balderas,"Albuquerque, NM",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"albuquerque, nm",LegislativeCommittee,New Mexico Attorney General Balderas,,dgm_proscutor_handles,dbf1a8312adaf3f2cd66da1c34ae3570,dgm_proscutor_handles__dbf1a8312adaf3f2cd66da1c34ae3570
mississippiago,Former Mississippi Attorney General Hood,"Jackson, MS",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"jackson, ms",News,Former Mississippi Attorney General Hood,,dgm_proscutor_handles,d5fdcc72264d4d37d09b308e66cb45d2,dgm_proscutor_handles__d5fdcc72264d4d37d09b308e66cb45d2
joshshapiropa,Pennsylvania Attorney General Shapiro,"Harrisburg, PA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"harrisburg, pa",Media,Pennsylvania Attorney General Shapiro,,dgm_proscutor_handles,599cc2988a5540b71d08bfc399e795a6,dgm_proscutor_handles__599cc2988a5540b71d08bfc399e795a6
agcurtishill,Former Indiana Attorney General Hill,"Indianapolis, IN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"indianapolis, in",Shipping,Former Indiana Attorney General Hill,,dgm_proscutor_handles,8810faa26fadaa7d04f27960be470978,dgm_proscutor_handles__8810faa26fadaa7d04f27960be470978
massago,Massachusetts Attorney General Healey,"Boston, MA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"boston, ma",Keyphrase,Massachusetts Attorney General Healey,,dgm_proscutor_handles,047691f14e2156193da683b1eacca3eb,dgm_proscutor_handles__047691f14e2156193da683b1eacca3eb
agowa,Washington Attorney General Ferguson,"Olympia, WA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"olympia, wa",Shipping,Washington Attorney General Ferguson,,dgm_proscutor_handles,34e461017aec2fbcf18a4b42a20abdd4,dgm_proscutor_handles__34e461017aec2fbcf18a4b42a20abdd4
scattygenoffice,South Carolina Attorney General Wilson,"Columbia, SC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"columbia, sc",DiplomaticFacilities,South Carolina Attorney General Wilson,,dgm_proscutor_handles,e083151f49c6c0bbad1a7d61e34b1c94,dgm_proscutor_handles__e083151f49c6c0bbad1a7d61e34b1c94
txag,Texas Attorney General Paxton,"Austin, TX",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"austin, tx",IndustryTerm,Texas Attorney General Paxton,,dgm_proscutor_handles,6090415874c95c4c774a5963e9d223c4,dgm_proscutor_handles__6090415874c95c4c774a5963e9d223c4
massoig,Massachusettes Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Person,Massachusettes Office of the Inspector General,,dgm_proscutor_handles,fd5be80864a2c0e446df969c56a8fd8d,dgm_proscutor_handles__fd5be80864a2c0e446df969c56a8fd8d
gsa_oig,US GSA Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Legislator,US GSA Office of the Inspector General,,dgm_proscutor_handles,60409ad1603900fc76214f0b06466cb8,dgm_proscutor_handles__60409ad1603900fc76214f0b06466cb8
doloig,US DLO Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",LegislativeCommittee,US DLO Office of the Inspector General,,dgm_proscutor_handles,bd536441053c8d318b39e0f94a3fd1b8,dgm_proscutor_handles__bd536441053c8d318b39e0f94a3fd1b8
epaoig,US EPA Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Consulates,US EPA Office of the Inspector General,,dgm_proscutor_handles,e8c3f18c0c7cc54011548a353e4fe9ff,dgm_proscutor_handles__e8c3f18c0c7cc54011548a353e4fe9ff
vaosig,Virginia Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Refinery,Virginia Office of the Inspector General,,dgm_proscutor_handles,02a183688554fdcd1f624f22d5b19db2,dgm_proscutor_handles__02a183688554fdcd1f624f22d5b19db2
justiceoig,US DOJ Office of the Inspector General,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Diplomat,US DOJ Office of the Inspector General,,dgm_proscutor_handles,4723e9fb318a5b8e8d86de8a9c7f2e76,dgm_proscutor_handles__4723e9fb318a5b8e8d86de8a9c7f2e76
