keyword,caption_name,location,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
raf marham,"UK Royal Air Force station Marham in Marham, UK","0.550556,52.6483",forbase278,Legislator,"UK Royal Air Force station Marham in Marham, UK",,dgm_foreignbases,64769f7b28f069ed9e5512018c42bd11,dgm_foreignbases__64769f7b28f069ed9e5512018c42bd11
raf menwith hill,"UK Royal Air Force station Menwith Hill near Harrogate, UK","-1.69,54.008055555",forbase279,Person,"UK Royal Air Force station Menwith Hill near Harrogate, UK",,dgm_foreignbases,b83d887d9aa819a104f25232467cb7fa,dgm_foreignbases__b83d887d9aa819a104f25232467cb7fa
raf mildenhall,"UK Royal Air Force station Mildenhall in Mildenhall, UK","0.480833333,52.365",forbase280,Diplomat,"UK Royal Air Force station Mildenhall in Mildenhall, UK",,dgm_foreignbases,f583c2416a7674f1ebe43c1ea948c3cf,dgm_foreignbases__f583c2416a7674f1ebe43c1ea948c3cf
raf molesworth,"UK Royal Air Force station Molesworth in Molesworth, UK","-0.405,52.3794",forbase281,FTO,"UK Royal Air Force station Molesworth in Molesworth, UK",,dgm_foreignbases,aaadbf881fb79fd141208fcfe993d292,dgm_foreignbases__aaadbf881fb79fd141208fcfe993d292
raf mona,"UK Royal Air Force station Mona in Anglesey, UK","-4.37361,53.2586",forbase282,Shipping,"UK Royal Air Force station Mona in Anglesey, UK",,dgm_foreignbases,068d0941ef26789038d65225ff9e9810,dgm_foreignbases__068d0941ef26789038d65225ff9e9810
raf mount pleasant,"UK Royal Air Force station Mount Pleasant in Port Stanley, Falkland Islands","-58.447222222,-51.822777777",forbase283,Pipeline,"UK Royal Air Force station Mount Pleasant in Port Stanley, Falkland Islands",,dgm_foreignbases,ea2b9bea3a577624f84e0144797f06d7,dgm_foreignbases__ea2b9bea3a577624f84e0144797f06d7
raf northolt,"UK Royal Air Force station Northolt in Ruislip, UK","-0.418333333,51.553055555",forbase284,Legislator,"UK Royal Air Force station Northolt in Ruislip, UK",,dgm_foreignbases,86e0f77d6eeddd31370ca7fe42010221,dgm_foreignbases__86e0f77d6eeddd31370ca7fe42010221
raf scampton,"UK Royal Air Force station Scampton in Scampton, UK","-0.550833333,53.307777777",forbase285,space,"UK Royal Air Force station Scampton in Scampton, UK",,dgm_foreignbases,2b2bdf25af2df6f7c5bbe17a50b7792e,dgm_foreignbases__2b2bdf25af2df6f7c5bbe17a50b7792e
raf shawbury,"UK Royal Air Force station Shawbury in Shawbury, UK","-2.66806,52.7981",forbase286,Wells,"UK Royal Air Force station Shawbury in Shawbury, UK",,dgm_foreignbases,9daa71250f495c6eb4b8c0dfb1836aa3,dgm_foreignbases__9daa71250f495c6eb4b8c0dfb1836aa3
raf spadeadam,"UK Royal Air Force station Spadeadam in Spadeadam,UK","-2.602222222,55.025",forbase287,ForeignMinistry,"UK Royal Air Force station Spadeadam in Spadeadam,UK",,dgm_foreignbases,fde5635738573e71ca79f6c48a2d598e,dgm_foreignbases__fde5635738573e71ca79f6c48a2d598e
raf st mawgan,"UK Royal Air Force station St Mawgan in St Mawgan, UK","-5.013055555,50.434722222",forbase288,ForeignMinister,"UK Royal Air Force station St Mawgan in St Mawgan, UK",,dgm_foreignbases,df046ddd01ddba36459f042989a5eda6,dgm_foreignbases__df046ddd01ddba36459f042989a5eda6
raf syerston,"UK Royal Air Force station Syerston in Newark-on-Trent, UK","-0.911666666,53.023333333",forbase289,Organization,"UK Royal Air Force station Syerston in Newark-on-Trent, UK",,dgm_foreignbases,a6aa64247aeb6ef820cdbc0027ad36c8,dgm_foreignbases__a6aa64247aeb6ef820cdbc0027ad36c8
raf topcliffe,"UK Royal Air Force station Topcliffe in Topcliffe, UK","-1.382222222,54.205555555",forbase290,Pipeline,"UK Royal Air Force station Topcliffe in Topcliffe, UK",,dgm_foreignbases,64820019aa99224399f31922c449c59c,dgm_foreignbases__64820019aa99224399f31922c449c59c
raf valley,"UK Royal Air Force station Valley in Anglesey, UK","-4.53528,53.2481",forbase291,Shipping,"UK Royal Air Force station Valley in Anglesey, UK",,dgm_foreignbases,b87f75ec7657ba00eac2c87955fac51f,dgm_foreignbases__b87f75ec7657ba00eac2c87955fac51f
raf waddington,"UK Royal Air Force station Waddington in Waddington, UK","-0.530833333,53.1725",forbase292,Wells,"UK Royal Air Force station Waddington in Waddington, UK",,dgm_foreignbases,e335954b93628ab7fd1c5f0876d9197d,dgm_foreignbases__e335954b93628ab7fd1c5f0876d9197d
raf welford,"UK Royal Air Force station Welford in Berkshire, UK","51.468333,,-1.403611",forbase293,Keyphrase,"UK Royal Air Force station Welford in Berkshire, UK",,dgm_foreignbases,bb5cfe1207b9bb768e389487a8526e4a,dgm_foreignbases__bb5cfe1207b9bb768e389487a8526e4a
raf weston-on-the-green,"UK Royal Air Force station Weston-on-the-Green in Bicester, UK","-1.22639,51.8792",forbase294,Legislator,"UK Royal Air Force station Weston-on-the-Green in Bicester, UK",,dgm_foreignbases,f906f789612f4f7b521688b27f594030,dgm_foreignbases__f906f789612f4f7b521688b27f594030
raf wittering,"UK Royal Air Force station Wittering in Wittering, UK","-0.476389,52.6125",forbase295,Consulates,"UK Royal Air Force station Wittering in Wittering, UK",,dgm_foreignbases,e35f49365f437077ce15add69b83782c,dgm_foreignbases__e35f49365f437077ce15add69b83782c
raf wyton,"UK Royal Air Force station Wyton in Wyton, UK","-0.107778,52.3572",forbase296,Shipping,"UK Royal Air Force station Wyton in Wyton, UK",,dgm_foreignbases,ffc0b51ea79707e2c3c2a8fe7024d942,dgm_foreignbases__ffc0b51ea79707e2c3c2a8fe7024d942
raglan barracks,"Britsh Army Raglan Barracks in Newport, UK","-3.00891,51.5951",forbase297,DiplomaticFacilities,"Britsh Army Raglan Barracks in Newport, UK",,dgm_foreignbases,d140336a3d58a117ba2c673c14718886,dgm_foreignbases__d140336a3d58a117ba2c673c14718886
ramstein air base,"US Air Force Ramstein Air Base in Ramstein-Miesenbach, Germany","7.601944,49.438333",forbase147,ForeignMinistry,"US Air Force Ramstein Air Base in Ramstein-Miesenbach, Germany",,dgm_foreignbases,b5a9e64c4ee83a379e0454ab3edea6fb,dgm_foreignbases__b5a9e64c4ee83a379e0454ab3edea6fb
rcaf station borden,"Canadian Forces Base Borden in Borden, Canada","-79.9125,44.271666666",forbase63,Media,"Canadian Forces Base Borden in Borden, Canada",,dgm_foreignbases,a7a44470cfd763d2b7e54a404d065e8b,dgm_foreignbases__a7a44470cfd763d2b7e54a404d065e8b
rivolto air force base,"Italian Air Force Rivolto Air Force Base in Codroipo, Italy","13.04933,45.97875",forbase55,ForeignMinister,"Italian Air Force Rivolto Air Force Base in Codroipo, Italy",,dgm_foreignbases,9c9213db6601df62b6a0101127a95c4f,dgm_foreignbases__9c9213db6601df62b6a0101127a95c4f
rmc saint-jean,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada","-73.28496,45.30068",forbase66,space,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada",,dgm_foreignbases,b57827a7857ff1f8add9215e634bcd93,dgm_foreignbases__b57827a7857ff1f8add9215e634bcd93
rnas merryfield,"UK Royal Navy Air Station Merryfield in Ilminster, UK","-2.935667,50.9625",forbase298,CompanyKeyword,"UK Royal Navy Air Station Merryfield in Ilminster, UK",,dgm_foreignbases,f0f7d2bb682860451183cac60d33ed27,dgm_foreignbases__f0f7d2bb682860451183cac60d33ed27
rnzaf base woodbourne,Royal New Zealand Air Force Base Woodbourne near Blenheim in New Zealand,"173.87,-41.5179",forbase299,Diplomat,Royal New Zealand Air Force Base Woodbourne near Blenheim in New Zealand,,dgm_foreignbases,1c42c75179c0c7fe865caac8bdc84e4f,dgm_foreignbases__1c42c75179c0c7fe865caac8bdc84e4f
royal australian naval college,"Royal Australian Naval College in Jervis Bay, Australia","150.7075,-35.12638889",forbase165,ForeignMinister,"Royal Australian Naval College in Jervis Bay, Australia",,dgm_foreignbases,c5ed47fbe36caf5b4a2bc83c5bbe81a5,dgm_foreignbases__c5ed47fbe36caf5b4a2bc83c5bbe81a5
"royal australian naval college, hmas creswell","Royal Australian Naval College in Jervis Bay, Australia","150.7075,-35.12638889",forbase165,DiplomaticFacilities,"Royal Australian Naval College in Jervis Bay, Australia",,dgm_foreignbases,c5ed47fbe36caf5b4a2bc83c5bbe81a5,dgm_foreignbases__c5ed47fbe36caf5b4a2bc83c5bbe81a5
royal marines instow,"UK Royal Marines barracks Instow in Barnstable, UK","-4.18583,51.0431",forbase47,News,"UK Royal Marines barracks Instow in Barnstable, UK",,dgm_foreignbases,895469293fcfed2ec8a91ac2fd345bbb,dgm_foreignbases__895469293fcfed2ec8a91ac2fd345bbb
royal military college saint-jean,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada","-73.28496,45.30068",forbase66,Legislator,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada",,dgm_foreignbases,b57827a7857ff1f8add9215e634bcd93,dgm_foreignbases__b57827a7857ff1f8add9215e634bcd93
royal naval reserve hms dalriada,"UK Royal Navy Reserve base HMS Dalriada in Glasgow, UK","55.8551,,-4.31859",forbase175,Diplomat,"UK Royal Navy Reserve base HMS Dalriada in Glasgow, UK",,dgm_foreignbases,a2d0a913688591f6df8b87ef111fa904,dgm_foreignbases__a2d0a913688591f6df8b87ef111fa904
royal naval reserve hms president,"UK Royal Navy Reserves base HMS President in London, UK","-0.0711,51.5053",forbase177,IndustryTerm,"UK Royal Navy Reserves base HMS President in London, UK",,dgm_foreignbases,68577cbf6887830d1f6b8a022776ae14,dgm_foreignbases__68577cbf6887830d1f6b8a022776ae14
rrh portreath,"Remote Radar Head Portreath in Portreath, UK","-5.26333,50.2714",forbase300,Wells,"Remote Radar Head Portreath in Portreath, UK",,dgm_foreignbases,d6d60c35814d47637b1ed269a0d7067a,dgm_foreignbases__d6d60c35814d47637b1ed269a0d7067a
rugao air base,"Chinese Air Force Rugao Air Base in Nantong, China","120.50166,32.25788",forbase301,Shipping,"Chinese Air Force Rugao Air Base in Nantong, China",,dgm_foreignbases,8e2172a4b3610c1e7c84c3bc25bb3b17,dgm_foreignbases__8e2172a4b3610c1e7c84c3bc25bb3b17
rugao airbase,"Chinese Air Force Rugao Air Base in Nantong, China","120.50166,32.25788",forbase301,space,"Chinese Air Force Rugao Air Base in Nantong, China",,dgm_foreignbases,8e2172a4b3610c1e7c84c3bc25bb3b17,dgm_foreignbases__8e2172a4b3610c1e7c84c3bc25bb3b17
saguenay-bagotville airport,"Canadian Forces Base Bagotville near Saguenay, Canada","-70.9969,48.3306",forbase53,ForeignMinistry,"Canadian Forces Base Bagotville near Saguenay, Canada",,dgm_foreignbases,14afca4eaff62ebfffa495ea608bd4e3,dgm_foreignbases__14afca4eaff62ebfffa495ea608bd4e3
saint-dizier-robinson air base,"French Air and Space Force Air Base 113 in Saint-Dizier, France","4.89944444,48.63583333",forbase26,Consulates,"French Air and Space Force Air Base 113 in Saint-Dizier, France",,dgm_foreignbases,866e2deaa6f0b25abc849375372072f6,dgm_foreignbases__866e2deaa6f0b25abc849375372072f6
saint-jean garrison,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada","-73.28496,45.30068",forbase66,News,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada",,dgm_foreignbases,b57827a7857ff1f8add9215e634bcd93,dgm_foreignbases__b57827a7857ff1f8add9215e634bcd93
salon-de-provence air base,"French Air and Space Force Air Base 701 in Bouches-du-Rhône, France","5.108167,43.602908",forbase36,ForeignMinister,"French Air and Space Force Air Base 701 in Bouches-du-Rhône, France",,dgm_foreignbases,f5733c9c6ab78f1dc0131aefa2780ba5,dgm_foreignbases__f5733c9c6ab78f1dc0131aefa2780ba5
sar 24 hohe dune,"German Navy Hohe Dune naval base in Hohe Dune, Germany","12.11611111,54.17638889",forbase229,Person,"German Navy Hohe Dune naval base in Hohe Dune, Germany",,dgm_foreignbases,17f97b10fb6b88c2b92b76bf704f2c0d,dgm_foreignbases__17f97b10fb6b88c2b92b76bf704f2c0d
sarzana-luni military airfield,"Italian Navy Sarzana-Luni Military Airfield in Sarzana, Italy","9.98888889,44.08888889",forbase218,Exec,"Italian Navy Sarzana-Luni Military Airfield in Sarzana, Italy",,dgm_foreignbases,248da00c7ee18774294a28844b5a825c,dgm_foreignbases__248da00c7ee18774294a28844b5a825c
schleswig air base,"German Air Force Schleswig Air Base in Jagel, Germany","9.51636,54.4594",forbase142,FTO,"German Air Force Schleswig Air Base in Jagel, Germany",,dgm_foreignbases,56818bb329c840c54ae0f90bfce19fc9,dgm_foreignbases__56818bb329c840c54ae0f90bfce19fc9
schleswig-jagel air base,"German Air Force Schleswig Air Base in Jagel, Germany","9.51636,54.4594",forbase142,DiplomaticFacilities,"German Air Force Schleswig Air Base in Jagel, Germany",,dgm_foreignbases,56818bb329c840c54ae0f90bfce19fc9,dgm_foreignbases__56818bb329c840c54ae0f90bfce19fc9
schönewalde/holzdorf air base,"German Air Force Holzdorf Air Base in Holzdorf ,Germany","13.1677,51.7678",forbase136,AAEntity,"German Air Force Holzdorf Air Base in Holzdorf ,Germany",,dgm_foreignbases,ca84d56993f5a62f76807f12da0286ab,dgm_foreignbases__ca84d56993f5a62f76807f12da0286ab
school of airborne troops,"French Army School of Airbourne Troops in Pau, France","43.346870,,-0.391110",forbase131,Keyphrase,"French Army School of Airbourne Troops in Pau, France",,dgm_foreignbases,af9a8c637156154981512a733e540c17,dgm_foreignbases__af9a8c637156154981512a733e540c17
school of airborne troops,"French Army School of Airbourne Troops in Pau, France","43.346870,,-0.391110",forbase131,Shipping,"French Army School of Airbourne Troops in Pau, France",,dgm_foreignbases,af9a8c637156154981512a733e540c17,dgm_foreignbases__af9a8c637156154981512a733e540c17
sembach air base,"US Air Force Sembach Kaserne in Sembach, Germany","7.865,49.5067",forbase302,IndustryTerm,"US Air Force Sembach Kaserne in Sembach, Germany",,dgm_foreignbases,25cae2b6f8d9f4fa9dbf617047a6291f,dgm_foreignbases__25cae2b6f8d9f4fa9dbf617047a6291f
sembach kaserne,"US Air Force Sembach Kaserne in Sembach, Germany","7.865,49.5067",forbase302,Consulates,"US Air Force Sembach Kaserne in Sembach, Germany",,dgm_foreignbases,25cae2b6f8d9f4fa9dbf617047a6291f,dgm_foreignbases__25cae2b6f8d9f4fa9dbf617047a6291f
sembach kaserne,"US Air Force Sembach Kaserne in Sembach, Germany","7.865,49.5067",forbase302,DiplomaticFacilities,"US Air Force Sembach Kaserne in Sembach, Germany",,dgm_foreignbases,25cae2b6f8d9f4fa9dbf617047a6291f,dgm_foreignbases__25cae2b6f8d9f4fa9dbf617047a6291f
seongnam air base,South Korean Air Force Seongnam Air Base,"127.113888888,37.445833333",forbase303,space,South Korean Air Force Seongnam Air Base,,dgm_foreignbases,1892e9aa66e1a7a3bbfa1134515ae1df,dgm_foreignbases__1892e9aa66e1a7a3bbfa1134515ae1df
seosan airport,South Korean Air Force Seosan Air Base,"126.48722222,36.70555556",forbase304,CompanyKeyword,South Korean Air Force Seosan Air Base,,dgm_foreignbases,aa689672cf7ac599e50abb22eab93ddd,dgm_foreignbases__aa689672cf7ac599e50abb22eab93ddd
seoul air base,South Korean Air Force Seongnam Air Base,"127.113888888,37.445833333",forbase303,ForeignMinistry,South Korean Air Force Seongnam Air Base,,dgm_foreignbases,1892e9aa66e1a7a3bbfa1134515ae1df,dgm_foreignbases__1892e9aa66e1a7a3bbfa1134515ae1df
shanghai chongming airport,"Chinese Air Force Chingming Air Base in Chongming District, Shanghai, China","121.51833333,31.66166667",forbase115,Person,"Chinese Air Force Chingming Air Base in Chongming District, Shanghai, China",,dgm_foreignbases,9b0a04d79f4b7b03b50f3af633e8aa0f,dgm_foreignbases__9b0a04d79f4b7b03b50f3af633e8aa0f
shanghai dachang airbase,"Chinese Air Force Shanghai Dachang Airport in Shanghai, China","121.416667,31.316667",forbase305,Shipping,"Chinese Air Force Shanghai Dachang Airport in Shanghai, China",,dgm_foreignbases,87a56489730ebf86ee9d07e5b0f926c3,dgm_foreignbases__87a56489730ebf86ee9d07e5b0f926c3
shanghai dachang airport,"Chinese Air Force Shanghai Dachang Airport in Shanghai, China","121.416667,31.316667",forbase305,Wells,"Chinese Air Force Shanghai Dachang Airport in Shanghai, China",,dgm_foreignbases,87a56489730ebf86ee9d07e5b0f926c3,dgm_foreignbases__87a56489730ebf86ee9d07e5b0f926c3
shantou waisha airport,"Chinese Air Force Shantou Waisha Airport in Longhu District, Shantou, China","116.760277777,23.425",forbase306,ForeignMinister,"Chinese Air Force Shantou Waisha Airport in Longhu District, Shantou, China",,dgm_foreignbases,d3139033ee6aa3ecf97be6ffc029cfe8,dgm_foreignbases__d3139033ee6aa3ecf97be6ffc029cfe8
shenxianwan,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China","77.8460081,35.5687983",forbase307,Wells,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China",,dgm_foreignbases,e0c2f2746e7eaff0f79806698f26d81f,dgm_foreignbases__e0c2f2746e7eaff0f79806698f26d81f
shenxianwan border outpost,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China","77.8460081,35.5687983",forbase307,IndustryTerm,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China",,dgm_foreignbases,e0c2f2746e7eaff0f79806698f26d81f,dgm_foreignbases__e0c2f2746e7eaff0f79806698f26d81f
shenxianwan border post,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China","77.8460081,35.5687983",forbase307,Shipping,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China",,dgm_foreignbases,e0c2f2746e7eaff0f79806698f26d81f,dgm_foreignbases__e0c2f2746e7eaff0f79806698f26d81f
shenxianwan outpost,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China","77.8460081,35.5687983",forbase307,Refinery,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China",,dgm_foreignbases,e0c2f2746e7eaff0f79806698f26d81f,dgm_foreignbases__e0c2f2746e7eaff0f79806698f26d81f
shenxianwan post,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China","77.8460081,35.5687983",forbase307,Keyphrase,"PLA Shenxianwan outpost in Pishan County, Xinjiang, China",,dgm_foreignbases,e0c2f2746e7eaff0f79806698f26d81f,dgm_foreignbases__e0c2f2746e7eaff0f79806698f26d81f
shilo heliport,"Canadian Forces Base Shilo in Brandon, Canada","-99.6333,49.8",forbase65,News,"Canadian Forces Base Shilo in Brandon, Canada",,dgm_foreignbases,b0b1fc643c311823eff532a38cefdeb2,dgm_foreignbases__b0b1fc643c311823eff532a38cefdeb2
shizuhama air base,"JASDF Shizuhama Airbase in Yaizu, Shizuoka Prefecture, Japan","138.29805556,34.81277778",forbase308,Person,"JASDF Shizuhama Airbase in Yaizu, Shizuoka Prefecture, Japan",,dgm_foreignbases,cf66e12e30ffac22dc1ca938be2b751c,dgm_foreignbases__cf66e12e30ffac22dc1ca938be2b751c
sir john moore barracks,"British Army Sir John Moore Barracks in Winchester, UK","-1.33833,51.0903",forbase46,IndustryTerm,"British Army Sir John Moore Barracks in Winchester, UK",,dgm_foreignbases,c6fd153ad96235c309b30ae626e2b37c,dgm_foreignbases__c6fd153ad96235c309b30ae626e2b37c
solenzara air base,"French Air and Space Force Air Base 126 in Haute-Corse, France","9.405555555,41.924444444",forbase33,Organization,"French Air and Space Force Air Base 126 in Haute-Corse, France",,dgm_foreignbases,ff08e92e57fee3d90d393ab7aef1ac3e,dgm_foreignbases__ff08e92e57fee3d90d393ab7aef1ac3e
somagahara,"JGSDF Camp Somagahara in Shinto, Gunma Prefecture, Japan","138.953056,36.434722",forbase198,Keyphrase,"JGSDF Camp Somagahara in Shinto, Gunma Prefecture, Japan",,dgm_foreignbases,05d4a61a28d40ac11a8aea5cfd5e0d70,dgm_foreignbases__05d4a61a28d40ac11a8aea5cfd5e0d70
spangdahlem air base,"US Air Force Spangdahlem Air Base in Spangdahlem, Germany","6.6925,49.9727",forbase143,Consulates,"US Air Force Spangdahlem Air Base in Spangdahlem, Germany",,dgm_foreignbases,881e8ecac8a21ea8ce4061c70a854829,dgm_foreignbases__881e8ecac8a21ea8ce4061c70a854829
station hertzienne de pierre-sur-haute,"French Military Pierre-sur-Haute radio station in Pierre-sur-Haute, France","3.808447222,45.653072222",forbase245,ForeignMinistry,"French Military Pierre-sur-Haute radio station in Pierre-sur-Haute, France",,dgm_foreignbases,691b336129aba31022b2b5c85d60062d,dgm_foreignbases__691b336129aba31022b2b5c85d60062d
station hertzienne militaire d'henrichemont,"French Armed Forces Pierre-sur-Haute military radio station in Cher, France","2.59186,47.289637",forbase160,News,"French Armed Forces Pierre-sur-Haute military radio station in Cher, France",,dgm_foreignbases,18e0ecd22da40279fc891d8e4352f129,dgm_foreignbases__18e0ecd22da40279fc891d8e4352f129
stirling lines,"Britsh Army Stirling Lines in Hereford, UK","-2.795,52.085",forbase309,Organization,"Britsh Army Stirling Lines in Hereford, UK",,dgm_foreignbases,7fc717ebd8ca38b49b4f1b5c36e9daea,dgm_foreignbases__7fc717ebd8ca38b49b4f1b5c36e9daea
stonehouse barracks,"UK Royal Marines Stonehouse Barracks in Plymouth, UK","-4.16238,50.3671",forbase310,Pipeline,"UK Royal Marines Stonehouse Barracks in Plymouth, UK",,dgm_foreignbases,ca73beeff2137d6920e0e091243cd53d,dgm_foreignbases__ca73beeff2137d6920e0e091243cd53d
sub area activity hanshin,"JMSDF Hanshin Base Corps in Kobe, Hyogo Prefecture, Japan","135.2865,34.704889",forbase157,Exec,"JMSDF Hanshin Base Corps in Kobe, Hyogo Prefecture, Japan",,dgm_foreignbases,f6c3346f9308b93bb6f9b6b0507a90c6,dgm_foreignbases__f6c3346f9308b93bb6f9b6b0507a90c6
suippes camp,"French Army Camp Suippes in Marne, France","4.63074,49.19427",forbase88,DiplomaticFacilities,"French Army Camp Suippes in Marne, France",,dgm_foreignbases,fc4997c90c5cbaeb2c95ee5d9ffe2583,dgm_foreignbases__fc4997c90c5cbaeb2c95ee5d9ffe2583
suwon air base,South Korean Air Force Seongnam Air Base,"127.113888888,37.445833333",forbase303,CompanyKeyword,South Korean Air Force Seongnam Air Base,,dgm_foreignbases,1892e9aa66e1a7a3bbfa1134515ae1df,dgm_foreignbases__1892e9aa66e1a7a3bbfa1134515ae1df
suzhou guangfu airport,"Chinese Air Force Suzhou Guangfu Airport in Suzhou, China","120.401,31.2631",forbase311,Media,"Chinese Air Force Suzhou Guangfu Airport in Suzhou, China",,dgm_foreignbases,a1f883e94d38378c925733cbd0df5f00,dgm_foreignbases__a1f883e94d38378c925733cbd0df5f00
tangimoana station,New Zealand communications interception facility Tangimoana Station near Palmerston North in New Zealand,"175.24972222,-40.31472222",forbase312,Organization,New Zealand communications interception facility Tangimoana Station near Palmerston North in New Zealand,,dgm_foreignbases,f4649e3cb155bbae09be72e987e8d899,dgm_foreignbases__f4649e3cb155bbae09be72e987e8d899
tateyama air base,"JMSDF Tateyama Airbase in Chiba Prefecture, Japan","139.83194444,34.9875",forbase313,News,"JMSDF Tateyama Airbase in Chiba Prefecture, Japan",,dgm_foreignbases,9a6b453133833fefe7a6bff521839c60,dgm_foreignbases__9a6b453133833fefe7a6bff521839c60
thaad deployment site in south korea,"THAAD Deployment Site in Seongju, South Korea","128.226223055,36.049358888",forbase223,Organization,"THAAD Deployment Site in Seongju, South Korea",,dgm_foreignbases,a76ffdb363c15e0121a79670f7c36c23,dgm_foreignbases__a76ffdb363c15e0121a79670f7c36c23
tidworth camp,"British Army Tidworth Camp in Tidworth, UK","-1.67451,51.2322",forbase314,Keyphrase,"British Army Tidworth Camp in Tidworth, UK",,dgm_foreignbases,0df8db6c4f133678104cf0d5803345f0,dgm_foreignbases__0df8db6c4f133678104cf0d5803345f0
torii station,US Army Garrison Okinawa in Japan,"127.736694,26.379192",forbase315,IndustryTerm,US Army Garrison Okinawa in Japan,,dgm_foreignbases,417f5e9aad432afcac52cc7ab8026583,dgm_foreignbases__417f5e9aad432afcac52cc7ab8026583
tours air base,"French Air and Space Force Air Base 705 in Tours, France","0.723209,47.4321",forbase37,AAEntity,"French Air and Space Force Air Base 705 in Tours, France",,dgm_foreignbases,9e9a4613b747a3665149e61ae34b5e8d,dgm_foreignbases__9e9a4613b747a3665149e61ae34b5e8d
treviso-istrana air base,"Italian Air Force Treviso-Istrana Air Base in Istrana, Italy","12.08288056,45.68486667",forbase12,Organization,"Italian Air Force Treviso-Istrana Air Base in Istrana, Italy",,dgm_foreignbases,bc913ac58a5bbcf38df1c171b0ff9754,dgm_foreignbases__bc913ac58a5bbcf38df1c171b0ff9754
truppenübungsplatz grafenwöhr,"US Armed Forces Grafenwoehr Training Area in Grafenwohr, Germany","11.9,49.7167",forbase155,Keyphrase,"US Armed Forces Grafenwoehr Training Area in Grafenwohr, Germany",,dgm_foreignbases,78ebf73156ecf74a03cd166d7d61d320,dgm_foreignbases__78ebf73156ecf74a03cd166d7d61d320
truppenübungsplatz grafenwöhr,"US Armed Forces Grafenwoehr Training Area in Grafenwohr, Germany","11.9,49.7167",forbase155,ForeignMinistry,"US Armed Forces Grafenwoehr Training Area in Grafenwohr, Germany",,dgm_foreignbases,78ebf73156ecf74a03cd166d7d61d320,dgm_foreignbases__78ebf73156ecf74a03cd166d7d61d320
unit 63880,"PLA Luoyang Electronic Equipment Test Center in Luoyang, China","34.6554311,112.1679706",forbase3,Exec,"PLA Luoyang Electronic Equipment Test Center in Luoyang, China",,dgm_foreignbases,cf21ade60aede4ff66a22fa3ea746c09,dgm_foreignbases__cf21ade60aede4ff66a22fa3ea746c09
united states fleet activities yokosuka,"US Navy Fleet Activities Yokouska in Kanagawa Prefecture, Japan","35.2967246,139.6789756",forbase316,Keyphrase,"US Navy Fleet Activities Yokouska in Kanagawa Prefecture, Japan",,dgm_foreignbases,29919b12b4a6beb58d9976ddab105677,dgm_foreignbases__29919b12b4a6beb58d9976ddab105677
us army garrison okinawa,US Army Garrison Okinawa in Japan,"127.736694,26.379192",forbase315,Exec,US Army Garrison Okinawa in Japan,,dgm_foreignbases,417f5e9aad432afcac52cc7ab8026583,dgm_foreignbases__417f5e9aad432afcac52cc7ab8026583
us army garrison wiesbaden,"US Army US Army Garrison Wiesbaden in Wiesbaden, Germany","50.0477144,8.3213463",forbase148,Media,"US Army US Army Garrison Wiesbaden in Wiesbaden, Germany",,dgm_foreignbases,1222f209196ab54c998a3319341bcacf,dgm_foreignbases__1222f209196ab54c998a3319341bcacf
us military tokorozawa communication base,"US military Tokorozawa Communication Base in Saitama Prefecture, Japan","35.9156984,139.5788845",forbase5,ForeignMinistry,"US military Tokorozawa Communication Base in Saitama Prefecture, Japan",,dgm_foreignbases,b52ef20af77f47ee1146156a2944e153,dgm_foreignbases__b52ef20af77f47ee1146156a2944e153
usag wiesbaden,"US Army US Army Garrison Wiesbaden in Wiesbaden, Germany","50.0477144,8.3213463",forbase148,Consulates,"US Army US Army Garrison Wiesbaden in Wiesbaden, Germany",,dgm_foreignbases,1222f209196ab54c998a3319341bcacf,dgm_foreignbases__1222f209196ab54c998a3319341bcacf
"victoria barracks, windsor castle","Britsh Army Victoria Barracks in Windsor, UK","-0.607222,51.4786",forbase317,Consulates,"Britsh Army Victoria Barracks in Windsor, UK",,dgm_foreignbases,526c0a2c9d87fc3ba42c4d1d37d52b93,dgm_foreignbases__526c0a2c9d87fc3ba42c4d1d37d52b93
villacoublay air base,"French Air and Space Force Air Base 107 in Yvelines, France","2.19972222,48.77305556",forbase24,CompanyKeyword,"French Air and Space Force Air Base 107 in Yvelines, France",,dgm_foreignbases,9f08e5dc40a79616b28050daf8bdc337,dgm_foreignbases__9f08e5dc40a79616b28050daf8bdc337
