keyword,caption_name,location,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
cfs goose bay,"Canadian Forces Base Goose Bay in Happy Valley-Goose Bay, Canada","-60.425833333,53.319166666",forbase11,ForeignMinister,"Canadian Forces Base Goose Bay in Happy Valley-Goose Bay, Canada",,dgm_foreignbases,ba93ceb8932eee8cfae35ef487a26e04,dgm_foreignbases__ba93ceb8932eee8cfae35ef487a26e04
cfs leitrim,"Canadian Forces Station Leitrim in Leitrim, Canada","-75.5875,45.3365",forbase101,Diplomat,"Canadian Forces Station Leitrim in Leitrim, Canada",,dgm_foreignbases,27881d002d17301d849f5f5dfb3ac92b,dgm_foreignbases__27881d002d17301d849f5f5dfb3ac92b
cfs leitrim,"Canadian Forces Station Leitrim in Leitrim, Canada","-75.5875,45.3365",forbase101,FTO,"Canadian Forces Station Leitrim in Leitrim, Canada",,dgm_foreignbases,27881d002d17301d849f5f5dfb3ac92b,dgm_foreignbases__27881d002d17301d849f5f5dfb3ac92b
cfs mill cove,"Royal Canadian Navy installation Naval Radio Section Mill Cove in Hubbards, Canada","-64.0683,44.5896",forbase102,Legislator,"Royal Canadian Navy installation Naval Radio Section Mill Cove in Hubbards, Canada",,dgm_foreignbases,40da1d5d6e5de3c375f4079cf0372ddd,dgm_foreignbases__40da1d5d6e5de3c375f4079cf0372ddd
cfs mill cove,"Royal Canadian Navy installation Naval Radio Section Mill Cove in Hubbards, Canada","-64.0683,44.5896",forbase102,Exec,"Royal Canadian Navy installation Naval Radio Section Mill Cove in Hubbards, Canada",,dgm_foreignbases,40da1d5d6e5de3c375f4079cf0372ddd,dgm_foreignbases__40da1d5d6e5de3c375f4079cf0372ddd
champ de manoeuvre kakabeka falls,"Canadian Armed Forces Kakabeka Falls Training Area in Thunder Bay, Canada","-89.61685,48.4001",forbase109,Media,"Canadian Armed Forces Kakabeka Falls Training Area in Thunder Bay, Canada",,dgm_foreignbases,d0eeac45cfc1259aa2164761315abdae,dgm_foreignbases__d0eeac45cfc1259aa2164761315abdae
champ de manoeuvre mary hill,"Canadian Armed Forces installation Mary Hill Training Area in Metchosin, Canada","-123.55121,48.34543",forbase110,Media,"Canadian Armed Forces installation Mary Hill Training Area in Metchosin, Canada",,dgm_foreignbases,f70f656735ee4cf0587ef06d4162260a,dgm_foreignbases__f70f656735ee4cf0587ef06d4162260a
champ de tir et champ de manoeuvre meaford,"Canadian Armed Forces 4th Canadian Division Training Centre in Grey County, Canada","-80.69911,44.67569",forbase9,Refinery,"Canadian Armed Forces 4th Canadian Division Training Centre in Grey County, Canada",,dgm_foreignbases,6477d1210e6bc71f4d8f641af9902c12,dgm_foreignbases__6477d1210e6bc71f4d8f641af9902c12
chaumont-semoutiers air base,"French Army Quartier Général d'Aboville in Haute-Marne, France","5.05027778,48.07972222",forbase83,Pipeline,"French Army Quartier Général d'Aboville in Haute-Marne, France",,dgm_foreignbases,5a6b24069be685a63572e6d9aa59559b,dgm_foreignbases__5a6b24069be685a63572e6d9aa59559b
chengdu feng huang shan,"Chinese Air Force Chengdu Fenghuangshan Airport in Chengdu, China","104.06472222,30.52916667",forbase111,Diplomat,"Chinese Air Force Chengdu Fenghuangshan Airport in Chengdu, China",,dgm_foreignbases,4abcdbcfc39d1d2e31edf1c69f1549a1,dgm_foreignbases__4abcdbcfc39d1d2e31edf1c69f1549a1
chengdu fenghuangshan airport,"Chinese Air Force Chengdu Fenghuangshan Airport in Chengdu, China","104.06472222,30.52916667",forbase111,ForeignMinister,"Chinese Air Force Chengdu Fenghuangshan Airport in Chengdu, China",,dgm_foreignbases,4abcdbcfc39d1d2e31edf1c69f1549a1,dgm_foreignbases__4abcdbcfc39d1d2e31edf1c69f1549a1
chengtu airfield,"Chinese Air Force Chengdu Fenghuangshan Airport in Chengdu, China","104.06472222,30.52916667",forbase111,Media,"Chinese Air Force Chengdu Fenghuangshan Airport in Chengdu, China",,dgm_foreignbases,4abcdbcfc39d1d2e31edf1c69f1549a1,dgm_foreignbases__4abcdbcfc39d1d2e31edf1c69f1549a1
chengtu airfield,"Chinese Air Force Chengdu Fenghuangshan Airport in Chengdu, China","104.06472222,30.52916667",forbase111,Refinery,"Chinese Air Force Chengdu Fenghuangshan Airport in Chengdu, China",,dgm_foreignbases,4abcdbcfc39d1d2e31edf1c69f1549a1,dgm_foreignbases__4abcdbcfc39d1d2e31edf1c69f1549a1
cherbourg naval base,"French Navy Base Cherbourg in Cherbourg, France","-1.63416667,49.6525",forbase112,LegislativeCommittee,"French Navy Base Cherbourg in Cherbourg, France",,dgm_foreignbases,61a095387890883ebddc2546d502ce51,dgm_foreignbases__61a095387890883ebddc2546d502ce51
chichijima airfield,JMSDF Chichijima Airfield on Chichijima Island in Japan,"142.191,27.0897",forbase113,IndustryTerm,JMSDF Chichijima Airfield on Chichijima Island in Japan,,dgm_foreignbases,1613a35c5cf27bff1f060d1b8ebaca20,dgm_foreignbases__1613a35c5cf27bff1f060d1b8ebaca20
chilcotin military training area,"Canadian Forces Camp Chilcotin in Chilcotin, Canada","-122.55423,52.08063",forbase99,Person,"Canadian Forces Camp Chilcotin in Chilcotin, Canada",,dgm_foreignbases,ebc6fd75e29e7b3c0eb17c828ff2b2ea,dgm_foreignbases__ebc6fd75e29e7b3c0eb17c828ff2b2ea
chilcotin training area,"Canadian Forces Camp Chilcotin in Chilcotin, Canada","-122.55423,52.08063",forbase99,Pipeline,"Canadian Forces Camp Chilcotin in Chilcotin, Canada",,dgm_foreignbases,ebc6fd75e29e7b3c0eb17c828ff2b2ea,dgm_foreignbases__ebc6fd75e29e7b3c0eb17c828ff2b2ea
chilcotin training area,"Canadian Forces Camp Chilcotin in Chilcotin, Canada","-122.55423,52.08063",forbase99,Media,"Canadian Forces Camp Chilcotin in Chilcotin, Canada",,dgm_foreignbases,ebc6fd75e29e7b3c0eb17c828ff2b2ea,dgm_foreignbases__ebc6fd75e29e7b3c0eb17c828ff2b2ea
china luoyang electronic equipment test center,"PLA Luoyang Electronic Equipment Test Center in Luoyang, China","34.6554311,112.1679706",forbase3,CompanyKeyword,"PLA Luoyang Electronic Equipment Test Center in Luoyang, China",,dgm_foreignbases,cf21ade60aede4ff66a22fa3ea746c09,dgm_foreignbases__cf21ade60aede4ff66a22fa3ea746c09
chitose air base,"JASDF Chitose Airbase in Hokkaido, Japan","141.666388888,42.794444444",forbase114,FTO,"JASDF Chitose Airbase in Hokkaido, Japan",,dgm_foreignbases,4c9c4ba0e4903699f19711460369f9d5,dgm_foreignbases__4c9c4ba0e4903699f19711460369f9d5
chongming air base,"Chinese Air Force Chingming Air Base in Chongming District, Shanghai, China","121.51833333,31.66166667",forbase115,IndustryTerm,"Chinese Air Force Chingming Air Base in Chongming District, Shanghai, China",,dgm_foreignbases,9b0a04d79f4b7b03b50f3af633e8aa0f,dgm_foreignbases__9b0a04d79f4b7b03b50f3af633e8aa0f
chongqing baishiyi air base,"Chinese Air Force Chongqing Baishiyi Air Base in Chongqing, China","106.35888889,29.49611111",forbase54,Legislator,"Chinese Air Force Chongqing Baishiyi Air Base in Chongqing, China",,dgm_foreignbases,a201b6f18f0e18172d568212b4133d10,dgm_foreignbases__a201b6f18f0e18172d568212b4133d10
chongqing baishiyi airport,"Chinese Air Force Chongqing Baishiyi Air Base in Chongqing, China","106.35888889,29.49611111",forbase54,ForeignMinistry,"Chinese Air Force Chongqing Baishiyi Air Base in Chongqing, China",,dgm_foreignbases,a201b6f18f0e18172d568212b4133d10,dgm_foreignbases__a201b6f18f0e18172d568212b4133d10
choongwon air base,South Korean Air Force Jungwon Air Base,"127.88527778,37.03",forbase116,Shipping,South Korean Air Force Jungwon Air Base,,dgm_foreignbases,3b21501a45c1cd69c8e9a7ca6810829f,dgm_foreignbases__3b21501a45c1cd69c8e9a7ca6810829f
clay kaserne,"US Army Lucius D. Clay Kaserne in Hesse, Germany","8.3254,50.0498",forbase117,Shipping,"US Army Lucius D. Clay Kaserne in Hesse, Germany",,dgm_foreignbases,5625d7d6e88fd5828ae3f9f86e8a3d2f,dgm_foreignbases__5625d7d6e88fd5828ae3f9f86e8a3d2f
cmr saint-jean,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada","-73.28496,45.30068",forbase66,CompanyKeyword,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada",,dgm_foreignbases,b57827a7857ff1f8add9215e634bcd93,dgm_foreignbases__b57827a7857ff1f8add9215e634bcd93
cognac-châteaubernard air base,"French Air and Space Force Air Base 709 in Châteaubernard, France","-0.3175,45.65833333",forbase38,Pipeline,"French Air and Space Force Air Base 709 in Châteaubernard, France",,dgm_foreignbases,5ea145f3f6023fc6a7f7cc134f1345c6,dgm_foreignbases__5ea145f3f6023fc6a7f7cc134f1345c6
colchester garrison,"British Army Colchester Garrison in Colchester, UK","0.90154,51.8845",forbase118,FTO,"British Army Colchester Garrison in Colchester, UK",,dgm_foreignbases,7ecd45dcd1f63e30cf43d3b205046e22,dgm_foreignbases__7ecd45dcd1f63e30cf43d3b205046e22
coleman army airfield,US Army Coleman Army Airfield,"8.46639,49.56",forbase119,ForeignMinistry,US Army Coleman Army Airfield,,dgm_foreignbases,3d735c8750559ac1d208c375db1e6914,dgm_foreignbases__3d735c8750559ac1d208c375db1e6914
coleman barracks,US Army Coleman Army Airfield,"8.46639,49.56",forbase119,Organization,US Army Coleman Army Airfield,,dgm_foreignbases,3d735c8750559ac1d208c375db1e6914,dgm_foreignbases__3d735c8750559ac1d208c375db1e6914
collège militaire royal de saint-jean,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada","-73.28496,45.30068",forbase66,Keyphrase,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada",,dgm_foreignbases,b57827a7857ff1f8add9215e634bcd93,dgm_foreignbases__b57827a7857ff1f8add9215e634bcd93
colmar – meyenheim air base,"French Army Colonel Dio barracks in Alsace, France","7.39972,47.9225",forbase120,Exec,"French Army Colonel Dio barracks in Alsace, France",,dgm_foreignbases,9591567de3f279c1be6958a1c852d3c0,dgm_foreignbases__9591567de3f279c1be6958a1c852d3c0
colonel dio barracks,"French Army Colonel Dio barracks in Alsace, France","7.39972,47.9225",forbase120,News,"French Army Colonel Dio barracks in Alsace, France",,dgm_foreignbases,9591567de3f279c1be6958a1c852d3c0,dgm_foreignbases__9591567de3f279c1be6958a1c852d3c0
commander millé center,"French Navy Commander Millé Center in Houilles, France","2.170941,48.919047",forbase108,News,"French Navy Commander Millé Center in Houilles, France",,dgm_foreignbases,1872588b5fedeef017b1782b9ed32633,dgm_foreignbases__1872588b5fedeef017b1782b9ed32633
comox airport,"Canadian Forces Base Comox in Comox, Canada","-124.887,49.7108",forbase92,FTO,"Canadian Forces Base Comox in Comox, Canada",,dgm_foreignbases,8b9410529fb39ff45dea9da8b6d9c82e,dgm_foreignbases__8b9410529fb39ff45dea9da8b6d9c82e
connaught range,"Canadian Forces Connaught Range and Primary Training Centre in Shirley's Bay, Ottowa, Canada","-75.90546,45.364",forbase121,CompanyKeyword,"Canadian Forces Connaught Range and Primary Training Centre in Shirley's Bay, Ottowa, Canada",,dgm_foreignbases,c932a7281dadb6c95e63137d208a3d1c,dgm_foreignbases__c932a7281dadb6c95e63137d208a3d1c
connaught range and primary training centre,"Canadian Forces Connaught Range and Primary Training Centre in Shirley's Bay, Ottowa, Canada","-75.90546,45.364",forbase121,Person,"Canadian Forces Connaught Range and Primary Training Centre in Shirley's Bay, Ottowa, Canada",,dgm_foreignbases,c932a7281dadb6c95e63137d208a3d1c,dgm_foreignbases__c932a7281dadb6c95e63137d208a3d1c
creil air base,"French Air and Space Force Air Base 110 in Creil, France","2.519167,49.253612",forbase25,space,"French Air and Space Force Air Base 110 in Creil, France",,dgm_foreignbases,98f4c5a0ea65830647bb03bbffb3039d,dgm_foreignbases__98f4c5a0ea65830647bb03bbffb3039d
crptc,"Canadian Forces Connaught Range and Primary Training Centre in Shirley's Bay, Ottowa, Canada","-75.90546,45.364",forbase121,Legislator,"Canadian Forces Connaught Range and Primary Training Centre in Shirley's Bay, Ottowa, Canada",,dgm_foreignbases,c932a7281dadb6c95e63137d208a3d1c,dgm_foreignbases__c932a7281dadb6c95e63137d208a3d1c
daliangshan contract tactical training base,"PLA Daliangshan Contract Tactical Training Base in Xiaoxiang Ling, China","25.4244127,103.7516222",forbase122,LegislativeCommittee,"PLA Daliangshan Contract Tactical Training Base in Xiaoxiang Ling, China",,dgm_foreignbases,5fb35f1302e19084df027fb569626345,dgm_foreignbases__5fb35f1302e19084df027fb569626345
darby military community,"US Army Camp Darby near Pisa, Italy","10.34833333,43.64361111",forbase58,Media,"US Army Camp Darby near Pisa, Italy",,dgm_foreignbases,b71966d4b6678735d0afd80aa8789311,dgm_foreignbases__b71966d4b6678735d0afd80aa8789311
datong huairen airport,"Chinese Air Force Datong Huairen Airport in Huairen, China","113.14277778,39.7175",forbase123,LegislativeCommittee,"Chinese Air Force Datong Huairen Airport in Huairen, China",,dgm_foreignbases,a24cb5462e2fc6d1b9c86cb35d736575,dgm_foreignbases__a24cb5462e2fc6d1b9c86cb35d736575
decimomannu air base,"Italian Air Force Decimomannu Air Base in Decimomannu, Italy","8.972480555,39.354222222",forbase124,ForeignMinister,"Italian Air Force Decimomannu Air Base in Decimomannu, Italy",,dgm_foreignbases,d15c5b7a64dfd205bf61ab9f6045a921,dgm_foreignbases__d15c5b7a64dfd205bf61ab9f6045a921
deep sea range,"UK Royal Air Force Deep Sea Missile Range in Outer Hebrides, UK","-7.37691389,57.47104722",forbase125,ForeignMinistry,"UK Royal Air Force Deep Sea Missile Range in Outer Hebrides, UK",,dgm_foreignbases,566b91dbead7af8e3d49b4da52e9d864,dgm_foreignbases__566b91dbead7af8e3d49b4da52e9d864
defence cbrn centre,"UK Defence CBRN Centre in Winterbourne Gunner, UK","-1.738,51.112",forbase126,Consulates,"UK Defence CBRN Centre in Winterbourne Gunner, UK",,dgm_foreignbases,5bf259bddb78060141ecaab38d854602,dgm_foreignbases__5bf259bddb78060141ecaab38d854602
defence research and development canada (drdc) - suffield research centre,"Canadian Forces Base Suffield in Ralston, Canada","-111.175,50.2733",forbase73,Media,"Canadian Forces Base Suffield in Ralston, Canada",,dgm_foreignbases,4a8b6b87c124b3bb6f1b022de8bb468a,dgm_foreignbases__4a8b6b87c124b3bb6f1b022de8bb468a
denison barracks,"Britsh Army Denison Barracks in Hermitage, UK","-1.28271,51.4538",forbase127,Organization,"Britsh Army Denison Barracks in Hermitage, UK",,dgm_foreignbases,cdb9d02a9d864a0da56192dc6faa5d65,dgm_foreignbases__cdb9d02a9d864a0da56192dc6faa5d65
détachement air 181 la réunion,French Air and Space Force Air detachment 181 in La Réunion,"55.516388888,-20.89",forbase39,ForeignMinistry,French Air and Space Force Air detachment 181 in La Réunion,,dgm_foreignbases,160a84a79aac793c672c21a4c9e9f914,dgm_foreignbases__160a84a79aac793c672c21a4c9e9f914
devonport naval base,Royal New Zealand Navy Devenport Naval Base in Devenport New Zealand,"174.786236,-36.830241",forbase128,Wells,Royal New Zealand Navy Devenport Naval Base in Devenport New Zealand,,dgm_foreignbases,a93dcd745d1dd5b4f41e31cb84dafdd8,dgm_foreignbases__a93dcd745d1dd5b4f41e31cb84dafdd8
die coleman barracks sind eine us-amerikanische kaserne mit militärflugplatz,US Army Coleman Army Airfield,"8.46639,49.56",forbase119,Exec,US Army Coleman Army Airfield,,dgm_foreignbases,3d735c8750559ac1d208c375db1e6914,dgm_foreignbases__3d735c8750559ac1d208c375db1e6914
diego garcia navy airport,UK Ministry of Defense Naval Support Facility Diego Garcia,"72.411083,-7.313278",forbase129,IndustryTerm,UK Ministry of Defense Naval Support Facility Diego Garcia,,dgm_foreignbases,2b699d4c639e7bf186b725f7591d8c3c,dgm_foreignbases__2b699d4c639e7bf186b725f7591d8c3c
diepholz air base,"German Air Force Diepholz Air Base in Diepholz, Germany","8.345555555,52.586944444",forbase130,Organization,"German Air Force Diepholz Air Base in Diepholz, Germany",,dgm_foreignbases,5778464116e6ece77e0d43043b31734f,dgm_foreignbases__5778464116e6ece77e0d43043b31734f
drdc suffield,"Canadian Forces Base Suffield in Ralston, Canada","-111.175,50.2733",forbase73,Legislator,"Canadian Forces Base Suffield in Ralston, Canada",,dgm_foreignbases,4a8b6b87c124b3bb6f1b022de8bb468a,dgm_foreignbases__4a8b6b87c124b3bb6f1b022de8bb468a
école des troupes aéroportées,"French Army School of Airbourne Troops in Pau, France","43.346870,,-0.391110",forbase131,ForeignMinistry,"French Army School of Airbourne Troops in Pau, France",,dgm_foreignbases,af9a8c637156154981512a733e540c17,dgm_foreignbases__af9a8c637156154981512a733e540c17
edmonton garrison,"Canadian Forces Base Edmonton in Edmonton, Canada","-113.475555555,53.669166666",forbase7,Organization,"Canadian Forces Base Edmonton in Edmonton, Canada",,dgm_foreignbases,0c004db0ded7a93c29b1330ceb97c240,dgm_foreignbases__0c004db0ded7a93c29b1330ceb97c240
enoggera barracks,"Australian Army installation Gallipolli Barracks in Brisbane, Australia","152.983333,-27.425278",forbase132,space,"Australian Army installation Gallipolli Barracks in Brisbane, Australia",,dgm_foreignbases,fdf45de8f72648d4dadf66dd33f141cb,dgm_foreignbases__fdf45de8f72648d4dadf66dd33f141cb
episkopi cantonment,UK Armed Forces Episkopi Cantonment in Cyprus,"32.845587,34.68047",forbase133,Legislator,UK Armed Forces Episkopi Cantonment in Cyprus,,dgm_foreignbases,b0b221e5ccec5be9c94f8415c5e323e1,dgm_foreignbases__b0b221e5ccec5be9c94f8415c5e323e1
episkopi garrison,UK Armed Forces Episkopi Cantonment in Cyprus,"32.845587,34.68047",forbase133,DiplomaticFacilities,UK Armed Forces Episkopi Cantonment in Cyprus,,dgm_foreignbases,b0b221e5ccec5be9c94f8415c5e323e1,dgm_foreignbases__b0b221e5ccec5be9c94f8415c5e323e1
étain-rouvres air base,"French Army Base lieutenant Étienne Mantoux in Meuse, France","5.68,49.229",forbase57,Wells,"French Army Base lieutenant Étienne Mantoux in Meuse, France",,dgm_foreignbases,6e070d3a19918e5ef339ec4572e86c9b,dgm_foreignbases__6e070d3a19918e5ef339ec4572e86c9b
évreux-fauville air base,"French Air and Space Force Air Base 105 in Évreux, France","1.21972222,49.02861111",forbase23,CompanyKeyword,"French Air and Space Force Air Base 105 in Évreux, France",,dgm_foreignbases,c354bc2f9ccc5103e5ae13cb052089c5,dgm_foreignbases__c354bc2f9ccc5103e5ae13cb052089c5
experimental station suffield,"Canadian Forces Base Suffield in Ralston, Canada","-111.175,50.2733",forbase73,CompanyKeyword,"Canadian Forces Base Suffield in Ralston, Canada",,dgm_foreignbases,4a8b6b87c124b3bb6f1b022de8bb468a,dgm_foreignbases__4a8b6b87c124b3bb6f1b022de8bb468a
fac6005,US Marine Corps le Shima Airfiled on le Shima island in Japan,"127.77799444,26.72311111",forbase134,Media,US Marine Corps le Shima Airfiled on le Shima island in Japan,,dgm_foreignbases,6404e593402ac2ecaa609d758ef3e810,dgm_foreignbases__6404e593402ac2ecaa609d758ef3e810
falconara airbase,"Italian Air Force Falconara Airbase in Falconara, Italy","13.3623,43.6163",forbase16,Pipeline,"Italian Air Force Falconara Airbase in Falconara, Italy",,dgm_foreignbases,0c3ec64986901d97917cab4c4d19b28b,dgm_foreignbases__0c3ec64986901d97917cab4c4d19b28b
faßberg air base,"German Army Fassberg Air Base in Fassberg, Germany","10.18384722,52.91937222",forbase135,Legislator,"German Army Fassberg Air Base in Fassberg, Germany",,dgm_foreignbases,bcf18a5663c410f590948bcb760e312b,dgm_foreignbases__bcf18a5663c410f590948bcb760e312b
flewin field,"Canadian Forces Base Shilo in Brandon, Canada","-99.6333,49.8",forbase65,ForeignMinistry,"Canadian Forces Base Shilo in Brandon, Canada",,dgm_foreignbases,b0b1fc643c311823eff532a38cefdeb2,dgm_foreignbases__b0b1fc643c311823eff532a38cefdeb2
fliegerhorst büchel,"German Air Force Buchel Air Base in Buchel, Germany","7.06333,50.1738",forbase75,Pipeline,"German Air Force Buchel Air Base in Buchel, Germany",,dgm_foreignbases,d1e25522584279977cc0f4569edca7df,dgm_foreignbases__d1e25522584279977cc0f4569edca7df
fliegerhorst diepholz,"German Air Force Diepholz Air Base in Diepholz, Germany","8.345555555,52.586944444",forbase130,CompanyKeyword,"German Air Force Diepholz Air Base in Diepholz, Germany",,dgm_foreignbases,5778464116e6ece77e0d43043b31734f,dgm_foreignbases__5778464116e6ece77e0d43043b31734f
fliegerhorst holzdorf,"German Air Force Holzdorf Air Base in Holzdorf ,Germany","13.1677,51.7678",forbase136,Refinery,"German Air Force Holzdorf Air Base in Holzdorf ,Germany",,dgm_foreignbases,ca84d56993f5a62f76807f12da0286ab,dgm_foreignbases__ca84d56993f5a62f76807f12da0286ab
fliegerhorst kaufbeuren,"German Air Force Kaufbeuren Air Base in Kaufbeuren, Germany","10.613,47.8724",forbase137,FTO,"German Air Force Kaufbeuren Air Base in Kaufbeuren, Germany",,dgm_foreignbases,db84b8db513e78e3f2f58d7596c812a7,dgm_foreignbases__db84b8db513e78e3f2f58d7596c812a7
fliegerhorst landsberg/lech,"German Air Force Landsberg-Lech Air Base in Landsberg am Lech, Germany","10.91,48.0731",forbase138,space,"German Air Force Landsberg-Lech Air Base in Landsberg am Lech, Germany",,dgm_foreignbases,5cc1fa99718d8f0897a98bbb1af518ba,dgm_foreignbases__5cc1fa99718d8f0897a98bbb1af518ba
fliegerhorst lechfeld,"Bundeswehr Lechfeld Air Base in Bavaria, Germany","10.8612,48.1855",forbase139,space,"Bundeswehr Lechfeld Air Base in Bavaria, Germany",,dgm_foreignbases,38764043c1b35cb69b55b948a53d6ad3,dgm_foreignbases__38764043c1b35cb69b55b948a53d6ad3
fliegerhorst nordholz,"German Navy Nordholz Naval Airbase in Nordholz, Germany","8.65861,53.7672",forbase140,News,"German Navy Nordholz Naval Airbase in Nordholz, Germany",,dgm_foreignbases,708deb717df2761ef57bdf2b4ea1c926,dgm_foreignbases__708deb717df2761ef57bdf2b4ea1c926
fliegerhorst nörvenich,"German Air Force Norvenich Air Base in Norvenich, Germany","6.658166666,50.831166666",forbase141,Person,"German Air Force Norvenich Air Base in Norvenich, Germany",,dgm_foreignbases,62a610850c53ce8656a64560ddff5b38,dgm_foreignbases__62a610850c53ce8656a64560ddff5b38
fliegerhorst schleswig,"German Air Force Schleswig Air Base in Jagel, Germany","9.51636,54.4594",forbase142,space,"German Air Force Schleswig Air Base in Jagel, Germany",,dgm_foreignbases,56818bb329c840c54ae0f90bfce19fc9,dgm_foreignbases__56818bb329c840c54ae0f90bfce19fc9
fliegerhorst spangdahlem,"US Air Force Spangdahlem Air Base in Spangdahlem, Germany","6.6925,49.9727",forbase143,Keyphrase,"US Air Force Spangdahlem Air Base in Spangdahlem, Germany",,dgm_foreignbases,881e8ecac8a21ea8ce4061c70a854829,dgm_foreignbases__881e8ecac8a21ea8ce4061c70a854829
flugplatz grafenwöhr,"US Army Grafenwohr Army Airfield in Grafenwohr, Germany","11.9402,49.6987",forbase144,DiplomaticFacilities,"US Army Grafenwohr Army Airfield in Grafenwohr, Germany",,dgm_foreignbases,3af7ccc8c16fa84cf8f6643a8731090e,dgm_foreignbases__3af7ccc8c16fa84cf8f6643a8731090e
flugplatz malmsheim,"German Air Force Malmsheim Airfield in Malmsheim, Germany","8.91944,48.7836",forbase145,FTO,"German Air Force Malmsheim Airfield in Malmsheim, Germany",,dgm_foreignbases,cf79af8fccd16d2ecd8c44c9e707c28c,dgm_foreignbases__cf79af8fccd16d2ecd8c44c9e707c28c
flugplatz neuburg,"German Air Force Neuburg Air Base in Neuburg an der Donau, Germany","11.2117,48.7117",forbase146,IndustryTerm,"German Air Force Neuburg Air Base in Neuburg an der Donau, Germany",,dgm_foreignbases,eba9a0256b144fc7698668dc4cdd8738,dgm_foreignbases__eba9a0256b144fc7698668dc4cdd8738
flugplatz ramstein,"US Air Force Ramstein Air Base in Ramstein-Miesenbach, Germany","7.601944,49.438333",forbase147,News,"US Air Force Ramstein Air Base in Ramstein-Miesenbach, Germany",,dgm_foreignbases,b5a9e64c4ee83a379e0454ab3edea6fb,dgm_foreignbases__b5a9e64c4ee83a379e0454ab3edea6fb
flugplatz wiesbaden,"US Army US Army Garrison Wiesbaden in Wiesbaden, Germany","50.0477144,8.3213463",forbase148,ForeignMinistry,"US Army US Army Garrison Wiesbaden in Wiesbaden, Germany",,dgm_foreignbases,1222f209196ab54c998a3319341bcacf,dgm_foreignbases__1222f209196ab54c998a3319341bcacf
flugplatz wiesbaden-erbenheim,"US Army Lucius D. Clay Kaserne in Hesse, Germany","8.3254,50.0498",forbase117,AAEntity,"US Army Lucius D. Clay Kaserne in Hesse, Germany",,dgm_foreignbases,5625d7d6e88fd5828ae3f9f86e8a3d2f,dgm_foreignbases__5625d7d6e88fd5828ae3f9f86e8a3d2f
fréjus-saint raphaël naval aeronautical base / ban de fréjus-saint raphaël,"French Naval Air Base Fréjus-Saint Raphaël in Var, France","6.7356,43.4175",forbase59,FTO,"French Naval Air Base Fréjus-Saint Raphaël in Var, France",,dgm_foreignbases,6a9f00f38ccca9521174c6292e61f7b9,dgm_foreignbases__6a9f00f38ccca9521174c6292e61f7b9
fritzlar air base,"Bundeswehr Fritzlar Air Base in Fritzlar, Germany","9.28544,51.1146",forbase41,Legislator,"Bundeswehr Fritzlar Air Base in Fritzlar, Germany",,dgm_foreignbases,50726add4a9aa475e75f0626dff3f699,dgm_foreignbases__50726add4a9aa475e75f0626dff3f699
fuchū air base,"JASDF Fuchu Airbase in Tokyo, Japan","139.494866,35.673472",forbase149,ForeignMinister,"JASDF Fuchu Airbase in Tokyo, Japan",,dgm_foreignbases,7974a71e1b1e51997ce533fe9f62ea28,dgm_foreignbases__7974a71e1b1e51997ce533fe9f62ea28
furbara airport,"Italian Air Force Furbara Airport in Furbara, Italy","12.0158,41.9969",forbase150,ForeignMinister,"Italian Air Force Furbara Airport in Furbara, Italy",,dgm_foreignbases,cb90a360dded6f0c356583203143fd5f,dgm_foreignbases__cb90a360dded6f0c356583203143fd5f
fuzhou yixu airport,"Chinese Air Force Fuzhou Yixu Airport in Fuzhou, China","119.3125,26.00444412",forbase151,ForeignMinister,"Chinese Air Force Fuzhou Yixu Airport in Fuzhou, China",,dgm_foreignbases,ae3ba8ab682b75310048c50712799dfe,dgm_foreignbases__ae3ba8ab682b75310048c50712799dfe
fuzhou yixu airport,"Chinese Air Force Fuzhou Yixu Airport in Fuzhou, China","119.3125,26.00444412",forbase151,Media,"Chinese Air Force Fuzhou Yixu Airport in Fuzhou, China",,dgm_foreignbases,ae3ba8ab682b75310048c50712799dfe,dgm_foreignbases__ae3ba8ab682b75310048c50712799dfe
gagetown range and training area,"Canadian Forces Base Gagetown in Oromocto, Canada","-66.436666666,45.837777777",forbase10,space,"Canadian Forces Base Gagetown in Oromocto, Canada",,dgm_foreignbases,9b9eb5747a8155d81bdb93c6d9230f63,dgm_foreignbases__9b9eb5747a8155d81bdb93c6d9230f63
galatina air base,"Italian Air Force Lecce Galatina Airport in Galatina, Italy","18.133325,40.239227777",forbase22,FTO,"Italian Air Force Lecce Galatina Airport in Galatina, Italy",,dgm_foreignbases,10054e2fd562953c8b74c9263d8ec33b,dgm_foreignbases__10054e2fd562953c8b74c9263d8ec33b
gallipoli barracks,"Australian Army installation Gallipolli Barracks in Brisbane, Australia","152.983333,-27.425278",forbase132,Shipping,"Australian Army installation Gallipolli Barracks in Brisbane, Australia",,dgm_foreignbases,fdf45de8f72648d4dadf66dd33f141cb,dgm_foreignbases__fdf45de8f72648d4dadf66dd33f141cb
