german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,.3,.4,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
muhlweg,"Muhlweg in Bad Homburg, Germany",50.2252086,8.6130631,1,,,,,,,,Shipping,"Muhlweg in Bad Homburg, Germany",,german_fires_badhomburg_locations,4a6e1e471a87bebd4af26418449b82d9,german_fires_badhomburg_locations__4a6e1e471a87bebd4af26418449b82d9
munzenberger strasse,"Munzenberger Strasse in Bad Homburg, Germany",50.2233047,8.6755897,1,,,,,,,,IndustryTerm,"Munzenberger Strasse in Bad Homburg, Germany",,german_fires_badhomburg_locations,88b5c52d27ecce362683669d4aa851a9,german_fires_badhomburg_locations__88b5c52d27ecce362683669d4aa851a9
nassauer strasse,"Nassauer Strasse in Bad Homburg, Germany",50.2233273,8.611165,1,,,,,,,,space,"Nassauer Strasse in Bad Homburg, Germany",,german_fires_badhomburg_locations,f60d165c4d9438abcb1a80b3a6fb009c,german_fires_badhomburg_locations__f60d165c4d9438abcb1a80b3a6fb009c
neckarstrasse,"Neckarstrasse in Bad Homburg, Germany",50.2257612,8.6414618,1,,,,,,,,News,"Neckarstrasse in Bad Homburg, Germany",,german_fires_badhomburg_locations,735c302396fde9ad3f248e4e6dac9e30,german_fires_badhomburg_locations__735c302396fde9ad3f248e4e6dac9e30
nehringstrasse,"Nehringstrasse in Bad Homburg, Germany",50.2161775,8.6168767,1,,,,,,,,Media,"Nehringstrasse in Bad Homburg, Germany",,german_fires_badhomburg_locations,49358c0ae6d7889727433e3e29052482,german_fires_badhomburg_locations__49358c0ae6d7889727433e3e29052482
neue fahrt,"Neue Fahrt in Bad Homburg, Germany",50.2260096,8.6838785,1,,,,,,,,Wells,"Neue Fahrt in Bad Homburg, Germany",,german_fires_badhomburg_locations,45e494ef15b509d5344480e8baa3a6a9,german_fires_badhomburg_locations__45e494ef15b509d5344480e8baa3a6a9
neue mauerstrasse,"Neue Mauerstrasse in Bad Homburg, Germany",50.2312607,8.610558,1,,,,,,,,ForeignMinister,"Neue Mauerstrasse in Bad Homburg, Germany",,german_fires_badhomburg_locations,fb6b8d85db152057c59b28f2a91e12da,german_fires_badhomburg_locations__fb6b8d85db152057c59b28f2a91e12da
neugasshohl,"Neugasshohl in Bad Homburg, Germany",50.2147598,8.6458147,1,,,,,,,,Exec,"Neugasshohl in Bad Homburg, Germany",,german_fires_badhomburg_locations,48fbbbc81043c9b5fb79f74b14afd2ec,german_fires_badhomburg_locations__48fbbbc81043c9b5fb79f74b14afd2ec
niddastrasse,"Niddastrasse in Bad Homburg, Germany",50.2274605,8.6388211,1,,,,,,,,LegislativeCommittee,"Niddastrasse in Bad Homburg, Germany",,german_fires_badhomburg_locations,e1d4807439736adc93adc01c4f411092,german_fires_badhomburg_locations__e1d4807439736adc93adc01c4f411092
nieder-erlenbacher weg,"Nieder-Erlenbacher Weg in Bad Homburg, Germany",50.2222468,8.6847792,1,,,,,,,,News,"Nieder-Erlenbacher Weg in Bad Homburg, Germany",,german_fires_badhomburg_locations,49033124c9719e9aa1c5a8dfde8b4d53,german_fires_badhomburg_locations__49033124c9719e9aa1c5a8dfde8b4d53
niederstedter weg,"Niederstedter Weg in Bad Homburg, Germany",50.2172228,8.6030903,1,,,,,,,,Shipping,"Niederstedter Weg in Bad Homburg, Germany",,german_fires_badhomburg_locations,e74365a2de34eb12f98422ffe45f49b8,german_fires_badhomburg_locations__e74365a2de34eb12f98422ffe45f49b8
