keyword,caption_name,feeds,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
yt_mobiletechreview,MobileTechReview,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCW6J17hZ_Vgr6cQgd_kHt5A,CompanyKeyword,MobileTechReview,,dgm_youtube_crisk,bce3ce0873deb028299711af58b8dbb2,dgm_youtube_crisk__bce3ce0873deb028299711af58b8dbb2
yt_dave_lee,Dave Lee,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCVYamHliCI9rw1tHR1xbkfw,Consulates,Dave Lee,,dgm_youtube_crisk,d3511fc234e0bc559a8a1bd51e5170bb,dgm_youtube_crisk__d3511fc234e0bc559a8a1bd51e5170bb
yt_austin_evans,Austin Evans,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCXGgrKt94gR6lmN4aN3mYTg,Pipeline,Austin Evans,,dgm_youtube_crisk,9c30285c4113fe4c84e9a2264ae2d88e,dgm_youtube_crisk__9c30285c4113fe4c84e9a2264ae2d88e
yt_uravgconsumer,UrAvgConsumer,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC9fSZHEh6XsRpX-xJc6lT3A,Legislator,UrAvgConsumer,,dgm_youtube_crisk,448150e6b929f5601160be43ac01ba7a,dgm_youtube_crisk__448150e6b929f5601160be43ac01ba7a
yt_updated,Updated,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCmsLliAW8DRsCMY-DU9-vAA,AAEntity,Updated,,dgm_youtube_crisk,ff0a3b7f3daef040faf89a88fdac01b7,dgm_youtube_crisk__ff0a3b7f3daef040faf89a88fdac01b7
yt_the_tech_chap,The Tech Chap,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCzlXf-yUIaOpOjEjPrOO9TA,Media,The Tech Chap,,dgm_youtube_crisk,f061f7c5cc61c7a7a482a202bff18524,dgm_youtube_crisk__f061f7c5cc61c7a7a482a202bff18524
yt_prasadtechintelugu,Prasadtechintelugu,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCb-xXZ7ltTvrh9C6DgB9H-Q,Diplomat,Prasadtechintelugu,,dgm_youtube_crisk,9cda77a3ad69ae957c1a5cee7e7bf621,dgm_youtube_crisk__9cda77a3ad69ae957c1a5cee7e7bf621
yt_jon_rettinger,Jon Rettinger,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCR0AnNR7sViH3TWMJl5jyxw,Legislator,Jon Rettinger,,dgm_youtube_crisk,61b18fcc3671d9aab7a315093d327332,dgm_youtube_crisk__61b18fcc3671d9aab7a315093d327332
yt_mrwhosetheboss,Mrwhosetheboss,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCMiJRAwDNSNzuYeN2uWa0pA,Wells,Mrwhosetheboss,,dgm_youtube_crisk,79ceafee58f79707f7b736e1a16d2808,dgm_youtube_crisk__79ceafee58f79707f7b736e1a16d2808
yt_android_authority,Android Authority,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCgyqtNWZmIxTx3b6OxTSALw,Diplomat,Android Authority,,dgm_youtube_crisk,e70958ba0661ee00165f95867dba750f,dgm_youtube_crisk__e70958ba0661ee00165f95867dba750f
yt_techquickie,Techquickie,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC0vBXGSyV14uvJ4hECDOl0Q,News,Techquickie,,dgm_youtube_crisk,f82421e0f934e2034dafdff1c46b3989,dgm_youtube_crisk__f82421e0f934e2034dafdff1c46b3989
yt_spath,Spath,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCT4waMvBJi6rsHUxONRzK_g,Organization,Spath,,dgm_youtube_crisk,941d801b32eca5948cd93c59b1bd71c0,dgm_youtube_crisk__941d801b32eca5948cd93c59b1bd71c0
yt_pocketnow,Pocketnow,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCO_vmeInQm5Z6dEZ6R5Kk0A,Person,Pocketnow,,dgm_youtube_crisk,df5ce095c4f83e2cb5bf4ae96bab16d4,dgm_youtube_crisk__df5ce095c4f83e2cb5bf4ae96bab16d4
yt_mrmobile,MrMobile,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCSOpcUkE-is7u7c4AkLgqTw,IndustryTerm,MrMobile,,dgm_youtube_crisk,31ad2633819b8fdad1033f99eefd5e8f,dgm_youtube_crisk__31ad2633819b8fdad1033f99eefd5e8f
yt_techcrunch,TechCrunch,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCCjyq_K1Xwfg8Lndy7lKMpA,AAEntity,TechCrunch,,dgm_youtube_crisk,45e219f82e92a2a76f7665cd19d34e1e,dgm_youtube_crisk__45e219f82e92a2a76f7665cd19d34e1e
yt_bloomberg_technology,Bloomberg Technology,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCrM7B7SL_g1edFOnmj-SDKg,ForeignMinistry,Bloomberg Technology,,dgm_youtube_crisk,ccc74547d7247e8e135601a979b27d2f,dgm_youtube_crisk__ccc74547d7247e8e135601a979b27d2f
yt_techdoctoruk,TechDoctorUK,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCIyy1sSlrgUYKcEqvL4smjQ,CompanyKeyword,TechDoctorUK,,dgm_youtube_crisk,6d5ee4d85ed050fd5d681e10815426e3,dgm_youtube_crisk__6d5ee4d85ed050fd5d681e10815426e3
yt_theverge,TheVerge,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCddiUEpeqJcYeBxX1IVBKvQ,LegislativeCommittee,TheVerge,,dgm_youtube_crisk,bb0c792c35e1e7ef9fb7522bca35c710,dgm_youtube_crisk__bb0c792c35e1e7ef9fb7522bca35c710
yt_victor_jamanga,Victor Jamanga,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCvuMB6dXNYL-Z9cAKsumVWw,Legislator,Victor Jamanga,,dgm_youtube_crisk,299291c4e64dc054cd81daa1f6471f24,dgm_youtube_crisk__299291c4e64dc054cd81daa1f6471f24
yt_ben_sullins,Ben Sullins,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCbEbf0-PoSuHD0TgMbxomDg,News,Ben Sullins,,dgm_youtube_crisk,3bf6e6fbd3da95e1e6f35abbaee3a860,dgm_youtube_crisk__3bf6e6fbd3da95e1e6f35abbaee3a860
yt_cruise_critic,Cruise Critic,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCwQ10W42Z6gnTVnXutasD4w,DiplomaticFacilities,Cruise Critic,,dgm_youtube_crisk,53b577c746e566c2eaf63ddd57efa185,dgm_youtube_crisk__53b577c746e566c2eaf63ddd57efa185
yt_eatsleepcruise(.)com,EatSleepCruise(.)com,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCiHoqHZ6WI8lD90cBjIWYEg,IndustryTerm,EatSleepCruise(.)com,,dgm_youtube_crisk,b23ea672f7c2f98719a8284255938b98,dgm_youtube_crisk__b23ea672f7c2f98719a8284255938b98
yt_trufinancials,TruFinancials,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UClpIXHZYpR7o0FGeoeDULtw,Refinery,TruFinancials,,dgm_youtube_crisk,a2101aba3d0edd461c54cf30c9c7ffd3,dgm_youtube_crisk__a2101aba3d0edd461c54cf30c9c7ffd3
yt_the_wdw_couple,The WDW Couple,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCwyYVvfqoeIzccrIJPey6DA,DiplomaticFacilities,The WDW Couple,,dgm_youtube_crisk,b5ce408d62acc498cc5b52c05a909194,dgm_youtube_crisk__b5ce408d62acc498cc5b52c05a909194
yt_disney_park_addict,Disney Park Addict,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCBBG8oFhRp_OxXfmvj-5P7Q,Consulates,Disney Park Addict,,dgm_youtube_crisk,3b108c5ec4fd0d368f7aae651e757a84,dgm_youtube_crisk__3b108c5ec4fd0d368f7aae651e757a84
yt_thrifty_traveler,Thrifty Traveler,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCD_oeyPrWlr69436VVUGaVA,Exec,Thrifty Traveler,,dgm_youtube_crisk,3aa31b688d108983c475752e98f17cfa,dgm_youtube_crisk__3aa31b688d108983c475752e98f17cfa
yt_waller's_wallet,Waller's Wallet,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCJomP7DhzLNZwDSAvio-sig,News,Waller's Wallet,,dgm_youtube_crisk,6da9003838700145a0c51ab5ba094785,dgm_youtube_crisk__6da9003838700145a0c51ab5ba094785
yt_doug_demuro,Doug DeMuro,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCsqjHFMB_JYTaEnf_vmTNqg,Exec,Doug DeMuro,,dgm_youtube_crisk,e01c4aa106b20e802da69778f95e22ef,dgm_youtube_crisk__e01c4aa106b20e802da69778f95e22ef
yt_forrest's_auto_reviews,Forrest's Auto Reviews,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCJla13cU_l6Itg8yEtOiAqQ,Shipping,Forrest's Auto Reviews,,dgm_youtube_crisk,25434221fa68307d2320b0b7611d73e0,dgm_youtube_crisk__25434221fa68307d2320b0b7611d73e0
yt_isthatchad_auto_reviews,IsThatChad Auto Reviews,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCBFjQ6NeLOxWTCLbfuIQlkg,space,IsThatChad Auto Reviews,,dgm_youtube_crisk,8ef9033c84b3d505d25c5246043f396f,dgm_youtube_crisk__8ef9033c84b3d505d25c5246043f396f
yt_jayemm_on_cars,JayEmm on Cars,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCkwBmrgwtoaaXZSilir6qsg,Shipping,JayEmm on Cars,,dgm_youtube_crisk,fad0d2f8a9efea86e787ab790c23fc1b,dgm_youtube_crisk__fad0d2f8a9efea86e787ab790c23fc1b
yt_kelley_blue_book,Kelley Blue Book,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCj9yUGuMVVdm2DqyvJPUeUQ,News,Kelley Blue Book,,dgm_youtube_crisk,c08245c24f9dd328e1ca8772738a60a5,dgm_youtube_crisk__c08245c24f9dd328e1ca8772738a60a5
yt_ask_sebby,Ask Sebby,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC2cC48A261pBVKztLyzOAnA,ForeignMinister,Ask Sebby,,dgm_youtube_crisk,014096c7b3bd48e7b4b50e6fe57fa1e8,dgm_youtube_crisk__014096c7b3bd48e7b4b50e6fe57fa1e8
yt_etmoney,ETMONEY,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCxv9T8da7658T9R8LQT_3PQ,Wells,ETMONEY,,dgm_youtube_crisk,5b16e1119733556e92275db37961235f,dgm_youtube_crisk__5b16e1119733556e92275db37961235f
yt_magnified_money,Magnified Money,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCOZHedHHpnR3z9NzxgpR9HA,Diplomat,Magnified Money,,dgm_youtube_crisk,e8a6cc5b7ad4b1ca062af1087d4257b1,dgm_youtube_crisk__e8a6cc5b7ad4b1ca062af1087d4257b1
yt_plot11,Plot11,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC316GY-U17BkwN8D7oKM0iw,News,Plot11,,dgm_youtube_crisk,d73317a512fca42d2a066c7d8954cf23,dgm_youtube_crisk__d73317a512fca42d2a066c7d8954cf23
yt_the_simple_dollar,The Simple Dollar,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCd5S7t1hMsxbfx85ncOtFvg,Refinery,The Simple Dollar,,dgm_youtube_crisk,c4cf1ed6567d2a05264c7d484ea87160,dgm_youtube_crisk__c4cf1ed6567d2a05264c7d484ea87160
yt_fast_food_reviews,Fast Food Reviews,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCSHWx5vdTsjgPFukMtQ6CXg,LegislativeCommittee,Fast Food Reviews,,dgm_youtube_crisk,4748bf877bab168e543d382e526bebed,dgm_youtube_crisk__4748bf877bab168e543d382e526bebed
yt_food_insider,Food Insider,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCwiTOchWeKjrJZw7S1H__1g,Organization,Food Insider,,dgm_youtube_crisk,008ce12d9364542f95e1d8b1bc7bb362,dgm_youtube_crisk__008ce12d9364542f95e1d8b1bc7bb362
yt_lunchtime_review,Lunchtime Review,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCRU50hACLwgux7IVeKDvhzQ,FTO,Lunchtime Review,,dgm_youtube_crisk,25cafaa782da2f5d6262cf3c46d3f00d,dgm_youtube_crisk__25cafaa782da2f5d6262cf3c46d3f00d
yt_mashed,Mashed,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCGvIBxqin_rx3sY9qacQEhQ,Keyphrase,Mashed,,dgm_youtube_crisk,3ae1d28f784af72f81629ff17baccaab,dgm_youtube_crisk__3ae1d28f784af72f81629ff17baccaab
yt_the_food_theorists,The Food Theorists,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCHYoe8kQ-7Gn9ASOlmI0k6Q,IndustryTerm,The Food Theorists,,dgm_youtube_crisk,9aea15c6eb55a780ae3c9e4f55d510ea,dgm_youtube_crisk__9aea15c6eb55a780ae3c9e4f55d510ea
yt_the_report_of_the_week,The Report of the Week,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCeR0n8d3ShTn_yrMhpwyE1Q,space,The Report of the Week,,dgm_youtube_crisk,df12f46dc3ffbc8d47074973307e6baf,dgm_youtube_crisk__df12f46dc3ffbc8d47074973307e6baf
yt_dfbguide_(disney_food_blog),DFBGuide (Disney Food Blog),feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCnpWedLQdHpZqhgTLdB9Yyg,Media,DFBGuide (Disney Food Blog),,dgm_youtube_crisk,0c15791b492b8e7703988b753954c1ed,dgm_youtube_crisk__0c15791b492b8e7703988b753954c1ed
yt_disney_parks_addicts,Disney Parks Addicts,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCBBG8oFhRp_OxXfmvj-5P7Q,Wells,Disney Parks Addicts,,dgm_youtube_crisk,39bee8dfa6ce44165597e0cf7c5d7ec4,dgm_youtube_crisk__39bee8dfa6ce44165597e0cf7c5d7ec4
yt_dsny_newscast,DSNY Newscast,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCRH49DSFyl8oPwsiHyZ9O0g,space,DSNY Newscast,,dgm_youtube_crisk,b05580f8eea222e61801c6de27618983,dgm_youtube_crisk__b05580f8eea222e61801c6de27618983
yt_reviewtyme,reviewtyme,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCO5BbqNjg-1WKYDad8iIF6A,News,reviewtyme,,dgm_youtube_crisk,a1bc455330214cb75035b36676eb8162,dgm_youtube_crisk__a1bc455330214cb75035b36676eb8162
yt_seeking_the_magical,Seeking The Magical,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC_LCqDT1vSqNrNOIyP1k6Xg,CompanyKeyword,Seeking The Magical,,dgm_youtube_crisk,c61f91c58c044de6e8eed00c119b9b8d,dgm_youtube_crisk__c61f91c58c044de6e8eed00c119b9b8d
yt_hype_tech,Hype Tech,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCo4MnxuIXdEtUPAldHqTOSA,Consulates,Hype Tech,,dgm_youtube_crisk,26ecc734bbaae1ec0ae4a57cf03d7a82,dgm_youtube_crisk__26ecc734bbaae1ec0ae4a57cf03d7a82
yt_spawn_wave,Spawn Wave,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCoIXnB865l9Ex9zs4OIXTdQ,Media,Spawn Wave,,dgm_youtube_crisk,e0c91bc655882e54fa2dde3b2187e8cd,dgm_youtube_crisk__e0c91bc655882e54fa2dde3b2187e8cd
yt_the_deal_guy,The Deal Guy,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC5Qbo0AR3CwpmEq751BIy0g,ForeignMinistry,The Deal Guy,,dgm_youtube_crisk,0d2ad3e55743957ac68b2d9650fbeb96,dgm_youtube_crisk__0d2ad3e55743957ac68b2d9650fbeb96
yt_feisworld_media,Feisworld Media,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCm85VUgZyONBCie0rZIrguw,ForeignMinistry,Feisworld Media,,dgm_youtube_crisk,5aa90ea1d02dc27eb49dde4714cd20ca,dgm_youtube_crisk__5aa90ea1d02dc27eb49dde4714cd20ca
yt_linus_tech_tips,Linus Tech Tips,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCXuqSBlHAE6Xw-yeJA0Tunw,Exec,Linus Tech Tips,,dgm_youtube_crisk,a6a695b3c3b1824e211e61b03babc8b1,dgm_youtube_crisk__a6a695b3c3b1824e211e61b03babc8b1
yt_nexttimetech,NextTimeTech,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCa5-N7CN3bwuGT6vl2RmdQg,Diplomat,NextTimeTech,,dgm_youtube_crisk,87c3ef832c3a0b9b976ad96e8715f6fb,dgm_youtube_crisk__87c3ef832c3a0b9b976ad96e8715f6fb
yt_jonathan_morrison_,Jonathan Morrison,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCDlQwv99CovKafGvxyaiNDA,Shipping,Jonathan Morrison,,dgm_youtube_crisk,046c6bdfc7faeccdcc3ea29411c1a253,dgm_youtube_crisk__046c6bdfc7faeccdcc3ea29411c1a253
yt_unbox_therapy,Unbox Therapy,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCsTcErHg8oDvUnTzoqsYeNw,Diplomat,Unbox Therapy,,dgm_youtube_crisk,7d77a69aba3586aebcf123c1943951b8,dgm_youtube_crisk__7d77a69aba3586aebcf123c1943951b8
yt_wiredtech,wiredtech,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCFxNnwtP8qeoSmPx81AJvuA,Diplomat,wiredtech,,dgm_youtube_crisk,fc06de1e1f7ff52d9b5070b2884726a3,dgm_youtube_crisk__fc06de1e1f7ff52d9b5070b2884726a3
yt_bougie_miles,Bougie Miles,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UClr2tZZbibgKf5sWJ3qu8IQ,FTO,Bougie Miles,,dgm_youtube_crisk,daa08458573ccd72ca192ee1ad1ff896,dgm_youtube_crisk__daa08458573ccd72ca192ee1ad1ff896
yt_don's_family_vacations,Don's Family Vacations,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCXI8D72GDxDww2oE9DPoG7A,Exec,Don's Family Vacations,,dgm_youtube_crisk,e0038d2abd50be3d05d58b20e7db74a7,dgm_youtube_crisk__e0038d2abd50be3d05d58b20e7db74a7
yt_nonstopdan,NonstopDan,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCrLe85KbtkqnnSnIVc-KLjA,LegislativeCommittee,NonstopDan,,dgm_youtube_crisk,067bee0f5c61f9f9cb6417a477289902,dgm_youtube_crisk__067bee0f5c61f9f9cb6417a477289902
yt_real_rideshare_stories,Real Rideshare Stories,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCG0KYZhuD-SVt_q7QhojMpg,Legislator,Real Rideshare Stories,,dgm_youtube_crisk,8706be358d619c619e0d7c058958b7ca,dgm_youtube_crisk__8706be358d619c619e0d7c058958b7ca
yt_the_hotel_boss,The Hotel Boss,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCAQ-MJNqMq3yP0mDNLjGA9w,ForeignMinister,The Hotel Boss,,dgm_youtube_crisk,3d08e65c714b97e9d969a78e171c235c,dgm_youtube_crisk__3d08e65c714b97e9d969a78e171c235c
yt_the_points_guy_uk,The Points Guy UK,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCBkJ4r-eLl8XAjg30dW8oIw,space,The Points Guy UK,,dgm_youtube_crisk,da80d30cb5b6caf342217e344c2fd867,dgm_youtube_crisk__da80d30cb5b6caf342217e344c2fd867
yt_wingin_it_paul_lucas,Wingin' It! Paul Lucas,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCzuKzSNb8hGV9DsqIBUb79w,LegislativeCommittee,Wingin' It! Paul Lucas,,dgm_youtube_crisk,e75bbbc80896f2abbe878524fbc319c3,dgm_youtube_crisk__e75bbbc80896f2abbe878524fbc319c3
yt_craig's_tech_talk,Craig's Tech Talk,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCFLyvD13JJG7gXrCmbK8uJQ,Shipping,Craig's Tech Talk,,dgm_youtube_crisk,8ad481d0698493f691aa542705302174,dgm_youtube_crisk__8ad481d0698493f691aa542705302174
yt_lon.tv,Lon.TV,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCymYq4Piq0BrhnM18aQzTlg,Person,Lon.TV,,dgm_youtube_crisk,1b8a6417bf1b6d17967ce2411b0d75df,dgm_youtube_crisk__1b8a6417bf1b6d17967ce2411b0d75df
yt_the_verge,The Verge,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCddiUEpeqJcYeBxX1IVBKvQ,IndustryTerm,The Verge,,dgm_youtube_crisk,a8e778872ffab82a1faf78ca6bd172a0,dgm_youtube_crisk__a8e778872ffab82a1faf78ca6bd172a0
yt_microsoft,Microsoft,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCFtEEv80fQVKkD4h1PF-Xqw,Wells,Microsoft,,dgm_youtube_crisk,140864078aeca1c7c35b4beb33c53c34,dgm_youtube_crisk__140864078aeca1c7c35b4beb33c53c34
yt_tech_spurt,Tech Spurt,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCVLN0tY51ewH44wUtx3YZTA,Legislator,Tech Spurt,,dgm_youtube_crisk,62e5a7053a51e9ea239336986e16df8d,dgm_youtube_crisk__62e5a7053a51e9ea239336986e16df8d
yt_matthew_moniz,Matthew Moniz,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCVlMUh4WsDQvOxCJJXmWwdw,Pipeline,Matthew Moniz,,dgm_youtube_crisk,73c072247131de781848156c5a72b6bf,dgm_youtube_crisk__73c072247131de781848156c5a72b6bf
yt_apple,Apple,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCE_M8A5yxnLfW0KghEeajjw,LegislativeCommittee,Apple,,dgm_youtube_crisk,9f6290f4436e5a2351f12e03b6433c3c,dgm_youtube_crisk__9f6290f4436e5a2351f12e03b6433c3c
yt_marques_brownlee,Marques Brownlee,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCBJycsmduvYEL83R_U4JriQ,FTO,Marques Brownlee,,dgm_youtube_crisk,289efa5597b9f6d627f574fba747970e,dgm_youtube_crisk__289efa5597b9f6d627f574fba747970e
yt_everythingapplepro_eap,EverythingApplePro EAP,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCj34AOIMl_k1fF7hcBkD_dw,Person,EverythingApplePro EAP,,dgm_youtube_crisk,0b3406287402989383c32d98afd8770c,dgm_youtube_crisk__0b3406287402989383c32d98afd8770c
yt_ijustine,iJustine,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCey_c7U86mJGz1VJWH5CYPA,Shipping,iJustine,,dgm_youtube_crisk,fc5eefc27477523967ec7181bdb55bf8,dgm_youtube_crisk__fc5eefc27477523967ec7181bdb55bf8
yt_unbox_therapy,Unbox Therapy,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCsTcErHg8oDvUnTzoqsYeNw,Person,Unbox Therapy,,dgm_youtube_crisk,7d77a69aba3586aebcf123c1943951b8,dgm_youtube_crisk__7d77a69aba3586aebcf123c1943951b8
yt_the_tech_chap,The Tech Chap,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCzlXf-yUIaOpOjEjPrOO9TA,Refinery,The Tech Chap,,dgm_youtube_crisk,f061f7c5cc61c7a7a482a202bff18524,dgm_youtube_crisk__f061f7c5cc61c7a7a482a202bff18524
yt_max_tech,Max Tech,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCptwuAv0XQHo1OQUSaO6NHw,Exec,Max Tech,,dgm_youtube_crisk,14328dd1f3deaa9826ec809069a04581,dgm_youtube_crisk__14328dd1f3deaa9826ec809069a04581
yt_mobiletechreview,MobileTechReview,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCW6J17hZ_Vgr6cQgd_kHt5A,Person,MobileTechReview,,dgm_youtube_crisk,bce3ce0873deb028299711af58b8dbb2,dgm_youtube_crisk__bce3ce0873deb028299711af58b8dbb2
yt_ign,IGN,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCKy1dAqELo0zrOtPkf0eTMw,Shipping,IGN,,dgm_youtube_crisk,e112d12af12efa42ffe9fc37da8ac945,dgm_youtube_crisk__e112d12af12efa42ffe9fc37da8ac945
yt_gameranx,gameranx,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCNvzD7Z-g64bPXxGzaQaa4g,space,gameranx,,dgm_youtube_crisk,cb1b7db67ce219ccaa82e58bb2f6c7cc,dgm_youtube_crisk__cb1b7db67ce219ccaa82e58bb2f6c7cc
yt_acg,ACG,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCK9_x1DImhU-eolIay5rb2Q,Shipping,ACG,,dgm_youtube_crisk,33f786e15eb427ffd3edec16cfdc0cd2,dgm_youtube_crisk__33f786e15eb427ffd3edec16cfdc0cd2
yt_fandom_games,Fandom Games,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCf6J9yokPS0ys456jvjLBGQ,News,Fandom Games,,dgm_youtube_crisk,01c4d8d276cd79bc353218114e45f819,dgm_youtube_crisk__01c4d8d276cd79bc353218114e45f819
yt_girlfriend_reviews,Girlfriend Reviews,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC2eEGT06FrWFU6VBnPOR9lg,News,Girlfriend Reviews,,dgm_youtube_crisk,495ffe5091c02d6ccaade36c834bf672,dgm_youtube_crisk__495ffe5091c02d6ccaade36c834bf672
yt_skill_up,Skill Up,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCZ7AeeVbyslLM_8-nVy2B8Q,Consulates,Skill Up,,dgm_youtube_crisk,748656c53d5c124bc59cbf274714563e,dgm_youtube_crisk__748656c53d5c124bc59cbf274714563e
yt_worth_a_buy,Worth A Buy,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCywBfpGBYhsczNuyyh6Cf6w,Consulates,Worth A Buy,,dgm_youtube_crisk,9c85866a014a2c9f58e37f260f61d3e3,dgm_youtube_crisk__9c85866a014a2c9f58e37f260f61d3e3
yt_beatemups,BeatEmUps,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCuJyaxv7V-HK4_qQzNK_BXQ,Pipeline,BeatEmUps,,dgm_youtube_crisk,27ee8a29796c53f73fe1f3bfb8805dee,dgm_youtube_crisk__27ee8a29796c53f73fe1f3bfb8805dee
yt_whatoplay,whatoplay,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCcGL_0yoZTskvlgAixaEjEg,Diplomat,whatoplay,,dgm_youtube_crisk,21df41982821d3168e64b987242e99a0,dgm_youtube_crisk__21df41982821d3168e64b987242e99a0
yt_gmanlives,GmanLives,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCKlUrYO3i9MDlL45Ia6j5EA,ForeignMinister,GmanLives,,dgm_youtube_crisk,4ca39bf598b7b3687ee4e22e021b2d8c,dgm_youtube_crisk__4ca39bf598b7b3687ee4e22e021b2d8c
yt_thereportoftheweek,TheReportOfTheWeek,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCeR0n8d3ShTn_yrMhpwyE1Q,News,TheReportOfTheWeek,,dgm_youtube_crisk,cd56a9d25174e493c2e2634e8cc161ca,dgm_youtube_crisk__cd56a9d25174e493c2e2634e8cc161ca
yt_daym_drops,Daym Drops,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCJNtkDAqZBwJF4GKVD-5QKw,Shipping,Daym Drops,,dgm_youtube_crisk,3b53c11e3a61f139afc94c7f0178910b,dgm_youtube_crisk__3b53c11e3a61f139afc94c7f0178910b
