german_text,caption_text,lat,lon,ranking,default location,default_lon,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
innenstadt,"Innenstadt in Bautzen, Germany",51.1811036,14.4236361,2,"Bautzen, Germany",14.42732728,,ForeignMinistry,"Innenstadt in Bautzen, Germany",,german_fires_bautzen_locations,82daa8e8f77d1ebfdebb28e37034975c,german_fires_bautzen_locations__82daa8e8f77d1ebfdebb28e37034975c
nordostring,"Nordostring in Bautzen, Germany",51.1777414,14.4350919,2,,,ss,LegislativeCommittee,"Nordostring in Bautzen, Germany",,german_fires_bautzen_locations,d5e0342cfa605099ff8af51ed70f0d4d,german_fires_bautzen_locations__d5e0342cfa605099ff8af51ed70f0d4d
gesundbrunnen,"Gesundbrunnen in Bautzen, Germany",51.1898188,14.4424379,2,,,u,Diplomat,"Gesundbrunnen in Bautzen, Germany",,german_fires_bautzen_locations,43dad2038ec3d4e883afb8d9707af7f8,german_fires_bautzen_locations__43dad2038ec3d4e883afb8d9707af7f8
westvorstadt,"Westvorstadt in Bautzen, Germany",51.1796506,14.4236467,2,,,a,News,"Westvorstadt in Bautzen, Germany",,german_fires_bautzen_locations,a531de800a39efbbb2d9128b036777f3,german_fires_bautzen_locations__a531de800a39efbbb2d9128b036777f3
sudvorstadt,"Sudvorstadt in Bautzen, Germany",51.1814155,14.4282636,2,,,o,FTO,"Sudvorstadt in Bautzen, Germany",,german_fires_bautzen_locations,e4b186ca57f6d1942b0b15b1942398f5,german_fires_bautzen_locations__e4b186ca57f6d1942b0b15b1942398f5
ostvorstadt,"Ostvorstadt in Bautzen, Germany",51.1738479,14.4495187,2,,,,FTO,"Ostvorstadt in Bautzen, Germany",,german_fires_bautzen_locations,fd85f37a043442ee23291c9588bd7641,german_fires_bautzen_locations__fd85f37a043442ee23291c9588bd7641
teichnitz,"Teichnitz in Bautzen, Germany",51.2003189,14.4120345,2,,,,Keyphrase,"Teichnitz in Bautzen, Germany",,german_fires_bautzen_locations,86ac5dd80f4873ceaa12c20b8e12f2c6,german_fires_bautzen_locations__86ac5dd80f4873ceaa12c20b8e12f2c6
burk,"Burk in Bautzen, Germany",51.1987827,14.4614281,2,,,,ForeignMinister,"Burk in Bautzen, Germany",,german_fires_bautzen_locations,c76add70d062b4f8282e57e294126e74,german_fires_bautzen_locations__c76add70d062b4f8282e57e294126e74
niederkaina,"Niederkaina in Bautzen, Germany",51.1913116,14.4783285,2,,,,AAEntity,"Niederkaina in Bautzen, Germany",,german_fires_bautzen_locations,433dce620bee38cf2ff061d66c79e481,german_fires_bautzen_locations__433dce620bee38cf2ff061d66c79e481
nadelwitz,"Nadelwitz in Bautzen, Germany",51.18932,14.41887,2,,,,DiplomaticFacilities,"Nadelwitz in Bautzen, Germany",,german_fires_bautzen_locations,cfdbc52ff4188bbd51a4da51911598b8,german_fires_bautzen_locations__cfdbc52ff4188bbd51a4da51911598b8
auritz,"Auritz in Bautzen, Germany",51.1687823,14.4664227,2,,,,Refinery,"Auritz in Bautzen, Germany",,german_fires_bautzen_locations,1e800dac37842a7763eb4422ee5ea92d,german_fires_bautzen_locations__1e800dac37842a7763eb4422ee5ea92d
oberkaina,"Oberkaina in Bautzen, Germany",51.1556412,14.4329909,2,,,,Wells,"Oberkaina in Bautzen, Germany",,german_fires_bautzen_locations,d196d78c383944e5e1441d4a5980ccee,german_fires_bautzen_locations__d196d78c383944e5e1441d4a5980ccee
stiebitz,"Stiebitz in Bautzen, Germany",51.1796432,14.3944832,2,,,,CompanyKeyword,"Stiebitz in Bautzen, Germany",,german_fires_bautzen_locations,d92a90da07a9b74fe2f8c346c7b46acf,german_fires_bautzen_locations__d92a90da07a9b74fe2f8c346c7b46acf
salzenforst,"Salzenforst in Bautzen, Germany",51.1972545,14.3725649,2,,,,Organization,"Salzenforst in Bautzen, Germany",,german_fires_bautzen_locations,1115339e61d417ccf148911c70114d52,german_fires_bautzen_locations__1115339e61d417ccf148911c70114d52
bolbritz,"Bolbritz in Bautzen, Germany",51.2017648,14.3418211,2,,,,News,"Bolbritz in Bautzen, Germany",,german_fires_bautzen_locations,068814b924dba3b55736413f0a3a93fc,german_fires_bautzen_locations__068814b924dba3b55736413f0a3a93fc
bloaschutz,"Bloaschutz in Bautzen, Germany",51.1915892,14.35115,2,,,,AAEntity,"Bloaschutz in Bautzen, Germany",,german_fires_bautzen_locations,96874f2e6411238bd32233a7d0f0ba17,german_fires_bautzen_locations__96874f2e6411238bd32233a7d0f0ba17
doberkitz,"Doberkitz in Bautzen, Germany",51.1872816,14.3375491,2,,,,Refinery,"Doberkitz in Bautzen, Germany",,german_fires_bautzen_locations,f539503dbbdafe49fdd892eed01c9675,german_fires_bautzen_locations__f539503dbbdafe49fdd892eed01c9675
loschau,"Loschau in Bautzen, Germany",51.2039787,14.3321043,2,,,,DiplomaticFacilities,"Loschau in Bautzen, Germany",,german_fires_bautzen_locations,0bf19e2cc1f9c0800f643f601bf40dd0,german_fires_bautzen_locations__0bf19e2cc1f9c0800f643f601bf40dd0
oberuhna,"Oberuhna in Bautzen, Germany",51.2054102,14.3527164,2,,,,DiplomaticFacilities,"Oberuhna in Bautzen, Germany",,german_fires_bautzen_locations,4823f6d999403b3ef374feb285444dd6,german_fires_bautzen_locations__4823f6d999403b3ef374feb285444dd6
schmochtitz,"Schmochtitz in Bautzen, Germany",51.2139956,14.3614746,2,,,,Diplomat,"Schmochtitz in Bautzen, Germany",,german_fires_bautzen_locations,c4e31b170e5d9c6f3af6bebebb24051f,german_fires_bautzen_locations__c4e31b170e5d9c6f3af6bebebb24051f
temritz,"Temritz in Bautzen, Germany",51.1962072,14.3942525,2,,,,Legislator,"Temritz in Bautzen, Germany",,german_fires_bautzen_locations,a37b88f5b9bc5f2ef63c1b737dc8951b,german_fires_bautzen_locations__a37b88f5b9bc5f2ef63c1b737dc8951b
grosswelka,"Grosswelka in Bautzen, Germany",51.211106,14.3845686,2,,,,Refinery,"Grosswelka in Bautzen, Germany",,german_fires_bautzen_locations,0d411b8bd71305765747c196f8f6f92c,german_fires_bautzen_locations__0d411b8bd71305765747c196f8f6f92c
kleinwelka,"Kleinwelka in Bautzen, Germany",51.2109535,14.3911157,2,,,,Person,"Kleinwelka in Bautzen, Germany",,german_fires_bautzen_locations,9eb72c3a4a99325e3150c3dbcfb45049,german_fires_bautzen_locations__9eb72c3a4a99325e3150c3dbcfb45049
kleinseidau,"Kleinseidau in Bautzen, Germany",51.2066329,14.3944262,2,,,,space,"Kleinseidau in Bautzen, Germany",,german_fires_bautzen_locations,8b6ce565a5d205b12393539dbdf2e227,german_fires_bautzen_locations__8b6ce565a5d205b12393539dbdf2e227
lubachau,"Lubachau in Bautzen, Germany",51.2145091,14.4133469,2,,,,ForeignMinister,"Lubachau in Bautzen, Germany",,german_fires_bautzen_locations,39d65991dea58c8b03d5b4240bfe4a33,german_fires_bautzen_locations__39d65991dea58c8b03d5b4240bfe4a33
adolph-kolping-str.,"Adolph-Kolping-Strasse in Bautzen, Germany",51.1777379,14.4125581,1,,,,Diplomat,"Adolph-Kolping-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,e7c0786ff8aa0a14cf5f86dfc26b9153,german_fires_bautzen_locations__e7c0786ff8aa0a14cf5f86dfc26b9153
albert-einstein-str.,"Albert-Einstein-Strasse in Bautzen, Germany",51.1902614,14.4396991,1,,,,Media,"Albert-Einstein-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,80d600f16488a48bb8e7cf01d84f7efa,german_fires_bautzen_locations__80d600f16488a48bb8e7cf01d84f7efa
albert-schweitzer-str.,"Albert-Schweitzer-Strasse in Bautzen, Germany",51.1777354,14.4155679,1,,,,Wells,"Albert-Schweitzer-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,54d08346b3182ebae3f2c188790fd741,german_fires_bautzen_locations__54d08346b3182ebae3f2c188790fd741
albrecht-durer-str.,"Albrecht-Durer-Strasse in Bautzen, Germany",51.1808328,14.4180487,1,,,,Pipeline,"Albrecht-Durer-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,dd91353042908a089286df54a5297f61,german_fires_bautzen_locations__dd91353042908a089286df54a5297f61
alois-andritzki-str.,"Alois-Andritzki-Strasse in Bautzen, Germany",51.1747566,14.4601984,1,,,,Legislator,"Alois-Andritzki-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,ce60f68de994b5c0aeba99606c121188,german_fires_bautzen_locations__ce60f68de994b5c0aeba99606c121188
alt-rattwitz,"Alt-Rattwitz in Bautzen, Germany",51.1841817,14.3886577,1,,,,space,"Alt-Rattwitz in Bautzen, Germany",,german_fires_bautzen_locations,9fad239ebc365b96262713af133ca265,german_fires_bautzen_locations__9fad239ebc365b96262713af133ca265
alte dorfstr.,"Alte Dorfstrasse in Bautzen, Germany",51.1942175,14.4758325,1,,,,Media,"Alte Dorfstrasse in Bautzen, Germany",,german_fires_bautzen_locations,73f68e07321fc04e75a88c3a7800073d,german_fires_bautzen_locations__73f68e07321fc04e75a88c3a7800073d
alte dresdener str.,"Alte Dresdener Strasse in Bautzen, Germany",51.1452742,13.8016817,1,,,,IndustryTerm,"Alte Dresdener Strasse in Bautzen, Germany",,german_fires_bautzen_locations,e0c4ccee7d8fadf84d01045793acf21c,german_fires_bautzen_locations__e0c4ccee7d8fadf84d01045793acf21c
alte gartnerei,"Alte Gartnerei in Bautzen, Germany",51.1697085,14.4478253,1,,,,Diplomat,"Alte Gartnerei in Bautzen, Germany",,german_fires_bautzen_locations,56c04fcf0c8eeb1bfccf4a6ee3999fc0,german_fires_bautzen_locations__56c04fcf0c8eeb1bfccf4a6ee3999fc0
alter schmoler weg,"Alter Schmoler Weg in Bautzen, Germany",51.1801798,14.4084153,1,,,,space,"Alter Schmoler Weg in Bautzen, Germany",,german_fires_bautzen_locations,1c70b3a69729ebaa769b81b104842644,german_fires_bautzen_locations__1c70b3a69729ebaa769b81b104842644
alter schaferweg,"Alter Schaferweg in Bautzen, Germany",51.1893037,14.4719436,1,,,,Person,"Alter Schaferweg in Bautzen, Germany",,german_fires_bautzen_locations,a826094386fa4fb3d11b9bdc13fc7ac0,german_fires_bautzen_locations__a826094386fa4fb3d11b9bdc13fc7ac0
am albrechtsbach,"Am Albrechtsbach in Bautzen, Germany",51.1661899,14.4357527,1,,,,DiplomaticFacilities,"Am Albrechtsbach in Bautzen, Germany",,german_fires_bautzen_locations,09b748b2f02c68be7d68a0b405c299ec,german_fires_bautzen_locations__09b748b2f02c68be7d68a0b405c299ec
am alten weinberg,"Am Alten Weinberg in Bautzen, Germany",51.1760073,14.4178475,1,,,,Diplomat,"Am Alten Weinberg in Bautzen, Germany",,german_fires_bautzen_locations,e60ce44e83eb4505550b71ce40590908,german_fires_bautzen_locations__e60ce44e83eb4505550b71ce40590908
am carolagarten,"Am Carolagarten in Bautzen, Germany",51.1746171,14.4613148,1,,,,IndustryTerm,"Am Carolagarten in Bautzen, Germany",,german_fires_bautzen_locations,4ac987d8848e47cc85700ace693031f6,german_fires_bautzen_locations__4ac987d8848e47cc85700ace693031f6
am chorberg,"Am Chorberg in Bautzen, Germany",51.1947357,14.3747818,1,,,,Shipping,"Am Chorberg in Bautzen, Germany",,german_fires_bautzen_locations,ec78bcbc7ce500883b654e375280cb3a,german_fires_bautzen_locations__ec78bcbc7ce500883b654e375280cb3a
am feldschlosschen,"Am Feldschlosschen in Bautzen, Germany",51.1782683,14.4194726,1,,,,FTO,"Am Feldschlosschen in Bautzen, Germany",,german_fires_bautzen_locations,eb77ffd92ce0b3f7ceba5aab4ef8801e,german_fires_bautzen_locations__eb77ffd92ce0b3f7ceba5aab4ef8801e
am hainberg,"Am Hainberg in Bautzen, Germany",51.192704,14.423612,1,,,,Media,"Am Hainberg in Bautzen, Germany",,german_fires_bautzen_locations,60374fe50cdc6cf24083a888d89cb1f3,german_fires_bautzen_locations__60374fe50cdc6cf24083a888d89cb1f3
am hang,"Am Hang in Bautzen, Germany",51.1564459,14.435069,1,,,,Pipeline,"Am Hang in Bautzen, Germany",,german_fires_bautzen_locations,648f312bd267ea2fcb49e945090e0cf3,german_fires_bautzen_locations__648f312bd267ea2fcb49e945090e0cf3
am lubasberg,"Am Lubasberg in Bautzen, Germany",51.2151718,14.4722262,1,,,,Refinery,"Am Lubasberg in Bautzen, Germany",,german_fires_bautzen_locations,b805da034cd45e0d5840b4ec644371f8,german_fires_bautzen_locations__b805da034cd45e0d5840b4ec644371f8
am protschenberg,"Am Protschenberg in Bautzen, Germany",51.1809142,14.4189068,1,,,,IndustryTerm,"Am Protschenberg in Bautzen, Germany",,german_fires_bautzen_locations,f280ecb157c7c831d5fde10cc60d9391,german_fires_bautzen_locations__f280ecb157c7c831d5fde10cc60d9391
am schafberg,"Am Schafberg in Bautzen, Germany",51.1871166,14.4719666,1,,,,News,"Am Schafberg in Bautzen, Germany",,german_fires_bautzen_locations,e16f1a52243492232e7256bbe89499ae,german_fires_bautzen_locations__e16f1a52243492232e7256bbe89499ae
am schneiderberg,"Am Schneiderberg in Bautzen, Germany",51.2102571,14.3895501,1,,,,space,"Am Schneiderberg in Bautzen, Germany",,german_fires_bautzen_locations,af2fc89a1497a7d97103e265a3f3e756,german_fires_bautzen_locations__af2fc89a1497a7d97103e265a3f3e756
am schutzenplatz,"Am Schutzenplatz in Bautzen, Germany",51.1845877,14.4248151,1,,,,Person,"Am Schutzenplatz in Bautzen, Germany",,german_fires_bautzen_locations,7330696e5de218d147b31256791d233f,german_fires_bautzen_locations__7330696e5de218d147b31256791d233f
am stadtwall,"Am Stadtwall in Bautzen, Germany",51.1838949,14.4300623,1,,,,Consulates,"Am Stadtwall in Bautzen, Germany",,german_fires_bautzen_locations,eb9c03ce1b427169cc99d61ab6abe652,german_fires_bautzen_locations__eb9c03ce1b427169cc99d61ab6abe652
am staudamm,"Am Staudamm in Bautzen, Germany",51.2207502,14.4737937,1,,,,AAEntity,"Am Staudamm in Bautzen, Germany",,german_fires_bautzen_locations,4089a377398b30c2ff6f90e0b40f8fd8,german_fires_bautzen_locations__4089a377398b30c2ff6f90e0b40f8fd8
am steinhubel,"Am Steinhubel in Bautzen, Germany",51.1923886,14.435778,1,,,,Keyphrase,"Am Steinhubel in Bautzen, Germany",,german_fires_bautzen_locations,94093b3373371a0766de6a1fd6b67851,german_fires_bautzen_locations__94093b3373371a0766de6a1fd6b67851
am strehlaer wasser,"Am Strehlaer Wasser in Bautzen, Germany",51.1557354,14.4348599,1,,,,LegislativeCommittee,"Am Strehlaer Wasser in Bautzen, Germany",,german_fires_bautzen_locations,e8829f3c1eada61f9f2b20e1d3e74613,german_fires_bautzen_locations__e8829f3c1eada61f9f2b20e1d3e74613
am wassertrog,"Am Wassertrog in Bautzen, Germany",51.1959266,14.4759254,1,,,,AAEntity,"Am Wassertrog in Bautzen, Germany",,german_fires_bautzen_locations,438e7fd2a723e34eab7ddd9e839f27f0,german_fires_bautzen_locations__438e7fd2a723e34eab7ddd9e839f27f0
am wasserturm,"Am Wasserturm in Bautzen, Germany",51.2086716,14.392029,1,,,,space,"Am Wasserturm in Bautzen, Germany",,german_fires_bautzen_locations,c475c6405b13d8c7cad6a5cdb94072e9,german_fires_bautzen_locations__c475c6405b13d8c7cad6a5cdb94072e9
am ziegelwall,"Am Ziegelwall in Bautzen, Germany",51.182376,14.4354994,1,,,,Media,"Am Ziegelwall in Bautzen, Germany",,german_fires_bautzen_locations,b03da36705c9164ba8f87e1e9960d9de,german_fires_bautzen_locations__b03da36705c9164ba8f87e1e9960d9de
am zwinger,"Am Zwinger in Bautzen, Germany",51.1833583,14.4247013,1,,,,Shipping,"Am Zwinger in Bautzen, Germany",,german_fires_bautzen_locations,af277e7944bcc03e5273c27ffbc685fe,german_fires_bautzen_locations__af277e7944bcc03e5273c27ffbc685fe
an den fleischbanken,"An den Fleischbanken in Bautzen, Germany",51.182263,14.4249319,1,,,,CompanyKeyword,"An den Fleischbanken in Bautzen, Germany",,german_fires_bautzen_locations,6451955df3d586b8be8e61b7dedca562,german_fires_bautzen_locations__6451955df3d586b8be8e61b7dedca562
an den steinbruchen,"An den Steinbruchen in Bautzen, Germany",51.2013649,14.4648888,1,,,,ForeignMinistry,"An den Steinbruchen in Bautzen, Germany",,german_fires_bautzen_locations,60c7d6e259d153f98f92b5b12f409b6c,german_fires_bautzen_locations__60c7d6e259d153f98f92b5b12f409b6c
an der friedensbrucke,"An der Friedensbrucke in Bautzen, Germany",51.1796228,14.4214589,1,,,,Shipping,"An der Friedensbrucke in Bautzen, Germany",,german_fires_bautzen_locations,094f512bd0eab2c2b76985368d9bd1bf,german_fires_bautzen_locations__094f512bd0eab2c2b76985368d9bd1bf
an der hummel,"An der Hummel in Bautzen, Germany",51.1901189,14.4085245,1,,,,Diplomat,"An der Hummel in Bautzen, Germany",,german_fires_bautzen_locations,b34ad193e07b556602373a19165bd972,german_fires_bautzen_locations__b34ad193e07b556602373a19165bd972
an der kirschallee,"An der Kirschallee in Bautzen, Germany",51.1775927,14.4617056,1,,,,Wells,"An der Kirschallee in Bautzen, Germany",,german_fires_bautzen_locations,6ea46795b16a745201112cb8f10afcec,german_fires_bautzen_locations__6ea46795b16a745201112cb8f10afcec
an der petrikirche,"An der Petrikirche in Bautzen, Germany",51.1827172,14.4235745,1,,,,Wells,"An der Petrikirche in Bautzen, Germany",,german_fires_bautzen_locations,e105e386defee663891db12ca62deb9e,german_fires_bautzen_locations__e105e386defee663891db12ca62deb9e
andersen-nexo-str.,"Andersen-Nexo-Strasse in Bautzen, Germany",51.1785969,14.4183763,1,,,,LegislativeCommittee,"Andersen-Nexo-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,3365e55f64261503d15709ad32b818ce,german_fires_bautzen_locations__3365e55f64261503d15709ad32b818ce
apfelallee,"Apfelallee in Bautzen, Germany",51.1668575,14.4627601,1,,,,Diplomat,"Apfelallee in Bautzen, Germany",,german_fires_bautzen_locations,459ee85ffa6ad1cb3b992d82fe590eef,german_fires_bautzen_locations__459ee85ffa6ad1cb3b992d82fe590eef
arndtstr.,"Arndtstrasse in Bautzen, Germany",51.1730846,14.4546895,1,,,,ForeignMinister,"Arndtstrasse in Bautzen, Germany",,german_fires_bautzen_locations,eef8b00302ffdff3cd79db1c2b51514a,german_fires_bautzen_locations__eef8b00302ffdff3cd79db1c2b51514a
arnoldstr.,"Arnoldstrasse in Bautzen, Germany",51.1830431,14.4434575,1,,,,FTO,"Arnoldstrasse in Bautzen, Germany",,german_fires_bautzen_locations,02ea65f56a20b6c5c26a265202a4be0b,german_fires_bautzen_locations__02ea65f56a20b6c5c26a265202a4be0b
august-bebel-platz,"August-Bebel-Platz in Bautzen, Germany",51.1762355,14.432186,1,,,,AAEntity,"August-Bebel-Platz in Bautzen, Germany",,german_fires_bautzen_locations,8f760fbd90dc399723ad2b6126c4e86e,german_fires_bautzen_locations__8f760fbd90dc399723ad2b6126c4e86e
august-bebel-str.,"August-Bebel-Strasse in Bautzen, Germany",51.1765965,14.430333,1,,,,Wells,"August-Bebel-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,5ccee55f7af9c71e91932743ce9d89e7,german_fires_bautzen_locations__5ccee55f7af9c71e91932743ce9d89e7
auritzer dorfplatz,"Auritzer Dorfplatz in Bautzen, Germany",51.1699922,14.4650783,1,,,,space,"Auritzer Dorfplatz in Bautzen, Germany",,german_fires_bautzen_locations,45f8a249cd92d9fb0cf2e8e02ff4085a,german_fires_bautzen_locations__45f8a249cd92d9fb0cf2e8e02ff4085a
auritzer weg,"Auritzer Weg in Bautzen, Germany",51.1714486,14.4635611,1,,,,Exec,"Auritzer Weg in Bautzen, Germany",,german_fires_bautzen_locations,94eb7371139491f9e6063ec3dc81d667,german_fires_bautzen_locations__94eb7371139491f9e6063ec3dc81d667
bahnhofstr.,"Bahnhofstrasse in Bautzen, Germany",51.1754949,14.4293203,1,,,,ForeignMinistry,"Bahnhofstrasse in Bautzen, Germany",,german_fires_bautzen_locations,3b88c10333894d5cda42b3deff5c7f4a,german_fires_bautzen_locations__3b88c10333894d5cda42b3deff5c7f4a
basankwitzer str.,"Basankwitzer Strasse in Bautzen, Germany",51.1988916,14.4789796,1,,,,Exec,"Basankwitzer Strasse in Bautzen, Germany",,german_fires_bautzen_locations,046b86f318a14b1916fbb7d4c7c5ea9e,german_fires_bautzen_locations__046b86f318a14b1916fbb7d4c7c5ea9e
baschutzer str.,"Baschutzer Strasse in Bautzen, Germany",51.187753,14.457493,1,,,,Exec,"Baschutzer Strasse in Bautzen, Germany",,german_fires_bautzen_locations,26c20387c97fb18ea00421bcfa17cac1,german_fires_bautzen_locations__26c20387c97fb18ea00421bcfa17cac1
bauerngasse,"Bauerngasse in Bautzen, Germany",51.1782646,14.4244257,1,,,,ForeignMinistry,"Bauerngasse in Bautzen, Germany",,german_fires_bautzen_locations,c1980f381c8854687d8b94972a40647e,german_fires_bautzen_locations__c1980f381c8854687d8b94972a40647e
beethovenstr.,"Beethovenstrasse in Bautzen, Germany",51.2736449,14.0982411,1,,,,Legislator,"Beethovenstrasse in Bautzen, Germany",,german_fires_bautzen_locations,d20aeb0991da1ea79d033b3c5d9c1b09,german_fires_bautzen_locations__d20aeb0991da1ea79d033b3c5d9c1b09
behringstr.,"Behringstrasse in Bautzen, Germany",51.1867934,14.4286613,1,,,,Exec,"Behringstrasse in Bautzen, Germany",,german_fires_bautzen_locations,3a731f1c739a59cb33e04ca82c3de40b,german_fires_bautzen_locations__3a731f1c739a59cb33e04ca82c3de40b
bergweg,"Bergweg in Bautzen, Germany",51.196811,14.3741007,1,,,,Wells,"Bergweg in Bautzen, Germany",,german_fires_bautzen_locations,ac561999ba23d0e171811c474436a98a,german_fires_bautzen_locations__ac561999ba23d0e171811c474436a98a
bertha-von-suttner-str.,"Bertha-von-Suttner-Strasse in Bautzen, Germany",51.1729847,14.4242949,1,,,,FTO,"Bertha-von-Suttner-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,93803f4e147e5f9ce3ab4eb0205f7f58,german_fires_bautzen_locations__93803f4e147e5f9ce3ab4eb0205f7f58
bertolt-brecht-str.,"Bertolt-Brecht-Strasse in Bautzen, Germany",51.1782685,14.4417775,1,,,,Person,"Bertolt-Brecht-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,d6f019bc6456e73e3ee795103ca70432,german_fires_bautzen_locations__d6f019bc6456e73e3ee795103ca70432
bierweg,"Bierweg in Bautzen, Germany",51.2088648,14.3956359,1,,,,DiplomaticFacilities,"Bierweg in Bautzen, Germany",,german_fires_bautzen_locations,ca5531869e5ab8bc4fcaf007ed3ecc9e,german_fires_bautzen_locations__ca5531869e5ab8bc4fcaf007ed3ecc9e
birkenweg,"Birkenweg in Bautzen, Germany",51.1752032,14.4613413,1,,,,IndustryTerm,"Birkenweg in Bautzen, Germany",,german_fires_bautzen_locations,95f5b3bff2c59c1271f6d49e264c7cc3,german_fires_bautzen_locations__95f5b3bff2c59c1271f6d49e264c7cc3
bjarnat-krawc-str.,"Bjarnat-Krawc-Strasse in Bautzen, Germany",51.1744685,14.4522129,1,,,,Person,"Bjarnat-Krawc-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,5e6bf6d78c51b7311f94cafb2e5a5053,german_fires_bautzen_locations__5e6bf6d78c51b7311f94cafb2e5a5053
bleichenstr.,"Bleichenstrasse in Bautzen, Germany",51.1750868,14.4191437,1,,,,IndustryTerm,"Bleichenstrasse in Bautzen, Germany",,german_fires_bautzen_locations,d18d21d71568d7aebf04a70eb28642eb,german_fires_bautzen_locations__d18d21d71568d7aebf04a70eb28642eb
bloaschutz,"Bloaschutz in Bautzen, Germany",51.1915892,14.35115,1,,,,LegislativeCommittee,"Bloaschutz in Bautzen, Germany",,german_fires_bautzen_locations,96874f2e6411238bd32233a7d0f0ba17,german_fires_bautzen_locations__96874f2e6411238bd32233a7d0f0ba17
boblitzer str.,"Boblitzer Strasse in Bautzen, Germany",51.1444833,14.4227253,1,,,,Diplomat,"Boblitzer Strasse in Bautzen, Germany",,german_fires_bautzen_locations,6e7722c6aa317ff82d4fa57d00757ae5,german_fires_bautzen_locations__6e7722c6aa317ff82d4fa57d00757ae5
bolbritz,"Bolbritz in Bautzen, Germany",51.2017648,14.3418211,1,,,,CompanyKeyword,"Bolbritz in Bautzen, Germany",,german_fires_bautzen_locations,068814b924dba3b55736413f0a3a93fc,german_fires_bautzen_locations__068814b924dba3b55736413f0a3a93fc
branntweingasschen,"Branntweingasschen in Bautzen, Germany",51.1872729,14.4180883,1,,,,Organization,"Branntweingasschen in Bautzen, Germany",,german_fires_bautzen_locations,c754d9795343d4200525a8eb844fe936,german_fires_bautzen_locations__c754d9795343d4200525a8eb844fe936
breitengasse,"Breitengasse in Bautzen, Germany",51.1826771,14.4243882,1,,,,FTO,"Breitengasse in Bautzen, Germany",,german_fires_bautzen_locations,1c3572a26714a36b819a4c0786c1998c,german_fires_bautzen_locations__1c3572a26714a36b819a4c0786c1998c
breitscheidstr.,"Breitscheidstrasse in Bautzen, Germany",51.1884765,14.4330204,1,,,,IndustryTerm,"Breitscheidstrasse in Bautzen, Germany",,german_fires_bautzen_locations,60bedbf8c3c78f6425555ca1ee2a6268,german_fires_bautzen_locations__60bedbf8c3c78f6425555ca1ee2a6268
burglehn,"Burglehn in Bautzen, Germany",51.1820767,14.4206365,1,,,,FTO,"Burglehn in Bautzen, Germany",,german_fires_bautzen_locations,9ebffc5317105f4eb7fb31c77128e81a,german_fires_bautzen_locations__9ebffc5317105f4eb7fb31c77128e81a
burgplatz,"Burgplatz in Bautzen, Germany",51.1825998,14.4205098,1,,,,Legislator,"Burgplatz in Bautzen, Germany",,german_fires_bautzen_locations,c5eb7e15fd173332f92587c6eb55d855,german_fires_bautzen_locations__c5eb7e15fd173332f92587c6eb55d855
burker hohe,"Burker Hohe in Bautzen, Germany",51.1994554,14.4639617,1,,,,Organization,"Burker Hohe in Bautzen, Germany",,german_fires_bautzen_locations,c77e5d929b07f6e54b3fc462476d429a,german_fires_bautzen_locations__c77e5d929b07f6e54b3fc462476d429a
burker str.,"Burker Strasse in Bautzen, Germany",51.2031493,14.4684588,1,,,,ForeignMinistry,"Burker Strasse in Bautzen, Germany",,german_fires_bautzen_locations,8a2bb4efaf06560071d5fa82d578b9ce,german_fires_bautzen_locations__8a2bb4efaf06560071d5fa82d578b9ce
buttermarkt,"Buttermarkt in Bautzen, Germany",51.1815151,14.4273107,1,,,,LegislativeCommittee,"Buttermarkt in Bautzen, Germany",,german_fires_bautzen_locations,b3665d6bba1e0d181ba7818fd37f28a1,german_fires_bautzen_locations__b3665d6bba1e0d181ba7818fd37f28a1
clara-zetkin-str.,"Clara-Zetkin-Strasse in Bautzen, Germany",51.1794232,14.4178445,1,,,,DiplomaticFacilities,"Clara-Zetkin-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,1e3dc5e280908aa1f86eefb2a6c1c63c,german_fires_bautzen_locations__1e3dc5e280908aa1f86eefb2a6c1c63c
czornebohstr.,"Czornebohstrasse in Bautzen, Germany",51.1666288,14.4502578,1,,,,Legislator,"Czornebohstrasse in Bautzen, Germany",,german_fires_bautzen_locations,72ec88f8e83e979c165088fb8e51670a,german_fires_bautzen_locations__72ec88f8e83e979c165088fb8e51670a
daimlerstr.,"Daimlerstrasse in Bautzen, Germany",51.1779961,14.4097383,1,,,,Consulates,"Daimlerstrasse in Bautzen, Germany",,german_fires_bautzen_locations,b8c47b7a3aaee15e48978d931d5f6860,german_fires_bautzen_locations__b8c47b7a3aaee15e48978d931d5f6860
