german_text,caption_text,lat,lon,ranking,default location,default_lon,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
lubachau-Bautzen,"Lubachau in Bautzen, Germany",51.2145091,14.4133469,2,,,,Exec,"Lubachau in Bautzen, Germany",,german_fires_bautzen_locations,39d65991dea58c8b03d5b4240bfe4a33,german_fires_bautzen_locations__39d65991dea58c8b03d5b4240bfe4a33
Bautzen-innenstadt,"Innenstadt in Bautzen, Germany",51.1811036,14.4236361,2,"Bautzen, Germany",14.42732728,,ForeignMinister,"Innenstadt in Bautzen, Germany",,german_fires_bautzen_locations,82daa8e8f77d1ebfdebb28e37034975c,german_fires_bautzen_locations__82daa8e8f77d1ebfdebb28e37034975c
Bautzen-nordostring,"Nordostring in Bautzen, Germany",51.1777414,14.4350919,2,,,ss,Diplomat,"Nordostring in Bautzen, Germany",,german_fires_bautzen_locations,d5e0342cfa605099ff8af51ed70f0d4d,german_fires_bautzen_locations__d5e0342cfa605099ff8af51ed70f0d4d
Bautzen-gesundbrunnen,"Gesundbrunnen in Bautzen, Germany",51.1898188,14.4424379,2,,,u,Shipping,"Gesundbrunnen in Bautzen, Germany",,german_fires_bautzen_locations,43dad2038ec3d4e883afb8d9707af7f8,german_fires_bautzen_locations__43dad2038ec3d4e883afb8d9707af7f8
Bautzen-westvorstadt,"Westvorstadt in Bautzen, Germany",51.1796506,14.4236467,2,,,a,Pipeline,"Westvorstadt in Bautzen, Germany",,german_fires_bautzen_locations,a531de800a39efbbb2d9128b036777f3,german_fires_bautzen_locations__a531de800a39efbbb2d9128b036777f3
Bautzen-sudvorstadt,"Sudvorstadt in Bautzen, Germany",51.1814155,14.4282636,2,,,o,Pipeline,"Sudvorstadt in Bautzen, Germany",,german_fires_bautzen_locations,e4b186ca57f6d1942b0b15b1942398f5,german_fires_bautzen_locations__e4b186ca57f6d1942b0b15b1942398f5
Bautzen-ostvorstadt,"Ostvorstadt in Bautzen, Germany",51.1738479,14.4495187,2,,,,CompanyKeyword,"Ostvorstadt in Bautzen, Germany",,german_fires_bautzen_locations,fd85f37a043442ee23291c9588bd7641,german_fires_bautzen_locations__fd85f37a043442ee23291c9588bd7641
Bautzen-teichnitz,"Teichnitz in Bautzen, Germany",51.2003189,14.4120345,2,,,,Consulates,"Teichnitz in Bautzen, Germany",,german_fires_bautzen_locations,86ac5dd80f4873ceaa12c20b8e12f2c6,german_fires_bautzen_locations__86ac5dd80f4873ceaa12c20b8e12f2c6
Bautzen-burk,"Burk in Bautzen, Germany",51.1987827,14.4614281,2,,,,DiplomaticFacilities,"Burk in Bautzen, Germany",,german_fires_bautzen_locations,c76add70d062b4f8282e57e294126e74,german_fires_bautzen_locations__c76add70d062b4f8282e57e294126e74
Bautzen-niederkaina,"Niederkaina in Bautzen, Germany",51.1913116,14.4783285,2,,,,Person,"Niederkaina in Bautzen, Germany",,german_fires_bautzen_locations,433dce620bee38cf2ff061d66c79e481,german_fires_bautzen_locations__433dce620bee38cf2ff061d66c79e481
Bautzen-nadelwitz,"Nadelwitz in Bautzen, Germany",51.18932,14.41887,2,,,,DiplomaticFacilities,"Nadelwitz in Bautzen, Germany",,german_fires_bautzen_locations,cfdbc52ff4188bbd51a4da51911598b8,german_fires_bautzen_locations__cfdbc52ff4188bbd51a4da51911598b8
Bautzen-auritz,"Auritz in Bautzen, Germany",51.1687823,14.4664227,2,,,,IndustryTerm,"Auritz in Bautzen, Germany",,german_fires_bautzen_locations,1e800dac37842a7763eb4422ee5ea92d,german_fires_bautzen_locations__1e800dac37842a7763eb4422ee5ea92d
Bautzen-oberkaina,"Oberkaina in Bautzen, Germany",51.1556412,14.4329909,2,,,,Person,"Oberkaina in Bautzen, Germany",,german_fires_bautzen_locations,d196d78c383944e5e1441d4a5980ccee,german_fires_bautzen_locations__d196d78c383944e5e1441d4a5980ccee
Bautzen-stiebitz,"Stiebitz in Bautzen, Germany",51.1796432,14.3944832,2,,,,Shipping,"Stiebitz in Bautzen, Germany",,german_fires_bautzen_locations,d92a90da07a9b74fe2f8c346c7b46acf,german_fires_bautzen_locations__d92a90da07a9b74fe2f8c346c7b46acf
Bautzen-salzenforst,"Salzenforst in Bautzen, Germany",51.1972545,14.3725649,2,,,,Diplomat,"Salzenforst in Bautzen, Germany",,german_fires_bautzen_locations,1115339e61d417ccf148911c70114d52,german_fires_bautzen_locations__1115339e61d417ccf148911c70114d52
Bautzen-bolbritz,"Bolbritz in Bautzen, Germany",51.2017648,14.3418211,2,,,,Wells,"Bolbritz in Bautzen, Germany",,german_fires_bautzen_locations,068814b924dba3b55736413f0a3a93fc,german_fires_bautzen_locations__068814b924dba3b55736413f0a3a93fc
Bautzen-bloaschutz,"Bloaschutz in Bautzen, Germany",51.1915892,14.35115,2,,,,Diplomat,"Bloaschutz in Bautzen, Germany",,german_fires_bautzen_locations,96874f2e6411238bd32233a7d0f0ba17,german_fires_bautzen_locations__96874f2e6411238bd32233a7d0f0ba17
Bautzen-doberkitz,"Doberkitz in Bautzen, Germany",51.1872816,14.3375491,2,,,,Shipping,"Doberkitz in Bautzen, Germany",,german_fires_bautzen_locations,f539503dbbdafe49fdd892eed01c9675,german_fires_bautzen_locations__f539503dbbdafe49fdd892eed01c9675
Bautzen-loschau,"Loschau in Bautzen, Germany",51.2039787,14.3321043,2,,,,Wells,"Loschau in Bautzen, Germany",,german_fires_bautzen_locations,0bf19e2cc1f9c0800f643f601bf40dd0,german_fires_bautzen_locations__0bf19e2cc1f9c0800f643f601bf40dd0
Bautzen-oberuhna,"Oberuhna in Bautzen, Germany",51.2054102,14.3527164,2,,,,Consulates,"Oberuhna in Bautzen, Germany",,german_fires_bautzen_locations,4823f6d999403b3ef374feb285444dd6,german_fires_bautzen_locations__4823f6d999403b3ef374feb285444dd6
Bautzen-schmochtitz,"Schmochtitz in Bautzen, Germany",51.2139956,14.3614746,2,,,,Legislator,"Schmochtitz in Bautzen, Germany",,german_fires_bautzen_locations,c4e31b170e5d9c6f3af6bebebb24051f,german_fires_bautzen_locations__c4e31b170e5d9c6f3af6bebebb24051f
Bautzen-temritz,"Temritz in Bautzen, Germany",51.1962072,14.3942525,2,,,,Pipeline,"Temritz in Bautzen, Germany",,german_fires_bautzen_locations,a37b88f5b9bc5f2ef63c1b737dc8951b,german_fires_bautzen_locations__a37b88f5b9bc5f2ef63c1b737dc8951b
Bautzen-grosswelka,"Grosswelka in Bautzen, Germany",51.211106,14.3845686,2,,,,ForeignMinistry,"Grosswelka in Bautzen, Germany",,german_fires_bautzen_locations,0d411b8bd71305765747c196f8f6f92c,german_fires_bautzen_locations__0d411b8bd71305765747c196f8f6f92c
Bautzen-kleinwelka,"Kleinwelka in Bautzen, Germany",51.2109535,14.3911157,2,,,,AAEntity,"Kleinwelka in Bautzen, Germany",,german_fires_bautzen_locations,9eb72c3a4a99325e3150c3dbcfb45049,german_fires_bautzen_locations__9eb72c3a4a99325e3150c3dbcfb45049
Bautzen-kleinseidau,"Kleinseidau in Bautzen, Germany",51.2066329,14.3944262,2,,,,Diplomat,"Kleinseidau in Bautzen, Germany",,german_fires_bautzen_locations,8b6ce565a5d205b12393539dbdf2e227,german_fires_bautzen_locations__8b6ce565a5d205b12393539dbdf2e227
Bautzen-lubachau,"Lubachau in Bautzen, Germany",51.2145091,14.4133469,2,,,,ForeignMinistry,"Lubachau in Bautzen, Germany",,german_fires_bautzen_locations,39d65991dea58c8b03d5b4240bfe4a33,german_fires_bautzen_locations__39d65991dea58c8b03d5b4240bfe4a33
adolph-kolping-strasse,"Adolph-Kolping-strasse in Bautzen, Germany",51.1777379,14.4125581,1,,,,Person,"Adolph-Kolping-strasse in Bautzen, Germany",,german_fires_bautzen_locations,296b375b035d7b70ec5ed689dc783686,german_fires_bautzen_locations__296b375b035d7b70ec5ed689dc783686
albert-einstein-strasse,"Albert-Einstein-strasse in Bautzen, Germany",51.1902614,14.4396991,1,,,,LegislativeCommittee,"Albert-Einstein-strasse in Bautzen, Germany",,german_fires_bautzen_locations,bf1050e35f57475c8e92f99f3d0ac234,german_fires_bautzen_locations__bf1050e35f57475c8e92f99f3d0ac234
albert-schweitzer-strasse,"Albert-Schweitzer-strasse in Bautzen, Germany",51.1777354,14.4155679,1,,,,Shipping,"Albert-Schweitzer-strasse in Bautzen, Germany",,german_fires_bautzen_locations,ee82f6d16d38f284fc77031bc5ac23f0,german_fires_bautzen_locations__ee82f6d16d38f284fc77031bc5ac23f0
albrecht-durer-strasse,"Albrecht-Durer-strasse in Bautzen, Germany",51.1808328,14.4180487,1,,,,Keyphrase,"Albrecht-Durer-strasse in Bautzen, Germany",,german_fires_bautzen_locations,4ed98d49da8974595083f106aa3f7f96,german_fires_bautzen_locations__4ed98d49da8974595083f106aa3f7f96
alois-andritzki-strasse,"Alois-Andritzki-strasse in Bautzen, Germany",51.1747566,14.4601984,1,,,,Wells,"Alois-Andritzki-strasse in Bautzen, Germany",,german_fires_bautzen_locations,ffce775e28b9109379339b8061b6fcaf,german_fires_bautzen_locations__ffce775e28b9109379339b8061b6fcaf
alt-rattwitz,"Alt-Rattwitz in Bautzen, Germany",51.1841817,14.3886577,1,,,,Exec,"Alt-Rattwitz in Bautzen, Germany",,german_fires_bautzen_locations,9fad239ebc365b96262713af133ca265,german_fires_bautzen_locations__9fad239ebc365b96262713af133ca265
alte dorfstrasse,"Alte Dorfstrasse in Bautzen, Germany",51.1942175,14.4758325,1,,,,FTO,"Alte Dorfstrasse in Bautzen, Germany",,german_fires_bautzen_locations,73f68e07321fc04e75a88c3a7800073d,german_fires_bautzen_locations__73f68e07321fc04e75a88c3a7800073d
alte dresdener strasse,"Alte Dresdener strasse in Bautzen, Germany",51.1452742,13.8016817,1,,,,LegislativeCommittee,"Alte Dresdener strasse in Bautzen, Germany",,german_fires_bautzen_locations,4fb5b34d65928d77ad097487a6c42b9a,german_fires_bautzen_locations__4fb5b34d65928d77ad097487a6c42b9a
alte gartnerei,"Alte Gartnerei in Bautzen, Germany",51.1697085,14.4478253,1,,,,Legislator,"Alte Gartnerei in Bautzen, Germany",,german_fires_bautzen_locations,56c04fcf0c8eeb1bfccf4a6ee3999fc0,german_fires_bautzen_locations__56c04fcf0c8eeb1bfccf4a6ee3999fc0
alter schmoler weg,"Alter Schmoler Weg in Bautzen, Germany",51.1801798,14.4084153,1,,,,CompanyKeyword,"Alter Schmoler Weg in Bautzen, Germany",,german_fires_bautzen_locations,1c70b3a69729ebaa769b81b104842644,german_fires_bautzen_locations__1c70b3a69729ebaa769b81b104842644
alter schaferweg,"Alter Schaferweg in Bautzen, Germany",51.1893037,14.4719436,1,,,,ForeignMinistry,"Alter Schaferweg in Bautzen, Germany",,german_fires_bautzen_locations,a826094386fa4fb3d11b9bdc13fc7ac0,german_fires_bautzen_locations__a826094386fa4fb3d11b9bdc13fc7ac0
am albrechtsbach,"Am Albrechtsbach in Bautzen, Germany",51.1661899,14.4357527,1,,,,Exec,"Am Albrechtsbach in Bautzen, Germany",,german_fires_bautzen_locations,09b748b2f02c68be7d68a0b405c299ec,german_fires_bautzen_locations__09b748b2f02c68be7d68a0b405c299ec
am alten weinberg,"Am Alten Weinberg in Bautzen, Germany",51.1760073,14.4178475,1,,,,AAEntity,"Am Alten Weinberg in Bautzen, Germany",,german_fires_bautzen_locations,e60ce44e83eb4505550b71ce40590908,german_fires_bautzen_locations__e60ce44e83eb4505550b71ce40590908
am carolagarten,"Am Carolagarten in Bautzen, Germany",51.1746171,14.4613148,1,,,,Legislator,"Am Carolagarten in Bautzen, Germany",,german_fires_bautzen_locations,4ac987d8848e47cc85700ace693031f6,german_fires_bautzen_locations__4ac987d8848e47cc85700ace693031f6
am chorberg,"Am Chorberg in Bautzen, Germany",51.1947357,14.3747818,1,,,,space,"Am Chorberg in Bautzen, Germany",,german_fires_bautzen_locations,ec78bcbc7ce500883b654e375280cb3a,german_fires_bautzen_locations__ec78bcbc7ce500883b654e375280cb3a
am feldschlosschen,"Am Feldschlosschen in Bautzen, Germany",51.1782683,14.4194726,1,,,,Organization,"Am Feldschlosschen in Bautzen, Germany",,german_fires_bautzen_locations,eb77ffd92ce0b3f7ceba5aab4ef8801e,german_fires_bautzen_locations__eb77ffd92ce0b3f7ceba5aab4ef8801e
am hainberg,"Am Hainberg in Bautzen, Germany",51.192704,14.423612,1,,,,Exec,"Am Hainberg in Bautzen, Germany",,german_fires_bautzen_locations,60374fe50cdc6cf24083a888d89cb1f3,german_fires_bautzen_locations__60374fe50cdc6cf24083a888d89cb1f3
am hang,"Am Hang in Bautzen, Germany",51.1564459,14.435069,1,,,,Refinery,"Am Hang in Bautzen, Germany",,german_fires_bautzen_locations,648f312bd267ea2fcb49e945090e0cf3,german_fires_bautzen_locations__648f312bd267ea2fcb49e945090e0cf3
am lubasberg,"Am Lubasberg in Bautzen, Germany",51.2151718,14.4722262,1,,,,CompanyKeyword,"Am Lubasberg in Bautzen, Germany",,german_fires_bautzen_locations,b805da034cd45e0d5840b4ec644371f8,german_fires_bautzen_locations__b805da034cd45e0d5840b4ec644371f8
am protschenberg,"Am Protschenberg in Bautzen, Germany",51.1809142,14.4189068,1,,,,DiplomaticFacilities,"Am Protschenberg in Bautzen, Germany",,german_fires_bautzen_locations,f280ecb157c7c831d5fde10cc60d9391,german_fires_bautzen_locations__f280ecb157c7c831d5fde10cc60d9391
am schafberg,"Am Schafberg in Bautzen, Germany",51.1871166,14.4719666,1,,,,CompanyKeyword,"Am Schafberg in Bautzen, Germany",,german_fires_bautzen_locations,e16f1a52243492232e7256bbe89499ae,german_fires_bautzen_locations__e16f1a52243492232e7256bbe89499ae
am schneiderberg,"Am Schneiderberg in Bautzen, Germany",51.2102571,14.3895501,1,,,,Wells,"Am Schneiderberg in Bautzen, Germany",,german_fires_bautzen_locations,af2fc89a1497a7d97103e265a3f3e756,german_fires_bautzen_locations__af2fc89a1497a7d97103e265a3f3e756
am schutzenplatz,"Am Schutzenplatz in Bautzen, Germany",51.1845877,14.4248151,1,,,,Shipping,"Am Schutzenplatz in Bautzen, Germany",,german_fires_bautzen_locations,7330696e5de218d147b31256791d233f,german_fires_bautzen_locations__7330696e5de218d147b31256791d233f
am stadtwall,"Am Stadtwall in Bautzen, Germany",51.1838949,14.4300623,1,,,,Refinery,"Am Stadtwall in Bautzen, Germany",,german_fires_bautzen_locations,eb9c03ce1b427169cc99d61ab6abe652,german_fires_bautzen_locations__eb9c03ce1b427169cc99d61ab6abe652
am staudamm,"Am Staudamm in Bautzen, Germany",51.2207502,14.4737937,1,,,,FTO,"Am Staudamm in Bautzen, Germany",,german_fires_bautzen_locations,4089a377398b30c2ff6f90e0b40f8fd8,german_fires_bautzen_locations__4089a377398b30c2ff6f90e0b40f8fd8
am steinhubel,"Am Steinhubel in Bautzen, Germany",51.1923886,14.435778,1,,,,Shipping,"Am Steinhubel in Bautzen, Germany",,german_fires_bautzen_locations,94093b3373371a0766de6a1fd6b67851,german_fires_bautzen_locations__94093b3373371a0766de6a1fd6b67851
am strehlaer wasser,"Am Strehlaer Wasser in Bautzen, Germany",51.1557354,14.4348599,1,,,,space,"Am Strehlaer Wasser in Bautzen, Germany",,german_fires_bautzen_locations,e8829f3c1eada61f9f2b20e1d3e74613,german_fires_bautzen_locations__e8829f3c1eada61f9f2b20e1d3e74613
am wassertrog,"Am Wassertrog in Bautzen, Germany",51.1959266,14.4759254,1,,,,Shipping,"Am Wassertrog in Bautzen, Germany",,german_fires_bautzen_locations,438e7fd2a723e34eab7ddd9e839f27f0,german_fires_bautzen_locations__438e7fd2a723e34eab7ddd9e839f27f0
am wasserturm,"Am Wasserturm in Bautzen, Germany",51.2086716,14.392029,1,,,,IndustryTerm,"Am Wasserturm in Bautzen, Germany",,german_fires_bautzen_locations,c475c6405b13d8c7cad6a5cdb94072e9,german_fires_bautzen_locations__c475c6405b13d8c7cad6a5cdb94072e9
am ziegelwall,"Am Ziegelwall in Bautzen, Germany",51.182376,14.4354994,1,,,,LegislativeCommittee,"Am Ziegelwall in Bautzen, Germany",,german_fires_bautzen_locations,b03da36705c9164ba8f87e1e9960d9de,german_fires_bautzen_locations__b03da36705c9164ba8f87e1e9960d9de
am zwinger,"Am Zwinger in Bautzen, Germany",51.1833583,14.4247013,1,,,,DiplomaticFacilities,"Am Zwinger in Bautzen, Germany",,german_fires_bautzen_locations,af277e7944bcc03e5273c27ffbc685fe,german_fires_bautzen_locations__af277e7944bcc03e5273c27ffbc685fe
an den fleischbanken,"An den Fleischbanken in Bautzen, Germany",51.182263,14.4249319,1,,,,Exec,"An den Fleischbanken in Bautzen, Germany",,german_fires_bautzen_locations,6451955df3d586b8be8e61b7dedca562,german_fires_bautzen_locations__6451955df3d586b8be8e61b7dedca562
an den steinbruchen,"An den Steinbruchen in Bautzen, Germany",51.2013649,14.4648888,1,,,,space,"An den Steinbruchen in Bautzen, Germany",,german_fires_bautzen_locations,60c7d6e259d153f98f92b5b12f409b6c,german_fires_bautzen_locations__60c7d6e259d153f98f92b5b12f409b6c
an der friedensbrucke,"An der Friedensbrucke in Bautzen, Germany",51.1796228,14.4214589,1,,,,Organization,"An der Friedensbrucke in Bautzen, Germany",,german_fires_bautzen_locations,094f512bd0eab2c2b76985368d9bd1bf,german_fires_bautzen_locations__094f512bd0eab2c2b76985368d9bd1bf
an der hummel,"An der Hummel in Bautzen, Germany",51.1901189,14.4085245,1,,,,AAEntity,"An der Hummel in Bautzen, Germany",,german_fires_bautzen_locations,b34ad193e07b556602373a19165bd972,german_fires_bautzen_locations__b34ad193e07b556602373a19165bd972
an der kirschallee,"An der Kirschallee in Bautzen, Germany",51.1775927,14.4617056,1,,,,Organization,"An der Kirschallee in Bautzen, Germany",,german_fires_bautzen_locations,6ea46795b16a745201112cb8f10afcec,german_fires_bautzen_locations__6ea46795b16a745201112cb8f10afcec
an der petrikirche,"An der Petrikirche in Bautzen, Germany",51.1827172,14.4235745,1,,,,Exec,"An der Petrikirche in Bautzen, Germany",,german_fires_bautzen_locations,e105e386defee663891db12ca62deb9e,german_fires_bautzen_locations__e105e386defee663891db12ca62deb9e
andersen-nexo-strasse,"Andersen-Nexo-strasse in Bautzen, Germany",51.1785969,14.4183763,1,,,,Person,"Andersen-Nexo-strasse in Bautzen, Germany",,german_fires_bautzen_locations,ff7f078e4ea249264fbb65ee04287f69,german_fires_bautzen_locations__ff7f078e4ea249264fbb65ee04287f69
apfelallee,"Apfelallee in Bautzen, Germany",51.1668575,14.4627601,1,,,,Organization,"Apfelallee in Bautzen, Germany",,german_fires_bautzen_locations,459ee85ffa6ad1cb3b992d82fe590eef,german_fires_bautzen_locations__459ee85ffa6ad1cb3b992d82fe590eef
arndtstrasse,"Arndtstrasse in Bautzen, Germany",51.1730846,14.4546895,1,,,,space,"Arndtstrasse in Bautzen, Germany",,german_fires_bautzen_locations,eef8b00302ffdff3cd79db1c2b51514a,german_fires_bautzen_locations__eef8b00302ffdff3cd79db1c2b51514a
arnoldstrasse,"Arnoldstrasse in Bautzen, Germany",51.1830431,14.4434575,1,,,,space,"Arnoldstrasse in Bautzen, Germany",,german_fires_bautzen_locations,02ea65f56a20b6c5c26a265202a4be0b,german_fires_bautzen_locations__02ea65f56a20b6c5c26a265202a4be0b
august-bebel-platz,"August-Bebel-Platz in Bautzen, Germany",51.1762355,14.432186,1,,,,Keyphrase,"August-Bebel-Platz in Bautzen, Germany",,german_fires_bautzen_locations,8f760fbd90dc399723ad2b6126c4e86e,german_fires_bautzen_locations__8f760fbd90dc399723ad2b6126c4e86e
august-bebel-strasse,"August-Bebel-strasse in Bautzen, Germany",51.1765965,14.430333,1,,,,Person,"August-Bebel-strasse in Bautzen, Germany",,german_fires_bautzen_locations,0c502625892cf1941b89044cb634e482,german_fires_bautzen_locations__0c502625892cf1941b89044cb634e482
auritzer dorfplatz,"Auritzer Dorfplatz in Bautzen, Germany",51.1699922,14.4650783,1,,,,Pipeline,"Auritzer Dorfplatz in Bautzen, Germany",,german_fires_bautzen_locations,45f8a249cd92d9fb0cf2e8e02ff4085a,german_fires_bautzen_locations__45f8a249cd92d9fb0cf2e8e02ff4085a
auritzer weg,"Auritzer Weg in Bautzen, Germany",51.1714486,14.4635611,1,,,,Organization,"Auritzer Weg in Bautzen, Germany",,german_fires_bautzen_locations,94eb7371139491f9e6063ec3dc81d667,german_fires_bautzen_locations__94eb7371139491f9e6063ec3dc81d667
bahnhofstrasse,"Bahnhofstrasse in Bautzen, Germany",51.1754949,14.4293203,1,,,,FTO,"Bahnhofstrasse in Bautzen, Germany",,german_fires_bautzen_locations,3b88c10333894d5cda42b3deff5c7f4a,german_fires_bautzen_locations__3b88c10333894d5cda42b3deff5c7f4a
basankwitzer strasse,"Basankwitzer strasse in Bautzen, Germany",51.1988916,14.4789796,1,,,,ForeignMinister,"Basankwitzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,3764e7934ef6c9e04efa8fb6db46d9b1,german_fires_bautzen_locations__3764e7934ef6c9e04efa8fb6db46d9b1
baschutzer strasse,"Baschutzer strasse in Bautzen, Germany",51.187753,14.457493,1,,,,Organization,"Baschutzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,ebec35b02bf9f2bde8c281debcefef94,german_fires_bautzen_locations__ebec35b02bf9f2bde8c281debcefef94
bauerngasse,"Bauerngasse in Bautzen, Germany",51.1782646,14.4244257,1,,,,Pipeline,"Bauerngasse in Bautzen, Germany",,german_fires_bautzen_locations,c1980f381c8854687d8b94972a40647e,german_fires_bautzen_locations__c1980f381c8854687d8b94972a40647e
beethovenstrasse,"Beethovenstrasse in Bautzen, Germany",51.2736449,14.0982411,1,,,,DiplomaticFacilities,"Beethovenstrasse in Bautzen, Germany",,german_fires_bautzen_locations,d20aeb0991da1ea79d033b3c5d9c1b09,german_fires_bautzen_locations__d20aeb0991da1ea79d033b3c5d9c1b09
behringstrasse,"Behringstrasse in Bautzen, Germany",51.1867934,14.4286613,1,,,,Person,"Behringstrasse in Bautzen, Germany",,german_fires_bautzen_locations,3a731f1c739a59cb33e04ca82c3de40b,german_fires_bautzen_locations__3a731f1c739a59cb33e04ca82c3de40b
bergweg,"Bergweg in Bautzen, Germany",51.196811,14.3741007,1,,,,Diplomat,"Bergweg in Bautzen, Germany",,german_fires_bautzen_locations,ac561999ba23d0e171811c474436a98a,german_fires_bautzen_locations__ac561999ba23d0e171811c474436a98a
bertha-von-suttner-strasse,"Bertha-von-Suttner-strasse in Bautzen, Germany",51.1729847,14.4242949,1,,,,Keyphrase,"Bertha-von-Suttner-strasse in Bautzen, Germany",,german_fires_bautzen_locations,1213c813279430ebc378a866151d0e29,german_fires_bautzen_locations__1213c813279430ebc378a866151d0e29
bertolt-brecht-strasse,"Bertolt-Brecht-strasse in Bautzen, Germany",51.1782685,14.4417775,1,,,,AAEntity,"Bertolt-Brecht-strasse in Bautzen, Germany",,german_fires_bautzen_locations,ff4f303ee735a5cc92eb82d758e85779,german_fires_bautzen_locations__ff4f303ee735a5cc92eb82d758e85779
bierweg,"Bierweg in Bautzen, Germany",51.2088648,14.3956359,1,,,,Media,"Bierweg in Bautzen, Germany",,german_fires_bautzen_locations,ca5531869e5ab8bc4fcaf007ed3ecc9e,german_fires_bautzen_locations__ca5531869e5ab8bc4fcaf007ed3ecc9e
birkenweg,"Birkenweg in Bautzen, Germany",51.1752032,14.4613413,1,,,,News,"Birkenweg in Bautzen, Germany",,german_fires_bautzen_locations,95f5b3bff2c59c1271f6d49e264c7cc3,german_fires_bautzen_locations__95f5b3bff2c59c1271f6d49e264c7cc3
bjarnat-krawc-strasse,"Bjarnat-Krawc-strasse in Bautzen, Germany",51.1744685,14.4522129,1,,,,LegislativeCommittee,"Bjarnat-Krawc-strasse in Bautzen, Germany",,german_fires_bautzen_locations,e656632944cd82c6bab648c99a08bec9,german_fires_bautzen_locations__e656632944cd82c6bab648c99a08bec9
bleichenstrasse,"Bleichenstrasse in Bautzen, Germany",51.1750868,14.4191437,1,,,,Organization,"Bleichenstrasse in Bautzen, Germany",,german_fires_bautzen_locations,d18d21d71568d7aebf04a70eb28642eb,german_fires_bautzen_locations__d18d21d71568d7aebf04a70eb28642eb
bloaschutz,"Bloaschutz in Bautzen, Germany",51.1915892,14.35115,1,,,,ForeignMinister,"Bloaschutz in Bautzen, Germany",,german_fires_bautzen_locations,96874f2e6411238bd32233a7d0f0ba17,german_fires_bautzen_locations__96874f2e6411238bd32233a7d0f0ba17
boblitzer strasse,"Boblitzer strasse in Bautzen, Germany",51.1444833,14.4227253,1,,,,DiplomaticFacilities,"Boblitzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,56affca4cb5a6c34d4b8da0564dddcb4,german_fires_bautzen_locations__56affca4cb5a6c34d4b8da0564dddcb4
bolbritz,"Bolbritz in Bautzen, Germany",51.2017648,14.3418211,1,,,,CompanyKeyword,"Bolbritz in Bautzen, Germany",,german_fires_bautzen_locations,068814b924dba3b55736413f0a3a93fc,german_fires_bautzen_locations__068814b924dba3b55736413f0a3a93fc
branntweingasschen,"Branntweingasschen in Bautzen, Germany",51.1872729,14.4180883,1,,,,Refinery,"Branntweingasschen in Bautzen, Germany",,german_fires_bautzen_locations,c754d9795343d4200525a8eb844fe936,german_fires_bautzen_locations__c754d9795343d4200525a8eb844fe936
breitengasse,"Breitengasse in Bautzen, Germany",51.1826771,14.4243882,1,,,,FTO,"Breitengasse in Bautzen, Germany",,german_fires_bautzen_locations,1c3572a26714a36b819a4c0786c1998c,german_fires_bautzen_locations__1c3572a26714a36b819a4c0786c1998c
breitscheidstrasse,"Breitscheidstrasse in Bautzen, Germany",51.1884765,14.4330204,1,,,,CompanyKeyword,"Breitscheidstrasse in Bautzen, Germany",,german_fires_bautzen_locations,60bedbf8c3c78f6425555ca1ee2a6268,german_fires_bautzen_locations__60bedbf8c3c78f6425555ca1ee2a6268
burglehn,"Burglehn in Bautzen, Germany",51.1820767,14.4206365,1,,,,IndustryTerm,"Burglehn in Bautzen, Germany",,german_fires_bautzen_locations,9ebffc5317105f4eb7fb31c77128e81a,german_fires_bautzen_locations__9ebffc5317105f4eb7fb31c77128e81a
burgplatz,"Burgplatz in Bautzen, Germany",51.1825998,14.4205098,1,,,,Diplomat,"Burgplatz in Bautzen, Germany",,german_fires_bautzen_locations,c5eb7e15fd173332f92587c6eb55d855,german_fires_bautzen_locations__c5eb7e15fd173332f92587c6eb55d855
burker hohe,"Burker Hohe in Bautzen, Germany",51.1994554,14.4639617,1,,,,Wells,"Burker Hohe in Bautzen, Germany",,german_fires_bautzen_locations,c77e5d929b07f6e54b3fc462476d429a,german_fires_bautzen_locations__c77e5d929b07f6e54b3fc462476d429a
burker strasse,"Burker strasse in Bautzen, Germany",51.2031493,14.4684588,1,,,,Diplomat,"Burker strasse in Bautzen, Germany",,german_fires_bautzen_locations,4a18cd37cbda0a672f4620b881a83fb0,german_fires_bautzen_locations__4a18cd37cbda0a672f4620b881a83fb0
buttermarkt,"Buttermarkt in Bautzen, Germany",51.1815151,14.4273107,1,,,,ForeignMinistry,"Buttermarkt in Bautzen, Germany",,german_fires_bautzen_locations,b3665d6bba1e0d181ba7818fd37f28a1,german_fires_bautzen_locations__b3665d6bba1e0d181ba7818fd37f28a1
clara-zetkin-strasse,"Clara-Zetkin-strasse in Bautzen, Germany",51.1794232,14.4178445,1,,,,CompanyKeyword,"Clara-Zetkin-strasse in Bautzen, Germany",,german_fires_bautzen_locations,b3f506f1d50a11393ba72be541b56aea,german_fires_bautzen_locations__b3f506f1d50a11393ba72be541b56aea
