keyword,caption_name,topic_id,type,groups,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@adnocdist,Emirati state-owned fuel distributor ADNOC Distribution,188162;188132;188121,company handle,adnocdist;adnoc distribution;adnocgroup;abu dhabi national oil company;adnoc;abu dhabi national oil,,CompanyHandle,Emirati state-owned fuel distributor ADNOC Distribution,,og_mentionee_headsofstate,19b440a0fe5456d545d71105ded743d3,og_mentionee_headsofstate__19b440a0fe5456d545d71105ded743d3
@adnocgroup,state-owned Abu Dhabi National Oil Company,188162;188132;188121,company handle,adnocdist;adnoc distribution;adnocgroup;abu dhabi national oil company;adnoc;abu dhabi national oil,26411ae12978b6fa0facf82928dc0903,CompanyHandle,state-owned Abu Dhabi National Oil Company,,og_mentionee_headsofstate,b6438064357c4e0c268f72409028235e,og_mentionee_headsofstate__b6438064357c4e0c268f72409028235e
@akerbpasa,Norwegian oil and gas company Aker BP,188162;188132,company handle,aker bp,,CompanyHandle,Norwegian oil and gas company Aker BP,,og_mentionee_headsofstate,e3d35a7baddded76c3d401fa7444414c,og_mentionee_headsofstate__e3d35a7baddded76c3d401fa7444414c
@alyeskapipeline,US oil pipeline operator Alyeska Pipeline Service Company,188162;188132,company handle,alyeskapipeline;alyeska pipeline service company,,CompanyHandle,US oil pipeline operator Alyeska Pipeline Service Company,,og_mentionee_headsofstate,58fe31acdec210b17bcb8a200f34869e,og_mentionee_headsofstate__58fe31acdec210b17bcb8a200f34869e
@anteroresources,US oil and gas company Antero Resources,188162;188132,company handle,anteroresources;antero resources,742400f6f3e7a58b1c050c3d80631608,CompanyHandle,US oil and gas company Antero Resources,,og_mentionee_headsofstate,3932bec7a8e5076e7214547e9f7e395d,og_mentionee_headsofstate__3932bec7a8e5076e7214547e9f7e395d
@apachecorp,US oil and gas company Apache Corporation,188162;188132,company handle,apa coproration;apachecorp;apache corporation,06fbeced9dbd80bad1f9fbedb6201aea,CompanyHandle,US oil and gas company Apache Corporation,,og_mentionee_headsofstate,67ab59b7a3956a8c4447957eaa809182,og_mentionee_headsofstate__67ab59b7a3956a8c4447957eaa809182
@apagroup,Australian gas pipeline operator APA Group,188162;188132,company handle,apagroup;apa group,4035379a173088766523c464fa17c850,CompanyHandle,Australian gas pipeline operator APA Group,,og_mentionee_headsofstate,38e53cb49167c7e3ae1096a3e534fa3e,og_mentionee_headsofstate__38e53cb49167c7e3ae1096a3e534fa3e
@aramco,Saudi Aramco,188162;188132,company handle,aramco;saudi aramco,7d761b144698b75868118d3b8de3087c,CompanyHandle,Saudi Aramco,,og_mentionee_headsofstate,5778598f60e078e154f54113db7e1f07,og_mentionee_headsofstate__5778598f60e078e154f54113db7e1f07
@bakerhughesco,US oil and gas company Baker Hughes,188162;188132,company handle,bakerhughesco;baker hughes,384ae2e6daea3075beaa74be884c0475,CompanyHandle,US oil and gas company Baker Hughes,,og_mentionee_headsofstate,ccfe4b92af54e45dc38cc3e059276bd3,og_mentionee_headsofstate__ccfe4b92af54e45dc38cc3e059276bd3
@bapco,state-owned Bahrain Petroleum Company,188162;188132;188121,company handle,bapco;bahrain petroleum company,,CompanyHandle,state-owned Bahrain Petroleum Company,,og_mentionee_headsofstate,72efe7ed3f61d098681311f90d1e647b,og_mentionee_headsofstate__72efe7ed3f61d098681311f90d1e647b
@bapco_bahrain,state-owned Bahrain Petroleum Company,188162;188132;188121,company handle,bapco_bahrain;bahrain petroleum company,,CompanyHandle,state-owned Bahrain Petroleum Company,,og_mentionee_headsofstate,df37c38f8856607b2716f85f47507f6a,og_mentionee_headsofstate__df37c38f8856607b2716f85f47507f6a
@bhenergy,US oil and gas company Black Hills Energy,188162;188132,company handle,bhenergy;black hills energy,,CompanyHandle,US oil and gas company Black Hills Energy,,og_mentionee_headsofstate,9c6c9bd84def88d6a72e71cb81154826,og_mentionee_headsofstate__9c6c9bd84def88d6a72e71cb81154826
@bp_america,BP America,188162;188132,company handle,bp;bp_america;bp america,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP America,,og_mentionee_headsofstate,e99b44c9b5cef52951d102437c98a93c,og_mentionee_headsofstate__e99b44c9b5cef52951d102437c98a93c
@bp_australia,BP Australia,188162;188132,company handle,bp;bp_australia;bp australia,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP Australia,,og_mentionee_headsofstate,da9e89c40e05cdd3969a2c62fda3941e,og_mentionee_headsofstate__da9e89c40e05cdd3969a2c62fda3941e
@bp_india,BP India,188162;188132,company handle,bp;bp_india;bp india,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP India,,og_mentionee_headsofstate,f886ab0de0cf101577302d78c6730642,og_mentionee_headsofstate__f886ab0de0cf101577302d78c6730642
@bp_indonesia,BP Indonesia,188162;188132,company handle,bp;bp_indonesia;bp indonesia,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP Indonesia,,og_mentionee_headsofstate,6775bec26dedc1c689ff17829caa05f8,og_mentionee_headsofstate__6775bec26dedc1c689ff17829caa05f8
@bp_middleeast,BP Middle East,188162;188132,company handle,bp;bp_middleeast;bp middle east,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP Middle East,,og_mentionee_headsofstate,2be801599d3c5c0f3caeba12affb6f7a,og_mentionee_headsofstate__2be801599d3c5c0f3caeba12affb6f7a
@bp_oman,BP Oman,188162;188132,company handle,bp;bp_oman;bp oman,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP Oman,,og_mentionee_headsofstate,751ac144f0c9930257b14d1bb34d4799,og_mentionee_headsofstate__751ac144f0c9930257b14d1bb34d4799
@bp_plc,BP,188162;188132,company handle,bp_plc;bp,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP,,og_mentionee_headsofstate,c06773b83d145a91355feeb5c02761cb,og_mentionee_headsofstate__c06773b83d145a91355feeb5c02761cb
@bp_polska,BP Poland,188162;188132,company handle,bp;bp_polska;bp poland,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP Poland,,og_mentionee_headsofstate,212ddab34826c6f809b7dedc0aa9096b,og_mentionee_headsofstate__212ddab34826c6f809b7dedc0aa9096b
@bp_press,BP,188162;188132,company handle,bp_press;bp,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP,,og_mentionee_headsofstate,acf27565154f2e07829d6bbf83b90a70,og_mentionee_headsofstate__acf27565154f2e07829d6bbf83b90a70
@bp_southafrica,BP South Africa,188162;188132,company handle,bp;bp_southafrica;bp south africa,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP South Africa,,og_mentionee_headsofstate,9ebbd2e4c99b28455edc772d8493e265,og_mentionee_headsofstate__9ebbd2e4c99b28455edc772d8493e265
@bp_uk,BP,188162;188132,company handle,bp_uk;bp,38d8b69ed5061389a56cf5a9dad770db,CompanyHandle,BP,,og_mentionee_headsofstate,32eb9608e37bf5553f4acac56dee837f,og_mentionee_headsofstate__32eb9608e37bf5553f4acac56dee837f
@bpclimited,Indian oil and gas company Bharat Petroleum,188162;188132,company handle,bpclimited;bharat petroleum,40e125388adb5daedae0964fb7a19a30,CompanyHandle,Indian oil and gas company Bharat Petroleum,,og_mentionee_headsofstate,91e4cf960e164d76dc8ed59f2618627b,og_mentionee_headsofstate__91e4cf960e164d76dc8ed59f2618627b
@braskemsa,Brazilian oil and gas company Braskem,188162;188132,company handle,braskemsa;braskem,5c6de0e774dd6b631f03bed9ad46811f,CompanyHandle,Brazilian oil and gas company Braskem,,og_mentionee_headsofstate,60446c4762aa6c90bd741ae6278a61be,og_mentionee_headsofstate__60446c4762aa6c90bd741ae6278a61be
@cabotog,US oil and gas company Cabot Oil and Gas,188162;188132,company handle,cabotog;cabot oil and gas,da62ab939b4e02183e55d0c6805a9c3c,CompanyHandle,US oil and gas company Cabot Oil and Gas,,og_mentionee_headsofstate,03ae2351142bc4d29bd0234332f8ba32,og_mentionee_headsofstate__03ae2351142bc4d29bd0234332f8ba32
@caltexaustralia,Australian oil and gas company Caltex Australia,188162;188132,company handle,caltexaustralia;caltex,6f3a5c494e77cddb02abfdff4d3907a9,CompanyHandle,Australian oil and gas company Caltex Australia,,og_mentionee_headsofstate,ba7a5c5045e7bab009bc1297a9292977,og_mentionee_headsofstate__ba7a5c5045e7bab009bc1297a9292977
@cameron_intl,US oil and gas company Cameron,188162;188132,company handle,schlumberger;cameron_intl;cameron,,CompanyHandle,US oil and gas company Cameron,,og_mentionee_headsofstate,e27c347d5b82af75d8080e49f40e518a,og_mentionee_headsofstate__e27c347d5b82af75d8080e49f40e518a
@canyoncreek_,US oil and gas company Canyon Creek Energy,188162;188132,company handle,canyoncreek_;canyon creek energy,,CompanyHandle,US oil and gas company Canyon Creek Energy,,og_mentionee_headsofstate,981766ee5ed0b61a5fb7406ce6941227,og_mentionee_headsofstate__981766ee5ed0b61a5fb7406ce6941227
@ceg_plc,Manx oil and gas company Challenger Energy Group,188162;188132,company handle,ceg_plc;challenger energy group,,CompanyHandle,Manx oil and gas company Challenger Energy Group,,og_mentionee_headsofstate,425639f35d84be62da3239ea2d1f0e9f,og_mentionee_headsofstate__425639f35d84be62da3239ea2d1f0e9f
@cenovus,US oil and gas company Cenovus Energy,188162;188132,company handle,cenovus;cenovus energy,e98c88db8d1573df259917688ba4addf,CompanyHandle,US oil and gas company Cenovus Energy,,og_mentionee_headsofstate,2224c4c05f23ba9d2fae2dde83c234b9,og_mentionee_headsofstate__2224c4c05f23ba9d2fae2dde83c234b9
@cenovus energy,US oil and gas company HollyFrontier,188162;188132,company handle,cenovus energy;hollyfrontier,d211b5de6dc1ff4f99e6c496f1af37ff,CompanyHandle,US oil and gas company HollyFrontier,,og_mentionee_headsofstate,4c109f4880be644eb4939a0fa8919a4c,og_mentionee_headsofstate__4c109f4880be644eb4939a0fa8919a4c
@cheniere,US LNG company Cheniere Energy,188162;188132,company handle,cheniere;cheniere energy,9e1e4ce8e65874bb35d8a9cbc975a7fe,CompanyHandle,US LNG company Cheniere Energy,,og_mentionee_headsofstate,a04170902fb3051b60b2d851b8213ab2,og_mentionee_headsofstate__a04170902fb3051b60b2d851b8213ab2
@chennaipetro,Indian oil and gas company Chennai Petroleum,188162;188132,company handle,chennaipetro;chennai petroleum,0f3a8cb634b7796e709dfdcc5624eb11,CompanyHandle,Indian oil and gas company Chennai Petroleum,,og_mentionee_headsofstate,ce274d7894e8c82e900b8fd8fb8fc6c6,og_mentionee_headsofstate__ce274d7894e8c82e900b8fd8fb8fc6c6
@chesapeake,US oil and gas company Chesapeake Energy,188162;188132,company handle,chesapeake;chesapeake energy,919a4f110bf8d9149ba9c932fe23c354,CompanyHandle,US oil and gas company Chesapeake Energy,,og_mentionee_headsofstate,f9cf8497002c7836a62e26cb5a36fad3,og_mentionee_headsofstate__f9cf8497002c7836a62e26cb5a36fad3
@chevron,Chevron,188162;188132,company handle,chevron,f41dd1b2abb0c41f225675ebb448ce63,CompanyHandle,Chevron,,og_mentionee_headsofstate,b334bf1dd596aa73a617b5bf5a484ec0,og_mentionee_headsofstate__b334bf1dd596aa73a617b5bf5a484ec0
@chevroncolorado,Chevron Colorado,188162;188132,company handle,chevroncolorado;chevron colorado,f41dd1b2abb0c41f225675ebb448ce63,CompanyHandle,Chevron Colorado,,og_mentionee_headsofstate,9c08ab8c709a6d501675c35b7ad038f0,og_mentionee_headsofstate__9c08ab8c709a6d501675c35b7ad038f0
@chevronrichmond,Chevron Richmond,188162;188132,company handle,chevronrichmond;chevron richmond,f41dd1b2abb0c41f225675ebb448ce63,CompanyHandle,Chevron Richmond,,og_mentionee_headsofstate,f3e541b4f30a0135eb8d1521b3f4fd71,og_mentionee_headsofstate__f3e541b4f30a0135eb8d1521b3f4fd71
@citgo,US oil and gas company Citgo,188162;188132,company handle,citgo,33c5c09778d9b812223665788e9934f0,CompanyHandle,US oil and gas company Citgo,,og_mentionee_headsofstate,7aad90232e85d871519c37bbc78018f7,og_mentionee_headsofstate__7aad90232e85d871519c37bbc78018f7
@cnpcrussian,state-owned PetroChina,188162;188132;188121,company handle,cnpcrussian;petrochina,e4bd7f553717d897856cc88498d3342f,CompanyHandle,state-owned PetroChina,,og_mentionee_headsofstate,341dc105e5f71374d3ebb171de6a946b,og_mentionee_headsofstate__341dc105e5f71374d3ebb171de6a946b
@cnpcspanish,state-owned PetroChina,188162;188132;188121,company handle,cnpcspanish;petrochina,e4bd7f553717d897856cc88498d3342f,CompanyHandle,state-owned PetroChina,,og_mentionee_headsofstate,6c0d349d08647361ad241b080ff09c04,og_mentionee_headsofstate__6c0d349d08647361ad241b080ff09c04
@colpipe,US oil pipeline operator Colonial Pipeline,188162;188132,company handle,colpipe;colonial pipeline,,CompanyHandle,US oil pipeline operator Colonial Pipeline,,og_mentionee_headsofstate,730199483c2dd6c60c7fe898325d1f73,og_mentionee_headsofstate__730199483c2dd6c60c7fe898325d1f73
@conocophillips,US oil and gas company ConocoPhillips,188162;188132,company handle,conocophillips,9d7179affdf55c1e30d54a18bd822372,CompanyHandle,US oil and gas company ConocoPhillips,,og_mentionee_headsofstate,06316c776f6e377660d7e6513cfcf626,og_mentionee_headsofstate__06316c776f6e377660d7e6513cfcf626
@cop_alaska,ConocoPhillips,188162;188132,company handle,cop_alaska;conocophillips alaska,9d7179affdf55c1e30d54a18bd822372,CompanyHandle,ConocoPhillips,,og_mentionee_headsofstate,fb39199edda09b806f2bfe87afe82ad5,og_mentionee_headsofstate__fb39199edda09b806f2bfe87afe82ad5
@cop_newsroom,US oil and gas company ConocoPhillips,188162;188132,company handle,cop_newsroom;conocophillips,9d7179affdf55c1e30d54a18bd822372,CompanyHandle,US oil and gas company ConocoPhillips,,og_mentionee_headsofstate,353ed96e3d9d29276bcf1c4ded2449a7,og_mentionee_headsofstate__353ed96e3d9d29276bcf1c4ded2449a7
@crescentpetrol,Emirati oil and gas company Crescent Petroleum,188162;188132,company handle,crescentpetrol;crescent petroleum,,CompanyHandle,Emirati oil and gas company Crescent Petroleum,,og_mentionee_headsofstate,ac48159ef6f120a9fe5e0b82a9893fde,og_mentionee_headsofstate__ac48159ef6f120a9fe5e0b82a9893fde
@danagasuae,Emirati natural gas company Dana Gas,188162;188132,company handle,emirates national oil company;danagasuae;dana gas,,CompanyHandle,Emirati natural gas company Dana Gas,,og_mentionee_headsofstate,8297ede86cd75b94f2caa7431ae94e4a,og_mentionee_headsofstate__8297ede86cd75b94f2caa7431ae94e4a
@dcpmidstreamlp,US natural gas company DCP Midstream,188162;188132,company handle,dcpmidstreamlp;dcp midstream,926b34dc0ced1f0b14917d9c58bb4b2f,CompanyHandle,US natural gas company DCP Midstream,,og_mentionee_headsofstate,31d34144f4b628ce0599af537659c076,og_mentionee_headsofstate__31d34144f4b628ce0599af537659c076
@delekusholdings,Israeli oil and gas company Delek,188162;188132,company handle,delekusholdings;delek,7dda7e59f9f6fbef53c0037bc79d047d,CompanyHandle,Israeli oil and gas company Delek,,og_mentionee_headsofstate,00001689224ab3f80d96c9352b4f4b3c,og_mentionee_headsofstate__00001689224ab3f80d96c9352b4f4b3c
@devonenergy,US oil and gas company Devon Energy,188162;188132,company handle,devonenergy;devon energy,3a0d44d2ce1ae8847bb4e1de1b5829e0,CompanyHandle,US oil and gas company Devon Energy,,og_mentionee_headsofstate,cdef6c5ffe9831630d0c58f13179a897,og_mentionee_headsofstate__cdef6c5ffe9831630d0c58f13179a897
@dutch shell,Shell,188162;188132,company handle,dutch shell;shell,a84d5d4f0b197b952d5e20e9f4af2165,CompanyHandle,Shell,,og_mentionee_headsofstate,0d482bf42429c7422bc0d6eb37b83f4f,og_mentionee_headsofstate__0d482bf42429c7422bc0d6eb37b83f4f
@ecopetrol_sa,Colombian state-owned oil and gas company Ecopetrol,188162;188132;188121,company handle,ecopetrol_sa;ecopetrol,8c55162197ca1d69133b12bcd6cf17a5,CompanyHandle,Colombian state-owned oil and gas company Ecopetrol,,og_mentionee_headsofstate,ccca0b67f1888747edb7931b45a73a2b,og_mentionee_headsofstate__ccca0b67f1888747edb7931b45a73a2b
@elengy,French oil and gas company Elengy,188162;188132,company handle,engie;elengy;elengy,,CompanyHandle,French oil and gas company Elengy,,og_mentionee_headsofstate,0625a817bd7b55b743faadea59fbb4d4,og_mentionee_headsofstate__0625a817bd7b55b743faadea59fbb4d4
@enbridge,Canadian oil and gas pipeline operator Enbridge,188162;188132,company handle,enbridge,eecb6c43a82fbbcb5050b5ebcfcf5e40,CompanyHandle,Canadian oil and gas pipeline operator Enbridge,,og_mentionee_headsofstate,aca5cb4ab46ad6d9d35eeb9c1400cbc8,og_mentionee_headsofstate__aca5cb4ab46ad6d9d35eeb9c1400cbc8
@energytransfer,US oil and gas company Energy Transfer,188162;188132,company handle,energytransfer;energy transfer,,CompanyHandle,US oil and gas company Energy Transfer,,og_mentionee_headsofstate,89b7bc22b90077cb68007d5a52a58a89,og_mentionee_headsofstate__89b7bc22b90077cb68007d5a52a58a89
@eni,Italian oil and gas company Eni,188162;188132,company handle,eni,e8ca91323abceb61a9673a40ee3db402,CompanyHandle,Italian oil and gas company Eni,,og_mentionee_headsofstate,7f9bb7a49e3454b733b944d2cf076d21,og_mentionee_headsofstate__7f9bb7a49e3454b733b944d2cf076d21
@eppetroecuador,Ecuadorian state-owned oil and gas company Petroecuador,188162;188132;188121,company handle,eppetroecuador;petroecuador,,CompanyHandle,Ecuadorian state-owned oil and gas company Petroecuador,,og_mentionee_headsofstate,a7d98eff27d2ea2f612679e3c8bc152b,og_mentionee_headsofstate__a7d98eff27d2ea2f612679e3c8bc152b
@eqtcorp,US oil and gas company EQT,188162;188132,company handle,eqtcorp;eqt,cfd21f3c584a9c92dfc474f6d5b80985,CompanyHandle,US oil and gas company EQT,,og_mentionee_headsofstate,835554f6ffebf5187162f76fe3b7cc99,og_mentionee_headsofstate__835554f6ffebf5187162f76fe3b7cc99
@equinor,Norwegian state-owned oil and gas company Equinor,188162;188132;188121,company handle,equinor,180d0f07bea6e793d4e521fb3b247411,CompanyHandle,Norwegian state-owned oil and gas company Equinor,,og_mentionee_headsofstate,d1461530fe36d377f63a483360d2e9df,og_mentionee_headsofstate__d1461530fe36d377f63a483360d2e9df
@equinor_br,Norwegian state-owned oil and gas company Equinor,188162;188132;188121,company handle,equinor;equinor_br;equinor brazil,180d0f07bea6e793d4e521fb3b247411,CompanyHandle,Norwegian state-owned oil and gas company Equinor,,og_mentionee_headsofstate,ce66fd7e9c6f08f1c5a713ece8c484e2,og_mentionee_headsofstate__ce66fd7e9c6f08f1c5a713ece8c484e2
@equinor_de,Norwegian state-owned oil and gas company Equinor,188162;188132;188121,company handle,equinor;equinor_de;equinor deutschland,180d0f07bea6e793d4e521fb3b247411,CompanyHandle,Norwegian state-owned oil and gas company Equinor,,og_mentionee_headsofstate,dbccef374ede1e5a30c2d4f889a02ecf,og_mentionee_headsofstate__dbccef374ede1e5a30c2d4f889a02ecf
@equinor_eu,Norwegian state-owned oil and gas company Equinor,188162;188132;188121,company handle,equinor;equinor_eu;equinor eu,180d0f07bea6e793d4e521fb3b247411,CompanyHandle,Norwegian state-owned oil and gas company Equinor,,og_mentionee_headsofstate,59430346cb5fcc5045e8620d408abbbd,og_mentionee_headsofstate__59430346cb5fcc5045e8620d408abbbd
@equinor_na,Norwegian state-owned oil and gas company Equinor,188162;188132;188121,company handle,equinor;equinor_na;equinor north america,180d0f07bea6e793d4e521fb3b247411,CompanyHandle,Norwegian state-owned oil and gas company Equinor,,og_mentionee_headsofstate,ef7bdc6549e4d025f731597d5018f5a3,og_mentionee_headsofstate__ef7bdc6549e4d025f731597d5018f5a3
@equinor_uk,Norwegian state-owned oil and gas company Equinor,188162;188132;188121,company handle,equinor;equinor_uk;equinor uk,180d0f07bea6e793d4e521fb3b247411,CompanyHandle,Norwegian state-owned oil and gas company Equinor,,og_mentionee_headsofstate,cad12bbd98af7ce63dc1325b5be9411c,og_mentionee_headsofstate__cad12bbd98af7ce63dc1325b5be9411c
@equinor_venture,Norwegian state-owned oil and gas company Equinor,188162;188132;188121,company handle,equinor;equinor_venture;equinor ventures,180d0f07bea6e793d4e521fb3b247411,CompanyHandle,Norwegian state-owned oil and gas company Equinor,,og_mentionee_headsofstate,9485bcc08d9d233b4175f638a34334af,og_mentionee_headsofstate__9485bcc08d9d233b4175f638a34334af
@equinorasa,Norwegian state-owned oil and gas company Equinor,188162;188132;188121,company handle,equinor;equinorasa;equinor asa,180d0f07bea6e793d4e521fb3b247411,CompanyHandle,Norwegian state-owned oil and gas company Equinor,,og_mentionee_headsofstate,dff8937513a581e7e0feb0e339256a61,og_mentionee_headsofstate__dff8937513a581e7e0feb0e339256a61
@essar oil,Indian oil and gas company Essar Oil,188162;188132,company handle,essar oil,,CompanyHandle,Indian oil and gas company Essar Oil,,og_mentionee_headsofstate,8b4d2054209d29851413f36f4fa3fedb,og_mentionee_headsofstate__8b4d2054209d29851413f36f4fa3fedb
@essoitaliana,ExxonMobil,188162;188132,company handle,exxonmobil;essoitaliana;exxonmobil,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil,,og_mentionee_headsofstate,f83bb1ab7f1789fb44697942f5bcecfd,og_mentionee_headsofstate__f83bb1ab7f1789fb44697942f5bcecfd
@exxonbillings,ExxonMobil Billings Refinery,188162;188132,company handle,exxonmobil;exxonbillings;exxonmobil billings refinery,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Billings Refinery,,og_mentionee_headsofstate,00f82cd1560ff8bb16b60bc5538aa8f1,og_mentionee_headsofstate__00f82cd1560ff8bb16b60bc5538aa8f1
@exxonmobil,ExxonMobil,188162;188132,company handle,exxonmobil,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil,,og_mentionee_headsofstate,2414c8ba0be38262191c697cad0e9bf8,og_mentionee_headsofstate__2414c8ba0be38262191c697cad0e9bf8
@exxonmobil_af,ExxonMobil Africa,188162;188132,company handle,exxonmobil;exxonmobil_af;exxonmobil africa,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Africa,,og_mentionee_headsofstate,e80a20902ca84dc6093414271e05fead,og_mentionee_headsofstate__e80a20902ca84dc6093414271e05fead
@exxonmobil_ak,ExxonMobil Alaska,188162;188132,company handle,exxonmobil;exxonmobil_ak;exxonmobil alaska,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Alaska,,og_mentionee_headsofstate,432202cc69ec85d1315bef3085a06f02,og_mentionee_headsofstate__432202cc69ec85d1315bef3085a06f02
@exxonmobil_aus,ExxonMobil Australia,188162;188132,company handle,exxonmobil;exxonmobil_aus;exxonmobil australia,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Australia,,og_mentionee_headsofstate,e3209b17d94ab2e689d2ff04bdac3753,og_mentionee_headsofstate__e3209b17d94ab2e689d2ff04bdac3753
@exxonmobil_be,ExxonMobil Belgium,188162;188132,company handle,exxonmobil;exxonmobil_be;exxonmobil belgium,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Belgium,,og_mentionee_headsofstate,9857ea301bc059082129396399d73d2b,og_mentionee_headsofstate__9857ea301bc059082129396399d73d2b
@exxonmobil_fra,ExxonMobil France,188162;188132,company handle,exxonmobil;exxonmobil_fra;exxonmobil france,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil France,,og_mentionee_headsofstate,c66d814924340c26d674b49e249a6cf7,og_mentionee_headsofstate__c66d814924340c26d674b49e249a6cf7
@exxonmobil_ger,ExxonMobil Germany,188162;188132,company handle,exxonmobil;exxonmobil_ger;exxonmobil germany,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Germany,,og_mentionee_headsofstate,66b20945bf7905c70b6fbb3b80e3cb85,og_mentionee_headsofstate__66b20945bf7905c70b6fbb3b80e3cb85
@exxonmobil_id,ExxonMobil Indonesia,188162;188132,company handle,exxonmobil;exxonmobil_id;exxonmobil indonesia,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Indonesia,,og_mentionee_headsofstate,7b3da6001ebd2a7db1541ca7ca449f5d,og_mentionee_headsofstate__7b3da6001ebd2a7db1541ca7ca449f5d
@exxonmobil_ind,ExxonMobil India,188162;188132,company handle,exxonmobil;exxonmobil_ind;exxonmobil india,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil India,,og_mentionee_headsofstate,19a82f16e3bc0b12b93db68c06b123cd,og_mentionee_headsofstate__19a82f16e3bc0b12b93db68c06b123cd
@exxonmobil_my,ExxonMobil Malaysia,188162;188132,company handle,exxonmobil;exxonmobil_my;exxonmobil malaysia,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Malaysia,,og_mentionee_headsofstate,2fc0653459433361be76ca6ea99f3e86,og_mentionee_headsofstate__2fc0653459433361be76ca6ea99f3e86
@exxonmobil_ng,ExxonMobil Nigeria,188162;188132,company handle,exxonmobil;exxonmobil_ng;exxonmobil nigeria,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Nigeria,,og_mentionee_headsofstate,629c880a256d9d416c52fcbf17694b2c,og_mentionee_headsofstate__629c880a256d9d416c52fcbf17694b2c
@exxonmobil_nl,ExxonMobil Netherlands,188162;188132,company handle,exxonmobil;exxonmobil_nl;exxonmobil netherlands,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Netherlands,,og_mentionee_headsofstate,4df46a53ae948245285ac0c03b41fcb3,og_mentionee_headsofstate__4df46a53ae948245285ac0c03b41fcb3
@exxonmobil_png,ExxonMobil PNG,188162;188132,company handle,exxonmobil;exxonmobil_png;exxonmobil png,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil PNG,,og_mentionee_headsofstate,c0d8415a17a6da7850f242c6395b03d8,og_mentionee_headsofstate__c0d8415a17a6da7850f242c6395b03d8
@exxonmobil_qa,ExxonMobil Qatar,188162;188132,company handle,exxonmobil;exxonmobil_qa;exxonmobil qatar,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Qatar,,og_mentionee_headsofstate,883dabae7f11543510cb979a22ce2a89,og_mentionee_headsofstate__883dabae7f11543510cb979a22ce2a89
@exxonmobil_sg,ExxonMobil Singapore,188162;188132,company handle,exxonmobil;exxonmobil_sg;exxonmobil singapore,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Singapore,,og_mentionee_headsofstate,4d66f7f1f5a060e9fae76ad5b611ac70,og_mentionee_headsofstate__4d66f7f1f5a060e9fae76ad5b611ac70
@exxonmobil_th,ExxonMobil Thailand,188162;188132,company handle,exxonmobil;exxonmobil_th;exxonmobil thailand,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Thailand,,og_mentionee_headsofstate,3bb3674f96e3a2f10c1f45d7423f99f9,og_mentionee_headsofstate__3bb3674f96e3a2f10c1f45d7423f99f9
@exxonmobil_uk,ExxonMobil UK,188162;188132,company handle,exxonmobil;exxonmobil_uk;exxonmobil uk,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil UK,,og_mentionee_headsofstate,f9e28476ab623a3dac73b70f58425c9b,og_mentionee_headsofstate__f9e28476ab623a3dac73b70f58425c9b
@exxonmobilar,ExxonMobil Argentina,188162;188132,company handle,exxonmobil;exxonmobilar;exxonmobil argentina,ca7e1e10c738703f369aafb8278af324,CompanyHandle,ExxonMobil Argentina,,og_mentionee_headsofstate,f54651d8a13767341282c6494ec564c9,og_mentionee_headsofstate__f54651d8a13767341282c6494ec564c9
