handle,caption_name,location_lower,include_groups,entity_type,Lat,Lon,,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
deanbphillips,US Representative Phillips,Minnesota,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,46.729553,-94.6858998,,,Legislator,US Representative Phillips,,eng_dgm_tsa_mentioner_entities,ba6624eec4b868b0176e86077c8f911f,eng_dgm_tsa_mentioner_entities__ba6624eec4b868b0176e86077c8f911f
usrepmikedoyle,US Representative Doyle,Pennsylvania,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,41.2033216,-77.1945247,,,Legislator,US Representative Doyle,,eng_dgm_tsa_mentioner_entities,4276aaf67c0c382d550743ffb03f0d9e,eng_dgm_tsa_mentioner_entities__4276aaf67c0c382d550743ffb03f0d9e
charliecrist,US Representative Crist,Florida,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,27.6648274,-81.5157535,,,Legislator,US Representative Crist,,eng_dgm_tsa_mentioner_entities,cd77d3edb73bc16e7084233abd0da351,eng_dgm_tsa_mentioner_entities__cd77d3edb73bc16e7084233abd0da351
vgescobar,US Representative Escobar,Texas,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,31.9685988,-99.9018131,,,Legislator,US Representative Escobar,,eng_dgm_tsa_mentioner_entities,c28d82744783020967ca20a84bcbe759,eng_dgm_tsa_mentioner_entities__c28d82744783020967ca20a84bcbe759
robinlynnekelly,US Representative Robin Kelly,Illinois,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.6331249,-89.3985283,,,Legislator,US Representative Robin Kelly,,eng_dgm_tsa_mentioner_entities,b2f7a0ad362fc2e626a0fe0a6fbf5ec4,eng_dgm_tsa_mentioner_entities__b2f7a0ad362fc2e626a0fe0a6fbf5ec4
dorismatsui,US Representative Matsui,California,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,36.778261,-119.4179324,,,Legislator,US Representative Matsui,,eng_dgm_tsa_mentioner_entities,425e9ac453e841ac27fc3e3887675fab,eng_dgm_tsa_mentioner_entities__425e9ac453e841ac27fc3e3887675fab
senbobcasey,US Senator Casey,Pennsylvania,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,41.2033216,-77.1945247,,,Legislator,US Senator Casey,,eng_dgm_tsa_mentioner_entities,596b6c13a0baaf29fddc684d6bf72f8a,eng_dgm_tsa_mentioner_entities__596b6c13a0baaf29fddc684d6bf72f8a
repmiketurner,US Representative Turner,Ohio,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.4172871,-82.907123,,,Legislator,US Representative Turner,,eng_dgm_tsa_mentioner_entities,aaf6932b1459bb6894395569934247d8,eng_dgm_tsa_mentioner_entities__aaf6932b1459bb6894395569934247d8
electadamsmith,US Representative Adam Smith,Washington,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,47.7510741,-120.7401385,,,Legislator,US Representative Adam Smith,,eng_dgm_tsa_mentioner_entities,3850fa0f87f6e622a5334e133bcce58b,eng_dgm_tsa_mentioner_entities__3850fa0f87f6e622a5334e133bcce58b
repbonnie,US Representative Coleman,New Jersey,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.0583238,-74.4056612,,,Legislator,US Representative Coleman,,eng_dgm_tsa_mentioner_entities,3a2d63f6190a42f99790f3fffa526a73,eng_dgm_tsa_mentioner_entities__3a2d63f6190a42f99790f3fffa526a73
repmcclintock,US Representative McClintock,California,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,36.778261,-119.4179324,,,Legislator,US Representative McClintock,,eng_dgm_tsa_mentioner_entities,b37303c20aeee3228f17394dae27fef2,eng_dgm_tsa_mentioner_entities__b37303c20aeee3228f17394dae27fef2
chuck4congress,US Representative Fleischmann,Tennessee,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,35.5174913,-86.5804473,,,Legislator,US Representative Fleischmann,,eng_dgm_tsa_mentioner_entities,5b0ef4725507e9c37f9156db5496c1d0,eng_dgm_tsa_mentioner_entities__5b0ef4725507e9c37f9156db5496c1d0
rubengallego,US Representative Gallego,Arizona,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,34.0489281,-111.0937311,,,Legislator,US Representative Gallego,,eng_dgm_tsa_mentioner_entities,273af4df05d2b7b862a69b650deddb17,eng_dgm_tsa_mentioner_entities__273af4df05d2b7b862a69b650deddb17
benmcadams,US Representative McAdams,Utah,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,39.3209801,-111.0937311,,,Legislator,US Representative McAdams,,eng_dgm_tsa_mentioner_entities,a3dc967ef9b029e71979ffed05f55754,eng_dgm_tsa_mentioner_entities__a3dc967ef9b029e71979ffed05f55754
stevekingia,US Representative Steve King,Iowa,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,41.8780025,-93.097702,,,Legislator,US Representative Steve King,,eng_dgm_tsa_mentioner_entities,fe519bb110cf20cab84e6c3e22d36bba,eng_dgm_tsa_mentioner_entities__fe519bb110cf20cab84e6c3e22d36bba
reelectwittman,US Representative Wittman,Virginia,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,37.4315734,-78.6568942,,,Legislator,US Representative Wittman,,eng_dgm_tsa_mentioner_entities,da8bcc75e52c47016874cebba92866e1,eng_dgm_tsa_mentioner_entities__da8bcc75e52c47016874cebba92866e1
juliabrownley,US Representative Brownley,California,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,36.778261,-119.4179324,,,Legislator,US Representative Brownley,,eng_dgm_tsa_mentioner_entities,a9184043ecf892a56b6dece3bcbe7f80,eng_dgm_tsa_mentioner_entities__a9184043ecf892a56b6dece3bcbe7f80
beraforcongress,US Representative Bera,California,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,36.778261,-119.4179324,,,Legislator,US Representative Bera,,eng_dgm_tsa_mentioner_entities,6ff47d4c41ef03553841d10aafe5bbe6,eng_dgm_tsa_mentioner_entities__6ff47d4c41ef03553841d10aafe5bbe6
rajaforcongress,US Representative Krishnamoorthi,Illinois,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.6331249,-89.3985283,,,Legislator,US Representative Krishnamoorthi,,eng_dgm_tsa_mentioner_entities,773218b821106d7f817726044cb9913d,eng_dgm_tsa_mentioner_entities__773218b821106d7f817726044cb9913d
ralphnorman,US Representative Norman,South Carolina,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,33.836081,-81.1637245,,,Legislator,US Representative Norman,,eng_dgm_tsa_mentioner_entities,6352bb68ee0da90367fc157c7bd4df19,eng_dgm_tsa_mentioner_entities__6352bb68ee0da90367fc157c7bd4df19
foxxforcongress,US Representative Foxx,North Carolina,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,35.7595731,-79.0192997,,,Legislator,US Representative Foxx,,eng_dgm_tsa_mentioner_entities,637a63d5af2fda674a7da74b55a089c6,eng_dgm_tsa_mentioner_entities__637a63d5af2fda674a7da74b55a089c6
stevestivers,US Representative Stivers,Ohio,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.4172871,-82.907123,,,Legislator,US Representative Stivers,,eng_dgm_tsa_mentioner_entities,9f6eec4f9200820e08e270d570837868,eng_dgm_tsa_mentioner_entities__9f6eec4f9200820e08e270d570837868
repadamsmith,US Representative Adam Smith,Washington,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,47.7510741,-120.7401385,,,Legislator,US Representative Adam Smith,,eng_dgm_tsa_mentioner_entities,3850fa0f87f6e622a5334e133bcce58b,eng_dgm_tsa_mentioner_entities__3850fa0f87f6e622a5334e133bcce58b
mattgaetz,US Representative Gaetz,Florida,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,27.6648274,-81.5157535,,,Legislator,US Representative Gaetz,,eng_dgm_tsa_mentioner_entities,c50107f45160dd9771deae67932d99c1,eng_dgm_tsa_mentioner_entities__c50107f45160dd9771deae67932d99c1
higgins4wny,US Representative Clay Higgins,Louisiana,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,30.9842977,-91.9623327,,,Legislator,US Representative Clay Higgins,,eng_dgm_tsa_mentioner_entities,8d495e27ad4923a2bc212343a8cd9266,eng_dgm_tsa_mentioner_entities__8d495e27ad4923a2bc212343a8cd9266
repmikequigley,US Representative Quigley,Illinois,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.6331249,-89.3985283,,,Legislator,US Representative Quigley,,eng_dgm_tsa_mentioner_entities,f3f04d6e0622e3ca5a97ae12dfbc5908,eng_dgm_tsa_mentioner_entities__f3f04d6e0622e3ca5a97ae12dfbc5908
devinnunes,US Representative Nunes,California,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,36.778261,-119.4179324,,,Legislator,US Representative Nunes,,eng_dgm_tsa_mentioner_entities,8563ba7a2637d85374ade9032c9ff4cc,eng_dgm_tsa_mentioner_entities__8563ba7a2637d85374ade9032c9ff4cc
brendallawrence,US Representative Lawrence,Michigan,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,44.3148443,-85.6023643,,,Legislator,US Representative Lawrence,,eng_dgm_tsa_mentioner_entities,f7b231ec08557791d5c744de337a1c93,eng_dgm_tsa_mentioner_entities__f7b231ec08557791d5c744de337a1c93
drphilroe,US Representative Roe,Tennessee,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,35.5174913,-86.5804473,,,Legislator,US Representative Roe,,eng_dgm_tsa_mentioner_entities,660529869253848a6f6a4039bc28c838,eng_dgm_tsa_mentioner_entities__660529869253848a6f6a4039bc28c838
gerryconnolly,US Representative Connolly,Virginia,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,37.4315734,-78.6568942,,,Legislator,US Representative Connolly,,eng_dgm_tsa_mentioner_entities,ac58db5286b1e488964538a52fe01ecd,eng_dgm_tsa_mentioner_entities__ac58db5286b1e488964538a52fe01ecd
robert_aderholt,US Representative Aderholt,Alabama,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,32.3182314,-86.902298,,,Legislator,US Representative Aderholt,,eng_dgm_tsa_mentioner_entities,4e5a896d7158b8c416cbded16bbae747,eng_dgm_tsa_mentioner_entities__4e5a896d7158b8c416cbded16bbae747
congmikesimpson,US Representative Simpson,Idaho,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,44.0682019,-114.7420408,,,Legislator,US Representative Simpson,,eng_dgm_tsa_mentioner_entities,0a6da469b17e4f4cbe4b7f928b88fd3a,eng_dgm_tsa_mentioner_entities__0a6da469b17e4f4cbe4b7f928b88fd3a
mikerogerscamp,US Representative Mike Rogers,Alabama,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,32.3182314,-86.902298,,,Legislator,US Representative Mike Rogers,,eng_dgm_tsa_mentioner_entities,1998d5cbb02165a22eb95c26bdad13b0,eng_dgm_tsa_mentioner_entities__1998d5cbb02165a22eb95c26bdad13b0
billpascrell,US Representative Pascrell,New Jersey,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.0583238,-74.4056612,,,Legislator,US Representative Pascrell,,eng_dgm_tsa_mentioner_entities,93276ba51887b237a8a71100a0e269de,eng_dgm_tsa_mentioner_entities__93276ba51887b237a8a71100a0e269de
willhurd,US Representative Hurd,Texas,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,31.9685988,-99.9018131,,,Legislator,US Representative Hurd,,eng_dgm_tsa_mentioner_entities,9f5cc7a6662a21cc954453c9f178245c,eng_dgm_tsa_mentioner_entities__9f5cc7a6662a21cc954453c9f178245c
tomemmer,US Representative Emmer,Minnesota,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,46.729553,-94.6858998,,,Legislator,US Representative Emmer,,eng_dgm_tsa_mentioner_entities,89cb28808fb06f80bcf79cb43db828a7,eng_dgm_tsa_mentioner_entities__89cb28808fb06f80bcf79cb43db828a7
sewell4congress,US Representative Sewell,Alabama,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,32.3182314,-86.902298,,,Legislator,US Representative Sewell,,eng_dgm_tsa_mentioner_entities,d2604eac9184d171cfe137381eb15014,eng_dgm_tsa_mentioner_entities__d2604eac9184d171cfe137381eb15014
teamroby,US Representative Roby,Alabama,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,32.3182314,-86.902298,,,Legislator,US Representative Roby,,eng_dgm_tsa_mentioner_entities,fe87699efda2813b64ba3c639ce7124e,eng_dgm_tsa_mentioner_entities__fe87699efda2813b64ba3c639ce7124e
seancasten,US Representative Casten,Illinois,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.6331249,-89.3985283,,,Legislator,US Representative Casten,,eng_dgm_tsa_mentioner_entities,af2de8160b22f699c833b74274089616,eng_dgm_tsa_mentioner_entities__af2de8160b22f699c833b74274089616
teddeutch,US Representative Deutch,Florida,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,27.6648274,-81.5157535,,,Legislator,US Representative Deutch,,eng_dgm_tsa_mentioner_entities,3cffd9ee57aca15bba9158d78ed6f4da,eng_dgm_tsa_mentioner_entities__3cffd9ee57aca15bba9158d78ed6f4da
dennyheck,US Representative Heck,Washington,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,47.7510741,-120.7401385,,,Legislator,US Representative Heck,,eng_dgm_tsa_mentioner_entities,6f68f99bfdb52a1a21de333a771f0835,eng_dgm_tsa_mentioner_entities__6f68f99bfdb52a1a21de333a771f0835
tomreedcongress,US Representative Reed,New York,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.7127753,-74.0059728,,,Legislator,US Representative Reed,,eng_dgm_tsa_mentioner_entities,171d35e9931c2ea38bc190cf87600a2a,eng_dgm_tsa_mentioner_entities__171d35e9931c2ea38bc190cf87600a2a
repgaramendi,US Representative Garamendi,California,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,36.778261,-119.4179324,,,Legislator,US Representative Garamendi,,eng_dgm_tsa_mentioner_entities,7101fe03619ce723ea9d7d093ec13e3f,eng_dgm_tsa_mentioner_entities__7101fe03619ce723ea9d7d093ec13e3f
allawsonjr,US Representative Lawson,Florida,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,27.6648274,-81.5157535,,,Legislator,US Representative Lawson,,eng_dgm_tsa_mentioner_entities,16783e0e537e053730878be50ba366aa,eng_dgm_tsa_mentioner_entities__16783e0e537e053730878be50ba366aa
repschakowsky,US Representative Schakowsky,Illinois,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.6331249,-89.3985283,,,Legislator,US Representative Schakowsky,,eng_dgm_tsa_mentioner_entities,1057ac14ec5aa1ce699c1242fbbe441c,eng_dgm_tsa_mentioner_entities__1057ac14ec5aa1ce699c1242fbbe441c
repjoecourtney,US Representative Courtney,Connecticut,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,41.6032207,-73.087749,,,Legislator,US Representative Courtney,,eng_dgm_tsa_mentioner_entities,05b2fbec8b63eda969ffe6fa6beda50a,eng_dgm_tsa_mentioner_entities__05b2fbec8b63eda969ffe6fa6beda50a
reppaultonko,US Representative Tonko,New York,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.7127753,-74.0059728,,,Legislator,US Representative Tonko,,eng_dgm_tsa_mentioner_entities,dbb84a830e000b3a58d8b97a270b5157,eng_dgm_tsa_mentioner_entities__dbb84a830e000b3a58d8b97a270b5157
benniegthompson,US Representative Bennie Thompson,Mississippi,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,32.3546679,-89.3985283,,,Legislator,US Representative Bennie Thompson,,eng_dgm_tsa_mentioner_entities,a45cfba487ea5352e4e9b8ef69d6f4be,eng_dgm_tsa_mentioner_entities__a45cfba487ea5352e4e9b8ef69d6f4be
kathleenrice,US Representative Kathleen Rice,New York,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.7127753,-74.0059728,,,Legislator,US Representative Kathleen Rice,,eng_dgm_tsa_mentioner_entities,9332cb9a30c6854168f1542bcc670397,eng_dgm_tsa_mentioner_entities__9332cb9a30c6854168f1542bcc670397
johnsonleads,US Representative Bill Johnson,Ohio,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.4172871,-82.907123,,,Legislator,US Representative Bill Johnson,,eng_dgm_tsa_mentioner_entities,378c1ea40d10dd8039cdb18f8a21012f,eng_dgm_tsa_mentioner_entities__378c1ea40d10dd8039cdb18f8a21012f
drlarrybucshon,US Representative Bucshon,Indiana,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.2671941,-86.1349019,,,Legislator,US Representative Bucshon,,eng_dgm_tsa_mentioner_entities,9e2d9a961f71b33684ad5e41b45c3885,eng_dgm_tsa_mentioner_entities__9e2d9a961f71b33684ad5e41b45c3885
jacksonleetx18,US Representative Jackson Lee,Texas,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,31.9685988,-99.9018131,,,Legislator,US Representative Jackson Lee,,eng_dgm_tsa_mentioner_entities,86d2d353c21bc57a5d0d2fa5877db4de,eng_dgm_tsa_mentioner_entities__86d2d353c21bc57a5d0d2fa5877db4de
jaimeforusrep,US Representative Herrera Beutler,Washington,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,47.7510741,-120.7401385,,,Legislator,US Representative Herrera Beutler,,eng_dgm_tsa_mentioner_entities,dd4588c27c8aae102a97e7af886645a7,eng_dgm_tsa_mentioner_entities__dd4588c27c8aae102a97e7af886645a7
reelecthank,US Representative Hank Johnson,Georgia,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,32.1656221,-82.9000751,,,Legislator,US Representative Hank Johnson,,eng_dgm_tsa_mentioner_entities,9c9fc99239b61daba21661cee970fe5c,eng_dgm_tsa_mentioner_entities__9c9fc99239b61daba21661cee970fe5c
flores4congress,US Representative Flores,Texas,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,31.9685988,-99.9018131,,,Legislator,US Representative Flores,,eng_dgm_tsa_mentioner_entities,e3c9dbed2bdb68060ec7c07422976be7,eng_dgm_tsa_mentioner_entities__e3c9dbed2bdb68060ec7c07422976be7
williamkeating,US Representative Keating,Massachusetts,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,42.4072107,-71.3824374,,,Legislator,US Representative Keating,,eng_dgm_tsa_mentioner_entities,87df62a8d26d8972a52c466699a9c235,eng_dgm_tsa_mentioner_entities__87df62a8d26d8972a52c466699a9c235
latta4congress,US Representative Latta,Ohio,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.4172871,-82.907123,,,Legislator,US Representative Latta,,eng_dgm_tsa_mentioner_entities,0866c2e698df39c815be52206d72a209,eng_dgm_tsa_mentioner_entities__0866c2e698df39c815be52206d72a209
repchuygarcia,US Representative Chuy Garc√É¬≠a,Illinois,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.6331249,-89.3985283,,,Legislator,US Representative Chuy Garc√É¬≠a,,eng_dgm_tsa_mentioner_entities,0de01f162745d6d2aa2224105b3475f5,eng_dgm_tsa_mentioner_entities__0de01f162745d6d2aa2224105b3475f5
replipinski,US Representative Lipinski,Illinois,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.6331249,-89.3985283,,,Legislator,US Representative Lipinski,,eng_dgm_tsa_mentioner_entities,8a618fcb69dc4b32e2af0da0cd262642,eng_dgm_tsa_mentioner_entities__8a618fcb69dc4b32e2af0da0cd262642
repdwightevans,US Representative Evans,Pennsylvania,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,41.2033216,-77.1945247,,,Legislator,US Representative Evans,,eng_dgm_tsa_mentioner_entities,9c3ae9b50c9dc3f654f22f06ddcb1db5,eng_dgm_tsa_mentioner_entities__9c3ae9b50c9dc3f654f22f06ddcb1db5
annmclanekuster,US Representative Kuster,New Hampshire,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,43.1938516,-71.5723953,,,Legislator,US Representative Kuster,,eng_dgm_tsa_mentioner_entities,240804341457e2f2fef4067d08e9bb6f,eng_dgm_tsa_mentioner_entities__240804341457e2f2fef4067d08e9bb6f
barrforcongress,US Representative Barr,Kentucky,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,37.8393332,-84.2700179,,,Legislator,US Representative Barr,,eng_dgm_tsa_mentioner_entities,a9ffce7c2c861621ced54f0bec3970ac,eng_dgm_tsa_mentioner_entities__a9ffce7c2c861621ced54f0bec3970ac
brettguthrie,US Representative Guthrie,Kentucky,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,37.8393332,-84.2700179,,,Legislator,US Representative Guthrie,,eng_dgm_tsa_mentioner_entities,754f7325f55e1e36a37044315cb4813b,eng_dgm_tsa_mentioner_entities__754f7325f55e1e36a37044315cb4813b
mikekellyforpa,US Representative Mike Kelly,Pennsylvania,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,41.2033216,-77.1945247,,,Legislator,US Representative Mike Kelly,,eng_dgm_tsa_mentioner_entities,fd7cacbe53fc6d948c377c575b86351e,eng_dgm_tsa_mentioner_entities__fd7cacbe53fc6d948c377c575b86351e
karenbasstweets,US Representative Bass,California,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,36.778261,-119.4179324,,,Legislator,US Representative Bass,,eng_dgm_tsa_mentioner_entities,ea0687648c7d01beaa72e8fb9cdfe8f1,eng_dgm_tsa_mentioner_entities__ea0687648c7d01beaa72e8fb9cdfe8f1
repronkind,US Representative Kind,Wisconsin,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,43.7844397,-88.7878678,,,Legislator,US Representative Kind,,eng_dgm_tsa_mentioner_entities,e3e4f73e9aa5ec0c8b61969402842168,eng_dgm_tsa_mentioner_entities__e3e4f73e9aa5ec0c8b61969402842168
womack4congress,US Representative Womack,Arkansas,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,35.20105,-91.8318334,,,Legislator,US Representative Womack,,eng_dgm_tsa_mentioner_entities,0671f4036e7a8d00927c74e5d732c7f3,eng_dgm_tsa_mentioner_entities__0671f4036e7a8d00927c74e5d732c7f3
elisestefanik,US Representative Stefanik,New York,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.7127753,-74.0059728,,,Legislator,US Representative Stefanik,,eng_dgm_tsa_mentioner_entities,5fc2231748bf6cd87cc39731450e30f1,eng_dgm_tsa_mentioner_entities__5fc2231748bf6cd87cc39731450e30f1
ed4colorado,US Representative Perlmutter,Colorado,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,39.5500507,-105.7820674,,,Legislator,US Representative Perlmutter,,eng_dgm_tsa_mentioner_entities,16f51e7c8786122b42f4559fc5a9b78e,eng_dgm_tsa_mentioner_entities__16f51e7c8786122b42f4559fc5a9b78e
liz_cheney,US Representative Cheney,Wyoming,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,43.0759678,-107.2902839,,,Legislator,US Representative Cheney,,eng_dgm_tsa_mentioner_entities,9f2b46d6203319149db092aa9e1ce7a9,eng_dgm_tsa_mentioner_entities__9f2b46d6203319149db092aa9e1ce7a9
harris4congress,US Representative Harris,Maryland,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,39.0457549,-76.6412712,,,Legislator,US Representative Harris,,eng_dgm_tsa_mentioner_entities,6c64a248e2ef1cb71fc85ad8d0bb7f5d,eng_dgm_tsa_mentioner_entities__6c64a248e2ef1cb71fc85ad8d0bb7f5d
repdinatitus,US Representative Titus,Nevada,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,38.8026097,-116.419389,,,Legislator,US Representative Titus,,eng_dgm_tsa_mentioner_entities,4a8b886204f3c3fa17ce940c48f0e599,eng_dgm_tsa_mentioner_entities__4a8b886204f3c3fa17ce940c48f0e599
derekkilmer,US Representative Kilmer,Washington,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,47.7510741,-120.7401385,,,Legislator,US Representative Kilmer,,eng_dgm_tsa_mentioner_entities,c1bb4d8c5e56bf82e85663f3bbbde6f2,eng_dgm_tsa_mentioner_entities__c1bb4d8c5e56bf82e85663f3bbbde6f2
carolynbmaloney,US Representative Carolyn Maloney,New York,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.7127753,-74.0059728,,,Legislator,US Representative Carolyn Maloney,,eng_dgm_tsa_mentioner_entities,92b4b4f91d41a9f48567e30115c02eed,eng_dgm_tsa_mentioner_entities__92b4b4f91d41a9f48567e30115c02eed
stevenpalazzo,US Representative Palazzo,Mississippi,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,32.3546679,-89.3985283,,,Legislator,US Representative Palazzo,,eng_dgm_tsa_mentioner_entities,58cfe512c7630d7e1428f872982d2100,eng_dgm_tsa_mentioner_entities__58cfe512c7630d7e1428f872982d2100
dwstweets,US Representative Wasserman Schultz,Florida,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,27.6648274,-81.5157535,,,Legislator,US Representative Wasserman Schultz,,eng_dgm_tsa_mentioner_entities,35bd63b045931b51834d5f01ca2e199d,eng_dgm_tsa_mentioner_entities__35bd63b045931b51834d5f01ca2e199d
collinpeterson,US Representative Peterson,Minnesota,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,46.729553,-94.6858998,,,Legislator,US Representative Peterson,,eng_dgm_tsa_mentioner_entities,b9659809eb41fe0130c8bf21be161489,eng_dgm_tsa_mentioner_entities__b9659809eb41fe0130c8bf21be161489
repdannydavis,US Representative Danny Davis,Illinois,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.6331249,-89.3985283,,,Legislator,US Representative Danny Davis,,eng_dgm_tsa_mentioner_entities,21ac5dba259acc19fabe6dd15dd80321,eng_dgm_tsa_mentioner_entities__21ac5dba259acc19fabe6dd15dd80321
adamschiff,US Representative Schiff,California,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,36.778261,-119.4179324,,,Legislator,US Representative Schiff,,eng_dgm_tsa_mentioner_entities,765b9f14f98ece32d82dfb608d0a6368,eng_dgm_tsa_mentioner_entities__765b9f14f98ece32d82dfb608d0a6368
davejoyceoh14,US Representative David Joyce,Ohio,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,40.4172871,-82.907123,,,Legislator,US Representative David Joyce,,eng_dgm_tsa_mentioner_entities,75a3eea439d063b96926cc94cb81d347,eng_dgm_tsa_mentioner_entities__75a3eea439d063b96926cc94cb81d347
teamcmr,US Representative McMorris Rodgers,Washington,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,47.7510741,-120.7401385,,,Legislator,US Representative McMorris Rodgers,,eng_dgm_tsa_mentioner_entities,6c0ef323f9624f98af6b230804c5d53e,eng_dgm_tsa_mentioner_entities__6c0ef323f9624f98af6b230804c5d53e
morgangriffith,US Representative Griffith,Virginia,agency;agency leadership;tsa international equivalents;airline operators;airport;cargo,Legislator,37.4315734,-78.6568942,,,Legislator,US Representative Griffith,,eng_dgm_tsa_mentioner_entities,c9a91cbbbcf99b2449d53134555650f6,eng_dgm_tsa_mentioner_entities__c9a91cbbbcf99b2449d53134555650f6
