keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
shelter in place,sheltering in place,Legislator,sheltering in place,,dgm_traveladvisories_recommendations_aus,25d4caa8e09ac89bf7ac1cdba91d5fc9,dgm_traveladvisories_recommendations_aus__25d4caa8e09ac89bf7ac1cdba91d5fc9
limit your movements,limiting movements,Wells,limiting movements,,dgm_traveladvisories_recommendations_aus,43d7ab36ffcc7912807a421188364019,dgm_traveladvisories_recommendations_aus__43d7ab36ffcc7912807a421188364019
monitor local media,monitoring local media,CompanyKeyword,monitoring local media,,dgm_traveladvisories_recommendations_aus,6f812acc923c04cb7c26e5f93149ac5e,dgm_traveladvisories_recommendations_aus__6f812acc923c04cb7c26e5f93149ac5e
do not travel,"""Do Not Travel""",Media,"""Do Not Travel""",,dgm_traveladvisories_recommendations_aus,653101d1a683a99e790e1044c2fe17cc,dgm_traveladvisories_recommendations_aus__653101d1a683a99e790e1044c2fe17cc
reconsider your need to travel,reconsidering travel,Consulates,reconsidering travel,,dgm_traveladvisories_recommendations_aus,e4b7cdef3c70590f8ecd4e5586673b52,dgm_traveladvisories_recommendations_aus__e4b7cdef3c70590f8ecd4e5586673b52
exercise a high degree of caution,exercising a high degree of caution,CompanyKeyword,exercising a high degree of caution,,dgm_traveladvisories_recommendations_aus,a0e872f52652b5814ad6866eef401a23,dgm_traveladvisories_recommendations_aus__a0e872f52652b5814ad6866eef401a23
consider leaving,leaving the country,Exec,leaving the country,,dgm_traveladvisories_recommendations_aus,328997f53d1534948df0c472a772645b,dgm_traveladvisories_recommendations_aus__328997f53d1534948df0c472a772645b
advise you to leave,leaving the country,Pipeline,leaving the country,,dgm_traveladvisories_recommendations_aus,328997f53d1534948df0c472a772645b,dgm_traveladvisories_recommendations_aus__328997f53d1534948df0c472a772645b
