keyword,caption_name,location_lower,groups,topic_id,entity_type,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(district court; alabama),Federal Court in Alabama,federal court in alabama,courthouse,,courthouse,,Courthouse,Federal Court in Alabama,,dgm_tsa_channel_class_terms,2839e2a48fe42e545a495ff2a4e52f3b,dgm_tsa_channel_class_terms__2839e2a48fe42e545a495ff2a4e52f3b
(diana e. murphy; federal),"Federal Court in Minneapolis, MN","federal court in minneapolis, mn",courthouse,,courthouse,,Courthouse,"Federal Court in Minneapolis, MN",,dgm_tsa_channel_class_terms,1554c8fa4b1acf1b05fd4d768b4a755d,dgm_tsa_channel_class_terms__1554c8fa4b1acf1b05fd4d768b4a755d
(diana e murphy; federal),"Federal Court in Minneapolis, MN","federal court in minneapolis, mn",courthouse,,courthouse,,Courthouse,"Federal Court in Minneapolis, MN",,dgm_tsa_channel_class_terms,d7736653cb5ac612bebd00c9be6161d5,dgm_tsa_channel_class_terms__d7736653cb5ac612bebd00c9be6161d5
(diana e murphy; court),"Federal Court in Minneapolis, MN","federal court in minneapolis, mn",courthouse,,courthouse,,Courthouse,"Federal Court in Minneapolis, MN",,dgm_tsa_channel_class_terms,34ec957f409cede6b85e9c04404edbbb,dgm_tsa_channel_class_terms__34ec957f409cede6b85e9c04404edbbb
(diana e murphy; court),"Federal Court in Minneapolis, MN","federal court in minneapolis, mn",courthouse,,courthouse,,Courthouse,"Federal Court in Minneapolis, MN",,dgm_tsa_channel_class_terms,b0f9285719304bd27f9e822c29991b6f,dgm_tsa_channel_class_terms__b0f9285719304bd27f9e822c29991b6f
(deconcini; federal),"Federal Court in Tucson, AZ","federal court in tucson, az",courthouse,,courthouse,,Courthouse,"Federal Court in Tucson, AZ",,dgm_tsa_channel_class_terms,0999b24f4deefbbece3bf201e94ec554,dgm_tsa_channel_class_terms__0999b24f4deefbbece3bf201e94ec554
(daniel patrick moynihan; federal),"Federal Court in New York, NY","federal court in new york, ny",courthouse,,courthouse,,Courthouse,"Federal Court in New York, NY",,dgm_tsa_channel_class_terms,6b78740c348283ba2b7ddb6ba188cd2c,dgm_tsa_channel_class_terms__6b78740c348283ba2b7ddb6ba188cd2c
(dan m. russell; federal),"Federal Court in Gulfport, MS","federal court in gulfport, ms",courthouse,,courthouse,,Courthouse,"Federal Court in Gulfport, MS",,dgm_tsa_channel_class_terms,cc57811668f38359b87d9bb4a5906137,dgm_tsa_channel_class_terms__cc57811668f38359b87d9bb4a5906137
(craig broadwater; federal),"Federal Court in Martinsburg, WV","federal court in martinsburg, wv",courthouse,,courthouse,,Courthouse,"Federal Court in Martinsburg, WV",,dgm_tsa_channel_class_terms,5cf29e70fbcd46f4fc034f214de60d7d,dgm_tsa_channel_class_terms__5cf29e70fbcd46f4fc034f214de60d7d
(court of appeals; dc),"Federal Court in Washington, DC","federal court in washington, dc",courthouse,,courthouse,,Courthouse,"Federal Court in Washington, DC",,dgm_tsa_channel_class_terms,cab1a9522a2db9d40931fc6899ab7cb9,dgm_tsa_channel_class_terms__cab1a9522a2db9d40931fc6899ab7cb9
(court of appeals; boston),"Federal Court in Boston, MA","federal court in boston, ma",courthouse,,courthouse,,Courthouse,"Federal Court in Boston, MA",,dgm_tsa_channel_class_terms,66b5be0effb6f970510f7f5d568d446e,dgm_tsa_channel_class_terms__66b5be0effb6f970510f7f5d568d446e
(court of appeals; third circuit),Third Circuit Federal Court,third circuit federal court,courthouse,,courthouse,,Courthouse,Third Circuit Federal Court,,dgm_tsa_channel_class_terms,3c7c48f84e641c6d9554c01c4835b8e6,dgm_tsa_channel_class_terms__3c7c48f84e641c6d9554c01c4835b8e6
(court of appeals; tenth circuit),Tenth Circuit Federal Court,tenth circuit federal court,courthouse,,courthouse,,Courthouse,Tenth Circuit Federal Court,,dgm_tsa_channel_class_terms,2af18f4d8f8ca8d586638a26205a37fb,dgm_tsa_channel_class_terms__2af18f4d8f8ca8d586638a26205a37fb
(court of appeals; st. louis),"Federal Court in St. Louis, MO","federal court in st. louis, mo",courthouse,,courthouse,,Courthouse,"Federal Court in St. Louis, MO",,dgm_tsa_channel_class_terms,561f9bef935a74c60650752ecaa1f9fe,dgm_tsa_channel_class_terms__561f9bef935a74c60650752ecaa1f9fe
(court of appeals; sixth circuit),Sixth Circuit Federal Court,sixth circuit federal court,courthouse,,courthouse,,Courthouse,Sixth Circuit Federal Court,,dgm_tsa_channel_class_terms,9abbb702f6ccdc5e2a99f9419cb10246,dgm_tsa_channel_class_terms__9abbb702f6ccdc5e2a99f9419cb10246
(court of appeals; seventh circuit),Seventh Circuit Federal Court,seventh circuit federal court,courthouse,,courthouse,,Courthouse,Seventh Circuit Federal Court,,dgm_tsa_channel_class_terms,0367b3ebd028f1528a76ca49d36d7913,dgm_tsa_channel_class_terms__0367b3ebd028f1528a76ca49d36d7913
(court of appeals; second circuit),Second Circuit Federal Court,second circuit federal court,courthouse,,courthouse,,Courthouse,Second Circuit Federal Court,,dgm_tsa_channel_class_terms,83163f91ac25ce97d132671dfc24ffa7,dgm_tsa_channel_class_terms__83163f91ac25ce97d132671dfc24ffa7
(court of appeals; san francisco),"Federal Court in San Francisco, CA","federal court in san francisco, ca",courthouse,,courthouse,,Courthouse,"Federal Court in San Francisco, CA",,dgm_tsa_channel_class_terms,b2fb486515755d224b7c9653f9be7769,dgm_tsa_channel_class_terms__b2fb486515755d224b7c9653f9be7769
(court of appeals; richmond),"Federal Court in Richmond, VA","federal court in richmond, va",courthouse,,courthouse,,Courthouse,"Federal Court in Richmond, VA",,dgm_tsa_channel_class_terms,934acbd9fdc25ee7a27d1e1e7c030fa2,dgm_tsa_channel_class_terms__934acbd9fdc25ee7a27d1e1e7c030fa2
(court of appeals; philadelphia),"Federal Court in Philadelphia, PA","federal court in philadelphia, pa",courthouse,,courthouse,,Courthouse,"Federal Court in Philadelphia, PA",,dgm_tsa_channel_class_terms,d1dff7b6deb1594c756c2eea5a70ebb0,dgm_tsa_channel_class_terms__d1dff7b6deb1594c756c2eea5a70ebb0
(court of appeals; ninth circuit),Ninth Circuit Federal Court,ninth circuit federal court,courthouse,,courthouse,,Courthouse,Ninth Circuit Federal Court,,dgm_tsa_channel_class_terms,f85fe11f084fffc67c5a283918666b03,dgm_tsa_channel_class_terms__f85fe11f084fffc67c5a283918666b03
(court of appeals; new york),"Federal Court in New York, NY","federal court in new york, ny",courthouse,,courthouse,,Courthouse,"Federal Court in New York, NY",,dgm_tsa_channel_class_terms,dcfc05777e775b5f1d5f676bb946612b,dgm_tsa_channel_class_terms__dcfc05777e775b5f1d5f676bb946612b
(court of appeals; new orleans),"Federal Court in New Orleans, LA","federal court in new orleans, la",courthouse,,courthouse,,Courthouse,"Federal Court in New Orleans, LA",,dgm_tsa_channel_class_terms,55a6bd24965dd1ea177a27152e67aca7,dgm_tsa_channel_class_terms__55a6bd24965dd1ea177a27152e67aca7
(court of appeals; fourth circuit),Fourth Circuit Federal Court,fourth circuit federal court,courthouse,,courthouse,,Courthouse,Fourth Circuit Federal Court,,dgm_tsa_channel_class_terms,8f043b5f49ca22783db218d06e638f6e,dgm_tsa_channel_class_terms__8f043b5f49ca22783db218d06e638f6e
(court of appeals; first circuit),First Circuit Federal Court,first circuit federal court,courthouse,,courthouse,,Courthouse,First Circuit Federal Court,,dgm_tsa_channel_class_terms,c9230f670dc26e3dcdf31ecd04f115c2,dgm_tsa_channel_class_terms__c9230f670dc26e3dcdf31ecd04f115c2
(court of appeals; fifth circuit),Fifth Circuit Federal Court,fifth circuit federal court,courthouse,,courthouse,,Courthouse,Fifth Circuit Federal Court,,dgm_tsa_channel_class_terms,80762b02597f0c8b1a585035d3207437,dgm_tsa_channel_class_terms__80762b02597f0c8b1a585035d3207437
(court of appeals; federal circuit),"Federal Court in Washington, DC","federal court in washington, dc",courthouse,,courthouse,,Courthouse,"Federal Court in Washington, DC",,dgm_tsa_channel_class_terms,f642aef056db299514f138a7e06921a7,dgm_tsa_channel_class_terms__f642aef056db299514f138a7e06921a7
(court of appeals; eleventh circuit),Eleventh Circuit Federal Court,eleventh circuit federal court,courthouse,,courthouse,,Courthouse,Eleventh Circuit Federal Court,,dgm_tsa_channel_class_terms,5a73abc312b5e7dce26b884dc65e5740,dgm_tsa_channel_class_terms__5a73abc312b5e7dce26b884dc65e5740
(court of appeals; eighth circuit),Eighth Circuit Federal Court,eighth circuit federal court,courthouse,,courthouse,,Courthouse,Eighth Circuit Federal Court,,dgm_tsa_channel_class_terms,0436cd3db190a638dcbb1b47cb9e9a52,dgm_tsa_channel_class_terms__0436cd3db190a638dcbb1b47cb9e9a52
(court of appeals; denver),"Federal Court in Denver, CO","federal court in denver, co",courthouse,,courthouse,,Courthouse,"Federal Court in Denver, CO",,dgm_tsa_channel_class_terms,05e14f2db36c73a3903452496dee3a65,dgm_tsa_channel_class_terms__05e14f2db36c73a3903452496dee3a65
(court of appeals; dc),"Federal Court in Washington, DC","federal court in washington, dc",courthouse,,courthouse,,Courthouse,"Federal Court in Washington, DC",,dgm_tsa_channel_class_terms,1fca2f4696e74fbaa6ac7117a74d2857,dgm_tsa_channel_class_terms__1fca2f4696e74fbaa6ac7117a74d2857
(court of appeals; cincinnati),"Federal Court in Cincinnati, Ohio","federal court in cincinnati, ohio",courthouse,,courthouse,,Courthouse,"Federal Court in Cincinnati, Ohio",,dgm_tsa_channel_class_terms,08efe5584ff995152e10b279b928abe8,dgm_tsa_channel_class_terms__08efe5584ff995152e10b279b928abe8
(court of appeals; chicago),"Federal Court in Chicago, IL","federal court in chicago, il",courthouse,,courthouse,,Courthouse,"Federal Court in Chicago, IL",,dgm_tsa_channel_class_terms,cfad26844861f8ea6bf9477acaa08e28,dgm_tsa_channel_class_terms__cfad26844861f8ea6bf9477acaa08e28
(court of appeals; atlanta),"Federal Court in Atlanta, GA","federal court in atlanta, ga",courthouse,,courthouse,,Courthouse,"Federal Court in Atlanta, GA",,dgm_tsa_channel_class_terms,fa80333ba2052bf073ad26a2fe093a62,dgm_tsa_channel_class_terms__fa80333ba2052bf073ad26a2fe093a62
(clyde atkins; federal),"Federal Court in Miami, FL","federal court in miami, fl",courthouse,,courthouse,,Courthouse,"Federal Court in Miami, FL",,dgm_tsa_channel_class_terms,aee60b80dcb063f350477e371561eae8,dgm_tsa_channel_class_terms__aee60b80dcb063f350477e371561eae8
(clure morton; federal),"Federal Court in Cookeville, TN","federal court in cookeville, tn",courthouse,,courthouse,,Courthouse,"Federal Court in Cookeville, TN",,dgm_tsa_channel_class_terms,53312335e698826ec85906e51a10ce40,dgm_tsa_channel_class_terms__53312335e698826ec85906e51a10ce40
(clifford davis; federal),"Federal Court in Memphis, TN","federal court in memphis, tn",courthouse,,courthouse,,Courthouse,"Federal Court in Memphis, TN",,dgm_tsa_channel_class_terms,9f71d93426c303e5e5ede6a6c8182055,dgm_tsa_channel_class_terms__9f71d93426c303e5e5ede6a6c8182055
(clifford davis; court),"Federal Court in Memphis, TN","federal court in memphis, tn",courthouse,,courthouse,,Courthouse,"Federal Court in Memphis, TN",,dgm_tsa_channel_class_terms,0f9429e0a4aa9ba973d0aa38977f3f9b,dgm_tsa_channel_class_terms__0f9429e0a4aa9ba973d0aa38977f3f9b
(clifford davis; court),"Federal Court in Memphis, TN","federal court in memphis, tn",courthouse,,courthouse,,Courthouse,"Federal Court in Memphis, TN",,dgm_tsa_channel_class_terms,c2d7ccb2f3ce109e18d05ed183714438,dgm_tsa_channel_class_terms__c2d7ccb2f3ce109e18d05ed183714438
(clemente ruiz nazario; federal),"Federal Court in Hato Rey, PR","federal court in hato rey, pr",courthouse,,courthouse,,Courthouse,"Federal Court in Hato Rey, PR",,dgm_tsa_channel_class_terms,9e407500ffe858af75dd24e0fe3e5d3a,dgm_tsa_channel_class_terms__9e407500ffe858af75dd24e0fe3e5d3a
(clement f. haynsworth; federal),"Federal Court in Greenville, SC","federal court in greenville, sc",courthouse,,courthouse,,Courthouse,"Federal Court in Greenville, SC",,dgm_tsa_channel_class_terms,b4de0fbce1d75f89ec93e2eb75d4bf1b,dgm_tsa_channel_class_terms__b4de0fbce1d75f89ec93e2eb75d4bf1b
(clement f. haynsworth; court),"Federal Court in Greenville, SC","federal court in greenville, sc",courthouse,,courthouse,,Courthouse,"Federal Court in Greenville, SC",,dgm_tsa_channel_class_terms,2d819588ad367f8ba6413772a2e8bf5a,dgm_tsa_channel_class_terms__2d819588ad367f8ba6413772a2e8bf5a
(clement f. haynsworth; court),"Federal Court in Greenville, SC","federal court in greenville, sc",courthouse,,courthouse,,Courthouse,"Federal Court in Greenville, SC",,dgm_tsa_channel_class_terms,75f21f87d5f56d56f774a73e5b4a7907,dgm_tsa_channel_class_terms__75f21f87d5f56d56f774a73e5b4a7907
(clement f haynsworth; federal),"Federal Court in Greenville, SC","federal court in greenville, sc",courthouse,,courthouse,,Courthouse,"Federal Court in Greenville, SC",,dgm_tsa_channel_class_terms,36f8f19b0517423f5cad7d3761434a28,dgm_tsa_channel_class_terms__36f8f19b0517423f5cad7d3761434a28
(clarkson s. fisher; federal),"Federal Court in Trenton, NJ","federal court in trenton, nj",courthouse,,courthouse,,Courthouse,"Federal Court in Trenton, NJ",,dgm_tsa_channel_class_terms,a60beca85b0fadd6d21e3e70728b757f,dgm_tsa_channel_class_terms__a60beca85b0fadd6d21e3e70728b757f
(clarkson s. fisher; court),"Federal Court in Trenton, NJ","federal court in trenton, nj",courthouse,,courthouse,,Courthouse,"Federal Court in Trenton, NJ",,dgm_tsa_channel_class_terms,1ca72f228995d38546cec21d5d3cf7c8,dgm_tsa_channel_class_terms__1ca72f228995d38546cec21d5d3cf7c8
(clarkson s. fisher; court),"Federal Court in Trenton, NJ","federal court in trenton, nj",courthouse,,courthouse,,Courthouse,"Federal Court in Trenton, NJ",,dgm_tsa_channel_class_terms,124d5a482c4ccb85ea5a68228b8039d5,dgm_tsa_channel_class_terms__124d5a482c4ccb85ea5a68228b8039d5
(clarkson s fisher; federal),"Federal Court in Trenton, NJ","federal court in trenton, nj",courthouse,,courthouse,,Courthouse,"Federal Court in Trenton, NJ",,dgm_tsa_channel_class_terms,6de65ca737af971590f8233220991a40,dgm_tsa_channel_class_terms__6de65ca737af971590f8233220991a40
(clarkson s fisher; court),"Federal Court in Trenton, NJ","federal court in trenton, nj",courthouse,,courthouse,,Courthouse,"Federal Court in Trenton, NJ",,dgm_tsa_channel_class_terms,11e84f46fb8bb882782db81958dffb0a,dgm_tsa_channel_class_terms__11e84f46fb8bb882782db81958dffb0a
(clarkson s fisher; court),"Federal Court in Trenton, NJ","federal court in trenton, nj",courthouse,,courthouse,,Courthouse,"Federal Court in Trenton, NJ",,dgm_tsa_channel_class_terms,2682f0aba696523a8c470421cbd9de66,dgm_tsa_channel_class_terms__2682f0aba696523a8c470421cbd9de66
(christopher s. bond; federal),"Federal Court in Jefferson City, MO","federal court in jefferson city, mo",courthouse,,courthouse,,Courthouse,"Federal Court in Jefferson City, MO",,dgm_tsa_channel_class_terms,a56fef86ab2421c066176d2a6476ed75,dgm_tsa_channel_class_terms__a56fef86ab2421c066176d2a6476ed75
(christopher s bond; federal),"Federal Court in Jefferson City, MO","federal court in jefferson city, mo",courthouse,,courthouse,,Courthouse,"Federal Court in Jefferson City, MO",,dgm_tsa_channel_class_terms,65a09cf88826eeb4352ab7e14d3088e2,dgm_tsa_channel_class_terms__65a09cf88826eeb4352ab7e14d3088e2
(christopher s bond; court),"Federal Court in Jefferson City, MO","federal court in jefferson city, mo",courthouse,,courthouse,,Courthouse,"Federal Court in Jefferson City, MO",,dgm_tsa_channel_class_terms,561afb2bb1896186119cbade690a2bec,dgm_tsa_channel_class_terms__561afb2bb1896186119cbade690a2bec
(christopher s bond; court),"Federal Court in Jefferson City, MO","federal court in jefferson city, mo",courthouse,,courthouse,,Courthouse,"Federal Court in Jefferson City, MO",,dgm_tsa_channel_class_terms,cb62b48f97cf14b47f5c6f4c480e1e72,dgm_tsa_channel_class_terms__cb62b48f97cf14b47f5c6f4c480e1e72
(charles r. jonas; federal),"Federal Court in Charlotte, NC","federal court in charlotte, nc",courthouse,,courthouse,,Courthouse,"Federal Court in Charlotte, NC",,dgm_tsa_channel_class_terms,d19fe687023d84d307d4b1940fe1297c,dgm_tsa_channel_class_terms__d19fe687023d84d307d4b1940fe1297c
(charles r. jonas; court),"Federal Court in Charlotte, NC","federal court in charlotte, nc",courthouse,,courthouse,,Courthouse,"Federal Court in Charlotte, NC",,dgm_tsa_channel_class_terms,cdd048d03837ae833a3ca6dccd73b631,dgm_tsa_channel_class_terms__cdd048d03837ae833a3ca6dccd73b631
(charles r. jonas; court),"Federal Court in Charlotte, NC","federal court in charlotte, nc",courthouse,,courthouse,,Courthouse,"Federal Court in Charlotte, NC",,dgm_tsa_channel_class_terms,45a9714dabcb511709ffc1946fab95db,dgm_tsa_channel_class_terms__45a9714dabcb511709ffc1946fab95db
(charles r jonas; federal),"Federal Court in Charlotte, NC","federal court in charlotte, nc",courthouse,,courthouse,,Courthouse,"Federal Court in Charlotte, NC",,dgm_tsa_channel_class_terms,0f9cb5b42497c5b5fead1369718bad4b,dgm_tsa_channel_class_terms__0f9cb5b42497c5b5fead1369718bad4b
(charles r jonas; court),"Federal Court in Charlotte, NC","federal court in charlotte, nc",courthouse,,courthouse,,Courthouse,"Federal Court in Charlotte, NC",,dgm_tsa_channel_class_terms,eb6bbdfbd258e33180abe62d08504779,dgm_tsa_channel_class_terms__eb6bbdfbd258e33180abe62d08504779
(charles r jonas; court),"Federal Court in Charlotte, NC","federal court in charlotte, nc",courthouse,,courthouse,,Courthouse,"Federal Court in Charlotte, NC",,dgm_tsa_channel_class_terms,885a7f25376a496e405cd3eda7f2c028,dgm_tsa_channel_class_terms__885a7f25376a496e405cd3eda7f2c028
(charles evans; federal),"Federal Court in Kansas City, MO","federal court in kansas city, mo",courthouse,,courthouse,,Courthouse,"Federal Court in Kansas City, MO",,dgm_tsa_channel_class_terms,c54cecdf1b796192d6e3ac1c5efb0292,dgm_tsa_channel_class_terms__c54cecdf1b796192d6e3ac1c5efb0292
(charles e. simons; federal),"Federal Court in Aiken, SC","federal court in aiken, sc",courthouse,,courthouse,,Courthouse,"Federal Court in Aiken, SC",,dgm_tsa_channel_class_terms,7fc54745f61065c9098280f40bf83e07,dgm_tsa_channel_class_terms__7fc54745f61065c9098280f40bf83e07
(charles e. simons; court),"Federal Court in Aiken, SC","federal court in aiken, sc",courthouse,,courthouse,,Courthouse,"Federal Court in Aiken, SC",,dgm_tsa_channel_class_terms,b1176ef8d174c85192e2af8ff382bac4,dgm_tsa_channel_class_terms__b1176ef8d174c85192e2af8ff382bac4
