permalink,authority_caption,permalink_location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
5492443184,Anti Drug Authority in Beijing,beijing,ForeignMinistry,Anti Drug Authority in Beijing,,dgm_fentanylsources,287ebd77c60c272bc6bc4998178754b0,dgm_fentanylsources__287ebd77c60c272bc6bc4998178754b0
5703799536,Chinese National Anti Drug Authority,beijing,ForeignMinister,Chinese National Anti Drug Authority,,dgm_fentanylsources,7d017e4e4da2be0032ad142e538ff169,dgm_fentanylsources__7d017e4e4da2be0032ad142e538ff169
6515176197,"Anti Drug Authority in Nanjing, Jiangsu",nanjing,FTO,"Anti Drug Authority in Nanjing, Jiangsu",,dgm_fentanylsources,4d18574c5039a2e7ff957eccf6b21ffc,dgm_fentanylsources__4d18574c5039a2e7ff957eccf6b21ffc
6238983631,Anti Drug Authority in Hainan,haikou,Refinery,Anti Drug Authority in Hainan,,dgm_fentanylsources,936d53e48905033724dd48f8fb2be3bb,dgm_fentanylsources__936d53e48905033724dd48f8fb2be3bb
5781578422,Anti Drug Authority in Chongqing,chongqing,Person,Anti Drug Authority in Chongqing,,dgm_fentanylsources,57f7c3e84cc16c2976349bac1567571f,dgm_fentanylsources__57f7c3e84cc16c2976349bac1567571f
6361439950,Anti Drug Authority in Shandong,jinan,space,Anti Drug Authority in Shandong,,dgm_fentanylsources,1baeac47cf10205803ec738ff05268b9,dgm_fentanylsources__1baeac47cf10205803ec738ff05268b9
1969817932,Anti Drug Authority in Jilin,jilin,Pipeline,Anti Drug Authority in Jilin,,dgm_fentanylsources,d6ad4c2cdd21398cb9e7f5846cbc2082,dgm_fentanylsources__d6ad4c2cdd21398cb9e7f5846cbc2082
2747973904,Anti Drug Authority in Fujian,fuzhou,Wells,Anti Drug Authority in Fujian,,dgm_fentanylsources,50b80370dd0e65eb2b9482a734b69d12,dgm_fentanylsources__50b80370dd0e65eb2b9482a734b69d12
5998252503,Anti Drug Authority in Shaanxi,xian,Media,Anti Drug Authority in Shaanxi,,dgm_fentanylsources,b75b2f18c4e297c369972fb337f60e5e,dgm_fentanylsources__b75b2f18c4e297c369972fb337f60e5e
2811946900,Anti Drug Authority in Tianjin,tianjin,space,Anti Drug Authority in Tianjin,,dgm_fentanylsources,fec702ea97add4d185a41034db83a978,dgm_fentanylsources__fec702ea97add4d185a41034db83a978
5802679732,Anti Drug Authority in Shanxi,taiyuan,Pipeline,Anti Drug Authority in Shanxi,,dgm_fentanylsources,be9bb9850702607db4ce53a15bb552fd,dgm_fentanylsources__be9bb9850702607db4ce53a15bb552fd
1977460817,Anti Drug Authority in Hunan,changsha,AAEntity,Anti Drug Authority in Hunan,,dgm_fentanylsources,25772941ed4bc582622d32a6c8761363,dgm_fentanylsources__25772941ed4bc582622d32a6c8761363
7316361186,"Anti Drug Authority in Guangzhou, Guangdong",guangzhou,ForeignMinister,"Anti Drug Authority in Guangzhou, Guangdong",,dgm_fentanylsources,3fc8173005a74b448efa04d625d561bf,dgm_fentanylsources__3fc8173005a74b448efa04d625d561bf
5872836496,Anti Drug Authority in Hubei,wuhan,News,Anti Drug Authority in Hubei,,dgm_fentanylsources,38636914c7af593e56b4e58683a49c17,dgm_fentanylsources__38636914c7af593e56b4e58683a49c17
5076834477,Anti Drug Authority in Inner Mongolia,hohhot,Organization,Anti Drug Authority in Inner Mongolia,,dgm_fentanylsources,0fd1b61db6ae164c6728bdf41eec65e3,dgm_fentanylsources__0fd1b61db6ae164c6728bdf41eec65e3
2159710317,"Anti Drug Authority in Jinan, Shandong",jinan,Shipping,"Anti Drug Authority in Jinan, Shandong",,dgm_fentanylsources,587544d6ca77a76e659c60d6461a92e9,dgm_fentanylsources__587544d6ca77a76e659c60d6461a92e9
2319240360,Anti Drug Authority in Anhui,hefei,CompanyKeyword,Anti Drug Authority in Anhui,,dgm_fentanylsources,dd868bc85408e848dabeec7c0df1cf67,dgm_fentanylsources__dd868bc85408e848dabeec7c0df1cf67
1988568472,Anti Drug Authority in Jiangxi,nanchang,ForeignMinister,Anti Drug Authority in Jiangxi,,dgm_fentanylsources,c2ef3bc612ede032df29aa110dd104a1,dgm_fentanylsources__c2ef3bc612ede032df29aa110dd104a1
3302648714,"Anti Drug Authority in Hangzhou, Zhejiang",hangzhou,Wells,"Anti Drug Authority in Hangzhou, Zhejiang",,dgm_fentanylsources,c8c0bae9c3dae3c9331508f73a9be15f,dgm_fentanylsources__c8c0bae9c3dae3c9331508f73a9be15f
7297810380,Anti Drug Authority in Zhejiang,hangzhou,AAEntity,Anti Drug Authority in Zhejiang,,dgm_fentanylsources,fe9f9f2c334a8c665db3caf549a4648b,dgm_fentanylsources__fe9f9f2c334a8c665db3caf549a4648b
6587036414,"Anti Drug Authority in Nanchang, Jiangxi",nanchang,Media,"Anti Drug Authority in Nanchang, Jiangxi",,dgm_fentanylsources,634565679683285495afe47e8c1a26c2,dgm_fentanylsources__634565679683285495afe47e8c1a26c2
5229319523,Anti Drug Authority in Hebei,shijiazhuang,Diplomat,Anti Drug Authority in Hebei,,dgm_fentanylsources,391b34d2ddc680be4a134b3dec151525,dgm_fentanylsources__391b34d2ddc680be4a134b3dec151525
7095988966,"Anti Drug Authority in Shijiazhuang, Hebei",shijiazhuang,DiplomaticFacilities,"Anti Drug Authority in Shijiazhuang, Hebei",,dgm_fentanylsources,01dae3bbef8a63eb13000fc4d1804574,dgm_fentanylsources__01dae3bbef8a63eb13000fc4d1804574
5149884138,Anti Drug Authority in Guangxi,nanning,IndustryTerm,Anti Drug Authority in Guangxi,,dgm_fentanylsources,fb0b9b2467875cb98daa5f14820889f2,dgm_fentanylsources__fb0b9b2467875cb98daa5f14820889f2
5488792805,Anti Drug Authority in Gansu,lanzhou,AAEntity,Anti Drug Authority in Gansu,,dgm_fentanylsources,31f2c2613abbe93878c922efd2a43c49,dgm_fentanylsources__31f2c2613abbe93878c922efd2a43c49
5896450807,"Anti Drug Authority in Jiuquan, Gansu",jiuquan,Legislator,"Anti Drug Authority in Jiuquan, Gansu",,dgm_fentanylsources,33534861adc14298afd7b38e7dcc73b3,dgm_fentanylsources__33534861adc14298afd7b38e7dcc73b3
6058086551,"Anti Drug Authority in Baiyin, Gansu",baiyin,Exec,"Anti Drug Authority in Baiyin, Gansu",,dgm_fentanylsources,99ef412cd6007c1f7153fa56b11ecb25,dgm_fentanylsources__99ef412cd6007c1f7153fa56b11ecb25
5888228441,Anti Drug Authority in Henan,zhengzhou,DiplomaticFacilities,Anti Drug Authority in Henan,,dgm_fentanylsources,4510b7aa44bd46014d8e89e4591568e7,dgm_fentanylsources__4510b7aa44bd46014d8e89e4591568e7
2090053345,"Anti Drug Authority in Zhengzhou, Hunan",zhengzhou,FTO,"Anti Drug Authority in Zhengzhou, Hunan",,dgm_fentanylsources,55d6aacc675843c79a0767e0385d8a98,dgm_fentanylsources__55d6aacc675843c79a0767e0385d8a98
5653607956,"Anti Drug Authority in Haikou, Hainan",haikou,Exec,"Anti Drug Authority in Haikou, Hainan",,dgm_fentanylsources,78f16415dd088b3bd5d5816eebc80474,dgm_fentanylsources__78f16415dd088b3bd5d5816eebc80474
1760445112,"Anti Drug Authority in Yangzhou, Jiangsu",yangzhou,Wells,"Anti Drug Authority in Yangzhou, Jiangsu",,dgm_fentanylsources,5b939925be4b57ede41d9488ba585d3c,dgm_fentanylsources__5b939925be4b57ede41d9488ba585d3c
1992227822,"Anti Drug Authority in Xuzhou, Jiangsu",xuzhou,Person,"Anti Drug Authority in Xuzhou, Jiangsu",,dgm_fentanylsources,24fd0dadf41a71de64df79c0a5471ca7,dgm_fentanylsources__24fd0dadf41a71de64df79c0a5471ca7
2257053302,"Anti Drug Authority in Changsha, Hunan",changsha,Media,"Anti Drug Authority in Changsha, Hunan",,dgm_fentanylsources,49269fb0547270b2b974be0f8b1a09ed,dgm_fentanylsources__49269fb0547270b2b974be0f8b1a09ed
7411746728,"Anti Drug Authority in Yanta District, Xi'an, Shaanxi",yanta,Keyphrase,"Anti Drug Authority in Yanta District, Xi'an, Shaanxi",,dgm_fentanylsources,2a1dda20fe53429180c1e968363e805f,dgm_fentanylsources__2a1dda20fe53429180c1e968363e805f
2782062481,"Anti Drug Authority in Hohhot, Inner Mongolia",hohhot,DiplomaticFacilities,"Anti Drug Authority in Hohhot, Inner Mongolia",,dgm_fentanylsources,56f0023a43951fb6ce0b2e7596b87949,dgm_fentanylsources__56f0023a43951fb6ce0b2e7596b87949
5146225284,"Anti Drug Authority in Wuchang District, Wuhan, Hubei",wuchang,ForeignMinistry,"Anti Drug Authority in Wuchang District, Wuhan, Hubei",,dgm_fentanylsources,4f7157be32feb24092cffe693859df04,dgm_fentanylsources__4f7157be32feb24092cffe693859df04
1714312533,"Anti Drug Authority in Bozhou, Anhui",bozhou,Keyphrase,"Anti Drug Authority in Bozhou, Anhui",,dgm_fentanylsources,3fcaf4c5bb239e188340a52bc1da41a4,dgm_fentanylsources__3fcaf4c5bb239e188340a52bc1da41a4
6327332705,"Anti Drug Authority in Huangshan District, Anhui",huangshan,CompanyKeyword,"Anti Drug Authority in Huangshan District, Anhui",,dgm_fentanylsources,076e0c05c12ad37639a4c3d20fa03cb9,dgm_fentanylsources__076e0c05c12ad37639a4c3d20fa03cb9
5795510039,"Anti Drug Authority in Tianchang, Anhui",tianchang,IndustryTerm,"Anti Drug Authority in Tianchang, Anhui",,dgm_fentanylsources,891f1da16939a6ed56897b3e8106068e,dgm_fentanylsources__891f1da16939a6ed56897b3e8106068e
7534337682,"Anti Drug Authority in Lixin County, Anhui",lixin,LegislativeCommittee,"Anti Drug Authority in Lixin County, Anhui",,dgm_fentanylsources,2bdbbbda873ceb0a0c0188992a150f3d,dgm_fentanylsources__2bdbbbda873ceb0a0c0188992a150f3d
2141458105,"Anti Drug Authority in Wuhu, Anhui",wuhu,Consulates,"Anti Drug Authority in Wuhu, Anhui",,dgm_fentanylsources,7f3644799ad4c400791a23f5064f6870,dgm_fentanylsources__7f3644799ad4c400791a23f5064f6870
5738600737,"Anti Drug Authority in Huainan, Anhui",huainan,Shipping,"Anti Drug Authority in Huainan, Anhui",,dgm_fentanylsources,a1f8555de436be62b47cfb22175ae64c,dgm_fentanylsources__a1f8555de436be62b47cfb22175ae64c
2810993160,"Anti Drug Authority in Huaibei, Anhui",huaibei,DiplomaticFacilities,"Anti Drug Authority in Huaibei, Anhui",,dgm_fentanylsources,dd8128938b2a3e4f302e73d14273be1d,dgm_fentanylsources__dd8128938b2a3e4f302e73d14273be1d
3014317652,"Anti Drug Authority in Anqing, Anhui",anqing,Organization,"Anti Drug Authority in Anqing, Anhui",,dgm_fentanylsources,4a1b8eb4f79e38a94bbfef824a478005,dgm_fentanylsources__4a1b8eb4f79e38a94bbfef824a478005
3062980291,"Anti Drug Authority in Fuyang, Anhui",fuyang,Keyphrase,"Anti Drug Authority in Fuyang, Anhui",,dgm_fentanylsources,2a2ecdad18359a3b3730d7e8170d45f8,dgm_fentanylsources__2a2ecdad18359a3b3730d7e8170d45f8
2868386601,"Anti Drug Authority in Suzhou, Jiangsu",suzhou,AAEntity,"Anti Drug Authority in Suzhou, Jiangsu",,dgm_fentanylsources,9dea16e2b14cb5de544bef160fa1a1aa,dgm_fentanylsources__9dea16e2b14cb5de544bef160fa1a1aa
5812406493,"Anti Drug Authority in Lu'an, Anhui",liuan,Media,"Anti Drug Authority in Lu'an, Anhui",,dgm_fentanylsources,1b714bb8fc65f72a95d10b8657f6c612,dgm_fentanylsources__1b714bb8fc65f72a95d10b8657f6c612
7307366424,"Anti Drug Authority in Ningde, Fujian",ningde,Keyphrase,"Anti Drug Authority in Ningde, Fujian",,dgm_fentanylsources,574ccd1e96392d66f086c4a07a0321cb,dgm_fentanylsources__574ccd1e96392d66f086c4a07a0321cb
7519328115,"Anti Drug Authority in Pucheng County, Shaanxi",pucheng,Keyphrase,"Anti Drug Authority in Pucheng County, Shaanxi",,dgm_fentanylsources,4a1ca965aed258cfd1f643b401e984c1,dgm_fentanylsources__4a1ca965aed258cfd1f643b401e984c1
2533582982,"Anti Drug Authority in Nanping, Fujian",nanping,ForeignMinistry,"Anti Drug Authority in Nanping, Fujian",,dgm_fentanylsources,0d469ea125837abbb3f9488ad31343eb,dgm_fentanylsources__0d469ea125837abbb3f9488ad31343eb
6444134803,"Anti Drug Authority in Fogang County, Guangdong",fogang,Person,"Anti Drug Authority in Fogang County, Guangdong",,dgm_fentanylsources,c6d34ddf37510cdd7c4ec5b4bfe26cb1,dgm_fentanylsources__c6d34ddf37510cdd7c4ec5b4bfe26cb1
6461141532,"Anti Drug Authority in Jiangmen, Guangdong",jiangmen,Wells,"Anti Drug Authority in Jiangmen, Guangdong",,dgm_fentanylsources,f565d9c5634f5a6f81f392b1696f4ec9,dgm_fentanylsources__f565d9c5634f5a6f81f392b1696f4ec9
