handle,caption_name,location_lower,include_groups,entity_type,location,lat,long,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
1tvnewsaf,Afghan news outlet 1TV,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,Hnmn,Afghan news outlet 1TV,,noneng_dgm_agr_mentioner_entities,5cd9d1dd9873f43d6a9737a29b581570,noneng_dgm_agr_mentioner_entities__5cd9d1dd9873f43d6a9737a29b581570
ariananews_,Afghan news outlet Ariana News,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,Hnmn,Afghan news outlet Ariana News,,noneng_dgm_agr_mentioner_entities,a3f4dcce9cd57c452d1fedc4b41eac26,noneng_dgm_agr_mentioner_entities__a3f4dcce9cd57c452d1fedc4b41eac26
pajhwok,Afghan news outlet Pajhwok Afghan News,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,Hnmn,Afghan news outlet Pajhwok Afghan News,,noneng_dgm_agr_mentioner_entities,2f7725581a6210badd1e4ddade147dd4,noneng_dgm_agr_mentioner_entities__2f7725581a6210badd1e4ddade147dd4
shamshadnetwork,Afghan news outlet Shamshad Radio & Television Network,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,Hnmn,Afghan news outlet Shamshad Radio & Television Network,,noneng_dgm_agr_mentioner_entities,852f6497fbe4d313d99c43c73f1a8ccf,noneng_dgm_agr_mentioner_entities__852f6497fbe4d313d99c43c73f1a8ccf
tolonews,Afghan news outlet TOLOnews,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,Hnmn,Afghan news outlet TOLOnews,,noneng_dgm_agr_mentioner_entities,592978ef3a3e0f2d6d5ad41ec52a11cc,noneng_dgm_agr_mentioner_entities__592978ef3a3e0f2d6d5ad41ec52a11cc
balkanwebcom,Albanian news outlet BalkanWeb,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,Hnmn,Albanian news outlet BalkanWeb,,noneng_dgm_agr_mentioner_entities,afb00bb0c807c88555ee490be640fa84,noneng_dgm_agr_mentioner_entities__afb00bb0c807c88555ee490be640fa84
gazetaexpress,Albanian news outlet Gazeta Express,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,Hnmn,Albanian news outlet Gazeta Express,,noneng_dgm_agr_mentioner_entities,b059be5386c4652a1d872e2861dc51f6,noneng_dgm_agr_mentioner_entities__b059be5386c4652a1d872e2861dc51f6
gazeta_panorama,Albanian news outlet Gazeta Panorama,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,Hnmn,Albanian news outlet Gazeta Panorama,,noneng_dgm_agr_mentioner_entities,476051b57319e128edd15b41ce13e290,noneng_dgm_agr_mentioner_entities__476051b57319e128edd15b41ce13e290
shqiptaregazeta,Albanian news outlet Gazeta Shqiptare,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,Hnmn,Albanian news outlet Gazeta Shqiptare,,noneng_dgm_agr_mentioner_entities,4a2839788bcf029c1f5e60dfe3990b71,noneng_dgm_agr_mentioner_entities__4a2839788bcf029c1f5e60dfe3990b71
oranewsrtv,Albanian news outlet Ora News,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,Hnmn,Albanian news outlet Ora News,,noneng_dgm_agr_mentioner_entities,3b4820b43b225fb65f7c21ae21c79912,noneng_dgm_agr_mentioner_entities__3b4820b43b225fb65f7c21ae21c79912
elkhabarlive,Algerian news outlet El Khabar,algeria,agriculture minister;agriculture ministry,hnmn,Algeria,28.033886,1.659626,,Hnmn,Algerian news outlet El Khabar,,noneng_dgm_agr_mentioner_entities,e79eb6c8da40dfed4e374423a594744d,noneng_dgm_agr_mentioner_entities__e79eb6c8da40dfed4e374423a594744d
ennaharonline,Algerian news outlet Ennahar TV,algeria,agriculture minister;agriculture ministry,hnmn,Algeria,28.033886,1.659626,,Hnmn,Algerian news outlet Ennahar TV,,noneng_dgm_agr_mentioner_entities,a2fde55b6d6042912bbf9ebc93ba66cb,noneng_dgm_agr_mentioner_entities__a2fde55b6d6042912bbf9ebc93ba66cb
radioalgerie_ar,Algerian news outlet Radio Algeria,algeria,agriculture minister;agriculture ministry,hnmn,Algeria,28.033886,1.659626,,Hnmn,Algerian news outlet Radio Algeria,,noneng_dgm_agr_mentioner_entities,38566b5fc4bfcd54c5ad09ba61bf3877,noneng_dgm_agr_mentioner_entities__38566b5fc4bfcd54c5ad09ba61bf3877
sabqpressalg,Algerian news outlet Sabq News,algeria,agriculture minister;agriculture ministry,hnmn,Algeria,28.033886,1.659626,,Hnmn,Algerian news outlet Sabq News,,noneng_dgm_agr_mentioner_entities,6d6e4dd8aaa14dcad1c4de40d155db15,noneng_dgm_agr_mentioner_entities__6d6e4dd8aaa14dcad1c4de40d155db15
altaveuandorra,Andorran news outlet Altaveu,andorra,agriculture minister;agriculture ministry,hnmn,Andorra,42.506285,1.521801,,Hnmn,Andorran news outlet Altaveu,,noneng_dgm_agr_mentioner_entities,532c5e45bd6db2c44787356f882eec07,noneng_dgm_agr_mentioner_entities__532c5e45bd6db2c44787356f882eec07
bondia,Andorran news outlet BonDia,andorra,agriculture minister;agriculture ministry,hnmn,Andorra,42.506285,1.521801,,Hnmn,Andorran news outlet BonDia,,noneng_dgm_agr_mentioner_entities,0366a82c695f5f247f87a1266af94c2c,noneng_dgm_agr_mentioner_entities__0366a82c695f5f247f87a1266af94c2c
diariandorra,Andorran news outlet Diari d'Andorra,andorra,agriculture minister;agriculture ministry,hnmn,Andorra,42.506285,1.521801,,Hnmn,Andorran news outlet Diari d'Andorra,,noneng_dgm_agr_mentioner_entities,a30af44e2e02cc84825ea3423a903427,noneng_dgm_agr_mentioner_entities__a30af44e2e02cc84825ea3423a903427
periodicand,Andorran news outlet Periodic d'Andorra,andorra,agriculture minister;agriculture ministry,hnmn,Andorra,42.506285,1.521801,,Hnmn,Andorran news outlet Periodic d'Andorra,,noneng_dgm_agr_mentioner_entities,4503500f8f31ba50c80db6a3e88695b7,noneng_dgm_agr_mentioner_entities__4503500f8f31ba50c80db6a3e88695b7
portalangop,Angolan news outlet Agencia Angola Press,angola,agriculture minister;agriculture ministry,hnmn,Angola,-11.202692,17.873887,,Hnmn,Angolan news outlet Agencia Angola Press,,noneng_dgm_agr_mentioner_entities,a0f15241f242215843c835af964cb5dc,noneng_dgm_agr_mentioner_entities__a0f15241f242215843c835af964cb5dc
jornaldeangola,Angolan news outlet Jornal de Angola,angola,agriculture minister;agriculture ministry,hnmn,Angola,-11.202692,17.873887,,Hnmn,Angolan news outlet Jornal de Angola,,noneng_dgm_agr_mentioner_entities,16c7a20654df2eddb6ce6d2372f73317,noneng_dgm_agr_mentioner_entities__16c7a20654df2eddb6ce6d2372f73317
tpangola,Angolan news outlet Televisao Popular de Angola,angola,agriculture minister;agriculture ministry,hnmn,Angola,-11.202692,17.873887,,Hnmn,Angolan news outlet Televisao Popular de Angola,,noneng_dgm_agr_mentioner_entities,35df6445eb72e944a3cf163ada845443,noneng_dgm_agr_mentioner_entities__35df6445eb72e944a3cf163ada845443
c5n,Argentinian news outlet Canal 5 Noticias,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,Hnmn,Argentinian news outlet Canal 5 Noticias,,noneng_dgm_agr_mentioner_entities,c281ef91cb73c3568489f8fee2337caf,noneng_dgm_agr_mentioner_entities__c281ef91cb73c3568489f8fee2337caf
clarincom,Argentinian news outlet Clarin,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,Hnmn,Argentinian news outlet Clarin,,noneng_dgm_agr_mentioner_entities,6f56d9e72824f589fbeb096e42c3ea3c,noneng_dgm_agr_mentioner_entities__6f56d9e72824f589fbeb096e42c3ea3c
infobae,Argentinian news outlet Infobae,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,Hnmn,Argentinian news outlet Infobae,,noneng_dgm_agr_mentioner_entities,5d6f5212ed09e6ebd7986bcfa84e4f69,noneng_dgm_agr_mentioner_entities__5d6f5212ed09e6ebd7986bcfa84e4f69
lanacion,Argentinian news outlet La Nacion,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,Hnmn,Argentinian news outlet La Nacion,,noneng_dgm_agr_mentioner_entities,efd9cee86c4df9a2c6ce44814e87652f,noneng_dgm_agr_mentioner_entities__efd9cee86c4df9a2c6ce44814e87652f
pagina12,Argentinian news outlet Pagina 12,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,Hnmn,Argentinian news outlet Pagina 12,,noneng_dgm_agr_mentioner_entities,73f0b5de8431a572d3cdf09938a8954e,noneng_dgm_agr_mentioner_entities__73f0b5de8431a572d3cdf09938a8954e
a1plusnews,Armenian news outlet A1plus,armenia,agriculture minister;agriculture ministry,hnmn,Armenia,40.069099,45.038189,,Hnmn,Armenian news outlet A1plus,,noneng_dgm_agr_mentioner_entities,449f6516a7ddab9e6333b69a2b56226a,noneng_dgm_agr_mentioner_entities__449f6516a7ddab9e6333b69a2b56226a
aravotdaily,Armenian news outlet Aravot Daily,armenia,agriculture minister;agriculture ministry,hnmn,Armenia,40.069099,45.038189,,Hnmn,Armenian news outlet Aravot Daily,,noneng_dgm_agr_mentioner_entities,ffd81ccd2bca184eddd32c195df81555,noneng_dgm_agr_mentioner_entities__ffd81ccd2bca184eddd32c195df81555
armnews,Armenian news outlet Novosti-Armenia,armenia,agriculture minister;agriculture ministry,hnmn,Armenia,40.069099,45.038189,,Hnmn,Armenian news outlet Novosti-Armenia,,noneng_dgm_agr_mentioner_entities,569e319bc43c0d427c2b3184fc1d2fc6,noneng_dgm_agr_mentioner_entities__569e319bc43c0d427c2b3184fc1d2fc6
tertam_arm,Armenian news outlet Tert.am,armenia,agriculture minister;agriculture ministry,hnmn,Armenia,40.069099,45.038189,,Hnmn,Armenian news outlet Tert.am,,noneng_dgm_agr_mentioner_entities,8c1237ee4eee7860dc5674ebd5db4ead,noneng_dgm_agr_mentioner_entities__8c1237ee4eee7860dc5674ebd5db4ead
awemainta,Aruban news outlet AWEMainta,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,Hnmn,Aruban news outlet AWEMainta,,noneng_dgm_agr_mentioner_entities,62a46fb8cfbbc5272ff0f5965bdad1c7,noneng_dgm_agr_mentioner_entities__62a46fb8cfbbc5272ff0f5965bdad1c7
bondiaaruba,Aruban news outlet Bon Dia Aruba,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,Hnmn,Aruban news outlet Bon Dia Aruba,,noneng_dgm_agr_mentioner_entities,4a09d42397ea7f13d68cd1593e6f4eb1,noneng_dgm_agr_mentioner_entities__4a09d42397ea7f13d68cd1593e6f4eb1
diarioaruba,Aruban news outlet Diario Aruba,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,Hnmn,Aruban news outlet Diario Aruba,,noneng_dgm_agr_mentioner_entities,9ff2b8d93ae2452021daa09d27a9d7bd,noneng_dgm_agr_mentioner_entities__9ff2b8d93ae2452021daa09d27a9d7bd
masnoticia,Aruban news outlet MasNoticia,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,Hnmn,Aruban news outlet MasNoticia,,noneng_dgm_agr_mentioner_entities,e18800a4545c5c0905a7844bd1dada00,noneng_dgm_agr_mentioner_entities__e18800a4545c5c0905a7844bd1dada00
noticiacla,Aruban news outlet Noticia Cla,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,Hnmn,Aruban news outlet Noticia Cla,,noneng_dgm_agr_mentioner_entities,dd2a49108100a013158adee2d66cb5a4,noneng_dgm_agr_mentioner_entities__dd2a49108100a013158adee2d66cb5a4
derstandardat,Austrian news outlet Der Standard,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,Hnmn,Austrian news outlet Der Standard,,noneng_dgm_agr_mentioner_entities,71f7e9cb0e94e0ee609b4a31b1398086,noneng_dgm_agr_mentioner_entities__71f7e9cb0e94e0ee609b4a31b1398086
diepressecom,Austrian news outlet Die Presse,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,Hnmn,Austrian news outlet Die Presse,,noneng_dgm_agr_mentioner_entities,a8064d947c423d3b164a8b029416b066,noneng_dgm_agr_mentioner_entities__a8064d947c423d3b164a8b029416b066
krone_at,Austrian news outlet Kronen Zeitung,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,Hnmn,Austrian news outlet Kronen Zeitung,,noneng_dgm_agr_mentioner_entities,9bb37144dc86e0ee2da3d4bc5d33c736,noneng_dgm_agr_mentioner_entities__9bb37144dc86e0ee2da3d4bc5d33c736
kurierat,Austrian news outlet Kurier,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,Hnmn,Austrian news outlet Kurier,,noneng_dgm_agr_mentioner_entities,da12280b64c58797900658b9b06bd834,noneng_dgm_agr_mentioner_entities__da12280b64c58797900658b9b06bd834
oe24at,Austrian news outlet Osterreich,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,Hnmn,Austrian news outlet Osterreich,,noneng_dgm_agr_mentioner_entities,56a99c6e2878d40aac5cd69d898fed42,noneng_dgm_agr_mentioner_entities__56a99c6e2878d40aac5cd69d898fed42
oxuaz,Azeri news outlet Azerbaijan News,azerbaijan,agriculture minister;agriculture ministry,hnmn,Azerbaijan,40.143105,47.576927,,Hnmn,Azeri news outlet Azerbaijan News,,noneng_dgm_agr_mentioner_entities,8b74299c6cf499e96b2989aa867c3d9e,noneng_dgm_agr_mentioner_entities__8b74299c6cf499e96b2989aa867c3d9e
azertac,Azeri news outlet AZERTAC News Agency,azerbaijan,agriculture minister;agriculture ministry,hnmn,Azerbaijan,40.143105,47.576927,,Hnmn,Azeri news outlet AZERTAC News Agency,,noneng_dgm_agr_mentioner_entities,ba4dfadb792018ec1f3bb36923bb380f,noneng_dgm_agr_mentioner_entities__ba4dfadb792018ec1f3bb36923bb380f
bptaze,Azeri news outlet BPT Azerbaijan,azerbaijan,agriculture minister;agriculture ministry,hnmn,Azerbaijan,40.143105,47.576927,,Hnmn,Azeri news outlet BPT Azerbaijan,,noneng_dgm_agr_mentioner_entities,723bc462d9a4e2d83b01d7506f7a3002,noneng_dgm_agr_mentioner_entities__723bc462d9a4e2d83b01d7506f7a3002
mikroskopmedia,Azeri news outlet Mikroskop Media,azerbaijan,agriculture minister;agriculture ministry,hnmn,Azerbaijan,40.143105,47.576927,,Hnmn,Azeri news outlet Mikroskop Media,,noneng_dgm_agr_mentioner_entities,e873834482195b3e067c7d446b3cf68d,noneng_dgm_agr_mentioner_entities__e873834482195b3e067c7d446b3cf68d
aak_news,Bahraini news outlet Akhbar Al Khaleej,bahrain,agriculture minister;agriculture ministry,hnmn,Bahrain,26.0667,50.5577,,Hnmn,Bahraini news outlet Akhbar Al Khaleej,,noneng_dgm_agr_mentioner_entities,d3f8e30257d6e0e4a33f573c2bc34dca,noneng_dgm_agr_mentioner_entities__d3f8e30257d6e0e4a33f573c2bc34dca
alainbrk,Bahraini news outlet Al-Ain,bahrain,agriculture minister;agriculture ministry,hnmn,Bahrain,26.0667,50.5577,,Hnmn,Bahraini news outlet Al-Ain,,noneng_dgm_agr_mentioner_entities,de9bd7ee927387fdc018836c1b1c890b,noneng_dgm_agr_mentioner_entities__de9bd7ee927387fdc018836c1b1c890b
alayam,Bahraini news outlet Al-Ayam,bahrain,agriculture minister;agriculture ministry,hnmn,Bahrain,26.0667,50.5577,,Hnmn,Bahraini news outlet Al-Ayam,,noneng_dgm_agr_mentioner_entities,6a33ec66ccc108531c015c4298fcea1c,noneng_dgm_agr_mentioner_entities__6a33ec66ccc108531c015c4298fcea1c
alwatan_live,Bahraini news outlet Al-Watan,bahrain,agriculture minister;agriculture ministry,hnmn,Bahrain,26.0667,50.5577,,Hnmn,Bahraini news outlet Al-Watan,,noneng_dgm_agr_mentioner_entities,8aec8175fab4107ece186898c8f560d5,noneng_dgm_agr_mentioner_entities__8aec8175fab4107ece186898c8f560d5
bah_news,Bahraini news outlet Bahnews,bahrain,agriculture minister;agriculture ministry,hnmn,Bahrain,26.0667,50.5577,,Hnmn,Bahraini news outlet Bahnews,,noneng_dgm_agr_mentioner_entities,33e3c32badf56c69b1240a96981db2f1,noneng_dgm_agr_mentioner_entities__33e3c32badf56c69b1240a96981db2f1
bdnews24com,Bangladeshi news outlet bdnews24,bangladesh,agriculture minister;agriculture ministry,hnmn,Bangladesh,23.684994,90.356331,,Hnmn,Bangladeshi news outlet bdnews24,,noneng_dgm_agr_mentioner_entities,86a28fa194614555cb74a1d847afae60,noneng_dgm_agr_mentioner_entities__86a28fa194614555cb74a1d847afae60
dhakatribune,Bangladeshi news outlet Dhaka Tribune,bangladesh,agriculture minister;agriculture ministry,hnmn,Bangladesh,23.684994,90.356331,,Hnmn,Bangladeshi news outlet Dhaka Tribune,,noneng_dgm_agr_mentioner_entities,1db041f59edaf83b49a7ed0332e72076,noneng_dgm_agr_mentioner_entities__1db041f59edaf83b49a7ed0332e72076
independent24tv,Bangladeshi news outlet Independent Television,bangladesh,agriculture minister;agriculture ministry,hnmn,Bangladesh,23.684994,90.356331,,Hnmn,Bangladeshi news outlet Independent Television,,noneng_dgm_agr_mentioner_entities,aaabda728ed4d7269899f0d577495cb6,noneng_dgm_agr_mentioner_entities__aaabda728ed4d7269899f0d577495cb6
newagebdcom,Bangladeshi news outlet New Age,bangladesh,agriculture minister;agriculture ministry,hnmn,Bangladesh,23.684994,90.356331,,Hnmn,Bangladeshi news outlet New Age,,noneng_dgm_agr_mentioner_entities,9e87ba8fe723c10e147b063a988043a9,noneng_dgm_agr_mentioner_entities__9e87ba8fe723c10e147b063a988043a9
dailystarnews,Bangladeshi news outlet The Daily Star,bangladesh,agriculture minister;agriculture ministry,hnmn,Bangladesh,23.684994,90.356331,,Hnmn,Bangladeshi news outlet The Daily Star,,noneng_dgm_agr_mentioner_entities,fda199e95f090c3a189628cc49eb3f96,noneng_dgm_agr_mentioner_entities__fda199e95f090c3a189628cc49eb3f96
belsat_tv,Belarusian news outlet Belsat TV,belarus,agriculture minister;agriculture ministry,hnmn,Belarus,53.709807,27.953389,,Hnmn,Belarusian news outlet Belsat TV,,noneng_dgm_agr_mentioner_entities,ce07a1e4f3bcd3b11c0a1202b87711e5,noneng_dgm_agr_mentioner_entities__ce07a1e4f3bcd3b11c0a1202b87711e5
belteanews,Belarusian news outlet Beltea News,belarus,agriculture minister;agriculture ministry,hnmn,Belarus,53.709807,27.953389,,Hnmn,Belarusian news outlet Beltea News,,noneng_dgm_agr_mentioner_entities,b387700ca1731b70261af9cf4fb57a96,noneng_dgm_agr_mentioner_entities__b387700ca1731b70261af9cf4fb57a96
by_interfax,Belarusian news outlet Interfax West,belarus,agriculture minister;agriculture ministry,hnmn,Belarus,53.709807,27.953389,,Hnmn,Belarusian news outlet Interfax West,,noneng_dgm_agr_mentioner_entities,693a28d0ce5a72b6be046ef4202c2217,noneng_dgm_agr_mentioner_entities__693a28d0ce5a72b6be046ef4202c2217
tutby,Belarusian news outlet TUT.BY news,belarus,agriculture minister;agriculture ministry,hnmn,Belarus,53.709807,27.953389,,Hnmn,Belarusian news outlet TUT.BY news,,noneng_dgm_agr_mentioner_entities,a8553f2a317c0ec31865407914d67d30,noneng_dgm_agr_mentioner_entities__a8553f2a317c0ec31865407914d67d30
destandaard,Belgian news outlet De Standaard,belgium,agriculture minister;agriculture ministry,hnmn,Belgium,50.503887,4.469936,,Hnmn,Belgian news outlet De Standaard,,noneng_dgm_agr_mentioner_entities,94f96f587042557d0fafb454df79e0c1,noneng_dgm_agr_mentioner_entities__94f96f587042557d0fafb454df79e0c1
nieuwsblad_be,Belgian news outlet Het Nieuwsblad,belgium,agriculture minister;agriculture ministry,hnmn,Belgium,50.503887,4.469936,,Hnmn,Belgian news outlet Het Nieuwsblad,,noneng_dgm_agr_mentioner_entities,7f5733009297578dd1b11ce2fef721ce,noneng_dgm_agr_mentioner_entities__7f5733009297578dd1b11ce2fef721ce
hln_be,Belgian news outlet HLN,belgium,agriculture minister;agriculture ministry,hnmn,Belgium,50.503887,4.469936,,Hnmn,Belgian news outlet HLN,,noneng_dgm_agr_mentioner_entities,dcfae9d2d40deb4865da762acef4df03,noneng_dgm_agr_mentioner_entities__dcfae9d2d40deb4865da762acef4df03
lesoir,Belgian news outlet Le Soir,belgium,agriculture minister;agriculture ministry,hnmn,Belgium,50.503887,4.469936,,Hnmn,Belgian news outlet Le Soir,,noneng_dgm_agr_mentioner_entities,93793d02560a51961c250721e2c1fc13,noneng_dgm_agr_mentioner_entities__93793d02560a51961c250721e2c1fc13
vrtnws,Belgian news outlet VRT NWS,belgium,agriculture minister;agriculture ministry,hnmn,Belgium,50.503887,4.469936,,Hnmn,Belgian news outlet VRT NWS,,noneng_dgm_agr_mentioner_entities,f8f9126ae645a1b41227a21765cc8c8a,noneng_dgm_agr_mentioner_entities__f8f9126ae645a1b41227a21765cc8c8a
belizemedia,Belizean news outlet Breaking Belize News,belize,agriculture minister;agriculture ministry,hnmn,Belize,17.189877,-88.49765,,Hnmn,Belizean news outlet Breaking Belize News,,noneng_dgm_agr_mentioner_entities,e07ce9c7947f7eac827c1da9b9d30b71,noneng_dgm_agr_mentioner_entities__e07ce9c7947f7eac827c1da9b9d30b71
lovefmbz,Belizean news outlet Love FM Belize,belize,agriculture minister;agriculture ministry,hnmn,Belize,17.189877,-88.49765,,Hnmn,Belizean news outlet Love FM Belize,,noneng_dgm_agr_mentioner_entities,7b7cbf0fd39772320d8656761f270a68,noneng_dgm_agr_mentioner_entities__7b7cbf0fd39772320d8656761f270a68
24haubenin,Beninois news outlet 24 Heures au Benin,benin,agriculture minister;agriculture ministry,hnmn,Benin,9.30769,2.315834,,Hnmn,Beninois news outlet 24 Heures au Benin,,noneng_dgm_agr_mentioner_entities,a134f4ab11736a0d7797390bdd2e4789,noneng_dgm_agr_mentioner_entities__a134f4ab11736a0d7797390bdd2e4789
abpbj,Beninois news outlet Agence Bénin-Presse,benin,agriculture minister;agriculture ministry,hnmn,Benin,9.30769,2.315834,,Hnmn,Beninois news outlet Agence Bénin-Presse,,noneng_dgm_agr_mentioner_entities,bc041f7b9bcfb0d15438a210e902d089,noneng_dgm_agr_mentioner_entities__bc041f7b9bcfb0d15438a210e902d089
beninwebtv,Beninois news outlet Benin Web Tv,benin,agriculture minister;agriculture ministry,hnmn,Benin,9.30769,2.315834,,Hnmn,Beninois news outlet Benin Web Tv,,noneng_dgm_agr_mentioner_entities,095d60298228ff067831b3318bca65d8,noneng_dgm_agr_mentioner_entities__095d60298228ff067831b3318bca65d8
lntribune,Beninois news outlet La Nouvelle Tribune,benin,agriculture minister;agriculture ministry,hnmn,Benin,9.30769,2.315834,,Hnmn,Beninois news outlet La Nouvelle Tribune,,noneng_dgm_agr_mentioner_entities,4a8201fb0a12e05ff509b2c445526889,noneng_dgm_agr_mentioner_entities__4a8201fb0a12e05ff509b2c445526889
ortb_info,Beninois news outlet Office de Radiodiffusion et Télévision du Bénin,benin,agriculture minister;agriculture ministry,hnmn,Benin,9.30769,2.315834,,Hnmn,Beninois news outlet Office de Radiodiffusion et Télévision du Bénin,,noneng_dgm_agr_mentioner_entities,df69cbb1cd568c37cd83af48c49c8675,noneng_dgm_agr_mentioner_entities__df69cbb1cd568c37cd83af48c49c8675
bbsbhutan,Bhutanese news outlet Bhutan Broadcasting,bhutan,agriculture minister;agriculture ministry,hnmn,Bhutan,27.514162,90.433601,,Hnmn,Bhutanese news outlet Bhutan Broadcasting,,noneng_dgm_agr_mentioner_entities,ff111790d1dd324cc29f3d8e9e957f44,noneng_dgm_agr_mentioner_entities__ff111790d1dd324cc29f3d8e9e957f44
bhutant,Bhutanese news outlet Bhutan Times,bhutan,agriculture minister;agriculture ministry,hnmn,Bhutan,27.514162,90.433601,,Hnmn,Bhutanese news outlet Bhutan Times,,noneng_dgm_agr_mentioner_entities,0969145229abbdef87e9939707844e45,noneng_dgm_agr_mentioner_entities__0969145229abbdef87e9939707844e45
thebhutanese,Bhutanese news outlet The Bhutanese,bhutan,agriculture minister;agriculture ministry,hnmn,Bhutan,27.514162,90.433601,,Hnmn,Bhutanese news outlet The Bhutanese,,noneng_dgm_agr_mentioner_entities,1c6e41e9ed70c72849c620d2092ca8ac,noneng_dgm_agr_mentioner_entities__1c6e41e9ed70c72849c620d2092ca8ac
canal_boliviatv,Bolivian news outlet Bolivia TV,bolivia,agriculture minister;agriculture ministry,hnmn,Bolivia,-16.290154,-63.588653,,Hnmn,Bolivian news outlet Bolivia TV,,noneng_dgm_agr_mentioner_entities,989bade65d55b9916ecc74a1d303715e,noneng_dgm_agr_mentioner_entities__989bade65d55b9916ecc74a1d303715e
grupoeldeber,Bolivian news outlet El Deber,bolivia,agriculture minister;agriculture ministry,hnmn,Bolivia,-16.290154,-63.588653,,Hnmn,Bolivian news outlet El Deber,,noneng_dgm_agr_mentioner_entities,cdded4b7633c6ba615e1c8b100be7d6b,noneng_dgm_agr_mentioner_entities__cdded4b7633c6ba615e1c8b100be7d6b
eldiario_net,Bolivian news outlet El Diario de Bolivia,bolivia,agriculture minister;agriculture ministry,hnmn,Bolivia,-16.290154,-63.588653,,Hnmn,Bolivian news outlet El Diario de Bolivia,,noneng_dgm_agr_mentioner_entities,046ef8ca2ab699887f546fc1b6e6a685,noneng_dgm_agr_mentioner_entities__046ef8ca2ab699887f546fc1b6e6a685
larazon_bolivia,Bolivian news outlet La Razon Bolivia,bolivia,agriculture minister;agriculture ministry,hnmn,Bolivia,-16.290154,-63.588653,,Hnmn,Bolivian news outlet La Razon Bolivia,,noneng_dgm_agr_mentioner_entities,7d29fe82f453d4f687fc75d5a1ca2795,noneng_dgm_agr_mentioner_entities__7d29fe82f453d4f687fc75d5a1ca2795
lostiemposbol,Bolivian news outlet Los Tiempos,bolivia,agriculture minister;agriculture ministry,hnmn,Bolivia,-16.290154,-63.588653,,Hnmn,Bolivian news outlet Los Tiempos,,noneng_dgm_agr_mentioner_entities,c77b20a8b2bd505e6ce54caba2fab124,noneng_dgm_agr_mentioner_entities__c77b20a8b2bd505e6ce54caba2fab124
rsbijeljina,Bosnian news outlet Bijeljina,bosnia and herzegovina,agriculture minister;agriculture ministry,hnmn,Bosnia and Herzegovina,43.915886,17.679076,,Hnmn,Bosnian news outlet Bijeljina,,noneng_dgm_agr_mentioner_entities,24d043c2e8d78a395651bc4c4b49e649,noneng_dgm_agr_mentioner_entities__24d043c2e8d78a395651bc4c4b49e649
glassrpske,Bosnian news outlet Glas Srpske,bosnia and herzegovina,agriculture minister;agriculture ministry,hnmn,Bosnia and Herzegovina,43.915886,17.679076,,Hnmn,Bosnian news outlet Glas Srpske,,noneng_dgm_agr_mentioner_entities,ca095f87d2b30900ca075fef1dd26370,noneng_dgm_agr_mentioner_entities__ca095f87d2b30900ca075fef1dd26370
mediaservis1,Bosnian news outlet Media Servis,bosnia and herzegovina,agriculture minister;agriculture ministry,hnmn,Bosnia and Herzegovina,43.915886,17.679076,,Hnmn,Bosnian news outlet Media Servis,,noneng_dgm_agr_mentioner_entities,872d8fbe5541f40a658b5b4e71c8230f,noneng_dgm_agr_mentioner_entities__872d8fbe5541f40a658b5b4e71c8230f
