handle,caption_name,location_lower,include_groups,entity_type,location,lat,long,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
novinkycz,Czech news outlet Novinky,czech republic,agriculture minister;agriculture ministry,hnmn,Czech Republic,49.817492,15.472962,,Hnmn,Czech news outlet Novinky,,noneng_dgm_agr_mentioner_entities,9b92651ca3e71e305443d251064b78a9,noneng_dgm_agr_mentioner_entities__9b92651ca3e71e305443d251064b78a9
7sur7_cd,Congolese news outlet 7SUR7.CD,democratic republic of the congo,agriculture minister;agriculture ministry,hnmn,Democratic Republic of the Congo,-4.038333,21.758664,,Hnmn,Congolese news outlet 7SUR7.CD,,noneng_dgm_agr_mentioner_entities,dfc407d0c465601f65850e4072973ac7,noneng_dgm_agr_mentioner_entities__dfc407d0c465601f65850e4072973ac7
actualitecd,Congolese news outlet ACTUALITE.CD,democratic republic of the congo,agriculture minister;agriculture ministry,hnmn,Democratic Republic of the Congo,-4.038333,21.758664,,Hnmn,Congolese news outlet ACTUALITE.CD,,noneng_dgm_agr_mentioner_entities,e6adcf5a019f73125486d0a1907c381f,noneng_dgm_agr_mentioner_entities__e6adcf5a019f73125486d0a1907c381f
lephareonline,Congolese news outlet Le Phare,democratic republic of the congo,agriculture minister;agriculture ministry,hnmn,Democratic Republic of the Congo,-4.038333,21.758664,,Hnmn,Congolese news outlet Le Phare,,noneng_dgm_agr_mentioner_entities,44f753e927dc407d80821b7336a8010b,noneng_dgm_agr_mentioner_entities__44f753e927dc407d80821b7336a8010b
potentiel_le,Congolese news outlet Le Potentiel,democratic republic of the congo,agriculture minister;agriculture ministry,hnmn,Democratic Republic of the Congo,-4.038333,21.758664,,Hnmn,Congolese news outlet Le Potentiel,,noneng_dgm_agr_mentioner_entities,6cd7132eb3d30b0198c1c07ffc7f83a4,noneng_dgm_agr_mentioner_entities__6cd7132eb3d30b0198c1c07ffc7f83a4
politicocd,Congolese news outlet POLITICO.CD,democratic republic of the congo,agriculture minister;agriculture ministry,hnmn,Democratic Republic of the Congo,-4.038333,21.758664,,Hnmn,Congolese news outlet POLITICO.CD,,noneng_dgm_agr_mentioner_entities,23a8fd6bc42f225d6535a3429329b1a0,noneng_dgm_agr_mentioner_entities__23a8fd6bc42f225d6535a3429329b1a0
berlingske,Danish news outlet Berlingske,denmark,agriculture minister;agriculture ministry,hnmn,Denmark,56.26392,9.501785,,Hnmn,Danish news outlet Berlingske,,noneng_dgm_agr_mentioner_entities,2f2834ed708110b31d6f9bc08bd0cf23,noneng_dgm_agr_mentioner_entities__2f2834ed708110b31d6f9bc08bd0cf23
drnyheder,Danish news outlet DR Nyheder,denmark,agriculture minister;agriculture ministry,hnmn,Denmark,56.26392,9.501785,,Hnmn,Danish news outlet DR Nyheder,,noneng_dgm_agr_mentioner_entities,dbed4600dbea593105261872b4eb7946,noneng_dgm_agr_mentioner_entities__dbed4600dbea593105261872b4eb7946
ekstrabladet,Danish news outlet Ekstra Bladet,denmark,agriculture minister;agriculture ministry,hnmn,Denmark,56.26392,9.501785,,Hnmn,Danish news outlet Ekstra Bladet,,noneng_dgm_agr_mentioner_entities,23ad911018f49682645ed6bc4627dce9,noneng_dgm_agr_mentioner_entities__23ad911018f49682645ed6bc4627dce9
jyllandsposten,Danish news outlet Jyllands-Posten,denmark,agriculture minister;agriculture ministry,hnmn,Denmark,56.26392,9.501785,,Hnmn,Danish news outlet Jyllands-Posten,,noneng_dgm_agr_mentioner_entities,66da600038c61dd1aa92c29a47b7148f,noneng_dgm_agr_mentioner_entities__66da600038c61dd1aa92c29a47b7148f
politiken,Danish news outlet Politiken,denmark,agriculture minister;agriculture ministry,hnmn,Denmark,56.26392,9.501785,,Hnmn,Danish news outlet Politiken,,noneng_dgm_agr_mentioner_entities,78c9eb89c89de10c520f73845410b1d2,noneng_dgm_agr_mentioner_entities__78c9eb89c89de10c520f73845410b1d2
djiboutinewsgaz,Djiboutian news outlet Djibouti News Gazett,djibouti,agriculture minister;agriculture ministry,hnmn,Djibouti,11.825138,42.590275,,Hnmn,Djiboutian news outlet Djibouti News Gazett,,noneng_dgm_agr_mentioner_entities,5c95bdd0528fb72650b33cb077559e18,noneng_dgm_agr_mentioner_entities__5c95bdd0528fb72650b33cb077559e18
lanation77,Djiboutian news outlet La Nation,djibouti,agriculture minister;agriculture ministry,hnmn,Djibouti,11.825138,42.590275,,Hnmn,Djiboutian news outlet La Nation,,noneng_dgm_agr_mentioner_entities,55a777d019c1ed0516306a053508fa89,noneng_dgm_agr_mentioner_entities__55a777d019c1ed0516306a053508fa89
voixdedjibouti,Djiboutian news outlet La Voix de Djibouti,djibouti,agriculture minister;agriculture ministry,hnmn,Djibouti,11.825138,42.590275,,Hnmn,Djiboutian news outlet La Voix de Djibouti,,noneng_dgm_agr_mentioner_entities,770f168018bef6097f2f5639ee574282,noneng_dgm_agr_mentioner_entities__770f168018bef6097f2f5639ee574282
rtdteledjibouti,Djiboutian news outlet Radio Television Djibouti,djibouti,agriculture minister;agriculture ministry,hnmn,Djibouti,11.825138,42.590275,,Hnmn,Djiboutian news outlet Radio Television Djibouti,,noneng_dgm_agr_mentioner_entities,96bccb3765a2f86d31341ae88e6d032a,noneng_dgm_agr_mentioner_entities__96bccb3765a2f86d31341ae88e6d032a
cdn37,Dominican news outlet CDN 37,dominican republic,agriculture minister;agriculture ministry,hnmn,Dominican Republic,18.735693,-70.162651,,Hnmn,Dominican news outlet CDN 37,,noneng_dgm_agr_mentioner_entities,388e1386182656e1775bb9bbc18a3269,noneng_dgm_agr_mentioner_entities__388e1386182656e1775bb9bbc18a3269
diariolibre,Dominican news outlet Diario Libre,dominican republic,agriculture minister;agriculture ministry,hnmn,Dominican Republic,18.735693,-70.162651,,Hnmn,Dominican news outlet Diario Libre,,noneng_dgm_agr_mentioner_entities,7674cb9ab95b98c6b8f846b5a60005b4,noneng_dgm_agr_mentioner_entities__7674cb9ab95b98c6b8f846b5a60005b4
elcariberd,Dominican news outlet El Caribe,dominican republic,agriculture minister;agriculture ministry,hnmn,Dominican Republic,18.735693,-70.162651,,Hnmn,Dominican news outlet El Caribe,,noneng_dgm_agr_mentioner_entities,1c85b1c1968ef7277a3a12597a6fb036,noneng_dgm_agr_mentioner_entities__1c85b1c1968ef7277a3a12597a6fb036
periodicohoy,Dominican news outlet Hoy,dominican republic,agriculture minister;agriculture ministry,hnmn,Dominican Republic,18.735693,-70.162651,,Hnmn,Dominican news outlet Hoy,,noneng_dgm_agr_mentioner_entities,ae583d1c8a30e45d7ec3c70bda3ed656,noneng_dgm_agr_mentioner_entities__ae583d1c8a30e45d7ec3c70bda3ed656
sin24horas,Dominican news outlet Noticias SIN,dominican republic,agriculture minister;agriculture ministry,hnmn,Dominican Republic,18.735693,-70.162651,,Hnmn,Dominican news outlet Noticias SIN,,noneng_dgm_agr_mentioner_entities,41d3c956486a222f718565a247fd5ad3,noneng_dgm_agr_mentioner_entities__41d3c956486a222f718565a247fd5ad3
elcomerciocom,Ecuadorian news outlet El Comercio,ecuador,agriculture minister;agriculture ministry,hnmn,Ecuador,-1.831239,-78.183406,,Hnmn,Ecuadorian news outlet El Comercio,,noneng_dgm_agr_mentioner_entities,e0c5a6675f6e92ccd7a45fd881b35435,noneng_dgm_agr_mentioner_entities__e0c5a6675f6e92ccd7a45fd881b35435
el_telegrafo,Ecuadorian news outlet El Telegrafo,ecuador,agriculture minister;agriculture ministry,hnmn,Ecuador,-1.831239,-78.183406,,Hnmn,Ecuadorian news outlet El Telegrafo,,noneng_dgm_agr_mentioner_entities,6c9d45a5398c83b09154726c13e8fb21,noneng_dgm_agr_mentioner_entities__6c9d45a5398c83b09154726c13e8fb21
eluniversocom,Ecuadorian news outlet El Universo,ecuador,agriculture minister;agriculture ministry,hnmn,Ecuador,-1.831239,-78.183406,,Hnmn,Ecuadorian news outlet El Universo,,noneng_dgm_agr_mentioner_entities,10678613e19ee795aadaa91fdf1018ec,noneng_dgm_agr_mentioner_entities__10678613e19ee795aadaa91fdf1018ec
expresoec,Ecuadorian news outlet Expreso,ecuador,agriculture minister;agriculture ministry,hnmn,Ecuador,-1.831239,-78.183406,,Hnmn,Ecuadorian news outlet Expreso,,noneng_dgm_agr_mentioner_entities,9770cfb65fca8300eced82e2cec1e00d,noneng_dgm_agr_mentioner_entities__9770cfb65fca8300eced82e2cec1e00d
lahoraecuador,Ecuadorian news outlet La Hora,ecuador,agriculture minister;agriculture ministry,hnmn,Ecuador,-1.831239,-78.183406,,Hnmn,Ecuadorian news outlet La Hora,,noneng_dgm_agr_mentioner_entities,f730c1371b19561a059628cecea3bc2c,noneng_dgm_agr_mentioner_entities__f730c1371b19561a059628cecea3bc2c
alahramgate,Egyptian news outlet Al-Ahram,egypt,agriculture minister;agriculture ministry,hnmn,Egypt,26.820553,30.802498,,Hnmn,Egyptian news outlet Al-Ahram,,noneng_dgm_agr_mentioner_entities,bc5609faf9942b9f75999b2ac5f6eca7,noneng_dgm_agr_mentioner_entities__bc5609faf9942b9f75999b2ac5f6eca7
almasryalyoum,Egyptian news outlet Al-Misri al-Yawm,egypt,agriculture minister;agriculture ministry,hnmn,Egypt,26.820553,30.802498,,Hnmn,Egyptian news outlet Al-Misri al-Yawm,,noneng_dgm_agr_mentioner_entities,d04cce32a299bb24ae51f596de914453,noneng_dgm_agr_mentioner_entities__d04cce32a299bb24ae51f596de914453
shorouk_news,Egyptian news outlet Al-Shuruq,egypt,agriculture minister;agriculture ministry,hnmn,Egypt,26.820553,30.802498,,Hnmn,Egyptian news outlet Al-Shuruq,,noneng_dgm_agr_mentioner_entities,a1ca1c6d9ecf08fc29429c44fe1b2914,noneng_dgm_agr_mentioner_entities__a1ca1c6d9ecf08fc29429c44fe1b2914
youm7,Egyptian news outlet Al-Yawm al-Sabi,egypt,agriculture minister;agriculture ministry,hnmn,Egypt,26.820553,30.802498,,Hnmn,Egyptian news outlet Al-Yawm al-Sabi,,noneng_dgm_agr_mentioner_entities,4ff3575b8c9d3d1bbc3f0a72ac34eb80,noneng_dgm_agr_mentioner_entities__4ff3575b8c9d3d1bbc3f0a72ac34eb80
elbaladofficial,Egyptian news outlet El Balad,egypt,agriculture minister;agriculture ministry,hnmn,Egypt,26.820553,30.802498,,Hnmn,Egyptian news outlet El Balad,,noneng_dgm_agr_mentioner_entities,79047c69c11313cfa6af0643bc1641b2,noneng_dgm_agr_mentioner_entities__79047c69c11313cfa6af0643bc1641b2
_elfaro_,Salvadoran news outlet El Faro,el salvador,agriculture minister;agriculture ministry,hnmn,El Salvador,13.794185,-88.89653,,Hnmn,Salvadoran news outlet El Faro,,noneng_dgm_agr_mentioner_entities,164caee885cf6d8c80a95ad6993ee664,noneng_dgm_agr_mentioner_entities__164caee885cf6d8c80a95ad6993ee664
elmundosv,Salvadoran news outlet El Mundo,el salvador,agriculture minister;agriculture ministry,hnmn,El Salvador,13.794185,-88.89653,,Hnmn,Salvadoran news outlet El Mundo,,noneng_dgm_agr_mentioner_entities,c315a724ea5cb40d482a627f556bb072,noneng_dgm_agr_mentioner_entities__c315a724ea5cb40d482a627f556bb072
elsalvadorcom,Salvadoran news outlet elsalvador.com,el salvador,agriculture minister;agriculture ministry,hnmn,El Salvador,13.794185,-88.89653,,Hnmn,Salvadoran news outlet elsalvador.com,,noneng_dgm_agr_mentioner_entities,039e82b8b17b1e8b078b62f254fcc371,noneng_dgm_agr_mentioner_entities__039e82b8b17b1e8b078b62f254fcc371
prensagrafica,Salvadoran news outlet La Prensa Grafica,el salvador,agriculture minister;agriculture ministry,hnmn,El Salvador,13.794185,-88.89653,,Hnmn,Salvadoran news outlet La Prensa Grafica,,noneng_dgm_agr_mentioner_entities,10c6f1ec1465e710c4d71543cb5849fe,noneng_dgm_agr_mentioner_entities__10c6f1ec1465e710c4d71543cb5849fe
noticierohechos,Salvadoran news outlet Noticiero Hechos,el salvador,agriculture minister;agriculture ministry,hnmn,El Salvador,13.794185,-88.89653,,Hnmn,Salvadoran news outlet Noticiero Hechos,,noneng_dgm_agr_mentioner_entities,b44b6abd4a7f5525714a6fdbcf39f64e,noneng_dgm_agr_mentioner_entities__b44b6abd4a7f5525714a6fdbcf39f64e
ahoraeg,Equatorial Guinean news outlet AhoraEG,equatorial guinea,agriculture minister;agriculture ministry,hnmn,Equatorial Guinea,1.650801,10.267895,,Hnmn,Equatorial Guinean news outlet AhoraEG,,noneng_dgm_agr_mentioner_entities,eb447e4cf22b8a3062f1b2785396ff87,noneng_dgm_agr_mentioner_entities__eb447e4cf22b8a3062f1b2785396ff87
diariorombe,Equatorial Guinean news outlet Diario Rombe,equatorial guinea,agriculture minister;agriculture ministry,hnmn,Equatorial Guinea,1.650801,10.267895,,Hnmn,Equatorial Guinean news outlet Diario Rombe,,noneng_dgm_agr_mentioner_entities,4720f4f2142e7a40ac9760fea56468f0,noneng_dgm_agr_mentioner_entities__4720f4f2142e7a40ac9760fea56468f0
radiomacutonet,Equatorial Guinean news outlet Radio Macuto,equatorial guinea,agriculture minister;agriculture ministry,hnmn,Equatorial Guinea,1.650801,10.267895,,Hnmn,Equatorial Guinean news outlet Radio Macuto,,noneng_dgm_agr_mentioner_entities,8af990f59573cfe92415c5d2ad8bdf7d,noneng_dgm_agr_mentioner_entities__8af990f59573cfe92415c5d2ad8bdf7d
atvasena,Eritrean news outlet Asena TV,eritrea,agriculture minister;agriculture ministry,hnmn,Eritrea,15.179384,39.782334,,Hnmn,Eritrean news outlet Asena TV,,noneng_dgm_agr_mentioner_entities,82726c02b30067b3c89c993fed288b7a,noneng_dgm_agr_mentioner_entities__82726c02b30067b3c89c993fed288b7a
hawelti,Eritrean news outlet Eritrea Ministry of Information,eritrea,agriculture minister;agriculture ministry,hnmn,Eritrea,15.179384,39.782334,,Hnmn,Eritrean news outlet Eritrea Ministry of Information,,noneng_dgm_agr_mentioner_entities,69058bb6883f7bc91f69a0a109f5aff5,noneng_dgm_agr_mentioner_entities__69058bb6883f7bc91f69a0a109f5aff5
raimoqmedia,Eritrean news outlet Raimoq,eritrea,agriculture minister;agriculture ministry,hnmn,Eritrea,15.179384,39.782334,,Hnmn,Eritrean news outlet Raimoq,,noneng_dgm_agr_mentioner_entities,3ea3930fe809f5589ab27708b219bd46,noneng_dgm_agr_mentioner_entities__3ea3930fe809f5589ab27708b219bd46
aripaev_ee,Estonian news outlet Aripaeva,estonia,agriculture minister;agriculture ministry,hnmn,Estonia,58.595272,25.0136071,,Hnmn,Estonian news outlet Aripaeva,,noneng_dgm_agr_mentioner_entities,b722c2b481e5d84664acd6c1f5733f28,noneng_dgm_agr_mentioner_entities__b722c2b481e5d84664acd6c1f5733f28
eestipaevaleht,Estonian news outlet Eesti Paevaleht,estonia,agriculture minister;agriculture ministry,hnmn,Estonia,58.595272,25.0136071,,Hnmn,Estonian news outlet Eesti Paevaleht,,noneng_dgm_agr_mentioner_entities,214bc52e3e231b9be1db1d3d74f5e670,noneng_dgm_agr_mentioner_entities__214bc52e3e231b9be1db1d3d74f5e670
errnews,Estonian news outlet ERR News,estonia,agriculture minister;agriculture ministry,hnmn,Estonia,58.595272,25.0136071,,Hnmn,Estonian news outlet ERR News,,noneng_dgm_agr_mentioner_entities,dbf222dddc60f15b51fec201116c9cbc,noneng_dgm_agr_mentioner_entities__dbf222dddc60f15b51fec201116c9cbc
ohtuleht,Estonian news outlet Ohtuleht,estonia,agriculture minister;agriculture ministry,hnmn,Estonia,58.595272,25.0136071,,Hnmn,Estonian news outlet Ohtuleht,,noneng_dgm_agr_mentioner_entities,bfd3974f965b1f6be614d295650665ce,noneng_dgm_agr_mentioner_entities__bfd3974f965b1f6be614d295650665ce
postimees,Estonian news outlet Postimees,estonia,agriculture minister;agriculture ministry,hnmn,Estonia,58.595272,25.0136071,,Hnmn,Estonian news outlet Postimees,,noneng_dgm_agr_mentioner_entities,accc0ef94b5404a41a52881d78d9f7ad,noneng_dgm_agr_mentioner_entities__accc0ef94b5404a41a52881d78d9f7ad
addisadmassnews,Ethiopian news outlet Addis Admass,ethiopia,agriculture minister;agriculture ministry,hnmn,Ethiopia,9.145,40.489673,,Hnmn,Ethiopian news outlet Addis Admass,,noneng_dgm_agr_mentioner_entities,8c7ccc3aff04e0604262c297475b7b2d,noneng_dgm_agr_mentioner_entities__8c7ccc3aff04e0604262c297475b7b2d
addisstandard,Ethiopian news outlet Addis Standard,ethiopia,agriculture minister;agriculture ministry,hnmn,Ethiopia,9.145,40.489673,,Hnmn,Ethiopian news outlet Addis Standard,,noneng_dgm_agr_mentioner_entities,85755c067aa51233f64a397c73b0a73d,noneng_dgm_agr_mentioner_entities__85755c067aa51233f64a397c73b0a73d
ethiopiannewsa,Ethiopian news outlet Ethiopia News Agency,ethiopia,agriculture minister;agriculture ministry,hnmn,Ethiopia,9.145,40.489673,,Hnmn,Ethiopian news outlet Ethiopia News Agency,,noneng_dgm_agr_mentioner_entities,b7297915ca1912f66651d4609bfecf45,noneng_dgm_agr_mentioner_entities__b7297915ca1912f66651d4609bfecf45
ethioreporter,Ethiopian news outlet The Reporter,ethiopia,agriculture minister;agriculture ministry,hnmn,Ethiopia,9.145,40.489673,,Hnmn,Ethiopian news outlet The Reporter,,noneng_dgm_agr_mentioner_entities,ea51be6b6430cf52c06f2e24251e4e1c,noneng_dgm_agr_mentioner_entities__ea51be6b6430cf52c06f2e24251e4e1c
yerootv,Ethiopian news outlet Yeroo,ethiopia,agriculture minister;agriculture ministry,hnmn,Ethiopia,9.145,40.489673,,Hnmn,Ethiopian news outlet Yeroo,,noneng_dgm_agr_mentioner_entities,ff999e089caf7001a34d07557a03e684,noneng_dgm_agr_mentioner_entities__ff999e089caf7001a34d07557a03e684
dimmanews,Faroese news outlet Dimmalaetting,faroe islands,agriculture minister;agriculture ministry,hnmn,Faroe Islands,61.892635,-6.9118061,,Hnmn,Faroese news outlet Dimmalaetting,,noneng_dgm_agr_mentioner_entities,c626d2422d12cdf46c87852e873ce6ec,noneng_dgm_agr_mentioner_entities__c626d2422d12cdf46c87852e873ce6ec
faroesenews,Faroese news outlet Local.fo,faroe islands,agriculture minister;agriculture ministry,hnmn,Faroe Islands,61.892635,-6.9118061,,Hnmn,Faroese news outlet Local.fo,,noneng_dgm_agr_mentioner_entities,3e98628c164f9282ec5e38af6927c3b2,noneng_dgm_agr_mentioner_entities__3e98628c164f9282ec5e38af6927c3b2
hsfi,Finnish news outlet Helsingin Sanomat,finland,agriculture minister;agriculture ministry,hnmn,Finland,61.92411,25.7481511,,Hnmn,Finnish news outlet Helsingin Sanomat,,noneng_dgm_agr_mentioner_entities,29740b1eef9209552dac892c4fa0ba0d,noneng_dgm_agr_mentioner_entities__29740b1eef9209552dac892c4fa0ba0d
iltasanomat,Finnish news outlet Ilta-Sanomat,finland,agriculture minister;agriculture ministry,hnmn,Finland,61.92411,25.7481511,,Hnmn,Finnish news outlet Ilta-Sanomat,,noneng_dgm_agr_mentioner_entities,968ed24423607df50deb0b66856f5e85,noneng_dgm_agr_mentioner_entities__968ed24423607df50deb0b66856f5e85
iltalehti_fi,Finnish news outlet Iltalehti,finland,agriculture minister;agriculture ministry,hnmn,Finland,61.92411,25.7481511,,Hnmn,Finnish news outlet Iltalehti,,noneng_dgm_agr_mentioner_entities,18d17edf8c22b5f630560c8ed5f1ba44,noneng_dgm_agr_mentioner_entities__18d17edf8c22b5f630560c8ed5f1ba44
mtvuutiset,Finnish news outlet MTV Uutiset,finland,agriculture minister;agriculture ministry,hnmn,Finland,61.92411,25.7481511,,Hnmn,Finnish news outlet MTV Uutiset,,noneng_dgm_agr_mentioner_entities,19b8bcdfcf4e6fbb0e47c6fb5ed36df0,noneng_dgm_agr_mentioner_entities__19b8bcdfcf4e6fbb0e47c6fb5ed36df0
yleuutiset,Finnish news outlet Yle Uutiset,finland,agriculture minister;agriculture ministry,hnmn,Finland,61.92411,25.7481511,,Hnmn,Finnish news outlet Yle Uutiset,,noneng_dgm_agr_mentioner_entities,c2a050d04826898d56a393709ecc0e9e,noneng_dgm_agr_mentioner_entities__c2a050d04826898d56a393709ecc0e9e
lexpress,French news outlet L'Express,france,agriculture minister;agriculture ministry,hnmn,France,46.227638,2.213749,,Hnmn,French news outlet L'Express,,noneng_dgm_agr_mentioner_entities,a23cbd0ebf69fa3c7b6e22075293957b,noneng_dgm_agr_mentioner_entities__a23cbd0ebf69fa3c7b6e22075293957b
le_figaro,French news outlet Le Figaro,france,agriculture minister;agriculture ministry,hnmn,France,46.227638,2.213749,,Hnmn,French news outlet Le Figaro,,noneng_dgm_agr_mentioner_entities,c04139208fd1838ca1438d1ea3b94bbd,noneng_dgm_agr_mentioner_entities__c04139208fd1838ca1438d1ea3b94bbd
lemondefr,French news outlet Le Monde,france,agriculture minister;agriculture ministry,hnmn,France,46.227638,2.213749,,Hnmn,French news outlet Le Monde,,noneng_dgm_agr_mentioner_entities,d66c631253b5f16ad7db075a2f3bf0e4,noneng_dgm_agr_mentioner_entities__d66c631253b5f16ad7db075a2f3bf0e4
libe,French news outlet Libération,france,agriculture minister;agriculture ministry,hnmn,France,46.227638,2.213749,,Hnmn,French news outlet Libération,,noneng_dgm_agr_mentioner_entities,63815d86d6c02a621620c493046d7be1,noneng_dgm_agr_mentioner_entities__63815d86d6c02a621620c493046d7be1
ouestfrance,French news outlet Ouest-France,france,agriculture minister;agriculture ministry,hnmn,France,46.227638,2.213749,,Hnmn,French news outlet Ouest-France,,noneng_dgm_agr_mentioner_entities,0e13fa54e6ad5913ec74d4b95c662bbf,noneng_dgm_agr_mentioner_entities__0e13fa54e6ad5913ec74d4b95c662bbf
ladepeche,French Polynesian news outlet La Depeche de Tahiti,french polynesia,agriculture minister;agriculture ministry,hnmn,French Polynesia,-17.679742,-149.406843,,Hnmn,French Polynesian news outlet La Depeche de Tahiti,,noneng_dgm_agr_mentioner_entities,2dc35298f39aa62520bd90e3da6119f9,noneng_dgm_agr_mentioner_entities__2dc35298f39aa62520bd90e3da6119f9
polynesiela1ere,French Polynesian news outlet Polynesie la 1ere,french polynesia,agriculture minister;agriculture ministry,hnmn,French Polynesia,-17.679742,-149.406843,,Hnmn,French Polynesian news outlet Polynesie la 1ere,,noneng_dgm_agr_mentioner_entities,f00181b9829f3470a744a6ab004c5d5d,noneng_dgm_agr_mentioner_entities__f00181b9829f3470a744a6ab004c5d5d
radio1tahiti,French Polynesian news outlet Radio 1,french polynesia,agriculture minister;agriculture ministry,hnmn,French Polynesia,-17.679742,-149.406843,,Hnmn,French Polynesian news outlet Radio 1,,noneng_dgm_agr_mentioner_entities,fab10cca50cfc3ffa0d39436c2409002,noneng_dgm_agr_mentioner_entities__fab10cca50cfc3ffa0d39436c2409002
tahiti_infos,French Polynesian news outlet Tahiti Infos,french polynesia,agriculture minister;agriculture ministry,hnmn,French Polynesia,-17.679742,-149.406843,,Hnmn,French Polynesian news outlet Tahiti Infos,,noneng_dgm_agr_mentioner_entities,81e98ed7e09240b2a4c8b8d2ac276419,noneng_dgm_agr_mentioner_entities__81e98ed7e09240b2a4c8b8d2ac276419
tahitinewstweet,French Polynesian news outlet Tahitinews,french polynesia,agriculture minister;agriculture ministry,hnmn,French Polynesia,-17.679742,-149.406843,,Hnmn,French Polynesian news outlet Tahitinews,,noneng_dgm_agr_mentioner_entities,52f732f239b61c749c60b0bcd21efcca,noneng_dgm_agr_mentioner_entities__52f732f239b61c749c60b0bcd21efcca
gabonmediatime,Gabonese news outlet Gabon Media Time,gabon,agriculture minister;agriculture ministry,hnmn,Gabon,-0.803689,11.609444,,Hnmn,Gabonese news outlet Gabon Media Time,,noneng_dgm_agr_mentioner_entities,3755ee6dfe3bbd72ec04d183ff1f8c88,noneng_dgm_agr_mentioner_entities__3755ee6dfe3bbd72ec04d183ff1f8c88
info241_,Gabonese news outlet Info241,gabon,agriculture minister;agriculture ministry,hnmn,Gabon,-0.803689,11.609444,,Hnmn,Gabonese news outlet Info241,,noneng_dgm_agr_mentioner_entities,2ad19eacd1246f85c32e24161844640a,noneng_dgm_agr_mentioner_entities__2ad19eacd1246f85c32e24161844640a
union_gabon,Gabonese news outlet L'UNION,gabon,agriculture minister;agriculture ministry,hnmn,Gabon,-0.803689,11.609444,,Hnmn,Gabonese news outlet L'UNION,,noneng_dgm_agr_mentioner_entities,10d312e04d732c5f75ae05bccd27c497,noneng_dgm_agr_mentioner_entities__10d312e04d732c5f75ae05bccd27c497
la_libreville,Gabonese news outlet La Libreville,gabon,agriculture minister;agriculture ministry,hnmn,Gabon,-0.803689,11.609444,,Hnmn,Gabonese news outlet La Libreville,,noneng_dgm_agr_mentioner_entities,f16de27face5868a218d7df1edc76a43,noneng_dgm_agr_mentioner_entities__f16de27face5868a218d7df1edc76a43
lenouveaugabon,Gabonese news outlet Le Nouveau Gabon,gabon,agriculture minister;agriculture ministry,hnmn,Gabon,-0.803689,11.609444,,Hnmn,Gabonese news outlet Le Nouveau Gabon,,noneng_dgm_agr_mentioner_entities,320c314e8ebf88a2fcdb58812454f1f5,noneng_dgm_agr_mentioner_entities__320c314e8ebf88a2fcdb58812454f1f5
civilge_geo,Georgian news outlet Civil.Ge,georgia,agriculture minister;agriculture ministry,hnmn,Georgia,32.1656221,-82.9000751,,Hnmn,Georgian news outlet Civil.Ge,,noneng_dgm_agr_mentioner_entities,c4193b72c40013497e337407924942ee,noneng_dgm_agr_mentioner_entities__c4193b72c40013497e337407924942ee
georgiatoday_gt,Georgian news outlet Georgia Today,georgia,agriculture minister;agriculture ministry,hnmn,Georgia,32.1656221,-82.9000751,,Hnmn,Georgian news outlet Georgia Today,,noneng_dgm_agr_mentioner_entities,a3700cd31da79fec7162ee0ab0494cc3,noneng_dgm_agr_mentioner_entities__a3700cd31da79fec7162ee0ab0494cc3
tv_imedi,Georgian news outlet Imedi TV,georgia,agriculture minister;agriculture ministry,hnmn,Georgia,32.1656221,-82.9000751,,Hnmn,Georgian news outlet Imedi TV,,noneng_dgm_agr_mentioner_entities,b3110d2c931f6180bc6a60b7c36c3945,noneng_dgm_agr_mentioner_entities__b3110d2c931f6180bc6a60b7c36c3945
netgazeti,Georgian news outlet Netgazeti,georgia,agriculture minister;agriculture ministry,hnmn,Georgia,32.1656221,-82.9000751,,Hnmn,Georgian news outlet Netgazeti,,noneng_dgm_agr_mentioner_entities,2d9108c380d7ad9081849a3120ea816d,noneng_dgm_agr_mentioner_entities__2d9108c380d7ad9081849a3120ea816d
tabula_media,Georgian news outlet Tabula,georgia,agriculture minister;agriculture ministry,hnmn,Georgia,32.1656221,-82.9000751,,Hnmn,Georgian news outlet Tabula,,noneng_dgm_agr_mentioner_entities,e9553741f7affc5c21b95153cf72d89e,noneng_dgm_agr_mentioner_entities__e9553741f7affc5c21b95153cf72d89e
bild,German news outlet Bild,germany,agriculture minister;agriculture ministry,hnmn,Germany,51.165691,10.451526,,Hnmn,German news outlet Bild,,noneng_dgm_agr_mentioner_entities,8a61eca50cab27086f800177b0eab82c,noneng_dgm_agr_mentioner_entities__8a61eca50cab27086f800177b0eab82c
derspiegel,German news outlet Der Spiegel,germany,agriculture minister;agriculture ministry,hnmn,Germany,51.165691,10.451526,,Hnmn,German news outlet Der Spiegel,,noneng_dgm_agr_mentioner_entities,e5eac8bbda1f3df7e60dfd180996556c,noneng_dgm_agr_mentioner_entities__e5eac8bbda1f3df7e60dfd180996556c
welt,German news outlet Die Welt,germany,agriculture minister;agriculture ministry,hnmn,Germany,51.165691,10.451526,,Hnmn,German news outlet Die Welt,,noneng_dgm_agr_mentioner_entities,16ffa63da31b61ef5ca7a8766f90fad3,noneng_dgm_agr_mentioner_entities__16ffa63da31b61ef5ca7a8766f90fad3
