keyword,keyword_upper,caption_name,location_name,location_lower,location (state),type,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
margaret s. chin,Margaret S. Chin,NYC Councilmember Chin,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Chin,,EO_Mentioner,5769e029279fb85c61e627177c5af1a6,EO_Mentioner__e88d9ef16ec59ddd91a6f411a08df58f
carlina rivera,Carlina Rivera,NYC Councilmember Rivera,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rivera,,EO_Mentioner,b6e7723ca0eb334e6b0508565a22f8a8,EO_Mentioner__6a151b602557687849259d1781ccf32d
corey johnson,Corey Johnson,NYC Councilmember Johnson,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Johnson,,EO_Mentioner,7e345b3b5ec4d130835459df857a14bd,EO_Mentioner__8a445016c0d129b102f8f2a9bc3b4e34
keith powers,Keith Powers,NYC Councilmember Powers,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Powers,,EO_Mentioner,9d7d6c1a5e1602a6042ca428dd85e607,EO_Mentioner__4c1ba7dbd6a69b854bc34105f9241ddf
ben kallos,Ben Kallos,NYC Councilmember Kallos,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Kallos,,EO_Mentioner,097d0469fa93d0e442c6ebcaddc03915,EO_Mentioner__ce0d09352350709f855967e74f08a1c9
helen rosenthal,Helen Rosenthal,NYC Councilmember Rosenthal,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rosenthal,,EO_Mentioner,ca2608c4cb837cfc66745e14d34732cd,EO_Mentioner__b0386964d3ef45e2e92de7c7018ec17a
mark levine,Mark Levine,NYC Councilmember Levine,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Levine,,EO_Mentioner,a959bc3abc9dfd29d3fd3b2c463c456b,EO_Mentioner__d85aa20a7dd197b129907fad442d8be5
diana ayala,Diana Ayala,NYC Councilmember Ayala,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ayala,,EO_Mentioner,13fad6686fd4977d0c684df698b13cdc,EO_Mentioner__3cb751e9e56f391eed8916aeaf25193b
bill perkins,Bill Perkins,NYC Councilmember Perkins,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Perkins,,EO_Mentioner,dbddc18e071466dd093e1bf7d1703761,EO_Mentioner__5b16ffe0146307125d39be75b601a359
ydanis rodriguez,Ydanis Rodriguez,NYC Councilmember Rodriguez,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rodriguez,,EO_Mentioner,cf2e107c36922ce9181292e0edfbbd7d,EO_Mentioner__7380026535452a72a5f99ba2ac9f9cfd
eric dinowitz,Eric Dinowitz,NYC Councilmember Dinowitz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Dinowitz,,EO_Mentioner,dec2f9de07c5cd9e0585c45c2bba4d7c,EO_Mentioner__0bd0c28b8a8bed0e9ce3cca75207f741
kevin riley,Kevin Riley,NYC Councilmember Riley,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Riley,,EO_Mentioner,2e0166bbd761ede55ca3005a33463909,EO_Mentioner__fe899be4e0c1fd942ce7f3d5e9f5cc9f
mark gjonaj,Mark Gjonaj,NYC Councilmember Gjonaj,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Gjonaj,,EO_Mentioner,9bf8f97a80a7caedb405dba34273d83b,EO_Mentioner__418b7c82e8b5edaab6170c2420443a70
fernando cabrera,Fernando Cabrera,NYC Councilmember Cabrera,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cabrera,,EO_Mentioner,af0199e1e8e8c2b9ffa86c4d6f0de841,EO_Mentioner__97145171acd25ca1eb1357dd862cf7f8
oswald feliz,Oswald Feliz,NYC Councilmember Feliz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Feliz,,EO_Mentioner,17042d3e76d4373de6cc00e4a8bf3f4f,EO_Mentioner__0317d3b9451071627746ab741c51a4cb
vanessa l. gibson,Vanessa L. Gibson,NYC Councilmember Gibson,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Gibson,,EO_Mentioner,5ccbaaafc61a8fea3105a1d13b3db7ff,EO_Mentioner__6e6e55a1badffacb45bcb5b510690c54
rafael salamanca jr.,Rafael Salamanca Jr.,NYC Councilmember Salamanca,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Salamanca,,EO_Mentioner,e7a53cb8fe1466a237cfc17e385e95e3,EO_Mentioner__1d6d1e937d1ea9f392510fdce867957e
"ruben diaz, sr.","Ruben Diaz, Sr.",NYC Councilmember Diaz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Diaz,,EO_Mentioner,d7ba4af4c584ee9acc18df792d291937,EO_Mentioner__35c5e0ef0d9fd15a9627e7a9d536714e
paul vallone,Paul Vallone,NYC Councilmember Vallone,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Vallone,,EO_Mentioner,ee5de15be9c730bcf2215f79e4ee65f7,EO_Mentioner__ac941aa9f34ef39e324c8935f0541a39
peter koo,Peter Koo,NYC Councilmember Koo,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Koo,,EO_Mentioner,9e09070bc2de2dc7f959cc2106e59466,EO_Mentioner__c0345a1c3ae521e9379cb6a83c61cdca
francisco moya,Francisco Moya,NYC Councilmember Moya,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Moya,,EO_Mentioner,e1707b3698d6b3ecec4091f388318b85,EO_Mentioner__98dff672c2ce2cb03da2bb829edcf860
barry grodenchik,Barry Grodenchik,NYC Councilmember Grodenchik,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Grodenchik,,EO_Mentioner,bd86646026fd270c281d4bb4ddab51a8,EO_Mentioner__9643bb9e0196ca271567cf505dff8737
james f. gennaro,James F. Gennaro,NYC Councilmember Gennaro,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Gennaro,,EO_Mentioner,eb8e1e3366693a6a4142edfecd02ee86,EO_Mentioner__68f9ee1116c8586d8c24d995e75d2375
daniel dromm,Daniel Dromm,NYC Councilmember Dromm,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Dromm,,EO_Mentioner,669c9ec67fb865c4ee9d35db87a3db45,EO_Mentioner__db26f8b329b06263666427b4e3bd8ff6
jimmy van bramer,Jimmy Van Bramer,NYC Councilmember Van Bramer,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Van Bramer,,EO_Mentioner,8ff332c35d46a44ffd2565bba7ab6e93,EO_Mentioner__50f1c207b46349126007915fdf88f379
i. daneek miller,I. Daneek Miller,NYC Councilmember Miller,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Miller,,EO_Mentioner,763bc01b3bf66151dce63292ad3a516a,EO_Mentioner__58555554e4a6ac4b1ed095c49e81d8cb
adrienne e. adams,Adrienne E. Adams,NYC Councilmember Adams,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Adams,,EO_Mentioner,23457bc2e09ca58e438f3b5ca2775001,EO_Mentioner__c41c177b22a9871c9479b96f05e8372a
karen koslowitz,Karen Koslowitz,NYC Councilmember Koslowitz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Koslowitz,,EO_Mentioner,46bb73d2a2c167c899fda7f5eed1c0f9,EO_Mentioner__b248b4cea9bdb128f2396389c7d9b234
robert f. holden,Robert F. Holden,NYC Councilmember Holden,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Holden,,EO_Mentioner,e0f41ddc701eb158f1cd8b20f3847a5e,EO_Mentioner__f9938e93a997850ac1b857e75fda470a
selvena n. brooks-powers,Selvena N. Brooks-Powers,NYC Councilmember Brooks-Powers,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Brooks-Powers,,EO_Mentioner,c78ba2d9badbd6094a6c162e845ad48e,EO_Mentioner__c01dbd003ecc6b7389c36d6a8fa9a52c
eric a. ulrich,Eric A. Ulrich,NYC Councilmember Ulrich,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ulrich,,EO_Mentioner,efd8a2c6fc75a7420049000ae78c6b20,EO_Mentioner__a782fa32a528792f3316e97d166885c8
stephen t. levin,Stephen T. Levin,NYC Councilmember Levin,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Levin,,EO_Mentioner,2540a8a45e0053a6d6d7b3f0442e2dc2,EO_Mentioner__6fc860b7f660220bce57a92a8cb9c6cc
antonio reynoso,Antonio Reynoso,NYC Councilmember Reynoso,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Reynoso,,EO_Mentioner,71e8b6f4e39413bda6867311c594fb72,EO_Mentioner__b24e009c453764f0f5d8519635f0c84a
laurie a. cumbo,Laurie A. Cumbo,NYC Councilmember Cumbo,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cumbo,,EO_Mentioner,f5a57ed1c7cdf02d7dc5d6efa31e7f3b,EO_Mentioner__662b78405831ed4b1a68da57805c26f8
"robert e. cornegy, jr.","Robert E. Cornegy, Jr.",NYC Councilmember Cornegy,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cornegy,,EO_Mentioner,5ff5502d6d23126fbb29c5f3fa3c4cde,EO_Mentioner__bdd7d325e5f9007ec19cc5aae521944f
darma v. diaz,Darma V. Diaz,NYC Councilmember Diaz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Diaz,,EO_Mentioner,d48c6aa0645ec6d6032af49a1be18edd,EO_Mentioner__35c5e0ef0d9fd15a9627e7a9d536714e
carlos menchaca,Carlos Menchaca,NYC Councilmember Menchaca,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Menchaca,,EO_Mentioner,8148104a5fecbbd5e11b84e3c97d0f0f,EO_Mentioner__ea115f2beb02c271f48b67450c66e9fb
brad lander,Brad Lander,NYC Councilmember Lander,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Lander,,EO_Mentioner,7ef8480986f67c069573b2525932dfda,EO_Mentioner__54adfa283e42ce2d772b026788e75c8f
mathieu eugene,Mathieu Eugene,NYC Councilmember Eugene,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Eugene,,EO_Mentioner,8feb0cbdc9bd9f13479e0133c5096583,EO_Mentioner__9948177fa0f397c545cf3fce4b3acbc4
alicka ampry-samuel,Alicka Ampry-Samuel,NYC Councilmember Ampry-Samuel,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ampry-Samuel,,EO_Mentioner,3576686ae759b5c3d50a45a63c157c53,EO_Mentioner__767c4710b1e82063bbe29f425f3668d2
inez barron,Inez Barron,NYC Councilmember Barron,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Barron,,EO_Mentioner,b690da6930463e03b759aa96b6f42ba3,EO_Mentioner__868c68557266241fbfef481f3aedcd2d
justin brannan,Justin Brannan,NYC Councilmember Brannan,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Brannan,,EO_Mentioner,93125e753574b7ee924d676547aa183a,EO_Mentioner__e2141b8d829ed540a0a933e5851b2f5e
kalman yeger,Kalman Yeger,NYC Councilmember Yeger,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Yeger,,EO_Mentioner,d7b7e817eb766ad2596a95e40fb63b15,EO_Mentioner__14ce77182de2cf9c116e1ac9c54a6e04
farah n. louis,Farah N. Louis,NYC Councilmember Louis,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Louis,,EO_Mentioner,0dc1731a68910e2a34ab9fc0e90d544b,EO_Mentioner__76bcfad44a19b64886361842d5ef4521
alan n. maisel,Alan N. Maisel,NYC Councilmember Maisel,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Maisel,,EO_Mentioner,ad7fe45b581968bf5ca107c7294c6217,EO_Mentioner__d10b53bee53be46e1546ad3a800b1ed3
mark treyger,Mark Treyger,NYC Councilmember Treyger,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Treyger,,EO_Mentioner,6cd8f52280422cd5e7c0393dfa66b418,EO_Mentioner__5b70ea44543538ee8d8ce06fc8d0a00b
deborah rose,Deborah Rose,NYC Councilmember Rose,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rose,,EO_Mentioner,e1d50a1713e7ccb05d16d8ef88a04119,EO_Mentioner__5c7c7a17cbdf47b82e22caaa75d7c744
steven matteo,Steven Matteo,NYC Councilmember Matteo,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Matteo,,EO_Mentioner,4566392e735adfe74639bf5769fcb1e4,EO_Mentioner__46273b423005f745a4d7a1838e9ff770
joseph c. borelli,Joseph C. Borelli,NYC Councilmember Borelli,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Borelli,,EO_Mentioner,9204c8f51d4d293a00d7509c8a3e15f7,EO_Mentioner__071f31197e0e6acea7efa2763037b216
margaretschin,MargaretSChin,NYC Councilmember Chin,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Chin,,EO_Mentioner,cc7136ac25e2094581398b05594a6054,EO_Mentioner__e88d9ef16ec59ddd91a6f411a08df58f
carlinarivera,CarlinaRivera,NYC Councilmember Rivera,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rivera,,EO_Mentioner,5ac5f5568480c525db065b68438447a6,EO_Mentioner__6a151b602557687849259d1781ccf32d
coreyjohnson,CoreyJohnson,NYC Councilmember Johnson,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Johnson,,EO_Mentioner,0e3cedc79907398f5216381367e3587e,EO_Mentioner__8a445016c0d129b102f8f2a9bc3b4e34
keithpowers,KeithPowers,NYC Councilmember Powers,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Powers,,EO_Mentioner,7a8a7629d48c36cbfcae4e12aa0f1257,EO_Mentioner__4c1ba7dbd6a69b854bc34105f9241ddf
benkallos,BenKallos,NYC Councilmember Kallos,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Kallos,,EO_Mentioner,1fc3b1c4dc7752c43c7058ec438c5782,EO_Mentioner__ce0d09352350709f855967e74f08a1c9
helenrosenthal,HelenRosenthal,NYC Councilmember Rosenthal,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rosenthal,,EO_Mentioner,d9af2281cbadc25b8578d9a505734876,EO_Mentioner__b0386964d3ef45e2e92de7c7018ec17a
marklevine,MarkLevine,NYC Councilmember Levine,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Levine,,EO_Mentioner,dcbbb84bbda9009953c8396e1e29478c,EO_Mentioner__d85aa20a7dd197b129907fad442d8be5
dianaayala,DianaAyala,NYC Councilmember Ayala,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ayala,,EO_Mentioner,8a5a06840ecfa5b04e0ca33d8c4623c5,EO_Mentioner__3cb751e9e56f391eed8916aeaf25193b
billperkins,BillPerkins,NYC Councilmember Perkins,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Perkins,,EO_Mentioner,11785827b3df4e4ddb67084a4d99c420,EO_Mentioner__5b16ffe0146307125d39be75b601a359
ydanisrodriguez,YdanisRodriguez,NYC Councilmember Rodriguez,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rodriguez,,EO_Mentioner,3b9dcaf2dec1fe308ac606ec4832300b,EO_Mentioner__7380026535452a72a5f99ba2ac9f9cfd
ericdinowitz,EricDinowitz,NYC Councilmember Dinowitz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Dinowitz,,EO_Mentioner,8ba5fac4c6399d8b3a384a8c224fd2e7,EO_Mentioner__0bd0c28b8a8bed0e9ce3cca75207f741
kevinriley,KevinRiley,NYC Councilmember Riley,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Riley,,EO_Mentioner,eb86faf2991c54bd4a0441671794d94d,EO_Mentioner__fe899be4e0c1fd942ce7f3d5e9f5cc9f
markgjonaj,MarkGjonaj,NYC Councilmember Gjonaj,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Gjonaj,,EO_Mentioner,51a36d0ea374b3d47a4d9bd330597bad,EO_Mentioner__418b7c82e8b5edaab6170c2420443a70
fernandocabrera,FernandoCabrera,NYC Councilmember Cabrera,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cabrera,,EO_Mentioner,e90ea8b2d650a8614076d19add088ead,EO_Mentioner__97145171acd25ca1eb1357dd862cf7f8
oswaldfeliz,OswaldFeliz,NYC Councilmember Feliz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Feliz,,EO_Mentioner,ae0e709d798e931807275f2b60bc97fa,EO_Mentioner__0317d3b9451071627746ab741c51a4cb
vanessalgibson,VanessaLGibson,NYC Councilmember Gibson,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Gibson,,EO_Mentioner,9a6cd2aed8dad32a79fb86e8ac9045da,EO_Mentioner__6e6e55a1badffacb45bcb5b510690c54
rafaelsalamancajr,RafaelSalamancaJr,NYC Councilmember Salamanca,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Salamanca,,EO_Mentioner,e2d7bfb00d4ac8754511aa4cd70b6096,EO_Mentioner__1d6d1e937d1ea9f392510fdce867957e
rubendiazsr,RubenDiazSr,NYC Councilmember Diaz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Diaz,,EO_Mentioner,171d0850f0e0723a4202e2a8c7e2221c,EO_Mentioner__35c5e0ef0d9fd15a9627e7a9d536714e
paulvallone,PaulVallone,NYC Councilmember Vallone,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Vallone,,EO_Mentioner,94bbb7b8ae7d215ee8f1f0dc94792fe9,EO_Mentioner__ac941aa9f34ef39e324c8935f0541a39
peterkoo,PeterKoo,NYC Councilmember Koo,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Koo,,EO_Mentioner,0ea29114f483cb5fb8c0f1596b092f62,EO_Mentioner__c0345a1c3ae521e9379cb6a83c61cdca
franciscomoya,FranciscoMoya,NYC Councilmember Moya,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Moya,,EO_Mentioner,163aeff4c01cc4298d0606f436d454ad,EO_Mentioner__98dff672c2ce2cb03da2bb829edcf860
barrygrodenchik,BarryGrodenchik,NYC Councilmember Grodenchik,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Grodenchik,,EO_Mentioner,e06e45970791c51d0402cd1a956915f8,EO_Mentioner__9643bb9e0196ca271567cf505dff8737
jamesfgennaro,JamesFGennaro,NYC Councilmember Gennaro,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Gennaro,,EO_Mentioner,7b9466b1210de75a0ac9e5e9a687c174,EO_Mentioner__68f9ee1116c8586d8c24d995e75d2375
danieldromm,DanielDromm,NYC Councilmember Dromm,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Dromm,,EO_Mentioner,04f949c46e495b769023fc84b1152981,EO_Mentioner__db26f8b329b06263666427b4e3bd8ff6
jimmyvanbramer,JimmyVanBramer,NYC Councilmember Van Bramer,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Van Bramer,,EO_Mentioner,b4d371fdf3662390a93658474c1b1b12,EO_Mentioner__50f1c207b46349126007915fdf88f379
idaneekmiller,IDaneekMiller,NYC Councilmember Miller,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Miller,,EO_Mentioner,ae21754f467f3de3315b6140e300e723,EO_Mentioner__58555554e4a6ac4b1ed095c49e81d8cb
adrienneeadams,AdrienneEAdams,NYC Councilmember Adams,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Adams,,EO_Mentioner,306d25b99d9113249bf79e49da92ab0f,EO_Mentioner__c41c177b22a9871c9479b96f05e8372a
karenkoslowitz,KarenKoslowitz,NYC Councilmember Koslowitz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Koslowitz,,EO_Mentioner,b33d6de7f2a81987838caefa3a78214b,EO_Mentioner__b248b4cea9bdb128f2396389c7d9b234
robertfholden,RobertFHolden,NYC Councilmember Holden,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Holden,,EO_Mentioner,a364b384575e7257d182c9f8d256e620,EO_Mentioner__f9938e93a997850ac1b857e75fda470a
selvenanbrookspowers,SelvenaNBrooksPowers,NYC Councilmember Brooks-Powers,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Brooks-Powers,,EO_Mentioner,1f8abab675451f96121cb6dc5d22d79a,EO_Mentioner__c01dbd003ecc6b7389c36d6a8fa9a52c
ericaulrich,EricAUlrich,NYC Councilmember Ulrich,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ulrich,,EO_Mentioner,df4071980a6c2f17c0c7f1c646e93b47,EO_Mentioner__a782fa32a528792f3316e97d166885c8
stephentlevin,StephenTLevin,NYC Councilmember Levin,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Levin,,EO_Mentioner,db034a9b4b7279bf604a6d03a0ad39b7,EO_Mentioner__6fc860b7f660220bce57a92a8cb9c6cc
antonioreynoso,AntonioReynoso,NYC Councilmember Reynoso,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Reynoso,,EO_Mentioner,a4e897b6d23e5f59460a52aa5a810ca5,EO_Mentioner__b24e009c453764f0f5d8519635f0c84a
laurieacumbo,LaurieACumbo,NYC Councilmember Cumbo,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cumbo,,EO_Mentioner,1bfccea47f7c4f71b7187ba4d4cf5dfb,EO_Mentioner__662b78405831ed4b1a68da57805c26f8
robertecornegyjr,RobertECornegyJr,NYC Councilmember Cornegy,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cornegy,,EO_Mentioner,5762b5ff11650d6356c2257b6dfdc96b,EO_Mentioner__bdd7d325e5f9007ec19cc5aae521944f
darmavdiaz,DarmaVDiaz,NYC Councilmember Diaz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Diaz,,EO_Mentioner,0bc70f78fc29077da52a870bc0a33d92,EO_Mentioner__35c5e0ef0d9fd15a9627e7a9d536714e
carlosmenchaca,CarlosMenchaca,NYC Councilmember Menchaca,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Menchaca,,EO_Mentioner,454ad66a95b04ccd938c2c1207b50967,EO_Mentioner__ea115f2beb02c271f48b67450c66e9fb
bradlander,BradLander,NYC Councilmember Lander,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Lander,,EO_Mentioner,69e9b8233a51cc5534e6e11211ef772e,EO_Mentioner__54adfa283e42ce2d772b026788e75c8f
mathieueugene,MathieuEugene,NYC Councilmember Eugene,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Eugene,,EO_Mentioner,0a3903f101752a68a1974c0879dd5186,EO_Mentioner__9948177fa0f397c545cf3fce4b3acbc4
alickaamprysamuel,AlickaAmprySamuel,NYC Councilmember Ampry-Samuel,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ampry-Samuel,,EO_Mentioner,e2ddbd781fd438db0b50ab0398b1854c,EO_Mentioner__767c4710b1e82063bbe29f425f3668d2
inezbarron,InezBarron,NYC Councilmember Barron,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Barron,,EO_Mentioner,fbca3df4fc2aa3d167605548ef055799,EO_Mentioner__868c68557266241fbfef481f3aedcd2d
justinbrannan,JustinBrannan,NYC Councilmember Brannan,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Brannan,,EO_Mentioner,5682087bcd9eeb567e98653473bbd900,EO_Mentioner__e2141b8d829ed540a0a933e5851b2f5e
kalmanyeger,KalmanYeger,NYC Councilmember Yeger,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Yeger,,EO_Mentioner,b0fd3f2572ec3f2dc019dd238e52f778,EO_Mentioner__14ce77182de2cf9c116e1ac9c54a6e04
farahnlouis,FarahNLouis,NYC Councilmember Louis,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Louis,,EO_Mentioner,bf57dc106e76918e6c453020d9983b7e,EO_Mentioner__76bcfad44a19b64886361842d5ef4521
alannmaisel,AlanNMaisel,NYC Councilmember Maisel,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Maisel,,EO_Mentioner,cdfb8afcfb0e561f4d48dbfe6eb4488f,EO_Mentioner__d10b53bee53be46e1546ad3a800b1ed3
marktreyger,MarkTreyger,NYC Councilmember Treyger,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Treyger,,EO_Mentioner,1e43b64781bfaa1df9a4cf8185d990e2,EO_Mentioner__5b70ea44543538ee8d8ce06fc8d0a00b
deborahrose,DeborahRose,NYC Councilmember Rose,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rose,,EO_Mentioner,459e631c98b4ff106411cd6122fabf4b,EO_Mentioner__5c7c7a17cbdf47b82e22caaa75d7c744
stevenmatteo,StevenMatteo,NYC Councilmember Matteo,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Matteo,,EO_Mentioner,9d14538981aab2022433713359918b56,EO_Mentioner__46273b423005f745a4d7a1838e9ff770
josephcborelli,JosephCBorelli,NYC Councilmember Borelli,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Borelli,,EO_Mentioner,ce1ae1f1db91159336b58648304c29fa,EO_Mentioner__071f31197e0e6acea7efa2763037b216
ericdinowitznyc,EricDinowitzNYC,NYC Councilmember Dinowitz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Dinowitz,,EO_Mentioner,502e279742b0383f4d6c43b672058c64,EO_Mentioner__0bd0c28b8a8bed0e9ce3cca75207f741
nyccouncilayala,NYCCouncilAyala,NYC Councilmember Ayala,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ayala,,EO_Mentioner,85f19d7141daa9fe6d98c23692a247f6,EO_Mentioner__3cb751e9e56f391eed8916aeaf25193b
adrienneeadams1,AdrienneEAdams1,NYC Councilmember Adams,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Adams,,EO_Mentioner,abb89ea40e9e5aa62992d55cf7fd8c17,EO_Mentioner__c41c177b22a9871c9479b96f05e8372a
darmavdiazd37,DarmavDiazD37,NYC Councilmember Diaz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Diaz,,EO_Mentioner,b3f8a2d809aee2a8cfe8e29638fe41fb,EO_Mentioner__35c5e0ef0d9fd15a9627e7a9d536714e
