keyword,keyword_upper,caption_name,location_name,location_lower,location (state),type,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
donna lasinski,Donna Lasinski,Michigan State Representative Lasinski,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Lasinski,,EO_Mentioner,25f5651a0fdf66e0e8fd9d0fcc672310,EO_Mentioner__95fb9e124e4a6270226e2898df2f974d
tullio liberati,Tullio Liberati,Michigan State Representative Liberati,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Liberati,,EO_Mentioner,e8365b70f72d6f9adf2ff11c21f3604c,EO_Mentioner__30130aafb75f660fdf486aded76208ee
sarah lightner,Sarah Lightner,Michigan State Representative Lightner,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Lightner,,EO_Mentioner,3f1728649ce1b353fbe9bf2a873c9700,EO_Mentioner__812dfaa61152bd67a7ac520a5c794e56
jim lilly,Jim Lilly,Michigan State Representative Lilly,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Lilly,,EO_Mentioner,12b4447a82484d180008ecabf99f0eb2,EO_Mentioner__a9e0c575f6ef283a6421b4d5d9883365
matt maddock,Matt Maddock,Michigan State Representative Maddock,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Maddock,,EO_Mentioner,f491f228915b340d4dd48a854f0d7128,EO_Mentioner__2601dac01eea13e261ffe6dc4460df7d
mari manoogian,Mari Manoogian,Michigan State Representative Manoogian,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Manoogian,,EO_Mentioner,8160ecf25f9f7441b2e77c63d3724560,EO_Mentioner__918fbe46c417a8b84a41b93225b6aaf8
steven marino,Steven Marino,Michigan State Representative Marino,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Marino,,EO_Mentioner,f0759064f5bca95f87db2470d51f216c,EO_Mentioner__9ea28f3ab6744a1e446a8a6d08443b42
gregory markkanen,Gregory Markkanen,Michigan State Representative Markkanen,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Markkanen,,EO_Mentioner,58d5aa225e8b6fa69b24562e97d50b79,EO_Mentioner__af1ddb9f0796c6ebbaddce48a416d1ad
david martin,David Martin,Michigan State Representative Martin,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Martin,,EO_Mentioner,45babc7d6c56090b67c851778fa57efa,EO_Mentioner__1d5f6efdaeef4ebb5033ceeeb4a1031a
luke meerman,Luke Meerman,Michigan State Representative Meerman,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Meerman,,EO_Mentioner,669b25d77e018fdf1f9dd9f1fc95fcae,EO_Mentioner__a2f9273845ca2ef173ae78bbc7392d75
christine morse,Christine Morse,Michigan State Representative Morse,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Morse,,EO_Mentioner,e0f0d15a2dacfd7b273d0c5d9746860a,EO_Mentioner__6a023377e848c2a6e48126aa67a96f29
mike mueller,Mike Mueller,Michigan State Representative Mueller,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Mueller,,EO_Mentioner,684962f7b000b4d9974f059507c39e70,EO_Mentioner__ce7c69c20fe1c15ac5f1a062a68c7176
cynthia neeley,Cynthia Neeley,Michigan State Representative Neeley,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Neeley,,EO_Mentioner,a3ae8a7df1e19083b969fdc2c34e3bb7,EO_Mentioner__5b6332935f074cf94b951430066d2d3c
jack o'malley,Jack O'Malley,Michigan State Representative O'Malley,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative O'Malley,,EO_Mentioner,f58bdce184f029ef445705b03352832d,EO_Mentioner__cc7329f69cb016eed78221e76dced4b2
amos o'neal,Amos O'Neal,Michigan State Representative O'Neal,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative O'Neal,,EO_Mentioner,fcc9ea1b2cfb8cf28bb8a585a2dd1efb,EO_Mentioner__35010b242f9ba42664e20676078d7005
pat outman,Pat Outman,Michigan State Representative Outman,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Outman,,EO_Mentioner,97166f431f4378a74537f78fbaebd16f,EO_Mentioner__1a096522e0f20b86a254be9761e39897
brad paquette,Brad Paquette,Michigan State Representative Paquette,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Paquette,,EO_Mentioner,1b9df2232eb425e2746d4de3701fdbe4,EO_Mentioner__8c35ec75fa989cdbab72fc20deb6a227
ronnie peterson,Ronnie Peterson,Michigan State Representative Peterson,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Peterson,,EO_Mentioner,821378d09834fd4452407ca7de5fcc7b,EO_Mentioner__fba2c6b3fd02fc724071cbe2cd75606a
laurie pohutsky,Laurie Pohutsky,Michigan State Representative Pohutsky,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Pohutsky,,EO_Mentioner,327569efa0d6ccb41093afb1fda92db9,EO_Mentioner__1e953fd837aee1922d34e9cf79463456
bryan posthumus,Bryan Posthumus,Michigan State Representative Posthumus,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Posthumus,,EO_Mentioner,ea9ccdeecb84f7e68b928ecce04e0529,EO_Mentioner__4281fbc205a0f77e87c685bb1dae6ad4
ranjeev puri,Ranjeev Puri,Michigan State Representative Puri,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Puri,,EO_Mentioner,f77e8bf51d4351d73a7ef606721f7cb7,EO_Mentioner__5b585eb85f773324f85eb73d7cca3c7c
yousef rabhi,Yousef Rabhi,Michigan State Representative Rabhi,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Rabhi,,EO_Mentioner,57a2be7b3af46bc58b0d8f104681e8f4,EO_Mentioner__95007bbb04e8dc74147d793771b76fd2
john reilly,John Reilly,Michigan State Representative Reilly,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Reilly,,EO_Mentioner,6ab4d1797bf8780aec5238c235ed7425,EO_Mentioner__7e6b3604dedb61ca8f739c54aa2a029b
daire rendon,Daire Rendon,Michigan State Representative Rendon,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Rendon,,EO_Mentioner,25009e9ab4d810e476d7c53bf21bb99e,EO_Mentioner__5b3f18aad86ab0c5cf26889e5421c42e
julie rogers,Julie Rogers,Michigan State Representative Rogers,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Rogers,,EO_Mentioner,cfabade97ff884fe77aaa65f9d70fd17,EO_Mentioner__71b7c4ea737b58d179e0c8d9fa5cebcc
john roth,John Roth,Michigan State Representative Roth,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Roth,,EO_Mentioner,9f3b87017a7c04592cd055e2895eb737,EO_Mentioner__c4d1d518e136d14c11458d605596549b
terry sabo,Terry Sabo,Michigan State Representative Sabo,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Sabo,,EO_Mentioner,52d5bf7d990412179a947ebc12a3ee4e,EO_Mentioner__82340bcc12e08a710d9b0d0787f4c89c
andrea schroeder,Andrea Schroeder,Michigan State Representative Schroeder,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Schroeder,,EO_Mentioner,65c221334254b515414056b4ba42c640,EO_Mentioner__df5be484b63e5e8f2b953bc68ad5ce3d
helena scott,Helena Scott,Michigan State Representative Scott,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Scott,,EO_Mentioner,35951132c540362105e66c4137c77c65,EO_Mentioner__4ba7ede56741d830cbb48815a97230f4
nate shannon,Nate Shannon,Michigan State Representative Shannon,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Shannon,,EO_Mentioner,95e01fc307dc4d6e27c2951ca9ce8615,EO_Mentioner__b02c9ea424e2d9060d49df21b5f3b3df
bradley slagh,Bradley Slagh,Michigan State Representative Slagh,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Slagh,,EO_Mentioner,227cc5cb8d3f58297e703e4ef59b4802,EO_Mentioner__0f547b561904871e6fbfadd550b7cbea
tim sneller,Tim Sneller,Michigan State Representative Sneller,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Sneller,,EO_Mentioner,7b85116f066d9d87b5add03fae97fa84,EO_Mentioner__591aef0a7d1affa625da3443ba60505f
william sowerby,William Sowerby,Michigan State Representative Sowerby,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Sowerby,,EO_Mentioner,0dca60cd7bce9aff1c4d08265910b544,EO_Mentioner__e79d26a5cc921f511d24a3f26b63e90c
samantha steckloff,Samantha Steckloff,Michigan State Representative Steckloff,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Steckloff,,EO_Mentioner,c50d05ac5c1ab1b11e60a282d71da9bc,EO_Mentioner__3a9a0e2fc777755d51f662e3b16352f4
richard steenland,Richard Steenland,Michigan State Representative Steenland,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Steenland,,EO_Mentioner,971cc688447d37b0ae13b160ec33af09,EO_Mentioner__e7ec64e974620df69890845e24f8a101
lori stone,Lori Stone,Michigan State Representative Stone,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Stone,,EO_Mentioner,19116d3bbf84c7e433da55591e2df15c,EO_Mentioner__2aec001fa622e5c6c45783763029a804
joseph tate,Joseph Tate,Michigan State Representative Tate,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Tate,,EO_Mentioner,c35d431414d05887b8e1e8080acc5a39,EO_Mentioner__e6e0120c18a5e2fc9002b90d19a89375
shri thanedar,Shri Thanedar,Michigan State Representative Thanedar,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Thanedar,,EO_Mentioner,e345da8db4358bb405ebc165fb1de217,EO_Mentioner__ac007b2710afd8c95a3e51d17b491bcd
mark tisdel,Mark Tisdel,Michigan State Representative Tisdel,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Tisdel,,EO_Mentioner,33e6d4c0f8174a7565cfa0e02a2f3c5d,EO_Mentioner__f60214379e853481ba20baf0f9310536
scott vansingel,Scott VanSingel,Michigan State Representative VanSingel,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative VanSingel,,EO_Mentioner,1ad3b4c83220309d9f763197f98b7dd3,EO_Mentioner__673d25de129ac363017b399b6cc20171
greg vanwoerkom,Greg VanWoerkom,Michigan State Representative VanWoerkom,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative VanWoerkom,,EO_Mentioner,737d9662c80ec143533c241549647ef5,EO_Mentioner__068ce1a2959310b4453c4d1ed0ad1657
rodney wakeman,Rodney Wakeman,Michigan State Representative Wakeman,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Wakeman,,EO_Mentioner,f23ab13cd8530f98e17080d57870ca28,EO_Mentioner__0f3f077004007bc5d9514266b8a38686
regina weiss,Regina Weiss,Michigan State Representative Weiss,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Weiss,,EO_Mentioner,949e305e3dc2e4cd734aec890e36de5d,EO_Mentioner__ae1bc9a531b081b665a0ef35be5abab7
pauline wendzel,Pauline Wendzel,Michigan State Representative Wendzel,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Wendzel,,EO_Mentioner,8eb2acf7f711f315b3fb7fe2bb72db7e,EO_Mentioner__6567073c639d346fff661cd566438ed4
jason wentworth,Jason Wentworth,Michigan State Representative Wentworth,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Wentworth,,EO_Mentioner,324db2a2bbebee68d4309c7e2a3270dd,EO_Mentioner__ef883335e8672024b7b0f49a987246b3
mary whiteford,Mary Whiteford,Michigan State Representative Whiteford,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Whiteford,,EO_Mentioner,1bfe9f938e22cc0081e32da560e20db4,EO_Mentioner__bafd28384adb016b5599c6fcaae8d3de
karen whitsett,Karen Whitsett,Michigan State Representative Whitsett,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Whitsett,,EO_Mentioner,11ed9439d068a2cc04e88b273475edbf,EO_Mentioner__49c5a2141fc7263657b2f57f0dea1655
angela witwer,Angela Witwer,Michigan State Representative Witwer,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Witwer,,EO_Mentioner,4102ea4959dc5b02a40e98d8071a7d13,EO_Mentioner__a1b8d128737a6edf132023ed60a30752
douglas wozniak,Douglas Wozniak,Michigan State Representative Wozniak,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Wozniak,,EO_Mentioner,e5963944a15bc2799fe56b6becb4de96,EO_Mentioner__08568af8d3f0faba9bb08e8923535d02
tenisha yancey,Tenisha Yancey,Michigan State Representative Yancey,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Yancey,,EO_Mentioner,00b90c6994f38aa60735e435d35553ed,EO_Mentioner__5814dc74e330af23d82b5f4e912e5e86
jeff yaroch,Jeff Yaroch,Michigan State Representative Yaroch,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Yaroch,,EO_Mentioner,c89ab353c220ce25e27eea83d65dbc03,EO_Mentioner__15f289196b33d7c1155b74028a3612c3
stephanie young,Stephanie Young,Michigan State Representative Young,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Young,,EO_Mentioner,b77d6b9667807f7c839c50bd482d506d,EO_Mentioner__21ec79558571c682e1c6edfe17e078b4
betty alexander,Betty Alexander,Michigan State Senator Alexander,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Alexander,,EO_Mentioner,17eb975144ac6a308b27b9c4db381acf,EO_Mentioner__0feba4293f887e40ae174a9df7d984c4
jim ananich,Jim Ananich,Michigan State Senator Ananich,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Ananich,,EO_Mentioner,78e48567950aaa7e0a08776e12c38850,EO_Mentioner__fb9a9b27294f195b6017fa019d614d2f
tom barrett,Tom Barrett,Michigan State Senator Barrett,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Barrett,,EO_Mentioner,5512f177bd10149381f58b38c15d62c2,EO_Mentioner__eb00d456bd9c1479941f0aa0d99ab05f
rosemary bayer,Rosemary Bayer,Michigan State Senator Bayer,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Bayer,,EO_Mentioner,df95e8eb280d49bfd538ff4268fe34af,EO_Mentioner__4e9c0737b46f2f4f64f31ef0ccf32304
john bizon,John Bizon,Michigan State Senator Bizon,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Bizon,,EO_Mentioner,faade6589faaaccc4c157a591159c533,EO_Mentioner__02b349c0a183f912e26707b65d197292
winnie brinks,Winnie Brinks,Michigan State Senator Brinks,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Brinks,,EO_Mentioner,ea25a2ee6becb5436ad0105b9c9d8c83,EO_Mentioner__1d26744a29655a3bd91eb0535320d6d9
marshall bullock,Marshall Bullock,Michigan State Senator Bullock,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Bullock,,EO_Mentioner,9274fbdae31b223e50027a5406178972,EO_Mentioner__c3fc32653a64bb99bb657a69bc874e5a
jon bumstead,Jon Bumstead,Michigan State Senator Bumstead,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Bumstead,,EO_Mentioner,e985fc133200ec6f92fe05c2a8b68ad4,EO_Mentioner__863b961c10018d799f1d4084c8cbea99
stephanie chang,Stephanie Chang,Michigan State Senator Chang,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Chang,,EO_Mentioner,2d5dd93710deaf6c3352af103a1b48ea,EO_Mentioner__16b1aa8a5bd0d53592743f4a9fbcd8ad
kevin daley,Kevin Daley,Michigan State Senator Daley,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Daley,,EO_Mentioner,b811ba01dede01f2d94a1d23603c58d8,EO_Mentioner__38c98b5aa3f34dc7950d81a937e2d394
erika geiss,Erika Geiss,Michigan State Senator Geiss,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Geiss,,EO_Mentioner,43f3869b0323d23a146e161dd90cf74c,EO_Mentioner__86f8cab834135679da3a916bea44332b
curtis hertel,Curtis Hertel,Michigan State Senator Hertel,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Hertel,,EO_Mentioner,6620563ae1f1251f04b3aade46e9b951,EO_Mentioner__f66aecabfe475e77a1eb0b5653c35f4c
adam hollier,Adam Hollier,Michigan State Senator Hollier,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Hollier,,EO_Mentioner,7b46630f135fbf77cdf2a8210a7ae6b6,EO_Mentioner__28232a71edd6bdafc52e53f863ebdb79
kenneth horn,Kenneth Horn,Michigan State Senator Horn,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Horn,,EO_Mentioner,e805521e0c6e9733eccc293b349a03a9,EO_Mentioner__c48121fe34ad9406c7a9c087024a6007
jeff irwin,Jeff Irwin,Michigan State Senator Irwin,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Irwin,,EO_Mentioner,e70ab4c29689d241fb908e6cb645918a,EO_Mentioner__c1b75791dccb2cc85b0080b81860273a
ruth johnson,Ruth Johnson,Michigan State Senator Johnson,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Johnson,,EO_Mentioner,d44d8fb53f64b2d4dbc143101c4b50b1,EO_Mentioner__ab708bae2c2640a11e933c0280c69919
kim lasata,Kim LaSata,Michigan State Senator LaSata,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator LaSata,,EO_Mentioner,a2ce7b1ad6db9ae70af5ed7b0184ecdc,EO_Mentioner__7e9fa75e1bc3cb7673f5d8c02d394b36
dan lauwers,Dan Lauwers,Michigan State Senator Lauwers,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Lauwers,,EO_Mentioner,92e8eeb30f692ed491ee120c4c41826d,EO_Mentioner__751d09dac7aea25af80a1461df19fed5
michael macdonald,Michael MacDonald,Michigan State Senator MacDonald,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator MacDonald,,EO_Mentioner,97d7c929c197e1392337d04d2229f361,EO_Mentioner__2cce5f0186a73afe2cedb2ac9bb00cbe
edward mcbroom,Edward McBroom,Michigan State Senator McBroom,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator McBroom,,EO_Mentioner,5a4814f04ca33d406cef539dc93aa9e1,EO_Mentioner__35413fbd94b50afdd04fd0c40d430468
sean mccann,Sean McCann,Michigan State Senator McCann,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator McCann,,EO_Mentioner,c70bbecad17d9a54eccd87264c25db1e,EO_Mentioner__97647d79919d3b5031cd76fe2b1c9317
mallory mcmorrow,Mallory McMorrow,Michigan State Senator McMorrow,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator McMorrow,,EO_Mentioner,ad0904adf77eb415248c9c7b54df50d5,EO_Mentioner__82e23e53076e3a06c3f09f8ce461e0d9
jeremy moss,Jeremy Moss,Michigan State Senator Moss,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Moss,,EO_Mentioner,b016bad5c277e8a8e4246bed4b4d771a,EO_Mentioner__288b4bcc3fec518fbe71b1c898fd7563
aric nesbitt,Aric Nesbitt,Michigan State Senator Nesbitt,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Nesbitt,,EO_Mentioner,d0beeb239adf5b9fefb7c493cacc7b26,EO_Mentioner__da7e14ae80fcf4c7bb0d50e7e7d3fae9
rick outman,Rick Outman,Michigan State Senator Outman,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Outman,,EO_Mentioner,c675aae92b1269d76e5474c6f18bbb3d,EO_Mentioner__10261441e20e5987f7538050f645ed59
dayna polehanki,Dayna Polehanki,Michigan State Senator Polehanki,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Polehanki,,EO_Mentioner,480375b52897fc23121b5c1fdded204e,EO_Mentioner__e48adb04ad0c07a49cc4caea4bbb692f
jim runestad,Jim Runestad,Michigan State Senator Runestad,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Runestad,,EO_Mentioner,4634bc18d4faeec43c5f52651197e25b,EO_Mentioner__6adef5c6619a666a2dd79d0e3409df52
sylvia santana,Sylvia Santana,Michigan State Senator Santana,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Santana,,EO_Mentioner,8d3972c20232475b6c72c78fd8a6434a,EO_Mentioner__25ff1f0d0604ef046158d4a33b5f6d62
wayne schmidt,Wayne Schmidt,Michigan State Senator Schmidt,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Schmidt,,EO_Mentioner,2f27174aaae2a7c199ed822bac213c2e,EO_Mentioner__62ec9d9b91ff013296c6e7901f41a663
michael shirkey,Michael Shirkey,Michigan State Senator Shirkey,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Shirkey,,EO_Mentioner,4fcf1b1f86aed91965469847496b3545,EO_Mentioner__217e6c39e1980b00fe7a94e4f208ff91
jim stamas,Jim Stamas,Michigan State Senator Stamas,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Stamas,,EO_Mentioner,4b0f5f648039d80a1720567c709ce196,EO_Mentioner__7043c2b103221070ba4d0a274e6306db
lana theis,Lana Theis,Michigan State Senator Theis,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Theis,,EO_Mentioner,8ab69e838cbb7fb9482429c5d25cdac7,EO_Mentioner__e620bfc7e68db6ac9bdae5c1ae6a6217
curtis vanderwall,Curtis VanderWall,Michigan State Senator VanderWall,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator VanderWall,,EO_Mentioner,64bd2924fb007d7275e960e03ac6f184,EO_Mentioner__d6d553d94dc7308667e86d81b8bfc8fe
roger victory,Roger Victory,Michigan State Senator Victory,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Victory,,EO_Mentioner,bdacf09549a8bbe291ce17d47f19466a,EO_Mentioner__4b7aaa5917a26c213c5562352a8ff9d9
paul wojno,Paul Wojno,Michigan State Senator Wojno,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Wojno,,EO_Mentioner,42be4a7c60e04dae8db8cb3f9f2d142d,EO_Mentioner__6a74fec8f0661ad75b7668d341dcb506
dale zorn,Dale Zorn,Michigan State Senator Zorn,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Senator Zorn,,EO_Mentioner,9752d73b663a0a7809d744a83bbd8858,EO_Mentioner__ae7e75639bd13a4654b517231a211605
abrahamaiyash,AbrahamAiyash,Michigan State Representative Aiyash,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Aiyash,,EO_Mentioner,4e1882a84c759cc807e05b5d2f47b16c,EO_Mentioner__ec6a38f6d6daac7814fad296460704d5
thomasalbert,ThomasAlbert,Michigan State Representative Albert,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Albert,,EO_Mentioner,8e8dfcf6d7e432d8b5f11fb49056d19b,EO_Mentioner__8d72e148da15bd438730673690f9d3b8
juliealexander,JulieAlexander,Michigan State Representative Alexander,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Alexander,,EO_Mentioner,fe5bd39a27a0a7dc88c86d3275e79c61,EO_Mentioner__f17edca3d7ea42b421a47e63cf46a4e7
sueallor,SueAllor,Michigan State Representative Allor,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Allor,,EO_Mentioner,354e7e9e26ddb965e886b7082a91dd24,EO_Mentioner__be031e4dcc93b186112dd0b885626d0b
sarahanthony,SarahAnthony,Michigan State Representative Anthony,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Anthony,,EO_Mentioner,52a0d7bdd6ea185720bdf5f73650e360,EO_Mentioner__27fb835a611c36c5f77e421a4816acd9
andrewbeeler,AndrewBeeler,Michigan State Representative Beeler,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Beeler,,EO_Mentioner,5c17818e73385d06bb9e886231fb6b81,EO_Mentioner__2170af9c881198bac7e6cccaba169101
josephbellino,JosephBellino,Michigan State Representative Bellino,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Bellino,,EO_Mentioner,3936338c781f2c5c6061eaef5baa361c,EO_Mentioner__0b0f6abc605199c8479c44d46d58ebdf
ryanberman,RyanBerman,Michigan State Representative Berman,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Berman,,EO_Mentioner,8960b3f02d5e03963699293496c27d92,EO_Mentioner__fea26ee9da81b7d0a52ba0f1a38c9bf5
timothybeson,TimothyBeson,Michigan State Representative Beson,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Beson,,EO_Mentioner,59a4eff52b4355aa912021bc780f1d98,EO_Mentioner__dca272e41ac718f732f589612efd2923
robertbezotte,RobertBezotte,Michigan State Representative Bezotte,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Bezotte,,EO_Mentioner,93ca6c17b4d8e0af165e57519521776e,EO_Mentioner__4a497b7de09ee16900c2caed0d03228b
annbollin,AnnBollin,Michigan State Representative Bollin,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Bollin,,EO_Mentioner,bddb1f32734ccbee0d790daf23d97c20,EO_Mentioner__2bb7df3336b6b56af54afae510997557
kenborton,KenBorton,Michigan State Representative Borton,Michigan,michigan,Michigan,StateLegislator,general.alert4,Statelegislator,Michigan State Representative Borton,,EO_Mentioner,356a73be1cfd9507751ef18e8c0918be,EO_Mentioner__d34a0d93e6e2a8f15bf14ce76a659c45
