keyword,caption_name,topic_id,groups,location,guid,.1,.2,.3,.4,apple suppliers,.5,.6,.7,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
中国赛特集团,China Saite Group,188278,,,a456b731d3ea9894e36d5ac8f85392ad,,,,0,,,,6,AAEntity,China Saite Group,,dgm_weibo_media_mentionee,406fb84dc1e2b37d5e4a4a07232152b3,dgm_weibo_media_mentionee__476a7312d16867261b1d68a7163b359d
中国光大银行,state-owned company China Everbright Bank,188121;188278,,,a510f80f3c01976475e25d56b3673f5a,,,,0,,,state-owned company state-owned company China Everbright Bank,6,Media,state-owned company China Everbright Bank,,dgm_weibo_media_mentionee,f072893d2dab40ef00411a3951bf2a01,dgm_weibo_media_mentionee__b7a63faf8002b25452dd7020cb119a42
盛京银行股份,Shengjing Bank,188278,,,a55c242f69550b9de4765c62c26b6928,,#N/A,,0,,,,6,Pipeline,Shengjing Bank,,dgm_weibo_media_mentionee,0691ddc2ecec8ae2dd16340ddb0b4c40,dgm_weibo_media_mentionee__f0e53d9c77f216060942c1c266298f8c
发现金融服务,Discover Financial Services,188278,,,a6404f7feafdb9022a4fe8d84508cb48,,n,,2,,,,6,Shipping,Discover Financial Services,,dgm_weibo_media_mentionee,c9c888305a2710c86bf5ce0688c90035,dgm_weibo_media_mentionee__c5f9dcd284f80cd56cb8cf8ebdde305b
广深铁路股份,Guangshen Railway,188278,,,a6461c879b9a269864e617299095bb0a,,#N/A,,0,,,,6,IndustryTerm,Guangshen Railway,,dgm_weibo_media_mentionee,e9bc1f337e16342fa50211a27c5dda60,dgm_weibo_media_mentionee__e40e30e33aad4ef16c38fda36e66827f
深圳国际控股,Shenzhen International Holdings,188278,,,a64c2f280faec56c79edae0a29fe2a12,,#N/A,,0,,,,6,Person,Shenzhen International Holdings,,dgm_weibo_media_mentionee,921048565f32321f19fbf5a6e22a6cdf,dgm_weibo_media_mentionee__56254d9821da2dcde0e128ccbc6f05c3
路易十三集团,South Shore Holdings,188278,,,a74fc7961deb09f663ffa7fa5b04404d,,#N/A,,0,,,,6,LegislativeCommittee,South Shore Holdings,,dgm_weibo_media_mentionee,75a9ffa6c70d35c2aebb497560d83c45,dgm_weibo_media_mentionee__a3c943fa10a0cf091c4f0a90d78ab1ec
建滔化工集团,Kingboard Holdings,188278,,,a8e7675dd932153ffef79cf059a6f18a,,#N/A,,0,,,,6,Organization,Kingboard Holdings,,dgm_weibo_media_mentionee,261f30e255ce7d4b0b52c086781c076b,dgm_weibo_media_mentionee__62d417d4ee6f1ba34667948b32bda771
大唐国际发电,Datang International Power Generation,188278,,,a93a3eed8e437e48fbcff5dbdd9286b1,,#N/A,,1,,,,6,LegislativeCommittee,Datang International Power Generation,,dgm_weibo_media_mentionee,5c0aadc15f7a8fbc8269686c8be11852,dgm_weibo_media_mentionee__37ad56481080796d82b7840dda030acc
百时美施贵宝,Bristol-Myers Squibb,188278,,,a94ea7f831bc66747a53a3735825f793,,n,,1,,,,6,Organization,Bristol-Myers Squibb,,dgm_weibo_media_mentionee,2494e51f23500b23f2912a4d20d2515c,dgm_weibo_media_mentionee__d4c40cb9f02fd866ab671f3ce45dfa72
中国酿酒集团,China Beidahuang Industry Group,188278,,,a99133b362288ab41bd67929d8460099,,,,0,,,,6,Legislator,China Beidahuang Industry Group,,dgm_weibo_media_mentionee,8960f93d44fa929b96137e735ebfaedf,dgm_weibo_media_mentionee__3b8c1e0f7a6d4983f1d644f16edbec18
中国旺旺控股,Want Want China Holdings,188278,,,a9cfaefcdcfd014d71a2ffc7f9242dd7,,,,0,,,,6,News,Want Want China Holdings,,dgm_weibo_media_mentionee,fc228b165c4d61ec847dd28832b52a0d,dgm_weibo_media_mentionee__f4f3033ad2226f79622c559e22eb94c6
中银航空租赁,BOC Aviation,188278,,,aacc0d4145c831f20e5b3b516262729f,y,#N/A,,0,,Chinese company BOC Aviation,,6,Person,BOC Aviation,,dgm_weibo_media_mentionee,34d4fc78f703268c4c4bd778687d8c78,dgm_weibo_media_mentionee__f1cdba2fd95d270e74f849274abb7c10
ｍｉ能源控股,MIE Holdings Corporation,188278,,,aafba78824b8e0ee064fa7126258eaa8,,n,,,,,,6,Wells,MIE Holdings Corporation,,dgm_weibo_media_mentionee,5b6afd0697fe07a35c39a6f237be3735,dgm_weibo_media_mentionee__d1f90c96414e4d0e456762132cca7786
华住酒店集团,Huazhu Group,188278,,,aba1ff8443f68577a3b0839628119b69,y,#N/A,,0,,Chinese company Huazhu Group,,6,Refinery,Huazhu Group,,dgm_weibo_media_mentionee,ba78d181563bec3588f22cfda5685ae9,dgm_weibo_media_mentionee__ab612a014824562c8d5ca19277882aa5
徽商银行股份,Huishang Bank Corporation,188278,,,aba753776eec7b1963cbe67eb346e10d,,#N/A,,0,,,,6,ForeignMinister,Huishang Bank Corporation,,dgm_weibo_media_mentionee,d906dff8f7a5de823505c3ad1fa85914,dgm_weibo_media_mentionee__6867d01d7fc387e4804fed61750802da
友邦保险控股,AIA Group,188278,,,ac95be27881d853fa7181cca8a24761e,,#N/A,,1,,,,6,Pipeline,AIA Group,,dgm_weibo_media_mentionee,7e85f40e3c45de6df5852582f2883b42,dgm_weibo_media_mentionee__8e2626abee3923977029e32d1a3cd83f
visa公司,Visa,188278,,,acab4e59bb18181324d348ea9feb9ddc,,,,,,,,6,Media,Visa,,dgm_weibo_media_mentionee,e97ce2e938f47bff0cba96f5ead73a7c,dgm_weibo_media_mentionee__89fc0d6fe12b0e0c1af5c7a0373435a6
visa中国,Visa,188278,,,acab4e59bb18181324d348ea9feb9ddc,,,,,,,,6,Media,Visa,,dgm_weibo_media_mentionee,a4714d10c285631405fadfd2e6639757,dgm_weibo_media_mentionee__89fc0d6fe12b0e0c1af5c7a0373435a6
sandoz,Sandoz,188278,,,acccf8b7824ee83b2d614c5dc3f526a2,,n,,,,,,6,Diplomat,Sandoz,,dgm_weibo_media_mentionee,9481be63515d46b5557244bf8e2bd39b,dgm_weibo_media_mentionee__4c59c55b40056cbedf8473330a1c917f
国际资源集团,G-Resources Group,188278,,,ad778c4da1ae34917e1b5e9bbfaeef81,,#N/A,,0,,,,6,CompanyKeyword,G-Resources Group,,dgm_weibo_media_mentionee,7b0b4dc2bc03015b902b470a478b8f90,dgm_weibo_media_mentionee__49f015c4a26d2242c1d0cde9cbd472d3
中国公共采购,China Public Procurement,188278,,,b09bc1d7b9fb37d802d63aa36db22147,,,,0,,,,6,LegislativeCommittee,China Public Procurement,,dgm_weibo_media_mentionee,452fec8e3f8be369518cd32b09a94275,dgm_weibo_media_mentionee__77ae5cdcd008624599e38cf9243a4ec8
联想控股股份,Legend Holdings Corporation,188278,,,b13639e31e14d5cbe1eaeff7c213e017,,#N/A,,0,,,,6,IndustryTerm,Legend Holdings Corporation,,dgm_weibo_media_mentionee,b0344106768a420bdfd33cfc95bb3b1a,dgm_weibo_media_mentionee__d958fb63ba92ccd3a9172c7ff8d8e551
欢喜传媒集团,Huanxi Media Group,188278,,,b16c4850ecace2f38541c88aeea04266,,#N/A,,0,,,,6,ForeignMinistry,Huanxi Media Group,,dgm_weibo_media_mentionee,17d66b27f84fd4fac048e967dfecce87,dgm_weibo_media_mentionee__6f7ddd85826122a1bd5945b443858f53
纽约银行梅隆,Bank of New York Mellon,188278,,,b2f2c0d486fea7c706245510793f29fd,,n,,1,,,,6,Person,Bank of New York Mellon,,dgm_weibo_media_mentionee,0ede91bd341665f8dfedf32de8bcf039,dgm_weibo_media_mentionee__0ebf030c633d0b0bf0578f13954050ea
绿城中国控股,Greentown China Holdings,188278,,,b3606ccafa4de2cef73b1f9357e7d471,,,,0,,,,6,ForeignMinistry,Greentown China Holdings,,dgm_weibo_media_mentionee,81598ac041402029eb6429a945c5b391,dgm_weibo_media_mentionee__1508de0f4d53f42dbd597a2e7fe9c6ec
中国中铁股份,China Railway Group,188278,,,b48219463b120697a02fe25cd777cede,,,,0,,,state-owned company China Railway Group,6,ForeignMinister,China Railway Group,,dgm_weibo_media_mentionee,0fa3059616edb9f66ea69ea3abb378ba,dgm_weibo_media_mentionee__8c7e503f9a8a0170d04f27b9dcd751e4
摩托罗拉系统,Motorola Solutions,188278,,,b52267bfc351e464cb0e23dd7763e95b,,n,,1,,,,6,Person,Motorola Solutions,,dgm_weibo_media_mentionee,d97e4f70b8d8df5b667796d0a2a41aa0,dgm_weibo_media_mentionee__662c8a30384e01fb9bb7e9014748373e
中国油气控股,Sino Oil and Gas Holdings,188278,,,b956339d3869ba9ef444394351fd3063,y,#N/A,,0,,Chinese company Sino Oil and Gas Holdings,,6,AAEntity,Sino Oil and Gas Holdings,,dgm_weibo_media_mentionee,01ba877fad048061f5441cf0a22f111f,dgm_weibo_media_mentionee__bfa0c1f57d85c82b6c0e3852abd8887a
天能动力国际,Tianneng Power International,188278,,,ba0d41c13974ab2cc1cd62e197670030,,#N/A,,0,,,,6,IndustryTerm,Tianneng Power International,,dgm_weibo_media_mentionee,42f0218f6e3661fe9a887ee927f996fe,dgm_weibo_media_mentionee__a2cec05587c9821abe7d784c3700d0f5
银河娱乐集团,Galaxy Entertainment Group,188278,,,ba2c9ad887c8bc6043dcc61fcd84912e,,#N/A,,0,,,,6,IndustryTerm,Galaxy Entertainment Group,,dgm_weibo_media_mentionee,731dfe0efaf25949caeda1ef56fc4265,dgm_weibo_media_mentionee__eaea333b0bd8d48658a0206b54aebb62
中国地产集团,China Properties Group,188278,,,baadab006c6fd8bd321d19bdc39f7a06,,,,0,,,,6,Organization,China Properties Group,,dgm_weibo_media_mentionee,b20e930dbf0643a4a8d1700de9f83668,dgm_weibo_media_mentionee__b78bf05468257edaf62256ac5a94b671
澳门励骏创建,Macau Legend Development,188278,,,bb3827285e07a992bcd3aacc924a755d,,#N/A,,0,,,,6,AAEntity,Macau Legend Development,,dgm_weibo_media_mentionee,4783cb39282fa9f93b2f9feeebf9086e,dgm_weibo_media_mentionee__4d9a55dad8c957af07a32da506843db1
丽新制衣国际,Lai Sun Garment,188278,,,bb5f6c59c600ca1629b1d820435f9448,,#N/A,,0,,,,6,Organization,Lai Sun Garment,,dgm_weibo_media_mentionee,bf62f22d17d8af0563f69edb6d290124,dgm_weibo_media_mentionee__96ae01bb37dc0d20a9ab33da4363ab7d
中国白银集团,China Silver Group,188278,,,bb6d4426a9b2f873ee02e343437b487e,,,,0,,,,6,CompanyKeyword,China Silver Group,,dgm_weibo_media_mentionee,562bef3323477e060b1177483002d00f,dgm_weibo_media_mentionee__0d7e9e7bf2ccba459bc209d4f0253532
华人置业集团,Chinese Estates Holdings,188278,,,bc8467fcfd1e51a17727ede3cfe9f3fe,y,#N/A,,0,,Chinese company Chinese Estates Holdings,,6,Organization,Chinese Estates Holdings,,dgm_weibo_media_mentionee,020a3cd99169e60f5f02e0177498d157,dgm_weibo_media_mentionee__898631b5a694c5bbf38ab9583a545fb6
中原证券股份,Central China Securities,188278,,,bda7efa3952860ea9863c97884e7df79,,,,0,,,,6,Refinery,Central China Securities,,dgm_weibo_media_mentionee,28961ee5e1b4170475407fec1c9fe939,dgm_weibo_media_mentionee__238a42f7f5c3fbeab836c0ee64e30999
西太平洋银行,Westpac,188278,,,be092acf3bdd9edb18379fcff13bbb0d;66f3f385b2f3bf76d89d2eaeba5e300c,,n,,1,,,,6,ForeignMinister,Westpac,,dgm_weibo_media_mentionee,cc4e418dc2673c6a3cf698654342eb3b,dgm_weibo_media_mentionee__ce9633ac910f02f2f006f3846106bcc0
ygm 贸易,YGM Trading,188278,,,be3c043a793e3850a39b04894fa8c4ba,,n,,,,,,6,DiplomaticFacilities,YGM Trading,,dgm_weibo_media_mentionee,424a072409dfe777382d511a937442f3,dgm_weibo_media_mentionee__59f8dca4279effdee3bb3d84df7d1270
kohl's,Kohl's,188278,,,bebe2053a8d82be1e8c0986f277a27ba,,n,,,,,,6,Organization,Kohl's,,dgm_weibo_media_mentionee,1248ece389d381aec86def1811909de9,dgm_weibo_media_mentionee__f47914299f3d8460ea82dd21f435b624
中远海运控股,COSCO SHIPPING Holdings,188278,,,becf45a2961a74ba2eb23a68842003b5,y,#N/A,,1,,Chinese company COSCO SHIPPING Holdings,,6,ForeignMinister,COSCO SHIPPING Holdings,,dgm_weibo_media_mentionee,6b0d7ebdf43b8109498eeb54b264a2e8,dgm_weibo_media_mentionee__4130817f85f3607a359053bf2efd09fd
思捷环球控股,Esprit Holdings,188278,,,c065a8e7a0a02fcb23b03ef545100596,,#N/A,,0,,,,6,CompanyKeyword,Esprit Holdings,,dgm_weibo_media_mentionee,7d85c576b6d85813699d3ffc54c23763,dgm_weibo_media_mentionee__25be4eb3a264a3e31252587720994b8d
超威动力控股,Chaowei Power Holdings,188278,,,c0d6ef495237e6a0224cf01743e91b56,,#N/A,,0,,,,6,Media,Chaowei Power Holdings,,dgm_weibo_media_mentionee,26618733a75d39abf86093f8d2646021,dgm_weibo_media_mentionee__75d4e497fbb81ed0dcc375392fb0b23d
美国金融集团,American Financial Group,188278,,,c0e11213e8c6a4d61a06f67c0c13418b,,n,,1,,,,6,News,American Financial Group,,dgm_weibo_media_mentionee,577a4fe3f24610e8985c23222696f5bc,dgm_weibo_media_mentionee__087675ae39564726e3675da059def44b
j crew,J.Crew,188278,,,c0e4ef6075b89cb4c9dd35520246f5cc,,n,,,,,,6,News,J.Crew,,dgm_weibo_media_mentionee,fe68869fe773536073ac42a6638129de,dgm_weibo_media_mentionee__607ff0ea5b20110e1bfa15a23857eec0
人和科技控股,BOSA Technology Holdings,188278,,,c32d4a8a39ecd6ee1d0d534152535ca6,y,#N/A,,0,,Chinese company BOSA Technology Holdings,,6,AAEntity,BOSA Technology Holdings,,dgm_weibo_media_mentionee,153dda0046667db571fce438c324efef,dgm_weibo_media_mentionee__a821191eefe81681613cf97f2dc21803
远洋地产控股,Sino-Ocean Group Holding,188278,,,c3903a765b68dca9f53faa42d26936f2,,#N/A,,0,,,,6,News,Sino-Ocean Group Holding,,dgm_weibo_media_mentionee,b8eaf986896938d618fdfe1f6a455efa,dgm_weibo_media_mentionee__3f9f5fe79d1f385992a8f411b967f989
必和必拓公司,BHP Group,188278,,,c503f35fcdc52d4912f2ca64ea221306,,n,,1,,,,6,IndustryTerm,BHP Group,,dgm_weibo_media_mentionee,d3bdfe21dc7e073ba83cb2bde1e168e8,dgm_weibo_media_mentionee__710dcf8a9fbb8e63e1894d10b83fa65d
中国水务集团,China Water Affairs Group,188278,,,c5dfd5c298197bcfd52b5da236d279f1,,,,0,,,,6,ForeignMinistry,China Water Affairs Group,,dgm_weibo_media_mentionee,2cb4233e1b6c405138d7b86fe7030761,dgm_weibo_media_mentionee__21b04cd00dad55ab497fd71a5644eb8b
中滔环保集团,CT Environmental Group,188278,,,c641ec0320a0be3cab7850a9fc2b31aa,y,#N/A,,0,,Chinese company CT Environmental Group,,6,Consulates,CT Environmental Group,,dgm_weibo_media_mentionee,f1c8f95d3c944f99cced5f13bccbc41c,dgm_weibo_media_mentionee__76139d82444f4d710181cbeee40752a1
北控水务集团,Beijing Enterprises Water Group,188278,,,c7703d35416bf8787c440ddd878e09bf,y,#N/A,,0,,Chinese company Beijing Enterprises Water Group,,6,Media,Beijing Enterprises Water Group,,dgm_weibo_media_mentionee,8268f42b4efcfa2b787e1e31fce60432,dgm_weibo_media_mentionee__c59d0883c749f1a6c5f3dbe433882fd1
笔克远东集团,Pico Far East Holdings,188278,,,c7a48a2f783c443eff2c3a5b53048054,,#N/A,,0,,,,6,Consulates,Pico Far East Holdings,,dgm_weibo_media_mentionee,e155af91b32cd4b88e72d1ba4a8117bf,dgm_weibo_media_mentionee__2758a40762ef6d0e791ac9b4b4d76dde
企业产品伙伴,Enterprise Products Partners,188278,,,c7bab6325065914d78f42273101dd6ff,,n,,1,,,,6,Exec,Enterprise Products Partners,,dgm_weibo_media_mentionee,81d92a63904deb905093b786ab5d017c,dgm_weibo_media_mentionee__865418193c6a732ac01a791d7915ea2a
微创医疗科学,MicroPort Scientific Corporation,188278,,,c80921ef69a792dec73e50c76b4a3bdc,,#N/A,,0,,,,6,Person,MicroPort Scientific Corporation,,dgm_weibo_media_mentionee,4ac919be477a033e19de79a59d748906,dgm_weibo_media_mentionee__3dfd54ab70c873d25934a3907109ec9c
kemira,Kemira,188278,,,c8a2fc67f6b711aa0730babdb8ffd039,,n,,,,,,6,Wells,Kemira,,dgm_weibo_media_mentionee,24ae9816c533becd6eb6ed61ea4fe7fe,dgm_weibo_media_mentionee__a7c368d0410349063bbdd275d731d57b
科通芯城集团,Cogobuy Group,188278,,,c8f60feb16c21316eb002fc5fd2b7c28,,#N/A,,0,,,,6,Wells,Cogobuy Group,,dgm_weibo_media_mentionee,e9c0cee7f399b7c060ef6c7b9cf00b3d,dgm_weibo_media_mentionee__2cfe01f8365a717e4baf66ccb2a0db3b
露营世界控股,Camping World Holdings,188278,,,c9d03e6f4f114cb71875073282078ab4,,n,,1,,,,6,Pipeline,Camping World Holdings,,dgm_weibo_media_mentionee,78d257ae68ff9bde43e11a1ec0da7f8a,dgm_weibo_media_mentionee__f20e2874023004c5ef2648f3a56deeeb
重庆银行股份,Bank of Chongqing,188278,,,cac1e1e2bcbcbabd77d118c4f1464fec,,#N/A,,0,,,,6,Organization,Bank of Chongqing,,dgm_weibo_media_mentionee,3ee658dfb3e33cc2fdfddbff3f9f8408,dgm_weibo_media_mentionee__6721b26cfd60a92cf99cbfb7b3a21430
disney,Disney,188278,,,cb1eabf6f10ada8ee69ccf5ad4705cc5;6eef59b51c9224808c07de857d2af840,,n,,,,,,6,FTO,Disney,,dgm_weibo_media_mentionee,a5c81f1c8f1dbee3580294d0c15424fb,dgm_weibo_media_mentionee__a77450f87def43cbe79f3f494d0c332a
paypal,Paypal,188278,,,cb5aa0e62a22c02eea509f4ed369f97e,,n,,,,,,6,DiplomaticFacilities,Paypal,,dgm_weibo_media_mentionee,3745b69f3691071c866d75243eab5ce2,dgm_weibo_media_mentionee__9b88c95a15e018c3f8038a7d0160145c
百宏实业控股,Billion Industrial Holdings,188278,,,cc329745751c6d8e76ae0489386b8590,,#N/A,,0,,,,6,Shipping,Billion Industrial Holdings,,dgm_weibo_media_mentionee,d7e44a7562a6cca61c07f4ba7a7f4a26,dgm_weibo_media_mentionee__87c606db870989b1dde22beaed3cd70a
第一上海投资,First Shanghai Investments,188278,,,cd8f8b23eefe593f030806e36aae0aa2,,#N/A,,0,,,,6,Legislator,First Shanghai Investments,,dgm_weibo_media_mentionee,0c18aab29c5a6ae26e4d622796c72a16,dgm_weibo_media_mentionee__4d489efdbb2a0c9bd54693f3370d5203
sheetz,Sheetz,188278,,,cdda000ce3810ed425c523beab1c5fe2,,n,,,,,,6,DiplomaticFacilities,Sheetz,,dgm_weibo_media_mentionee,acd877b2030bfd45151263bf7516caa8,dgm_weibo_media_mentionee__8b1fed2af91859b9f7ccbdc2224242d3
仁天科技控股,Rentian Technology Holdings,188278,,,ceb3ea6e9b73aa683c2bec0e6422a779,y,#N/A,,0,,Chinese company Rentian Technology Holdings,,6,AAEntity,Rentian Technology Holdings,,dgm_weibo_media_mentionee,103a57fc1aecf55e85d37244b80ba42c,dgm_weibo_media_mentionee__cb1f5a37e850c22a110935d71816c61c
adidas,Adidas,188278,,,cff0a299674bfe020606511679e8350f,,n,,,,,,6,CompanyKeyword,Adidas,,dgm_weibo_media_mentionee,26342218be610dbac41aea5869ab447f,dgm_weibo_media_mentionee__4db6adde7999319bfb67bee86942f8e9
澳洲国民银行,National Australia Bank,188278,,,d01937aa966f223b9f8a0ec89cc9ba13,,,,,,,,6,AAEntity,National Australia Bank,,dgm_weibo_media_mentionee,1dc7dfdb13500a399ab5e1c5a33589cc,dgm_weibo_media_mentionee__fa03dfcf79b7734ecdb29c6a65ad1df3
澳洲國民銀行,National Australia Bank,188278,,,d01937aa966f223b9f8a0ec89cc9ba13,,,,,,,,6,AAEntity,National Australia Bank,,dgm_weibo_media_mentionee,3dc46d773168d391c3c01d0be941e370,dgm_weibo_media_mentionee__fa03dfcf79b7734ecdb29c6a65ad1df3
联合能源集团,United Energy Group,188278,,,d0a934b8b094924e5a156184313e5103,,#N/A,,0,,,,6,ForeignMinistry,United Energy Group,,dgm_weibo_media_mentionee,e3e1cc958540bd32fec23ed4e527877c,dgm_weibo_media_mentionee__df14ee99e2e462a8640bb95a22d78eb3
国际家居零售,International Housewares Retail,188278,,,d114d5f35854674f6dee5a5b7ecc5cd4,,#N/A,,0,,,,6,Diplomat,International Housewares Retail,,dgm_weibo_media_mentionee,dc8cb0e1d70c14cac30f8dd72593be05,dgm_weibo_media_mentionee__0de2cf072191577ff7097f2049c6c4bf
subway,Subway,188278,,,d233216e6356445c609b2c9d956ee7db,,n,,,,,,6,Shipping,Subway,,dgm_weibo_media_mentionee,4790750cd90a92bf5f72d51d33371e1d,dgm_weibo_media_mentionee__59e6c9bc4380c7ff71a3cd3eb9515b30
truist,Truist,188278,,,d40dbc4bd2cb221b6c8214ade7be1a01;2b6f4cda0b5cac5783edd79bc9596a70;2916b651bbc29138a226e7904de313ff,,n,,,,,,6,Legislator,Truist,,dgm_weibo_media_mentionee,d18fefc653861079b00132a1cab3b819,dgm_weibo_media_mentionee__4fcf947459b92d320e761770e71d46fc
蓝鼎国际发展,Landing International Development,188278,,,d49e2d9f0b0e9ef337e7e60323a879ee,,#N/A,,0,,,,6,CompanyKeyword,Landing International Development,,dgm_weibo_media_mentionee,04ed139ae5a2f58d880c976d1ab9db8f,dgm_weibo_media_mentionee__9be737f000e88845b08c24c761131073
青岛银行股份,Bank of Qingdao,188278,,,d5458cd0e0507b985368564e2b289020,,#N/A,,0,,,,6,Media,Bank of Qingdao,,dgm_weibo_media_mentionee,dd5384e948b6ca0d3beb3f6dcc41f2f9,dgm_weibo_media_mentionee__6b43fa8048a3043af59820663cffa223
上海复星医药,Shanghai Fosun Pharmaceutical,188278,,,d55343f75a59356efa894b2ec0ba3df3,y,#N/A,,0,,Chinese company Shanghai Fosun Pharmaceutical,,6,FTO,Shanghai Fosun Pharmaceutical,,dgm_weibo_media_mentionee,223d04ccdc507d594fe48d9a3f1a337b,dgm_weibo_media_mentionee__9c2bea3dc4ec8a696a589b9c870370f2
天鸽互动控股,Tian Ge Interactive Holdings,188278,,,d573fda4d988e424b50b41ded9b934fa,,#N/A,,0,,,,6,Refinery,Tian Ge Interactive Holdings,,dgm_weibo_media_mentionee,99cc53d426e6bde623bd44a6584bcb49,dgm_weibo_media_mentionee__49708a67416cf0ca71a126e3b5882812
中国水业集团,China Water Industry Group,188278,,,d78428ef8c1bb23be7973284299e6834,,,,0,,,,6,CompanyKeyword,China Water Industry Group,,dgm_weibo_media_mentionee,3055e1540590240629e92f6cfa294934,dgm_weibo_media_mentionee__9d153a0a51c439a49239ca9261c6771d
ecolab,Ecolab,188278,,,d83c030d144ee4028edf6101ce6b2ff0,,n,,,,,,6,space,Ecolab,,dgm_weibo_media_mentionee,24c05a6a3efa2e5dec7bdf7821b3447b,dgm_weibo_media_mentionee__f6d204cfffcd0a0a0520c189a3879702
裕兴科技控股,Yuxing InfoTech Investment Holdings,188278,,,d8f85413bd9132d1e342d306385904e6,,#N/A,,0,,,,6,News,Yuxing InfoTech Investment Holdings,,dgm_weibo_media_mentionee,c6a5f0a624d8e2d72005b90e94fb8b56,dgm_weibo_media_mentionee__6794139d382c0ac23ac49993c83b9c9a
合兴集团控股,Hop Hing Group,188278,,,d95a5c4a51074a2202fc1eb47e234de3,,#N/A,,0,,,,6,Keyphrase,Hop Hing Group,,dgm_weibo_media_mentionee,672725546a5285f30460d9dc6275a6c9,dgm_weibo_media_mentionee__6566dda0eecaa7ae1994e33e73628e2f
富国银行集团,Wells Fargo,188278,,,d9d5c8ff5b1f43a93a3991d4472355af,,n,,1,,,,6,ForeignMinister,Wells Fargo,,dgm_weibo_media_mentionee,ab68b071250ca0ebd4ef353e72686e84,dgm_weibo_media_mentionee__db9756cc1ba8953cec0b0d95989cfe39
达登餐饮公司,Darden Restaurants,188278,,,d9dda481a06317b856e77c595dbb90d2,,n,,1,,,,6,Shipping,Darden Restaurants,,dgm_weibo_media_mentionee,dec95a1cd16a883c24c600c1caa01c0a,dgm_weibo_media_mentionee__0226a8c091d640e240fe627b80d6c309
德昌电机控股,Johnson Electric Holdings,188278,,,dacc443fa6194036a33d04dfb3da32bd,,#N/A,,0,,,,6,Exec,Johnson Electric Holdings,,dgm_weibo_media_mentionee,969360b1e05b53664a26e293deea3d99,dgm_weibo_media_mentionee__70a16c923a1c6b9dfbd3c153a06b139c
中粮包装控股,CPMC Holdings,188278,,,dc5a3268818fc7bed3a224ca02bf6762,y,#N/A,,0,,Chinese company CPMC Holdings,,6,LegislativeCommittee,CPMC Holdings,,dgm_weibo_media_mentionee,c172a160173c27cc5043e0f94f2aaa1d,dgm_weibo_media_mentionee__a557283fd1df0b12ba57670c3c2f9a2d
自动数据处理,Automatic Data Processing,188278,,,df173000fb604482fc07d7f0d82d1e08,,n,,1,,,,6,Organization,Automatic Data Processing,,dgm_weibo_media_mentionee,3315e04ea78fc0a8b7d10e6c3bab736f,dgm_weibo_media_mentionee__e9a823986fbc054eaa7cdc5afc4d08e4
资本策略地产,CSI Properties,188278,,,e00d44fc5f47ca60d13d118e923c2fe8,,#N/A,,0,,,,6,LegislativeCommittee,CSI Properties,,dgm_weibo_media_mentionee,c9e4b4e6b7f5c3d1798fe75ac5264fe8,dgm_weibo_media_mentionee__f571bf137aa5995cbb8ec8c9a91354e0
嘉里物流联网,Kerry Logistics Network,188278,,,e04fc900efd3bed03e56a74ab48ee800,,#N/A,,0,,,,6,AAEntity,Kerry Logistics Network,,dgm_weibo_media_mentionee,002e36f1725ca1136e3bf227ffaee238,dgm_weibo_media_mentionee__9a932783f0b8c92426d560143a90a335
拉近网娱集团,Lajin Entertainment Network Group,188278,,,e0c519cbb55ffa6ce189d38eb2bb8ed1,,#N/A,,0,,,,6,IndustryTerm,Lajin Entertainment Network Group,,dgm_weibo_media_mentionee,8e5af116cf33628b5b29def04b899ff3,dgm_weibo_media_mentionee__1f7d27f41b01a4849eb3d04ac2e52ae8
英皇证券集团,Emperor Capital Group,188278,,,e0e6f4c23671680ae695e01cfd7c5a8a,,#N/A,,0,,,,6,DiplomaticFacilities,Emperor Capital Group,,dgm_weibo_media_mentionee,191bbdaeffe0da8f3820fd91d9bc44a7,dgm_weibo_media_mentionee__98d3c86e9f5577bfe5d68d1127e2efeb
利福国际集团,Lifestyle International Holdings,188278,,,e28bd1c1b091bf702988c827fe309763,,#N/A,,0,,,,6,space,Lifestyle International Holdings,,dgm_weibo_media_mentionee,f6895356c5ebeac3a586892498d10656,dgm_weibo_media_mentionee__539019e59c975a017e00d7c4e152902e
全美汽车租赁,AutoNation,188278,,,e36d1e1d94f536e6e1729b0ce952b2b5,,n,,1,,,,6,LegislativeCommittee,AutoNation,,dgm_weibo_media_mentionee,41a56424082ca76963891ec55aa5bf37,dgm_weibo_media_mentionee__7b1ef55f726d66463e94e32cae700164
绿城服务集团,Greentown Service Group Co. Ltd.,188278,,,e52651944bd461a77724c41138e80a79,,#N/A,,0,,,,6,Shipping,Greentown Service Group Co. Ltd.,,dgm_weibo_media_mentionee,840ac711e0b87976010f88885f9e093a,dgm_weibo_media_mentionee__40c9cb693c25e623d7530d3e85533bbd
叶氏化工集团,Yip's Chemical Holdings,188278,,,e63c735442000cb4d2c334755e4983f4,,#N/A,,0,,,,6,Keyphrase,Yip's Chemical Holdings,,dgm_weibo_media_mentionee,6751ccedbf320d9f920ff16228618a32,dgm_weibo_media_mentionee__801ec0e4609d28b0c104948551b4ceee
