keyword,Entity,City,State (US),Country,Caption Text,DE Assignment,Complete,QA Check,Notes,Dupe,Entity Caption,Character Count,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
kimberlyromine,US Federal Agency Leadership,Washington,District of Columbia,USA,Administration for Native Americans Former Deputy Commissioner Kimberly Romine,Anthony,TRUE,FALSE,,1,n/a,78,DiplomaticFacilities,Administration for Native Americans Former Deputy Commissioner Kimberly Romine,,public_sector_keyword_mapping,c250ec23882f11dcf29395a84dc5adbc,public_sector_keyword_mapping__c250ec23882f11dcf29395a84dc5adbc
kimberly romine,US Federal Agency Leadership,Washington,District of Columbia,USA,Administration for Native Americans Former Deputy Commissioner Kimberly Romine,Anthony,TRUE,FALSE,,1,n/a,78,LegislativeCommittee,Administration for Native Americans Former Deputy Commissioner Kimberly Romine,,public_sector_keyword_mapping,c250ec23882f11dcf29395a84dc5adbc,public_sector_keyword_mapping__c250ec23882f11dcf29395a84dc5adbc
edmiliband,UK Politicians,London,,England,UK Shadow Secretary of State for Energy and Climate Change Edward Miliband,Harshita,TRUE,FALSE,,1,n/a,74,ForeignMinister,UK Shadow Secretary of State for Energy and Climate Change Edward Miliband,,public_sector_keyword_mapping,798968bfc18704700b36b4d9a6f26781,public_sector_keyword_mapping__798968bfc18704700b36b4d9a6f26781
ed miliband,UK Politicians,London,,England,UK Shadow Secretary of State for Energy and Climate Change Edward Miliband,Harshita,TRUE,FALSE,,1,n/a,74,CompanyKeyword,UK Shadow Secretary of State for Energy and Climate Change Edward Miliband,,public_sector_keyword_mapping,798968bfc18704700b36b4d9a6f26781,public_sector_keyword_mapping__798968bfc18704700b36b4d9a6f26781
jamesowens,US Federal Agency Leadership,Washington,District of Columbia,USA,National Highway Traffic Safety Administration Administrator James Owens,Anthony,TRUE,FALSE,,1,n/a,72,DiplomaticFacilities,National Highway Traffic Safety Administration Administrator James Owens,,public_sector_keyword_mapping,f2049250d0ef79426e31fe8ffe9ed09a,public_sector_keyword_mapping__f2049250d0ef79426e31fe8ffe9ed09a
james owens,US Federal Agency Leadership,Washington,District of Columbia,USA,National Highway Traffic Safety Administration Administrator James Owens,Anthony,TRUE,FALSE,,1,n/a,72,AAEntity,National Highway Traffic Safety Administration Administrator James Owens,,public_sector_keyword_mapping,f2049250d0ef79426e31fe8ffe9ed09a,public_sector_keyword_mapping__f2049250d0ef79426e31fe8ffe9ed09a
gregorykausner,US Federal Agency Leadership,Washington,District of Columbia,USA,Defense Acquisition and Sustainment Executive Director Gregory Kausner,Anthony,TRUE,FALSE,,1,n/a,70,Legislator,Defense Acquisition and Sustainment Executive Director Gregory Kausner,,public_sector_keyword_mapping,73b830ebd5190314362ed94765390372,public_sector_keyword_mapping__73b830ebd5190314362ed94765390372
directorkausner,US Federal Agency Leadership,Washington,District of Columbia,USA,Defense Acquisition and Sustainment Executive Director Gregory Kausner,Anthony,TRUE,FALSE,,1,n/a,70,Refinery,Defense Acquisition and Sustainment Executive Director Gregory Kausner,,public_sector_keyword_mapping,73b830ebd5190314362ed94765390372,public_sector_keyword_mapping__73b830ebd5190314362ed94765390372
gregory kausner,US Federal Agency Leadership,Washington,District of Columbia,USA,Defense Acquisition and Sustainment Executive Director Gregory Kausner,Anthony,TRUE,FALSE,,1,n/a,70,LegislativeCommittee,Defense Acquisition and Sustainment Executive Director Gregory Kausner,,public_sector_keyword_mapping,73b830ebd5190314362ed94765390372,public_sector_keyword_mapping__73b830ebd5190314362ed94765390372
director kausner,US Federal Agency Leadership,Washington,District of Columbia,USA,Defense Acquisition and Sustainment Executive Director Gregory Kausner,Anthony,TRUE,FALSE,,1,n/a,70,FTO,Defense Acquisition and Sustainment Executive Director Gregory Kausner,,public_sector_keyword_mapping,73b830ebd5190314362ed94765390372,public_sector_keyword_mapping__73b830ebd5190314362ed94765390372
ellenlord,US Department of Defense,Washington,District of Columbia,USA,Under Secretary of Defense for Acquisition and Sustainment Ellen Lord,Harshita,TRUE,FALSE,,1,n/a,69,Refinery,Under Secretary of Defense for Acquisition and Sustainment Ellen Lord,,public_sector_keyword_mapping,9d6dbb66c33614fa5bb7a3ba89e2e8c8,public_sector_keyword_mapping__9d6dbb66c33614fa5bb7a3ba89e2e8c8
ellen lord,US Department of Defense,Washington,District of Columbia,USA,Under Secretary of Defense for Acquisition and Sustainment Ellen Lord,Harshita,TRUE,FALSE,,1,n/a,69,Shipping,Under Secretary of Defense for Acquisition and Sustainment Ellen Lord,,public_sector_keyword_mapping,9d6dbb66c33614fa5bb7a3ba89e2e8c8,public_sector_keyword_mapping__9d6dbb66c33614fa5bb7a3ba89e2e8c8
quintinkendall,US Federal Agency Leadership,Washington,District of Columbia,USA,Federal Railroad Administration Deputy Administrator Quintin Kendall,Anthony,TRUE,FALSE,,1,n/a,68,Person,Federal Railroad Administration Deputy Administrator Quintin Kendall,,public_sector_keyword_mapping,f8808451a41b91da02c42ec4e319698b,public_sector_keyword_mapping__f8808451a41b91da02c42ec4e319698b
quintin kendall,US Federal Agency Leadership,Washington,District of Columbia,USA,Federal Railroad Administration Deputy Administrator Quintin Kendall,Anthony,TRUE,FALSE,,1,n/a,68,ForeignMinister,Federal Railroad Administration Deputy Administrator Quintin Kendall,,public_sector_keyword_mapping,f8808451a41b91da02c42ec4e319698b,public_sector_keyword_mapping__f8808451a41b91da02c42ec4e319698b
amyturner,US Federal Agency Leadership,Washington,District of Columbia,USA,US Department of Labor Deputy Assistant Secretary Amy Turner,Anthony,TRUE,FALSE,,1,n/a,68,Person,US Department of Labor Deputy Assistant Secretary Amy Turner,,public_sector_keyword_mapping,204c33fc1a5dbe16a4c53aabf40c7da1,public_sector_keyword_mapping__204c33fc1a5dbe16a4c53aabf40c7da1
amy turner,US Federal Agency Leadership,Washington,District of Columbia,USA,US Department of Labor Deputy Assistant Secretary Amy Turner,Anthony,TRUE,FALSE,,1,n/a,68,Pipeline,US Department of Labor Deputy Assistant Secretary Amy Turner,,public_sector_keyword_mapping,204c33fc1a5dbe16a4c53aabf40c7da1,public_sector_keyword_mapping__204c33fc1a5dbe16a4c53aabf40c7da1
darsierogers,US Federal Agency Leadership,Washington,District of Columbia,USA,Defense Threat Reduction Agency Former Deputy Director Darsie Rogers,Anthony,TRUE,FALSE,,1,n/a,68,Legislator,Defense Threat Reduction Agency Former Deputy Director Darsie Rogers,,public_sector_keyword_mapping,f26877c107264ab99aa1a0af7d8dc3a3,public_sector_keyword_mapping__f26877c107264ab99aa1a0af7d8dc3a3
williamwiatrowski,US Federal Agency Leadership,Washington,District of Columbia,USA,US Bureau of Labor Statistics Deputy Commissioner William Wiatrowski,Anthony,TRUE,FALSE,,1,n/a,68,ForeignMinister,US Bureau of Labor Statistics Deputy Commissioner William Wiatrowski,,public_sector_keyword_mapping,bf183d0d8ffbf705e2a5514f6fee876e,public_sector_keyword_mapping__bf183d0d8ffbf705e2a5514f6fee876e
commissionerwiatrowski,US Federal Agency Leadership,Washington,District of Columbia,USA,US Bureau of Labor Statistics Deputy Commissioner William Wiatrowski,Anthony,TRUE,FALSE,,1,n/a,68,Diplomat,US Bureau of Labor Statistics Deputy Commissioner William Wiatrowski,,public_sector_keyword_mapping,bf183d0d8ffbf705e2a5514f6fee876e,public_sector_keyword_mapping__bf183d0d8ffbf705e2a5514f6fee876e
darsie rogers,US Federal Agency Leadership,Washington,District of Columbia,USA,Defense Threat Reduction Agency Former Deputy Director Darsie Rogers,Anthony,TRUE,FALSE,,1,n/a,68,FTO,Defense Threat Reduction Agency Former Deputy Director Darsie Rogers,,public_sector_keyword_mapping,f26877c107264ab99aa1a0af7d8dc3a3,public_sector_keyword_mapping__f26877c107264ab99aa1a0af7d8dc3a3
william wiatrowski,US Federal Agency Leadership,Washington,District of Columbia,USA,US Bureau of Labor Statistics Deputy Commissioner William Wiatrowski,Anthony,TRUE,FALSE,,1,n/a,68,Wells,US Bureau of Labor Statistics Deputy Commissioner William Wiatrowski,,public_sector_keyword_mapping,bf183d0d8ffbf705e2a5514f6fee876e,public_sector_keyword_mapping__bf183d0d8ffbf705e2a5514f6fee876e
commissioner wiatrowski,US Federal Agency Leadership,Washington,District of Columbia,USA,US Bureau of Labor Statistics Deputy Commissioner William Wiatrowski,Anthony,TRUE,FALSE,,1,n/a,68,LegislativeCommittee,US Bureau of Labor Statistics Deputy Commissioner William Wiatrowski,,public_sector_keyword_mapping,bf183d0d8ffbf705e2a5514f6fee876e,public_sector_keyword_mapping__bf183d0d8ffbf705e2a5514f6fee876e
elizabethfitzsimmons,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Elizabeth Fitzsimmons,Anthony,TRUE,FALSE,,1,n/a,68,IndustryTerm,US State Department Deputy Assistant Secretary Elizabeth Fitzsimmons,,public_sector_keyword_mapping,ead95820f0fb946d6f058aab9ec0deec,public_sector_keyword_mapping__ead95820f0fb946d6f058aab9ec0deec
secretaryfitzsimmons,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Elizabeth Fitzsimmons,Anthony,TRUE,FALSE,,1,n/a,68,ForeignMinistry,US State Department Deputy Assistant Secretary Elizabeth Fitzsimmons,,public_sector_keyword_mapping,ead95820f0fb946d6f058aab9ec0deec,public_sector_keyword_mapping__ead95820f0fb946d6f058aab9ec0deec
elizabeth fitzsimmons,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Elizabeth Fitzsimmons,Anthony,TRUE,FALSE,,1,n/a,68,Pipeline,US State Department Deputy Assistant Secretary Elizabeth Fitzsimmons,,public_sector_keyword_mapping,ead95820f0fb946d6f058aab9ec0deec,public_sector_keyword_mapping__ead95820f0fb946d6f058aab9ec0deec
secretary fitzsimmons,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Elizabeth Fitzsimmons,Anthony,TRUE,FALSE,,1,n/a,68,ForeignMinistry,US State Department Deputy Assistant Secretary Elizabeth Fitzsimmons,,public_sector_keyword_mapping,ead95820f0fb946d6f058aab9ec0deec,public_sector_keyword_mapping__ead95820f0fb946d6f058aab9ec0deec
mikeamesburymp,UK Politicians,London,,England,UK MP Amesbury,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,space,UK MP Amesbury,,public_sector_keyword_mapping,6383138093e17f2cc8e27c602b1ac63c,public_sector_keyword_mapping__6383138093e17f2cc8e27c602b1ac63c
imran_hussainmp,UK Politicians,London,,England,UK MP Hussain,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Wells,UK MP Hussain,,public_sector_keyword_mapping,4698fe535fbfc73da646a39679f17b5f,public_sector_keyword_mapping__4698fe535fbfc73da646a39679f17b5f
christopherrobinson,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Christopher Robinson,Anthony,TRUE,FALSE,,1,n/a,67,Keyphrase,US State Department Deputy Assistant Secretary Christopher Robinson,,public_sector_keyword_mapping,d87be5621f2cd77275cb71d01cf3de3a,public_sector_keyword_mapping__d87be5621f2cd77275cb71d01cf3de3a
christopher robinson,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Christopher Robinson,Anthony,TRUE,FALSE,,1,n/a,67,Pipeline,US State Department Deputy Assistant Secretary Christopher Robinson,,public_sector_keyword_mapping,d87be5621f2cd77275cb71d01cf3de3a,public_sector_keyword_mapping__d87be5621f2cd77275cb71d01cf3de3a
gregorycapella,US Federal Agency Leadership,Washington,District of Columbia,USA,National Technical Information Service Deputy Director Greg Capella,Anthony,TRUE,FALSE,,1,n/a,67,FTO,National Technical Information Service Deputy Director Greg Capella,,public_sector_keyword_mapping,57dc4b3dc2621bb22054dcfd530b6a86,public_sector_keyword_mapping__57dc4b3dc2621bb22054dcfd530b6a86
joanharriganfarrelly,US Federal Agency Leadership,Washington,District of Columbia,USA,Women's Bureau Deputy Director of Operations Joan Harrigan-Farrelly,Anthony,TRUE,FALSE,,1,n/a,67,DiplomaticFacilities,Women's Bureau Deputy Director of Operations Joan Harrigan-Farrelly,,public_sector_keyword_mapping,444b3bf30d6d2b1d1d949a4b16d5e953,public_sector_keyword_mapping__444b3bf30d6d2b1d1d949a4b16d5e953
malaparker,US Federal Agency Leadership,Washington,District of Columbia,USA,Federal Highway Administration Deputy Administrator Mala Parker,Anthony,TRUE,FALSE,,1,n/a,63,Keyphrase,Federal Highway Administration Deputy Administrator Mala Parker,,public_sector_keyword_mapping,4860d43f4b0b999cfdc0e82de9efd747,public_sector_keyword_mapping__4860d43f4b0b999cfdc0e82de9efd747
mala parker,US Federal Agency Leadership,Washington,District of Columbia,USA,Federal Highway Administration Deputy Administrator Mala Parker,Anthony,TRUE,FALSE,,1,n/a,63,Legislator,Federal Highway Administration Deputy Administrator Mala Parker,,public_sector_keyword_mapping,4860d43f4b0b999cfdc0e82de9efd747,public_sector_keyword_mapping__4860d43f4b0b999cfdc0e82de9efd747
aimeeviana,US Federal Agency Leadership,Washington,District of Columbia,USA,US Education Department Deputy Assistant Secretary Aimee Vianna,Anthony,TRUE,FALSE,,1,n/a,63,Consulates,US Education Department Deputy Assistant Secretary Aimee Vianna,,public_sector_keyword_mapping,ecd3fba4c5bca03466e3589d4aec42d4,public_sector_keyword_mapping__ecd3fba4c5bca03466e3589d4aec42d4
secretaryviana,US Federal Agency Leadership,Washington,District of Columbia,USA,US Education Department Deputy Assistant Secretary Aimee Vianna,Anthony,TRUE,FALSE,,1,n/a,63,Person,US Education Department Deputy Assistant Secretary Aimee Vianna,,public_sector_keyword_mapping,ecd3fba4c5bca03466e3589d4aec42d4,public_sector_keyword_mapping__ecd3fba4c5bca03466e3589d4aec42d4
aimee viana,US Federal Agency Leadership,Washington,District of Columbia,USA,US Education Department Deputy Assistant Secretary Aimee Vianna,Anthony,TRUE,FALSE,,1,n/a,63,Diplomat,US Education Department Deputy Assistant Secretary Aimee Vianna,,public_sector_keyword_mapping,ecd3fba4c5bca03466e3589d4aec42d4,public_sector_keyword_mapping__ecd3fba4c5bca03466e3589d4aec42d4
secretary viana,US Federal Agency Leadership,Washington,District of Columbia,USA,US Education Department Deputy Assistant Secretary Aimee Vianna,Anthony,TRUE,FALSE,,1,n/a,63,Refinery,US Education Department Deputy Assistant Secretary Aimee Vianna,,public_sector_keyword_mapping,ecd3fba4c5bca03466e3589d4aec42d4,public_sector_keyword_mapping__ecd3fba4c5bca03466e3589d4aec42d4
lynnmahaffie,US Federal Agency Leadership,Washington,District of Columbia,USA,US Education Department Assistant General Counsel Lynn Mahaffie,Anthony,TRUE,FALSE,,1,n/a,63,ForeignMinister,US Education Department Assistant General Counsel Lynn Mahaffie,,public_sector_keyword_mapping,0ec2c2c8311bc3e5eccd9d21ee4c9be4,public_sector_keyword_mapping__0ec2c2c8311bc3e5eccd9d21ee4c9be4
secretarymahaffie,US Federal Agency Leadership,Washington,District of Columbia,USA,US Education Department Assistant General Counsel Lynn Mahaffie,Anthony,TRUE,FALSE,,1,n/a,63,DiplomaticFacilities,US Education Department Assistant General Counsel Lynn Mahaffie,,public_sector_keyword_mapping,0ec2c2c8311bc3e5eccd9d21ee4c9be4,public_sector_keyword_mapping__0ec2c2c8311bc3e5eccd9d21ee4c9be4
lynn mahaffie,US Federal Agency Leadership,Washington,District of Columbia,USA,US Education Department Assistant General Counsel Lynn Mahaffie,Anthony,TRUE,FALSE,,1,n/a,63,Legislator,US Education Department Assistant General Counsel Lynn Mahaffie,,public_sector_keyword_mapping,0ec2c2c8311bc3e5eccd9d21ee4c9be4,public_sector_keyword_mapping__0ec2c2c8311bc3e5eccd9d21ee4c9be4
secretary mahaffie,US Federal Agency Leadership,Washington,District of Columbia,USA,US Education Department Assistant General Counsel Lynn Mahaffie,Anthony,TRUE,FALSE,,1,n/a,63,Keyphrase,US Education Department Assistant General Counsel Lynn Mahaffie,,public_sector_keyword_mapping,0ec2c2c8311bc3e5eccd9d21ee4c9be4,public_sector_keyword_mapping__0ec2c2c8311bc3e5eccd9d21ee4c9be4
douglaskinkoph,US Federal Agency Leadership,Washington,District of Columbia,USA,US Commerce Department Deputy Assistant Secretary Doug Kinkoph,Anthony,TRUE,FALSE,,1,n/a,62,Keyphrase,US Commerce Department Deputy Assistant Secretary Doug Kinkoph,,public_sector_keyword_mapping,339ec6fd189bc818e7ef290f74448928,public_sector_keyword_mapping__339ec6fd189bc818e7ef290f74448928
secretarykinkoph,US Federal Agency Leadership,Washington,District of Columbia,USA,US Commerce Department Deputy Assistant Secretary Doug Kinkoph,Anthony,TRUE,FALSE,,1,n/a,62,Legislator,US Commerce Department Deputy Assistant Secretary Doug Kinkoph,,public_sector_keyword_mapping,339ec6fd189bc818e7ef290f74448928,public_sector_keyword_mapping__339ec6fd189bc818e7ef290f74448928
douglas kinkoph,US Federal Agency Leadership,Washington,District of Columbia,USA,US Commerce Department Deputy Assistant Secretary Doug Kinkoph,Anthony,TRUE,FALSE,,1,n/a,62,Media,US Commerce Department Deputy Assistant Secretary Doug Kinkoph,,public_sector_keyword_mapping,339ec6fd189bc818e7ef290f74448928,public_sector_keyword_mapping__339ec6fd189bc818e7ef290f74448928
secretary kinkoph,US Federal Agency Leadership,Washington,District of Columbia,USA,US Commerce Department Deputy Assistant Secretary Doug Kinkoph,Anthony,TRUE,FALSE,,1,n/a,62,Shipping,US Commerce Department Deputy Assistant Secretary Doug Kinkoph,,public_sector_keyword_mapping,339ec6fd189bc818e7ef290f74448928,public_sector_keyword_mapping__339ec6fd189bc818e7ef290f74448928
caroloconnell,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Carol O'Connell,Anthony,TRUE,FALSE,,1,n/a,62,Pipeline,US State Department Deputy Assistant Secretary Carol O'Connell,,public_sector_keyword_mapping,a60f552fe31dfeb25fe5440ff398cd84,public_sector_keyword_mapping__a60f552fe31dfeb25fe5440ff398cd84
carol o connell,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Carol O'Connell,Anthony,TRUE,FALSE,,1,n/a,62,Keyphrase,US State Department Deputy Assistant Secretary Carol O'Connell,,public_sector_keyword_mapping,a60f552fe31dfeb25fe5440ff398cd84,public_sector_keyword_mapping__a60f552fe31dfeb25fe5440ff398cd84
phillipdolliff,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Phillip Dolliff,Anthony,TRUE,FALSE,,1,n/a,62,Refinery,US State Department Deputy Assistant Secretary Phillip Dolliff,,public_sector_keyword_mapping,da0888ba264d2b0649465a0071701bdd,public_sector_keyword_mapping__da0888ba264d2b0649465a0071701bdd
secretarydolliff,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Phillip Dolliff,Anthony,TRUE,FALSE,,1,n/a,62,space,US State Department Deputy Assistant Secretary Phillip Dolliff,,public_sector_keyword_mapping,da0888ba264d2b0649465a0071701bdd,public_sector_keyword_mapping__da0888ba264d2b0649465a0071701bdd
phillip dolliff,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Phillip Dolliff,Anthony,TRUE,FALSE,,1,n/a,62,CompanyKeyword,US State Department Deputy Assistant Secretary Phillip Dolliff,,public_sector_keyword_mapping,da0888ba264d2b0649465a0071701bdd,public_sector_keyword_mapping__da0888ba264d2b0649465a0071701bdd
secretary dolliff,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Phillip Dolliff,Anthony,TRUE,FALSE,,1,n/a,62,Refinery,US State Department Deputy Assistant Secretary Phillip Dolliff,,public_sector_keyword_mapping,da0888ba264d2b0649465a0071701bdd,public_sector_keyword_mapping__da0888ba264d2b0649465a0071701bdd
luistupas,US Federal Agency Leadership,Washington,District of Columbia,USA,Natural Resources Conservation Service Deputy Chief Luis Tupas,Anthony,TRUE,FALSE,,1,n/a,62,CompanyKeyword,Natural Resources Conservation Service Deputy Chief Luis Tupas,,public_sector_keyword_mapping,9697367afff8d1209b8461849fa1d837,public_sector_keyword_mapping__9697367afff8d1209b8461849fa1d837
chieftupas,US Federal Agency Leadership,Washington,District of Columbia,USA,Natural Resources Conservation Service Deputy Chief Luis Tupas,Anthony,TRUE,FALSE,,1,n/a,62,News,Natural Resources Conservation Service Deputy Chief Luis Tupas,,public_sector_keyword_mapping,9697367afff8d1209b8461849fa1d837,public_sector_keyword_mapping__9697367afff8d1209b8461849fa1d837
luis tupas,US Federal Agency Leadership,Washington,District of Columbia,USA,Natural Resources Conservation Service Deputy Chief Luis Tupas,Anthony,TRUE,FALSE,,1,n/a,62,Consulates,Natural Resources Conservation Service Deputy Chief Luis Tupas,,public_sector_keyword_mapping,9697367afff8d1209b8461849fa1d837,public_sector_keyword_mapping__9697367afff8d1209b8461849fa1d837
chief tupas,US Federal Agency Leadership,Washington,District of Columbia,USA,Natural Resources Conservation Service Deputy Chief Luis Tupas,Anthony,TRUE,FALSE,,1,n/a,62,IndustryTerm,Natural Resources Conservation Service Deputy Chief Luis Tupas,,public_sector_keyword_mapping,9697367afff8d1209b8461849fa1d837,public_sector_keyword_mapping__9697367afff8d1209b8461849fa1d837
jamesvechery,US Department of Defense,Washington,District of Columbia,USA,US Africa Command Deputy for Military Operations James Vechery,Harshita,TRUE,FALSE,,1,n/a,62,Diplomat,US Africa Command Deputy for Military Operations James Vechery,,public_sector_keyword_mapping,605e9c778a51fd789977c9c396b3f49b,public_sector_keyword_mapping__605e9c778a51fd789977c9c396b3f49b
james vechery,US Department of Defense,Washington,District of Columbia,USA,US Africa Command Deputy for Military Operations James Vechery,Harshita,TRUE,FALSE,,1,n/a,62,Person,US Africa Command Deputy for Military Operations James Vechery,,public_sector_keyword_mapping,605e9c778a51fd789977c9c396b3f49b,public_sector_keyword_mapping__605e9c778a51fd789977c9c396b3f49b
kevinoreilly,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Kevin O'Reilly,Anthony,TRUE,FALSE,,1,n/a,61,Keyphrase,US State Department Deputy Assistant Secretary Kevin O'Reilly,,public_sector_keyword_mapping,fd4157dda6b488075d829e7e7b725f13,public_sector_keyword_mapping__fd4157dda6b488075d829e7e7b725f13
kevin o'reilly,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Kevin O'Reilly,Anthony,TRUE,FALSE,,1,n/a,61,Exec,US State Department Deputy Assistant Secretary Kevin O'Reilly,,public_sector_keyword_mapping,fd4157dda6b488075d829e7e7b725f13,public_sector_keyword_mapping__fd4157dda6b488075d829e7e7b725f13
kennethmerten,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Kenneth Merten,Anthony,TRUE,FALSE,,1,n/a,61,Diplomat,US State Department Deputy Assistant Secretary Kenneth Merten,,public_sector_keyword_mapping,379b922e83da38efcc46ed2f95db773b,public_sector_keyword_mapping__379b922e83da38efcc46ed2f95db773b
secretarymerten,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Kenneth Merten,Anthony,TRUE,FALSE,,1,n/a,61,Legislator,US State Department Deputy Assistant Secretary Kenneth Merten,,public_sector_keyword_mapping,379b922e83da38efcc46ed2f95db773b,public_sector_keyword_mapping__379b922e83da38efcc46ed2f95db773b
kenneth merten,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Kenneth Merten,Anthony,TRUE,FALSE,,1,n/a,61,DiplomaticFacilities,US State Department Deputy Assistant Secretary Kenneth Merten,,public_sector_keyword_mapping,379b922e83da38efcc46ed2f95db773b,public_sector_keyword_mapping__379b922e83da38efcc46ed2f95db773b
secretary merten,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Kenneth Merten,Anthony,TRUE,FALSE,,1,n/a,61,Pipeline,US State Department Deputy Assistant Secretary Kenneth Merten,,public_sector_keyword_mapping,379b922e83da38efcc46ed2f95db773b,public_sector_keyword_mapping__379b922e83da38efcc46ed2f95db773b
traceybishop,US Federal Agency Leadership,Washington,District of Columbia,USA,US Energy Department Deputy Assistant Secretary Tracey Bishop,Anthony,TRUE,FALSE,,1,n/a,61,Organization,US Energy Department Deputy Assistant Secretary Tracey Bishop,,public_sector_keyword_mapping,53e615a1fbbcdb23fe607ea0442fe4bb,public_sector_keyword_mapping__53e615a1fbbcdb23fe607ea0442fe4bb
tracey bishop,US Federal Agency Leadership,Washington,District of Columbia,USA,US Energy Department Deputy Assistant Secretary Tracey Bishop,Anthony,TRUE,FALSE,,1,n/a,61,Organization,US Energy Department Deputy Assistant Secretary Tracey Bishop,,public_sector_keyword_mapping,53e615a1fbbcdb23fe607ea0442fe4bb,public_sector_keyword_mapping__53e615a1fbbcdb23fe607ea0442fe4bb
gonzalosuarez,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Gonzalo Suarez,Anthony,TRUE,FALSE,,1,n/a,61,Refinery,US State Department Deputy Assistant Secretary Gonzalo Suarez,,public_sector_keyword_mapping,25c72e1797ff9706c4f5c87c828388df,public_sector_keyword_mapping__25c72e1797ff9706c4f5c87c828388df
gonzalo suarez,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Gonzalo Suarez,Anthony,TRUE,FALSE,,1,n/a,61,Consulates,US State Department Deputy Assistant Secretary Gonzalo Suarez,,public_sector_keyword_mapping,25c72e1797ff9706c4f5c87c828388df,public_sector_keyword_mapping__25c72e1797ff9706c4f5c87c828388df
keithhanigan,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Keith Hanigan,Anthony,TRUE,FALSE,,1,n/a,60,Exec,US State Department Deputy Assistant Secretary Keith Hanigan,,public_sector_keyword_mapping,6a07fd333e11250522b7752420d2949c,public_sector_keyword_mapping__6a07fd333e11250522b7752420d2949c
secretaryhanigan,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Keith Hanigan,Anthony,TRUE,FALSE,,1,n/a,60,Person,US State Department Deputy Assistant Secretary Keith Hanigan,,public_sector_keyword_mapping,6a07fd333e11250522b7752420d2949c,public_sector_keyword_mapping__6a07fd333e11250522b7752420d2949c
keith hanigan,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Keith Hanigan,Anthony,TRUE,FALSE,,1,n/a,60,FTO,US State Department Deputy Assistant Secretary Keith Hanigan,,public_sector_keyword_mapping,6a07fd333e11250522b7752420d2949c,public_sector_keyword_mapping__6a07fd333e11250522b7752420d2949c
secretary hanigan,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Keith Hanigan,Anthony,TRUE,FALSE,,1,n/a,60,Refinery,US State Department Deputy Assistant Secretary Keith Hanigan,,public_sector_keyword_mapping,6a07fd333e11250522b7752420d2949c,public_sector_keyword_mapping__6a07fd333e11250522b7752420d2949c
jeannejuliao,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Keanne Juliao,Anthony,TRUE,FALSE,,1,n/a,60,space,US State Department Deputy Assistant Secretary Keanne Juliao,,public_sector_keyword_mapping,f114ff4659fb4ae8cbd1a189cdb2e7f8,public_sector_keyword_mapping__f114ff4659fb4ae8cbd1a189cdb2e7f8
secretaryjuliao,US Federal Agency Leadership,Washington,District of Columbia,USA,US State Department Deputy Assistant Secretary Keanne Juliao,Anthony,TRUE,FALSE,,1,n/a,60,FTO,US State Department Deputy Assistant Secretary Keanne Juliao,,public_sector_keyword_mapping,f114ff4659fb4ae8cbd1a189cdb2e7f8,public_sector_keyword_mapping__f114ff4659fb4ae8cbd1a189cdb2e7f8
