keyword,Entity,City,State (US),Country,Caption Text,DE Assignment,Complete,QA Check,Notes,Dupe,Entity Caption,Character Count,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
reprooney,US House Representatives,Washington,District of Columbia,USA,Former US Representative Rooney,Nour,TRUE,FALSE,,1,,31,Legislator,Former US Representative Rooney,,public_sector_keyword_mapping,7ffabdb8474c50c4977fd535ae0e7d43,public_sector_keyword_mapping__7ffabdb8474c50c4977fd535ae0e7d43
reploucorrea,US House Representatives,Washington,District of Columbia,USA,US Representative Correa,Nour,TRUE,FALSE,,1,,24,CompanyKeyword,US Representative Correa,,public_sector_keyword_mapping,2668465c73b5d1dc7590ae3bc2bb5866,public_sector_keyword_mapping__2668465c73b5d1dc7590ae3bc2bb5866
repallawsonjr,US House Representatives,Washington,District of Columbia,USA,US Representative Lawson,Nour,TRUE,FALSE,,1,,24,Consulates,US Representative Lawson,,public_sector_keyword_mapping,16783e0e537e053730878be50ba366aa,public_sector_keyword_mapping__16783e0e537e053730878be50ba366aa
replizcheney,US House Representatives,Washington,District of Columbia,USA,US Representative Cheney,Nour,TRUE,FALSE,,1,,24,Pipeline,US Representative Cheney,,public_sector_keyword_mapping,9f2b46d6203319149db092aa9e1ce7a9,public_sector_keyword_mapping__9f2b46d6203319149db092aa9e1ce7a9
reprokhanna,US House Representatives,Washington,District of Columbia,USA,US Representative Khanna,Nour,TRUE,FALSE,,1,,24,Organization,US Representative Khanna,,public_sector_keyword_mapping,a56b4f86bcad7e2408e475745e9ba041,public_sector_keyword_mapping__a56b4f86bcad7e2408e475745e9ba041
meuser4congress,US House Representatives,Washington,District of Columbia,USA,US Representative Meuser,Nour,TRUE,FALSE,,1,,24,Person,US Representative Meuser,,public_sector_keyword_mapping,44f883a002d70640db7ce83627391a54,public_sector_keyword_mapping__44f883a002d70640db7ce83627391a54
golden4congress,US House Representatives,Washington,District of Columbia,USA,US Representative Golden,Nour,TRUE,FALSE,,1,,24,CompanyKeyword,US Representative Golden,,public_sector_keyword_mapping,4e1237f1921b51ccca2e659151dd6b89,public_sector_keyword_mapping__4e1237f1921b51ccca2e659151dd6b89
repralphnorman,US House Representatives,Washington,District of Columbia,USA,US Representative Norman,Nour,TRUE,FALSE,,1,,24,AAEntity,US Representative Norman,,public_sector_keyword_mapping,6352bb68ee0da90367fc157c7bd4df19,public_sector_keyword_mapping__6352bb68ee0da90367fc157c7bd4df19
sharicedavids,US House Representatives,Washington,District of Columbia,USA,US Representative Davids,Nour,TRUE,FALSE,,1,,24,ForeignMinistry,US Representative Davids,,public_sector_keyword_mapping,810b77effb282fcf9fed014010d58a42,public_sector_keyword_mapping__810b77effb282fcf9fed014010d58a42
lucymcbath,US House Representatives,Washington,District of Columbia,USA,US Representative McBath,Nour,TRUE,FALSE,,1,,24,News,US Representative McBath,,public_sector_keyword_mapping,ad1d86122745c2f977ff9a6642782b3b,public_sector_keyword_mapping__ad1d86122745c2f977ff9a6642782b3b
repjohncurtis,US House Representatives,Washington,District of Columbia,USA,US Representative Curtis,Nour,TRUE,FALSE,,1,,24,Refinery,US Representative Curtis,,public_sector_keyword_mapping,5178e67f61792f862105b8027caa1acc,public_sector_keyword_mapping__5178e67f61792f862105b8027caa1acc
loritrahanma,US House Representatives,Washington,District of Columbia,USA,US Representative Trahan,Nour,TRUE,FALSE,,1,,24,Organization,US Representative Trahan,,public_sector_keyword_mapping,0fe24d97d74d4ffd84b13c0be0a99a39,public_sector_keyword_mapping__0fe24d97d74d4ffd84b13c0be0a99a39
repwexton,US House Representatives,Washington,District of Columbia,USA,US Representative Wexton,Nour,TRUE,FALSE,,1,,24,Refinery,US Representative Wexton,,public_sector_keyword_mapping,53d611d694b32521e64dceabb0a773e2,public_sector_keyword_mapping__53d611d694b32521e64dceabb0a773e2
repchrispappas,US House Representatives,Washington,District of Columbia,USA,US Representative Pappas,Nour,TRUE,FALSE,,1,,24,Shipping,US Representative Pappas,,public_sector_keyword_mapping,724ceaaa8b935e97ada197a3d86fbb19,public_sector_keyword_mapping__724ceaaa8b935e97ada197a3d86fbb19
reptomsuozzi,US House Representatives,Washington,District of Columbia,USA,US Representative Suozzi,Nour,TRUE,FALSE,,1,,24,Wells,US Representative Suozzi,,public_sector_keyword_mapping,7800e8f8e0cc62ea03f7bc95f1d31742,public_sector_keyword_mapping__7800e8f8e0cc62ea03f7bc95f1d31742
lancegooden,US House Representatives,Washington,District of Columbia,USA,US Representative Gooden,Nour,TRUE,FALSE,,1,,24,Keyphrase,US Representative Gooden,,public_sector_keyword_mapping,8b39fcda37ddab2cee8ba3f542a4e08e,public_sector_keyword_mapping__8b39fcda37ddab2cee8ba3f542a4e08e
repjoeneguse,US House Representatives,Washington,District of Columbia,USA,US Representative Neguse,Nour,TRUE,FALSE,,1,,24,Shipping,US Representative Neguse,,public_sector_keyword_mapping,6665d3647f2a405852c85b3b3f3adb82,public_sector_keyword_mapping__6665d3647f2a405852c85b3b3f3adb82
repcolinallred,US House Representatives,Washington,District of Columbia,USA,US Representative Allred,Nour,TRUE,FALSE,,1,,24,News,US Representative Allred,,public_sector_keyword_mapping,b298c80c6ff1a5bb32a00fc386a1a7d8,public_sector_keyword_mapping__b298c80c6ff1a5bb32a00fc386a1a7d8
repvantaylor,US House Representatives,Washington,District of Columbia,USA,US Representative Taylor,Nour,TRUE,FALSE,,1,,24,Legislator,US Representative Taylor,,public_sector_keyword_mapping,4042fb1adc4ef79bf304486176b9ac71,public_sector_keyword_mapping__4042fb1adc4ef79bf304486176b9ac71
reploritrahan,US House Representatives,Washington,District of Columbia,USA,US Representative Trahan,Nour,TRUE,FALSE,,1,,24,Media,US Representative Trahan,,public_sector_keyword_mapping,0fe24d97d74d4ffd84b13c0be0a99a39,public_sector_keyword_mapping__0fe24d97d74d4ffd84b13c0be0a99a39
repmeuser,US House Representatives,Washington,District of Columbia,USA,US Representative Meuser,Nour,TRUE,FALSE,,1,,24,Organization,US Representative Meuser,,public_sector_keyword_mapping,44f883a002d70640db7ce83627391a54,public_sector_keyword_mapping__44f883a002d70640db7ce83627391a54
repdavids,US House Representatives,Washington,District of Columbia,USA,US Representative Davids,Nour,TRUE,FALSE,,1,,24,Refinery,US Representative Davids,,public_sector_keyword_mapping,810b77effb282fcf9fed014010d58a42,public_sector_keyword_mapping__810b77effb282fcf9fed014010d58a42
repgolden,US House Representatives,Washington,District of Columbia,USA,US Representative Golden,Nour,TRUE,FALSE,,1,,24,ForeignMinistry,US Representative Golden,,public_sector_keyword_mapping,4e1237f1921b51ccca2e659151dd6b89,public_sector_keyword_mapping__4e1237f1921b51ccca2e659151dd6b89
repronwright,US House Representatives,Washington,District of Columbia,USA,US Representative Wright,Nour,TRUE,FALSE,,1,,24,Consulates,US Representative Wright,,public_sector_keyword_mapping,b00dfaa6649f60dbce159416ed0c464f,public_sector_keyword_mapping__b00dfaa6649f60dbce159416ed0c464f
repjoshharder,US House Representatives,Washington,District of Columbia,USA,US Representative Harder,Nour,TRUE,FALSE,,1,,24,space,US Representative Harder,,public_sector_keyword_mapping,8994d9001f8086effbbede0b73181f9c,public_sector_keyword_mapping__8994d9001f8086effbbede0b73181f9c
repcarolmiller,US House Representatives,Washington,District of Columbia,USA,US Representative Miller,Nour,TRUE,FALSE,,1,,24,space,US Representative Miller,,public_sector_keyword_mapping,4b5337a44d9c09899b5d9255ad43012c,public_sector_keyword_mapping__4b5337a44d9c09899b5d9255ad43012c
repkatieporter,US House Representatives,Washington,District of Columbia,USA,US Representative Porter,Nour,TRUE,FALSE,,1,,24,Consulates,US Representative Porter,,public_sector_keyword_mapping,e5b0a1463293ac3182424f558e21ab03,public_sector_keyword_mapping__e5b0a1463293ac3182424f558e21ab03
repfredkeller,US House Representatives,Washington,District of Columbia,USA,US Representative Keller,Nour,TRUE,FALSE,,1,,24,Pipeline,US Representative Keller,,public_sector_keyword_mapping,cbd7d755fa8c110fb5bd995a78eae044,public_sector_keyword_mapping__cbd7d755fa8c110fb5bd995a78eae044
repcasten,US House Representatives,Washington,District of Columbia,USA,US Representative Casten,Nour,TRUE,FALSE,,1,,24,Refinery,US Representative Casten,,public_sector_keyword_mapping,af2de8160b22f699c833b74274089616,public_sector_keyword_mapping__af2de8160b22f699c833b74274089616
repgregsteube,US House Representatives,Washington,District of Columbia,USA,US Representative Steube,Nour,TRUE,FALSE,,1,,24,Organization,US Representative Steube,,public_sector_keyword_mapping,c58a3df877f55a481d4228db5f83a108,public_sector_keyword_mapping__c58a3df877f55a481d4228db5f83a108
replucymcbath,US House Representatives,Washington,District of Columbia,USA,US Representative McBath,Nour,TRUE,FALSE,,1,,24,Consulates,US Representative McBath,,public_sector_keyword_mapping,ad1d86122745c2f977ff9a6642782b3b,public_sector_keyword_mapping__ad1d86122745c2f977ff9a6642782b3b
govdunleavy,US Governors,Juneau,Alaska,USA,Alaska Governor Dunleavy,Nour,TRUE,FALSE,,1,,24,Consulates,Alaska Governor Dunleavy,,public_sector_keyword_mapping,1fd69aa06bd118b6be8b13daf6411b64,public_sector_keyword_mapping__1fd69aa06bd118b6be8b13daf6411b64
govparsonmo,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,,24,CompanyKeyword,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
tony4wi,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,,24,Diplomat,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
govholcomb,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,,24,Pipeline,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
johncarneyde,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,,24,Media,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
govevers,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,,24,CompanyKeyword,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
governorbullock,US Governors,Helena,Montana,USA,Montana Governor Bullock,Nour,TRUE,FALSE,,1,,24,IndustryTerm,Montana Governor Bullock,,public_sector_keyword_mapping,6dc2d4d68bf5182d9476437690d6aaea,public_sector_keyword_mapping__6dc2d4d68bf5182d9476437690d6aaea
mikeparson,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,,24,Consulates,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
holcombforin,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,,24,AAEntity,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
mikedunleavy,US Governors,Juneau,Alasaka,USA,Alaska Governor Dunleavy,Nour,TRUE,FALSE,,1,[Input State] Governor,24,FTO,Alaska Governor Dunleavy,,public_sector_keyword_mapping,1fd69aa06bd118b6be8b13daf6411b64,public_sector_keyword_mapping__1fd69aa06bd118b6be8b13daf6411b64
johncarney,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Wells,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
ericholcomb,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,[Input State] Governor,24,CompanyKeyword,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
stevebullock,US Governors,Helena,Montana,USA,Montana Governor Bullock,Nour,TRUE,FALSE,,1,[Input State] Governor,24,ForeignMinistry,Montana Governor Bullock,,public_sector_keyword_mapping,6dc2d4d68bf5182d9476437690d6aaea,public_sector_keyword_mapping__6dc2d4d68bf5182d9476437690d6aaea
tonyevers,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Legislator,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
governordunleavy,US Governors,Juneau,Alaska,USA,Alaska Governor Dunleavy,Nour,TRUE,FALSE,,1,[Input State] Governor,24,FTO,Alaska Governor Dunleavy,,public_sector_keyword_mapping,1fd69aa06bd118b6be8b13daf6411b64,public_sector_keyword_mapping__1fd69aa06bd118b6be8b13daf6411b64
governorcarney,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,[Input State] Governor,24,FTO,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
governorholcomb,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,[Input State] Governor,24,CompanyKeyword,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
governorparson,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Refinery,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
governorevers,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,[Input State] Governor,24,space,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
govcarney,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,[Input State] Governor,24,ForeignMinister,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
govparson,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,[Input State] Governor,24,News,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
govbullock,US Governors,Helena,Montana,USA,Montana Governor Bullock,Nour,TRUE,FALSE,,1,[Input State] Governor,24,space,Montana Governor Bullock,,public_sector_keyword_mapping,6dc2d4d68bf5182d9476437690d6aaea,public_sector_keyword_mapping__6dc2d4d68bf5182d9476437690d6aaea
governerdunleavy,US Governors,Juneau,Alaska,USA,Alaska Governor Dunleavy,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Diplomat,Alaska Governor Dunleavy,,public_sector_keyword_mapping,1fd69aa06bd118b6be8b13daf6411b64,public_sector_keyword_mapping__1fd69aa06bd118b6be8b13daf6411b64
governercarney,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,[Input State] Governor,24,IndustryTerm,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
governerholcomb,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Pipeline,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
governerparson,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Shipping,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
governerbullock,US Governors,Helena,Montana,USA,Montana Governor Bullock,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Consulates,Montana Governor Bullock,,public_sector_keyword_mapping,6dc2d4d68bf5182d9476437690d6aaea,public_sector_keyword_mapping__6dc2d4d68bf5182d9476437690d6aaea
governerevers,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Shipping,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
mike dunleavy,US Governors,Juneau,Alaska,USA,Alaska Governor Dunleavy,Nour,TRUE,FALSE,,1,[Input State] Governor,24,DiplomaticFacilities,Alaska Governor Dunleavy,,public_sector_keyword_mapping,1fd69aa06bd118b6be8b13daf6411b64,public_sector_keyword_mapping__1fd69aa06bd118b6be8b13daf6411b64
john carney,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,[Input State] Governor,24,IndustryTerm,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
eric holcomb,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,[Input State] Governor,24,FTO,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
mike parson,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Pipeline,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
steve bullock,US Governors,Helena,Montana,USA,Montana Governor Bullock,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Wells,Montana Governor Bullock,,public_sector_keyword_mapping,6dc2d4d68bf5182d9476437690d6aaea,public_sector_keyword_mapping__6dc2d4d68bf5182d9476437690d6aaea
tony evers,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Legislator,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
governor dunleavy,US Governors,Juneau,Alaska,USA,Alaska Governor Dunleavy,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Consulates,Alaska Governor Dunleavy,,public_sector_keyword_mapping,1fd69aa06bd118b6be8b13daf6411b64,public_sector_keyword_mapping__1fd69aa06bd118b6be8b13daf6411b64
governor carney,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Keyphrase,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
governor holcomb,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Wells,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
governor parson,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Legislator,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
governor bullock,US Governors,Helena,Montana,USA,Montana Governor Bullock,Nour,TRUE,FALSE,,1,[Input State] Governor,24,ForeignMinister,Montana Governor Bullock,,public_sector_keyword_mapping,6dc2d4d68bf5182d9476437690d6aaea,public_sector_keyword_mapping__6dc2d4d68bf5182d9476437690d6aaea
governor evers,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,[Input State] Governor,24,DiplomaticFacilities,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
gov dunleavy,US Governors,Juneau,Alaska,USA,Alaska Governor Dunleavy,Nour,TRUE,FALSE,,1,[Input State] Governor,24,News,Alaska Governor Dunleavy,,public_sector_keyword_mapping,1fd69aa06bd118b6be8b13daf6411b64,public_sector_keyword_mapping__1fd69aa06bd118b6be8b13daf6411b64
gov carney,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Wells,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
gov holcomb,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,[Input State] Governor,24,CompanyKeyword,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
gov parson,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Keyphrase,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
gov bullock,US Governors,Helena,Montana,USA,Montana Governor Bullock,Nour,TRUE,FALSE,,1,[Input State] Governor,24,LegislativeCommittee,Montana Governor Bullock,,public_sector_keyword_mapping,6dc2d4d68bf5182d9476437690d6aaea,public_sector_keyword_mapping__6dc2d4d68bf5182d9476437690d6aaea
gov evers,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,[Input State] Governor,24,space,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
governer dunleavy,US Governors,Juneau,Alaska,USA,Alaska Governor Dunleavy,Nour,TRUE,FALSE,,1,[Input State] Governor,24,ForeignMinistry,Alaska Governor Dunleavy,,public_sector_keyword_mapping,1fd69aa06bd118b6be8b13daf6411b64,public_sector_keyword_mapping__1fd69aa06bd118b6be8b13daf6411b64
governer carney,US Governors,Dover,Delaware,USA,Delaware Governor Carney,Nour,TRUE,FALSE,,1,[Input State] Governor,24,ForeignMinister,Delaware Governor Carney,,public_sector_keyword_mapping,c71b9ba49efcc342bed6ead3988422af,public_sector_keyword_mapping__c71b9ba49efcc342bed6ead3988422af
governer holcomb,US Governors,Indianapolis,Indiana,USA,Indiana Governor Holcomb,Nour,TRUE,FALSE,,1,[Input State] Governor,24,ForeignMinister,Indiana Governor Holcomb,,public_sector_keyword_mapping,5f6834bbdfd07088f4fa74696591255a,public_sector_keyword_mapping__5f6834bbdfd07088f4fa74696591255a
governer parson,US Governors,Jefferson City,Missouri,USA,Missouri Governor Parson,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Exec,Missouri Governor Parson,,public_sector_keyword_mapping,9ee88669d867a0d0af14b4eba2da0bc6,public_sector_keyword_mapping__9ee88669d867a0d0af14b4eba2da0bc6
governer bullock,US Governors,Helena,Montana,USA,Montana Governor Bullock,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Pipeline,Montana Governor Bullock,,public_sector_keyword_mapping,6dc2d4d68bf5182d9476437690d6aaea,public_sector_keyword_mapping__6dc2d4d68bf5182d9476437690d6aaea
governer evers,US Governors,Madison,Wisconsin,USA,Wisconsin Governor Evers,Nour,TRUE,FALSE,,1,[Input State] Governor,24,Keyphrase,Wisconsin Governor Evers,,public_sector_keyword_mapping,45b6da3875607a8e00750a547fd930e1,public_sector_keyword_mapping__45b6da3875607a8e00750a547fd930e1
johnneelykennedy,US Senators,Washington,District of Columbia,USA,US Senator Neely Kennedy,Nour,TRUE,FALSE,,1,US Senator,24,News,US Senator Neely Kennedy,,public_sector_keyword_mapping,b368fc610c4280b4ce5e702d2bbdc418,public_sector_keyword_mapping__b368fc610c4280b4ce5e702d2bbdc418
john neely kennedy,US Senators,Washington,District of Columbia,USA,US Senator Neely Kennedy,Nour,TRUE,FALSE,,1,US Senator,24,Diplomat,US Senator Neely Kennedy,,public_sector_keyword_mapping,b368fc610c4280b4ce5e702d2bbdc418,public_sector_keyword_mapping__b368fc610c4280b4ce5e702d2bbdc418
jimcooper,US House Representatives,Washington,District of Columbia,USA,US Representative Cooper,Nour,TRUE,FALSE,,1,US Representative,24,Organization,US Representative Cooper,,public_sector_keyword_mapping,27d0a3282d033488c5b0737e46aa08b3,public_sector_keyword_mapping__27d0a3282d033488c5b0737e46aa08b3
johncurtis,US House Representatives,Washington,District of Columbia,USA,US Representative Curtis,Nour,TRUE,FALSE,,1,US Representative,24,Refinery,US Representative Curtis,,public_sector_keyword_mapping,5178e67f61792f862105b8027caa1acc,public_sector_keyword_mapping__5178e67f61792f862105b8027caa1acc
andrewharris,US House Representatives,Washington,District of Columbia,USA,US Representative Harris,Nour,TRUE,FALSE,,1,US Representative,24,FTO,US Representative Harris,,public_sector_keyword_mapping,6c64a248e2ef1cb71fc85ad8d0bb7f5d,public_sector_keyword_mapping__6c64a248e2ef1cb71fc85ad8d0bb7f5d
loritrahan,US House Representatives,Washington,District of Columbia,USA,US Representative Trahan,Nour,TRUE,FALSE,,1,US Representative,24,Consulates,US Representative Trahan,,public_sector_keyword_mapping,0fe24d97d74d4ffd84b13c0be0a99a39,public_sector_keyword_mapping__0fe24d97d74d4ffd84b13c0be0a99a39
jaredgolden,US House Representatives,Washington,District of Columbia,USA,US Representative Golden,Nour,TRUE,FALSE,,1,US Representative,24,Keyphrase,US Representative Golden,,public_sector_keyword_mapping,4e1237f1921b51ccca2e659151dd6b89,public_sector_keyword_mapping__4e1237f1921b51ccca2e659151dd6b89
thomasmassie,US House Representatives,Washington,District of Columbia,USA,US Representative Massie,Nour,TRUE,FALSE,,1,US Representative,24,Diplomat,US Representative Massie,,public_sector_keyword_mapping,a406f41ce83f34117077ebe0fd116f17,public_sector_keyword_mapping__a406f41ce83f34117077ebe0fd116f17
billflores,US House Representatives,Washington,District of Columbia,USA,Former US Representative Flores,Nour,TRUE,FALSE,,1,US Representative,31,Wells,Former US Representative Flores,,public_sector_keyword_mapping,249641f6f7925c7fcb0fdd82ef4ef079,public_sector_keyword_mapping__249641f6f7925c7fcb0fdd82ef4ef079
jesusgarcia,US House Representatives,Washington,District of Columbia,USA,US Representative Garcia,Nour,TRUE,FALSE,,1,US Representative,24,News,US Representative Garcia,,public_sector_keyword_mapping,5b3343ad478b6c4f6bb23bad956d47a9,public_sector_keyword_mapping__5b3343ad478b6c4f6bb23bad956d47a9
johnlarson,US House Representatives,Washington,District of Columbia,USA,US Representative Larson,Nour,TRUE,FALSE,,1,US Representative,24,Shipping,US Representative Larson,,public_sector_keyword_mapping,89b5cb4fbe0a4b5f9682aa152d586075,public_sector_keyword_mapping__89b5cb4fbe0a4b5f9682aa152d586075
