keyword,caption_name,lat,lon,location_name,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@hkliberty_team,Pro-democracy group Hong Kong Liberty,22.302711,114.177216,Hong Kong,188369,ForeignMinister,Pro-democracy group Hong Kong Liberty,,hk_ei_terms,2456cca22458d1f860cc28c925658748,hk_ei_terms__2456cca22458d1f860cc28c925658748
@hkglobalconnect,Pro-democracy group Hong Kong Global Connect,22.302711,114.177216,Hong Kong,188369,Wells,Pro-democracy group Hong Kong Global Connect,,hk_ei_terms,cb42dd6122edda1a26f097d683429ec8,hk_ei_terms__cb42dd6122edda1a26f097d683429ec8
@citizenspc,Pro-democracy group Citizens' Press Conference,22.302711,114.177216,Hong Kong,188369,IndustryTerm,Pro-democracy group Citizens' Press Conference,,hk_ei_terms,0991a6cb0ade658e23ce6cd704317624,hk_ei_terms__0991a6cb0ade658e23ce6cd704317624
@freedomhkg,Pro-democracy group Freedom Hong Kong,22.302711,114.177216,Hong Kong,188369,ForeignMinistry,Pro-democracy group Freedom Hong Kong,,hk_ei_terms,ecaefea9ffc9feb0b0af64ca82c086d0,hk_ei_terms__ecaefea9ffc9feb0b0af64ca82c086d0
@chrf_hk,Pro-democracy group Civil Human Rights Front,22.302711,114.177216,Hong Kong,188369,News,Pro-democracy group Civil Human Rights Front,,hk_ei_terms,fd1d346bd5c8daa1ae35da0ff3a18106,hk_ei_terms__fd1d346bd5c8daa1ae35da0ff3a18106
@stand_with_hk,Pro-democracy group Stand with Hong Kong,22.302711,114.177216,Hong Kong,188369,ForeignMinistry,Pro-democracy group Stand with Hong Kong,,hk_ei_terms,1ae00f58974e87dcb6f737862f1447d8,hk_ei_terms__1ae00f58974e87dcb6f737862f1447d8
@jwmc831,Pro-democracy activist Jim Wong,22.302711,114.177216,Hong Kong,188369,News,Pro-democracy activist Jim Wong,,hk_ei_terms,32963e963cc1d077fff14f7c0b3dc050,hk_ei_terms__32963e963cc1d077fff14f7c0b3dc050
@alvinllum,Reporter Alvin Lum,22.302711,114.177216,Hong Kong,188369,AAEntity,Reporter Alvin Lum,,hk_ei_terms,803445090416d5d117543d286414d588,hk_ei_terms__803445090416d5d117543d286414d588
@save12hkyouths,Pro-democracy group Save 12 HK Youths,22.302711,114.177216,Hong Kong,188369,LegislativeCommittee,Pro-democracy group Save 12 HK Youths,,hk_ei_terms,311affdbcfaceba3dc7ebf788f415239,hk_ei_terms__311affdbcfaceba3dc7ebf788f415239
@chenqiushi404,Chinese lawyer and activist Chen Qiushi,22.302711,114.177216,Hong Kong,188369,Diplomat,Chinese lawyer and activist Chen Qiushi,,hk_ei_terms,365aa2ebe2606c7027915cda2e5a9fda,hk_ei_terms__365aa2ebe2606c7027915cda2e5a9fda
@hkdc_us,Pro-democracy group Hong Kong Democracy Council,22.302711,114.177216,Hong Kong,188369,Wells,Pro-democracy group Hong Kong Democracy Council,,hk_ei_terms,6641f67b8641a6c106fa7387e6aea24a,hk_ei_terms__6641f67b8641a6c106fa7387e6aea24a
@jooeysiiu,Pro-democracy activist Joey Siu,22.302711,114.177216,Hong Kong,188369,ForeignMinister,Pro-democracy activist Joey Siu,,hk_ei_terms,7a2e2d22125247d97b8087fa5765b33a,hk_ei_terms__7a2e2d22125247d97b8087fa5765b33a
@hkhiiad,Pro-democracy group Hong Kong Higher Institutions International Affairs Delegation,22.302711,114.177216,Hong Kong,188369,LegislativeCommittee,Pro-democracy group Hong Kong Higher Institutions International Affairs Delegation,,hk_ei_terms,21d53ab7dcfa95ae17f5ab65d43a7f9e,hk_ei_terms__21d53ab7dcfa95ae17f5ab65d43a7f9e
@demosisto,Pro-democracy group Demosisto,22.302711,114.177216,Hong Kong,188369,Keyphrase,Pro-democracy group Demosisto,,hk_ei_terms,8a0af4f74c9c2809f406db0dc8007485,hk_ei_terms__8a0af4f74c9c2809f406db0dc8007485
@figochanhowun,Pro-democracy activist Figo Chan,22.302711,114.177216,Hong Kong,188369,ForeignMinistry,Pro-democracy activist Figo Chan,,hk_ei_terms,9636e8f2c513118e6a1e060f618889fc,hk_ei_terms__9636e8f2c513118e6a1e060f618889fc
@lukedepulford,Pro-democracy activist Luke De Pulford,22.302711,114.177216,Hong Kong,188369,FTO,Pro-democracy activist Luke De Pulford,,hk_ei_terms,5e848834a8de89146635421ccc04f57c,hk_ei_terms__5e848834a8de89146635421ccc04f57c
@sumlokkei,Reporter Sum Lok-kei,22.302711,114.177216,Hong Kong,188369,space,Reporter Sum Lok-kei,,hk_ei_terms,9211291347429fe8dd6139eb8190a94c,hk_ei_terms__9211291347429fe8dd6139eb8190a94c
@xinqisu,Reporter Su Xin-qi,22.302711,114.177216,Hong Kong,188369,News,Reporter Su Xin-qi,,hk_ei_terms,bf1301150b97a8b7b8a0b8a90c0e596b,hk_ei_terms__bf1301150b97a8b7b8a0b8a90c0e596b
@razvenhk,Reporter Razven,22.302711,114.177216,Hong Kong,188369,Exec,Reporter Razven,,hk_ei_terms,610aea9f0f90bf1909009be51f13fa27,hk_ei_terms__610aea9f0f90bf1909009be51f13fa27
@sophiemak1,Pro-democracy activist Sophie Mak,22.302711,114.177216,Hong Kong,188369,Legislator,Pro-democracy activist Sophie Mak,,hk_ei_terms,16e04bc5830d54a07f752de92b12666b,hk_ei_terms__16e04bc5830d54a07f752de92b12666b
@aaronmcn,Reporter Aaron McNicholas,22.302711,114.177216,Hong Kong,188369,Wells,Reporter Aaron McNicholas,,hk_ei_terms,43fb2a75dc7054e268598aac440f5b74,hk_ei_terms__43fb2a75dc7054e268598aac440f5b74
@rachel_cheung1,Reporter Rachel Cheung,22.302711,114.177216,Hong Kong,188369,CompanyKeyword,Reporter Rachel Cheung,,hk_ei_terms,e4810d1c746a36a77dc31fdb18ef7344,hk_ei_terms__e4810d1c746a36a77dc31fdb18ef7344
@xinwenxiaojie,Reporter Yuen Chan,22.302711,114.177216,Hong Kong,188369,Keyphrase,Reporter Yuen Chan,,hk_ei_terms,bc69e3ab0779106a3dbeb30220d38819,hk_ei_terms__bc69e3ab0779106a3dbeb30220d38819
@rhokilpatrick,Reporter Ryan Ho Kilpatrick,22.302711,114.177216,Hong Kong,188369,ForeignMinister,Reporter Ryan Ho Kilpatrick,,hk_ei_terms,b1e90ad85ec58be9da75e89aa7da4959,hk_ei_terms__b1e90ad85ec58be9da75e89aa7da4959
@hkdemocrats,Hong Kong Democratic Party Hong Kong Democratic Party,22.302711,114.177216,Hong Kong,188369,Keyphrase,Hong Kong Democratic Party Hong Kong Democratic Party,,hk_ei_terms,d1fba99f9c28c1943f00e831739113aa,hk_ei_terms__d1fba99f9c28c1943f00e831739113aa
@tomgrundy,Reporter Tom Grundy,22.302711,114.177216,Hong Kong,188369,FTO,Reporter Tom Grundy,,hk_ei_terms,c1fce4f449ff3f40f6e76f56deae4e64,hk_ei_terms__c1fce4f449ff3f40f6e76f56deae4e64
@timmysung,Reporter Timmy Sung,22.302711,114.177216,Hong Kong,188369,Diplomat,Reporter Timmy Sung,,hk_ei_terms,b41147067a652b3cc8841b74fbd0e844,hk_ei_terms__b41147067a652b3cc8841b74fbd0e844
@ssataline,Reporter Suzanne Sataline,22.302711,114.177216,Hong Kong,188369,Keyphrase,Reporter Suzanne Sataline,,hk_ei_terms,2370d0aa5fe6f7cb30868647785bdcb4,hk_ei_terms__2370d0aa5fe6f7cb30868647785bdcb4
@alvinllum,Reporter Alvin Lum,22.302711,114.177216,Hong Kong,188369,space,Reporter Alvin Lum,,hk_ei_terms,803445090416d5d117543d286414d588,hk_ei_terms__803445090416d5d117543d286414d588
@jerometaylor,Reporter Jerome Taylor,22.302711,114.177216,Hong Kong,188369,Legislator,Reporter Jerome Taylor,,hk_ei_terms,b7d46c791115a0f550d64dc39bc1e9b2,hk_ei_terms__b7d46c791115a0f550d64dc39bc1e9b2
@stegersaurus,Reporter Isabella Steger,22.302711,114.177216,Hong Kong,188369,LegislativeCommittee,Reporter Isabella Steger,,hk_ei_terms,8a36ff09db2c6d81c6795ad3349cd64a,hk_ei_terms__8a36ff09db2c6d81c6795ad3349cd64a
@laurelchor,Reporter Laurel Chor,22.302711,114.177216,Hong Kong,188369,Exec,Reporter Laurel Chor,,hk_ei_terms,d993b844fab2396d692d178da85ad8f2,hk_ei_terms__d993b844fab2396d692d178da85ad8f2
@krislc,Reporter Kris Cheng,22.302711,114.177216,Hong Kong,188369,Consulates,Reporter Kris Cheng,,hk_ei_terms,fe14c2b8f9055bbe148d3c1818bd9c11,hk_ei_terms__fe14c2b8f9055bbe148d3c1818bd9c11
@antd,Reporter Antony Dapiran,22.302711,114.177216,Hong Kong,188369,space,Reporter Antony Dapiran,,hk_ei_terms,da8083a1fb7ceb80ddf0172f87ea1256,hk_ei_terms__da8083a1fb7ceb80ddf0172f87ea1256
@reginaiplau,New People's Party chairperson Regina Ip,22.302711,114.177216,Hong Kong,188369,ForeignMinister,New People's Party chairperson Regina Ip,,hk_ei_terms,034ba27e2142c99cdcd8c591c6a7f0ba,hk_ei_terms__034ba27e2142c99cdcd8c591c6a7f0ba
@zlj517,Chinese Foreign Ministry Spokesperson Zhao Lijian,22.302711,114.177216,Hong Kong,188369,Legislator,Chinese Foreign Ministry Spokesperson Zhao Lijian,,hk_ei_terms,caedd63fac05bb2d803b121136a96f56,hk_ei_terms__caedd63fac05bb2d803b121136a96f56
@dominictsz,New People's Party politician Dominic Lee,22.302711,114.177216,Hong Kong,188369,DiplomaticFacilities,New People's Party politician Dominic Lee,,hk_ei_terms,09ca29705876890229a882540e69f532,hk_ei_terms__09ca29705876890229a882540e69f532
@joephychan,Former district councillor Joephy Chan,22.302711,114.177216,Hong Kong,188369,AAEntity,Former district councillor Joephy Chan,,hk_ei_terms,eec738cc9fbbd6ef877e9a5ef78ef5d9,hk_ei_terms__eec738cc9fbbd6ef877e9a5ef78ef5d9
@judychan45,New People's Party politician Judy Chan,22.302711,114.177216,Hong Kong,188369,Exec,New People's Party politician Judy Chan,,hk_ei_terms,9a2a0f0710a8433c9f9025e2d1315c10,hk_ei_terms__9a2a0f0710a8433c9f9025e2d1315c10
@adrianhosavehk,New People's Party politician Adrian Ho,22.302711,114.177216,Hong Kong,188369,Person,New People's Party politician Adrian Ho,,hk_ei_terms,5e2eb7c433dfca0e2bffca1dbd9c34a2,hk_ei_terms__5e2eb7c433dfca0e2bffca1dbd9c34a2
@nixielam,Hong Kong Election Committee member Nixie Lam,22.302711,114.177216,Hong Kong,188369,Media,Hong Kong Election Committee member Nixie Lam,,hk_ei_terms,1e63c82f9304dfd887c0a65f732be020,hk_ei_terms__1e63c82f9304dfd887c0a65f732be020
@newsgovhk,Hong Kong Government News Hong Kong Government News,22.302711,114.177216,Hong Kong,188369,Keyphrase,Hong Kong Government News Hong Kong Government News,,hk_ei_terms,829fb63260dcd14c33b60dfd50aee6cf,hk_ei_terms__829fb63260dcd14c33b60dfd50aee6cf
@epochtimeshk,Epoch Times HK,22.302711,114.177216,Hong Kong,188369,Legislator,Epoch Times HK,,hk_ei_terms,a8de59e4e0b4bc01dfa20b16e143c8ad,hk_ei_terms__a8de59e4e0b4bc01dfa20b16e143c8ad
@ezracheungtoto,Reporter Ezra Cheung,22.302711,114.177216,Hong Kong,188369,Legislator,Reporter Ezra Cheung,,hk_ei_terms,0d83ae94c2fef67fb8cf1ad60e5c8397,hk_ei_terms__0d83ae94c2fef67fb8cf1ad60e5c8397
@solomonyue,Republicans Overseas CEO Solomon Yue,22.302711,114.177216,Hong Kong,188369,Media,Republicans Overseas CEO Solomon Yue,,hk_ei_terms,7ad389e7fb2a4eb5789930e1d6c76435,hk_ei_terms__7ad389e7fb2a4eb5789930e1d6c76435
@spokespersonchn,Chinese Foreign Ministry spokesperson Hua Chunying,22.302711,114.177216,Hong Kong,188369,Wells,Chinese Foreign Ministry spokesperson Hua Chunying,,hk_ei_terms,805d65bef9b0825886aca07641126937,hk_ei_terms__805d65bef9b0825886aca07641126937
