handle,caption_name,location_lower,exclude_groups,Location City,Location Country,Alternate Location (city/statge/region/country/constituency),.1,.2,Firstname,Lastname,Entity Type,Entity Type 2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
pedroocl,Brazilian Legislator Cunha Lima,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator Cunha Lima,,int_leg_handles,9027ffcb7c857dee92de72d54f51133f,int_leg_handles__9027ffcb7c857dee92de72d54f51133f
deppedrolucasf,Brazilian Legislator Fernandes,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Diplomat,Brazilian Legislator Fernandes,,int_leg_handles,38d66bfe5898939c315a444c283f7587,int_leg_handles__38d66bfe5898939c315a444c283f7587
pedro_lupion,Brazilian Legislator Lupion,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Refinery,Brazilian Legislator Lupion,,int_leg_handles,5ee86195e49b0304f1cf7a8fbd653e88,int_leg_handles__5ee86195e49b0304f1cf7a8fbd653e88
pedropaulo,Former Brazilian Legislator Paulo Carvalho,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of the Chamber of Deputies of Brazil,LegislativeCommittee,Former Brazilian Legislator Paulo Carvalho,,int_leg_handles,44ea46e6c7ff565974e0e421a9d98c78,int_leg_handles__44ea46e6c7ff565974e0e421a9d98c78
uczai,Brazilian Legislator Uczai,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Shipping,Brazilian Legislator Uczai,,int_leg_handles,c8a4cae792fff1ab0a8f1e13bd0d3abc,int_leg_handles__c8a4cae792fff1ab0a8f1e13bd0d3abc
pedrowestphalen,Brazilian Legislator Westphalen,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,IndustryTerm,Brazilian Legislator Westphalen,,int_leg_handles,292477ec91d01b1223fc2dab9cfa6fe4,int_leg_handles__292477ec91d01b1223fc2dab9cfa6fe4
deputadopeninha,Brazilian Legislator Peninha,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Wells,Brazilian Legislator Peninha,,int_leg_handles,d70d485ab0f318c9e0153b68aca25fa9,int_leg_handles__d70d485ab0f318c9e0153b68aca25fa9
perpetua_acre,Brazilian Legislator Almeida,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,ForeignMinister,Brazilian Legislator Almeida,,int_leg_handles,0e753c1d4b3272bc382132308942ad3a,int_leg_handles__0e753c1d4b3272bc382132308942ad3a
pinheirinhomg,Brazilian Legislator Pinheirinho,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,AAEntity,Brazilian Legislator Pinheirinho,,int_leg_handles,38faa86a1701322b4aa639f77d18d20c,int_leg_handles__38faa86a1701322b4aa639f77d18d20c
katiasastre,Brazilian Legislator Sastre,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,CompanyKeyword,Brazilian Legislator Sastre,,int_leg_handles,1092ba1c923e142e8116fa6ce54fe6bc,int_leg_handles__1092ba1c923e142e8116fa6ce54fe6bc
profalcids,Brazilian Legislator Filho,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,DiplomaticFacilities,Brazilian Legislator Filho,,int_leg_handles,2e79642884cc399fd1d412720dafda1e,int_leg_handles__2e79642884cc399fd1d412720dafda1e
profmarcivania,Brazilian Legislator Flexa,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Pipeline,Brazilian Legislator Flexa,,int_leg_handles,ee26ecd510be454fc503a75ecf1adaa4,int_leg_handles__ee26ecd510be454fc503a75ecf1adaa4
prof_rosaneide,Brazilian Legislator Neide,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Keyphrase,Brazilian Legislator Neide,,int_leg_handles,aae8645cab98fe01d9ea4bd14e25b09f,int_leg_handles__aae8645cab98fe01d9ea4bd14e25b09f
rafaelmottarn,Brazilian Legislator Motta,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,FTO,Brazilian Legislator Motta,,int_leg_handles,68c9d499141cc996f926b5f2a474fcf5,int_leg_handles__68c9d499141cc996f926b5f2a474fcf5
raimundocostaba,Brazilian Legislator Costa,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Refinery,Brazilian Legislator Costa,,int_leg_handles,8f1d935a48e0d23449cd53e6454d49dd,int_leg_handles__8f1d935a48e0d23449cd53e6454d49dd
ratinho_jr,Brazilian Governor Junior,brazil,brazil,,Brazil,,,,,,Legislator,Governor of Parana,Consulates,Brazilian Governor Junior,,int_leg_handles,7e728853d114185777cc50047a263645,int_leg_handles__7e728853d114185777cc50047a263645
raulhenry,Brazilian Legislator Henry,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,IndustryTerm,Brazilian Legislator Henry,,int_leg_handles,a17c49443500144cd52531e03ab645e9,int_leg_handles__a17c49443500144cd52531e03ab645e9
reginaldolopes,Brazilian Legislator Lopes,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Shipping,Brazilian Legislator Lopes,,int_leg_handles,852885bdd8ce8e830087eaca10244891,int_leg_handles__852885bdd8ce8e830087eaca10244891
rejane_dias,Brazilian Legislator Dias,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Organization,Brazilian Legislator Dias,,int_leg_handles,b1501ed548cfe4765834a58e0c8e82ed,int_leg_handles__b1501ed548cfe4765834a58e0c8e82ed
renataabreu1919,Brazilian Legislator Abreu,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Wells,Brazilian Legislator Abreu,,int_leg_handles,dac978b617b4de95cd8b2340a88d79b6,int_leg_handles__dac978b617b4de95cd8b2340a88d79b6
renildo,Brazilian Legislator Calheiros,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Keyphrase,Brazilian Legislator Calheiros,,int_leg_handles,b2748d2c4ac1dc82b3c68c832112212e,int_leg_handles__b2748d2c4ac1dc82b3c68c832112212e
ricardobarrospp,Brazilian Legislator Barros,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Wells,Brazilian Legislator Barros,,int_leg_handles,0ca211c30c38046132c15765e03dc57c,int_leg_handles__0ca211c30c38046132c15765e03dc57c
ricardozguidi,Brazilian Legislator Guidi,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Keyphrase,Brazilian Legislator Guidi,,int_leg_handles,8cc3518c9a3356f27a49676fce114d7c,int_leg_handles__8cc3518c9a3356f27a49676fce114d7c
ricardoizar,Brazilian Legislator Izar,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Person,Brazilian Legislator Izar,,int_leg_handles,43213d2be6c99e157593d8bc505e2703,int_leg_handles__43213d2be6c99e157593d8bc505e2703
psdbricardo45,Brazilian Legislator Teobaldo,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,IndustryTerm,Brazilian Legislator Teobaldo,,int_leg_handles,cd5802d0a2be696b1a99846bf2fef403,int_leg_handles__cd5802d0a2be696b1a99846bf2fef403
robertodelucena,Brazilian Legislator de Lucena,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,ForeignMinistry,Brazilian Legislator de Lucena,,int_leg_handles,2a447c77690e69e144b63059cfb332b6,int_leg_handles__2a447c77690e69e144b63059cfb332b6
segueorp,Former Brazilian Legislator Pessoa,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of the Chamber of Deputies of Brazil,Diplomat,Former Brazilian Legislator Pessoa,,int_leg_handles,dc0a388defa24f27ab98b7483433e33f,int_leg_handles__dc0a388defa24f27ab98b7483433e33f
rodrigoagost,Brazilian Legislator Agostinho,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,News,Brazilian Legislator Agostinho,,int_leg_handles,d8ac28adf87a74162d6f5ded970f4c44,int_leg_handles__d8ac28adf87a74162d6f5ded970f4c44
coelho_rodrigo,Brazilian Legislator Coelho,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Organization,Brazilian Legislator Coelho,,int_leg_handles,c203368d2841f61dede9f70feeddeab9,int_leg_handles__c203368d2841f61dede9f70feeddeab9
rodrigomaia,Brazilian Legislator Maia,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,ForeignMinister,Brazilian Legislator Maia,,int_leg_handles,fc314223f78bd83a5cf644bf553b03b2,int_leg_handles__fc314223f78bd83a5cf644bf553b03b2
rogeriocorreia_,Brazilian Legislator Correia,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Legislator,Brazilian Legislator Correia,,int_leg_handles,b6c162389638db920c0f25a686d95afc,int_leg_handles__b6c162389638db920c0f25a686d95afc
ronaldocarletto,Brazilian Legislator Carletto,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Person,Brazilian Legislator Carletto,,int_leg_handles,36c4e26c4f55758d032fc10a8d737020,int_leg_handles__36c4e26c4f55758d032fc10a8d737020
deprosanavalle,Brazilian Legislator Valle,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Exec,Brazilian Legislator Valle,,int_leg_handles,8a40885bdb46e82375c2ecc0624521d9,int_leg_handles__8a40885bdb46e82375c2ecc0624521d9
rosangelasgomes,Brazilian Legislator Gomes,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Consulates,Brazilian Legislator Gomes,,int_leg_handles,f84142e2dfe3edf372b52fba4798b21a,int_leg_handles__f84142e2dfe3edf372b52fba4798b21a
rosemodestoms,Brazilian Legislator Modesto,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,LegislativeCommittee,Brazilian Legislator Modesto,,int_leg_handles,56b79f3eb9e853bc27b08b3abb550ce1,int_leg_handles__56b79f3eb9e853bc27b08b3abb550ce1
23rubensbueno,Brazilian Legislator Bueno,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Consulates,Brazilian Legislator Bueno,,int_leg_handles,6b443a0ee8930a7df30a97eb2c0de3bd,int_leg_handles__6b443a0ee8930a7df30a97eb2c0de3bd
rubensotoni,Brazilian Legislator Otoni,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,LegislativeCommittee,Brazilian Legislator Otoni,,int_leg_handles,ca83d255e4273db39b61aa273af8cf99,int_leg_handles__ca83d255e4273db39b61aa273af8cf99
rubenspereirajr,Brazilian Legislator Junior,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,AAEntity,Brazilian Legislator Junior,,int_leg_handles,abfc250520076039fc2165669152e862,int_leg_handles__abfc250520076039fc2165669152e862
rfalcao13,Brazilian Legislator Falcao,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Diplomat,Brazilian Legislator Falcao,,int_leg_handles,c1b3e2bb24d2f25f7bf0121d93546a7e,int_leg_handles__c1b3e2bb24d2f25f7bf0121d93546a7e
ruycarneiropb,Brazilian Legislator Carneiro,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Pipeline,Brazilian Legislator Carneiro,,int_leg_handles,625380f89c7b18ccb5f3f4f0a8b1d9c9,int_leg_handles__625380f89c7b18ccb5f3f4f0a8b1d9c9
samiabomfim,Brazilian Legislator Bomfim,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,CompanyKeyword,Brazilian Legislator Bomfim,,int_leg_handles,33626184d167f68ee0183660a7ba42fa,int_leg_handles__33626184d167f68ee0183660a7ba42fa
samuelmoreira,Brazilian Legislator Moreira,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Refinery,Brazilian Legislator Moreira,,int_leg_handles,01e48ca06ba9c86b7d4625888a14dca9,int_leg_handles__01e48ca06ba9c86b7d4625888a14dca9
sandroalex5555,Brazilian Legislator Alex,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,ForeignMinistry,Brazilian Legislator Alex,,int_leg_handles,f21799220d66a2341502d95b2deeb9ef,int_leg_handles__f21799220d66a2341502d95b2deeb9ef
sargentofahur,Brazilian Legislator Fahur,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Pipeline,Brazilian Legislator Fahur,,int_leg_handles,f37e323e92da464fb1b2e2e57a0e1608,int_leg_handles__f37e323e92da464fb1b2e2e57a0e1608
depgurgel,Brazilian Legislator Gurgel,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,IndustryTerm,Brazilian Legislator Gurgel,,int_leg_handles,dfc6faa0673e76ecb8175946f15cbc43,int_leg_handles__dfc6faa0673e76ecb8175946f15cbc43
seba_oliveira,Brazilian Legislator Oliveira,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Legislator,Brazilian Legislator Oliveira,,int_leg_handles,2a166ff98ed20037d4a7d6933da8360d,int_leg_handles__2a166ff98ed20037d4a7d6933da8360d
sergiobritoba,Brazilian Legislator Brito,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,ForeignMinistry,Brazilian Legislator Brito,,int_leg_handles,99d86028b4f76606bcad921ffc8d419d,int_leg_handles__99d86028b4f76606bcad921ffc8d419d
_sergiosouza,Brazilian Legislator Souza,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Keyphrase,Brazilian Legislator Souza,,int_leg_handles,c5eddc5f4b64b715dd1b889743afc8ef,int_leg_handles__c5eddc5f4b64b715dd1b889743afc8ef
depsergiotoledo,Brazilian Legislator Toledo,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Legislator,Brazilian Legislator Toledo,,int_leg_handles,a1f9ac76c34d8fb34442390fa263c20e,int_leg_handles__a1f9ac76c34d8fb34442390fa263c20e
vidigalsergio,Former Brazilian Legislator Vidigal,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of the Chamber of Deputies of Brazil,space,Former Brazilian Legislator Vidigal,,int_leg_handles,06d213c9a7cfc26433804f2f7ed7918b,int_leg_handles__06d213c9a7cfc26433804f2f7ed7918b
depsheridan,Brazilian Legislator Oliveira,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Wells,Brazilian Legislator Oliveira,,int_leg_handles,a1f642acbf4d5a381ff017a8ddcc7716,int_leg_handles__a1f642acbf4d5a381ff017a8ddcc7716
sidneyleite_,Brazilian Legislator Leite,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Organization,Brazilian Legislator Leite,,int_leg_handles,d6752e8736bae17b5e0ffe52f2f778ce,int_leg_handles__d6752e8736bae17b5e0ffe52f2f778ce
silascamara_,Brazilian Legislator Camara,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Refinery,Brazilian Legislator Camara,,int_leg_handles,6475248dc3a4b3156c566298fca1aae0,int_leg_handles__6475248dc3a4b3156c566298fca1aae0
silviacristinax,Brazilian Legislator Cristina,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Person,Brazilian Legislator Cristina,,int_leg_handles,9167cb7a0a9e2492b656ec58dd0ea1d8,int_leg_handles__9167cb7a0a9e2492b656ec58dd0ea1d8
silvio_cfilho,Brazilian Legislator Costa Filho,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Legislator,Brazilian Legislator Costa Filho,,int_leg_handles,3f8f8b3fb5192d13aeef4462f1489d6c,int_leg_handles__3f8f8b3fb5192d13aeef4462f1489d6c
dramanato,Brazilian Legislator Mannato,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,FTO,Brazilian Legislator Mannato,,int_leg_handles,465ae5bbf871e00be6cbb259a42ae1c7,int_leg_handles__465ae5bbf871e00be6cbb259a42ae1c7
sorayasantos,Brazilian Legislator Santos,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Refinery,Brazilian Legislator Santos,,int_leg_handles,a1a84f129250ee941280a2e91bb57947,int_leg_handles__a1a84f129250ee941280a2e91bb57947
depsostenes,Brazilian Legislator Cavalcante,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Organization,Brazilian Legislator Cavalcante,,int_leg_handles,b3989bb7ad703cdead5750cf2a770628,int_leg_handles__b3989bb7ad703cdead5750cf2a770628
depstefano,Brazilian Legislator Aguiar,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Exec,Brazilian Legislator Aguiar,,int_leg_handles,c25deb1472ab279e08988fead5d7af3d,int_leg_handles__c25deb1472ab279e08988fead5d7af3d
subgonzagamg,Brazilian Legislator Gonzaga,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Consulates,Brazilian Legislator Gonzaga,,int_leg_handles,3b3c9c9692fd416dc11c37bebd4885c0,int_leg_handles__3b3c9c9692fd416dc11c37bebd4885c0
tabataamaralsp,Brazilian Legislator Amaral,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Diplomat,Brazilian Legislator Amaral,,int_leg_handles,42cbdece343b6f738ee5915439922db5,int_leg_handles__42cbdece343b6f738ee5915439922db5
taliriapetrone,Brazilian Legislator Petrone,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Exec,Brazilian Legislator Petrone,,int_leg_handles,29885e7a61cb739deb0c9f1ff16070c8,int_leg_handles__29885e7a61cb739deb0c9f1ff16070c8
capitaoderrite,Brazilian Legislator Derrite,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Person,Brazilian Legislator Derrite,,int_leg_handles,83a20fd8016da4c6eaf5c9d5a83ee0c4,int_leg_handles__83a20fd8016da4c6eaf5c9d5a83ee0c4
terezacrisms,"Brazilian Minister of Agriculture, Livestock and Supply Cristina",brazil,brazil,,Brazil,,,,,,Legislator,"Minister of Agriculture, Livestock and Supply of Brazil",Consulates,"Brazilian Minister of Agriculture, Livestock and Supply Cristina",,int_leg_handles,8754414cf0ae4ebaf2a09f636480a72d,int_leg_handles__8754414cf0ae4ebaf2a09f636480a72d
terezanelma_,Brazilian Legislator Nelma,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,CompanyKeyword,Brazilian Legislator Nelma,,int_leg_handles,eaf1627dda3cef00cb638f352277600d,int_leg_handles__eaf1627dda3cef00cb638f352277600d
tiago_dimas,Brazilian Legislator Dimas,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Media,Brazilian Legislator Dimas,,int_leg_handles,8da96aa7089b5ccc7a3c206cfa9fb2e0,int_leg_handles__8da96aa7089b5ccc7a3c206cfa9fb2e0
tiagomitraud,Brazilian Legislator Mitraud,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Consulates,Brazilian Legislator Mitraud,,int_leg_handles,3814ccb88372653476ad4f24bafefee6,int_leg_handles__3814ccb88372653476ad4f24bafefee6
tiriricanaweb,Brazilian Legislator Tiririca,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,CompanyKeyword,Brazilian Legislator Tiririca,,int_leg_handles,5397c7e34b3c63c3a19897c52582c806,int_leg_handles__5397c7e34b3c63c3a19897c52582c806
titodepfederal,Brazilian Legislator Tito,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Exec,Brazilian Legislator Tito,,int_leg_handles,db794ea6bf2f481446089a1b54310fc8,int_leg_handles__db794ea6bf2f481446089a1b54310fc8
deputadotoninho,Brazilian Legislator Wandscheer,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Keyphrase,Brazilian Legislator Wandscheer,,int_leg_handles,ace0ce3b8fd7e1286c0f06f96b156467,int_leg_handles__ace0ce3b8fd7e1286c0f06f96b156467
tuliogadelha,Brazilian Legislator Gadelha,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,IndustryTerm,Brazilian Legislator Gadelha,,int_leg_handles,56ec5a0622d052bab86a29758fafdb09,int_leg_handles__56ec5a0622d052bab86a29758fafdb09
depsanderson,Brazilian Legislator Sanderson,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Consulates,Brazilian Legislator Sanderson,,int_leg_handles,942b68ff8fc1605cbc7fd0261b6d551c,int_leg_handles__942b68ff8fc1605cbc7fd0261b6d551c
ulduricojr,Brazilian Legislator Junior,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Pipeline,Brazilian Legislator Junior,,int_leg_handles,d33713707b2550b063af5f0e8a961fe7,int_leg_handles__d33713707b2550b063af5f0e8a961fe7
vaidonoliveira,Brazilian Legislator Vaidon Oliveira,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Keyphrase,Brazilian Legislator Vaidon Oliveira,,int_leg_handles,f41ea9a7123d1c58ae778151b7913fd2,int_leg_handles__f41ea9a7123d1c58ae778151b7913fd2
valdevannoventa,Brazilian Legislator Vaidon Valdevan Noventa,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Person,Brazilian Legislator Vaidon Valdevan Noventa,,int_leg_handles,32d6459dda521272f34df33e54868a44,int_leg_handles__32d6459dda521272f34df33e54868a44
depvalmir,Brazilian Legislator Assuncao,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,FTO,Brazilian Legislator Assuncao,,int_leg_handles,720c34277fe5f14d37304d0fc4fa7396,int_leg_handles__720c34277fe5f14d37304d0fc4fa7396
