german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
kalkstrasse,"Kalkstrasse in Bornheim, Germany",50.7600281,6.9837561,1,,,,,,FTO,"Kalkstrasse in Bornheim, Germany",,german_fires_bornheim_locations,91e4de12ee356547478615f681ac9496,german_fires_bornheim_locations__91e4de12ee356547478615f681ac9496
kallenbergstrasse,"Kallenbergstrasse in Bornheim, Germany",50.7624486,6.9877334,1,,,,,,CompanyKeyword,"Kallenbergstrasse in Bornheim, Germany",,german_fires_bornheim_locations,b1450ebd374ec0d178818375457b2c89,german_fires_bornheim_locations__b1450ebd374ec0d178818375457b2c89
kampsweg,"Kampsweg in Bornheim, Germany",50.763204,6.9543215,1,,,,,,ForeignMinister,"Kampsweg in Bornheim, Germany",,german_fires_bornheim_locations,2e12a222e27f98ea6dfae5eb9db54bcd,german_fires_bornheim_locations__2e12a222e27f98ea6dfae5eb9db54bcd
kantstrasse,"Kantstrasse in Bornheim, Germany",50.7619457,7.0017907,1,,,,,,FTO,"Kantstrasse in Bornheim, Germany",,german_fires_bornheim_locations,9949ca220d88fb004a410f135a380ad6,german_fires_bornheim_locations__9949ca220d88fb004a410f135a380ad6
kapellenstrasse,"Kapellenstrasse in Bornheim, Germany",50.7797723,6.922697,1,,,,,,Keyphrase,"Kapellenstrasse in Bornheim, Germany",,german_fires_bornheim_locations,0dcd758f24869cb8b456dac5db8d7a06,german_fires_bornheim_locations__0dcd758f24869cb8b456dac5db8d7a06
kapitelweg,"Kapitelweg in Bornheim, Germany",50.7982494,6.9138752,1,,,,,,DiplomaticFacilities,"Kapitelweg in Bornheim, Germany",,german_fires_bornheim_locations,7e27faf43f791e75c79d2280b5875153,german_fires_bornheim_locations__7e27faf43f791e75c79d2280b5875153
kardorfer strasse,"Kardorfer strasse in Bornheim, Germany",50.7648346,6.945039,1,,,,,,ForeignMinister,"Kardorfer strasse in Bornheim, Germany",,german_fires_bornheim_locations,7f63dbcafe9b58eab2ec095a18f65d9f,german_fires_bornheim_locations__7f63dbcafe9b58eab2ec095a18f65d9f
karnapsweg,"Karnapsweg in Bornheim, Germany",50.7638322,6.9636317,1,,,,,,News,"Karnapsweg in Bornheim, Germany",,german_fires_bornheim_locations,ac2fd18e250c1ba9d5492217c1cba194,german_fires_bornheim_locations__ac2fd18e250c1ba9d5492217c1cba194
karolingerstrasse,"Karolingerstrasse in Bornheim, Germany",50.7974924,7.0250131,1,,,,,,Media,"Karolingerstrasse in Bornheim, Germany",,german_fires_bornheim_locations,5a25f3418c7601a68646d39a5ddc6044,german_fires_bornheim_locations__5a25f3418c7601a68646d39a5ddc6044
kartauserstrasse,"Kartauserstrasse in Bornheim, Germany",50.7603657,7.0013779,1,,,,,,Person,"Kartauserstrasse in Bornheim, Germany",,german_fires_bornheim_locations,7fb21057e23c2556e07dcbf68fe1cae1,german_fires_bornheim_locations__7fb21057e23c2556e07dcbf68fe1cae1
katzentranke,"Katzentranke in Bornheim, Germany",50.7659799,6.9446659,1,,,,,,Organization,"Katzentranke in Bornheim, Germany",,german_fires_bornheim_locations,1f73f188fca661ee044413ab1df44c3f,german_fires_bornheim_locations__1f73f188fca661ee044413ab1df44c3f
keimerstrasse,"Keimerstrasse in Bornheim, Germany",50.7643065,6.9389692,1,,,,,,Person,"Keimerstrasse in Bornheim, Germany",,german_fires_bornheim_locations,d5c7742ad95d7c46e7e74c15e9f336a7,german_fires_bornheim_locations__d5c7742ad95d7c46e7e74c15e9f336a7
keldenicher strasse,"Keldenicher strasse in Bornheim, Germany",50.7981268,6.9590236,1,,,,,,ForeignMinistry,"Keldenicher strasse in Bornheim, Germany",,german_fires_bornheim_locations,64cc444a20f5309e1ef05f5f86207bd9,german_fires_bornheim_locations__64cc444a20f5309e1ef05f5f86207bd9
kerpengasse,"Kerpengasse in Bornheim, Germany",50.7598979,6.9496866,1,,,,,,Consulates,"Kerpengasse in Bornheim, Germany",,german_fires_bornheim_locations,1b2d424e6ea188d239c1140995c1b341,german_fires_bornheim_locations__1b2d424e6ea188d239c1140995c1b341
kimbernweg,"Kimbernweg in Bornheim, Germany",50.7969813,7.0226952,1,,,,,,ForeignMinistry,"Kimbernweg in Bornheim, Germany",,german_fires_bornheim_locations,5bdce8bd3aca6c8973273e1cc5d9dcfa,german_fires_bornheim_locations__5bdce8bd3aca6c8973273e1cc5d9dcfa
kirchgasschen,"Kirchgasschen in Bornheim, Germany",50.7610684,6.9899687,1,,,,,,ForeignMinister,"Kirchgasschen in Bornheim, Germany",,german_fires_bornheim_locations,9c613e5e9d624fc40a7e33ce00743d72,german_fires_bornheim_locations__9c613e5e9d624fc40a7e33ce00743d72
kirchstrasse,"Kirchstrasse in Bornheim, Germany",50.7778399,6.9217227,1,,,,,,Media,"Kirchstrasse in Bornheim, Germany",,german_fires_bornheim_locations,3606191c6b5a4266c7eb2690a57270cd,german_fires_bornheim_locations__3606191c6b5a4266c7eb2690a57270cd
kitzburger strasse,"Kitzburger strasse in Bornheim, Germany",50.7913759,6.9139704,1,,,,,,Wells,"Kitzburger strasse in Bornheim, Germany",,german_fires_bornheim_locations,ee1f9303f2808641588d5f62dedbeda7,german_fires_bornheim_locations__ee1f9303f2808641588d5f62dedbeda7
klarenhofstrasse,"Klarenhofstrasse in Bornheim, Germany",50.7556766,7.0071028,1,,,,,,ForeignMinistry,"Klarenhofstrasse in Bornheim, Germany",,german_fires_bornheim_locations,49eb84e185d04c3269bbe94f12d79012,german_fires_bornheim_locations__49eb84e185d04c3269bbe94f12d79012
kleinstrasse,"Kleinstrasse in Bornheim, Germany",50.7665947,7.0487854,1,,,,,,Wells,"Kleinstrasse in Bornheim, Germany",,german_fires_bornheim_locations,5bd7e542e1888d2428800008ce4e7ed2,german_fires_bornheim_locations__5bd7e542e1888d2428800008ce4e7ed2
kleiststrasse,"Kleiststrasse in Bornheim, Germany",50.7668525,6.9828031,1,,,,,,Refinery,"Kleiststrasse in Bornheim, Germany",,german_fires_bornheim_locations,ded4c0fe4808c1fb2db7fd33fa774fe3,german_fires_bornheim_locations__ded4c0fe4808c1fb2db7fd33fa774fe3
klinkenbergsweg,"Klinkenbergsweg in Bornheim, Germany",50.7639696,6.924469,1,,,,,,IndustryTerm,"Klinkenbergsweg in Bornheim, Germany",,german_fires_bornheim_locations,0a4b5b5db1d6fba2542c59191a821910,german_fires_bornheim_locations__0a4b5b5db1d6fba2542c59191a821910
klippe,"Klippe in Bornheim, Germany",50.7581597,6.9802242,1,,,,,,Pipeline,"Klippe in Bornheim, Germany",,german_fires_bornheim_locations,a46fe6f05fcd7a01c41f8050f2775e7e,german_fires_bornheim_locations__a46fe6f05fcd7a01c41f8050f2775e7e
klosterrather weg,"Klosterrather Weg in Bornheim, Germany",50.7668268,7.0468448,1,,,,,,space,"Klosterrather Weg in Bornheim, Germany",,german_fires_bornheim_locations,a8eb4d6f876df02d6768213af1b285d9,german_fires_bornheim_locations__a8eb4d6f876df02d6768213af1b285d9
klosterstrasse,"Klosterstrasse in Bornheim, Germany",50.7755404,6.9168726,1,,,,,,Wells,"Klosterstrasse in Bornheim, Germany",,german_fires_bornheim_locations,254e64bd42ec475a10a7f660ee117004,german_fires_bornheim_locations__254e64bd42ec475a10a7f660ee117004
klutschpfad,"Klutschpfad in Bornheim, Germany",50.790401,6.9162483,1,,,,,,Exec,"Klutschpfad in Bornheim, Germany",,german_fires_bornheim_locations,5255fd6b8cd19cfb83b0e0e8cfe7774b,german_fires_bornheim_locations__5255fd6b8cd19cfb83b0e0e8cfe7774b
kneusgenweg,"Kneusgenweg in Bornheim, Germany",50.7690317,7.0514764,1,,,,,,News,"Kneusgenweg in Bornheim, Germany",,german_fires_bornheim_locations,f6572afb5f5a500ab09eef57c10b49ab,german_fires_bornheim_locations__f6572afb5f5a500ab09eef57c10b49ab
knippstrasse,"Knippstrasse in Bornheim, Germany",50.7600594,7.0043719,1,,,,,,Pipeline,"Knippstrasse in Bornheim, Germany",,german_fires_bornheim_locations,07a0c384389530727e71aba1bdbc4cb4,german_fires_bornheim_locations__07a0c384389530727e71aba1bdbc4cb4
koblenzer strasse,"Koblenzer strasse in Bornheim, Germany",50.7578583,7.012617,1,,,,,,Keyphrase,"Koblenzer strasse in Bornheim, Germany",,german_fires_bornheim_locations,408d9a01f4021049ab8e55a6b659f2ee,german_fires_bornheim_locations__408d9a01f4021049ab8e55a6b659f2ee
kolner landstrasse,"Kolner Landstrasse in Bornheim, Germany",50.794371,7.0222689,1,,,,,,Exec,"Kolner Landstrasse in Bornheim, Germany",,german_fires_bornheim_locations,ff953074686c9f9cd7c2c2d0c5713e5b,german_fires_bornheim_locations__ff953074686c9f9cd7c2c2d0c5713e5b
konigsberger strasse,"Konigsberger strasse in Bornheim, Germany",50.7958713,6.9540058,1,,,,,,Keyphrase,"Konigsberger strasse in Bornheim, Germany",,german_fires_bornheim_locations,9b3a8ec340f96beb37599b14d0d59715,german_fires_bornheim_locations__9b3a8ec340f96beb37599b14d0d59715
konigstrasse,"Konigstrasse in Bornheim, Germany",50.7631359,6.9866563,1,,,,,,CompanyKeyword,"Konigstrasse in Bornheim, Germany",,german_fires_bornheim_locations,85313b4a4b276108ee2b71a7bb41d641,german_fires_bornheim_locations__85313b4a4b276108ee2b71a7bb41d641
kolberger strasse,"Kolberger strasse in Bornheim, Germany",50.7967365,6.9532091,1,,,,,,ForeignMinister,"Kolberger strasse in Bornheim, Germany",,german_fires_bornheim_locations,8fb23e61dd0553d852bfa148879218d5,german_fires_bornheim_locations__8fb23e61dd0553d852bfa148879218d5
kolpingweg,"Kolpingweg in Bornheim, Germany",50.7910146,6.9546049,1,,,,,,Exec,"Kolpingweg in Bornheim, Germany",,german_fires_bornheim_locations,caa92dbf2eb5c576b737402650aea940,german_fires_bornheim_locations__caa92dbf2eb5c576b737402650aea940
krawinkel,"Krawinkel in Bornheim, Germany",50.7910255,6.915584,1,,,,,,Shipping,"Krawinkel in Bornheim, Germany",,german_fires_bornheim_locations,3bbbdfc747515eb7b634a00437cf7061,german_fires_bornheim_locations__3bbbdfc747515eb7b634a00437cf7061
krausbitzchen,"Krausbitzchen in Bornheim, Germany",50.7890532,6.9477429,1,,,,,,Consulates,"Krausbitzchen in Bornheim, Germany",,german_fires_bornheim_locations,019d8ae624caf990c1930789e48d2902,german_fires_bornheim_locations__019d8ae624caf990c1930789e48d2902
krausplatz,"Krausplatz in Bornheim, Germany",50.7884276,6.9534899,1,,,,,,Organization,"Krausplatz in Bornheim, Germany",,german_fires_bornheim_locations,7ed8d46e1474cef506badd6a70bb383e,german_fires_bornheim_locations__7ed8d46e1474cef506badd6a70bb383e
kreuzbergstrasse,"Kreuzbergstrasse in Bornheim, Germany",50.7613984,6.9295424,1,,,,,,Keyphrase,"Kreuzbergstrasse in Bornheim, Germany",,german_fires_bornheim_locations,bd2f4357349828afb9908d632ce35331,german_fires_bornheim_locations__bd2f4357349828afb9908d632ce35331
kreuzbroich,"Kreuzbroich in Bornheim, Germany",50.7560192,6.9832274,1,,,,,,Organization,"Kreuzbroich in Bornheim, Germany",,german_fires_bornheim_locations,97b9b62fa764d82bc2616b3283752219,german_fires_bornheim_locations__97b9b62fa764d82bc2616b3283752219
kreuzstrasse,"Kreuzstrasse in Bornheim, Germany",50.7776181,6.9251802,1,,,,,,space,"Kreuzstrasse in Bornheim, Germany",,german_fires_bornheim_locations,9b17df8daab8dc98919a85931afb65f3,german_fires_bornheim_locations__9b17df8daab8dc98919a85931afb65f3
kronprinzenstrasse,"Kronprinzenstrasse in Bornheim, Germany",50.7896224,6.9482583,1,,,,,,FTO,"Kronprinzenstrasse in Bornheim, Germany",,german_fires_bornheim_locations,14e7d48a46c3498e7cd8983e77e5a8e4,german_fires_bornheim_locations__14e7d48a46c3498e7cd8983e77e5a8e4
