keyword,caption_name,location,topic_id,guid,groups,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
beidou dw 27,Beidou DW 27 navigation/global positioning satellite,a1433,188261,,,,Person,Beidou DW 27 navigation/global positioning satellite,,dgm_spaceexclucompanies,31a63537626b4bfa6aeb0a1ca9045130,dgm_spaceexclucompanies__31a63537626b4bfa6aeb0a1ca9045130
beidou dw 28,Beidou DW 28 navigation/global positioning satellite,a1433,188261,,,,Organization,Beidou DW 28 navigation/global positioning satellite,,dgm_spaceexclucompanies,1a23c8bca3abfa2517155f66afa2e0cc,dgm_spaceexclucompanies__1a23c8bca3abfa2517155f66afa2e0cc
beidou dw 29,Beidou DW 29 navigation/global positioning satellite,a1433,188261,,,,Consulates,Beidou DW 29 navigation/global positioning satellite,,dgm_spaceexclucompanies,24866219c28daac258b6b33cbdd0db28,dgm_spaceexclucompanies__24866219c28daac258b6b33cbdd0db28
beidou dw 30,Beidou DW 30 navigation/global positioning satellite,a1433,188261,,,,Organization,Beidou DW 30 navigation/global positioning satellite,,dgm_spaceexclucompanies,e2342a1b6ed3a05e64d6a35282d76faa,dgm_spaceexclucompanies__e2342a1b6ed3a05e64d6a35282d76faa
beidou dw 31,Beidou DW 31 navigation/global positioning satellite,a1433,188261,,,,Diplomat,Beidou DW 31 navigation/global positioning satellite,,dgm_spaceexclucompanies,7db3cc520c1cc69efd65716d5bab6eda,dgm_spaceexclucompanies__7db3cc520c1cc69efd65716d5bab6eda
beidou dw 32,Beidou DW 32 navigation/global positioning satellite,a1433,188261,,,,Keyphrase,Beidou DW 32 navigation/global positioning satellite,,dgm_spaceexclucompanies,2cf6a5923d75287ebfcc2a4b9c67bcd3,dgm_spaceexclucompanies__2cf6a5923d75287ebfcc2a4b9c67bcd3
beidou dw 33,Beidou DW 33 navigation/global positioning satellite,a1433,188261,,,,space,Beidou DW 33 navigation/global positioning satellite,,dgm_spaceexclucompanies,febb7261a89444d264e3262b7d8719e7,dgm_spaceexclucompanies__febb7261a89444d264e3262b7d8719e7
beidou dw 34,Beidou DW 34 navigation/global positioning satellite,a1433,188261,,,,Legislator,Beidou DW 34 navigation/global positioning satellite,,dgm_spaceexclucompanies,4187c085cd0bbf7b75a67612e2829bab,dgm_spaceexclucompanies__4187c085cd0bbf7b75a67612e2829bab
beidou dw 35,Beidou DW 35 navigation/global positioning satellite,a1433,188261,,,,IndustryTerm,Beidou DW 35 navigation/global positioning satellite,,dgm_spaceexclucompanies,824b8cfedb803d6ad29c398bb7754d96,dgm_spaceexclucompanies__824b8cfedb803d6ad29c398bb7754d96
beidou dw 36,Beidou DW 36 navigation/global positioning satellite,a1433,188261,,,,Legislator,Beidou DW 36 navigation/global positioning satellite,,dgm_spaceexclucompanies,89f205d2f9ea410f5f784726743f2d22,dgm_spaceexclucompanies__89f205d2f9ea410f5f784726743f2d22
beidou dw 37,Beidou DW 37 navigation/global positioning satellite,a1433,188261,,,,Pipeline,Beidou DW 37 navigation/global positioning satellite,,dgm_spaceexclucompanies,6d8308a77f882701500cfce781a970a1,dgm_spaceexclucompanies__6d8308a77f882701500cfce781a970a1
beidou dw 38,Beidou DW 38 navigation/global positioning satellite,a1433,188261,,,,Pipeline,Beidou DW 38 navigation/global positioning satellite,,dgm_spaceexclucompanies,56ad24479d5c2709b55b49fbe701d554,dgm_spaceexclucompanies__56ad24479d5c2709b55b49fbe701d554
beidou dw 39,Beidou DW 39 navigation/global positioning satellite,a1433,188261,,,,IndustryTerm,Beidou DW 39 navigation/global positioning satellite,,dgm_spaceexclucompanies,5b64ec1ceed4df67cbc3e2b25750adfe,dgm_spaceexclucompanies__5b64ec1ceed4df67cbc3e2b25750adfe
beidou dw 40,Beidou DW 40 navigation/global positioning satellite,a1433,188261,,,,DiplomaticFacilities,Beidou DW 40 navigation/global positioning satellite,,dgm_spaceexclucompanies,af44f5123c948915a9b57b75ba6d8312,dgm_spaceexclucompanies__af44f5123c948915a9b57b75ba6d8312
beidou dw 41,Beidou DW 41 navigation/global positioning satellite,a1433,188261,,,,Refinery,Beidou DW 41 navigation/global positioning satellite,,dgm_spaceexclucompanies,d29cb272209479998f49041775856d99,dgm_spaceexclucompanies__d29cb272209479998f49041775856d99
beidou dw 42,Beidou DW 42 navigation/global positioning satellite,a1433,188261,,,,Organization,Beidou DW 42 navigation/global positioning satellite,,dgm_spaceexclucompanies,2281fb7400886174a3c2386ceaf761e6,dgm_spaceexclucompanies__2281fb7400886174a3c2386ceaf761e6
beidou dw 43,Beidou DW 43 navigation/global positioning satellite,a1433,188261,,,,ForeignMinister,Beidou DW 43 navigation/global positioning satellite,,dgm_spaceexclucompanies,7e393ab31bfa8952544fd100dbfbafba,dgm_spaceexclucompanies__7e393ab31bfa8952544fd100dbfbafba
beidou dw 44,Beidou DW 44 navigation/global positioning satellite,a1433,188261,,,,Keyphrase,Beidou DW 44 navigation/global positioning satellite,,dgm_spaceexclucompanies,190cf1c529a8dbc1277ec2ff914b9bd4,dgm_spaceexclucompanies__190cf1c529a8dbc1277ec2ff914b9bd4
beidou dw 45,Beidou DW 45 navigation/global positioning satellite,a1433,188261,,,,Legislator,Beidou DW 45 navigation/global positioning satellite,,dgm_spaceexclucompanies,b08d8ffa21898c38a428891539478a4d,dgm_spaceexclucompanies__b08d8ffa21898c38a428891539478a4d
beidou dw 46,Beidou DW 46 navigation/global positioning satellite,a1433,188261,,,,ForeignMinister,Beidou DW 46 navigation/global positioning satellite,,dgm_spaceexclucompanies,453d0e809e8aa698ab17e702cc2d1d62,dgm_spaceexclucompanies__453d0e809e8aa698ab17e702cc2d1d62
beidou 3 igso-3,Beidou 3 IGSO-3 navigation/global positioning satellite,a1433,188261,,,,Exec,Beidou 3 IGSO-3 navigation/global positioning satellite,,dgm_spaceexclucompanies,b4b42477079d41de43040c3b8316d2f6,dgm_spaceexclucompanies__b4b42477079d41de43040c3b8316d2f6
beidou dw 50,Beidou DW 50 navigation/global positioning satellite,a1433,188261,,,,Person,Beidou DW 50 navigation/global positioning satellite,,dgm_spaceexclucompanies,4145a8b8245ec079d72e5d968735b7ca,dgm_spaceexclucompanies__4145a8b8245ec079d72e5d968735b7ca
beidou dw 51,Beidou DW 51 navigation/global positioning satellite,a1433,188261,,,,CompanyKeyword,Beidou DW 51 navigation/global positioning satellite,,dgm_spaceexclucompanies,02305b49df2c49abfe7821db9408a3f6,dgm_spaceexclucompanies__02305b49df2c49abfe7821db9408a3f6
beidou dw 52,Beidou DW 52 navigation/global positioning satellite,a1433,188261,,,,Exec,Beidou DW 52 navigation/global positioning satellite,,dgm_spaceexclucompanies,e9663fee0e295a9b2452e39c517d20a0,dgm_spaceexclucompanies__e9663fee0e295a9b2452e39c517d20a0
beidou dw 53,Beidou DW 53 navigation/global positioning satellite,a1433,188261,,,,Refinery,Beidou DW 53 navigation/global positioning satellite,,dgm_spaceexclucompanies,5c859ae5d7ecb81a241b8f3febcd0058,dgm_spaceexclucompanies__5c859ae5d7ecb81a241b8f3febcd0058
beidou dw 55,Beidou DW 55 navigation/global positioning satellite,a1433,188261,,,,Diplomat,Beidou DW 55 navigation/global positioning satellite,,dgm_spaceexclucompanies,d92d78a3ae30be072612158590b9508e,dgm_spaceexclucompanies__d92d78a3ae30be072612158590b9508e
beidou g3,Beidou G3 navigation/global positioning satellite,a1433,188261,,,,Person,Beidou G3 navigation/global positioning satellite,,dgm_spaceexclucompanies,f7e066c3fdd44e983743bb79030478c4,dgm_spaceexclucompanies__f7e066c3fdd44e983743bb79030478c4
beidou g4,Beidou G4 navigation/global positioning satellite,a1433,188261,,,,Shipping,Beidou G4 navigation/global positioning satellite,,dgm_spaceexclucompanies,07e5846bbbee7cb2dbfc3cb3bc9173d8,dgm_spaceexclucompanies__07e5846bbbee7cb2dbfc3cb3bc9173d8
beidou g5,Beidou G5 navigation/global positioning satellite,a1433,188261,,,,AAEntity,Beidou G5 navigation/global positioning satellite,,dgm_spaceexclucompanies,6016d6da32958331cd2a81a1bde5eb43,dgm_spaceexclucompanies__6016d6da32958331cd2a81a1bde5eb43
beidou igso-1,Beidou IGSO-1 navigation/global positioning satellite,a1433,188261,,,,Wells,Beidou IGSO-1 navigation/global positioning satellite,,dgm_spaceexclucompanies,5f585577eb54a0f6456f05f6e191f4f0,dgm_spaceexclucompanies__5f585577eb54a0f6456f05f6e191f4f0
beidou igso-2,Beidou IGSO-2 navigation/global positioning satellite,a1433,188261,,,,Person,Beidou IGSO-2 navigation/global positioning satellite,,dgm_spaceexclucompanies,f1489b0813aee151808668b520220a74,dgm_spaceexclucompanies__f1489b0813aee151808668b520220a74
beidou igso-3,Beidou IGSO-3 navigation/global positioning satellite,a1433,188261,,,,Organization,Beidou IGSO-3 navigation/global positioning satellite,,dgm_spaceexclucompanies,6f52071ae4af842742de578ff9a6f26c,dgm_spaceexclucompanies__6f52071ae4af842742de578ff9a6f26c
beidou igso-4,Beidou IGSO-4 navigation/global positioning satellite,a1433,188261,,,,Legislator,Beidou IGSO-4 navigation/global positioning satellite,,dgm_spaceexclucompanies,05a6598837cc09c1400102866a8097a4,dgm_spaceexclucompanies__05a6598837cc09c1400102866a8097a4
beidou igso-5,Beidou IGSO-5 navigation/global positioning satellite,a1433,188261,,,,LegislativeCommittee,Beidou IGSO-5 navigation/global positioning satellite,,dgm_spaceexclucompanies,f637445394a394d9911945f57286b633,dgm_spaceexclucompanies__f637445394a394d9911945f57286b633
beijingalaxy-1,BeijinGalaxy-1 earth observation satellite,a1433,188261,,,,IndustryTerm,BeijinGalaxy-1 earth observation satellite,,dgm_spaceexclucompanies,bf95b5df3c3b51c747c7ffea3026fafb,dgm_spaceexclucompanies__bf95b5df3c3b51c747c7ffea3026fafb
bufeng-1a,Bufeng-1A earth observation satellite,a1433,188261,,,,CompanyKeyword,Bufeng-1A earth observation satellite,,dgm_spaceexclucompanies,882abb60ffe94ebbb79b82b9d6f3896a,dgm_spaceexclucompanies__882abb60ffe94ebbb79b82b9d6f3896a
bufeng-1b,Bufeng-1B earth observation satellite,a1433,188261,,,,Wells,Bufeng-1B earth observation satellite,,dgm_spaceexclucompanies,be53988462793e9cf3ea5ce82e264bb4,dgm_spaceexclucompanies__be53988462793e9cf3ea5ce82e264bb4
centispace-1-s1,Centispace-1-S1 technology development satellite,a1433,188261,,,,DiplomaticFacilities,Centispace-1-S1 technology development satellite,,dgm_spaceexclucompanies,2bd24c8fcc4cc952e566594cd2c11673,dgm_spaceexclucompanies__2bd24c8fcc4cc952e566594cd2c11673
changshagaoxin,Changshagaoxin technology development satellite,a1433,188261,,,,Refinery,Changshagaoxin technology development satellite,,dgm_spaceexclucompanies,f8dc83d7fe6376f06dc4ccf1c416f108,dgm_spaceexclucompanies__f8dc83d7fe6376f06dc4ccf1c416f108
chao fenbianlu,Chao Fenbianlu earth observation satellite,a1433,188261,,,,Media,Chao Fenbianlu earth observation satellite,,dgm_spaceexclucompanies,f5a6927ef01e464d0a2507aa39194744,dgm_spaceexclucompanies__f5a6927ef01e464d0a2507aa39194744
chuangxin 1-1,Chuangxin 1-1 communications satellite,a1433,188261,,,,CompanyKeyword,Chuangxin 1-1 communications satellite,,dgm_spaceexclucompanies,df92842615bc434b39d53f0521ac7c0a,dgm_spaceexclucompanies__df92842615bc434b39d53f0521ac7c0a
chuangxin 1-2,Chuangxin 1-2 earth observation satellite,a1433,188261,,,,space,Chuangxin 1-2 earth observation satellite,,dgm_spaceexclucompanies,ace5df39478081323f87b5e637bcfdb5,dgm_spaceexclucompanies__ace5df39478081323f87b5e637bcfdb5
chuangxin 1-3,Chuangxin 1-3 earth observation satellite,a1433,188261,,,,CompanyKeyword,Chuangxin 1-3 earth observation satellite,,dgm_spaceexclucompanies,a229a31c11230c4356f5c98fccaf2c28,dgm_spaceexclucompanies__a229a31c11230c4356f5c98fccaf2c28
chuangxin 1-4,Chuangxin 1-4 earth observation satellite,a1433,188261,,,,Refinery,Chuangxin 1-4 earth observation satellite,,dgm_spaceexclucompanies,747337a5e8eaac07fc5bcf104792a438,dgm_spaceexclucompanies__747337a5e8eaac07fc5bcf104792a438
chuangxin-3,Chuangxin-3 technology development satellite,a1433,188261,,,,Media,Chuangxin-3 technology development satellite,,dgm_spaceexclucompanies,ff83d6c463a3c96b746afcf2ffa16096,dgm_spaceexclucompanies__ff83d6c463a3c96b746afcf2ffa16096
dampe,DAMPE space science satellite,a1433,188261,,,,Media,DAMPE space science satellite,,dgm_spaceexclucompanies,54b9a06527c899399d78b5a700009c9a,dgm_spaceexclucompanies__54b9a06527c899399d78b5a700009c9a
dcbb,DCBB technology development satellite,a1433,188261,,,,Person,DCBB technology development satellite,,dgm_spaceexclucompanies,6dd9e37846fb0f98dcf9098ba3c17cbc,dgm_spaceexclucompanies__6dd9e37846fb0f98dcf9098ba3c17cbc
duogongneng shiyan weixing,Duogongneng Shiyan Weixing technology development satellite,a1433,188261,,,,Refinery,Duogongneng Shiyan Weixing technology development satellite,,dgm_spaceexclucompanies,995ec7bc39e3e4d12aea4f364ade6fcb,dgm_spaceexclucompanies__995ec7bc39e3e4d12aea4f364ade6fcb
fengmaniu-1,Fengmaniu-1 technology development satellite,a1433,188261,,,,Wells,Fengmaniu-1 technology development satellite,,dgm_spaceexclucompanies,3e941d842579b2106db16dcd712035a9,dgm_spaceexclucompanies__3e941d842579b2106db16dcd712035a9
fengniao 1a,Fengniao 1A technology development satellite,a1433,188261,,,,CompanyKeyword,Fengniao 1A technology development satellite,,dgm_spaceexclucompanies,d61ca2a0d12fe3fe94130da2f9b2a005,dgm_spaceexclucompanies__d61ca2a0d12fe3fe94130da2f9b2a005
fengyun 2f,Fengyun 2F earth observation satellite,a1433,188261,,,,IndustryTerm,Fengyun 2F earth observation satellite,,dgm_spaceexclucompanies,c51521468039dc7717c762c2ed0769a9,dgm_spaceexclucompanies__c51521468039dc7717c762c2ed0769a9
fengyun 2g,Fengyun 2G earth observation satellite,a1433,188261,,,,Legislator,Fengyun 2G earth observation satellite,,dgm_spaceexclucompanies,1ccd4ba8f238174953539a831a1325e2,dgm_spaceexclucompanies__1ccd4ba8f238174953539a831a1325e2
fengyun 4h,Fengyun 4H earth observation satellite,a1433,188261,,,,space,Fengyun 4H earth observation satellite,,dgm_spaceexclucompanies,f1c802480e245dfed5fa88bc2008fde2,dgm_spaceexclucompanies__f1c802480e245dfed5fa88bc2008fde2
fengyun 3b,Fengyun 3B earth observation satellite,a1433,188261,,,,Organization,Fengyun 3B earth observation satellite,,dgm_spaceexclucompanies,ec138a52088290fef24cd75b8810b7ac,dgm_spaceexclucompanies__ec138a52088290fef24cd75b8810b7ac
fengyun 3c,Fengyun 3C earth observation satellite,a1433,188261,,,,Wells,Fengyun 3C earth observation satellite,,dgm_spaceexclucompanies,723824d9fbc3dbb63ba08357abf04513,dgm_spaceexclucompanies__723824d9fbc3dbb63ba08357abf04513
fengyun 3d,Fengyun 3D earth observation satellite,a1433,188261,,,,FTO,Fengyun 3D earth observation satellite,,dgm_spaceexclucompanies,4974cc25ffc8f426a05670d31d4fdbae,dgm_spaceexclucompanies__4974cc25ffc8f426a05670d31d4fdbae
fengyun 4a,Fengyun 4A earth observation satellite,a1433,188261,,,,News,Fengyun 4A earth observation satellite,,dgm_spaceexclucompanies,b42b08faf8c85202e38484dd75fd9872,dgm_spaceexclucompanies__b42b08faf8c85202e38484dd75fd9872
foshan 1,Foshan 1 technology development satellite,a1433,188261,,,,Refinery,Foshan 1 technology development satellite,,dgm_spaceexclucompanies,13f7b74a24d34bee75a05cd325bdb531,dgm_spaceexclucompanies__13f7b74a24d34bee75a05cd325bdb531
gaofen 1,Gaofen 1 earth observation satellite,a1433,188261,,,,News,Gaofen 1 earth observation satellite,,dgm_spaceexclucompanies,f22c1d2c56c2f154dd1aa578cdde850c,dgm_spaceexclucompanies__f22c1d2c56c2f154dd1aa578cdde850c
gaofen 10,Gaofen 10 earth observation satellite,a1433,188261,,,,Legislator,Gaofen 10 earth observation satellite,,dgm_spaceexclucompanies,59e5e23b95ae75429a8e1b9125a457e9,dgm_spaceexclucompanies__59e5e23b95ae75429a8e1b9125a457e9
gaofen 1-02,Gaofen 1-02 earth observation satellite,a1433,188261,,,,ForeignMinister,Gaofen 1-02 earth observation satellite,,dgm_spaceexclucompanies,d533788f29c5b144eab866aaf5a46b70,dgm_spaceexclucompanies__d533788f29c5b144eab866aaf5a46b70
gaofen 1-03,Gaofen 1-03 earth observation satellite,a1433,188261,,,,Organization,Gaofen 1-03 earth observation satellite,,dgm_spaceexclucompanies,4e666f877aac4c6fcc0589fd14968f67,dgm_spaceexclucompanies__4e666f877aac4c6fcc0589fd14968f67
gaofen 1-04,Gaofen 1-04 earth observation satellite,a1433,188261,,,,FTO,Gaofen 1-04 earth observation satellite,,dgm_spaceexclucompanies,eb8fc9c6a3a89fb3e3660d3f7786000e,dgm_spaceexclucompanies__eb8fc9c6a3a89fb3e3660d3f7786000e
gaofen 1-05,Gaofen 1-05 earth observation satellite,a1433,188261,,,,Refinery,Gaofen 1-05 earth observation satellite,,dgm_spaceexclucompanies,9a92df8a11892c13b363376e905ce0b9,dgm_spaceexclucompanies__9a92df8a11892c13b363376e905ce0b9
gaofen 1-06,Gaofen 1-06 earth observation satellite,a1433,188261,,,,space,Gaofen 1-06 earth observation satellite,,dgm_spaceexclucompanies,1090bf6781cb5b8737cf14c6e2692c1a,dgm_spaceexclucompanies__1090bf6781cb5b8737cf14c6e2692c1a
gaofen 11,Gaofen 11 earth observation satellite,a1433,188261,,,,ForeignMinister,Gaofen 11 earth observation satellite,,dgm_spaceexclucompanies,738661123630adb50f10f02e9d4995e8,dgm_spaceexclucompanies__738661123630adb50f10f02e9d4995e8
gaofen 11-02,Gaofen 11-02 earth observation satellite,a1433,188261,,,,Exec,Gaofen 11-02 earth observation satellite,,dgm_spaceexclucompanies,3140a3d9abfff6b3838c8d4cc964d775,dgm_spaceexclucompanies__3140a3d9abfff6b3838c8d4cc964d775
gaofen 12,Gaofen 12 earth observation satellite,a1433,188261,,,,space,Gaofen 12 earth observation satellite,,dgm_spaceexclucompanies,72bd4916c22ce0bfef58da0053345908,dgm_spaceexclucompanies__72bd4916c22ce0bfef58da0053345908
gaofen 12-02,Gaofen 12-02 earth observation satellite,a1433,188261,,,,AAEntity,Gaofen 12-02 earth observation satellite,,dgm_spaceexclucompanies,22bfc8267c6f626a8f99516eab744ca9,dgm_spaceexclucompanies__22bfc8267c6f626a8f99516eab744ca9
